symbol,exchange,security_name,source
F$C,N,"Ford Motor Company 6% Notes due December 1, 2059",nasdaq
F$D,N,"Ford Motor Company 6.500% Notes due August 15, 2062",nasdaq
FA,Q,First Advantage Corporation - Common Stock,nasdaq
FABC,Q,"Fabric.AI, Inc. - Common Stock",nasdaq
FAC,Q,Factorial Energy Inc. - Class A Common Stock,nasdaq
FACT,Q,FACT II Acquisition Corp. - Class A Ordinary Shares,nasdaq
FAF,N,First American Corporation (New) Common Stock,nasdaq
FAMI,Q,"Farmmi, Inc. - Class A Ordinary Shares",nasdaq
FANG,Q,"Diamondback Energy, Inc. - Common Stock",nasdaq
FAST,Q,Fastenal Company - Common Stock,nasdaq
FATE,Q,"Fate Therapeutics, Inc. - Common Stock",nasdaq
FATN,Q,"FatPipe, Inc. - common stock",nasdaq
FAX,A,"abrdn Asia-Pacific Income Fund, Inc. Common Stock",nasdaq
FBGL,Q,FBS Global Limited - Ordinary Shares,nasdaq
FBIN,N,"Fortune Brands Innovations, Inc. Common Stock",nasdaq
FBIO,Q,"Fortress Biotech, Inc. - Common Stock",nasdaq
FBIZ,Q,"First Business Financial Services, Inc. - Common Stock",nasdaq
FBK,N,FB Financial Corporation Common Stock,nasdaq
FBLA,Q,"FB Bancorp, Inc. - Common Stock",nasdaq
FBLG,Q,"FibroBiologics, Inc. - Common Stock",nasdaq
FBNC,Q,First Bancorp - Common Stock,nasdaq
FBP,N,First BanCorp. New Common Stock,nasdaq
FBRT,N,"Franklin BSP Realty Trust, Inc. Common Stock",nasdaq
FBRX,Q,"Forte Biosciences, Inc.  - Common Stock",nasdaq
FBYD,Q,"Falcon's Beyond Global, Inc. - Class A Common Stock",nasdaq
FC,N,Franklin Covey Company Common Stock,nasdaq
FCAP,Q,"First Capital, Inc. - Common Stock",nasdaq
FCBC,Q,"First Community Bankshares, Inc. - Common Stock",nasdaq
FCBM,N,"First Carolina Financial Services, Inc. Common Stock",nasdaq
FCCO,Q,First Community Corporation - Common Stock,nasdaq
FCEL,Q,"FuelCell Energy, Inc. - Common Stock",nasdaq
FCF,N,First Commonwealth Financial Corporation Common Stock,nasdaq
FCFS,Q,"FirstCash Holdings, Inc. - Common Stock",nasdaq
FCHL,Q,Fitness Champs Holdings Limited - Ordinary Shares,nasdaq
FCN,N,"FTI Consulting, Inc. Common Stock",nasdaq
FCNCA,Q,"First Citizens BancShares, Inc. - Class A Common Stock",nasdaq
FCPT,N,"Four Corners Property Trust, Inc. Common Stock",nasdaq
FCRS,N,FutureCrest Acquisition Corp. Class A Ordinary Shares,nasdaq
FCT,N,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,nasdaq
FCUV,Q,Focus Universal Inc. - Common Stock,nasdaq
FCX,N,"Freeport-McMoRan, Inc. Common Stock",nasdaq
FDBC,Q,"Fidelity D & D Bancorp, Inc. - Common Stock",nasdaq
FDMT,Q,"4D Molecular Therapeutics, Inc. - Common Stock",nasdaq
FDS,N,FactSet Research Systems Inc. Common Stock,nasdaq
FDSB,Q,"Fifth District Bancorp, Inc. - Common Stock",nasdaq
FDUS,Q,Fidus Investment Corporation - Closed End Fund,nasdaq
FDX,N,FedEx Corporation Common Stock,nasdaq
FDXF,N,"FedEx Freight Holding Company, Inc. Common Stock",nasdaq
FE,N,FirstEnergy Corp. Common Stock,nasdaq
FEAM,Q,"5E Advanced Materials, Inc. - Common Stock",nasdaq
FEBO,Q,Fenbo Holdings Limited - Class A Ordinary Shares,nasdaq
FEDU,N,"Four Seasons Education (Cayman) Inc. American Depositary Shares, each ADS representing 10 ordinary shares",nasdaq
FEED,Q,"ENvue Medical, Inc. - Common Stock",nasdaq
FEIM,Q,"Frequency Electronics, Inc. - Common Stock",nasdaq
FELE,Q,"Franklin Electric Co., Inc. - Common Stock",nasdaq
FEMY,Q,Femasys Inc. - Common Stock,nasdaq
FENC,Q,Fennec Pharmaceuticals Inc. - Common Stock,nasdaq
FENG,N,"Phoenix New Media Limited American Depositary Shares, each representing 48 Class A ordinary shares.",nasdaq
FER,Q,Ferrovial N.V. - Ordinary Shares,nasdaq
FERA,Q,Fifth Era Acquisition Corp I - Class A Ordinary Shares,nasdaq
FERAR,Q,Fifth Era Acquisition Corp I - Rights,nasdaq
FERG,N,Ferguson Enterprises Inc. Common Stock,nasdaq
FET,N,"Forum Energy Technologies, Inc. Common Stock",nasdaq
FF,N,FutureFuel Corp.  Common shares,nasdaq
FFA,N,First Trust Enhanced Equity Income Fund Common Shares of Beneficial Interest,nasdaq
FFAI,Q,Faraday Future Intelligent Electric Inc. - Class A Common Stock,nasdaq
FFBC,Q,First Financial Bancorp. - Common Stock,nasdaq
FFIN,Q,"First Financial Bankshares, Inc. - Common Stock",nasdaq
FFIV,Q,"F5, Inc. - Common Stock",nasdaq
FG,N,"F&G Annuities & Life, Inc. Common Stock",nasdaq
FGBI,Q,"First Guaranty Bancshares, Inc. - Common Stock",nasdaq
FGI,Q,FGI Industries Ltd. - Ordinary Shares,nasdaq
FGII,Q,FG Imperii Acquisition Corp. - Class A Ordinary Shares,nasdaq
FGL,Q,Founder Group Limited - Class A Ordinary Shares,nasdaq
FGN,N,"F&G Annuities & Life, Inc. 7.950% Senior Notes due 2053",nasdaq
FGNX,Q,FG Nexus Inc. - Common Stock,nasdaq
FGSN,N,"F&G Annuities & Life, Inc. 7.300% Junior Subordinated Notes due 2065",nasdaq
FHB,Q,"First Hawaiian, Inc. - Common Stock",nasdaq
FHI,N,"Federated Hermes, Inc. Common Stock",nasdaq
FHN,N,First Horizon Corporation Common Stock,nasdaq
FHTX,Q,Foghorn Therapeutics Inc. - Common Stock,nasdaq
FIBK,Q,"First Interstate BancSystem, Inc. - Common Stock",nasdaq
FICO,N,Fair Isaac Corporation Common Stock,nasdaq
FIEE,Q,"FiEE, Inc - Common Stock",nasdaq
FIG,N,"Figma, Inc. Class A Common Stock",nasdaq
FIGR,Q,"Figure Technology Solutions, Inc. - Class A Common Stock",nasdaq
FIGS,N,"FIGS, Inc. Class A Common Stock",nasdaq
FIGX,Q,FIGX Capital Acquisition Corp. - Class A ordinary share,nasdaq
FINS,N,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,nasdaq
FINV,N,FinVolution Group American Depositary Shares,nasdaq
FINW,Q,FinWise Bancorp - Common Stock,nasdaq
FIP,Q,FTAI Infrastructure Inc. - Common Stock,nasdaq
FIRY,N,Firy Inc. Class A Common Stock,nasdaq
FIS,N,"Fidelity National Information Services, Inc. Common Stock",nasdaq
FISI,Q,"Financial Institutions, Inc. - Common Stock",nasdaq
FISN,Q,"Deep Fission, Inc. - Common Stock",nasdaq
FISV,Q,"Fiserv, Inc. - Common Stock",nasdaq
FITB,N,Fifth Third Bancorp Common Stock,nasdaq
FITB$I,N,Fifth Third Bancorp Depositary Share repstg 1/1000th Ownership Interest Perp Pfd Series I,nasdaq
FIVE,Q,"Five Below, Inc. - Common Stock",nasdaq
FIVN,Q,"Five9, Inc. - Common Stock",nasdaq
FIX,N,"Comfort Systems USA, Inc. Common Stock",nasdaq
FIZZ,Q,National Beverage Corp. - Common Stock,nasdaq
FJET,A,"Starfighters Space, Inc. Common Stock",nasdaq
FKWL,Q,Franklin Wireless Corp. - common stock,nasdaq
FLC,N,Flaherty & Crumrine Total Return Fund Inc Common Stock,nasdaq
FLD,Q,"Fold Holdings, Inc. - Class A Common Stock",nasdaq
FLEX,Q,Flex Ltd. - Ordinary Shares,nasdaq
FLG,N,"Flagstar Bank, N.A. Common Stock",nasdaq
FLGT,Q,"Fulgent Genetics, Inc. - Common Stock",nasdaq
FLL,Q,"Full House Resorts, Inc. - Common Stock",nasdaq
FLNA,Q,"Filana Therapeutics, Inc. - Common Stock",nasdaq
FLNC,Q,"Fluence Energy, Inc. - Class A Common Stock",nasdaq
FLNG,N,FLEX LNG Ltd. Ordinary Shares,nasdaq
FLNT,Q,"Fluent, Inc. - Common Stock",nasdaq
FLO,N,"Flowers Foods, Inc. Common Stock",nasdaq
FLOC,N,Flowco Holdings Inc. Class A Common Stock,nasdaq
FLR,N,Fluor Corporation Common Stock,nasdaq
FLS,N,Flowserve Corporation Common Stock,nasdaq
FLUT,N,Flutter Entertainment plc Ordinary Shares,nasdaq
FLUX,Q,"Flux Power Holdings, Inc. - Common Stock",nasdaq
FLWS,Q,"1-800-FLOWERS.COM, Inc. - Class A Common Stock",nasdaq
FLX,Q,BingEx Limited - American Depositary Shares,nasdaq
FLXS,Q,"Flexsteel Industries, Inc. - Common Stock",nasdaq
FLY,Q,Firefly Aerospace Inc. - Common Stock,nasdaq
FLYE,Q,"Fly-E Group, Inc. - Common Stock",nasdaq
FLYW,Q,Flywire Corporation - Voting Common Stock,nasdaq
FLYX,A,"flyExclusive, Inc. Class A Common Stock",nasdaq
FLZH,Q,"Flash Sports & Media Holdings, Inc. - Common Stock",nasdaq
FMAC,Q,Future Money Acquisition Corporation - Ordinary Shares,nasdaq
FMACR,Q,Future Money Acquisition Corporation - Rights,nasdaq
FMAO,Q,"Farmers & Merchants Bancorp, Inc. - Common Stock",nasdaq
FMBH,Q,"First Mid Bancshares, Inc. - Common Stock",nasdaq
FMC,N,FMC Corporation Common Stock,nasdaq
FMFC,Q,Kandal M Venture Limited - Class A ordinary Shares,nasdaq
FMN,N,Federated Hermes Premier Municipal Income Fund,nasdaq
FMNB,Q,Farmers National Banc Corp. - Common Stock,nasdaq
FMS,N,Fresenius Medical Care AG American Depositary Shares (Each representing 1/2 of an Ordinary Share),nasdaq
FMST,Q,Foremost Clean Energy Ltd. - Common Shares,nasdaq
FMX,N,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,nasdaq
FMY,N,First Trust Mortgage Income Fund Common Shares of Beneficial Interest,nasdaq
FN,N,Fabrinet Ordinary Shares,nasdaq
FNB,N,F.N.B. Corporation Common Stock,nasdaq
FND,N,"Floor & Decor Holdings, Inc. Common Stock",nasdaq
FNF,N,"Fidelity National Financial, Inc. Common Stock",nasdaq
FNGD,P,"MicroSectors FANG  Index -3X Inverse Leveraged ETNs due January 8, 2038",nasdaq
FNGO,P,"MicroSectors FANG  Index 2X Leveraged ETNs due January 8, 2038",nasdaq
FNGR,Q,"FingerMotion, Inc. - common stock",nasdaq
FNKO,Q,"Funko, Inc. - Class A Common Stock",nasdaq
FNLC,Q,"First Bancorp, Inc (ME) - Common Stock",nasdaq
FNRN,Q,First Northern Community Bancorp - Common stock,nasdaq
FNUC,Q,Frontier Nuclear and Minerals Inc. - Common Shares,nasdaq
FNV,N,Franco-Nevada Corporation,nasdaq
FNWB,Q,First Northwest Bancorp - Common Stock,nasdaq
FNWD,Q,Finward Bancorp - common stock,nasdaq
FOA,N,Finance of America Companies Inc. Class A Common Stock,nasdaq
FOCL,Q,"EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share",nasdaq
FOF,N,"Cohen & Steers Closed-End Opportunity Fund, Inc. Common Stock",nasdaq
FOFO,Q,"Hang Feng Technology Innovation Co., Ltd. - Ordinary Shares",nasdaq
FOR,N,Forestar Group Inc Common Stock ,nasdaq
FORM,Q,"FormFactor, Inc. - Common Stock",nasdaq
FORR,Q,"Forrester Research, Inc. - Common Stock",nasdaq
FORTY,Q,Formula Systems (1985) Ltd. - American Depositary Shares,nasdaq
FOSL,Q,"Fossil Group, Inc. - Common Stock",nasdaq
FOUR,N,"Shift4 Payments, Inc. Class A Common Stock",nasdaq
FOX,Q,Fox Corporation - Class B Common Stock,nasdaq
FOXA,Q,Fox Corporation - Class A Common Stock,nasdaq
FOXF,Q,Fox Factory Holding Corp. - Common Stock,nasdaq
FOXX,Q,Foxx Development Holdings Inc. - Common Stock,nasdaq
FPH,N,"Five Point Holdings, LLC Class A Common Shares",nasdaq
FPI,N,Farmland Partners Inc. Common Stock,nasdaq
FPS,N,"Forgent Power Solutions, Inc. Class A Common Stock",nasdaq
FR,N,"First Industrial Realty Trust, Inc. Common Stock",nasdaq
FRA,N,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,nasdaq
FRAF,Q,Franklin Financial Services Corporation - Common Stock,nasdaq
FRBA,Q,First Bank  - Common Stock,nasdaq
FRBT,Q,"Forbright, Inc. - Class A Common Stock",nasdaq
FRD,Q,Friedman Industries Inc. - Common Stock,nasdaq
FRGT,Q,"Freight Technologies, Inc. - Ordinary Shares",nasdaq
FRHC,Q,Freedom Holding Corp. - Common Stock,nasdaq
FRME,Q,First Merchants Corporation - Common Stock,nasdaq
FRMI,Q,Fermi Inc. - Common Stock,nasdaq
FRMM,Q,"Forum Markets, Incorporated - Common Stock",nasdaq
FRNM,Q,"Freenome, Inc. - Common stock",nasdaq
FRO,N,Frontline Plc Ordinary Shares,nasdaq
FROG,Q,JFrog Ltd. - Ordinary shares,nasdaq
FRPH,Q,"FRP Holdings, Inc. - Common Stock",nasdaq
FRPT,Q,"Freshpet, Inc. - Common Stock",nasdaq
FRSH,Q,Freshworks Inc. - Class A Common Stock,nasdaq
FRST,Q,Primis Financial Corp. - Common Stock,nasdaq
FRSX,Q,Foresight Autonomous Holdings Ltd. - American Depositary Shares,nasdaq
FRT,N,Federal Realty Investment Trust Common Stock,nasdaq
FRTT,Q,Fort Technology Inc. - Common Shares,nasdaq
FRVO,Q,Fervo Energy Company - Class A common stock,nasdaq
FSBC,Q,Five Star Bancorp - Common Stock,nasdaq
FSBW,Q,"FS Bancorp, Inc. - Common Stock",nasdaq
FSCO,N,FS Credit Opportunities Corp. Common Stock,nasdaq
FSEA,Q,"First Seacoast Bancorp, Inc. - Common Stock",nasdaq
FSHP,Q,Flag Ship Acquisition Corp. - Ordinary Shares,nasdaq
FSHPR,Q,Flag Ship Acquisition Corp. - Right,nasdaq
FSI,A,Flexible Solutions International Inc. Common Stock (CDA),nasdaq
FSK,N,FS KKR Capital Corp. Common Stock,nasdaq
FSLR,Q,"First Solar, Inc. - Common Stock",nasdaq
FSLY,Q,"Fastly, Inc. - Class A Common Stock",nasdaq
FSM,N,Fortuna Mining Corp. Common Shares,nasdaq
FSP,A,Franklin Street Properties Corp. Common Stock,nasdaq
FSS,N,Federal Signal Corporation Common Stock,nasdaq
FSSL,N,FS Specialty Lending Fund Common Shares of Beneficial Interest,nasdaq
FSTR,Q,L.B. Foster Company - Common Stock,nasdaq
FSUN,Q,FirstSun Capital Bancorp - Common Stock,nasdaq
FSV,Q,FirstService Corporation - Common Shares,nasdaq
FT,N,Franklin Universal Trust Common Stock,nasdaq
FTAI,Q,FTAI Aviation Ltd. - Common Stock,nasdaq
FTCI,Q,"FTC Solar, Inc. - Common Stock",nasdaq
FTDR,Q,"Frontdoor, Inc. - Common Stock",nasdaq
FTEK,Q,"Fuel Tech, Inc. - Common Stock",nasdaq
FTF,A,Franklin Limited Duration Income Trust Common Shares of Beneficial Interest,nasdaq
FTFT,Q,Future FinTech Group Inc. - Common Stock,nasdaq
FTH,Q,"Faeth Therapeutics, Inc.  - Common Stock",nasdaq
FTHA,Q,Forefront Tech Holdings Acquisition Corp - Class A Ordinary Shares,nasdaq
FTHM,Q,Fathom Holdings Inc. - Common Stock,nasdaq
FTHY,N,First Trust High Yield Opportunities 2027 Term Fund Common Stock,nasdaq
FTI,N,TechnipFMC plc Ordinary Share,nasdaq
FTK,N,"Flotek Industries, Inc. Common Stock",nasdaq
FTLF,Q,"FitLife Brands, Inc. - Common Stock",nasdaq
FTNT,Q,"Fortinet, Inc. - Common Stock",nasdaq
FTRE,Q,Fortrea Holdings Inc. - Common Stock,nasdaq
FTRK,Q,FAST TRACK GROUP - Ordinary shares,nasdaq
FTS,N,Fortis Inc. Common Shares,nasdaq
FTV,N,Fortive Corporation Common Stock ,nasdaq
FTW,N,Presidio Production Company Class A Common Stock,nasdaq
FUBO,N,FuboTV Inc. Class A Common Stock,nasdaq
FUFU,Q,BitFuFu Inc. - Class A Ordinary Shares,nasdaq
FUL,N,H. B. Fuller Company Common Stock,nasdaq
FULC,Q,"Fulcrum Therapeutics, Inc. - Common Stock",nasdaq
FULT,Q,Fulton Financial Corporation - Common Stock,nasdaq
FUN,N,Six Flags Entertainment Corporation Common Stock New,nasdaq
FUNC,Q,First United Corporation - Common Stock,nasdaq
FUND,Q,"Sprott Focus Trust, Inc. - Closed End Fund",nasdaq
FURY,A,Fury Gold Mines Limited Common Shares,nasdaq
FUSB,Q,"First US Bancshares, Inc. - Common Stock",nasdaq
FUSE,Q,Fusemachines Inc. - Common stock,nasdaq
FUTU,Q,Futu Holdings Limited - American Depositary Shares,nasdaq
FVAV,Q,Fortress Value Acquisition Corp. V - Class A Ordinary Shares,nasdaq
FVCB,Q,"FVCBankcorp, Inc. - Common Stock",nasdaq
FVN,Q,Future Vision II Acquisition Corporation - Ordinary Shares,nasdaq
FVNNR,Q,Future Vision II Acquisition Corporation - Right,nasdaq
FVR,N,"FrontView REIT, Inc. Common Stock",nasdaq
FVRR,N,"Fiverr International Ltd. Ordinary Shares, no par value",nasdaq
FWDI,Q,"Forward Industries, Inc. - Common Stock",nasdaq
FWONA,Q,Liberty Media Corporation - Series A Liberty Formula One Common Stock,nasdaq
FWONK,Q,Liberty Media Corporation - Series C Liberty Formula One Common Stock,nasdaq
FWRD,Q,Forward Air Corporation - Common Stock,nasdaq
FWRG,Q,"First Watch Restaurant Group, Inc. - Common Stock",nasdaq
FXAC,Q,FortuneX Acquisition Corporation - Ordinary shares,nasdaq
FXHO,Q,UTime Limited - Class A Ordinary Shares,nasdaq
FXNC,Q,First National Corporation - Common Stock,nasdaq
G,N,Genpact Limited Common Stock,nasdaq
GAB,N,"Gabelli Equity Trust, Inc. (The) Common Stock",nasdaq
GAB$H,N,"Gabelli Equity Trust, Inc. (The) Pfd Ser H",nasdaq
GABC,Q,"German American Bancorp, Inc. - Common Stock",nasdaq
GAIA,Q,"Gaia, Inc. - Class A Common Stock",nasdaq
GAIN,Q,Gladstone Investment Corporation - Business Development Company,nasdaq
GAING,Q,Gladstone Investment Corporation - 7.125% Notes due 2031,nasdaq
GAINI,Q,Gladstone Investment Corporation - 7.875% Notes due 2030,nasdaq
GAINZ,Q,Gladstone Investment Corporation - 4.875% Notes due 2028,nasdaq
GALT,Q,Galectin Therapeutics Inc. - Common Stock,nasdaq
GAM,N,"General American Investors, Inc. Common Stock",nasdaq
GAMB,Q,Gambling.com Group Limited - Ordinary Shares,nasdaq
GAME,Q,"GameSquare Holdings, Inc. - Common stock",nasdaq
GANX,Q,"Gain Therapeutics, Inc. - Common Stock",nasdaq
GAP,N,"Gap, Inc. (The) Common Stock",nasdaq
GASS,Q,"StealthGas, Inc. - common stock",nasdaq
GATX,N,GATX Corporation Common Stock,nasdaq
GAU,A,Galiano Gold Inc.,nasdaq
GAUZ,Q,Gauzy Ltd. - Ordinary Shares,nasdaq
GBAB,N,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,nasdaq
GBCI,N,"Glacier Bancorp, Inc. Common Stock",nasdaq
GBDC,Q,"Golub Capital BDC, Inc. - Closed End Fund",nasdaq
GBFH,Q,GBank Financial Holdings Inc. - Common Stock,nasdaq
GBLI,Q,"Global Indemnity Group, LLC - Class A Common Shares",nasdaq
GBR,A,"New Concept Energy, Inc Common Stock",nasdaq
GBTG,N,"Global Business Travel Group, Inc. Class A Common Stock",nasdaq
GBX,N,"Greenbrier Companies, Inc. (The) Common Stock",nasdaq
GCBC,Q,"Greene County Bancorp, Inc. - Common Stock",nasdaq
GCDT,A,Green Circle Decarbonize Technology Limited Ordinary Shares,nasdaq
GCGR,Q,General Catalyst Global Resilience Merger Corp. - Class A Ordinary Shares,nasdaq
GCL,Q,GCL Global Holdings Ltd - Ordinary Shares,nasdaq
GCMG,Q,GCM Grosvenor Inc. - Class A Common Stock,nasdaq
GCO,N,Genesco Inc. Common Stock,nasdaq
GCT,Q,GigaCloud Technology Inc - Class A Ordinary Shares,nasdaq
GCTK,Q,"GlucoTrack, Inc. - Common Stock",nasdaq
GCTS,N,"GCT Semiconductor Holding, Inc. Common Stock",nasdaq
GCV,N,"Gabelli Convertible and Income Securities Fund, Inc. (The) Common Stock",nasdaq
GD,N,General Dynamics Corporation Common Stock,nasdaq
GDC,Q,GD Culture Group Limited - Common Stock,nasdaq
GDDY,N,GoDaddy Inc. Class A Common Stock,nasdaq
GDEV,Q,GDEV Inc. - Ordinary Shares,nasdaq
GDHG,Q,Golden Heaven Group Holdings Ltd.  - Class A Ordinary Shares,nasdaq
GDL,N,"GDL Fund, The Common Shares of Beneficial Interest",nasdaq
GDO,N,Western Asset Global Corporate Opportunity Fund Inc. Common Stock,nasdaq
GDOT,N,"Green Dot Corporation Class A Common Stock, $0.001 par value",nasdaq
GDRX,Q,"GoodRx Holdings, Inc. - Class A Common Stock",nasdaq
GDS,Q,GDS Holdings Limited - American Depositary Shares,nasdaq
GDTC,Q,CytoMed Therapeutics Limited - Ordinary Shares,nasdaq
GDV,N,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,nasdaq
GDYN,Q,"Grid Dynamics Holdings, Inc. - Class A Common Stock",nasdaq
GE,N,GE Aerospace Common Stock,nasdaq
GECC,Q,Great Elm Capital Corp. - Closed End Fund,nasdaq
GECCG,Q,Great Elm Capital Corp. - 7.75% Notes Due 2030,nasdaq
GECCH,Q,Great Elm Capital Corp. - 8.125% Notes Due 2029,nasdaq
GECCI,Q,Great Elm Capital Corp. - 8.50% NOTES DUE 2029,nasdaq
GEF,N,Greif Inc. Class A Common Stock,nasdaq
GEF.B,N,"Greif, Inc. Corporation Class B Common Stock",nasdaq
GEG,Q,"Great Elm Group, Inc.  - Common Stock",nasdaq
GEGGL,Q,"Great Elm Group, Inc.  - 7.25% Notes due 2027",nasdaq
GEHC,Q,GE HealthCare Technologies Inc. - Common Stock,nasdaq
GELS,Q,Gelteq Limited - Ordinary Shares,nasdaq
GEMI,Q,"Gemini Space Station, Inc. - Class A Common Stock",nasdaq
GEN,Q,Gen Digital Inc. - Common Stock,nasdaq
GENB,Q,"Generate Biomedicines, Inc. - Common Stock",nasdaq
GENC,A,"Gencor Industries, Inc. Common Stock",nasdaq
GENI,N,Genius Sports Limited Ordinary Shares,nasdaq
GENK,Q,"GEN Restaurant Group, Inc. - Class A Common Stock",nasdaq
GENVR,Q,Gen Digital Inc. - Contingent Value Rights,nasdaq
GEO,N,Geo Group Inc (The) REIT,nasdaq
GEOS,Q,Geospace Technologies Corporation - Common Stock,nasdaq
GERN,Q,Geron Corporation - Common Stock,nasdaq
GETY,N,"Getty Images Holdings, Inc. Class A Common Stock",nasdaq
GEV,N,GE Vernova Inc. Common Stock,nasdaq
GEVO,Q,"Gevo, Inc. - Common Stock",nasdaq
GF,N,"New Germany Fund, Inc. (The) Common Stock",nasdaq
GFAI,Q,"Guardforce AI Co., Limited - Ordinary Shares",nasdaq
GFF,N,Griffon Corporation Common Stock,nasdaq
GFI,N,Gold Fields Limited American Depositary Shares,nasdaq
GFL,N,"GFL Environmental Inc. Subordinate voting shares, no par value",nasdaq
GFR,N,Greenfire Resources Ltd. Common Shares,nasdaq
GFS,Q,GlobalFoundries Inc. - Ordinary Share,nasdaq
GFUZ,Q,General Fusion Group Ltd. - Common Shares,nasdaq
GGAL,Q,"Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying",nasdaq
GGB,N,Gerdau S.A. Common Stock,nasdaq
GGG,N,Graco Inc. Common Stock,nasdaq
GGN,A,"GAMCO Global Gold, Natural Resources & Income Trust",nasdaq
GGN$B,A,"GAMCO Global Gold, Natural Reources & Income Trust 5.00% Series B Cumulative 25.00 Liquidation Preference",nasdaq
GGR,Q,Gogoro Inc. - Ordinary Shares,nasdaq
GGRP,Q,"The Glimpse Group, Inc. - Common Stock",nasdaq
GGT,N,"Gabelli Multi-Media Trust, Inc. (The) Common Stock",nasdaq
GGZ,N,Gabelli Global Small and Mid Cap Value Trust (The) Common Shares of Beneficial Interest,nasdaq
GH,Q,"Guardant Health, Inc. - Common Stock",nasdaq
GHC,N,Graham Holdings Company Common Stock,nasdaq
GHG,N,"GreenTree Hospitality Group Ltd. American depositary shares, each representing one Class A ordinary share",nasdaq
GHM,N,Graham Corporation Common Stock,nasdaq
GHRS,Q,GH Research PLC - Ordinary Shares,nasdaq
GHY,N,"PGIM Global High Yield Fund, Inc.",nasdaq
GIB,N,CGI Inc. Common Stock,nasdaq
GIBO,Q,GIBO Holdings Limited - Class A Ordinary Shares,nasdaq
GIC,N,Global Industrial Company Common Stock,nasdaq
GIFT,Q,"Giftify, Inc. - Common Stock",nasdaq
GIGM,Q,GigaMedia Limited - Ordinary Shares,nasdaq
GIII,Q,"G-III Apparel Group, LTD. - Common Stock",nasdaq
GIL,N,"Gildan Activewear, Inc. Class A Sub. Vot. Common Stock",nasdaq
GILD,Q,"Gilead Sciences, Inc. - Common Stock",nasdaq
GILT,Q,Gilat Satellite Networks Ltd. - Ordinary Shares,nasdaq
GIPR,Q,Generation Income Properties Inc. - Common stock,nasdaq
