fact_unit,2014-11-14,2015-03-03,2015-05-08,2015-08-07,2015-11-06,2016-02-26,2016-05-09,2016-08-05,2016-11-04,2017-02-24,2017-05-04,2017-08-03,2017-11-03,2018-02-22,2018-05-09,2018-08-06,2018-11-07,2019-02-21,2019-05-08,2019-08-06,2019-11-06,2020-02-24,2020-05-07,2020-08-06,2020-11-04,2021-02-23,2021-05-05,2021-08-03,2021-11-03,2022-02-23,2022-05-04,2022-08-03,2022-11-04,2023-02-17,2023-05-10,2023-08-08,2023-11-06,2024-02-16,2024-05-06,2024-08-06,2024-11-04,2025-02-13,2025-05-01,2025-08-04,2025-11-03
EffectiveIncomeTaxRateContinuingOperations / pure,0.03,0.372,0.294,0.327,0.322,0.012,0.337,0.332,0.335,0.318,0.329,0.327,0.319,0.335,0.264,0.288,0.3,0.319,,,,0.136,,,,0.212,,,,0.204,,,,0.185,,,,0.221,,,,0.219,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.21,0.35,0.35,0.35,,,,0.35,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpense / pure,,,,,,,,,,,,,,0.006,,,,0.0,,,,0.0,,,,0.01,,,,0.006,,,,0.011,,,,0.005,,,,0.007,,,
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent / pure,,-0.001,,,,0.001,,,,-0.003,,,,-0.001,,,,-0.002,,,,-0.004,,,,0.002,,,,0.003,,,,0.0,,,,0.004,,,,0.002,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,0.059,,,,0.0,,,,0.017,,,,0.021,,,,0.025,,,,0.024,,,,0.041,,,,0.032,,,,0.042,,,,0.042,,,,0.05,,,
EffectiveIncomeTaxRateReconciliationTaxContingencies / pure,,,,,,,,,,,,,,0.0,,,,0.0,,,,-0.012,,,,0.001,,,,0.0,,,,-0.001,,,,0.001,,,,0.0,,,
EffectiveIncomeTaxRateReconciliationTaxCredits / pure,,-0.007,,,,-0.003,,,,0.021,,,,0.012,,,,0.02,,,,0.027,,,,0.02,,,,0.023,,,,0.053,,,,0.032,,,,0.038,,,
EffectiveIncomeTaxRateReconciliationTaxCreditsOther / pure,,,,,,,,,,,,,,0.0,,,,0.009,,,,0.001,,,,0.004,,,,0.004,,,,0.005,,,,0.002,,,,0.003,,,
EffectiveIncomeTaxRateReconciliationTaxExemptIncome / pure,,-0.011,,,,0.004,,,,0.012,,,,0.013,,,,0.013,,,,0.011,,,,0.007,,,,0.007,,,,0.007,,,,0.002,,,,0.003,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions / USD,,31000000.0,30000000.0,24000000.0,17000000.0,11000000.0,,,,24000000.0,,,,47000000.0,,,,41000000.0,,,,47000000.0,,,,43000000.0,,,,53000000.0,,,,66000000.0,,,,76000000.0,,,,105000000.0,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,17000000.0,,,,17000000.0,,,,17000000.0,,,,5000000.0,,,,8000000.0,,,,9000000.0,,,,3000000.0,,,,1000000.0,,,,8000000.0,,,,12000000.0,,,,19000000.0,,,
EntityCommonStockSharesOutstanding / shares,545700563.0,545901116.0,537022384.0,527534073.0,527636669.0,527811625.0,528980180.0,519470882.0,511877853.0,509107893.0,506546241.0,500671099.0,491991403.0,487325116.0,484726571.0,475946441.0,467912054.0,460390006.0,458355574.0,447086518.0,434718941.0,427434404.0,426619057.0,426828691.0,427073084.0,425106419.0,425930159.0,426083147.0,426199576.0,422141584.0,495446033.0,495643401.0,492490966.0,484106460.0,483988282.0,472294410.0,466222967.0,458756723.0,455019971.0,448300466.0,440700533.0,437136981.0,433649118.0,431348989.0,429486191.0
EntityPublicFloat / USD,,,,,,8672625866.0,,,,10569026814.0,,,,18016585315.0,,,,18789421828.0,,,,16145696534.0,,,,10732733443.0,,,,19475179748.0,,,,17591222864.0,,,,12304245801.0,,,,16220612178.0,,,
EquipmentExpense / USD,207000000.0,279000000.0,64000000.0,129000000.0,187000000.0,275000000.0,63000000.0,128000000.0,190000000.0,250000000.0,65000000.0,129000000.0,194000000.0,257000000.0,67000000.0,131000000.0,196000000.0,263000000.0,113000000.0,223000000.0,340000000.0,443000000.0,125000000.0,251000000.0,381000000.0,464000000.0,133000000.0,275000000.0,424000000.0,514000000.0,152000000.0,307000000.0,464000000.0,565000000.0,150000000.0,319000000.0,478000000.0,610000000.0,169000000.0,350000000.0,541000000.0,648000000.0,192000000.0,382000000.0,576000000.0
EquitySecuritiesFvNi / USD,,,,,,,,,,,,,,,,,169000000.0,169000000.0,181000000.0,181000000.0,181000000.0,181000000.0,47000000.0,47000000.0,47000000.0,47000000.0,66000000.0,66000000.0,66000000.0,66000000.0,109000000.0,109000000.0,109000000.0,109000000.0,153000000.0,153000000.0,153000000.0,153000000.0,173000000.0,173000000.0,173000000.0,173000000.0,220000000.0,220000000.0,220000000.0
EquitySecuritiesFvNiCost / USD,,,,,,,,,,,,,,,,,,169000000.0,181000000.0,181000000.0,181000000.0,181000000.0,47000000.0,47000000.0,47000000.0,47000000.0,66000000.0,66000000.0,66000000.0,66000000.0,109000000.0,109000000.0,109000000.0,109000000.0,153000000.0,153000000.0,153000000.0,153000000.0,173000000.0,173000000.0,173000000.0,173000000.0,220000000.0,220000000.0,220000000.0
FederalDepositInsuranceCorporationPremiumExpense / USD,67000000.0,98000000.0,20000000.0,46000000.0,69000000.0,85000000.0,34000000.0,60000000.0,88000000.0,95000000.0,26000000.0,55000000.0,87000000.0,115000000.0,32000000.0,68000000.0,102000000.0,120000000.0,31000000.0,59000000.0,88000000.0,137000000.0,,,,104000000.0,,,,,15000000.0,31000000.0,48000000.0,66000000.0,20000000.0,46000000.0,74000000.0,66000000.0,36000000.0,79000000.0,121000000.0,96000000.0,76000000.0,122000000.0,162000000.0
FederalIncomeTaxExpenseBenefitContinuingOperations / USD,,288000000.0,,,,-44000000.0,,,,369000000.0,,,,387000000.0,,,,451000000.0,,,,234000000.0,,,,361000000.0,,,,387000000.0,,,,196000000.0,,,,526000000.0,,,,443000000.0,,,
FeesAndCommissionsMortgageBankingAndServicing / USD,49000000.0,60000000.0,16000000.0,30000000.0,44000000.0,61000000.0,14000000.0,28000000.0,41000000.0,59000000.0,13000000.0,26000000.0,38000000.0,,,,80000000.0,112000000.0,25000000.0,52000000.0,101000000.0,108000000.0,43000000.0,105000000.0,222000000.0,152000000.0,159000000.0,435000000.0,722000000.0,302000000.0,165000000.0,250000000.0,358000000.0,915000000.0,69000000.0,141000000.0,207000000.0,434000000.0,57000000.0,116000000.0,185000000.0,261000000.0,49000000.0,103000000.0,149000000.0
FinancialLiabilitiesFairValueDisclosure / USD,,,,773000000.0,773000000.0,773000000.0,666000000.0,666000000.0,666000000.0,666000000.0,778000000.0,778000000.0,778000000.0,778000000.0,533000000.0,533000000.0,533000000.0,533000000.0,415000000.0,415000000.0,415000000.0,415000000.0,322000000.0,322000000.0,322000000.0,322000000.0,634000000.0,634000000.0,634000000.0,634000000.0,922000000.0,922000000.0,922000000.0,922000000.0,3111000000.0,3111000000.0,3111000000.0,3111000000.0,2183000000.0,2183000000.0,2183000000.0,2183000000.0,1811000000.0,1811000000.0,1811000000.0
FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2443000000.0,2443000000.0,1252000000.0,1758000000.0,1758000000.0,1758000000.0,2443000000.0,1983000000.0,1983000000.0,1983000000.0,1758000000.0,2098000000.0,2098000000.0,2098000000.0
FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126405000000.0,126405000000.0,126405000000.0,154679000000.0,154679000000.0,154679000000.0,154679000000.0,143861000000.0,143861000000.0,143861000000.0,143861000000.0,137142000000.0,137142000000.0,137142000000.0
FinancingReceivableExcludingAccruedInterestAllowanceForCreditLossPeriodIncreaseDecrease / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213000000.0,-262000000.0,306000000.0,35000000.0,59000000.0,78000000.0,-78000000.0,10000000.0,12000000.0,32000000.0,-59000000.0,47000000.0,-50000000.0,-58000000.0
FinancingReceivableExcludingAccruedInterestAllowanceForCreditLossRecovery / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116000000.0,159000000.0,150000000.0,42000000.0,84000000.0,126000000.0,214000000.0,38000000.0,75000000.0,113000000.0,164000000.0,50000000.0,89000000.0,128000000.0
FinancingReceivableExcludingAccruedInterestAllowanceForCreditLossWriteoff / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352000000.0,439000000.0,843000000.0,101000000.0,192000000.0,308000000.0,539000000.0,171000000.0,360000000.0,551000000.0,434000000.0,231000000.0,454000000.0,685000000.0
FinancingReceivableExcludingAccruedInterestAllowanceForCreditLossWriteoffAfterRecovery / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236000000.0,280000000.0,693000000.0,59000000.0,108000000.0,182000000.0,325000000.0,133000000.0,285000000.0,438000000.0,270000000.0,181000000.0,365000000.0,557000000.0
FinancingReceivableExcludingAccruedInterestBeforeAllowanceForCreditLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128163000000.0,128163000000.0,128163000000.0,156662000000.0,156662000000.0,156662000000.0,156662000000.0,145959000000.0,145959000000.0,145959000000.0,145959000000.0,139203000000.0,139203000000.0,139203000000.0
FinancingReceivableExcludingAccruedInterestCreditLossExpenseReversal / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-260000000.0,-308000000.0,1431000000.0,21000000.0,213000000.0,303000000.0,-360000000.0,167000000.0,346000000.0,535000000.0,394000000.0,169000000.0,392000000.0,538000000.0
FinancingReceivableExcludingAccruedInterestModifiedPeriod / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184000000.0,617000000.0,944000000.0,1093000000.0,184000000.0,617000000.0,944000000.0,1093000000.0,1463000000.0,1550000000.0,1486000000.0
FinancingReceivableExcludingAccruedInterestNonaccrual / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702000000.0,702000000.0,702000000.0,944000000.0,944000000.0,944000000.0,944000000.0,1364000000.0,1364000000.0,1364000000.0,1364000000.0,1664000000.0,1664000000.0,1664000000.0
FinancingReceivableExcludingAccruedInterestNonaccrualNoAllowance / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386000000.0,386000000.0,386000000.0,456000000.0,456000000.0,456000000.0,456000000.0,453000000.0,453000000.0,453000000.0,453000000.0,398000000.0,398000000.0,398000000.0
FinancingReceivableExcludingAccruedInterestOriginatedMoreThanFiveYearsBeforeCurrentFiscalYearWriteoff / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23000000.0,79000000.0,130000000.0,199000000.0,58000000.0,121000000.0,182000000.0
FinancingReceivableExcludingAccruedInterestPurchasedWithCreditDeteriorationAllowanceForCreditLossAtAcquisitionDate / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101000000.0,101000000.0,101000000.0,,101000000.0,101000000.0,101000000.0,,,,101000000.0,,,
FinancingReceivableExcludingAccruedInterestRevolvingConvertedToTermLoanWriteoff / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,2000000.0
FinancingReceivableExcludingAccruedInterestRevolvingWriteoff / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48000000.0,81000000.0,125000000.0,173000000.0,44000000.0,99000000.0,181000000.0
FinancingReceivableExcludingAccruedInterestYearFiveOriginatedFourYearsBeforeCurrentFiscalYearWriteoff / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000.0,28000000.0,40000000.0,55000000.0,69000000.0,107000000.0,129000000.0
FinancingReceivableExcludingAccruedInterestYearFourOriginatedThreeYearsBeforeCurrentFiscalYearWriteoff / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,48000000.0,88000000.0,108000000.0,24000000.0,70000000.0,97000000.0
FinancingReceivableExcludingAccruedInterestYearOneOriginatedCurrentFiscalYearWriteoff / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,19000000.0,36000000.0,53000000.0,4000000.0,15000000.0,25000000.0
FinancingReceivableExcludingAccruedInterestYearThreeOriginatedTwoYearsBeforeCurrentFiscalYearWriteoff / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000000.0,66000000.0,82000000.0,102000000.0,15000000.0,28000000.0,52000000.0
FinancingReceivableExcludingAccruedInterestYearTwoOriginatedFiscalYearBeforeCurrentFiscalYearWriteoff / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000000.0,39000000.0,50000000.0,66000000.0,16000000.0,13000000.0,17000000.0
FinancingReceivableModificationToTotalFinancingReceivablesExcludingAccruedInterestPercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0012,0.0041,0.0063,0.0075,0.0012,0.0041,0.0063,0.0075,0.0054,0.0087,0.0094
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment1 / USD,125000000.0,109000000.0,19000000.0,44000000.0,73000000.0,153000000.0,15000000.0,26000000.0,47000000.0,97000000.0,16000000.0,26000000.0,39000000.0,52000000.0,14000000.0,26000000.0,40000000.0,60000000.0,,,,,,,,,,,100000000.0,38000000.0,37000000.0,52000000.0,89000000.0,100000000.0,15000000.0,196000000.0,224000000.0,242000000.0,80000000.0,65000000.0,86000000.0,164000000.0,80000000.0,120000000.0,224000000.0
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,,,,,,,,,,,,,,,,,0.0,0.0,,,,3000000.0,14000000.0,,,14000000.0,,,,25000000.0,,33000000.0,33000000.0,33000000.0,,,,74000000.0,,,,113000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,5000000.0,,,,11000000.0,10000000.0,,,10000000.0,,,,20000000.0,,40000000.0,40000000.0,41000000.0,,,,35000000.0,,,,33000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,,,,,,,,,,,,,,,4000000.0,3000000.0,,,,8000000.0,,,,7000000.0,,,,6000000.0,,21000000.0,21000000.0,24000000.0,,,,17000000.0,,,,9000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,,,,,,,,,,,,,,,4000000.0,3000000.0,,,,9000000.0,8000000.0,,,8000000.0,,,,7000000.0,,26000000.0,26000000.0,28000000.0,,,,24000000.0,,,,18000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,,,,,,,,,,,,,,,5000000.0,4000000.0,,,,9000000.0,9000000.0,,,9000000.0,,,,7000000.0,,31000000.0,31000000.0,31000000.0,,,,28000000.0,,,,26000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,,,,,,,,,,,,,,,5000000.0,5000000.0,,,,10000000.0,9000000.0,,,9000000.0,,,,12000000.0,,34000000.0,34000000.0,34000000.0,,,,32000000.0,,,,30000000.0,,,
FiniteLivedIntangibleAssetsGross / USD,,,,,,,,,,,,,,,,,2000000.0,2000000.0,,,,34000000.0,82000000.0,,,82000000.0,,,,83000000.0,,97000000.0,97000000.0,97000000.0,,,,271000000.0,,,,270000000.0,,,
FiniteLivedIntangibleAssetsNet / USD,,,,,,,,,,,,,,,,,2000000.0,2000000.0,,,,31000000.0,68000000.0,,,68000000.0,,,,58000000.0,,64000000.0,64000000.0,64000000.0,,,,197000000.0,,,,157000000.0,,,
GainLossOnDispositionOfAssets1 / USD,0.0,0.0,,-9000000.0,-9000000.0,0.0,,,,-9000000.0,,,,,,,,,,,,,,,,,,,,31000000.0,,7000000.0,10000000.0,4000000.0,4000000.0,5000000.0,5000000.0,11000000.0,5000000.0,14000000.0,19000000.0,9000000.0,5000000.0,5000000.0,14000000.0
Goodwill / USD,11311000000.0,11311000000.0,6876000000.0,6876000000.0,6876000000.0,11300000000.0,6876000000.0,6876000000.0,6876000000.0,6876000000.0,6876000000.0,6876000000.0,6876000000.0,6876000000.0,6887000000.0,6887000000.0,6887000000.0,6876000000.0,6923000000.0,6923000000.0,6923000000.0,6887000000.0,7044000000.0,7044000000.0,7044000000.0,6923000000.0,7050000000.0,7050000000.0,7050000000.0,7044000000.0,7116000000.0,7116000000.0,7116000000.0,7050000000.0,8173000000.0,8173000000.0,8173000000.0,7116000000.0,8188000000.0,8188000000.0,8188000000.0,8173000000.0,8187000000.0,8187000000.0,8187000000.0
GoodwillAcquiredDuringPeriod / USD,,,,,,,,,,,,,,11000000.0,,,59000000.0,11000000.0,118000000.0,,,59000000.0,6000000.0,6000000.0,6000000.0,118000000.0,,,,6000000.0,,965000000.0,1044000000.0,66000000.0,,,15000000.0,1057000000.0,,,,15000000.0,,,
GoodwillImpairmentLoss / USD,4435000000.0,0.0,,0.0,0.0,4435000000.0,,,,0.0,,,,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,0.0,0.0,,,,0.0,,,
GoodwillWrittenOffRelatedToSaleOfBusinessUnit / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,
HedgedAssetFairValueHedgePortfolioLayerMethodCumulativeIncreaseDecreaseExcludedFromAmortizedCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9000000.0,-17000000.0,-60000000.0,-60000000.0,-60000000.0,-60000000.0,-60000000.0,75000000.0,75000000.0,75000000.0
HedgedLiabilityFairValueHedgeCumulativeIncreaseDecrease / USD,,,,,,,,,,,,,,,,,,,-23000000.0,43000000.0,,,,,,,,,,,,,,,,-27000000.0,-27000000.0,-27000000.0,-17000000.0,-17000000.0,-17000000.0,-17000000.0,-8000000.0,-8000000.0,-8000000.0
HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain / USD,0.0,0.0,76000000.0,76000000.0,76000000.0,76000000.0,50000000.0,50000000.0,50000000.0,50000000.0,31000000.0,31000000.0,31000000.0,31000000.0,29000000.0,29000000.0,29000000.0,29000000.0,8000000.0,8000000.0,8000000.0,8000000.0,45000000.0,45000000.0,45000000.0,45000000.0,122000000.0,122000000.0,122000000.0,122000000.0,54000000.0,54000000.0,54000000.0,54000000.0,4000000.0,4000000.0,4000000.0,4000000.0,9000000.0,9000000.0,9000000.0,9000000.0,1000000.0,1000000.0,1000000.0
HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss / USD,-58000000.0,58000000.0,31000000.0,31000000.0,31000000.0,31000000.0,11000000.0,11000000.0,11000000.0,11000000.0,44000000.0,44000000.0,44000000.0,44000000.0,46000000.0,46000000.0,46000000.0,46000000.0,132000000.0,132000000.0,132000000.0,132000000.0,5000000.0,5000000.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,7000000.0,7000000.0,7000000.0,7000000.0,796000000.0,796000000.0,796000000.0,796000000.0,843000000.0,843000000.0,843000000.0,843000000.0,1060000000.0,1060000000.0,1060000000.0
HeldToMaturitySecuritiesDebtMaturitiesAfterFiveThroughTenYearsNetCarryingAmount / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893000000.0,856000000.0,824000000.0,787000000.0,737000000.0,686000000.0,646000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HeldToMaturitySecuritiesDebtMaturitiesAfterOneThroughFiveYearsNetCarryingAmount / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614000000.0,581000000.0,552000000.0,530000000.0,510000000.0,488000000.0,467000000.0,448000000.0,430000000.0,412000000.0,392000000.0,374000000.0,357000000.0
HeldToMaturitySecuritiesDebtMaturitiesAfterTenYearsNetCarryingAmount / USD,5289000000.0,5148000000.0,5178000000.0,5567000000.0,5285000000.0,5258000000.0,5129000000.0,4973000000.0,5289000000.0,5071000000.0,4992000000.0,4967000000.0,4823000000.0,4685000000.0,4555000000.0,4417000000.0,4284000000.0,4165000000.0,3345000000.0,3447000000.0,3319000000.0,3202000000.0,3071000000.0,2856000000.0,2578000000.0,2342000000.0,2139000000.0,1887000000.0,1705000000.0,1505000000.0,1370000000.0,8921000000.0,9457000000.0,9253000000.0,9125000000.0,8990000000.0,8810000000.0,8696000000.0,8587000000.0,8447000000.0,8308000000.0,8187000000.0,8077000000.0,7919000000.0,7767000000.0
HeldToMaturitySecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis / USD,5289000000.0,5148000000.0,5178000000.0,5567000000.0,5285000000.0,5258000000.0,5129000000.0,4973000000.0,5289000000.0,5071000000.0,4992000000.0,4967000000.0,4823000000.0,4685000000.0,4555000000.0,4417000000.0,4284000000.0,4165000000.0,3345000000.0,3447000000.0,3319000000.0,3202000000.0,3071000000.0,2856000000.0,2578000000.0,3235000000.0,2995000000.0,2711000000.0,2492000000.0,2242000000.0,2056000000.0,9567000000.0,10071000000.0,9834000000.0,9677000000.0,9520000000.0,9320000000.0,9184000000.0,9054000000.0,8895000000.0,8738000000.0,8599000000.0,8469000000.0,8293000000.0,8124000000.0
HeldToMaturitySecuritiesDebtMaturitiesWithinOneYearNetCarryingAmount / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HeldToMaturitySecuritiesFairValue / USD,4257000000.0,4257000000.0,5193000000.0,5193000000.0,5193000000.0,5193000000.0,5297000000.0,5297000000.0,5297000000.0,5297000000.0,5058000000.0,5058000000.0,5058000000.0,5058000000.0,4668000000.0,4668000000.0,4668000000.0,4668000000.0,4041000000.0,4041000000.0,4041000000.0,4041000000.0,3242000000.0,3242000000.0,3242000000.0,3242000000.0,3357000000.0,3357000000.0,3357000000.0,3357000000.0,2289000000.0,2289000000.0,2289000000.0,2289000000.0,9042000000.0,9042000000.0,9042000000.0,9042000000.0,8350000000.0,8350000000.0,8350000000.0,8350000000.0,7540000000.0,7540000000.0,7540000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727000000.0,2251000000.0,781000000.0,1612000000.0,2293000000.0,1298000000.0,536000000.0,1014000000.0,1827000000.0,2977000000.0,664000000.0,1276000000.0,1825000000.0,2655000000.0,430000000.0,910000000.0,1380000000.0
IncomeTaxExpenseBenefit / USD,-98000000.0,381000000.0,69000000.0,232000000.0,317000000.0,-42000000.0,106000000.0,198000000.0,313000000.0,403000000.0,109000000.0,227000000.0,357000000.0,423000000.0,114000000.0,258000000.0,423000000.0,489000000.0,113000000.0,237000000.0,370000000.0,260000000.0,127000000.0,254000000.0,369000000.0,462000000.0,11000000.0,65000000.0,126000000.0,460000000.0,170000000.0,353000000.0,504000000.0,241000000.0,116000000.0,230000000.0,407000000.0,658000000.0,153000000.0,287000000.0,406000000.0,582000000.0,96000000.0,184000000.0,272000000.0
IncomeTaxExpenseBenefitIntraperiodTaxAllocation / USD,,506000000.0,,,,-236000000.0,,,,557000000.0,,,,411000000.0,,,,321000000.0,,,,253000000.0,,,,366000000.0,,,,685000000.0,,,,353000000.0,,,,459000000.0,,,,-737000000.0,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,,359000000.0,,,,-1214000000.0,,,,444000000.0,,,,442000000.0,,,,537000000.0,,,,669000000.0,,,,459000000.0,,,,473000000.0,,,,273000000.0,,,,625000000.0,,,,558000000.0,,,
IncomeTaxReconciliationNondeductibleExpense / USD,,,,,,,,,,,,,,8000000.0,,,,0.0,,,,0.0,,,,21000000.0,,,,13000000.0,,,,14000000.0,,,,14000000.0,,,,20000000.0,,,
IncomeTaxReconciliationOtherReconcilingItems / USD,,-1000000.0,,,,-5000000.0,,,,-4000000.0,,,,-1000000.0,,,,-3000000.0,,,,-7000000.0,,,,5000000.0,,,,7000000.0,,,,1000000.0,,,,13000000.0,,,,5000000.0,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes / USD,,61000000.0,,,,1000000.0,,,,22000000.0,,,,27000000.0,,,,38000000.0,,,,46000000.0,,,,89000000.0,,,,73000000.0,,,,54000000.0,,,,126000000.0,,,,133000000.0,,,
IncomeTaxReconciliationTaxContingencies / USD,,,,,,,,,,,,,,0.0,,,,0.0,,,,-23000000.0,,,,1000000.0,,,,0.0,,,,-1000000.0,,,,3000000.0,,,,1000000.0,,,
IncomeTaxReconciliationTaxCredits / USD,,8000000.0,,,,11000000.0,,,,27000000.0,,,,16000000.0,,,,31000000.0,,,,51000000.0,,,,44000000.0,,,,50000000.0,,,,68000000.0,,,,95000000.0,,,,102000000.0,,,
IncomeTaxReconciliationTaxCreditsOther / USD,,,,,,,,,,,,,,0.0,,,,14000000.0,,,,3000000.0,,,,8000000.0,,,,10000000.0,,,,6000000.0,,,,7000000.0,,,,9000000.0,,,
IncomeTaxReconciliationTaxExemptIncome / USD,,12000000.0,,,,13000000.0,,,,15000000.0,,,,17000000.0,,,,19000000.0,,,,21000000.0,,,,15000000.0,,,,15000000.0,,,,10000000.0,,,,7000000.0,,,,8000000.0,,,
IncomeTaxesPaid / USD,19000000.0,201000000.0,,,,20000000.0,,,,391000000.0,,,,157000000.0,,,,94000000.0,,,,371000000.0,,,,241000000.0,,,,326000000.0,,,,261000000.0,,,,1247000000.0,,,,183000000.0,,,
IncreaseDecreaseInDeposits / USD,-1218000000.0,2584000000.0,470000000.0,-238000000.0,1569000000.0,-2968000000.0,3283000000.0,4908000000.0,6159000000.0,3813000000.0,67000000.0,3718000000.0,5788000000.0,6832000000.0,2308000000.0,3809000000.0,3431000000.0,7265000000.0,641000000.0,1984000000.0,1986000000.0,5285000000.0,4341000000.0,4429000000.0,5139000000.0,4486000000.0,8162000000.0,18305000000.0,17608000000.0,5738000000.0,4185000000.0,3472000000.0,5057000000.0,21851000000.0,4415000000.0,4347000000.0,3988000000.0,7197000000.0,-8530000000.0,-3057000000.0,-2527000000.0,6146000000.0,-914000000.0,-990000000.0,-2154000000.0
IncreaseDecreaseInLoansHeldForSale / USD,,,,,,,,,,,,,,,,,,,,,,,-116000000.0,471000000.0,697000000.0,-26000000.0,860000000.0,737000000.0,655000000.0,672000000.0,622000000.0,-322000000.0,-623000000.0,-32000000.0,-898000000.0,-1220000000.0,-1404000000.0,-1085000000.0,81000000.0,451000000.0,-25000000.0,-1733000000.0,-171000000.0,-85000000.0,-62000000.0
