fact_unit,2014-11-14,2015-03-03,2015-05-08,2015-08-07,2015-11-06,2016-02-26,2016-05-09,2016-08-05,2016-11-04,2017-02-24,2017-05-04,2017-08-03,2017-11-03,2018-02-22,2018-05-09,2018-08-06,2018-11-07,2019-02-21,2019-05-08,2019-08-06,2019-11-06,2020-02-24,2020-05-07,2020-08-06,2020-11-04,2021-02-23,2021-05-05,2021-08-03,2021-11-03,2022-02-23,2022-05-04,2022-08-03,2022-11-04,2023-02-17,2023-05-10,2023-08-08,2023-11-06,2024-02-16,2024-05-06,2024-08-06,2024-11-04,2025-02-13,2025-05-01,2025-08-04,2025-11-03
ProceedsFromIssuanceOfLongTermDebt / USD,,,,,,,,,,3249000000.0,750000000.0,6995000000.0,9644000000.0,6750000000.0,2997000000.0,10109000000.0,12108000000.0,15144000000.0,6250000000.0,11500000000.0,17503000000.0,15363000000.0,2750000000.0,4500000000.0,7300000000.0,22503000000.0,6800000000.0,8309000000.0,8323000000.0,12850000000.0,,0.0,0.0,8323000000.0,0.0,5217000000.0,11516000000.0,0.0,5710000000.0,12217000000.0,21233000000.0,24617000000.0,5765000000.0,10853000000.0,13185000000.0
ProceedsFromIssuanceOfPrivatePlacement / USD,,,,0.0,0.0,0.0,,247000000.0,247000000.0,0.0,,,,247000000.0,,0.0,0.0,0.0,0.0,296000000.0,296000000.0,0.0,292000000.0,293000000.0,293000000.0,593000000.0,,395000000.0,395000000.0,730000000.0,,296000000.0,296000000.0,395000000.0,,,,296000000.0,,0.0,0.0,0.0,,391000000.0,391000000.0
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities / USD,3931000000.0,6667000000.0,694000000.0,1421000000.0,2238000000.0,4708000000.0,865000000.0,1804000000.0,2660000000.0,2999000000.0,709000000.0,1611000000.0,2658000000.0,3420000000.0,809000000.0,1670000000.0,2564000000.0,3785000000.0,806000000.0,1636000000.0,2512000000.0,3470000000.0,695000000.0,1625000000.0,2728000000.0,3258000000.0,1010000000.0,2521000000.0,4583000000.0,3946000000.0,2281000000.0,4321000000.0,6059000000.0,6943000000.0,1203000000.0,2164000000.0,2843000000.0,7810000000.0,423000000.0,929000000.0,1481000000.0,3422000000.0,593000000.0,1318000000.0,2112000000.0
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities / USD,0.0,0.0,40000000.0,120000000.0,216000000.0,22000000.0,150000000.0,394000000.0,610000000.0,362000000.0,131000000.0,290000000.0,503000000.0,761000000.0,136000000.0,277000000.0,422000000.0,720000000.0,131000000.0,271000000.0,402000000.0,561000000.0,80000000.0,171000000.0,280000000.0,522000000.0,131000000.0,349000000.0,629000000.0,398000000.0,241000000.0,530000000.0,752000000.0,897000000.0,190000000.0,502000000.0,772000000.0,1006000000.0,182000000.0,369000000.0,597000000.0,1035000000.0,150000000.0,324000000.0,501000000.0
ProceedsFromPaymentsForInInterestBearingDepositsInBanks / USD,990000000.0,-995000000.0,-66000000.0,-76000000.0,-59000000.0,993000000.0,-245000000.0,184000000.0,7000000.0,-137000000.0,-178000000.0,-371000000.0,-364000000.0,14000000.0,88000000.0,6000000.0,152000000.0,-83000000.0,50000000.0,78000000.0,50000000.0,247000000.0,-19000000.0,-38000000.0,-10000000.0,44000000.0,17000000.0,-178000000.0,-31000000.0,-149000000.0,-2000000.0,-95000000.0,17000000.0,-9000000.0,-369000000.0,-153000000.0,55000000.0,-10000000.0,-17000000.0,19000000.0,-21000000.0,13000000.0,13000000.0,-154000000.0,-243000000.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22000000.0,,,-26000000.0,-25000000.0,-12000000.0,-6000000.0,1000000.0
ProceedsFromRepaymentsOfShortTermDebt / USD,,,,,,,,,,,,,-1635000000.0,-4383000000.0,-450000000.0,-1208000000.0,-1708000000.0,-3186000000.0,-1604000000.0,-2356000000.0,-3107000000.0,,-638000000.0,123000000.0,-244000000.0,-4870000000.0,780000000.0,-18000000.0,-43000000.0,-1048000000.0,-176000000.0,-183000000.0,-240000000.0,-39000000.0,-52000000.0,3674000000.0,174000000.0,-154000000.0,1015000000.0,1096000000.0,229000000.0,-95000000.0,-496000000.0,-503000000.0,-490000000.0
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt / USD,,,,,,,,,,,,,,,404000000.0,407000000.0,914000000.0,1966000000.0,145000000.0,273000000.0,405000000.0,1257000000.0,821000000.0,1250000000.0,1495000000.0,998000000.0,0.0,0.0,48000000.0,5016000000.0,54000000.0,104000000.0,158000000.0,585000000.0,704000000.0,1057000000.0,1057000000.0,790000000.0,1395000000.0,1632000000.0,2429000000.0,1178000000.0,692000000.0,703000000.0,2080000000.0
ProceedsFromSaleOfFinanceReceivables / USD,,,,,,,,,,,,,,901000000.0,0.0,,,,0.0,,,,,,,,,,,1082000000.0,326000000.0,563000000.0,765000000.0,3014000000.0,305000000.0,417000000.0,1718000000.0,934000000.0,315000000.0,2335000000.0,2628000000.0,2677000000.0,107000000.0,125000000.0,186000000.0
ProfessionalFees / USD,259000000.0,339000000.0,83000000.0,208000000.0,314000000.0,360000000.0,79000000.0,178000000.0,267000000.0,420000000.0,91000000.0,177000000.0,279000000.0,371000000.0,91000000.0,187000000.0,286000000.0,377000000.0,99000000.0,205000000.0,312000000.0,404000000.0,110000000.0,228000000.0,356000000.0,447000000.0,135000000.0,266000000.0,405000000.0,498000000.0,139000000.0,276000000.0,420000000.0,553000000.0,169000000.0,358000000.0,530000000.0,595000000.0,176000000.0,353000000.0,513000000.0,700000000.0,158000000.0,323000000.0,469000000.0
ProfitLoss / USD,-3578000000.0,643000000.0,166000000.0,479000000.0,668000000.0,-3426000000.0,209000000.0,399000000.0,619000000.0,865000000.0,223000000.0,466000000.0,763000000.0,840000000.0,320000000.0,638000000.0,986000000.0,1045000000.0,388000000.0,813000000.0,1256000000.0,1652000000.0,439000000.0,892000000.0,1341000000.0,1721000000.0,34000000.0,287000000.0,601000000.0,1791000000.0,611000000.0,1259000000.0,1789000000.0,1057000000.0,420000000.0,784000000.0,1420000000.0,2319000000.0,511000000.0,989000000.0,1419000000.0,2073000000.0,334000000.0,726000000.0,1108000000.0
PropertyPlantAndEquipmentGross / USD,,2267000000.0,,,,2246000000.0,,,,2326000000.0,,,,2445000000.0,,,,2590000000.0,,,,2275000000.0,,,,1853000000.0,,,,1596000000.0,,,,1572000000.0,,,,1706000000.0,,,,1708000000.0,,,
PropertyPlantAndEquipmentNet / USD,592000000.0,592000000.0,595000000.0,595000000.0,595000000.0,595000000.0,595000000.0,595000000.0,595000000.0,595000000.0,601000000.0,601000000.0,601000000.0,601000000.0,685000000.0,685000000.0,685000000.0,685000000.0,791000000.0,791000000.0,791000000.0,791000000.0,761000000.0,761000000.0,761000000.0,761000000.0,759000000.0,759000000.0,759000000.0,759000000.0,768000000.0,768000000.0,768000000.0,768000000.0,844000000.0,844000000.0,844000000.0,844000000.0,895000000.0,895000000.0,895000000.0,895000000.0,875000000.0,875000000.0,875000000.0
PropertySubjectToOrAvailableForOperatingLeaseNet / USD,,,,,,,,,,,,,,,,,,,,,,92000000.0,,,,,,,,153000000.0,,,,244000000.0,,,,260000000.0,,,,254000000.0,,,
ReclassificationFromAociCurrentPeriodNetOfTaxAttributableToParent / USD,,,,,,,,,,,,,,,,7000000.0,7000000.0,63000000.0,0.0,-8000000.0,-21000000.0,-13000000.0,-13000000.0,-28000000.0,-39000000.0,1000000.0,0.0,32000000.0,72000000.0,-76000000.0,23000000.0,49000000.0,56000000.0,128000000.0,25000000.0,28000000.0,-8000000.0,,-117000000.0,-241000000.0,-387000000.0,-90000000.0,-168000000.0,-355000000.0,-573000000.0
RepaymentsOfLongTermDebt / USD,294000000.0,2885000000.0,3000000.0,5000000.0,7000000.0,291000000.0,3000000.0,6000000.0,8000000.0,6000000.0,629000000.0,3631000000.0,6128000000.0,766000000.0,4000000000.0,9751000000.0,11501000000.0,8429000000.0,3250000000.0,7584000000.0,10333000000.0,12751000000.0,7002000000.0,9005000000.0,10556000000.0,14837000000.0,4500000000.0,13253000000.0,13258000000.0,14857000000.0,4000000.0,1357000000.0,1356000000.0,14022000000.0,1004000000.0,1756000000.0,6190000000.0,1352000000.0,2752000000.0,14004000000.0,19766000000.0,19691000000.0,5437000000.0,11256000000.0,12741000000.0
RetainedEarningsAccumulatedDeficit / USD,1235000000.0,1235000000.0,1294000000.0,1294000000.0,1294000000.0,1294000000.0,1913000000.0,1913000000.0,1913000000.0,1913000000.0,2703000000.0,2703000000.0,2703000000.0,2703000000.0,4164000000.0,4164000000.0,4164000000.0,4164000000.0,5385000000.0,5385000000.0,5385000000.0,5385000000.0,6498000000.0,6498000000.0,6498000000.0,6498000000.0,6445000000.0,6445000000.0,6445000000.0,6445000000.0,7978000000.0,7978000000.0,7978000000.0,7978000000.0,9159000000.0,9159000000.0,9159000000.0,9159000000.0,9816000000.0,9816000000.0,9816000000.0,9816000000.0,10412000000.0,10412000000.0,10412000000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,,,,,,,,,,,,,,,,,,,548000000.0,833000000.0,1119000000.0,280000000.0,578000000.0,863000000.0,1172000000.0,294000000.0,521000000.0,779000000.0,1172000000.0,285000000.0,595000000.0,902000000.0,1080000000.0,300000000.0,639000000.0,961000000.0,1325000000.0,309000000.0,632000000.0,942000000.0,1299000000.0,367000000.0,769000000.0,1136000000.0
Revenues / USD,3532000000.0,4894000000.0,1166000000.0,2639000000.0,3800000000.0,4690000000.0,1183000000.0,2383000000.0,3592000000.0,4979000000.0,1234000000.0,2512000000.0,3892000000.0,4824000000.0,1384000000.0,2780000000.0,4223000000.0,5255000000.0,1462000000.0,2971000000.0,4535000000.0,5707000000.0,1588000000.0,3216000000.0,4854000000.0,6128000000.0,1657000000.0,3407000000.0,5198000000.0,6491000000.0,1659000000.0,3268000000.0,4927000000.0,6905000000.0,1645000000.0,3644000000.0,5821000000.0,6647000000.0,2128000000.0,4222000000.0,6236000000.0,8021000000.0,1959000000.0,3922000000.0,5823000000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,47000000.0,72000000.0,91000000.0,117000000.0,,,,117000000.0,,,,117000000.0,,,,268000000.0,,,,79000000.0,,,,408000000.0,,,
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceived / USD,,,,,,,,,,,,,,,,,,,1955000000.0,1823000000.0,1670000000.0,1739000000.0,,,,1381000000.0,,,,1195000000.0,,,,1193000000.0,,,,942000000.0,,,,916000000.0,,,
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedFiveYears / USD,,,,,,,,,,,,,,,,,,,188000000.0,191000000.0,188000000.0,145000000.0,,,,112000000.0,,,,105000000.0,,,,122000000.0,,,,84000000.0,,,,68000000.0,,,
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedFourYears / USD,,,,,,,,,,,,,,,,,,,263000000.0,266000000.0,265000000.0,220000000.0,,,,170000000.0,,,,151000000.0,,,,144000000.0,,,,133000000.0,,,,126000000.0,,,
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,496000000.0,,,,334000000.0,,,,315000000.0,,,,334000000.0,,,,258000000.0,,,,241000000.0,,,
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedThereafter / USD,,,,,,,,,,,,,,,,,,,258000000.0,273000000.0,291000000.0,205000000.0,,,,211000000.0,,,,154000000.0,,,,153000000.0,,,,98000000.0,,,,106000000.0,,,
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedThreeYears / USD,,,,,,,,,,,,,,,,,,,344000000.0,345000000.0,343000000.0,288000000.0,,,,246000000.0,,,,203000000.0,,,,193000000.0,,,,156000000.0,,,,177000000.0,,,
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedTwoYears / USD,,,,,,,,,,,,,,,,,,,463000000.0,458000000.0,460000000.0,385000000.0,,,,308000000.0,,,,267000000.0,,,,247000000.0,,,,213000000.0,,,,198000000.0,,,
SecuritiesLoanedAndSecuritiesSoldUnderAgreementToRepurchaseGrossIncludingNotSubjectToMasterNettingArrangement / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
ServicingAssetAtFairValueAmount / USD,,,,,,,,,,,,,,,,,612000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,642000000.0,642000000.0,642000000.0,642000000.0,658000000.0,658000000.0,658000000.0,658000000.0,1029000000.0,1029000000.0,1029000000.0,1029000000.0,1530000000.0,1530000000.0,1530000000.0,1530000000.0,1552000000.0,1552000000.0,1552000000.0,1552000000.0,1491000000.0,1491000000.0,1491000000.0
ServicingAssetsAndServicingLiabilitiesAtFairValueAssumptionsUsedToEstimateFairValueDiscountRate / pure,0.108,0.108,0.098,0.098,0.098,0.098,0.097,0.097,,,,,,,,,0.0625,0.0609,0.0609,0.0609,0.0609,0.0609,0.044,0.044,0.044,0.044,0.0595,0.0595,0.0595,0.0596,0.0596,0.0596,0.0596,0.0596,0.0629,0.0629,0.0629,0.0629,0.063,0.063,0.063,0.063,0.0632,0.0632,0.0632
ServicingAssetsAndServicingLiabilitiesAtFairValueAssumptionsUsedToEstimateFairValuePrepaymentSpeed / pure,0.13,0.13,0.124,0.124,0.124,0.124,0.116,0.116,,,,,,,,,0.073,0.082,0.082,0.082,0.082,0.082,0.139,0.139,0.139,0.139,0.173,0.173,0.173,0.173,0.107,0.107,0.107,0.107,0.068,0.068,0.068,0.068,0.072,0.072,0.072,0.072,0.067,0.067,0.067
ShareBasedCompensationArrangementByShareBasedPaymentAwardDiscountFromMarketPricePurchaseDate / pure,,,,,,,,,,0.1,,,,0.1,,,,0.1,,,,0.1,,,,0.1,,,,0.1,,,,0.1,,,,0.1,,,,0.1,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardMaximumEmployeeSubscriptionRate / pure,,,,,,,,,,0.1,,,,0.1,,,,0.1,,,,0.1,,,,0.1,,,,0.1,,,,0.1,,,,0.1,,,,0.1,,,
ShortTermBorrowings / USD,7042000000.0,7042000000.0,10529000000.0,10529000000.0,10529000000.0,10529000000.0,3432000000.0,3432000000.0,3432000000.0,3432000000.0,4359000000.0,4359000000.0,4359000000.0,4359000000.0,2671000000.0,2671000000.0,2671000000.0,2671000000.0,1317000000.0,1317000000.0,1317000000.0,1317000000.0,274000000.0,274000000.0,274000000.0,274000000.0,243000000.0,243000000.0,243000000.0,243000000.0,74000000.0,74000000.0,74000000.0,74000000.0,3000000.0,3000000.0,3000000.0,3000000.0,505000000.0,505000000.0,505000000.0,505000000.0,0.0,0.0,0.0
ShortTermLeaseCost / USD,,,,,,,,,,,,,,,,,,,3000000.0,6000000.0,8000000.0,10000000.0,,,,10000000.0,,,,10000000.0,,,,4000000.0,,,,1000000.0,,,,2000000.0,,,
ShorttermDebtFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505000000.0,0.0,0.0,0.0
StateAndLocalIncomeTaxExpenseBenefitContinuingOperations / USD,,93000000.0,,,,2000000.0,,,,34000000.0,,,,36000000.0,,,,38000000.0,,,,26000000.0,,,,101000000.0,,,,73000000.0,,,,45000000.0,,,,132000000.0,,,,139000000.0,,,
StockIssuedDuringPeriodValueAcquisitions / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3036000000.0,3036000000.0,3036000000.0,,3036000000.0,3036000000.0,3036000000.0,,,,3036000000.0,,,
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan / USD,,0.0,2000000.0,4000000.0,7000000.0,0.0,2000000.0,4000000.0,7000000.0,2000000.0,3000000.0,5000000.0,7000000.0,9000000.0,3000000.0,6000000.0,9000000.0,10000000.0,3000000.0,7000000.0,11000000.0,12000000.0,4000000.0,8000000.0,13000000.0,14000000.0,4000000.0,10000000.0,14000000.0,17000000.0,5000000.0,11000000.0,17000000.0,19000000.0,6000000.0,13000000.0,19000000.0,22000000.0,8000000.0,14000000.0,21000000.0,24000000.0,7000000.0,13000000.0,20000000.0
StockIssuedDuringPeriodValueNewIssues / USD,,,,247000000.0,247000000.0,247000000.0,,247000000.0,247000000.0,247000000.0,,,,247000000.0,,296000000.0,296000000.0,593000000.0,292000000.0,296000000.0,296000000.0,593000000.0,292000000.0,293000000.0,293000000.0,593000000.0,,395000000.0,395000000.0,730000000.0,,296000000.0,296000000.0,395000000.0,,,,296000000.0,,391000000.0,391000000.0,392000000.0,,391000000.0,391000000.0
StockRedeemedOrCalledDuringPeriodValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,247000000.0,250000000.0,250000000.0,,247000000.0,250000000.0,250000000.0,,,,250000000.0,,300000000.0,300000000.0,300000000.0,,300000000.0,300000000.0
StockholdersEquity / USD,,,,,,,,19268000000.0,19268000000.0,19196000000.0,19646000000.0,19646000000.0,19646000000.0,19268000000.0,19747000000.0,19747000000.0,19747000000.0,19646000000.0,20270000000.0,20270000000.0,20270000000.0,19747000000.0,20817000000.0,20817000000.0,20817000000.0,20270000000.0,22201000000.0,22201000000.0,22201000000.0,20817000000.0,22673000000.0,22673000000.0,22673000000.0,22201000000.0,23420000000.0,23420000000.0,23420000000.0,22673000000.0,23690000000.0,23690000000.0,23690000000.0,23420000000.0,24342000000.0,24342000000.0,24342000000.0
SubleaseIncome / USD,,,,,,,,,,,,,,,,,,,1000000.0,2000000.0,3000000.0,3000000.0,,,,3000000.0,,,,3000000.0,,,,4000000.0,,,,4000000.0,,,,1000000.0,,,
TierOneLeverageCapital / USD,13301000000.0,13301000000.0,13173000000.0,13173000000.0,13173000000.0,13173000000.0,13636000000.0,13636000000.0,13636000000.0,13636000000.0,14069000000.0,14069000000.0,14069000000.0,14069000000.0,14556000000.0,14556000000.0,14556000000.0,14556000000.0,,,,15325000000.0,,,,15874000000.0,,,,16572000000.0,,,,17670000000.0,,,,20588000000.0,,,,20372000000.0,,,
TierOneLeverageCapitalRequiredForCapitalAdequacy / USD,4577000000.0,4577000000.0,4982000000.0,4982000000.0,4982000000.0,4982000000.0,5218000000.0,5218000000.0,5218000000.0,5218000000.0,5667000000.0,5667000000.0,5667000000.0,5667000000.0,5824000000.0,5824000000.0,5824000000.0,5824000000.0,,,,6121000000.0,,,,6351000000.0,,,,7015000000.0,,,,7272000000.0,,,,8831000000.0,,,,8784000000.0,,,
TierOneLeverageCapitalRequiredForCapitalAdequacyToAverageAssets / pure,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,
TierOneLeverageCapitalToAverageAssets / pure,0.116,0.116,0.106,0.106,0.106,0.106,0.105,0.105,0.105,0.105,0.099,0.099,0.099,0.099,0.1,0.1,0.1,0.1,,,,0.1,,,,0.1,,,,0.094,,,,0.097,,,,0.093,,,,0.093,,,
TierOneRiskBasedCapital / USD,13301000000.0,13301000000.0,13173000000.0,13173000000.0,13173000000.0,13173000000.0,13636000000.0,13636000000.0,13636000000.0,13636000000.0,14069000000.0,14069000000.0,14069000000.0,14069000000.0,14556000000.0,14556000000.0,14556000000.0,14556000000.0,,,,15325000000.0,,,,15874000000.0,,,,16572000000.0,,,,17670000000.0,,,,20588000000.0,,,,20372000000.0,,,
TierOneRiskBasedCapitalRequiredForCapitalAdequacy / USD,3945000000.0,3945000000.0,4239000000.0,4239000000.0,4239000000.0,4239000000.0,6845000000.0,6845000000.0,6845000000.0,6845000000.0,8206000000.0,8206000000.0,8206000000.0,8206000000.0,9258000000.0,9258000000.0,9258000000.0,9258000000.0,,,,10726000000.0,,,,12148000000.0,,,,13797000000.0,,,,14930000000.0,,,,17411000000.0,,,,17260000000.0,,,
TierOneRiskBasedCapitalRequiredForCapitalAdequacyToRiskWeightedAssets / pure,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.06,0.06,0.06,0.06625,0.06625,0.06625,0.06625,0.0725,0.0725,0.0725,0.0725,,,,0.07875,,,,0.085,,,,0.094,,,,0.094,,,,0.094,,,,0.1,,,
TierOneRiskBasedCapitalToRiskWeightedAssets / pure,0.135,0.135,0.124,0.124,0.124,0.124,0.12,0.12,0.12,0.12,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,,,,0.113,,,,0.111,,,,0.113,,,,0.111,,,,0.111,,,,0.118,,,
TimeDepositLiabilityAboveUsInsuranceLimit / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1693000000.0,,,,1975000000.0,,,,5673000000.0,,,,6582000000.0,,,
TimeDepositLiabilityAboveUsInsuranceLimitMaturityOver12Months / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101000000.0,,,,249000000.0,,,,229000000.0,,,,50000000.0,,,
TimeDepositLiabilityAboveUsInsuranceLimitMaturityOverSixMonthsThroughTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154000000.0,,,,630000000.0,,,,1358000000.0,,,,1430000000.0,,,
TimeDepositLiabilityAboveUsInsuranceLimitMaturityOverThreeMonthsThroughSixMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000000.0,,,,101000000.0,,,,1527000000.0,,,,2339000000.0,,,
TimeDepositLiabilityAboveUsInsuranceLimitMaturityThreeMonthsOrLess / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298000000.0,,,,995000000.0,,,,2559000000.0,,,,2763000000.0,,,
TimeDepositMaturitiesAfterYearFive / USD,,7000000.0,,,,6000000.0,,,,6000000.0,,,,5000000.0,,,,5000000.0,,,,4000000.0,,,,3000000.0,,,,3000000.0,,,,3000000.0,,,,3000000.0,,,,4000000.0,,,
TimeDepositMaturitiesYearFive / USD,,125000000.0,,,,104000000.0,,,,103000000.0,,,,62000000.0,,,,106000000.0,,,,126000000.0,,,,49000000.0,,,,25000000.0,,,,63000000.0,,,,33000000.0,,,,26000000.0,,,
TimeDepositMaturitiesYearFour / USD,,427000000.0,,,,183000000.0,,,,325000000.0,,,,452000000.0,,,,174000000.0,,,,144000000.0,,,,162000000.0,,,,116000000.0,,,,74000000.0,,,,59000000.0,,,,36000000.0,,,
TimeDepositMaturitiesYearOne / USD,,,,,,,,,,,,,,,,,,15889000000.0,,,,16151000000.0,,,,8474000000.0,,,,4420000000.0,,,,10723000000.0,,,,25529000000.0,,,,22935000000.0,,,
TimeDepositMaturitiesYearThree / USD,,425000000.0,,,,428000000.0,,,,214000000.0,,,,351000000.0,,,,649000000.0,,,,316000000.0,,,,168000000.0,,,,215000000.0,,,,156000000.0,,,,74000000.0,,,,71000000.0,,,
TimeDepositMaturitiesYearTwo / USD,,2796000000.0,,,,1309000000.0,,,,1428000000.0,,,,1985000000.0,,,,2519000000.0,,,,1995000000.0,,,,660000000.0,,,,484000000.0,,,,991000000.0,,,,866000000.0,,,,241000000.0,,,
TimeDeposits / USD,,9588000000.0,,,,12058000000.0,,,,12024000000.0,,,,13478000000.0,,,,16609000000.0,,,,19342000000.0,,,,18736000000.0,,,,9516000000.0,,,,5263000000.0,,,,12010000000.0,,,,26564000000.0,,,
TransferOfPortfolioLoansAndLeasesToHeldForSale1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,2401000000.0,2582000000.0,,107000000.0,215000000.0,249000000.0
TransferToInvestments / USD,,21000000.0,,,,106000000.0,,,,18000000.0,,,,3000000.0,,,,68000000.0,,,,134000000.0,,,,142000000.0,,,,150000000.0,,,,956000000.0,,,,260000000.0,,0.0,68000000.0,143000000.0,,133000000.0,181000000.0
TreasuryStockCommonShares / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149121938.0,149121938.0,149121938.0,152937860.0,152937860.0,152937860.0,152937860.0,181411665.0,181411665.0,181411665.0,181411665.0,209524943.0,209524943.0,209524943.0
TreasuryStockCommonValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4918000000.0,4918000000.0,4918000000.0,5071000000.0,5071000000.0,5071000000.0,5071000000.0,5986000000.0,5986000000.0,5986000000.0,5986000000.0,7047000000.0,7047000000.0,7047000000.0
TreasuryStockSharesAcquired / shares,,,,,,,,,11062192.0,10473397.0,3398478.0,7127809.0,13588304.0,17332684.0,3887023.0,7486165.0,17527586.0,22362401.0,5823891.0,9287644.0,23399661.0,25773807.0,7548655.0,7548655.0,7548655.0,34305768.0,2244924.0,2244924.0,2244924.0,7548655.0,,55505.0,77543.0,6455636.0,10089291.0,19736783.0,28472450.0,3815922.0,10089291.0,19736783.0,28472450.0,28473805.0,9244939.0,15000188.0,23006560.0
TreasuryStockValueAcquiredCostMethod / USD,,,,250000000.0,500000000.0,500000000.0,,250000000.0,500000000.0,334000000.0,130000000.0,260000000.0,250000000.0,500000000.0,130000000.0,260000000.0,485000000.0,430000000.0,175000000.0,325000000.0,725000000.0,820000000.0,200000000.0,320000000.0,820000000.0,1025000000.0,270000000.0,270000000.0,270000000.0,1220000000.0,95000000.0,95000000.0,95000000.0,270000000.0,400000000.0,2000000.0,2000000.0,295000000.0,400000000.0,656000000.0,906000000.0,153000000.0,300000000.0,500000000.0,825000000.0
UnrecognizedTaxBenefits / USD,,136000000.0,,,,34000000.0,,,,33000000.0,42000000.0,42000000.0,42000000.0,72000000.0,,,,62000000.0,,,,42000000.0,,,,5000000.0,,,,8000000.0,,,,5000000.0,,,,4000000.0,,,,7000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,134000000.0,,,,1000000.0,,,,20000000.0,,,,1000000.0,,,,0.0,,,,9000000.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,1000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,3000000.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,3000000.0,,,,0.0,,,,0.0,,,,1000000.0,,,,0.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,29000000.0,,,,0.0,,,,60000000.0,,,,0.0,,,,1000000.0,,,,,,,,,,,,0.0,,,,0.0,,,,3000000.0,,,,0.0,,,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued / USD,,12000000.0,,,,14000000.0,,,,15000000.0,,,,14000000.0,,,,22000000.0,,,,1000000.0,,,,2000000.0,,,,1000000.0,,,,,,,,4000000.0,,,,4000000.0,,,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesExpense / USD,,14000000.0,,,,2000000.0,,,,1000000.0,,,,1000000.0,,,,8000000.0,,,,8000000.0,,,,0.0,,,,1000000.0,,,,,,,,3000000.0,,,,3000000.0,,,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,,,,,,,,,,1000000.0,,,,3000000.0,,,,2000000.0,,,,1000000.0,,,,0.0,,,,1000000.0,,,,1000000.0,,,,1000000.0,,,,0.0,,,
UnsecuredDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000000.0,16000000000.0,16000000000.0,13600000000.0,13600000000.0,13600000000.0,13600000000.0,12500000000.0,12500000000.0,12500000000.0
VariableLeaseCost / USD,,,,,,,,,,,,,,,,,,,2000000.0,4000000.0,6000000.0,7000000.0,,,,7000000.0,,,,7000000.0,,,,8000000.0,,,,8000000.0,,,,7000000.0,,,
