fact_unit,2011-08-05,2011-11-08,2012-02-27,2012-05-04,2012-08-03,2012-11-02,2013-02-22,2013-05-02,2013-08-08,2013-11-01,2014-02-24,2014-05-07,2014-08-07,2014-11-06,2015-02-27,2015-05-07,2015-08-07,2015-11-05,2016-02-26,2016-05-06,2016-08-04,2016-11-04,2017-02-24,2017-05-08,2017-08-04,2017-11-03,2018-02-23,2018-05-08,2018-08-03,2018-11-02,2019-02-15,2019-05-03,2019-08-02,2019-11-05,2020-02-18,2020-05-11,2020-08-07,2020-11-06,2021-02-19,2021-05-10,2021-08-06,2021-11-05,2022-02-28,2022-05-06,2022-08-05,2022-11-08,2023-02-27,2023-05-10,2023-08-08,2023-11-09,2024-02-29,2024-05-09,2024-08-09,2024-11-05,2025-02-28,2025-05-09,2025-08-08,2025-11-07
AssumedPremiumsWritten / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280753000.0,1870196000.0,3778810000.0,4573925000.0,1280753000.0,1870196000.0,3778810000.0,4573925000.0,401515000.0,703874000.0,1533459000.0,4573925000.0,618730000.0,1753904000.0,2189835000.0,2413234000.0,9109378000.0,10732365000.0,11625814000.0
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170491000.0,387006000.0,450033000.0,413373000.0,413373000.0,413373000.0,413373000.0,413373000.0,73312000.0,73312000.0,73312000.0,73312000.0,367025000.0,367025000.0,367025000.0,367025000.0,255968000.0,255968000.0,255968000.0
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006541000.0,644889000.0,886958000.0,973850000.0,973850000.0,973850000.0,973850000.0,973850000.0,11606239000.0,11606239000.0,11606239000.0,11606239000.0,9407982000.0,9407982000.0,9407982000.0,9407982000.0,9333546000.0,9333546000.0,9333546000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9883484000.0,10630724000.0,11800470000.0,11460032000.0,11460032000.0,9498707000.0,9487091000.0,9624879000.0,10175556000.0,9394459000.0,8507921000.0,8126717000.0,8802878000.0,7331464000.0,8101805000.0,9428803000.0,10786393000.0,12599825000.0,15326381000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9636001000.0,10570969000.0,11704970000.0,11350091000.0,11350091000.0,8728400000.0,8504053000.0,8715144000.0,9410865000.0,8602514000.0,7645628000.0,7626953000.0,8289300000.0,6820971000.0,7882628000.0,9080920000.0,10693754000.0,12628117000.0,15510901000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6647278000.0,7363562000.0,9801829000.0,9256449000.0,9256449000.0,8090814000.0,9386813000.0,11066139000.0,12746392000.0,12602956000.0,12726886000.0,13293658000.0,14708223000.0,13855349000.0,13228006000.0,12622231000.0,11389338000.0,11930966000.0,12096346000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6595710000.0,7336415000.0,9766497000.0,9171707000.0,9171707000.0,7674820000.0,8791184000.0,10472837000.0,12176052000.0,12001680000.0,12119833000.0,12831682000.0,14259600000.0,13413774000.0,13129199000.0,12403864000.0,11259284000.0,11811481000.0,11997548000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24847123000.0,22442938000.0,25016175000.0,25750493000.0,25750493000.0,27208229000.0,27565170000.0,29033008000.0,29189884000.0,29083211000.0,29063989000.0,30133259000.0,31000195000.0,32072573000.0,32450737000.0,32801486000.0,32657183000.0,32398500000.0,33566653000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23318076000.0,22231477000.0,24623906000.0,25435546000.0,25435546000.0,20843710000.0,19287213000.0,21309550000.0,22494880000.0,22069045000.0,20348023000.0,23771722000.0,24302979000.0,24806463000.0,26774192000.0,25361348000.0,26040101000.0,26001416000.0,27872459000.0
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39871031000.0,40509073000.0,46920138000.0,46826631000.0,46826631000.0,37930528000.0,37127330000.0,41094633000.0,45180941000.0,44017215000.0,41702123000.0,45759240000.0,48379852000.0,46346363000.0,49257210000.0,48100135000.0,49105786000.0,51686351000.0,56396362000.0
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41700433000.0,40813092000.0,47447879000.0,47338314000.0,47338314000.0,45487532000.0,46990858000.0,50328947000.0,53222978000.0,52444883000.0,51906598000.0,53101662000.0,56093647000.0,54588461000.0,55265377000.0,56113248000.0,55950897000.0,58185166000.0,62017870000.0
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322548000.0,375868000.0,829405000.0,871340000.0,871340000.0,689782000.0,551784000.0,604921000.0,1111146000.0,1364257000.0,1607802000.0,1548028000.0,1582351000.0,1329075000.0,1484829000.0,1260728000.0,1117983000.0,1255875000.0,1028490000.0
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321244000.0,370212000.0,824765000.0,869287000.0,869287000.0,683598000.0,544880000.0,597102000.0,1099144000.0,1343976000.0,1588639000.0,1528883000.0,1527973000.0,1305155000.0,1471191000.0,1254003000.0,1112647000.0,1245337000.0,1015454000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,4345815000.0,4345815000.0,4345815000.0,2787488000.0,3735361000.0,3735361000.0,3735361000.0,4345815000.0,2641512000.0,2641512000.0,2641512000.0,3735361000.0,3237416000.0,3237416000.0,3237416000.0,2641512000.0,6993457000.0,6993457000.0,6993457000.0,3237416000.0,10526304000.0,10526304000.0,10526304000.0,6993457000.0,13385370000.0,13385370000.0,13385370000.0,10526304000.0,20808120000.0,20808120000.0,20808120000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,141295000.0,-633747000.0,-535339000.0,1558327000.0,-927097000.0,-453724000.0,-440760000.0,-610454000.0,145256000.0,549046000.0,984058000.0,-1093849000.0,32627000.0,501213000.0,2650511000.0,595904000.0,3984218000.0,5024869000.0,5519355000.0,3756041000.0,3016089000.0,1845945000.0,1103561000.0,3532847000.0,-3656850000.0,-2636652000.0,-1674528000.0,2859066000.0,-4642592000.0,-4738349000.0,-5845681000.0
CashSurrenderValueDuePolicyholdersAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75850811000.0,77216146000.0,79429493000.0,82889457000.0,85348350000.0,84864801000.0,85518998000.0,91841712000.0,93358104000.0,96136954000.0,99604823000.0
CededPremiumsEarned / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455580000.0,,,,2455580000.0,,,,2455580000.0,,,,2281618000.0,,,
CededPremiumsWritten / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118786000.0,1192637000.0,2154857000.0,2455580000.0,118786000.0,1192637000.0,2154857000.0,2455580000.0,65944000.0,621838000.0,992197000.0,2455580000.0,177759000.0,719759000.0,961631000.0,1342375000.0,3107719000.0,3925422000.0,4325929000.0
CommonStockDividendsPerShareDeclared / USD/shares,0.16,0.31,0.08,0.21,0.32,0.42,0.6,0.15,0.28,0.52,,,,,,,,,,,,,,,,,,,,,0.295,0.125,0.34,0.34,0.67,0.125,0.25,0.375,0.34,0.125,0.26,0.395,0.58,,0.28,0.425,0.62,,,,0.66,,,0.485,0.61,0.165,0.34,0.52
CommonStockParOrStatedValuePerShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500000000.0,3500000000.0,3500000000.0,3500000000.0,3500000000.0,3500000000.0,3500000000.0,3500000000.0,3500000000.0,3500000000.0,3500000000.0,3500000000.0,3500000000.0,3500000000.0,3500000000.0,3500000000.0,3500000000.0,3500000000.0,3500000000.0,3500000000.0,3500000000.0,3500000000.0
CommonStockSharesIssued / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560007579.0,560007579.0,560007579.0,572893738.0,572893738.0,572893738.0,572893738.0,595663618.0,595663618.0,595663618.0,595663618.0,861110478.0,861110478.0,861110478.0,861110478.0,885005588.0,885005588.0,885005588.0,885005588.0,888232174.0,888232174.0,888232174.0
CommonStockSharesOutstanding / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560007579.0,560007579.0,560007579.0,572893738.0,572893738.0,572893738.0,572893738.0,595663618.0,595663618.0,595663618.0,595663618.0,861110478.0,861110478.0,861110478.0,861110478.0,885005588.0,885005588.0,885005588.0,885005588.0,888232174.0,888232174.0,888232174.0
CommonStockValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600000.0,5600000.0,5600000.0,5729000.0,5729000.0,5729000.0,5729000.0,5957000.0,5957000.0,,,,,8611000.0,8611000.0,8850000.0,8850000.0,8850000.0,8850000.0,8882000.0,8882000.0,8882000.0
ComprehensiveIncomeNetOfTax / USD,,,,160224000.0,199771000.0,-45681000.0,333861000.0,191192000.0,335377000.0,465029000.0,-1810000.0,193566000.0,207385000.0,412004000.0,558925000.0,211112000.0,389235000.0,470012000.0,690433000.0,259086000.0,638097000.0,446417000.0,463411000.0,-325091000.0,-229264000.0,132173000.0,481216000.0,273428000.0,698447000.0,866606000.0,289744000.0,182794000.0,857928000.0,1496843000.0,1041863000.0,709053000.0,1231633000.0,1470498000.0,1113370000.0,-1293142000.0,-584386000.0,493138000.0,2003991000.0,1043678000.0,2900498000.0,3988964000.0,2027068000.0,-1208797000.0,-3478588000.0,-4770786000.0,4559289000.0,950219000.0,1575352000.0,2135261000.0,-4457052000.0,501492000.0,798658000.0,3230963000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,,298521000.0,5605055000.0,2319313000.0,3501565000.0,298521000.0,7777449000.0,2975602000.0,4471712000.0,6580266000.0,864116000.0,2096943000.0,2369272000.0,4566064000.0,8022673000.0,2009509000.0,4061491000.0,4908652000.0,7849586000.0,1920583000.0,5231450000.0,4006731000.0,5357901000.0,-751902000.0,-488878000.0,488336000.0,5247856000.0,814470000.0,1703514000.0,2092453000.0,916081000.0,606518000.0,2145377000.0,3463571000.0,2614696000.0,1629412000.0,2989103000.0,3304668000.0,2402182000.0,-4254685000.0,-2301665000.0,694559000.0,4636142000.0,2409821000.0,7970444000.0,11097454000.0,5150256000.0,-1584345000.0,-6497310000.0,-8453267000.0,12050324000.0,1237101000.0,2049430000.0,2997904000.0,-8272809000.0,911648000.0,1530766000.0,4786712000.0
CurrentFederalTaxExpenseBenefit / USD,,,7595000.0,,,,51164000.0,,,,79713000.0,,,,45918000.0,,,,35234000.0,,,,29388000.0,,,,27978000.0,,,,-3440000.0,,,,-34611000.0,,,,105245000.0,,,,56046000.0,,,,181838000.0,,,,344052000.0,,,,737737000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,6469000.0,,,,12837000.0,,,,11581000.0,,,,14348000.0,,,,22740000.0,,,,31972000.0,,,,42036000.0,,,,38052000.0,,,,79371000.0,,,,41716000.0,,,,38238000.0,,,,49962000.0,,,,81370000.0,,,,94473000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,28145000.0,,,,75696000.0,,,,121802000.0,,,,79499000.0,,,,64243000.0,,,,70281000.0,,,,76334000.0,,,,34169000.0,,,,49989000.0,,,,163958000.0,,,,105209000.0,,,,260833000.0,,,,465758000.0,,,,929284000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,14081000.0,,,,11695000.0,,,,30508000.0,,,,19233000.0,,,,6269000.0,,,,8921000.0,,,,6320000.0,,,,-443000.0,,,,5229000.0,,,,16997000.0,,,,10925000.0,,,,29033000.0,,,,40336000.0,,,,97074000.0,,,
DebtSecuritiesAvailableForSaleAmortizedCostAllowanceForCreditLossExcludingAccruedInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120895000.0,120895000.0,120895000.0,88133000.0,88133000.0,88133000.0,120895000.0,128332000.0,128332000.0,128332000.0,88133000.0,268712000.0,268712000.0,268712000.0
DebtSecuritiesAvailableForSaleAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68835182000.0,70432203000.0,73472456000.0,78044389000.0,77499967000.0,76993386000.0,78455145000.0,83311453000.0,83581226000.0,84567549000.0,85337534000.0,85972887000.0,88981142000.0,94256923000.0
DebtSecuritiesAvailableForSaleAmortizedCostExcludingAccruedInterestBeforeAllowanceForCreditLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69519496000.0,69519496000.0,69519496000.0,73600788000.0,73600788000.0,73600788000.0,73600788000.0,78723857000.0,78723857000.0,78723857000.0,78723857000.0,85612856000.0,85612856000.0,85612856000.0
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27191183000.0,27191183000.0,27191183000.0,27191183000.0,47749955000.0,47749955000.0,47749955000.0,47749955000.0,33744850000.0,33744850000.0,33744850000.0
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7588946000.0,7588946000.0,7588946000.0,7588946000.0,9124473000.0,9124473000.0,9124473000.0,9124473000.0,8686281000.0,8686281000.0,8686281000.0
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12Months / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47132666000.0,36840264000.0,43436850000.0,44775045000.0,44775045000.0,44775045000.0,44775045000.0,44775045000.0,30113886000.0,30113886000.0,30113886000.0,30113886000.0,7072867000.0,7072867000.0,7072867000.0,7072867000.0,19818407000.0,19818407000.0,19818407000.0
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006541000.0,644889000.0,886958000.0,973850000.0,973850000.0,973850000.0,973850000.0,973850000.0,4017293000.0,4017293000.0,4017293000.0,4017293000.0,283509000.0,283509000.0,283509000.0,283509000.0,647265000.0,647265000.0,647265000.0
DebtSecuritiesAvailableForSaleExcludingAccruedInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68870886000.0,68870886000.0,68870886000.0,61939529000.0,61939529000.0,61939529000.0,61939529000.0,69414188000.0,69414188000.0,69414188000.0,69414188000.0,76259956000.0,76259956000.0,76259956000.0
DebtSecuritiesAvailableForSaleExcludingAccruedInterestAllowanceForCreditLossNotPreviouslyRecorded / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27609000.0,47530000.0,58509000.0,15880000.0,36077000.0,48649000.0,58509000.0,45351000.0,67745000.0,74181000.0,69734000.0,9571000.0,23603000.0,43027000.0
DebtSecuritiesAvailableForSaleExcludingAccruedInterestAllowanceForCreditLossNotToSellBeforeRecoveryCreditLossPreviouslyRecordedExpenseReversal / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52705000.0,-68817000.0,-83825000.0,-5278000.0,-19033000.0,-16540000.0,-83825000.0,30967000.0,39195000.0,7843000.0,-12323000.0,-38938000.0,-32343000.0,7428000.0
DebtSecuritiesAvailableForSaleExcludingAccruedInterestAllowanceForCreditLossSecuritiesSold / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10102000.0,12612000.0,18300000.0,2444000.0,4459000.0,7811000.0,18300000.0,3887000.0,6661000.0,11081000.0,11925000.0,5919000.0,9067000.0,12250000.0
DebtSecuritiesAvailableForSaleExcludingAccruedInterestAllowanceForCreditLossWriteoff / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7841000.0,0.0,,,7841000.0,7841000.0,0.0,36006000.0,58846000.0,7841000.0,23629000.0,36006000.0,58846000.0
DebtSecuritiesAvailableForSaleExcludingAccruedInterestPurchasedWithCreditDeteriorationAllowanceForCreditLossAtAcquisitionDate / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46400000.0,46400000.0,46400000.0,29900000.0,29900000.0,29900000.0,29900000.0,12800000.0,12800000.0,12800000.0,12800000.0,9200000.0,9200000.0,9200000.0
DebtSecuritiesAvailableForSalePurchasedWithCreditDeteriorationAmountAtPurchasePrice / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591176000.0,1669211000.0,1726900000.0,,,,,,,,,,,,,0.0,,,
DebtSecuritiesAvailableForSaleRealizedGain / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4776000.0,21245000.0,38061000.0,45532000.0,4776000.0,21245000.0,38061000.0,45532000.0,8942000.0,10196000.0,18203000.0,45532000.0,15464000.0,30565000.0,45717000.0,21567000.0,8359000.0,43724000.0,95192000.0
DebtSecuritiesAvailableForSaleRealizedLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50972000.0,-73104000.0,-103190000.0,-187619000.0,-50972000.0,-73104000.0,-103190000.0,-187619000.0,-245871000.0,-532447000.0,-547123000.0,-187619000.0,-10044000.0,-80856000.0,-108355000.0,-569706000.0,-16544000.0,-119013000.0,-453105000.0
DebtSecuritiesAvailableForSaleUnrealizedLossPosition / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47132666000.0,36840264000.0,43436850000.0,44775045000.0,44775045000.0,44775045000.0,44775045000.0,44775045000.0,57305069000.0,57305069000.0,57305069000.0,57305069000.0,54822822000.0,54822822000.0,54822822000.0,54822822000.0,53563257000.0,53563257000.0,53563257000.0
DebtSecuritiesAvailableForSaleUnrealizedLossPositionAccumulatedLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006541000.0,644889000.0,886958000.0,973850000.0,973850000.0,973850000.0,973850000.0,973850000.0,11606239000.0,11606239000.0,11606239000.0,11606239000.0,9407982000.0,9407982000.0,9407982000.0,9407982000.0,9333546000.0,9333546000.0,9333546000.0
