fact_unit,2019-06-04,2019-08-09,2019-11-05,2020-03-02,2020-05-08,2020-08-07,2020-11-06,2021-01-14,2021-03-01,2021-05-06,2021-08-05,2021-11-09,2022-02-24,2022-05-05,2022-08-04,2022-11-02,2023-02-21,2023-05-03,2023-08-02,2023-11-07,2024-02-15,2024-05-08,2024-08-06,2024-10-31,2025-02-14,2025-05-07,2025-08-06,2025-11-04
AllocatedShareBasedCompensationExpense / USD,63000000.0,83000000.0,147000000.0,137000000.0,11000000.0,3952000000.0,4353000000.0,,172000000.0,277000000.0,408000000.0,591000000.0,4596000000.0,281000000.0,553000000.0,834000000.0,827000000.0,359000000.0,829000000.0,1311000000.0,1168000000.0,470000000.0,974000000.0,1466000000.0,1793000000.0,484000000.0,939000000.0,1377000000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,34000000.0,34000000.0,34000000.0,34000000.0,34000000.0,34000000.0,34000000.0,,34000000.0,55000000.0,55000000.0,55000000.0,55000000.0,51000000.0,51000000.0,51000000.0,51000000.0,80000000.0,80000000.0,80000000.0,80000000.0,91000000.0,91000000.0,91000000.0,91000000.0,95000000.0,95000000.0,95000000.0
AmortizationOfFinancingCostsAndDiscounts / USD,72000000.0,149000000.0,231000000.0,244000000.0,53000000.0,78000000.0,80000000.0,,318000000.0,3000000.0,5000000.0,8000000.0,82000000.0,7000000.0,10000000.0,13000000.0,14000000.0,4000000.0,8000000.0,11000000.0,16000000.0,7000000.0,10000000.0,14000000.0,15000000.0,,,
AmortizationOfIntangibleAssets / USD,,,,7000000.0,4000000.0,9000000.0,12000000.0,,15000000.0,28000000.0,53000000.0,85000000.0,16000000.0,92000000.0,196000000.0,301000000.0,155000000.0,144000000.0,283000000.0,409000000.0,439000000.0,94000000.0,184000000.0,274000000.0,523000000.0,,,228000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,1231880000.0,1231192000.0,1236732000.0,1218408000.0,1323587000.0,137151000.0,138168000.0,,1256347000.0,182813000.0,140492000.0,135460000.0,125964000.0,146056000.0,27284000.0,138907000.0,157870000.0,178623000.0,182432000.0,181417000.0,134976000.0,201314000.0,42217000.0,25985000.0,173471000.0,123153000.0,,
Assets / USD,23988000000.0,23988000000.0,23988000000.0,23988000000.0,31761000000.0,31761000000.0,31761000000.0,,31761000000.0,33252000000.0,33252000000.0,33252000000.0,33252000000.0,38774000000.0,38774000000.0,38774000000.0,38774000000.0,32109000000.0,32109000000.0,32109000000.0,32109000000.0,38699000000.0,38699000000.0,38699000000.0,38699000000.0,51244000000.0,51244000000.0,51244000000.0
AssetsCurrent / USD,8658000000.0,8658000000.0,8658000000.0,8658000000.0,13925000000.0,13925000000.0,13925000000.0,,13925000000.0,9882000000.0,9882000000.0,9882000000.0,9882000000.0,8819000000.0,8819000000.0,8819000000.0,8819000000.0,9249000000.0,9249000000.0,9249000000.0,9249000000.0,11297000000.0,11297000000.0,11297000000.0,11297000000.0,12245000000.0,12245000000.0,12245000000.0
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax / USD,65000000.0,,,,,,,,,,,,,,,,,,,,,,,25000000.0,8000000.0,8000000.0,8000000.0,8000000.0
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax / USD,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,4000000.0,4000000.0,4000000.0,4000000.0
AvailableForSaleDebtSecuritiesAmortizedCostBasis / USD,2305000000.0,,,,2279000000.0,2279000000.0,2279000000.0,,2279000000.0,2281000000.0,2281000000.0,2281000000.0,2281000000.0,,,,,,,,,,,10158000000.0,8558000000.0,8558000000.0,8558000000.0,8558000000.0
AvailableForSaleSecuritiesDebtSecurities / USD,2370000000.0,,,,,,,,,,,,,,,,,,,,,,,10183000000.0,8562000000.0,8562000000.0,8562000000.0,8562000000.0
BusinessCombinationContingentConsiderationLiability / USD,,,,,,,,,,185000000.0,185000000.0,185000000.0,,185000000.0,185000000.0,185000000.0,,185000000.0,185000000.0,185000000.0,185000000.0,185000000.0,185000000.0,185000000.0,185000000.0,,,
CashAndCashEquivalentsAtCarryingValue / USD,4716000000.0,5647000000.0,4756000000.0,4393000000.0,5745000000.0,11744000000.0,12650000000.0,,6406000000.0,8165000000.0,6754000000.0,6154000000.0,10873000000.0,4836000000.0,4443000000.0,6482000000.0,5647000000.0,4184000000.0,4397000000.0,4865000000.0,4295000000.0,4045000000.0,4995000000.0,4448000000.0,4208000000.0,5019000000.0,4497000000.0,6150000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,6262000000.0,7280000000.0,6513000000.0,5828000000.0,7682000000.0,13690000000.0,14641000000.0,,8209000000.0,9529000000.0,8101000000.0,7766000000.0,12067000000.0,6607000000.0,6454000000.0,9790000000.0,7391000000.0,7592000000.0,7864000000.0,8634000000.0,7805000000.0,6793000000.0,8460000000.0,6865000000.0,7805000000.0,7004000000.0,7004000000.0,7004000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations / USD,5828000000.0,5828000000.0,5828000000.0,6826000000.0,8209000000.0,8209000000.0,8209000000.0,,5828000000.0,12067000000.0,12067000000.0,12067000000.0,8209000000.0,7391000000.0,7391000000.0,7391000000.0,12067000000.0,7805000000.0,7805000000.0,7805000000.0,7391000000.0,6677000000.0,6677000000.0,6677000000.0,,,,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,444000000.0,1458000000.0,631000000.0,-868000000.0,-561000000.0,5447000000.0,6398000000.0,,2285000000.0,-2538000000.0,-3966000000.0,-4301000000.0,3824000000.0,-1133000000.0,-1286000000.0,2050000000.0,-4327000000.0,-213000000.0,59000000.0,829000000.0,65000000.0,116000000.0,1783000000.0,188000000.0,-1128000000.0,980000000.0,877000000.0,1999000000.0
CommercialPaper / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
CommonStockDividendsPerShareDeclared / USD/shares,,,,0.0,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
CommonStockParOrStatedValuePerShare / USD/shares,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
CommonStockSharesAuthorized / shares,2696114000.0,2696114000.0,2696114000.0,2696114000.0,5000000000.0,5000000000.0,5000000000.0,,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0
CommonStockSharesIssued / shares,457189000.0,457189000.0,457189000.0,457189000.0,1716681000.0,1716681000.0,1716681000.0,,1716681000.0,1849794000.0,1849794000.0,1849794000.0,1849794000.0,1949316000.0,1949316000.0,1949316000.0,1949316000.0,2005486000.0,2005486000.0,2005486000.0,2005486000.0,2071144000.0,2071144000.0,2071144000.0,2071144000.0,2107953000.0,2107953000.0,2107953000.0
CommonStockSharesOutstanding / shares,457189000.0,457189000.0,457189000.0,457189000.0,1716681000.0,1716681000.0,1716681000.0,,1716681000.0,1849794000.0,1849794000.0,1849794000.0,1849794000.0,1949316000.0,1949316000.0,1949316000.0,1949316000.0,2005486000.0,2005486000.0,2005486000.0,2005486000.0,2071144000.0,2071144000.0,2071144000.0,2071144000.0,2107953000.0,2107953000.0,2107953000.0
CommonStockValue / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ComprehensiveIncomeNetOfTax / USD,3741000000.0,2844000000.0,1707000000.0,-4037000000.0,-1070000000.0,-6227000000.0,-7407000000.0,,812000000.0,-3144000000.0,-5168000000.0,-6057000000.0,-8505000000.0,1081000000.0,2252000000.0,315000000.0,-7116000000.0,-5911000000.0,-8711000000.0,-9622000000.0,-485000000.0,-312000000.0,237000000.0,421000000.0,-9060000000.0,-670000000.0,303000000.0,2970000000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,0.0,0.0,-8000000.0,0.0,-4000000.0,-14000000.0,-11000000.0,,-10000000.0,-10000000.0,-7000000.0,-27000000.0,-6000000.0,-14000000.0,-46000000.0,-61000000.0,-20000000.0,12000000.0,-4000000.0,-2000000.0,-74000000.0,0.0,0.0,-2000000.0,3000000.0,-9000000.0,-16000000.0,-29000000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,3741000000.0,2844000000.0,1699000000.0,-4037000000.0,-1074000000.0,-6241000000.0,-7418000000.0,,802000000.0,-3154000000.0,-5175000000.0,-6084000000.0,-8511000000.0,1067000000.0,2206000000.0,254000000.0,-7136000000.0,-5899000000.0,-8715000000.0,-9624000000.0,-559000000.0,-312000000.0,237000000.0,419000000.0,-9057000000.0,-679000000.0,287000000.0,2941000000.0
ContractWithCustomerReceivableCreditLossExpenseReversal / USD,,,,174000000.0,,,,,208000000.0,,,,195000000.0,,,,178000000.0,,,,246000000.0,,,,286000000.0,,,
CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization / USD,1156000000.0,2498000000.0,4008000000.0,4160000000.0,1681000000.0,3421000000.0,5281000000.0,4786000000.0,4786000000.0,1491000000.0,2415000000.0,3713000000.0,6061000000.0,1710000000.0,3809000000.0,6247000000.0,5154000000.0,4026000000.0,9179000000.0,14352000000.0,9351000000.0,5259000000.0,10774000000.0,16400000000.0,19659000000.0,6168000000.0,12656000000.0,19417000000.0
CostsAndExpenses / USD,3062000000.0,6569000000.0,10276000000.0,12012000000.0,4133000000.0,12784000000.0,17703000000.0,,13466000000.0,4511000000.0,8031000000.0,11960000000.0,21596000000.0,4427000000.0,9544000000.0,14961000000.0,16002000000.0,7336000000.0,16122000000.0,24960000000.0,21289000000.0,9085000000.0,17989000000.0,26887000000.0,33709000000.0,9959000000.0,19863000000.0,29990000000.0
CurrentFederalTaxExpenseBenefit / USD,,,,0.0,,,,,13000000.0,,,,1000000.0,,,,0.0,,,,0.0,,,,8000000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,220000000.0,,,,,220000000.0,,,,132000000.0,,,,63000000.0,,,,196000000.0,,,,237000000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,,220000000.0,,,,,248000000.0,,,,133000000.0,,,,74000000.0,,,,200000000.0,,,,260000000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,0.0,,,,,15000000.0,,,,0.0,,,,11000000.0,,,,4000000.0,,,,15000000.0,,,
DebtAndEquitySecuritiesGainLoss / USD,,,,,16000000.0,14000000.0,1000000.0,,,-114000000.0,-116000000.0,-123000000.0,2000000.0,63000000.0,1975000000.0,-56000000.0,-125000000.0,-5570000000.0,-7247000000.0,-7797000000.0,1142000000.0,320000000.0,706000000.0,610000000.0,-7045000000.0,-721000000.0,,
DebtAndEquitySecuritiesUnrealizedGainLoss / USD,,,,,16000000.0,14000000.0,1000000.0,,1996000000.0,-114000000.0,-116000000.0,-123000000.0,2000000.0,63000000.0,1975000000.0,-56000000.0,-125000000.0,-5570000000.0,-7247000000.0,-7797000000.0,1142000000.0,320000000.0,706000000.0,610000000.0,-7045000000.0,-721000000.0,-388000000.0,1276000000.0
DebtInstrumentCarryingAmount / USD,7491000000.0,7491000000.0,7491000000.0,7491000000.0,5791000000.0,5791000000.0,5791000000.0,,5791000000.0,7914000000.0,7914000000.0,7914000000.0,7914000000.0,9388000000.0,9388000000.0,9388000000.0,9388000000.0,9361000000.0,9361000000.0,9361000000.0,9361000000.0,9561000000.0,9561000000.0,9561000000.0,9561000000.0,9575000000.0,9575000000.0,9575000000.0
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet / USD,595000000.0,595000000.0,595000000.0,595000000.0,57000000.0,57000000.0,57000000.0,,57000000.0,327000000.0,327000000.0,327000000.0,327000000.0,85000000.0,85000000.0,85000000.0,85000000.0,69000000.0,69000000.0,69000000.0,69000000.0,77000000.0,77000000.0,77000000.0,77000000.0,78000000.0,78000000.0,78000000.0
DebtSecuritiesAvailableForSaleAllowanceForCreditLoss / USD,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,-728000000.0,,,,,-159000000.0,,,,-77000000.0,,,,-97000000.0,,,,-76000000.0,,,,-251000000.0,,,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,-29000000.0,,,,,187000000.0,,,,-19000000.0,,,,-162000000.0,,,,-635000000.0,,,,-98000000.0,,,
DeferredIncomeTaxAssetsNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,170000000.0,6171000000.0,6171000000.0,6171000000.0
DeferredIncomeTaxExpenseBenefit / USD,486000000.0,470000000.0,420000000.0,-762000000.0,4000000.0,-31000000.0,-55000000.0,,35000000.0,-273000000.0,-282000000.0,-272000000.0,-88000000.0,120000000.0,-367000000.0,-482000000.0,-266000000.0,-281000000.0,-267000000.0,-251000000.0,-692000000.0,10000000.0,16000000.0,32000000.0,-441000000.0,-16000000.0,-23000000.0,101000000.0
DeferredIncomeTaxLiabilities / USD,,,,1989000000.0,,,,,2352000000.0,,,,1892000000.0,,,,1814000000.0,,,,431000000.0,,,,433000000.0,,,
DeferredIncomeTaxLiabilitiesNet / USD,1072000000.0,1072000000.0,1072000000.0,1072000000.0,1027000000.0,1027000000.0,1027000000.0,,1027000000.0,818000000.0,818000000.0,818000000.0,818000000.0,365000000.0,365000000.0,365000000.0,365000000.0,27000000.0,27000000.0,27000000.0,27000000.0,56000000.0,56000000.0,56000000.0,56000000.0,9000000.0,9000000.0,9000000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,-5000000.0,,,,,7000000.0,,,,8000000.0,,,,-7000000.0,,,,19000000.0,,,,-92000000.0,,,
DeferredTaxAssetInterestCarryforward / USD,,,,,,,,,,,,,562000000.0,,,,629000000.0,,,,858000000.0,,,,876000000.0,,,
DeferredTaxAssetsGross / USD,,,,2241000000.0,,,,,11230000000.0,,,,14523000000.0,,,,15431000000.0,,,,14541000000.0,,,,14494000000.0,,,
DeferredTaxAssetsLiabilitiesNet / USD,,,,,,,,,,,,,,,,,139000000.0,,,,139000000.0,,,,116000000.0,,,
DeferredTaxAssetsNet / USD,,,,947000000.0,,,,,1375000000.0,,,,1113000000.0,,,,1511000000.0,,,,570000000.0,,,,549000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwards / USD,,,,1147000000.0,,,,,2789000000.0,,,,4949000000.0,,,,5992000000.0,,,,6325000000.0,,,,6164000000.0,,,
DeferredTaxAssetsOther / USD,,,,22000000.0,,,,,221000000.0,,,,58000000.0,,,,107000000.0,,,,320000000.0,,,,211000000.0,,,
DeferredTaxAssetsTaxCreditCarryforwardsResearch / USD,,,,285000000.0,,,,,587000000.0,,,,857000000.0,,,,1020000000.0,,,,1200000000.0,,,,1275000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost / USD,,,,24000000.0,,,,,241000000.0,,,,125000000.0,,,,66000000.0,,,,45000000.0,,,,66000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals / USD,,,,226000000.0,,,,,197000000.0,,,,227000000.0,,,,290000000.0,,,,402000000.0,,,,440000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLegalSettlements / USD,,,,102000000.0,,,,,65000000.0,,,,95000000.0,,,,119000000.0,,,,184000000.0,,,,120000000.0,,,
DeferredTaxAssetsValuationAllowance / USD,1300000000.0,1300000000.0,1300000000.0,1294000000.0,,,,,9855000000.0,,,,13410000000.0,,,,13920000000.0,,,,13971000000.0,,,,13945000000.0,,,
DeferredTaxLiabilitiesInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,114000000.0,,,
DeferredTaxLiabilitiesLeasingArrangements / USD,,,,,,,,,,,,,,,,,,,,,,,,,301000000.0,,,
DeferredTaxLiabilitiesOther / USD,,,,3000000.0,,,,,2000000.0,,,,68000000.0,,,,29000000.0,,,,77000000.0,,,,18000000.0,,,
Depreciation / USD,82000000.0,174000000.0,294000000.0,490000000.0,,,,,399000000.0,,,,433000000.0,,,,364000000.0,,,,393000000.0,,,,346000000.0,,,
DepreciationDepletionAndAmortization / USD,88000000.0,186000000.0,317000000.0,510000000.0,146000000.0,269000000.0,371000000.0,,426000000.0,128000000.0,257000000.0,395000000.0,472000000.0,212000000.0,438000000.0,656000000.0,575000000.0,254000000.0,497000000.0,724000000.0,902000000.0,207000000.0,415000000.0,620000000.0,947000000.0,190000000.0,363000000.0,542000000.0
DerivativeAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
DerivativeLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal / USD,3161000000.0,3201000000.0,3208000000.0,0.0,0.0,0.0,0.0,,3214000000.0,154000000.0,127000000.0,127000000.0,0.0,1684000000.0,1684000000.0,1684000000.0,204000000.0,,,14000000.0,1684000000.0,,,,14000000.0,,,
EarningsPerShareBasic / USD/shares,2.0,1.33,0.59,-9.46,-2.23,-7.97,-6.79,,0.0,-1.7,-2.72,-3.33,-6.81,-0.06,0.56,-0.74,-3.86,-3.03,-4.36,-4.96,-0.26,-0.08,0.12,0.23,-4.64,-0.31,0.17,1.42
EarningsPerShareDiluted / USD/shares,1.84,1.2,0.52,-9.46,-2.26,-7.98,-6.79,,0.0,-1.7,-2.72,-3.33,-6.81,-0.06,0.52,-0.75,-3.86,-3.04,-4.37,-4.97,-0.29,-0.08,0.1,0.2,-4.65,-0.32,0.15,1.36
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,2000000.0,-102000000.0,-133000000.0,22000000.0,3000000.0,12000000.0,-23000000.0,,-119000000.0,-156000000.0,-175000000.0,-167000000.0,-4000000.0,-46000000.0,5000000.0,-45000000.0,-92000000.0,20000000.0,-98000000.0,-293000000.0,-69000000.0,16000000.0,43000000.0,-26000000.0,-148000000.0,-94000000.0,-150000000.0,-88000000.0
EffectiveIncomeTaxRateContinuingOperations / pure,0.13,,,0.118,,,,,0.216,,,,-0.005,,,,0.028,,,,0.48,,,,0.019,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,,,,0.35,,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance / pure,,,,-0.218,,,,,0.049,,,,-0.973,,,,-0.458,,,,-0.337,,,,0.011,,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential / pure,,,,-0.144,,,,,0.296,,,,-0.038,,,,0.108,,,,0.103,,,,0.02,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpense / pure,,,,-0.012,,,,,0.008,,,,-0.013,,,,-0.013,,,,-0.052,,,,-0.007,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseRestructuringCharges / pure,,,,,,,,,,,,,,,,,,,,,-0.02,,,,-0.127,,,
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent / pure,,,,0.001,,,,,0.001,,,,0.004,,,,0.009,,,,-0.011,,,,-0.008,,,
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent / pure,,,,-0.002,,,,,-0.026,,,,0.012,,,,0.013,,,,0.045,,,,-0.014,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,,,0.002,,,,,0.017,,,,-0.001,,,,-0.001,,,,-0.023,,,,0.008,,,
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch / pure,,,,-0.02,,,,,0.072,,,,0.031,,,,0.029,,,,-0.078,,,,-0.006,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0
EntityCommonStockSharesOutstanding / shares,1695552739.0,1700003601.0,1705815070.0,1723775076.0,1733987312.0,1752622515.0,1763768098.0,,1858167579.0,1871760070.0,1884346863.0,1940118248.0,1954464088.0,1963660253.0,1979918174.0,1994407340.0,2009907175.0,2023827162.0,2043522654.0,2057858230.0,2076497400.0,2089520408.0,2100937229.0,2105709325.0,2089008865.0,2091168098.0,2085418676.0,2077830381.0
EntityPublicFloat / USD,,,,59700000000.0,,,,,52000000000.0,,,,90500000000.0,,,,38900000000.0,,,,87900000000.0,,,,147000000000.0,,,
EquityMethodInvestmentOtherThanTemporaryImpairment / USD,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,182000000.0,182000000.0,182000000.0,0.0,,,,182000000.0,,,
EquityMethodInvestments / USD,1312000000.0,1312000000.0,1312000000.0,1312000000.0,1364000000.0,1364000000.0,1364000000.0,,1364000000.0,1079000000.0,1079000000.0,1079000000.0,1079000000.0,800000000.0,800000000.0,800000000.0,800000000.0,870000000.0,870000000.0,870000000.0,870000000.0,353000000.0,353000000.0,353000000.0,353000000.0,302000000.0,302000000.0,302000000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount / USD,7985000000.0,7985000000.0,7985000000.0,7985000000.0,8059000000.0,8059000000.0,8059000000.0,,8059000000.0,6576000000.0,6576000000.0,6576000000.0,6576000000.0,283000000.0,283000000.0,283000000.0,283000000.0,2111000000.0,2111000000.0,2111000000.0,2111000000.0,2574000000.0,2574000000.0,2574000000.0,2574000000.0,3199000000.0,3199000000.0,3199000000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueDownwardPriceAdjustmentAnnualAmount / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1690000000.0,1690000000.0,1690000000.0,0.0,,,,1700000000.0,,,,0.0,,,,641000000.0,,,
EquitySecuritiesWithoutReadilyDeterminableFairValueDownwardPriceAdjustmentCumulativeAmount / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1690000000.0,1690000000.0,1690000000.0,1690000000.0,0.0,0.0,0.0,0.0,641000000.0,641000000.0,641000000.0,641000000.0,1113000000.0,1113000000.0,1113000000.0,1113000000.0,1442000000.0,1442000000.0,1442000000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentAnnualAmount / USD,1984000000.0,1984000000.0,1984000000.0,1984000000.0,0.0,22000000.0,22000000.0,,1984000000.0,0.0,0.0,0.0,0.0,,,,0.0,,,,71000000.0,,,,1046000000.0,,,
EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentCumulativeAmount / USD,1984000000.0,1984000000.0,1984000000.0,1984000000.0,1984000000.0,1984000000.0,1984000000.0,,1984000000.0,1984000000.0,1984000000.0,1984000000.0,1984000000.0,4000000.0,4000000.0,4000000.0,4000000.0,1052000000.0,1052000000.0,1052000000.0,1052000000.0,1960000000.0,1960000000.0,1960000000.0,1960000000.0,2611000000.0,2611000000.0,2611000000.0
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityTransfersNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
FinanceLeaseInterestExpense / USD,4000000.0,8000000.0,12000000.0,15000000.0,4000000.0,8000000.0,12000000.0,,15000000.0,4000000.0,8000000.0,12000000.0,15000000.0,,,,16000000.0,,,,12000000.0,,,,13000000.0,,,
