fact_unit,2019-05-30,2019-08-07,2019-11-07,2020-02-10,2020-05-29,2020-08-07,2020-11-06,2021-02-09,2021-05-28,2021-08-09,2021-11-08,2022-02-09,2022-05-31,2022-08-08,2022-11-09,2023-02-08,2023-05-26,2023-08-08,2023-11-07,2024-02-08,2024-05-29,2024-08-08,2024-11-07,2025-02-07,2025-05-29,2025-08-07,2025-11-06
AccruedVacationCurrentAndNoncurrent / USD,11011000.0,10191000.0,10191000.0,10191000.0,10191000.0,9917000.0,,10191000.0,9917000.0,12389000.0,,,12389000.0,13669000.0,,,13669000.0,,,,13348000.0,,,,16140000.0,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,841124000.0,955735000.0,955735000.0,955735000.0,955735000.0,1017330000.0,1017330000.0,955735000.0,1017330000.0,1150537000.0,1150537000.0,1150537000.0,1150537000.0,1266213000.0,1266213000.0,1266213000.0,1266213000.0,1429031000.0,1429031000.0,1429031000.0,1414101000.0,1573947000.0,1573947000.0,1573947000.0,1573947000.0,1731100000.0,1731100000.0
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,1276000.0,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,-211084000.0,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-68159000.0,11685000.0,11685000.0,11685000.0,-240702000.0,-159778000.0,-159778000.0,-240702000.0,11685000.0,-235463000.0,-235463000.0,-235463000.0,-159778000.0,-61243000.0,-61243000.0,-61243000.0,-235463000.0,-209808000.0,-209808000.0,-209808000.0,-61243000.0,-320710000.0,-320710000.0,-320710000.0,-209808000.0,-292300000.0,-292300000.0
AdvertisingExpense / USD,12622000.0,,,,10886000.0,,,10886000.0,10691000.0,,,,12652000.0,,,,6795000.0,,,,15599000.0,,,,21668000.0,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,11185000.0,9645000.0,9645000.0,9645000.0,10357000.0,12051000.0,12051000.0,10357000.0,12051000.0,11355000.0,11355000.0,11355000.0,11355000.0,24371000.0,24371000.0,24371000.0,24371000.0,23427000.0,23427000.0,23427000.0,19284000.0,22984000.0,22984000.0,22984000.0,22984000.0,24400000.0,24400000.0
AmortizationOfIntangibleAssets / USD,68607000.0,,,,70195000.0,,,70195000.0,98747000.0,,,,74528000.0,,,,86512000.0,,,,264607000.0,,,,259676000.0,,
AssetRetirementObligation / USD,9953000.0,,,,11639000.0,,,11639000.0,12386000.0,,,,12514000.0,,,,13330000.0,,,,13543000.0,,,,13131000.0,,
AssetRetirementObligationAccretionExpense / USD,1198000.0,,,,385000.0,,,385000.0,453000.0,,,,137000.0,,,,146000.0,,,,104000.0,,,,311000.0,,
AssetRetirementObligationCurrent / USD,1798000.0,2656000.0,2656000.0,2656000.0,2656000.0,2671000.0,2671000.0,2656000.0,2671000.0,1193000.0,1193000.0,1193000.0,1193000.0,1181000.0,1181000.0,1181000.0,1181000.0,543000.0,543000.0,543000.0,543000.0,510000.0,510000.0,510000.0,510000.0,600000.0,600000.0
AssetRetirementObligationForeignCurrencyTranslationGainLoss / USD,751000.0,,,,-671000.0,,,-671000.0,-251000.0,,,,71000.0,,,,-16000.0,,,,23000.0,,,,107000.0,,
AssetRetirementObligationLiabilitiesIncurred / USD,89000.0,,,,1033000.0,,,1033000.0,94000.0,,,,859000.0,,,,86000.0,,,,86000.0,,,,253000.0,,
AssetRetirementObligationLiabilitiesSettled / USD,352000.0,,,,168000.0,,,168000.0,168000.0,,,,251000.0,,,,3000.0,,,,625000.0,,,,144000.0,,
AssetRetirementObligationsNoncurrent / USD,9841000.0,9730000.0,9730000.0,9730000.0,9730000.0,9843000.0,9843000.0,9730000.0,9843000.0,12137000.0,12137000.0,12137000.0,12137000.0,12362000.0,12362000.0,12362000.0,12362000.0,12588000.0,12588000.0,12588000.0,12588000.0,13148000.0,13148000.0,13148000.0,13148000.0,13800000.0,13800000.0
Assets / USD,5200334000.0,5073071000.0,5073071000.0,5073071000.0,5073071000.0,5425582000.0,5425582000.0,5073071000.0,5440867000.0,6574471000.0,6574471000.0,6574471000.0,6574471000.0,11423594000.0,11423594000.0,11423594000.0,11423594000.0,10821839000.0,10821839000.0,10821839000.0,10821839000.0,11063697000.0,11063697000.0,11063697000.0,11063697000.0,10146800000.0,10146800000.0
AssetsCurrent / USD,989657000.0,1053735000.0,1053735000.0,1053735000.0,1053735000.0,1208751000.0,1208751000.0,1053735000.0,1224036000.0,1211754000.0,1211754000.0,1211754000.0,1211754000.0,1878997000.0,1878997000.0,1878997000.0,1878997000.0,2011442000.0,2011442000.0,2011442000.0,2011442000.0,2869123000.0,2869123000.0,2869123000.0,2869123000.0,2000800000.0,2000800000.0
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,,,,,,,,,,,,,,,,,,,,,157580000.0,804904000.0,804904000.0,804904000.0,804904000.0,,
BuildingsAndImprovementsGross / USD,467063000.0,480359000.0,480359000.0,480359000.0,480359000.0,531267000.0,531267000.0,480359000.0,531267000.0,567132000.0,567132000.0,567132000.0,567132000.0,654851000.0,654851000.0,654851000.0,654851000.0,691933000.0,691933000.0,691933000.0,658108000.0,724492000.0,724492000.0,724492000.0,724492000.0,832100000.0,832100000.0
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount / USD,,,,,,,,423239000.0,180005000.0,,,,197344000.0,,,,197344000.0,,,,427035000.0,,,,4863000.0,,
BusinessCombinationAcquisitionRelatedCosts / USD,30082000.0,,,,16211000.0,1917000.0,3864000.0,16211000.0,8901000.0,1286000.0,2421000.0,13984000.0,8225000.0,140996000.0,158400000.0,167698000.0,35634000.0,9832000.0,13676000.0,18493000.0,201905000.0,2237000.0,18045000.0,24308000.0,23486000.0,2300000.0,5500000.0
BusinessCombinationContingentConsiderationLiability / USD,4451000.0,5950000.0,5950000.0,5950000.0,8068000.0,15988000.0,15988000.0,8068000.0,5950000.0,19642000.0,19642000.0,19642000.0,15988000.0,10550000.0,10550000.0,10550000.0,19642000.0,15678000.0,15678000.0,15678000.0,10550000.0,11000000.0,11000000.0,11000000.0,11000000.0,,
CashAndCashEquivalentsAtCarryingValue / USD,248841000.0,201534000.0,201534000.0,201534000.0,282918000.0,220633000.0,220633000.0,282918000.0,201534000.0,319581000.0,319581000.0,319581000.0,,348320000.0,348320000.0,348320000.0,,208357000.0,208357000.0,208357000.0,,207020000.0,207020000.0,207020000.0,,171700000.0,171700000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,220633000.0,220531000.0,220531000.0,220531000.0,319581000.0,348320000.0,348320000.0,348320000.0,220531000.0,208357000.0,208357000.0,208357000.0,348320000.0,207000000.0,207000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,-81384000.0,17434000.0,4903000.0,-81384000.0,19099000.0,-63954000.0,-7553000.0,-67079000.0,98948000.0,314243000.0,162963000.0,138558000.0,-99050000.0,-31993000.0,-90061000.0,-88949000.0,127789000.0,257000.0,5400000.0,-12772000.0,-139963000.0,-8700000.0,-34800000.0
CommonStockDividendsPerShareCashPaid / USD/shares,1.09,0.31,0.65,0.99,1.21,0.34,0.71,1.21,1.33,0.37,0.77,1.17,1.45,0.4,0.83,1.26,1.57,0.43,0.9,1.37,1.69,0.47,0.99,1.51,1.84,0.52,0.99
CommonStockDividendsPerShareDeclared / USD/shares,1.09,0.31,0.65,0.99,1.21,0.34,0.71,1.21,1.33,0.37,0.77,1.17,1.45,0.4,0.83,1.26,1.57,0.43,0.9,1.37,1.69,0.47,0.99,1.51,1.84,0.52,1.09
CommonStockParOrStatedValuePerShare / USD/shares,75.0,75.0,75.0,75.0,75.0,0.001,0.001,75.0,75.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized / shares,,,500000000.0,500000000.0,500000000.0,,500000000.0,500000000.0,500000000.0,,500000000.0,500000000.0,500000000.0,,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0
CommonStockSharesIssued / shares,84747000.0,500000000.0,84517000.0,84517000.0,84517000.0,500000000.0,84924000.0,84517000.0,84924000.0,500000000.0,,,85353000.0,500000000.0,,,100067000.0,,,,98629000.0,,,,98883000.0,,
CommonStockSharesOutstanding / shares,84747000.0,84517000.0,84517000.0,84517000.0,84517000.0,84924000.0,84924000.0,84517000.0,84924000.0,85353000.0,85353000.0,85353000.0,85353000.0,100067000.0,100067000.0,100067000.0,100067000.0,98629000.0,98629000.0,98629000.0,98629000.0,98883000.0,98883000.0,98883000.0,98883000.0,98300000.0,98300000.0
CommonStockValue / USD,2048037000.0,1998564000.0,1998564000.0,1998564000.0,1998564000.0,1982164000.0,1982164000.0,1998564000.0,1982164000.0,2002825000.0,2002825000.0,2002825000.0,2002825000.0,4742920000.0,4742920000.0,4742920000.0,4742920000.0,4486375000.0,4486375000.0,4486375000.0,4486375000.0,4543176000.0,4543176000.0,4543176000.0,4543176000.0,4420400000.0,4420400000.0
ComprehensiveIncomeNetOfTax / USD,-62578000.0,-60820000.0,10953000.0,18566000.0,543302000.0,87524000.0,113420000.0,543302000.0,134228000.0,116706000.0,300305000.0,543033000.0,331974000.0,2619000.0,3514000.0,115992000.0,571620000.0,-67303000.0,-592363000.0,-234550000.0,95323000.0,133405000.0,172848000.0,447697000.0,-3872000.0,151000000.0,458200000.0
ConstructionInProgressGross / USD,87745000.0,133689000.0,133689000.0,133689000.0,133689000.0,159731000.0,159731000.0,133689000.0,159731000.0,211381000.0,211381000.0,211381000.0,211381000.0,356013000.0,356013000.0,356013000.0,356013000.0,478316000.0,478316000.0,478316000.0,472206000.0,500106000.0,500106000.0,500106000.0,500106000.0,512100000.0,512100000.0
CostOfGoodsAndServicesSold / USD,,,764005000.0,1173246000.0,,,,,1607184000.0,,,,1710899000.0,542140000.0,,,1764419000.0,,,,2340396000.0,,,,2555540000.0,,
CostOfRevenue / USD,1586543000.0,369708000.0,,,1527250000.0,390960000.0,809133000.0,1527250000.0,389913000.0,381548000.0,807643000.0,1270706000.0,381548000.0,,1258781000.0,1929638000.0,,638693000.0,1306875000.0,2001372000.0,,654382000.0,1346358000.0,2084056000.0,,707100000.0,1457200000.0
CurrentFederalTaxExpenseBenefit / USD,1899000.0,,,,2596000.0,,,2596000.0,2627000.0,,,,5036000.0,,,,9244000.0,,,,12002000.0,,,,8837000.0,,
CurrentIncomeTaxExpenseBenefit / USD,73527000.0,,,,84793000.0,,,84793000.0,71878000.0,,,,81639000.0,,,,119765000.0,,,,168619000.0,,,,228125000.0,,
CurrentStateAndLocalTaxExpenseBenefit / USD,8171000.0,,,,7727000.0,,,7727000.0,12484000.0,,,,9971000.0,,,,16272000.0,,,,20925000.0,,,,31073000.0,,
DebtLongtermAndShorttermCombinedAmount / USD,,,,,,1150521000.0,,,,1650540000.0,1650540000.0,1650540000.0,1650540000.0,3088356000.0,3088356000.0,3088356000.0,3088356000.0,3078655000.0,3078655000.0,3078655000.0,3078655000.0,3206100000.0,3206100000.0,3206100000.0,3206100000.0,2043700000.0,2043700000.0
DeferredCompensationPlanAssets / USD,1583000.0,,,,1400000.0,,,1400000.0,1273000.0,,,,1682000.0,,,,1061000.0,,,,938000.0,,,,1129000.0,,
DeferredFederalIncomeTaxExpenseBenefit / USD,-645000.0,,,,-280000.0,,,-280000.0,-546000.0,,,,-899000.0,,,,-787000.0,,,,-739000.0,,,,-864000.0,,
DeferredFinanceCostsNet / USD,,3619000.0,3619000.0,3619000.0,,3337000.0,3337000.0,3337000.0,,7191000.0,7191000.0,7191000.0,7191000.0,25278000.0,25278000.0,25278000.0,25278000.0,21444000.0,21444000.0,21444000.0,21444000.0,17988000.0,17988000.0,17988000.0,17988000.0,15300000.0,15300000.0
DeferredIncomeTaxExpenseBenefit / USD,31274000.0,225000.0,2242000.0,2218000.0,-24722000.0,-612000.0,-766000.0,-24722000.0,-6622000.0,-1814000.0,-524000.0,-842000.0,9442000.0,456000.0,3129000.0,3141000.0,4240000.0,5304000.0,-62898000.0,-62797000.0,-106620000.0,-445000.0,-1314000.0,-506000.0,-185913000.0,-22100000.0,-22100000.0
DeferredIncomeTaxLiabilities / USD,,,,,191736000.0,,,191736000.0,233276000.0,,,,309820000.0,,,,916001000.0,,,,780854000.0,,,,664277000.0,,
DeferredIncomeTaxesAndOtherTaxLiabilitiesNoncurrent / USD,,,,,151038000.0,160270000.0,160270000.0,151038000.0,164069000.0,236860000.0,236860000.0,236860000.0,236860000.0,780619000.0,780619000.0,780619000.0,780619000.0,617538000.0,617538000.0,617538000.0,617538000.0,479688000.0,479688000.0,479688000.0,479688000.0,403600000.0,403600000.0
DeferredRevenue / USD,31621000.0,55333000.0,55333000.0,55333000.0,55333000.0,53299000.0,53299000.0,55333000.0,53299000.0,62492000.0,62492000.0,62492000.0,62492000.0,110791000.0,110791000.0,110791000.0,110791000.0,92283000.0,92283000.0,92283000.0,85727000.0,70460000.0,70460000.0,70460000.0,70460000.0,57500000.0,57500000.0
DeferredRevenueRevenueRecognized1 / USD,30169000.0,12421000.0,20235000.0,25590000.0,30169000.0,39484000.0,42923000.0,30169000.0,48602000.0,30804000.0,36768000.0,38181000.0,42618000.0,35722000.0,40360000.0,42942000.0,46760000.0,57528000.0,67218000.0,76861000.0,72914000.0,42300000.0,64241000.0,70181000.0,66690000.0,46000000.0,52100000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,2131000.0,,,,2656000.0,,,2656000.0,2818000.0,,,,2366000.0,,,,-550000.0,,,,-15108000.0,,,,-43843000.0,,
DeferredTaxAssetsDeferredIncome / USD,4632000.0,,,,7509000.0,,,7509000.0,11316000.0,,,,10281000.0,,,,20688000.0,,,,23967000.0,,,,20393000.0,,
DeferredTaxAssetsGross / USD,,,,,64623000.0,,,64623000.0,91068000.0,,,,96628000.0,,,,168520000.0,,,,205833000.0,,,,228270000.0,,
DeferredTaxAssetsInProcessResearchAndDevelopment / USD,,,,,,,,,,,,,,,,,0.0,,,,15382000.0,,,,28347000.0,,
DeferredTaxAssetsNet / USD,50645000.0,,,,51145000.0,,,51145000.0,77177000.0,,,,82485000.0,,,,143829000.0,,,,185518000.0,,,,201896000.0,,
DeferredTaxAssetsOperatingLossCarryforwards / USD,26217000.0,,,,19195000.0,,,19195000.0,16149000.0,,,,15151000.0,,,,25550000.0,,,,37667000.0,,,,37096000.0,,
DeferredTaxAssetsOperatingLossCarryforwardsForeign / USD,46595000.0,,,,41450000.0,,,41450000.0,43189000.0,,,,71171000.0,,,,126443000.0,,,,128159000.0,,,,124540000.0,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal / USD,2602000.0,,,,2042000.0,,,2042000.0,1254000.0,,,,4199000.0,,,,3391000.0,,,,2269000.0,,,,2211000.0,,
DeferredTaxAssetsOther / USD,1668000.0,,,,7707000.0,,,7707000.0,6024000.0,,,,8603000.0,,,,8579000.0,,,,11701000.0,,,,21258000.0,,
DeferredTaxAssetsTaxCreditCarryforwards / USD,1379000.0,,,,2547000.0,,,2547000.0,5442000.0,,,,37501000.0,,,,35220000.0,,,,33297000.0,,,,10462000.0,,
DeferredTaxAssetsTaxCreditCarryforwardsForeign / USD,,,,,,,,,,,,,0.0,,,,36036000.0,,,,33559000.0,,,,32137000.0,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits / USD,12334000.0,,,,14275000.0,,,14275000.0,12560000.0,,,,13208000.0,,,,14340000.0,,,,15858000.0,,,,19582000.0,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits / USD,3505000.0,,,,3142000.0,,,3142000.0,2871000.0,,,,2422000.0,,,,2086000.0,,,,1737000.0,,,,1480000.0,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities / USD,5795000.0,,,,4858000.0,,,4858000.0,5490000.0,,,,6360000.0,,,,12092000.0,,,,13150000.0,,,,13667000.0,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts / USD,1426000.0,,,,1386000.0,,,1386000.0,1820000.0,,,,1661000.0,,,,2187000.0,,,,3763000.0,,,,3868000.0,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLegalSettlements / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance / USD,3417000.0,,,,3187000.0,,,3187000.0,3620000.0,,,,3348000.0,,,,2561000.0,,,,2268000.0,,,,2817000.0,,
DeferredTaxAssetsValuationAllowance / USD,16435000.0,,,,16366000.0,,,16366000.0,13891000.0,,,,14143000.0,,,,24691000.0,,,,20315000.0,,,,26374000.0,,
DeferredTaxLiabilities / USD,204343000.0,,,,140591000.0,,,140591000.0,156099000.0,,,,227335000.0,,,,772172000.0,,,,595336000.0,,,,462381000.0,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets / USD,140398000.0,,,,128479000.0,,,128479000.0,129951000.0,,,,199242000.0,,,,755980000.0,,,,630589000.0,,,,518814000.0,,
DeferredTaxLiabilitiesLeasingArrangements / USD,,,,,0.0,,,0.0,29268000.0,,,,33401000.0,,,,43593000.0,,,,45834000.0,,,,46657000.0,,
DeferredTaxLiabilitiesOther / USD,,,,,2197000.0,,,2197000.0,5878000.0,,,,3833000.0,,,,3473000.0,,,,3186000.0,,,,2559000.0,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,61171000.0,,,,61060000.0,,,61060000.0,68179000.0,,,,73344000.0,,,,110951000.0,,,,98601000.0,,,,92358000.0,,
DefinedBenefitPensionPlanLiabilitiesNoncurrent / USD,29407000.0,16168000.0,16168000.0,16168000.0,16168000.0,10987000.0,10987000.0,16168000.0,10987000.0,3748000.0,3748000.0,3748000.0,3748000.0,1772000.0,1772000.0,1772000.0,1772000.0,2876000.0,2876000.0,2876000.0,2876000.0,2727000.0,2727000.0,2727000.0,2727000.0,3300000.0,3300000.0
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeBeforeTax / USD,10833000.0,,,,7463000.0,,,7463000.0,4199000.0,,,,-6767000.0,,,,-5602000.0,,,,-584000.0,,,,-599000.0,,
DefinedBenefitPlanChangeInFairValueOfPlanAssetsLevel3ReconciliationPeriodIncreaseDecrease / USD,-43000.0,,,,29000.0,,,29000.0,62000.0,,,,197000.0,,,,-115000.0,,,,-157000.0,,,,28000.0,,
DefinedBenefitPlanHealthCareCostTrendRateAssumedNextFiscalYear / pure,0.07,,,,0.07,,,0.07,0.0675,,,,0.0675,,,,0.07,,,,0.07,,,,0.075,,
DefinedBenefitPlanPlanAssetsForeignCurrencyTranslationGainLoss / USD,189000.0,,,,-292000.0,,,-292000.0,-142000.0,,,,160000.0,,,,153000.0,,,,-159000.0,,,,64000.0,,
DefinedBenefitPlanPlanAssetsPrescriptionDrugSubsidyReceipt / USD,383000.0,,,,706000.0,,,706000.0,708000.0,,,,899000.0,,,,660000.0,,,,477000.0,,,,339000.0,,
DefinedBenefitPlanUltimateHealthCareCostTrendRate1 / pure,0.045,,,,0.045,,,0.045,0.045,,,,0.045,,,,0.045,,,,0.045,,,,0.045,,
DefinedContributionPlanEmployerDiscretionaryContributionAmount / USD,22676000.0,,,,24037000.0,,,24037000.0,25935000.0,,,,27818000.0,,,,29853000.0,,,,38600000.0,,,,36564000.0,,
Depreciation / USD,119536000.0,,,,108137000.0,,,108137000.0,127174000.0,,,,122707000.0,,,,132725000.0,,,,176298000.0,,,,165019000.0,,
DepreciationDepletionAndAmortization / USD,188142000.0,46854000.0,92971000.0,175658000.0,178332000.0,47102000.0,96736000.0,178332000.0,225921000.0,48954000.0,103372000.0,160193000.0,197235000.0,83621000.0,201663000.0,319273000.0,219237000.0,138863000.0,272742000.0,410693000.0,553104000.0,137925000.0,290177000.0,430806000.0,552897000.0,112700000.0,228000000.0
DividendsCommonStockCash / USD,93193000.0,26265000.0,55005000.0,83750000.0,102929000.0,28823000.0,60220000.0,102929000.0,112503000.0,31471000.0,65560000.0,99696000.0,123034000.0,34148000.0,77107000.0,120118000.0,133837000.0,43008000.0,89981000.0,136898000.0,163169000.0,46427000.0,97795000.0,149173000.0,183498000.0,51400000.0,107700000.0
EarningsPerShareBasic / USD/shares,1.29,0.83,1.74,2.31,3.42,1.0,2.12,3.42,3.59,1.05,2.3,3.64,4.81,-0.24,0.51,1.98,4.66,1.11,-2.04,-0.8,2.5,1.25,2.42,3.84,1.07,1.47,2.99
EarningsPerShareDiluted / USD/shares,1.28,0.82,1.72,2.28,3.39,0.99,2.09,3.39,3.55,1.05,2.28,3.61,4.76,-0.24,0.5,1.97,4.63,1.1,-2.04,-0.8,2.48,1.25,2.41,3.82,1.07,1.46,2.98
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,-8730000.0,1539000.0,-5171000.0,-4825000.0,19849000.0,-12908000.0,-31927000.0,-17574000.0,-6293000.0,-639000.0,-5568000.0,1932000.0,-14862000.0,-1300000.0,8100000.0
EffectiveIncomeTaxRateContinuingOperations / pure,0.401,0.154,0.171,0.169,0.178,0.147,0.17,0.178,0.174,0.176,0.193,0.188,0.182,0.244,0.213,0.215,0.233,0.179,-0.032,-1.148,0.224,0.217,0.221,0.219,0.182,0.201,0.213
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,0.2,0.21,,,0.19,0.21,0.21,0.19,0.125,,,,0.125,,,,0.125,,,,0.125,,,,0.125,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance / pure,,,,,0.001,,,0.001,0.004,,,,0.005,,,,0.003,,,,0.007,,,,0.0,,
EffectiveIncomeTaxRateReconciliationDispositionOfBusiness / pure,,,,,,,,,,,,,,,,,,,,,0.205,0.234,0.228,0.24,0.139,0.214,0.214
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential / pure,0.0,,,,0.0,,,0.0,0.045,,,,0.069,,,,0.083,,,,0.142,,,,0.089,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,0.015,,,,0.004,,,0.004,0.0,,,,0.002,,,,0.001,,,,-0.006,,,,0.0,,
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent / pure,,,,,-0.018,,,-0.018,-0.022,,,,-0.028,,,,-0.019,,,,-0.043,,,,-0.006,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,0.038,,,,0.023,,,0.023,0.031,,,,0.02,,,,0.024,,,,0.016,,,,-0.011,,
EffectiveIncomeTaxRateReconciliationTaxCreditsForeign / pure,0.0,,,,0.002,,,0.002,0.002,,,,0.006,,,,0.003,,,,0.018,,,,0.008,,
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch / pure,0.011,,,,0.005,,,0.005,0.006,,,,0.005,,,,0.005,,,,0.007,,,,0.004,,
EffectiveIncomeTaxRateReconciliationTaxSettlements / pure,,,,,,,,,0.0,,,,0.0,,,,0.021,,,,0.0,,,,0.0,,
EmployeeRelatedLiabilitiesCurrent / USD,94000000.0,109058000.0,109058000.0,109058000.0,109058000.0,128261000.0,128261000.0,109058000.0,128261000.0,150078000.0,150078000.0,150078000.0,150078000.0,183721000.0,183721000.0,183721000.0,183721000.0,125642000.0,125642000.0,125642000.0,118463000.0,164831000.0,164831000.0,164831000.0,164831000.0,192700000.0,192700000.0
