fact_unit,2011-09-12,2011-11-01,2012-02-29,2012-04-30,2012-07-27,2012-10-26,2013-02-12,2013-04-26,2013-06-17,2013-07-26,2013-10-29,2014-02-20,2014-04-29,2014-07-25,2014-10-24,2015-02-17,2015-04-24,2015-07-28,2015-10-23,2016-02-16,2016-04-22,2016-07-29,2016-11-01,2017-02-17,2017-04-28,2017-07-28,2017-10-27,2018-02-22,2018-04-27,2018-08-03,2018-10-30,2019-02-21,2019-04-26,2019-08-02,2019-11-01,2020-02-20,2020-05-01,2020-07-31,2020-10-30,2021-02-25,2021-04-30,2021-07-30,2021-10-29,2022-02-24,2022-04-29,2022-07-29,2022-10-28,2023-02-23,2023-04-28,2023-05-12,2023-08-04,2023-10-27,2024-02-22,2024-04-26,2024-08-02,2024-11-01,2025-02-27,2025-04-25,2025-08-01,2025-10-31
AdditionalPaidInCapital / USD,9837000000.0,9837000000.0,,10272000000.0,10272000000.0,10272000000.0,10272000000.0,10351000000.0,10272000000.0,10351000000.0,10351000000.0,10351000000.0,10382000000.0,10382000000.0,10382000000.0,10382000000.0,10387000000.0,10387000000.0,10387000000.0,10387000000.0,10202000000.0,10202000000.0,10202000000.0,10202000000.0,10191000000.0,10191000000.0,10191000000.0,10191000000.0,10206000000.0,10206000000.0,10206000000.0,10206000000.0,7041000000.0,7041000000.0,7041000000.0,7041000000.0,5954000000.0,5954000000.0,5954000000.0,5954000000.0,5986000000.0,5986000000.0,5986000000.0,5986000000.0,6044000000.0,6044000000.0,6044000000.0,6044000000.0,6119000000.0,6044000000.0,6119000000.0,6119000000.0,6119000000.0,6145000000.0,6145000000.0,6145000000.0,6145000000.0,6150000000.0,6150000000.0,6150000000.0
AdvancesOnInventoryPurchases / USD,,,,,,,90000000.0,,90000000.0,,,67000000.0,,,,180000000.0,,,,66000000.0,,,,54000000.0,,,,37000000.0,,,,35000000.0,,,,57000000.0,,,,54000000.0,,,,61000000.0,,,,57000000.0,,57000000.0,,,63000000.0,,,,90000000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,,,,16000000.0,,29000000.0,,29000000.0,29000000.0,29000000.0,43000000.0,43000000.0,43000000.0,43000000.0,29000000.0,29000000.0,29000000.0,29000000.0,24000000.0,24000000.0,24000000.0,24000000.0,16000000.0,16000000.0,16000000.0,16000000.0,17000000.0,17000000.0,17000000.0,17000000.0,16000000.0,16000000.0,16000000.0,16000000.0,16000000.0,16000000.0,16000000.0,16000000.0,15000000.0,15000000.0,15000000.0,15000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,4000000.0,4000000.0,4000000.0
AmortizationOfFinancingCostsAndDiscounts / USD,,,,8000000.0,20000000.0,28000000.0,,,,,,,6000000.0,11000000.0,16000000.0,,9000000.0,12000000.0,16000000.0,21000000.0,4000000.0,8000000.0,12000000.0,20000000.0,4000000.0,9000000.0,12000000.0,16000000.0,4000000.0,8000000.0,12000000.0,16000000.0,4000000.0,7000000.0,11000000.0,15000000.0,1000000.0,4000000.0,7000000.0,14000000.0,4000000.0,7000000.0,12000000.0,11000000.0,5000000.0,13000000.0,21000000.0,21000000.0,4000000.0,21000000.0,8000000.0,11000000.0,35000000.0,3000000.0,4000000.0,7000000.0,14000000.0,2000000.0,5000000.0,9000000.0
AssetImpairmentCharges / USD,,,,5000000.0,18000000.0,44000000.0,,22000000.0,,22000000.0,22000000.0,52000000.0,,,,22000000.0,,,,,,,,,,,,,,,,,,,,,,,,582000000.0,,,582000000.0,582000000.0,,0.0,0.0,582000000.0,0.0,582000000.0,69000000.0,69000000.0,624000000.0,252000000.0,252000000.0,277000000.0,69000000.0,,0.0,5000000.0
AssetRetirementObligation / USD,,,,123000000.0,123000000.0,123000000.0,132000000.0,106000000.0,132000000.0,106000000.0,106000000.0,123000000.0,,,,106000000.0,,,,92000000.0,,,,88000000.0,,,,83000000.0,,,,77000000.0,,,,58000000.0,,,,58000000.0,,,,65000000.0,,,,64000000.0,,64000000.0,,,62000000.0,,,,305000000.0,,,
AssetRetirementObligationAccretionExpense / USD,,,,,,,4000000.0,,4000000.0,,,3000000.0,,,,3000000.0,,,,3000000.0,,,,3000000.0,,,,3000000.0,,,,2000000.0,,,,2000000.0,,,,1000000.0,,,,2000000.0,,,,2000000.0,,2000000.0,,,3000000.0,,,,10000000.0,,,
AssetRetirementObligationCashPaidToSettle / USD,,,,,,,28000000.0,,28000000.0,,,29000000.0,,,,14000000.0,,,,4000000.0,,,,1000000.0,,,,4000000.0,,,,3000000.0,,,,2000000.0,,,,0.0,,,,6000000.0,,,,3000000.0,,3000000.0,,,3000000.0,,,,5000000.0,,,
AssetRetirementObligationCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,
AssetRetirementObligationForeignCurrencyTranslationGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,-9000000.0,,,,-4000000.0,,,,8000000.0,,,,-2000000.0,,,,-1000000.0,,,,5000000.0,,,,-4000000.0,,-4000000.0,,,-3000000.0,,,,1000000.0,,,
AssetRetirementObligationRevisionOfEstimate / USD,,,,,,,-6000000.0,,-6000000.0,,,-2000000.0,,,,-6000000.0,,,,4000000.0,,,,1000000.0,,,,-1000000.0,,,,-26000000.0,,,,2000000.0,,,,7000000.0,,,,-2000000.0,,,,3000000.0,,3000000.0,,,3000000.0,,,,0.0,,,
Assets / USD,25302000000.0,25302000000.0,,22839000000.0,22839000000.0,22839000000.0,22839000000.0,24220000000.0,22839000000.0,24220000000.0,24220000000.0,24220000000.0,27298000000.0,27298000000.0,27298000000.0,27298000000.0,24283000000.0,24283000000.0,24283000000.0,24221000000.0,22757000000.0,22757000000.0,22757000000.0,22757000000.0,23442000000.0,23442000000.0,23442000000.0,23442000000.0,26206000000.0,26206000000.0,26206000000.0,26206000000.0,28278000000.0,28278000000.0,28278000000.0,28278000000.0,30435000000.0,30435000000.0,30435000000.0,30435000000.0,35403000000.0,35403000000.0,35403000000.0,35403000000.0,36742000000.0,36742000000.0,36742000000.0,36742000000.0,36365000000.0,36742000000.0,36365000000.0,36365000000.0,36365000000.0,37000000000.0,37000000000.0,37000000000.0,37000000000.0,35746000000.0,35746000000.0,35746000000.0
AssetsCurrent / USD,13779000000.0,13779000000.0,,11435000000.0,11435000000.0,11435000000.0,11435000000.0,12286000000.0,11435000000.0,12286000000.0,12286000000.0,12286000000.0,14599000000.0,14599000000.0,14599000000.0,14599000000.0,11645000000.0,11645000000.0,11645000000.0,11645000000.0,9789000000.0,9789000000.0,9789000000.0,9789000000.0,9599000000.0,9599000000.0,9599000000.0,9599000000.0,11738000000.0,11738000000.0,11738000000.0,11738000000.0,10566000000.0,10566000000.0,10566000000.0,10566000000.0,9510000000.0,9510000000.0,9510000000.0,9510000000.0,11634000000.0,11634000000.0,11634000000.0,11634000000.0,12217000000.0,12217000000.0,12217000000.0,12217000000.0,11845000000.0,12217000000.0,11845000000.0,11845000000.0,11845000000.0,13152000000.0,13152000000.0,13152000000.0,13152000000.0,12266000000.0,12266000000.0,12266000000.0
AssetsHeldForSaleNotPartOfDisposalGroupCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,444000000.0,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,,,,,456000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
CashAndCashEquivalentsAtCarryingValue / USD,4222000000.0,4222000000.0,,4222000000.0,4222000000.0,4222000000.0,1065000000.0,1065000000.0,1065000000.0,1065000000.0,1065000000.0,4222000000.0,2732000000.0,2732000000.0,2732000000.0,1065000000.0,4450000000.0,4450000000.0,4450000000.0,2732000000.0,1031000000.0,1031000000.0,1031000000.0,4450000000.0,924000000.0,875000000.0,875000000.0,875000000.0,1523000000.0,1523000000.0,1523000000.0,1523000000.0,332000000.0,332000000.0,332000000.0,332000000.0,858000000.0,858000000.0,858000000.0,858000000.0,1763000000.0,1763000000.0,1763000000.0,1763000000.0,1472000000.0,1472000000.0,1472000000.0,1472000000.0,2151000000.0,1472000000.0,2151000000.0,2151000000.0,2151000000.0,3390000000.0,3390000000.0,3390000000.0,3390000000.0,3375000000.0,3375000000.0,3375000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,931000000.0,1033000000.0,878000000.0,878000000.0,878000000.0,931000000.0,1528000000.0,1528000000.0,1528000000.0,878000000.0,401000000.0,401000000.0,401000000.0,1528000000.0,888000000.0,888000000.0,888000000.0,401000000.0,1765000000.0,1765000000.0,1765000000.0,888000000.0,1477000000.0,888000000.0,1477000000.0,1477000000.0,1765000000.0,2156000000.0,2156000000.0,2156000000.0,1477000000.0,3405000000.0,3405000000.0,3405000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,-187000000.0,-102000000.0,-392000000.0,-138000000.0,333000000.0,-53000000.0,312000000.0,858000000.0,-996000000.0,650000000.0,-43000000.0,907000000.0,111000000.0,-1127000000.0,745000000.0,1690000000.0,1596000000.0,487000000.0,-302000000.0,-382000000.0,133000000.0,877000000.0,317000000.0,877000000.0,-411000000.0,9000000.0,-288000000.0,-352000000.0,338000000.0,688000000.0,679000000.0,-1074000000.0,-541000000.0,-770000000.0
ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35000000.0,-55000000.0,-57000000.0,47000000.0,44000000.0,52000000.0,60000000.0,51000000.0,-40000000.0,-89000000.0,-113000000.0,-40000000.0,-95000000.0,-87000000.0,-81000000.0,-64000000.0,5000000.0,4000000.0,14000000.0,64000000.0,84000000.0,64000000.0,141000000.0,238000000.0,235000000.0,-37000000.0,1000000.0,27000000.0,-48000000.0,23000000.0,21000000.0,-43000000.0
CommonStockDividendsPerShareCashPaid / USD/shares,,,,0.0,0.65,0.25,5.05,0.4,5.05,0.9,0.9,4.2,,1.3,2.0,0.4,0.7,0.7,0.7,0.6,0.78,0.78,0.78,0.7,0.85,0.85,0.85,0.78,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.05,1.05,1.05,1.0,1.05,1.05,1.05,1.05,1.13,,,,,,,,,,2.59,1.25,5.2,1.34,1.37,1.34
CommonStockDividendsPerShareDeclared / USD/shares,0.1,0.3,5.05,,,,,,,,1.4,,0.6,1.3,2.0,,0.7,1.48,2.26,2.0,0.78,1.63,2.48,2.7,0.85,1.75,2.65,3.04,1.0,2.0,2.65,3.33,1.0,2.0,3.0,3.55,1.0,2.05,3.1,4.0,1.05,2.1,3.15,4.15,1.05,2.18,3.31,4.2,1.13,4.2,2.32,3.51,4.44,1.19,2.44,3.69,4.7,1.25,2.59,3.93
CommonStockParOrStatedValuePerShare / EUR/shares,0.04,0.04,0.04,,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
CommonStockSharesAuthorized / shares,1275000000.0,1275000000.0,,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0
CommonStockSharesOutstanding / shares,,,,573390514.0,573390514.0,573390514.0,573390514.0,575216709.0,573390514.0,575216709.0,575216709.0,575216709.0,548824138.0,548824138.0,548824138.0,548824138.0,486969402.0,486969402.0,486969402.0,486969402.0,440150069.0,440150069.0,440150069.0,440150069.0,404046331.0,404046331.0,404046331.0,404046331.0,394512054.0,394512054.0,394512054.0,,375696661.0,375696661.0,375696661.0,375696661.0,333476883.0,333476883.0,333476883.0,333476883.0,334015220.0,334015220.0,334015220.0,334015220.0,329536389.0,329536389.0,329536389.0,329536389.0,325723567.0,329536389.0,325723567.0,325723567.0,325723567.0,324483402.0,324483402.0,324483402.0,324483402.0,323889832.0,323889832.0,323889832.0
CommonStockValue / USD,30000000.0,30000000.0,,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,22000000.0,22000000.0,22000000.0,22000000.0,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0,,19000000.0,19000000.0,19000000.0,,19000000.0,19000000.0,19000000.0
CommonStockValueOutstanding / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19000000.0,,,,19000000.0,,,
ComprehensiveIncomeNetOfTax / USD,,,,1042000000.0,1972000000.0,2360000000.0,,809000000.0,,1208000000.0,2242000000.0,1639000000.0,713000000.0,1736000000.0,2795000000.0,2864000000.0,947000000.0,2070000000.0,2775000000.0,4364000000.0,626000000.0,2215000000.0,3326000000.0,3052000000.0,1071000000.0,2087000000.0,3019000000.0,4064000000.0,870000000.0,2064000000.0,3137000000.0,3763000000.0,1285000000.0,2882000000.0,4044000000.0,5105000000.0,760000000.0,1718000000.0,2460000000.0,4680000000.0,-387000000.0,-20000000.0,263000000.0,2969000000.0,1147000000.0,3220000000.0,4946000000.0,1261000000.0,1386000000.0,1261000000.0,3048000000.0,3523000000.0,5750000000.0,537000000.0,1225000000.0,1903000000.0,4313000000.0,415000000.0,1347000000.0,2067000000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,,,,1039000000.0,1968000000.0,2356000000.0,,808000000.0,,1205000000.0,2237000000.0,1632000000.0,712000000.0,1733000000.0,2790000000.0,2850000000.0,946000000.0,2067000000.0,2771000000.0,4360000000.0,624000000.0,2212000000.0,3324000000.0,3046000000.0,1071000000.0,2087000000.0,3020000000.0,4062000000.0,870000000.0,2063000000.0,3135000000.0,3764000000.0,1285000000.0,2882000000.0,4044000000.0,5103000000.0,762000000.0,1721000000.0,2465000000.0,4682000000.0,-385000000.0,-17000000.0,268000000.0,2976000000.0,1149000000.0,3223000000.0,4951000000.0,1268000000.0,1388000000.0,1268000000.0,3051000000.0,3528000000.0,5757000000.0,539000000.0,1228000000.0,1908000000.0,4320000000.0,417000000.0,1350000000.0,2072000000.0
ContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89000000.0,138000000.0,138000000.0,138000000.0,138000000.0,138000000.0,124000000.0,124000000.0,124000000.0,124000000.0,194000000.0,194000000.0,194000000.0,194000000.0,169000000.0,169000000.0,169000000.0,169000000.0,167000000.0,169000000.0,167000000.0,167000000.0,167000000.0,175000000.0,175000000.0,175000000.0,175000000.0,117000000.0,117000000.0,117000000.0
CostDepreciationAmortizationAndDepletion / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334000000.0,675000000.0,1021000000.0
CostOfRevenue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20531000000.0,23191000000.0,8012000000.0,16302000000.0,24801000000.0,28059000000.0,7446000000.0,14988000000.0,22257000000.0,32529000000.0,6868000000.0,11762000000.0,17647000000.0,29301000000.0,7678000000.0,16354000000.0,26463000000.0,24359000000.0,11136000000.0,24359000000.0,23403000000.0,34491000000.0,37397000000.0,8864000000.0,17732000000.0,26909000000.0,43847000000.0,7200000000.0,14444000000.0,21747000000.0
CostsAndExpenses / USD,,,,11187000000.0,22281000000.0,33304000000.0,,10794000000.0,,20593000000.0,30538000000.0,43846000000.0,9402000000.0,19141000000.0,29086000000.0,40676000000.0,9795000000.0,20299000000.0,30659000000.0,38960000000.0,6610000000.0,13910000000.0,20594000000.0,39872000000.0,5383000000.0,11308000000.0,17424000000.0,26613000000.0,7220000000.0,14046000000.0,21230000000.0,24123000000.0,8273000000.0,16853000000.0,25691000000.0,29024000000.0,7761000000.0,15632000000.0,23230000000.0,33773000000.0,7190000000.0,12397000000.0,19150000000.0,30611000000.0,7994000000.0,17029000000.0,27481000000.0,26194000000.0,11496000000.0,26194000000.0,24193000000.0,35631000000.0,39400000000.0,9534000000.0,18829000000.0,28440000000.0,45350000000.0,7653000000.0,15332000000.0,23071000000.0
CurrentFederalTaxExpenseBenefit / USD,,,,,,,,,,,,419000000.0,,,,464000000.0,,,,969000000.0,,,,985000000.0,,,,1009000000.0,,,,421000000.0,,,,543000000.0,,,,-89000000.0,,,,122000000.0,,,,-774000000.0,,-774000000.0,,,669000000.0,,,,250000000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,,,,,,,,,161000000.0,,,,78000000.0,,,,135000000.0,,,,277000000.0,,,,468000000.0,,,,557000000.0,,,,595000000.0,,,,404000000.0,,,,296000000.0,,,,399000000.0,,399000000.0,,,617000000.0,,,,205000000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,607000000.0,,,,612000000.0,,,,1182000000.0,,,,1363000000.0,,,,1549000000.0,,,,1029000000.0,,,,1185000000.0,,,,353000000.0,,,,439000000.0,,,,-374000000.0,,-374000000.0,,,1361000000.0,,,,513000000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,,,,,,,,27000000.0,,,,70000000.0,,,,78000000.0,,,,101000000.0,,,,72000000.0,,,,51000000.0,,,,47000000.0,,,,38000000.0,,,,21000000.0,,,,1000000.0,,1000000.0,,,75000000.0,,,,58000000.0,,,
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,394000000.0,,,,607000000.0,,,,218000000.0,,,,122000000.0,,,,66000000.0,,,,339000000.0,,,,-637000000.0,,,,197000000.0,,,,124000000.0,,,,415000000.0,,415000000.0,,,-103000000.0,,,,369000000.0,,,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,60000000.0,,,,73000000.0,,,,-270000000.0,,,,50000000.0,,,,104000000.0,,,,20000000.0,,,,22000000.0,,,,48000000.0,,,,75000000.0,,,,-76000000.0,,-76000000.0,,,-114000000.0,,,,-12000000.0,,,
DeferredIncomeTaxAssetsNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38000000.0,,,,39000000.0,,,,174000000.0,,174000000.0,,,157000000.0,,,,196000000.0,,,
DeferredIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,452000000.0,,,,715000000.0,,,,-46000000.0,,,,177000000.0,,,,181000000.0,,,,357000000.0,,,,-587000000.0,,,,260000000.0,,,,209000000.0,,,,331000000.0,,331000000.0,,,-198000000.0,,,,369000000.0,,,
DeferredIncomeTaxLiabilities / USD,,,,,,,,,,,,2454000000.0,,,,2662000000.0,,,,2590000000.0,,,,2598000000.0,,,,2774000000.0,,,,2077000000.0,,,,2414000000.0,,,,2916000000.0,,,,3346000000.0,,,,3120000000.0,,3120000000.0,,,3577000000.0,,,,3743000000.0,,,
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015000000.0,2015000000.0,2332000000.0,2332000000.0,2332000000.0,2332000000.0,2334000000.0,2334000000.0,2334000000.0,2334000000.0,2858000000.0,2334000000.0,2858000000.0,2858000000.0,2858000000.0,2886000000.0,2886000000.0,2886000000.0,2886000000.0,2535000000.0,2535000000.0,2535000000.0
