fact_unit,2021-05-14,2021-08-13,2021-11-05,2022-02-25,2022-05-09,2022-08-03,2022-11-03,2023-02-17,2023-05-09,2023-08-03,2023-11-01,2024-02-16,2024-05-08,2024-08-06,2024-11-07,2025-02-13,2025-05-01,2025-08-06,2025-11-06
CommonStockParOrStatedValuePerShare / USD/shares,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
CommonStockValue / USD,60000.0,60000.0,60000.0,60000.0,63000.0,63000.0,63000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ComprehensiveIncomeNetOfTax / USD,-351597000.0,-919028000.0,-695322000.0,-670837000.0,-1177050000.0,-1243060000.0,-412326000.0,-4578000000.0,-24000000.0,343000000.0,1540000000.0,-362000000.0,119000000.0,766000000.0,5168000000.0,1868000000.0,304000000.0,863000000.0,2189000000.0
ContractWithCustomerLiability / USD,2181329000.0,2181329000.0,2181329000.0,2181329000.0,3715471000.0,3715471000.0,3715471000.0,3715000000.0,4783000000.0,4783000000.0,4783000000.0,4783000000.0,5869000000.0,5869000000.0,5869000000.0,5869000000.0,5931000000.0,5931000000.0,5931000000.0
CostOfRevenue / USD,277772000.0,438970000.0,666295000.0,1196313000.0,254515000.0,548942000.0,860522000.0,876000000.0,363000000.0,753000000.0,1154000000.0,1156000000.0,428000000.0,860000000.0,1319000000.0,1499000000.0,480000000.0,986000000.0,1451000000.0
CostsAndExpenses / USD,1167319000.0,2085308000.0,3008902000.0,5306782000.0,1333881000.0,2720355000.0,4105814000.0,6968000000.0,1514000000.0,3249000000.0,4930000000.0,5563000000.0,1823000000.0,3784000000.0,5685000000.0,6597000000.0,2041000000.0,4292000000.0,6499000000.0
CurrentFederalTaxExpenseBenefit / USD,,,,223673000.0,,,,-91000000.0,,,,5000000.0,,,,19000000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,38660000.0,,,,15000000.0,,,,34000000.0,,,,68000000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,,268263000.0,,,,-77000000.0,,,,41000000.0,,,,97000000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,5930000.0,,,,-1000000.0,,,,2000000.0,,,,10000000.0,,,
DebtSecuritiesAvailableForSaleAmortizedCostAllowanceForCreditLossExcludingAccruedInterest / USD,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DebtSecuritiesAvailableForSaleAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLoss / USD,,,,,,,,,2426000000.0,1969000000.0,2324000000.0,2521000000.0,2542000000.0,2650000000.0,2829000000.0,3060000000.0,3201000000.0,3255000000.0,3277000000.0
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger / USD,,,,,,,,,12900000.0,13000000.0,13000000.0,13000000.0,14000000.0,14000000.0,14000000.0,,14000000.0,14000000.0,14000000.0
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss / USD,,,,0.0,32100000.0,46200000.0,29900000.0,0.0,92300000.0,92000000.0,92000000.0,92000000.0,283000000.0,283000000.0,283000000.0,283000000.0,269000000.0,269000000.0,269000000.0
DebtSecuritiesAvailableForSaleExcludingAccruedInterest / USD,,,,,,,,,2411000000.0,1948000000.0,2300000000.0,2511000000.0,2528000000.0,2633000000.0,2830000000.0,3049000000.0,3194000000.0,3251000000.0,3278000000.0
DebtSecuritiesAvailableForSaleUnrealizedLossPosition / USD,229700000.0,229700000.0,229700000.0,139700000.0,801500000.0,801500000.0,801500000.0,801500000.0,748300000.0,748000000.0,748000000.0,748000000.0,777000000.0,777000000.0,777000000.0,777000000.0,1100000000.0,1100000000.0,1100000000.0
DebtSecuritiesUnrealizedGainLoss / USD,-1700000.0,-1700000.0,-1700000.0,0.0,-3500000.0,-3500000.0,-3500000.0,-3500000.0,-19400000.0,-19000000.0,-19000000.0,-19000000.0,-16000000.0,-16000000.0,-16000000.0,,-17000000.0,-17000000.0,-17000000.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,-1563000.0,,,,0.0,,,,0.0,,,,0.0,,,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,-3816000.0,,,,-20000000.0,,,,11000000.0,,,,-1000000.0,,,
DeferredIncomeTaxAssetsNet / USD,,,,,,,,,,,16000000.0,16000000.0,2881000000.0,2881000000.0,2881000000.0,2881000000.0,2439000000.0,2439000000.0,2439000000.0
DeferredIncomeTaxExpenseBenefit / USD,,,,-5627000.0,,,,-20000000.0,,,,11000000.0,,,,-1000000.0,,,
DeferredIncomeTaxesAndTaxCredits / USD,,,,,,,,,,,15000000.0,11000000.0,,0.0,-2759000000.0,-1000000.0,,65000000.0,304000000.0
DeferredRevenueCurrent / USD,407895000.0,407895000.0,407895000.0,407895000.0,903728000.0,903728000.0,903728000.0,904000000.0,1182000000.0,1182000000.0,1182000000.0,1182000000.0,1427000000.0,1427000000.0,1427000000.0,1427000000.0,1616000000.0,1616000000.0,1616000000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,-248000.0,,,,0.0,,,,0.0,,,,0.0,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets / USD,,,,274396000.0,,,,210000000.0,,,,188000000.0,,,,158000000.0,,,
DeferredTaxAssetsGross / USD,,,,2187826000.0,,,,3336000000.0,,,,3216000000.0,,,,3283000000.0,,,
DeferredTaxAssetsInProcessResearchAndDevelopment / USD,,,,,,,,0.0,,,,413000000.0,,,,671000000.0,,,
DeferredTaxAssetsLiabilitiesNet / USD,,,,25504000.0,,,,15000000.0,,,,16000000.0,,,,2881000000.0,,,
DeferredTaxAssetsNet / USD,,,,134757000.0,,,,72000000.0,,,,50000000.0,,,,2919000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwards / USD,,,,1078070000.0,,,,1988000000.0,,,,1539000000.0,,,,1232000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic / USD,,,,5100000000.0,,,,8800000000.0,,,,6800000000.0,,,,5300000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal / USD,,,,2500000000.0,,,,5500000000.0,,,,4800000000.0,,,,4600000000.0,,,
DeferredTaxAssetsOther / USD,,,,53477000.0,,,,155000000.0,,,,37000000.0,,,,55000000.0,,,
DeferredTaxAssetsTaxCreditCarryforwards / USD,,,,333991000.0,,,,568000000.0,,,,664000000.0,,,,844000000.0,,,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax / USD,,,,,,,,,,,,,,,,311000000.0,,,
DeferredTaxAssetsTaxCreditCarryforwardsResearch / USD,,,,287000000.0,,,,491200000.0,,,,578000000.0,,,,720000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost / USD,,,,211216000.0,,,,157000000.0,,,,111000000.0,,,,70000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals / USD,,,,70130000.0,,,,106000000.0,,,,123000000.0,,,,113000000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,,2053069000.0,,,,3264000000.0,,,,3166000000.0,,,,364000000.0,,,213000000.0
DeferredTaxLiabilities / USD,,,,109253000.0,,,,57000000.0,,,,34000000.0,,,,38000000.0,,,
DeferredTaxLiabilitiesOther / USD,,,,3091000.0,,,,0.0,,,,2000000.0,,,,2000000.0,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,,,33503000.0,,,,8000000.0,,,,9000000.0,,,,18000000.0,,,
Depreciation / USD,,,,,,,,,,,,86000000.0,,,,43000000.0,,,
DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral / USD,1100000.0,1100000.0,1100000.0,1100000.0,15600000.0,15600000.0,15600000.0,15600000.0,400000.0,6000000.0,92000000.0,1000000.0,22000000.0,51000000.0,,100000000.0,5000000.0,1000000.0,1000000.0
DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral / USD,20900000.0,20900000.0,20900000.0,20900000.0,8700000.0,,300000.0,20500000.0,22900000.0,14000000.0,,34000000.0,,,62000000.0,,16000000.0,134000000.0,82000000.0
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther / USD,,,,,,,,0.0,0.0,2000000.0,2000000.0,0.0,1000000.0,2000000.0,2000000.0,4000000.0,1000000.0,2000000.0,2000000.0
DividendsPreferredStock / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,-97117000.0,-69563000.0,35210000.0,-25284000.0,-72287000.0,-55754000.0,-159006000.0,134000000.0,3000000.0,-308000000.0,-625000000.0,-210000000.0,79000000.0,132000000.0,-10000000.0,-337000000.0,-111000000.0,-202000000.0,117000000.0
EffectiveIncomeTaxRateContinuingOperations / pure,,,,-0.638,,,,0.021,,,,-0.173,,,,0.048,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance / pure,,,,-0.034,,,,-0.321,,,,-3.319,,,,-0.06,,,
EffectiveIncomeTaxRateReconciliationFdiiPercent / pure,,,,,,,,0.0,,,,0.0,,,,0.019,,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential / pure,,,,-0.195,,,,-0.005,,,,-0.051,,,,0.01,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther / pure,,,,-0.026,,,,-0.003,,,,-0.011,,,,0.003,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost / pure,,,,-0.009,,,,0.071,,,,2.824,,,,-0.069,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,,,,0.002,,,,0.003,,,,0.013,,,,0.0,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,,,-0.002,,,,0.0,,,,-0.007,,,,0.004,,,
EffectiveIncomeTaxRateReconciliationTaxContingencies / pure,,,,-0.042,,,,-0.002,,,,-0.01,,,,0.008,,,
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch / pure,,,,0.009,,,,-0.043,,,,-0.51,,,,0.047,,,
EmployeeRelatedLiabilitiesCurrent / USD,380164000.0,380164000.0,380164000.0,380164000.0,415626000.0,415626000.0,415626000.0,416000000.0,380000000.0,380000000.0,380000000.0,380000000.0,436000000.0,436000000.0,436000000.0,436000000.0,498000000.0,498000000.0,498000000.0
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions / USD,,,,85700000.0,,,,78000000.0,,,,87000000.0,,,,80000000.0,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,,,9800000.0,,,,39900000.0,,,,36000000.0,,,,19000000.0,,,
EntityPublicFloat / USD,,,,50300000000.0,,,,35100000000.0,,,,52800000000.0,,,,66100000000.0,,,
EquityMethodInvestmentOtherThanTemporaryImpairment / USD,,,,9800000.0,0.0,0.0,0.0,29000000.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
EquityMethodInvestments / USD,,,,21000000.0,17400000.0,17400000.0,17400000.0,17400000.0,13800000.0,14000000.0,14000000.0,14000000.0,,,,8000000.0,47000000.0,47000000.0,47000000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount / USD,131210000.0,131210000.0,131210000.0,131210000.0,78074000.0,75000000.0,75000000.0,75000000.0,75000000.0,75000000.0,75000000.0,75000000.0,,83000000.0,83000000.0,83000000.0,38000000.0,38000000.0,38000000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueDownwardPriceAdjustmentAnnualAmount / USD,45636000.0,53136000.0,53136000.0,53136000.0,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,45000000.0,0.0
EquitySecuritiesWithoutReadilyDeterminableFairValueDownwardPriceAdjustmentCumulativeAmount / USD,,,,53136000.0,,,,,,,,,,,,,131000000.0,131000000.0,108000000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueImpairmentLossAnnualAmount / USD,45636000.0,53136000.0,82125000.0,27751000.0,,,,53100000.0,0.0,,,3000000.0,,0.0,0.0,0.0,0.0,45000000.0,45000000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueImpairmentLossCumulativeAmount / USD,53100000.0,53100000.0,,,,,56200000.0,56200000.0,56200000.0,56000000.0,56000000.0,56000000.0,,101000000.0,101000000.0,101000000.0,,,
EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentAnnualAmount / USD,0.0,,,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,,,,54166000.0,,,,61000000.0,,,,43000000.0,,,,55000000.0,,,
FiniteLivedIntangibleAssetsNet / USD,,,,75886000.0,,,,52000000.0,,,,34000000.0,,,,40000000.0,,,
ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months / USD,,,,,,,,,,,,-11000000.0,16000000.0,25000000.0,-34000000.0,68000000.0,16000000.0,-104000000.0,-76000000.0
FundsHeldForClients / USD,2181329000.0,2181329000.0,2181329000.0,2181329000.0,3715471000.0,3715471000.0,3715471000.0,3715000000.0,4783000000.0,4783000000.0,4783000000.0,4783000000.0,5869000000.0,5869000000.0,5869000000.0,5869000000.0,5931000000.0,5931000000.0,5931000000.0
GeneralAndAdministrativeExpense / USD,91762000.0,241061000.0,421082000.0,697181000.0,189762000.0,408065000.0,618813000.0,1135000000.0,210000000.0,454000000.0,694000000.0,836000000.0,243000000.0,518000000.0,822000000.0,950000000.0,287000000.0,602000000.0,937000000.0
Goodwill / USD,655801000.0,655801000.0,655801000.0,652088000.0,652602000.0,652602000.0,652602000.0,656000000.0,,,,653000000.0,,,,650000000.0,,,
GoodwillAcquiredDuringPeriod / USD,,,,,,,,,,,,101000000.0,,,,101000000.0,,,
GoodwillForeignCurrencyTranslationGainLoss / USD,,,,3713000.0,,,,-3000000.0,,,,-3000000.0,,,,1000000.0,,,
GoodwillImpairmentLoss / USD,,,,,,,,,,,,0.0,,,,0.0,,,
ImpairmentOfIntangibleAssetsExcludingGoodwill / USD,,,,,,,,35800000.0,,,,0.0,,,,0.0,,,
ImpairmentOfLeasehold / USD,37200000.0,37200000.0,37200000.0,37200000.0,37200000.0,37200000.0,37200000.0,37200000.0,,8000000.0,8000000.0,37000000.0,,,,8000000.0,,,
ImpairmentOfLongLivedAssetsHeldForUse / USD,,,,,,,,,,,,113000000.0,,,,91000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,-153154000.0,,,,-4510000000.0,,,,-390000000.0,,,,1820000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,-357090000.0,-996488000.0,-689436000.0,-411703000.0,-1165902000.0,-1222886000.0,-372428000.0,-4682000000.0,-8000000.0,375000000.0,1645000000.0,-300000000.0,130000000.0,806000000.0,2485000000.0,1989000000.0,293000000.0,974000000.0,2709000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,,-258549000.0,,,,-172000000.0,,,,90000000.0,,,,169000000.0,,,
IncomeLossFromContinuingOperationsPerBasicShare / USD/shares,-1.3,-3.48,-2.64,,-1.95,-2.05,-0.67,-16.12,-0.03,0.57,2.47,-0.57,0.18,1.21,8.08,2.97,0.41,1.29,3.45
IncomeLossFromContinuingOperationsPerDilutedShare / USD/shares,-1.3,-3.48,-2.64,,-1.95,-2.05,-0.67,-16.12,-0.03,0.53,2.31,-0.57,0.18,1.15,7.74,2.79,0.41,1.26,3.38
IncomeTaxExpenseBenefit / USD,-16485000.0,-80295000.0,7429000.0,262636000.0,6309000.0,17542000.0,34107000.0,-97000000.0,10700000.0,15000000.0,71000000.0,52000000.0,13000000.0,39000000.0,-2656000000.0,96000000.0,29000000.0,155000000.0,522000000.0
IncomeTaxesPaid / USD,2921000.0,5345000.0,10453000.0,28192000.0,6307000.0,11744000.0,14299000.0,15000000.0,15000000.0,28000000.0,52000000.0,17000000.0,11000000.0,50000000.0,69000000.0,68000000.0,29000000.0,127000000.0,302000000.0
IncreaseDecreaseInAccruedLiabilities / USD,-225617000.0,-95569000.0,90208000.0,547654000.0,155225000.0,281607000.0,299461000.0,-79000000.0,109000000.0,44000000.0,217000000.0,294000000.0,250000000.0,95000000.0,348000000.0,224000000.0,325000000.0,230000000.0,218000000.0
IncreaseDecreaseInDeferredRevenue / USD,-16944000.0,19147000.0,-215072000.0,176254000.0,538332000.0,1075993000.0,484497000.0,-267000000.0,844000000.0,1078000000.0,319000000.0,496000000.0,989000000.0,1163000000.0,284000000.0,280000000.0,1008000000.0,1199000000.0,233000000.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets / USD,136952000.0,55481000.0,816000.0,186445000.0,2696000.0,52146000.0,57168000.0,4000000.0,19000000.0,187000000.0,185000000.0,29000000.0,32000000.0,76000000.0,42000000.0,185000000.0,-13000000.0,105000000.0,22000000.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,,,,,,,,0.0,0.0,47000000.0,45000000.0,0.0,36000000.0,33000000.0,29000000.0,43000000.0,16000000.0,15000000.0,14000000.0
IntangibleAssetsNetIncludingGoodwill / USD,,,,,,,,,684000000.0,684000000.0,684000000.0,684000000.0,792000000.0,792000000.0,792000000.0,792000000.0,777000000.0,777000000.0,777000000.0
InterestPaidNet / USD,2268000.0,26502000.0,77576000.0,5178000.0,42950000.0,45047000.0,47717000.0,130000000.0,3000000.0,6000000.0,8000000.0,50000000.0,,,,8000000.0,,,
InvestmentIncomeNonoperating / USD,13649000.0,19505000.0,23830000.0,85902000.0,3052000.0,5994000.0,8956000.0,27000000.0,5000000.0,25000000.0,84000000.0,13000000.0,146000000.0,337000000.0,529000000.0,186000000.0,202000000.0,428000000.0,635000000.0
InvestmentsFairValueDisclosure / USD,,,,,,,,,2224000000.0,2224000000.0,2224000000.0,2224000000.0,2507000000.0,2507000000.0,2507000000.0,,,,
LeaseCost / USD,,,,104046000.0,,,,104000000.0,,,,100000000.0,,,,96000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,584632000.0,,,,459000000.0,,,,396000000.0,,,,408000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,195539000.0,,,,128000000.0,,,,102000000.0,,,,181000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,89717000.0,,,,81000000.0,,,,81000000.0,,,,83000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,82153000.0,,,,31000000.0,,,,28000000.0,,,,43000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,89898000.0,,,,79000000.0,,,,31000000.0,,,,32000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,57402000.0,,,,87000000.0,,,,79000000.0,,,,0.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,69923000.0,,,,53000000.0,,,,75000000.0,,,,69000000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,148670000.0,,,,105000000.0,,,,83000000.0,,,,109000000.0,,,
Liabilities / USD,7589716000.0,7589716000.0,7589716000.0,7589716000.0,8932761000.0,8932761000.0,8932761000.0,8933000000.0,10478000000.0,10478000000.0,10478000000.0,10478000000.0,12480000000.0,12480000000.0,12480000000.0,12480000000.0,12547000000.0,12547000000.0,12547000000.0
LiabilitiesAndStockholdersEquity / USD,10491499000.0,10491499000.0,10491499000.0,10491499000.0,13708474000.0,13708474000.0,13708474000.0,13708000000.0,16038000000.0,16038000000.0,16038000000.0,16038000000.0,20645000000.0,20645000000.0,20645000000.0,20645000000.0,20959000000.0,20959000000.0,20959000000.0
LiabilitiesCurrent / USD,5139779000.0,5139779000.0,5139779000.0,5139779000.0,6359282000.0,6359282000.0,6359282000.0,6359000000.0,7978000000.0,7978000000.0,7978000000.0,7978000000.0,9950000000.0,9950000000.0,9950000000.0,9950000000.0,10161000000.0,10161000000.0,10161000000.0
LongTermDebtCurrent / USD,10000000.0,10000000.0,10000000.0,10000000.0,,,,,,,,,,,,,0.0,0.0,0.0
LongTermDebtNoncurrent / USD,1815562000.0,1815562000.0,1815562000.0,1815562000.0,1982537000.0,1982537000.0,1982537000.0,1983000000.0,1987000000.0,1987000000.0,1987000000.0,1987000000.0,1991000000.0,1991000000.0,1991000000.0,1991000000.0,1995000000.0,1995000000.0,1995000000.0
LongTermPurchaseCommitmentAmount / USD,,,,,,,,941700000.0,,,,842000000.0,,,,672000000.0,,,
NetCashProvidedByUsedInFinancingActivities / USD,-339202000.0,2204188000.0,1174207000.0,854579000.0,1455526000.0,3783232000.0,1455727000.0,3051000000.0,2204000000.0,3649000000.0,75000000.0,1308000000.0,2286000000.0,2453000000.0,-1259000000.0,-689000000.0,2134000000.0,2945000000.0,-2242000000.0
NetCashProvidedByUsedInInvestingActivities / USD,2259000.0,-578811000.0,-816104000.0,-347155000.0,-1172286000.0,-846770000.0,-1022519000.0,80000000.0,-197000000.0,171000000.0,115000000.0,-1352000000.0,-183000000.0,-203000000.0,-567000000.0,-28000000.0,-84000000.0,-194000000.0,-396000000.0
