fact_unit,2024-02-22,2024-04-24,2024-08-01,2024-10-30,2025-02-20,2025-05-07,2025-08-05,2025-11-05
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,36000000.0,,,,,8000000.0,8000000.0,8000000.0
CashAndCashEquivalentsAtCarryingValue / USD,902000000.0,3052000000.0,1330000000.0,2173000000.0,1104000000.0,2939000000.0,1161000000.0,2836000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,381000000.0,1152000000.0,1152000000.0,1152000000.0,905000000.0,2623000000.0,2623000000.0,2623000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsDisposalGroupIncludingDiscontinuedOperations / USD,0.0,,,,22000000.0,,,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations / USD,905000000.0,3057000000.0,1360000000.0,2193000000.0,1152000000.0,2953000000.0,1201000000.0,2889000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,524000000.0,1905000000.0,208000000.0,1041000000.0,247000000.0,330000000.0,-1422000000.0,266000000.0
ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge1 / USD,-394000000.0,424000000.0,262000000.0,247000000.0,31000000.0,-249000000.0,-329000000.0,-533000000.0
CommonStockDividendsPerShareCashPaid / USD/shares,,,1.25,1.9125,2.3,0.6625,1.3425,2.0225
CommonStockDividendsPerShareDeclared / USD/shares,2.08,0.625,1.2875,1.95,2.4,0.68,2.72,2.72
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,,,
ComprehensiveIncomeNetOfTax / USD,1853000000.0,832000000.0,1534000000.0,1774000000.0,1710000000.0,104000000.0,-78000000.0,235000000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,63000000.0,30000000.0,33000000.0,45000000.0,46000000.0,-1000000.0,-9000000.0,20000000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,1916000000.0,862000000.0,1567000000.0,1819000000.0,1771000000.0,103000000.0,-87000000.0,255000000.0
ContractWithCustomerLiabilityCurrent / USD,601000000.0,463000000.0,463000000.0,463000000.0,463000000.0,501000000.0,501000000.0,501000000.0
CostDepreciationAmortizationAndDepletion / USD,,,,,369000000.0,104000000.0,210000000.0,319000000.0
CostDirectMaterial / USD,,,,,60653000000.0,11835000000.0,23677000000.0,35076000000.0
CostOfGoodsAndServicesSold / USD,55789000000.0,14147000000.0,27831000000.0,41013000000.0,63550000000.0,12541000000.0,25118000000.0,37254000000.0
CumulativeTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease / USD,103000000.0,,,,103000000.0,,,
CurrentFederalTaxExpenseBenefit / USD,169000000.0,,,,217000000.0,,,
CurrentForeignTaxExpenseBenefit / USD,501000000.0,,,,290000000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,670000000.0,,,,507000000.0,,,
DebtCurrent / USD,,802000000.0,802000000.0,802000000.0,802000000.0,1544000000.0,1544000000.0,1544000000.0
DebtInstrumentFaceAmount / USD,,,,,7700000000.0,,,
DebtLongtermAndShorttermCombinedAmount / USD,,4882000000.0,4882000000.0,4882000000.0,4882000000.0,6238000000.0,6238000000.0,6238000000.0
DebtSecuritiesTradingRealizedGainLoss / USD,31000000.0,,,,32000000.0,,,
DeferredFederalIncomeTaxExpenseBenefit / USD,10000000.0,,,,29000000.0,,,
DeferredFinanceCostsNet / USD,16000000.0,,,,32000000.0,,,
DeferredForeignIncomeTaxExpenseBenefit / USD,-282000000.0,,,,-148000000.0,,,
DeferredIncomeTaxAssetsNet / USD,712000000.0,773000000.0,773000000.0,773000000.0,773000000.0,645000000.0,645000000.0,645000000.0
DeferredIncomeTaxExpenseBenefit / USD,-272000000.0,,,,-119000000.0,,,
DeferredIncomeTaxLiabilities / USD,526000000.0,,,,590000000.0,,,
DeferredIncomeTaxLiabilitiesNet / USD,365000000.0,400000000.0,400000000.0,400000000.0,400000000.0,379000000.0,379000000.0,379000000.0
DeferredIncomeTaxesAndTaxCredits / USD,-272000000.0,11000000.0,67000000.0,115000000.0,-119000000.0,-10000000.0,-27000000.0,-43000000.0
DeferredTaxAssetInterestCarryforward / USD,,,,,72000000.0,,,
DeferredTaxAssetsGross / USD,1142000000.0,,,,1553000000.0,,,
DeferredTaxAssetsInventory / USD,10000000.0,,,,19000000.0,,,
DeferredTaxAssetsLiabilitiesNet / USD,347000000.0,,,,373000000.0,,,
DeferredTaxAssetsNet / USD,873000000.0,,,,963000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwards / USD,717000000.0,,,,655000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwardsNotSubjectToExpiration / USD,2300000000.0,,,,2100000000.0,,,
DeferredTaxAssetsTaxCreditCarryforwards / USD,22000000.0,,,,454000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits / USD,46000000.0,,,,47000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals / USD,247000000.0,,,,166000000.0,,,
DeferredTaxAssetsValuationAllowance / USD,269000000.0,,,,590000000.0,,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts / USD,,,,,0.0,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets / USD,118000000.0,,,,100000000.0,,,
DeferredTaxLiabilitiesInvestments / USD,10000000.0,,,,12000000.0,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,283000000.0,,,,323000000.0,,,
DeferredTaxLiabilitiesUndistributedForeignEarnings / USD,16000000.0,,,,12000000.0,,,
DefinedBenefitPlanBenefitObligation / USD,152000000.0,170000000.0,170000000.0,170000000.0,170000000.0,170000000.0,170000000.0,170000000.0
DefinedContributionPlanCostRecognized / USD,17000000.0,,,,28000000.0,,,
DepositLiabilityCurrent / USD,,,0.0,0.0,,,,
DepreciationDepletionAndAmortization / USD,424000000.0,102000000.0,208000000.0,317000000.0,408000000.0,112000000.0,226000000.0,345000000.0
DerivativeAssetFairValueGrossLiability / USD,1570000000.0,1038000000.0,1038000000.0,1038000000.0,1038000000.0,1082000000.0,1082000000.0,1082000000.0
DerivativeLiabilityFairValueGrossAsset / USD,1597000000.0,1481000000.0,1481000000.0,1481000000.0,1481000000.0,1286000000.0,1286000000.0,1286000000.0
DividendsCommonStockCash / USD,294000000.0,94000000.0,194000000.0,290000000.0,362000000.0,,385000000.0,380000000.0
DividendsPayableCurrent / USD,,,96000000.0,96000000.0,96000000.0,91000000.0,91000000.0,91000000.0
EarningsPerShareBasic / USD/shares,14.5,4.21,8.34,10.85,10.83,1.7,2.2,3.77
EarningsPerShareDiluted / USD/shares,13.64,4.15,8.24,10.71,10.51,1.68,2.17,3.73
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations / USD,-63000000.0,28000000.0,28000000.0,40000000.0,66000000.0,-9000000.0,-6000000.0,0.0
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,0.21,,,,0.21,,,
EntityCommonStockSharesOutstanding / shares,143418211.0,141595107.0,141651464.0,139627104.0,133968048.0,134404972.0,200062018.0,193361047.0
EntityPublicFloat / USD,14134000000.0,,,,15013000000.0,,,
EquityMethodInvestmentDifferenceBetweenCarryingAmountAndUnderlyingEquity / USD,-114000000.0,,,,-56000000.0,,,
EquityMethodInvestmentOtherThanTemporaryImpairment / USD,53000000.0,,,19000000.0,53000000.0,,,
EquitySecuritiesFVNINoncurrent / USD,,12000000.0,12000000.0,12000000.0,,,,
EstimatedInsuranceRecoveries / USD,,,,,0.0,52000000.0,52000000.0,52000000.0
FinanceLeaseLiability / USD,17000000.0,,,,60000000.0,,,
FinanceLeaseLiabilityCurrent / USD,1000000.0,,,,3000000.0,,,
FinanceLeaseLiabilityNoncurrent / USD,16000000.0,,,,57000000.0,,,
FinanceLeaseLiabilityPaymentsDueAfterYearFive / USD,77000000.0,,,,93000000.0,,,
FinanceLeaseLiabilityPaymentsDueNextTwelveMonths / USD,6000000.0,,,,12000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFive / USD,4000000.0,,,,7000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFour / USD,5000000.0,,,,8000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearThree / USD,5000000.0,,,,9000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearTwo / USD,6000000.0,,,,12000000.0,,,
FinanceLeaseRightOfUseAsset / USD,37000000.0,,,,88000000.0,,,
FinanceLeaseRightOfUseAssetAccumulatedAmortization / USD,30000000.0,,,,36000000.0,,,
FinanceLeaseRightOfUseAssetBeforeAccumulatedAmortization / USD,67000000.0,,,,124000000.0,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,326000000.0,,,,395000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,38000000.0,,,,36000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,31000000.0,,,,25000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,38000000.0,,,,27000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,38000000.0,,,,36000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,39000000.0,,,,37000000.0,,,
FiniteLivedIntangibleAssetsGross / USD,686000000.0,,,,793000000.0,,,
FiniteLivedIntangibleAssetsNet / USD,360000000.0,,,,398000000.0,,,
ForeignCurrencyTransactionGainLossBeforeTax / USD,-38000000.0,49000000.0,-17000000.0,-64000000.0,-11000000.0,-78000000.0,-115000000.0,-101000000.0
ForeignCurrencyTransactionGainLossUnrealized / USD,-78000000.0,50000000.0,174000000.0,151000000.0,101000000.0,2000000.0,-103000000.0,-39000000.0
GainLossOnDispositionOfAssets1 / USD,,,,,,,1000000.0,2000000.0
GainLossOnSaleOfOtherAssets / USD,417000000.0,,,,6000000.0,,,
Goodwill / USD,470000000.0,489000000.0,489000000.0,489000000.0,489000000.0,453000000.0,453000000.0,453000000.0
GoodwillAcquiredDuringPeriod / USD,,,,,2000000.0,,,
GoodwillForeignCurrencyTranslationGainLoss / USD,-21000000.0,,,,20000000.0,,,
GoodwillGross / USD,604000000.0,,,,580000000.0,,,
GoodwillImpairedAccumulatedImpairmentLoss / USD,120000000.0,,,,110000000.0,,,
GoodwillImpairmentLoss / USD,0.0,,,,0.0,,,
GoodwillWrittenOffRelatedToSaleOfBusinessUnit / USD,0.0,,,,0.0,,,
GrossProfit / USD,3363000000.0,1181000000.0,2546000000.0,3591000000.0,3682000000.0,876000000.0,1540000000.0,2312000000.0
GuaranteeObligationsMaximumExposure / USD,731000000.0,720000000.0,736000000.0,781000000.0,541000000.0,545000000.0,551000000.0,601000000.0
IncomeLossAttributableToNoncontrollingInterest / USD,99000000.0,25000000.0,29000000.0,43000000.0,67000000.0,2000000.0,6000000.0,15000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,754000000.0,,,,1036000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,2565000000.0,842000000.0,1669000000.0,2172000000.0,2066000000.0,369000000.0,472000000.0,794000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,1811000000.0,,,,1030000000.0,,,
IncomeLossFromEquityMethodInvestments / USD,160000000.0,19000000.0,61000000.0,100000000.0,106000000.0,8000000.0,-38000000.0,-39000000.0
IncomeTaxExaminationPenaltiesAndInterestAccrued / USD,,,,,10000000.0,,,
IncomeTaxExaminationPenaltiesAndInterestExpense / USD,4000000.0,,,,-7000000.0,,,
IncomeTaxExpenseBenefit / USD,398000000.0,183000000.0,381000000.0,495000000.0,388000000.0,117000000.0,147000000.0,236000000.0
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance / USD,29000000.0,,,,-21000000.0,,,
IncomeTaxReconciliationChangeInEnactedTaxRate / USD,-4000000.0,,,,12000000.0,,,
IncomeTaxReconciliationDispositionOfBusiness / USD,,,,,0.0,,,
IncomeTaxReconciliationForeignIncomeTaxRateDifferential / USD,-99000000.0,,,,-75000000.0,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,539000000.0,,,,434000000.0,,,
IncomeTaxReconciliationNondeductibleExpense / USD,38000000.0,,,,51000000.0,,,
IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses / USD,0.0,,,,25000000.0,,,
IncomeTaxReconciliationOtherAdjustments / USD,-11000000.0,,,,18000000.0,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes / USD,17000000.0,,,,18000000.0,,,
IncomeTaxReconciliationTaxContingencies / USD,33000000.0,,,,-9000000.0,,,
IncomeTaxReconciliationTaxCreditsInvestment / USD,83000000.0,,,,65000000.0,,,
IncomeTaxesPaidNet / USD,531000000.0,,,,570000000.0,,,
IncomeTaxesReceivable / USD,102000000.0,54000000.0,54000000.0,54000000.0,54000000.0,122000000.0,122000000.0,122000000.0
IncomeTaxesReceivableNoncurrent / USD,143000000.0,136000000.0,136000000.0,136000000.0,136000000.0,125000000.0,125000000.0,125000000.0
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities / USD,1633000000.0,802000000.0,-605000000.0,-690000000.0,67000000.0,774000000.0,-147000000.0,-386000000.0
IncreaseDecreaseInAccountsReceivable / USD,530000000.0,-5000000.0,-290000000.0,-306000000.0,206000000.0,-284000000.0,-173000000.0,-382000000.0
IncreaseDecreaseInContractWithCustomerLiability / USD,32000000.0,-119000000.0,-220000000.0,-227000000.0,175000000.0,-30000000.0,-90000000.0,-179000000.0
IncreaseDecreaseInInventories / USD,1301000000.0,434000000.0,195000000.0,-933000000.0,269000000.0,484000000.0,1273000000.0,557000000.0
IncreaseDecreaseInMarginDepositsOutstanding / USD,-252000000.0,-141000000.0,22000000.0,111000000.0,242000000.0,227000000.0,315000000.0,152000000.0
IncreaseDecreaseInOtherOperatingCapitalNet / USD,228000000.0,-74000000.0,-111000000.0,-130000000.0,398000000.0,-27000000.0,-168000000.0,-130000000.0
IncreaseDecreaseInTradingSecurities / USD,82000000.0,-13000000.0,-36000000.0,17000000.0,-325000000.0,6000000.0,21000000.0,-7000000.0
IncrementalCommonSharesAttributableToConversionOfPreferredStock / shares,8830904.0,,,,1966874.0,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,2520420.0,2184544.0,1886376.0,1933552.0,2455629.0,1913123.0,1730536.0,1696582.0
IntangibleAssetsNetExcludingGoodwill / USD,360000000.0,398000000.0,398000000.0,398000000.0,398000000.0,321000000.0,321000000.0,321000000.0
InterestAndOtherIncome / USD,48000000.0,43000000.0,83000000.0,121000000.0,71000000.0,42000000.0,79000000.0,112000000.0
InterestCostsCapitalized / USD,2000000.0,,,,3000000.0,,,
InterestExpense / USD,243000000.0,112000000.0,241000000.0,374000000.0,403000000.0,108000000.0,231000000.0,358000000.0
InterestPaidNet / USD,285000000.0,94000000.0,242000000.0,366000000.0,403000000.0,102000000.0,207000000.0,357000000.0
InventoryNet / USD,8408000000.0,7105000000.0,7105000000.0,7105000000.0,7105000000.0,6491000000.0,6491000000.0,6491000000.0
InvestmentsFairValueDisclosure / USD,89000000.0,67000000.0,67000000.0,67000000.0,67000000.0,386000000.0,386000000.0,386000000.0
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures / USD,1012000000.0,1280000000.0,1280000000.0,1280000000.0,1280000000.0,779000000.0,779000000.0,779000000.0
LeaseCost / USD,2033000000.0,,,,1301000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,264000000.0,,,,265000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,338000000.0,,,,315000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,49000000.0,,,,50000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,90000000.0,,,,93000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,155000000.0,,,,134000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,190000000.0,,,,220000000.0,,,
LettersOfCreditOutstandingAmount / USD,1592000000.0,,,,1858000000.0,,,
LiabilitiesAndStockholdersEquity / USD,24580000000.0,25372000000.0,25372000000.0,25372000000.0,25372000000.0,24899000000.0,24899000000.0,24899000000.0
LiabilitiesCurrent / USD,9600000000.0,7687000000.0,7687000000.0,7687000000.0,7687000000.0,7435000000.0,7435000000.0,7435000000.0
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,18000000.0,,,,,10000000.0,10000000.0,10000000.0
LiabilityForUncertainTaxPositionsNoncurrent / USD,59000000.0,68000000.0,68000000.0,68000000.0,68000000.0,75000000.0,75000000.0,75000000.0
LongTermDebt / USD,4105000000.0,4085000000.0,4085000000.0,4085000000.0,4085000000.0,5363000000.0,5363000000.0,5363000000.0
LongTermDebtCurrent / USD,846000000.0,5000000.0,5000000.0,5000000.0,5000000.0,669000000.0,669000000.0,669000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,1075000000.0,,,,1882000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,9000000.0,,,,690000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,256000000.0,,,,805000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,879000000.0,,,,659000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,704000000.0,,,,907000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,1438000000.0,,,,720000000.0,,,
LongTermDebtNoncurrent / USD,3259000000.0,4080000000.0,4080000000.0,4080000000.0,4080000000.0,4694000000.0,4694000000.0,4694000000.0
LongTermInvestments / USD,163000000.0,142000000.0,142000000.0,142000000.0,142000000.0,174000000.0,174000000.0,174000000.0
LossContingencyAccrualCarryingValueNoncurrent / USD,201000000.0,199000000.0,199000000.0,199000000.0,199000000.0,263000000.0,263000000.0,263000000.0
MarginDepositAssets / USD,791000000.0,618000000.0,618000000.0,618000000.0,618000000.0,579000000.0,579000000.0,579000000.0
MarketableSecuritiesCurrent / USD,119000000.0,105000000.0,105000000.0,105000000.0,105000000.0,484000000.0,484000000.0,484000000.0
MinorityInterest / USD,732000000.0,963000000.0,963000000.0,963000000.0,963000000.0,1032000000.0,1032000000.0,1032000000.0
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders / USD,5000000.0,,15000000.0,17000000.0,17000000.0,1000000.0,3000000.0,4000000.0
MinorityInterestDecreaseFromRedemptions / USD,3000000.0,-2000000.0,-33000000.0,-40000000.0,,85000000.0,85000000.0,85000000.0
NetCashProvidedByUsedInFinancingActivities / USD,-1632000000.0,901000000.0,92000000.0,-213000000.0,-769000000.0,-259000000.0,-388000000.0,376000000.0
NetCashProvidedByUsedInInvestingActivities / USD,5113000000.0,45000000.0,-384000000.0,-646000000.0,6499000000.0,-396000000.0,-548000000.0,-957000000.0
NetCashProvidedByUsedInOperatingActivities / USD,-2894000000.0,931000000.0,472000000.0,1860000000.0,-5549000000.0,994000000.0,-480000000.0,847000000.0
NetIncomeLoss / USD,2078000000.0,632000000.0,1254000000.0,1627000000.0,1610000000.0,244000000.0,314000000.0,535000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,89000000.0,27000000.0,34000000.0,50000000.0,68000000.0,8000000.0,11000000.0,23000000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,2044000000.0,632000000.0,1254000000.0,1627000000.0,,244000000.0,314000000.0,535000000.0
NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest / USD,2106000000.0,659000000.0,1288000000.0,1678000000.0,1665000000.0,252000000.0,325000000.0,559000000.0
NoncontrollingInterestIncreaseFromSaleOfParentEquityInterest / USD,542000000.0,,,,542000000.0,,,
NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance / USD,6000000.0,,,,6000000.0,15000000.0,31000000.0,39000000.0
NoncurrentAssets / USD,3617000000.0,,,,4541000000.0,,,
NontradeReceivablesNoncurrent / USD,16000000.0,16000000.0,16000000.0,16000000.0,16000000.0,14000000.0,14000000.0,14000000.0
NotesAndLoansReceivableNetCurrent / USD,365000000.0,462000000.0,462000000.0,462000000.0,462000000.0,239000000.0,239000000.0,239000000.0
NumberOfReportableSegments / segment,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0
OperatingLeaseCost / USD,479000000.0,,,,507000000.0,,,
OperatingLeaseLiability / USD,874000000.0,,,,881000000.0,,,
OperatingLeaseLiabilityCurrent / USD,425000000.0,308000000.0,308000000.0,308000000.0,308000000.0,286000000.0,286000000.0,286000000.0
OperatingLeaseLiabilityNoncurrent / USD,547000000.0,566000000.0,566000000.0,566000000.0,566000000.0,595000000.0,595000000.0,595000000.0
OperatingLeasePayments / USD,480000000.0,,,,506000000.0,,,
OperatingLeaseRightOfUseAsset / USD,1024000000.0,926000000.0,926000000.0,926000000.0,926000000.0,932000000.0,932000000.0,932000000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,0.05,,,,0.047,,,
OperatingLossCarryforwards / USD,2400000000.0,,,,2300000000.0,,,
OtherAccruedLiabilitiesNoncurrent / USD,205000000.0,218000000.0,218000000.0,218000000.0,218000000.0,281000000.0,281000000.0,281000000.0
OtherAssetsCurrent / USD,4381000000.0,4051000000.0,4051000000.0,4051000000.0,4051000000.0,4000000000.0,4000000000.0,4000000000.0
OtherAssetsMiscellaneousCurrent / USD,386000000.0,266000000.0,266000000.0,266000000.0,266000000.0,426000000.0,426000000.0,426000000.0
OtherAssetsMiscellaneousNoncurrent / USD,95000000.0,124000000.0,124000000.0,124000000.0,124000000.0,108000000.0,108000000.0,108000000.0
OtherAssetsNoncurrent / USD,627000000.0,615000000.0,615000000.0,615000000.0,615000000.0,557000000.0,557000000.0,557000000.0
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax / USD,-221000000.0,96000000.0,177000000.0,46000000.0,-15000000.0,,,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTaxParent / USD,,,,,9000000.0,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,-268000000.0,125000000.0,268000000.0,102000000.0,12000000.0,-184000000.0,-536000000.0,-369000000.0
OtherComprehensiveIncomeLossNetOfTax / USD,-251000000.0,203000000.0,279000000.0,142000000.0,93000000.0,-149000000.0,-412000000.0,-303000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,-57000000.0,,,,-40000000.0,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax / USD,-17000000.0,,,,-5000000.0,,,
OtherLiabilitiesCurrent / USD,3379000000.0,2913000000.0,2913000000.0,2913000000.0,2913000000.0,2818000000.0,2818000000.0,2818000000.0
OtherLiabilitiesNoncurrent / USD,849000000.0,824000000.0,824000000.0,824000000.0,824000000.0,847000000.0,847000000.0,847000000.0
OtherNoncashIncomeExpense / USD,-6000000.0,-10000000.0,-53000000.0,-65000000.0,-97000000.0,-23000000.0,-59000000.0,-86000000.0
OtherNonoperatingIncomeExpense / USD,509000000.0,15000000.0,27000000.0,35000000.0,-9000000.0,68000000.0,125000000.0,212000000.0
OtherSundryLiabilitiesCurrent / USD,297000000.0,309000000.0,213000000.0,213000000.0,213000000.0,224000000.0,224000000.0,224000000.0
PaymentsForProceedsFromHedgeInvestingActivities / USD,34000000.0,0.0,48000000.0,57000000.0,135000000.0,9000000.0,1000000.0,4000000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,-25000000.0,-95000000.0,-100000000.0,-107000000.0,93000000.0,23000000.0,18000000.0,19000000.0
PaymentsForRepurchaseOfCommonStock / USD,100000000.0,,,,200000000.0,,,
PaymentsForRepurchaseOfRedeemableNoncontrollingInterest / USD,147000000.0,,,,102000000.0,,,
PaymentsOfDebtIssuanceCosts / USD,,,,25000000.0,3000000.0,,,24000000.0
PaymentsOfDividendsCommonStock / USD,289000000.0,94000000.0,188000000.0,287000000.0,349000000.0,95000000.0,191000000.0,287000000.0
PaymentsToAcquireInterestInSubsidiariesAndAffiliates / USD,46000000.0,94000000.0,130000000.0,136000000.0,55000000.0,16000000.0,18000000.0,23000000.0
PaymentsToAcquireMarketableSecurities / USD,308000000.0,4000000.0,20000000.0,26000000.0,321000000.0,351000000.0,638000000.0,872000000.0
PaymentsToAcquirePropertyPlantAndEquipment / USD,399000000.0,173000000.0,541000000.0,805000000.0,555000000.0,236000000.0,533000000.0,887000000.0
PaymentsToMinorityShareholders / USD,,,,,,0.0,0.0,0.0
