fact_unit,2018-03-06,2018-07-26,2019-03-05,2019-07-25,2020-03-03,2020-07-31,2021-02-16,2021-07-30,2022-02-22,2022-07-29,2023-02-21,2023-07-28,2024-02-20,2024-07-25,2025-02-18,2025-07-29
ApplicableTaxRate / pure,0.2025,,0.2,,0.1925,,0.19,,0.19,,0.19,,0.19,,0.19,
Assets / USD,60056000000.0,65119000000.0,62526000000.0,61344000000.0,63354000000.0,61889000000.0,60651000000.0,59929000000.0,61377000000.0,73641000000.0,66729000000.0,96579000000.0,105363000000.0,96543000000.0,96483000000.0,104340000000.0
AverageEffectiveTaxRate / pure,0.29,,0.03,,0.21,,0.2,,1.43,,-0.32,,0.14,,0.19,
AverageNumberOfEmployees / employee,60100.0,,61500.0,,60000.0,,63200.0,,67300.0,,74800.0,,79600.0,,82000.0,
BalancesWithBanks / USD,3300000000.0,3000000000.0,4800000000.0,5400000000.0,5400000000.0,,7800000000.0,,6300000000.0,4800000000.0,6200000000.0,,5800000000.0,,,
BankOverdraftsClassifiedAsCashEquivalents / USD,189000000.0,261000000.0,94000000.0,212000000.0,152000000.0,98000000.0,160000000.0,368000000.0,146000000.0,370000000.0,286000000.0,337000000.0,291000000.0,193000000.0,183000000.0,239000000.0
BasicEarningsLossPerShare / USD/shares,2.23,0.8,2.77,0.54,2.37,0.56,1.7,1.17,1.03,1.61,2.44,0.48,0.08,2.34,2.12,2.65
Borrowings / USD,,17807000000.0,,19113000000.0,17807000000.0,18227000000.0,19113000000.0,20380000000.0,18227000000.0,30781000000.0,20380000000.0,29232000000.0,30781000000.0,28622000000.0,29232000000.0,30295000000.0
CapitalRedemptionReserve / USD,153000000.0,,153000000.0,,153000000.0,,153000000.0,,153000000.0,,153000000.0,,153000000.0,,153000000.0,
Cash / USD,1250000000.0,,782000000.0,,784000000.0,,893000000.0,,755000000.0,,1182000000.0,,1461000000.0,,1411000000.0,
CashAndCashEquivalents / USD,6240000000.0,5239000000.0,5018000000.0,2978000000.0,3324000000.0,5428000000.0,4831000000.0,5673000000.0,5369000000.0,15567000000.0,7832000000.0,4817000000.0,6329000000.0,5664000000.0,6166000000.0,6916000000.0
CashAndCashEquivalentsAmountContributedToFairValueOfPlanAssets / USD,346000000.0,,207000000.0,,301000000.0,,316000000.0,,259000000.0,,526000000.0,,758000000.0,,426000000.0,
CashAndCashEquivalentsIfDifferentFromStatementOfFinancialPosition / USD,6164000000.0,4924000000.0,6051000000.0,3172000000.0,4924000000.0,4671000000.0,3172000000.0,5223000000.0,4671000000.0,7546000000.0,5223000000.0,6038000000.0,7546000000.0,5983000000.0,6038000000.0,5637000000.0
CashCollateralPledgedSubjectToEnforceableMasterNettingArrangementOrSimilarAgreementNotSetOffAgainstFinancialLiabilities / USD,,,,,,,,,,,,,,,222000000.0,
CashCollateralReceivedSubjectToEnforceableMasterNettingArrangementOrSimilarAgreementNotSetOffAgainstFinancialAssets / USD,,,,,,,,,,,,,,,222000000.0,
CashFlowsFromUsedInFinancingActivities / USD,878000000.0,146000000.0,-1324000000.0,-481000000.0,-2936000000.0,941000000.0,-2044000000.0,-1236000000.0,-1765000000.0,4558000000.0,-2203000000.0,-5035000000.0,3649000000.0,-3550000000.0,-6823000000.0,806000000.0
CashFlowsFromUsedInIncreaseDecreaseInCurrentBorrowings / USD,,,,,,,,,,-182000000.0,,316000000.0,,72000000.0,74000000.0,2503000000.0
CashFlowsFromUsedInInvestingActivities / USD,-4239000000.0,-351000000.0,-3969000000.0,177000000.0,-2328000000.0,-789000000.0,963000000.0,157000000.0,-657000000.0,319000000.0,-285000000.0,-968000000.0,-11058000000.0,-1766000000.0,-2960000000.0,-5285000000.0
CashFlowsFromUsedInOperatingActivities / USD,3324000000.0,338000000.0,4145000000.0,-75000000.0,3578000000.0,491000000.0,2618000000.0,1179000000.0,2969000000.0,2826000000.0,4799000000.0,4480000000.0,5963000000.0,4851000000.0,9808000000.0,5571000000.0
CashFlowsFromUsedInOperations / USD,5174000000.0,1008000000.0,5234000000.0,509000000.0,4730000000.0,1592000000.0,3831000000.0,2309000000.0,4861000000.0,4018000000.0,7094000000.0,5872000000.0,8427000000.0,6395000000.0,12280000000.0,7491000000.0
CashFlowsUsedInObtainingControlOfSubsidiariesOrOtherBusinessesClassifiedAsInvestingActivities / USD,2446000000.0,,2564000000.0,,1450000000.0,,,,,,,189000000.0,,189000000.0,,2771000000.0
CashOutflowForLeases / USD,,,,,208000000.0,,208000000.0,,208000000.0,,228000000.0,,262000000.0,,268000000.0,
ChangesInEquity / USD,-1137000000.0,-1257000000.0,-1840000000.0,-2370000000.0,-27000000.0,1027000000.0,-2598000000.0,-938000000.0,552000000.0,55000000.0,1042000000.0,-3336000000.0,23649000000.0,358000000.0,-2229000000.0,432000000.0
ComprehensiveIncome / USD,2488000000.0,1247000000.0,1628000000.0,215000000.0,3507000000.0,97000000.0,991000000.0,1729000000.0,616000000.0,2697000000.0,4752000000.0,33000000.0,-30000000.0,3655000000.0,2415000000.0,3694000000.0
ComprehensiveIncomeAttributableToNoncontrollingInterests / USD,-94000000.0,-56000000.0,-94000000.0,-55000000.0,-133000000.0,-53000000.0,-106000000.0,-48000000.0,-107000000.0,1000000.0,-52000000.0,3000000.0,3000000.0,3000000.0,2000000.0,2000000.0
ComprehensiveIncomeAttributableToOwnersOfParent / USD,2488000000.0,1303000000.0,1722000000.0,270000000.0,3640000000.0,150000000.0,1097000000.0,1777000000.0,723000000.0,2696000000.0,4804000000.0,33000000.0,-33000000.0,3652000000.0,2413000000.0,3692000000.0
ContingentLiabilitiesRecognisedInBusinessCombination / USD,6899000000.0,5457000000.0,6411000000.0,5534000000.0,5457000000.0,5106000000.0,5534000000.0,4139000000.0,5106000000.0,3323000000.0,4139000000.0,2865000000.0,3323000000.0,2222000000.0,2865000000.0,2137000000.0
ContractualCapitalCommitments / USD,518000000.0,,629000000.0,,570000000.0,,586000000.0,,396000000.0,,689000000.0,,388000000.0,,502000000.0,
CostOfInventoriesRecognisedAsExpenseDuringPeriod / USD,2942000000.0,,2644000000.0,,2493000000.0,,2659000000.0,,2708000000.0,,3110000000.0,,9640000000.0,,9618000000.0,
CostOfSales / USD,4646000000.0,1844000000.0,4126000000.0,2146000000.0,4318000000.0,2192000000.0,4936000000.0,2404000000.0,4921000000.0,4055000000.0,5299000000.0,6509000000.0,12437000000.0,3865000000.0,12391000000.0,4401000000.0
CurrentAccruedIncomeOtherThanCurrentContractAssets / USD,,,,,,,,,,,150000000.0,,293000000.0,,296000000.0,
CurrentAssets / USD,16007000000.0,14298000000.0,13262000000.0,12449000000.0,13150000000.0,15219000000.0,15591000000.0,14930000000.0,15563000000.0,27274000000.0,19544000000.0,20917000000.0,26244000000.0,22839000000.0,22593000000.0,25393000000.0
CurrentBorrowingsAndCurrentPortionOfNoncurrentBorrowings / USD,916000000.0,2933000000.0,2307000000.0,4215000000.0,2247000000.0,1629000000.0,1754000000.0,3958000000.0,1822000000.0,2696000000.0,2194000000.0,2162000000.0,1660000000.0,4556000000.0,5314000000.0,5067000000.0
CurrentDerivativeFinancialAssets / USD,2000000.0,26000000.0,27000000.0,33000000.0,28000000.0,210000000.0,258000000.0,16000000.0,36000000.0,41000000.0,142000000.0,109000000.0,83000000.0,44000000.0,87000000.0,28000000.0
CurrentDerivativeFinancialLiabilities / USD,9000000.0,6000000.0,18000000.0,23000000.0,24000000.0,11000000.0,27000000.0,35000000.0,36000000.0,17000000.0,33000000.0,90000000.0,79000000.0,83000000.0,93000000.0,51000000.0
CurrentGovernmentGrants / USD,,,,,,,253000000.0,,253000000.0,,253000000.0,,67000000.0,,1000000.0,
CurrentInvestments / USD,613000000.0,998000000.0,884000000.0,799000000.0,1230000000.0,819000000.0,849000000.0,442000000.0,849000000.0,62000000.0,160000000.0,70000000.0,69000000.0,148000000.0,239000000.0,160000000.0
CurrentLeaseLiabilities / USD,,,,206000000.0,188000000.0,206000000.0,188000000.0,174000000.0,188000000.0,198000000.0,192000000.0,220000000.0,233000000.0,231000000.0,228000000.0,292000000.0
CurrentLiabilities / USD,14869000000.0,15657000000.0,15256000000.0,17201000000.0,16383000000.0,16034000000.0,16292000000.0,18183000000.0,18117000000.0,22222000000.0,20307000000.0,21815000000.0,22594000000.0,26375000000.0,26293000000.0,28566000000.0
CurrentPayablesOnSocialSecurityAndTaxesOtherThanIncomeTax / USD,207000000.0,,240000000.0,,243000000.0,,204000000.0,,323000000.0,,390000000.0,,463000000.0,,468000000.0,
CurrentPortionOfLongtermBorrowings / USD,,1397000000.0,,999000000.0,,1597000000.0,,1536000000.0,,1273000000.0,,4964000000.0,,4614000000.0,,2007000000.0
CurrentPrepayments / USD,260000000.0,,116000000.0,,,,,,,,1735000000.0,,1512000000.0,,1329000000.0,
CurrentProvisions / USD,798000000.0,1070000000.0,1065000000.0,777000000.0,1121000000.0,410000000.0,506000000.0,612000000.0,723000000.0,802000000.0,976000000.0,541000000.0,768000000.0,567000000.0,722000000.0,1168000000.0
CurrentRawMaterialsAndCurrentProductionSupplies / USD,960000000.0,,811000000.0,,1024000000.0,,794000000.0,,830000000.0,,1262000000.0,,1755000000.0,,1422000000.0,
CurrentSecuredBankLoansReceivedAndCurrentPortionOfNoncurrentSecuredBankLoansReceived / USD,,,,,,,,,,,,,,,22000000.0,
CurrentServiceCostDefinedBenefitPlans / USD,,,,,,,,,,,,,,,56000000.0,
CurrentTaxAssets / USD,387000000.0,786000000.0,426000000.0,264000000.0,524000000.0,246000000.0,207000000.0,213000000.0,285000000.0,486000000.0,364000000.0,,663000000.0,,,
CurrentTaxAssetsCurrent / USD,,,,,,,,,,,,704000000.0,,840000000.0,731000000.0,1575000000.0
CurrentTaxExpenseIncome / USD,1037000000.0,,384000000.0,,665000000.0,,711000000.0,,1243000000.0,,981000000.0,,1200000000.0,,,
CurrentTaxExpenseIncomeAndAdjustmentsForCurrentTaxOfPriorPeriods / USD,633000000.0,,370000000.0,,378000000.0,,749000000.0,,1309000000.0,,971000000.0,,1195000000.0,,1636000000.0,
CurrentTaxExpenseIncomeRelatedToPillarTwoIncomeTaxes / USD,,,,,,,,,,,,,,,238000000.0,
CurrentTaxLiabilities / USD,1483000000.0,1576000000.0,1380000000.0,1273000000.0,1350000000.0,1141000000.0,1164000000.0,1376000000.0,1361000000.0,780000000.0,1127000000.0,981000000.0,916000000.0,1200000000.0,,
CurrentTaxLiabilitiesCurrent / USD,,,,,,,,,,,,,,,896000000.0,1525000000.0
CurrentTaxLiabilitiesNoncurrent / USD,,,,,,,,,,,,,,,238000000.0,238000000.0
CurrentTradeReceivables / USD,,,,,,,,,,,3806000000.0,,6031000000.0,,7212000000.0,
DeferredTaxAssets / USD,1294000000.0,2125000000.0,1102000000.0,2334000000.0,2189000000.0,2588000000.0,2379000000.0,3133000000.0,2718000000.0,3723000000.0,3438000000.0,4140000000.0,4330000000.0,3736000000.0,3263000000.0,4734000000.0
DeferredTaxExpenseIncomeRecognisedInProfitOrLoss / USD,-390000000.0,,-224000000.0,,-1019000000.0,,-806000000.0,,-988000000.0,,-199000000.0,,-1575000000.0,,-2428000000.0,
DeferredTaxExpenseIncomeRelatingToOriginationAndReversalOfTemporaryDifferences / USD,-482000000.0,,-94000000.0,,-1113000000.0,,-644000000.0,,-875000000.0,,-178000000.0,,-1417000000.0,,-2563000000.0,
DeferredTaxLiabilities / USD,2665000000.0,4944000000.0,3956000000.0,3740000000.0,3995000000.0,2932000000.0,3286000000.0,2526000000.0,2490000000.0,2927000000.0,2918000000.0,5275000000.0,6206000000.0,2800000000.0,2944000000.0,3333000000.0
DeferredTaxLiabilityAsset / USD,577000000.0,,1371000000.0,,2854000000.0,,1806000000.0,,907000000.0,,-228000000.0,,-520000000.0,,1876000000.0,
DeferredTaxRelatingToItemsChargedOrCreditedDirectlyToEquity / USD,,,12000000.0,,12000000.0,,-12000000.0,,-12000000.0,,-16000000.0,,14000000.0,,-38000000.0,
DefinedBenefitObligationAtPresentValue / USD,11302000000.0,,12505000000.0,,12412000000.0,,13870000000.0,,13018000000.0,,13018000000.0,,8108000000.0,,7907000000.0,
DerivativesAmountContributedToFairValueOfPlanAssets / USD,,,,,,,,,,,22000000.0,,-290000000.0,,-92000000.0,
DescriptionOfAmountsOfEntitysOwnFinancialInstrumentsIncludedInFairValueOfPlanAssets / USD,,,,,,,,,0.0,,0.0,,1000000.0,,0.0,
DilutedEarningsLossPerShare / USD/shares,2.23,0.8,2.76,0.54,2.37,0.56,1.7,1.17,1.03,1.6,2.44,0.48,0.08,2.32,2.11,2.63
DilutiveEffectOfShareOptionsOnNumberOfOrdinaryShares / shares,1000000.0,,1000000.0,,1000000.0,,1000000.0,,1000000.0,,1000000.0,,9000000.0,,12000000.0,
DistributionCosts / USD,339000000.0,149000000.0,326000000.0,165000000.0,310000000.0,159000000.0,331000000.0,191000000.0,339000000.0,202000000.0,399000000.0,254000000.0,446000000.0,265000000.0,536000000.0,267000000.0
DividendsPaidClassifiedAsFinancingActivities / USD,3486000000.0,2368000000.0,3561000000.0,2363000000.0,3519000000.0,2432000000.0,3484000000.0,2398000000.0,3592000000.0,2469000000.0,3572000000.0,2971000000.0,3856000000.0,3069000000.0,4364000000.0,3050000000.0
DividendsPaidOrdinaryShares / USD,3537000000.0,,3540000000.0,,3543000000.0,,3539000000.0,,3579000000.0,,3668000000.0,,3882000000.0,,4485000000.0,
DividendsPaidOrdinarySharesPerShare / USD/shares,,,1.9,,1.9,,1.9,,1.9,,,,,,1.97,
DividendsRecognisedAsDistributionsToNoncontrollingInterests / USD,13000000.0,,13000000.0,,,,,,,,,,4000000.0,,4000000.0,
DividendsRecognisedAsDistributionsToOwnersOfParent / USD,3537000000.0,2404000000.0,3540000000.0,,3543000000.0,,3541000000.0,,3583000000.0,,3669000000.0,,3882000000.0,,4486000000.0,
DividendsRecognisedAsDistributionsToOwnersOfParentRelatingToCurrentYear / USD,1137000000.0,,1138000000.0,,1139000000.0,,1139000000.0,,1180000000.0,,1180000000.0,,1392000000.0,,1440000000.0,
DividendsRecognisedAsDistributionsToOwnersOfParentRelatingToPriorYears / USD,2400000000.0,,2402000000.0,,2404000000.0,,2402000000.0,,2403000000.0,,2489000000.0,,2490000000.0,,3046000000.0,
DividendsRecognisedAsDistributionsToOwnersPerShare / USD/shares,,,,,,,,,,,2.8,,2.8,,2.9,
EffectOfExchangeRateChangesOnCashAndCashEquivalents / USD,-76000000.0,-79000000.0,21000000.0,-27000000.0,-66000000.0,16000000.0,-38000000.0,-18000000.0,5000000.0,-52000000.0,12000000.0,-35000000.0,-62000000.0,-47000000.0,-80000000.0,-52000000.0
EmployeeBenefitsExpense / USD,6128000000.0,,6284000000.0,,6486000000.0,,6970000000.0,,7568000000.0,,8247000000.0,,10275000000.0,,11531000000.0,
Equity / USD,19646000000.0,16669000000.0,18509000000.0,16642000000.0,16669000000.0,14044000000.0,16642000000.0,14596000000.0,14044000000.0,15638000000.0,14596000000.0,39287000000.0,15638000000.0,37058000000.0,39287000000.0,39166000000.0
EquityAttributableToOwnersOfParent / USD,18490000000.0,13653000000.0,14854000000.0,12645000000.0,14960000000.0,13548000000.0,12468000000.0,12237000000.0,13127000000.0,15676000000.0,15622000000.0,35932000000.0,39268000000.0,37392000000.0,37037000000.0,39512000000.0
ExpenseFromSharebasedPaymentTransactionsWithEmployees / USD,,,,,,,,,,,,,,,619000000.0,
ExpenseOfRestructuringActivities / USD,1034000000.0,496000000.0,1107000000.0,187000000.0,807000000.0,,697000000.0,,347000000.0,,251000000.0,,1283000000.0,,717000000.0,
FinanceCosts / USD,1075000000.0,781000000.0,1384000000.0,718000000.0,1508000000.0,728000000.0,1419000000.0,661000000.0,1432000000.0,629000000.0,1306000000.0,647000000.0,1300000000.0,795000000.0,1346000000.0,856000000.0
FinanceIncome / USD,46000000.0,39000000.0,67000000.0,78000000.0,113000000.0,96000000.0,138000000.0,73000000.0,172000000.0,27000000.0,87000000.0,35000000.0,43000000.0,141000000.0,95000000.0,211000000.0
FinanceIncomeCost / USD,-1029000000.0,-742000000.0,-1317000000.0,-640000000.0,-1395000000.0,-632000000.0,-1281000000.0,-588000000.0,-1260000000.0,,-1219000000.0,,-1257000000.0,,-1251000000.0,
FinancialAssetsAtFairValueThroughProfitOrLoss / USD,,,809000000.0,,809000000.0,,809000000.0,,873000000.0,,118000000.0,,16000000.0,,23000000.0,
FinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome / USD,,,833000000.0,,833000000.0,,833000000.0,,1339000000.0,,1108000000.0,,1168000000.0,,1056000000.0,
FinancialInstrumentsSubjectToEnforceableMasterNettingArrangementOrSimilarAgreementNotSetOffAgainstFinancialAssets / USD,,,,,,,,,,,,,,,29000000.0,
FinancialInstrumentsSubjectToEnforceableMasterNettingArrangementOrSimilarAgreementNotSetOffAgainstFinancialLiabilities / USD,,,,,,,,,,,,,,,29000000.0,
FinancialLiabilities / USD,15053000000.0,,16808000000.0,,17807000000.0,,19113000000.0,,18227000000.0,,20380000000.0,,30781000000.0,,29232000000.0,
FinancialLiabilitiesAtFairValue / USD,16076000000.0,,18174000000.0,,19280000000.0,,19588000000.0,,20549000000.0,,23825000000.0,,33252000000.0,,27898000000.0,
FinishedGoods / USD,638000000.0,,463000000.0,,803000000.0,,646000000.0,,1091000000.0,,1431000000.0,,2012000000.0,,1413000000.0,
GainsLossesOnCashFlowHedgesBeforeTax / USD,-115000000.0,127000000.0,-115000000.0,19000000.0,311000000.0,-43000000.0,-37000000.0,-131000000.0,-101000000.0,-59000000.0,180000000.0,-138000000.0,-167000000.0,89000000.0,-97000000.0,-138000000.0
GainsLossesOnFinancialAssetsAtFairValueThroughProfitOrLoss / USD,16000000.0,,-84000000.0,,159000000.0,,-57000000.0,,-46000000.0,,3000000.0,,-63000000.0,,,
GainsLossesOnHedgesOfNetInvestmentsInForeignOperationsBeforeTax / USD,14000000.0,-35000000.0,-4000000.0,-4000000.0,-48000000.0,-9000000.0,-8000000.0,60000000.0,,7000000.0,,34000000.0,,,,
GainsOnChangeInFairValueOfDerivatives / USD,10000000.0,,4000000.0,,4000000.0,,7000000.0,,7000000.0,,4000000.0,,14000000.0,,14000000.0,
Goodwill / USD,11800000000.0,11774000000.0,11658000000.0,11717000000.0,11825000000.0,11668000000.0,11707000000.0,11645000000.0,11668000000.0,11798000000.0,11845000000.0,19821000000.0,19997000000.0,19960000000.0,19820000000.0,21060000000.0
GoodwillDerecognisedWithoutHavingPreviouslyBeenIncludedInDisposalGroupClassifiedAsHeldForSale / USD,624000000.0,,613000000.0,,631000000.0,,619000000.0,,614000000.0,,636000000.0,,615000000.0,,591000000.0,
GrossFinancialAssetsSubjectToOffsettingEnforceableMasterNettingArrangementsOrSimilarAgreements / USD,,,,,,,,,,,,,,,323000000.0,
GrossFinancialLiabilitiesSubjectToOffsettingEnforceableMasterNettingArrangementsOrSimilarAgreements / USD,,,,,,,,,,,,,,,346000000.0,
GrossProfit / USD,20062000000.0,8612000000.0,18876000000.0,8187000000.0,18147000000.0,9122000000.0,17154000000.0,10225000000.0,19463000000.0,11485000000.0,21318000000.0,15652000000.0,24980000000.0,18430000000.0,31960000000.0,21216000000.0
ImpairmentLossRecognisedInProfitOrLossGoodwill / USD,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
IncomeTaxExpenseContinuingOperations / USD,243000000.0,116000000.0,146000000.0,151000000.0,-641000000.0,229000000.0,-57000000.0,408000000.0,321000000.0,260000000.0,772000000.0,52000000.0,-380000000.0,726000000.0,-792000000.0,1089000000.0
IncomeTaxRelatingToCashFlowHedgesOfOtherComprehensiveIncome / USD,,,,,,,,,,,-22000000.0,,5000000.0,,-12000000.0,
IncomeTaxRelatingToComponentsOfOtherComprehensiveIncome / USD,-127000000.0,,160000000.0,,40000000.0,,113000000.0,,,,94000000.0,,175000000.0,,143000000.0,
IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss / USD,-87000000.0,70000000.0,-86000000.0,-55000000.0,33000000.0,-20000000.0,-51000000.0,-29000000.0,-38000000.0,-18000000.0,39000000.0,-46000000.0,-46000000.0,-12000000.0,-73000000.0,-38000000.0
IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLoss / USD,199000000.0,-71000000.0,-136000000.0,67000000.0,-16000000.0,-17000000.0,-56000000.0,79000000.0,-21000000.0,-52000000.0,81000000.0,275000000.0,-105000000.0,5000000.0,216000000.0,27000000.0
IncomeTaxRelatingToHedgesOfNetInvestmentsInForeignOperationsOfOtherComprehensiveIncome / USD,-80000000.0,,-83000000.0,,-14000000.0,,-4000000.0,,-4000000.0,,61000000.0,,-43000000.0,,-73000000.0,
IncomeTaxRelatingToInvestmentsInEquityInstrumentsOfOtherComprehensiveIncome / USD,,,,,,,,,,,,,,,-15000000.0,
IncomeTaxRelatingToRemeasurementsOfDefinedBenefitPlansOfOtherComprehensiveIncome / USD,133000000.0,,-110000000.0,,-24000000.0,,-37000000.0,,-81000000.0,,-36000000.0,,117000000.0,,231000000.0,
IncomeTaxesPaidRefund / USD,454000000.0,,537000000.0,,1118000000.0,,1562000000.0,,1743000000.0,,1623000000.0,,2366000000.0,,2750000000.0,
IncomeTaxesPaidRefundClassifiedAsOperatingActivities / USD,1354000000.0,336000000.0,412000000.0,288000000.0,454000000.0,723000000.0,537000000.0,792000000.0,1118000000.0,869000000.0,1562000000.0,1006000000.0,1743000000.0,1061000000.0,1623000000.0,1337000000.0
IncreaseDecreaseInAccumulatedDeferredTaxRecognisedInOtherComprehensiveIncomeDueToChangeInTaxRate / USD,58000000.0,,25000000.0,,17000000.0,,11000000.0,,-63000000.0,,-63000000.0,,-195000000.0,,,
IncreaseDecreaseInCashAndCashEquivalentsBeforeEffectOfExchangeRateChanges / USD,-37000000.0,133000000.0,-1148000000.0,-379000000.0,-1686000000.0,643000000.0,1537000000.0,100000000.0,547000000.0,7703000000.0,2311000000.0,-1523000000.0,-1446000000.0,-465000000.0,25000000.0,1092000000.0
IncreaseDecreaseInDeferredTaxLiabilityAsset / USD,,,,,-1135000000.0,,-292000000.0,,-2396000000.0,,-2195000000.0,,-1555000000.0,,-168000000.0,
IncreaseDecreaseInExistingProvisionsOtherProvisions / USD,706000000.0,,988000000.0,,602000000.0,,201000000.0,,1061000000.0,,276000000.0,,872000000.0,,1484000000.0,
IncreaseDecreaseThroughBusinessCombinationsDeferredTaxLiabilityAsset / USD,977000000.0,,1777000000.0,,,,,,4174000000.0,,4174000000.0,,4174000000.0,,,
IncreaseDecreaseThroughChangesInOwnershipInterestsInSubsidiariesThatDoNotResultInLossOfControl / USD,1903000000.0,,1903000000.0,,,,,,,,,,,61000000.0,61000000.0,61000000.0
IncreaseDecreaseThroughEffectOfChangesInForeignExchangeRatesLiabilitiesArisingFromFinancingActivities / USD,381000000.0,,-175000000.0,,-177000000.0,,-177000000.0,,-62000000.0,,363000000.0,,-378000000.0,,-287000000.0,
IncreaseDecreaseThroughFinancingCashFlowsLiabilitiesArisingFromFinancingActivities / USD,560000000.0,,1473000000.0,,1473000000.0,,1473000000.0,,-1702000000.0,,1440000000.0,,7654000000.0,,-1441000000.0,
IncreaseDecreaseThroughNetExchangeDifferencesDeferredTaxLiabilityAsset / USD,80000000.0,,79000000.0,,-69000000.0,,44000000.0,,-52000000.0,,-15000000.0,,-14000000.0,,128000000.0,
IncreaseDecreaseThroughNetExchangeDifferencesOtherProvisions / USD,28000000.0,,-47000000.0,,89000000.0,,-17000000.0,,26000000.0,,85000000.0,,15000000.0,,-46000000.0,
IncreaseDecreaseThroughObtainingOrLosingControlOfSubsidiariesOrOtherBusinessesLiabilitiesArisingFromFinancingActivities / USD,,,,,,,,,2523000000.0,,2523000000.0,,2523000000.0,,5000000.0,
