fact_unit,2013-05-08,2013-08-09,2013-11-12,2014-02-21,2014-05-09,2014-08-07,2014-11-07,2015-02-20,2015-05-08,2015-08-07,2015-11-06,2016-02-19,2016-05-06,2016-08-05,2016-11-07,2017-02-17,2017-05-05,2017-08-07,2017-11-07,2018-02-16,2018-05-04,2018-08-07,2018-11-07,2019-02-27,2019-05-03,2019-08-05,2019-11-06,2020-02-21,2020-05-08,2020-08-04,2020-11-04,2021-02-19,2021-05-07,2021-08-02,2021-11-02,2022-02-18,2022-05-06,2022-08-04,2022-11-04,2023-02-17,2023-05-05,2023-08-07,2023-11-06,2024-02-20,2024-05-03,2024-08-07,2024-11-04,2025-02-14,2025-05-09,2025-08-04,2025-11-04
OtherAssetsNoncurrent / USD,835000000.0,835000000.0,835000000.0,835000000.0,767000000.0,767000000.0,767000000.0,767000000.0,1507000000.0,1480000000.0,1480000000.0,1480000000.0,1149000000.0,1149000000.0,1149000000.0,1149000000.0,1212000000.0,1212000000.0,1212000000.0,1212000000.0,1326000000.0,1326000000.0,1326000000.0,1326000000.0,1208000000.0,1208000000.0,1208000000.0,1208000000.0,2288000000.0,2288000000.0,2288000000.0,2288000000.0,4851000000.0,4851000000.0,4851000000.0,4851000000.0,4884000000.0,4884000000.0,4884000000.0,4884000000.0,5571000000.0,5571000000.0,5571000000.0,5571000000.0,8513000000.0,8513000000.0,8513000000.0,8513000000.0,9142000000.0,9142000000.0,9142000000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32000000.0,-288000000.0,-391000000.0,-227000000.0,214000000.0,726000000.0,-98000000.0,-677000000.0,-433000000.0,-794000000.0,1511000000.0,-231000000.0,-1054000000.0,-2043000000.0,-1153000000.0,194000000.0,178000000.0,-279000000.0,-943000000.0,-396000000.0,-553000000.0,21000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68000000.0,141000000.0,46000000.0,58000000.0,115000000.0,-131000000.0,-12000000.0,15000000.0,98000000.0,151000000.0,-41000000.0,-54000000.0,-2000000.0,0.0,30000000.0,36000000.0,-26000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9000000.0,9000000.0,23000000.0,-2000000.0,-4000000.0,-13000000.0,70000000.0,3000000.0,3000000.0,16000000.0,-23000000.0,-2000000.0,3000000.0,17000000.0,20000000.0,-4000000.0,-8000000.0,-1000000.0,5000000.0,7000000.0,5000000.0,-3000000.0
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,-10000000.0,-18000000.0,-8000000.0,-4000000.0,11000000.0,-4000000.0,-25000000.0,-24000000.0,-32000000.0,28000000.0,-7000000.0,-19000000.0,-30000000.0,-35000000.0,12000000.0,6000000.0,-11000000.0,-10000000.0,-20000000.0,-24000000.0,1000000.0
OtherComprehensiveIncomeLossNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11000000.0,-48000000.0,247000000.0,-101000000.0,161000000.0,337000000.0,-1116000000.0,-178000000.0,14000000.0,-39000000.0,479000000.0,-85000000.0,-297000000.0,-544000000.0,218000000.0,-33000000.0,-53000000.0,-154000000.0,700000000.0,-149000000.0,-208000000.0,-29000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45000000.0,-78000000.0,-197000000.0,-56000000.0,-99000000.0,-134000000.0,1243000000.0,-79000000.0,-129000000.0,-196000000.0,102000000.0,-28000000.0,-76000000.0,-136000000.0,-521000000.0,-38000000.0,-36000000.0,-38000000.0,-1088000000.0,-10000000.0,-18000000.0,-15000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12000000.0,-19000000.0,-35000000.0,-15000000.0,-27000000.0,-37000000.0,323000000.0,-19000000.0,-33000000.0,-50000000.0,47000000.0,-10000000.0,-21000000.0,-35000000.0,-124000000.0,-14000000.0,-10000000.0,-11000000.0,-272000000.0,-1000000.0,-4000000.0,-3000000.0
OtherLiabilitiesNoncurrent / USD,,,,900000000.0,,,,1337000000.0,,,,990000000.0,,,,844000000.0,,,,1160000000.0,,,,1241000000.0,,,,1307000000.0,17597000000.0,17597000000.0,17597000000.0,17597000000.0,27607000000.0,27607000000.0,27607000000.0,27607000000.0,28701000000.0,28701000000.0,28701000000.0,28701000000.0,30655000000.0,30655000000.0,30655000000.0,30655000000.0,32327000000.0,32327000000.0,32327000000.0,32327000000.0,30129000000.0,30129000000.0,30129000000.0
OtherNoncashIncomeExpense / USD,-12000000.0,-26000000.0,-38000000.0,-66000000.0,-14000000.0,-33000000.0,-28000000.0,-66000000.0,47000000.0,60000000.0,-324000000.0,-34000000.0,-249000000.0,-395000000.0,-369000000.0,-434000000.0,-62000000.0,-74000000.0,-326000000.0,-489000000.0,-45000000.0,-134000000.0,73000000.0,-390000000.0,-101000000.0,-118000000.0,-423000000.0,-84000000.0,33000000.0,10000000.0,-92000000.0,-76000000.0,-1000000.0,-434000000.0,-491000000.0,-43000000.0,20000000.0,30000000.0,185000000.0,-863000000.0,-128000000.0,86000000.0,151000000.0,213000000.0,128000000.0,173000000.0,219000000.0,150000000.0,33000000.0,53000000.0,75000000.0
OtherNonoperatingIncomeExpense / USD,37000000.0,26000000.0,39000000.0,-2000000.0,15000000.0,19000000.0,14000000.0,9000000.0,3000000.0,-5000000.0,24000000.0,1000000.0,-1000000.0,3000000.0,-25000000.0,27000000.0,0.0,-51000000.0,-152000000.0,-13000000.0,-61000000.0,-111000000.0,-449000000.0,-188000000.0,153000000.0,-317000000.0,-411000000.0,-466000000.0,-135000000.0,-2413000000.0,-2590000000.0,-18000000.0,-72000000.0,-874000000.0,-989000000.0,-3006000000.0,395000000.0,-2263000000.0,-2284000000.0,-5614000000.0,776000000.0,-757000000.0,-427000000.0,-2500000000.0,-1804000000.0,-3216000000.0,-3121000000.0,-2448000000.0,-586000000.0,-1931000000.0,-3090000000.0
OtherOperatingIncomeExpenseNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,-500000000.0,,0.0,0.0,890000000.0,,68000000.0,-432000000.0,0.0,0.0,172000000.0,-57000000.0,-432000000.0,10000000.0,179000000.0,179000000.0,-56000000.0,,0.0,0.0
ParticipatingSecuritiesDistributedAndUndistributedEarningsLossBasic / USD,,,,,,,,,,,14000000.0,26000000.0,,,18000000.0,9000000.0,7000000.0,15000000.0,23000000.0,26000000.0,9000000.0,18000000.0,26000000.0,30000000.0,12000000.0,22000000.0,34000000.0,26000000.0,12000000.0,17000000.0,27000000.0,30000000.0,14000000.0,28000000.0,44000000.0,40000000.0,24000000.0,34000000.0,53000000.0,60000000.0,22000000.0,26000000.0,43000000.0,74000000.0,11000000.0,22000000.0,32000000.0,54000000.0,10000000.0,20000000.0,30000000.0
ParticipatingSecuritiesDistributedAndUndistributedEarningsLossDiluted / USD,,,,,,,17000000.0,26000000.0,4000000.0,11000000.0,14000000.0,26000000.0,5000000.0,11000000.0,18000000.0,9000000.0,7000000.0,15000000.0,23000000.0,26000000.0,9000000.0,18000000.0,26000000.0,30000000.0,12000000.0,22000000.0,34000000.0,26000000.0,12000000.0,17000000.0,27000000.0,30000000.0,14000000.0,28000000.0,44000000.0,40000000.0,24000000.0,34000000.0,53000000.0,60000000.0,22000000.0,26000000.0,43000000.0,74000000.0,11000000.0,22000000.0,32000000.0,54000000.0,10000000.0,20000000.0,30000000.0
PaymentForContingentConsiderationLiabilityFinancingActivities / USD,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,268000000.0,0.0,,39000000.0,78000000.0,268000000.0,0.0,108000000.0,120000000.0,78000000.0,53000000.0,129000000.0,212000000.0,163000000.0,132000000.0,313000000.0,480000000.0,321000000.0,246000000.0,482000000.0,817000000.0,698000000.0,311000000.0,641000000.0,735000000.0,1132000000.0,,,
PaymentForContingentConsiderationLiabilityOperatingActivities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161000000.0,91000000.0,14000000.0,16000000.0,407000000.0,164000000.0,391000000.0,876000000.0,1456000000.0
PaymentOfFinancingAndStockIssuanceCosts / USD,,,,,,,,,59000000.0,179000000.0,82000000.0,141000000.0,59000000.0,179000000.0,179000000.0,141000000.0,,52000000.0,52000000.0,182000000.0,,,,69000000.0,,0.0,34000000.0,0.0,,171000000.0,248000000.0,40000000.0,,20000000.0,20000000.0,424000000.0,,,,20000000.0,,,,0.0,,,,0.0,,,
PaymentsForProceedsFromOtherInvestingActivities / USD,,,-1000000.0,,,,,,,,-19000000.0,-19000000.0,,,,0.0,,,,0.0,,,,-118000000.0,,,,0.0,0.0,0.0,0.0,0.0,5000000.0,-1454000000.0,-1382000000.0,-167000000.0,-49000000.0,-135000000.0,-223000000.0,-1387000000.0,-154000000.0,-599000000.0,-769000000.0,-366000000.0,-26000000.0,-25000000.0,-35000000.0,-774000000.0,6000000.0,11000000.0,8000000.0
PaymentsForRepurchaseOfCommonStock / USD,97000000.0,121000000.0,119000000.0,320000000.0,97000000.0,121000000.0,119000000.0,320000000.0,329000000.0,353000000.0,352000000.0,320000000.0,342000000.0,5344000000.0,6342000000.0,665000000.0,409000000.0,4217000000.0,4223000000.0,7586000000.0,895000000.0,900000000.0,905000000.0,6033000000.0,1431000000.0,8947000000.0,9956000000.0,1410000000.0,620000000.0,623000000.0,627000000.0,12014000000.0,643000000.0,662000000.0,682000000.0,629000000.0,787000000.0,797000000.0,803000000.0,978000000.0,1470000000.0,1479000000.0,1483000000.0,934000000.0,1955000000.0,1965000000.0,1969000000.0,1487000000.0,1324000000.0,1333000000.0,1350000000.0
PaymentsOfDebtIssuanceCosts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,99000000.0,99000000.0,99000000.0
PaymentsOfDividends / USD,636000000.0,1274000000.0,1914000000.0,2555000000.0,636000000.0,1274000000.0,1914000000.0,2555000000.0,641000000.0,1314000000.0,1987000000.0,2555000000.0,786000000.0,1604000000.0,2454000000.0,2661000000.0,924000000.0,1851000000.0,2784000000.0,3294000000.0,1027000000.0,2051000000.0,3077000000.0,3717000000.0,1137000000.0,2668000000.0,4129000000.0,4107000000.0,1588000000.0,3180000000.0,4771000000.0,5580000000.0,1763000000.0,3515000000.0,5615000000.0,6366000000.0,2322000000.0,4632000000.0,6947000000.0,7716000000.0,2526000000.0,5033000000.0,7537000000.0,9261000000.0,2661000000.0,5286000000.0,7913000000.0,10043000000.0,2772000000.0,5522000000.0,8273000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,671000000.0,780000000.0,780000000.0,273000000.0,,134000000.0,358000000.0,688000000.0,736000000.0,11488000000.0,11488000000.0,11488000000.0,736000000.0,11488000000.0,11488000000.0,11488000000.0,,2455000000.0,2477000000.0,11488000000.0,,,,2495000000.0,,,,,,0.0,0.0,0.0,,38138000000.0,38138000000.0,0.0,,,,38260000000.0,,,,525000000.0,0.0,0.0,0.0,255000000.0,9199000000.0,9199000000.0,17493000000.0
PaymentsToAcquireMarketableSecurities / USD,,14000000.0,1825000000.0,1943000000.0,660000000.0,14000000.0,631000000.0,2550000000.0,660000000.0,1160000000.0,1169000000.0,930000000.0,1342000000.0,851000000.0,851000000.0,1169000000.0,1342000000.0,4020000000.0,4520000000.0,851000000.0,970000000.0,1391000000.0,1838000000.0,5315000000.0,267000000.0,637000000.0,1581000000.0,2230000000.0,194000000.0,558000000.0,579000000.0,1792000000.0,13000000.0,32000000.0,47000000.0,583000000.0,16000000.0,56000000.0,73000000.0,61000000.0,1406000000.0,1411000000.0,1428000000.0,119000000.0,19000000.0,35000000.0,43000000.0,1438000000.0,6000000.0,22000000.0,46000000.0
PaymentsToAcquireOtherInvestments / USD,,,,,,,,,,17000000.0,572000000.0,405000000.0,,794000000.0,794000000.0,622000000.0,28000000.0,132000000.0,172000000.0,964000000.0,63000000.0,100000000.0,180000000.0,262000000.0,372000000.0,401000000.0,541000000.0,308000000.0,320000000.0,440000000.0,476000000.0,736000000.0,12000000.0,192000000.0,1072000000.0,1135000000.0,198000000.0,345000000.0,837000000.0,1350000000.0,185000000.0,394000000.0,494000000.0,1377000000.0,353000000.0,513000000.0,670000000.0,539000000.0,190000000.0,1033000000.0,1232000000.0
PaymentsToAcquirePropertyPlantAndEquipment / USD,162000000.0,256000000.0,238000000.0,356000000.0,88000000.0,207000000.0,340000000.0,333000000.0,137000000.0,279000000.0,459000000.0,491000000.0,145000000.0,260000000.0,387000000.0,612000000.0,121000000.0,252000000.0,365000000.0,532000000.0,95000000.0,221000000.0,347000000.0,479000000.0,119000000.0,233000000.0,515000000.0,529000000.0,107000000.0,235000000.0,389000000.0,638000000.0,125000000.0,302000000.0,519000000.0,552000000.0,188000000.0,383000000.0,600000000.0,798000000.0,162000000.0,305000000.0,482000000.0,787000000.0,175000000.0,353000000.0,572000000.0,695000000.0,193000000.0,434000000.0,683000000.0
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent / USD,,,,979000000.0,,,,1628000000.0,,,,2220000000.0,,,,1949000000.0,,,,2085000000.0,,,,2740000000.0,,,,1840000000.0,,,,2949000000.0,,,,3413000000.0,,,,3153000000.0,,,,1638000000.0,,,,1538000000.0,,,
PreferredStockParOrStatedValuePerShare / USD/shares,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,
PreferredStockSharesAuthorized / shares,,,,200000000.0,,,,200000000.0,,,,200000000.0,,,,200000000.0,,,,200000000.0,,,,200000000.0,,,,200000000.0,,,,200000000.0,,,,200000000.0,,,,200000000.0,,,,200000000.0,,,,200000000.0,,,
PreferredStockSharesIssued / shares,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
PrepaidExpenseAndOtherAssets / USD,543000000.0,543000000.0,543000000.0,1320000000.0,1234000000.0,1234000000.0,1234000000.0,1234000000.0,1403000000.0,1952000000.0,1952000000.0,1952000000.0,1458000000.0,1458000000.0,1458000000.0,1458000000.0,3562000000.0,3562000000.0,3562000000.0,3562000000.0,4741000000.0,4741000000.0,4741000000.0,4741000000.0,1895000000.0,1895000000.0,1895000000.0,1895000000.0,2354000000.0,2354000000.0,2354000000.0,2354000000.0,3562000000.0,3562000000.0,3562000000.0,3562000000.0,4993000000.0,4993000000.0,4993000000.0,4993000000.0,4401000000.0,4401000000.0,4401000000.0,4401000000.0,4932000000.0,4932000000.0,4932000000.0,4932000000.0,4927000000.0,4927000000.0,4927000000.0
ProceedsFromIssuanceOfLongTermDebt / USD,,,,14586000000.0,,,,14586000000.0,,16655000000.0,16660000000.0,20660000000.0,,16655000000.0,16660000000.0,20660000000.0,,7771000000.0,7771000000.0,20660000000.0,,,0.0,11627000000.0,,,5963000000.0,5963000000.0,,3000000000.0,1534000000.0,5963000000.0,,3000000000.0,3000000000.0,31482000000.0,2000000000.0,2000000000.0,1000000000.0,3000000000.0,2000000000.0,2000000000.0,2000000000.0,1000000000.0,14963000000.0,14963000000.0,14963000000.0,2000000000.0,14963000000.0,14963000000.0,14963000000.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,-9000000.0,-8000000.0,-12000000.0,-21000000.0,-97000000.0,-101000000.0,-76000000.0,-151000000.0,18000000.0,-43000000.0,-42000000.0,-66000000.0,66000000.0,46000000.0,55000000.0,-53000000.0,43000000.0,42000000.0,64000000.0,36000000.0,26000000.0,18000000.0,47000000.0,29000000.0,37000000.0,5000000.0,16000000.0,21000000.0,21000000.0,21000000.0,36000000.0,14000000.0,25000000.0,20000000.0,28000000.0,35000000.0,-4000000.0,1000000.0,22000000.0,8000000.0,21000000.0,26000000.0,41000000.0,24000000.0,21000000.0,20000000.0,50000000.0,30000000.0,24000000.0,24000000.0,56000000.0
ProceedsFromRepaymentsOfCommercialPaper / USD,,,,,,,,,,,,,,,,,,,,,,23000000.0,423000000.0,-23000000.0,-33000000.0,111000000.0,-400000000.0,23000000.0,-200000000.0,-393000000.0,-699000000.0,299000000.0,,,,-699000000.0,,,,,,,,,,,,,0.0,0.0,0.0
ProceedsFromSaleMaturityAndCollectionsOfInvestments / USD,629000000.0,630000000.0,630000000.0,1255000000.0,1575000000.0,2075000000.0,2085000000.0,1153000000.0,8000000.0,300000000.0,1460000000.0,2705000000.0,8000000.0,9000000.0,881000000.0,1477000000.0,33000000.0,1103000000.0,1579000000.0,899000000.0,444000000.0,1346000000.0,1890000000.0,2359000000.0,311000000.0,1511000000.0,1914000000.0,2793000000.0,594000000.0,1066000000.0,2655000000.0,2160000000.0,26000000.0,1429000000.0,1464000000.0,2699000000.0,11000000.0,65000000.0,88000000.0,1525000000.0,8000000.0,50000000.0,1460000000.0,98000000.0,22000000.0,36000000.0,41000000.0,1530000000.0,6000000.0,9000000.0,516000000.0
ProceedsFromShortTermDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5008000000.0,5008000000.0,5008000000.0
ProceedsFromStockOptionsExercised / USD,91000000.0,190000000.0,244000000.0,347000000.0,91000000.0,190000000.0,244000000.0,347000000.0,85000000.0,127000000.0,164000000.0,347000000.0,47000000.0,101000000.0,123000000.0,232000000.0,77000000.0,169000000.0,210000000.0,155000000.0,85000000.0,149000000.0,214000000.0,268000000.0,62000000.0,64000000.0,66000000.0,254000000.0,4000000.0,5000000.0,6000000.0,73000000.0,12000000.0,77000000.0,109000000.0,8000000.0,71000000.0,144000000.0,169000000.0,209000000.0,128000000.0,198000000.0,209000000.0,244000000.0,65000000.0,113000000.0,149000000.0,262000000.0,127000000.0,137000000.0,204000000.0
ProfitLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3197000000.0,5081000000.0,5687000000.0,3010000000.0,2271000000.0,4584000000.0,7882000000.0,3555000000.0,4324000000.0,7504000000.0,4622000000.0,4493000000.0,5421000000.0,9373000000.0,11549000000.0,241000000.0,2268000000.0,4049000000.0,11845000000.0,1372000000.0,2745000000.0,4309000000.0
PropertyPlantAndEquipmentGross / USD,6542000000.0,6542000000.0,6542000000.0,6542000000.0,6909000000.0,6909000000.0,6909000000.0,6909000000.0,7105000000.0,7105000000.0,7105000000.0,7105000000.0,7334000000.0,7334000000.0,7334000000.0,7334000000.0,7526000000.0,7526000000.0,7526000000.0,7526000000.0,8071000000.0,8071000000.0,8071000000.0,8071000000.0,8396000000.0,8396000000.0,8396000000.0,8396000000.0,8188000000.0,8188000000.0,8188000000.0,8188000000.0,10859000000.0,10859000000.0,10859000000.0,10859000000.0,10727000000.0,10727000000.0,10727000000.0,10727000000.0,10986000000.0,10986000000.0,10986000000.0,10986000000.0,11635000000.0,11635000000.0,11635000000.0,11635000000.0,12267000000.0,12267000000.0,12267000000.0
PropertyPlantAndEquipmentNet / USD,2247000000.0,2247000000.0,2247000000.0,2247000000.0,2298000000.0,2298000000.0,2298000000.0,2298000000.0,2485000000.0,2485000000.0,2485000000.0,2485000000.0,2565000000.0,2565000000.0,2565000000.0,2565000000.0,2604000000.0,2604000000.0,2604000000.0,2604000000.0,2803000000.0,2803000000.0,2803000000.0,2803000000.0,2883000000.0,2883000000.0,2883000000.0,2883000000.0,2962000000.0,2962000000.0,2962000000.0,2962000000.0,5248000000.0,5248000000.0,5248000000.0,5248000000.0,5110000000.0,5110000000.0,5110000000.0,5110000000.0,4935000000.0,4935000000.0,4935000000.0,4935000000.0,4989000000.0,4989000000.0,4989000000.0,4989000000.0,5134000000.0,5134000000.0,5134000000.0
RepaymentsOfLongTermDebtAndCapitalSecurities / USD,,,,,,,,,,,,17000000.0,,11000000.0,15000000.0,17000000.0,0.0,2005000000.0,2006000000.0,4018000000.0,6000000.0,13000000.0,18000000.0,6010000000.0,7000000.0,3013000000.0,5021000000.0,25000000.0,,4000000.0,5000000.0,6035000000.0,,3763000000.0,4414000000.0,1536000000.0,0.0,3461000000.0,5662000000.0,5683000000.0,4879000000.0,4881000000.0,7582000000.0,9414000000.0,1351000000.0,2353000000.0,2355000000.0,14433000000.0,103000000.0,3448000000.0,3851000000.0
RepaymentsOfOtherShortTermDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3000000000.0,3000000000.0,3000000000.0,0.0,,,,3000000000.0,,,,,,,,,0.0,0.0,0.0,0.0,5005000000.0,5008000000.0,5008000000.0
ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationWrittenOff / USD,150000000.0,260000000.0,260000000.0,673000000.0,,70000000.0,290000000.0,288000000.0,127000000.0,16000000.0,324000000.0,338000000.0,127000000.0,150000000.0,150000000.0,352000000.0,10000000.0,80000000.0,160000000.0,150000000.0,0.0,15000000.0,15000000.0,200000000.0,69000000.0,69000000.0,124000000.0,327000000.0,155000000.0,246000000.0,246000000.0,424000000.0,0.0,853000000.0,898000000.0,385000000.0,185000000.0,317000000.0,719000000.0,1376000000.0,145000000.0,414000000.0,454000000.0,1124000000.0,150000000.0,430000000.0,496000000.0,697000000.0,164000000.0,1101000000.0,1183000000.0
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost / USD,642000000.0,1284000000.0,2097000000.0,2618000000.0,634000000.0,1343000000.0,2057000000.0,2778000000.0,772000000.0,1606000000.0,2418000000.0,2855000000.0,811000000.0,1792000000.0,3210000000.0,3297000000.0,946000000.0,2070000000.0,3176000000.0,4285000000.0,1142000000.0,2371000000.0,3599000000.0,4385000000.0,1244000000.0,2566000000.0,3834000000.0,5007000000.0,1289000000.0,2580000000.0,4865000000.0,10329000000.0,1379000000.0,2961000000.0,4667000000.0,6407000000.0,1667000000.0,3434000000.0,5095000000.0,6379000000.0,1497000000.0,3106000000.0,4720000000.0,6922000000.0,2292000000.0,4025000000.0,5748000000.0,6510000000.0,1939000000.0,3887000000.0,6017000000.0
RetainedEarningsAccumulatedDeficit / USD,330000000.0,758000000.0,1081000000.0,1567000000.0,1567000000.0,1567000000.0,1567000000.0,1567000000.0,535000000.0,535000000.0,535000000.0,535000000.0,2248000000.0,2248000000.0,2248000000.0,2248000000.0,4378000000.0,4378000000.0,4378000000.0,4378000000.0,5459000000.0,5459000000.0,5459000000.0,5459000000.0,3368000000.0,3368000000.0,3368000000.0,3368000000.0,4717000000.0,4717000000.0,4717000000.0,4717000000.0,1055000000.0,1055000000.0,1055000000.0,1055000000.0,3127000000.0,3127000000.0,3127000000.0,3127000000.0,4784000000.0,4784000000.0,4784000000.0,4784000000.0,-1000000000.0,-1000000000.0,-1000000000.0,-1000000000.0,-7900000000.0,-7900000000.0,-7900000000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,,,,,,,,,,,,,,,,,,,,6538000000.0,13482000000.0,20477000000.0,25638000000.0,,,,28216000000.0,,,,32753000000.0,,,,33266000000.0,,,,45804000000.0,,,,56197000000.0,,,,58054000000.0,,,
Revenues / USD,,,,,,,,,,9489000000.0,14508000000.0,,5040000000.0,10515000000.0,16459000000.0,,5958000000.0,12410000000.0,18842000000.0,,6538000000.0,13482000000.0,20477000000.0,25638000000.0,7934000000.0,16212000000.0,24448000000.0,28216000000.0,7828000000.0,16083000000.0,24562000000.0,32753000000.0,8619000000.0,19044000000.0,31946000000.0,33266000000.0,13010000000.0,26969000000.0,41311000000.0,45804000000.0,13538000000.0,28121000000.0,42933000000.0,56197000000.0,12225000000.0,26090000000.0,40017000000.0,58054000000.0,12310000000.0,26772000000.0,41232000000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0,15000000.0,16000000.0,26000000.0,,,,26000000.0,,,,26000000.0,,,,692000000.0,,,,66000000.0,,,,235000000.0,,,
SellingGeneralAndAdministrativeExpense / USD,1247000000.0,2493000000.0,3578000000.0,5894000000.0,1237000000.0,2643000000.0,3904000000.0,4989000000.0,1340000000.0,2788000000.0,4383000000.0,5352000000.0,1473000000.0,3176000000.0,4650000000.0,7724000000.0,1355000000.0,2821000000.0,4202000000.0,6387000000.0,1373000000.0,2882000000.0,4339000000.0,5881000000.0,1791000000.0,3551000000.0,5470000000.0,6295000000.0,1680000000.0,3334000000.0,4991000000.0,7399000000.0,1695000000.0,5222000000.0,8068000000.0,6942000000.0,2842000000.0,6006000000.0,9089000000.0,11299000000.0,3127000000.0,8539000000.0,11843000000.0,12349000000.0,3039000000.0,6307000000.0,9679000000.0,15260000000.0,3315000000.0,6692000000.0,10897000000.0
ShareBasedCompensation / USD,91000000.0,126000000.0,156000000.0,163000000.0,87000000.0,133000000.0,175000000.0,187000000.0,106000000.0,154000000.0,198000000.0,212000000.0,119000000.0,174000000.0,229000000.0,241000000.0,138000000.0,209000000.0,278000000.0,282000000.0,141000000.0,217000000.0,288000000.0,353000000.0,191000000.0,276000000.0,351000000.0,365000000.0,189000000.0,276000000.0,351000000.0,421000000.0,219000000.0,455000000.0,617000000.0,430000000.0,269000000.0,428000000.0,563000000.0,753000000.0,306000000.0,413000000.0,539000000.0,692000000.0,313000000.0,492000000.0,622000000.0,671000000.0,348000000.0,566000000.0,747000000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized / shares,,,,100000000.0,,,,100000000.0,,,,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,,,,100000000.0,,,,100000000.0,,,,100000000.0,,,,100000000.0,,,,144000000.0,,,,144000000.0,,,,144000000.0,,,,144000000.0,,,
ShortTermBorrowings / USD,1020000000.0,1020000000.0,1020000000.0,1020000000.0,413000000.0,413000000.0,413000000.0,413000000.0,425000000.0,425000000.0,425000000.0,425000000.0,406000000.0,406000000.0,406000000.0,406000000.0,377000000.0,377000000.0,377000000.0,377000000.0,400000000.0,400000000.0,400000000.0,400000000.0,3699000000.0,3699000000.0,3699000000.0,3699000000.0,0.0,0.0,0.0,0.0,34000000.0,34000000.0,34000000.0,34000000.0,14000000.0,14000000.0,14000000.0,14000000.0,1000000.0,1000000.0,1000000.0,1000000.0,0.0,,,,0.0,0.0,0.0
ShortTermInvestments / USD,2075000000.0,2075000000.0,2075000000.0,2075000000.0,300000000.0,300000000.0,300000000.0,300000000.0,26000000.0,26000000.0,26000000.0,26000000.0,8000000.0,8000000.0,8000000.0,8000000.0,1323000000.0,1323000000.0,1323000000.0,1323000000.0,486000000.0,486000000.0,486000000.0,486000000.0,772000000.0,772000000.0,772000000.0,772000000.0,,0.0,0.0,0.0,30000000.0,30000000.0,30000000.0,30000000.0,84000000.0,84000000.0,84000000.0,84000000.0,28000000.0,28000000.0,28000000.0,28000000.0,2000000.0,2000000.0,2000000.0,2000000.0,31000000.0,31000000.0,31000000.0
ShortTermLeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,15000000.0,24000000.0,34000000.0,,,,34000000.0,,,,34000000.0,,,,59000000.0,,,,56000000.0,,,,67000000.0,,,
