fact_unit,2016-05-06,2016-08-04,2016-11-02,2017-02-27,2017-05-04,2017-08-02,2017-11-08,2018-02-27,2018-05-02,2018-08-01,2018-11-07,2019-02-27,2019-05-01,2019-08-01,2019-11-06,2020-02-26,2020-05-06,2020-08-05,2020-11-05,2021-02-23,2021-05-06,2021-08-02,2021-11-04,2022-02-24,2022-05-05,2022-08-04,2022-11-03,2023-02-23,2023-05-04,2023-08-03,2023-11-02,2024-02-22,2024-05-02,2024-08-01,2024-11-07,2025-02-24,2025-05-01,2025-08-07,2025-11-06
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue / USD,656194000.0,656194000.0,656194000.0,656194000.0,443711000.0,443711000.0,443711000.0,443711000.0,1229103000.0,1229103000.0,1229103000.0,1229103000.0,1543793000.0,1543793000.0,1543793000.0,1543793000.0,1191746000.0,1191746000.0,1191746000.0,1191746000.0,2723394000.0,2723394000.0,2723394000.0,2723394000.0,1226105000.0,1226105000.0,1226105000.0,1226105000.0,224484000.0,224484000.0,224484000.0,224484000.0,195760000.0,195760000.0,195760000.0,195760000.0,67966000.0,67966000.0,67966000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber / shares,107515554.0,107515554.0,107515554.0,107515554.0,73261562.0,73261562.0,73261562.0,73261562.0,47270091.0,47270091.0,47270091.0,47270091.0,33152881.0,33152881.0,33152881.0,33152881.0,23619804.0,23619804.0,23619804.0,23619804.0,13630882.0,13630882.0,13630882.0,13630882.0,8916100.0,8916100.0,8916100.0,8916100.0,6739000.0,6739000.0,6739000.0,6739.0,4991000.0,4991000.0,4991000.0,4991.0,2578000.0,2578000.0,2578000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice / USD/shares,6.99,6.99,6.99,6.99,7.7,7.7,7.7,7.7,8.67,8.67,8.67,8.67,9.52,9.52,9.52,9.52,12.66,12.66,12.66,12.66,17.84,17.84,17.84,17.84,26.09,26.09,26.09,26.09,40.37,40.37,40.37,40.37,47.64,47.64,47.64,47.64,72.17,72.17,72.17
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice / USD/shares,1.73,1.91,3.02,3.39,5.08,5.51,5.47,5.91,7.44,7.32,7.71,7.98,7.06,7.66,7.97,8.09,9.09,9.31,9.98,10.54,12.69,12.92,11.64,12.33,10.03,8.57,7.96,8.22,9.58,10.48,12.06,21.38,20.2,18.33,18.09,23.14,15.54,14.2,24.81
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,194.03,190.75,126.99,80.33,80.33,91.69,158.19,158.19,142.49,142.49,185.89,152.42,157.02
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice / USD/shares,12.03,11.26,10.99,10.98,10.93,11.38,11.42,11.36,12.04,12.21,12.97,14.75,11.78,11.54,11.7,39.88,71.99,71.99,61.2,60.65,,,71.99,67.5,55.37,114.25,103.84,105.85,29.62,108.34,107.06,95.32,0.0,0.0,78.31,78.73,0.0,0.0,0.0
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice / USD/shares,9.77,13.54,13.49,13.49,0.0,17.2,17.2,17.2,,44.75,44.75,44.75,73.94,72.15,72.15,72.15,,57.4,59.46,59.46,,253.79,255.22,255.22,44.98,96.42,94.61,94.61,74.5,65.16,65.16,65.16,0.0,74.03,74.03,74.03,0.0,55.66,55.66
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1 / USD,857167000.0,307645000.0,411791000.0,434962000.0,581082000.0,829122000.0,1020272000.0,1163690000.0,1630725000.0,1962153000.0,3068274000.0,1474339000.0,1828856000.0,1607944000.0,1269509000.0,1168770000.0,799553000.0,1555696000.0,2172994000.0,2473439000.0,2059368000.0,2168406000.0,1816899000.0,1129046000.0,894398000.0,295929000.0,250015000.0,221311000.0,209832000.0,176912000.0,90816000.0,189357000.0,155692000.0,65024000.0,63593000.0,60701000.0,16155000.0,17885000.0,21373000.0
ShortTermLeaseCost / USD,,,,,,,,,,,,,,,,2512000.0,441000.0,818000.0,1438000.0,2512000.0,1856000.0,,,6375000.0,,,,1953000.0,,,,4332000.0,,,,3332000.0,,,
StockIssued1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10007000.0,28735000.0,35318000.0,13827929000.0,13827929000.0,13827929000.0,28735000.0,,,,13827929000.0,,,
StockIssuedDuringPeriodSharesStockOptionsExercised / shares,327976.0,4225876.0,13559723.0,24328414.0,7761169.0,14912966.0,19050042.0,24510745.0,4213775.0,7460458.0,10661450.0,13402680.0,3588052.0,6259582.0,7881289.0,10176170.0,3396568.0,5978089.0,8430923.0,11017713.0,2592301.0,2941086.0,4417087.0,4900413.0,407887.0,1304983.0,2173106.0,2867609.0,712000.0,1163000.0,1375000.0,2065.0,987000.0,1677000.0,1802000.0,2646.0,147000.0,361000.0,495000.0
StockIssuedDuringPeriodValueAcquisitions / USD,,,,59576000.0,,,,35776000.0,,139396000.0,140107000.0,140107000.0,,140154000.0,140154000.0,140107000.0,14999000.0,14999000.0,14999000.0,140107000.0,14999000.0,14999000.0,14999000.0,35319000.0,3816000.0,10071000.0,10071000.0,35319000.0,13827929000.0,13827929000.0,13827929000.0,28735000.0,,,,13827929000.0,,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities / USD,,,,0.0,,,,0.0,,,-9305000.0,-20962000.0,1000.0,1000.0,-9305000.0,-20962000.0,1000.0,1000.0,1000.0,-20962000.0,24094000.0,24094000.0,24094000.0,3000.0,454000.0,3816000.0,3816000.0,195749000.0,454000.0,454000.0,454000.0,408879000.0,,,,454000.0,,,
StockIssuedDuringPeriodValueShareBasedCompensation / USD,,,,,,,,,,,,,,,,,25364000.0,25364000.0,25364000.0,134027000.0,31406000.0,31406000.0,31406000.0,118550000.0,32891000.0,32891000.0,32891000.0,161984000.0,4093000.0,4093000.0,4093000.0,126829000.0,6825000.0,6825000.0,6825000.0,81768000.0,19943000.0,19943000.0,19943000.0
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843200000.0,591100000.0,201600000.0,2900000000.0,2700000000.0,2200000000.0,1500000000.0,1100000000.0
StockRepurchasedDuringPeriodValue / USD,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,156812000.0,252095000.0,252095000.0,252095000.0,156812000.0,252095000.0,252095000.0,252095000.0
StockholdersEquity / USD,508048000.0,508048000.0,508048000.0,162294000.0,576153000.0,576153000.0,576153000.0,273672000.0,786333000.0,786333000.0,786333000.0,508048000.0,786333000.0,786333000.0,786333000.0,576153000.0,1120501000.0,1120501000.0,1120501000.0,786333000.0,1715050000.0,2681569000.0,2681569000.0,2681569000.0,3272855000.0,3272855000.0,3272855000.0,3272855000.0,17222879000.0,17222879000.0,17222879000.0,17222879000.0,18695256000.0,18695256000.0,18695256000.0,18695256000.0,21267932000.0,21267932000.0,21267932000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,1715050000.0,1715050000.0,1120501000.0,2681569000.0,2681569000.0,2681569000.0,1715050000.0,3313589000.0,3313589000.0,3313589000.0,2681569000.0,17251355000.0,17251355000.0,17251355000.0,3313589000.0,18692836000.0,18692836000.0,18692836000.0
SubleaseIncome / USD,,,,,,,,,,,,,,0.0,1570000.0,3381000.0,0.0,0.0,1570000.0,3381000.0,1437000.0,,,8594000.0,,,,12210000.0,,,,15965000.0,,,,11933000.0,,,
UndistributedEarningsOfForeignSubsidiaries / USD,,,,3900000.0,,,,4100000.0,,,,4200000.0,,,,5800000.0,,,,1400000.0,,,,100000.0,,,,110000000.0,,,,113200000.0,,,,125400000.0,,,
UnrecognizedTaxBenefits / USD,,,,14152000.0,,,,78031000.0,,,,90372000.0,,,,92134000.0,,,,70799000.0,,,,198540000.0,,,,217574000.0,,,,295182000.0,,,,448392000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromCurrentPeriodTaxPositions / USD,,,,,,,,3428000.0,,,,3428000.0,,,,,,,,,,,,,,,,,,,,30063000.0,,,,30063000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,,,,,,,,,,,,,,11571000.0,,,,11571000.0,,,,11571000.0,,,,2615000.0,,,,7348000.0,,,,7348000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense / USD,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,300000.0,,,,500000.0,,,,1400000.0,,,,7800000.0,,,,9100000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromAcquisition / USD,,,,,,,,,,,,0.0,,,,0.0,,,,8109000.0,,,,78000.0,,,,3037000.0,,,,22420000.0,,,,24651000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,,37189000.0,,,,12341000.0,,,,4193000.0,,,,4193000.0,,,,119261000.0,,,,30676000.0,,,,77235000.0,,,,124238000.0,,,,30988000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,26690000.0,,,,0.0,,,,5190000.0,,,,0.0,,,,513000.0,,,,6552000.0,,,,6552000.0,,,,6552000.0,,,,5431000.0,,,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,,,,,,,,0.0,,,,0.0,,,,91000.0,,,,142000.0,,,,149000.0,,,,49000.0,,,,0.0,,,,2950000.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,,,,2800000.0,,,,4500000.0,,,,5700000.0,,,,7600000.0,,,,13200000.0,,,,35400000.0,,,,73500000.0,,,,80200000.0,,,,107500000.0,,,
ValuationAllowanceDeferredTaxAssetChangeInAmount / USD,,,,50500000.0,,,,69700000.0,,,,59800000.0,,,,154100000.0,,,,140500000.0,,,,378400000.0,,,,649100000.0,,,,213300000.0,,,,98900000.0,,,
VariableLeaseCost / USD,,,,,,,,,,,,,,,3871000.0,5737000.0,637000.0,2173000.0,3871000.0,5737000.0,5724000.0,,,15625000.0,,,,15568000.0,,,,27065000.0,,,,22555000.0,,,
WeightedAverageNumberOfDilutedSharesOutstanding / shares,145069000.0,147288000.0,149058000.0,142042000.0,331324000.0,332906000.0,336593000.0,170498000.0,366737000.0,371573000.0,375743000.0,341555000.0,395948000.0,399624000.0,402980000.0,379344000.0,419289000.0,421297000.0,423239000.0,405731000.0,434940000.0,437529000.0,439855000.0,466076000.0,501353000.0,519713000.0,520204000.0,482167000.0,541435000.0,561501000.0,572234000.0,501779000.0,623579000.0,604476000.0,606767000.0,578949000.0,637360000.0,636751000.0,635419000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,145069000.0,147288000.0,149058000.0,142042000.0,331324000.0,332906000.0,336593000.0,170498000.0,366737000.0,371573000.0,375743000.0,341555000.0,395948000.0,399624000.0,402980000.0,379344000.0,419289000.0,421297000.0,423239000.0,405731000.0,434940000.0,437529000.0,439855000.0,424999000.0,454973000.0,455203000.0,457039000.0,443126000.0,541435000.0,561501000.0,572234000.0,458432000.0,602234000.0,604476000.0,606767000.0,578949000.0,616401000.0,617033000.0,616830000.0
