fact_unit,2014-06-12,2014-08-08,2014-11-07,2015-02-26,2015-05-13,2015-08-07,2015-11-06,2016-02-22,2016-05-05,2016-08-03,2016-11-03,2017-02-21,2017-05-04,2017-08-02,2017-11-02,2018-02-14,2018-05-03,2018-08-02,2018-11-01,2019-02-14,2019-05-02,2019-08-01,2019-10-31,2020-02-13,2020-04-30,2020-08-06,2020-11-05,2021-02-18,2021-05-06,2021-08-05,2021-11-04,2022-02-17,2022-05-05,2022-08-04,2022-11-03,2023-02-16,2023-05-04,2023-08-03,2023-11-02,2024-02-15,2024-05-02,2024-08-01,2024-10-31,2025-02-20,2025-05-08,2025-08-07,2025-11-06
LiabilitiesCurrent / USD,482983000.0,482983000.0,482983000.0,482983000.0,678772000.0,678772000.0,678772000.0,678772000.0,727534000.0,727534000.0,727534000.0,727534000.0,898894000.0,898894000.0,898894000.0,898894000.0,1140152000.0,1140152000.0,1140152000.0,1140152000.0,1028682000.0,1028682000.0,1028682000.0,1028682000.0,1753522000.0,1753522000.0,1753522000.0,1753522000.0,1718030000.0,1718030000.0,1718030000.0,1718030000.0,1990410000.0,1990410000.0,1990410000.0,1990410000.0,2377037000.0,2377037000.0,2377037000.0,2377037000.0,2534643000.0,2534643000.0,2534643000.0,2534600000.0,3906800000.0,3906800000.0,3906800000.0
LiabilitiesNoncurrent / USD,87412000.0,87412000.0,87412000.0,87412000.0,46032000.0,46032000.0,46032000.0,44587000.0,50807000.0,50807000.0,50807000.0,50807000.0,63192000.0,63192000.0,63192000.0,63192000.0,128739000.0,128739000.0,128739000.0,128739000.0,158491000.0,158491000.0,158491000.0,158491000.0,206767000.0,206767000.0,206767000.0,206767000.0,234239000.0,234239000.0,234239000.0,234239000.0,331021000.0,331021000.0,331021000.0,331021000.0,342869000.0,342869000.0,342869000.0,342869000.0,359860000.0,359860000.0,359860000.0,359900000.0,377200000.0,377200000.0,377200000.0
MarketingExpense / USD,9858000.0,18574000.0,28913000.0,29255000.0,15681000.0,29381000.0,44237000.0,42681000.0,21229000.0,37970000.0,61744000.0,63547000.0,28662000.0,53428000.0,82702000.0,92554000.0,25579000.0,53009000.0,80741000.0,85361000.0,32352000.0,63999000.0,101182000.0,110846000.0,39645000.0,81220000.0,128280000.0,143881000.0,55018000.0,111082000.0,173228000.0,179286000.0,62761000.0,130740000.0,200485000.0,235716000.0,74996000.0,162720000.0,253834000.0,275994000.0,103574000.0,210009000.0,311171000.0,346600000.0,115500000.0,222400000.0,326900000.0
NetCashProvidedByUsedInFinancingActivities / USD,,,,,,,,,,,,,,,,,,-96654000.0,-108552000.0,115542000.0,-10953000.0,-248845000.0,-249928000.0,145665000.0,417565000.0,119688000.0,-175445000.0,-247796000.0,-279011000.0,-705420000.0,-219891000.0,650672000.0,685369000.0,378635000.0,1283999000.0,-165909000.0,2098868000.0,1477971000.0,-198871000.0,165724000.0,183003000.0,-234350000.0,-437693000.0,254600000.0,376100000.0,-160400000.0,-1089300000.0
NetCashProvidedByUsedInInvestingActivities / USD,,,,,,,,,,,,,,,,,,49320000.0,22955000.0,-204916000.0,-24490000.0,-61275000.0,-86378000.0,15581000.0,-17189000.0,-46930000.0,-78148000.0,-49417000.0,-183629000.0,-189993000.0,-197767000.0,-219545000.0,7455000.0,-49783000.0,-63978000.0,-117877000.0,-67626000.0,-22510000.0,-32028000.0,-257670000.0,-40618000.0,-83378000.0,-135642000.0,-23300000.0,42300000.0,71700000.0,33500000.0
NetCashProvidedByUsedInOperatingActivities / USD,,,,,,,,,,,,,,,,,,55293000.0,92049000.0,98818000.0,57487000.0,99864000.0,145849000.0,130149000.0,80426000.0,122768000.0,176419000.0,184817000.0,82030000.0,107512000.0,174328000.0,224263000.0,89457000.0,146443000.0,229637000.0,227207000.0,117231000.0,168958000.0,236647000.0,319362000.0,146103000.0,251991000.0,350569000.0,365100000.0,148600000.0,280700000.0,373500000.0
NetIncomeLoss / USD,2616000.0,2973000.0,2552000.0,-403000.0,,467000.0,3157000.0,601000.0,5995000.0,11941000.0,15788000.0,5663000.0,18588000.0,29009000.0,35207000.0,20945000.0,33694000.0,53710000.0,74620000.0,70421000.0,41160000.0,41160000.0,41160000.0,123486000.0,47282000.0,47282000.0,47282000.0,137065000.0,63015000.0,63015000.0,63015000.0,180576000.0,64616000.0,64616000.0,64616000.0,143453000.0,91930000.0,91930000.0,91930000.0,195960000.0,119296000.0,119296000.0,119296000.0,281400000.0,247200000.0,247200000.0,388400000.0
NumberOfOperatingSegments / Segment,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0
NumberOfReportableSegments / Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
NumberOfReportingUnits / Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
OperatingIncomeLoss / USD,,,,5539000.0,3141000.0,6235000.0,10913000.0,9472000.0,10538000.0,21346000.0,28201000.0,15700000.0,28704000.0,44708000.0,45290000.0,34435000.0,52510000.0,71302000.0,93309000.0,101740000.0,51020000.0,94057000.0,130302000.0,129710000.0,62488000.0,115374000.0,165930000.0,173715000.0,89264000.0,115840000.0,149876000.0,226224000.0,94546000.0,141636000.0,184941000.0,186123000.0,126267000.0,198580000.0,272845000.0,253567000.0,160432000.0,247698000.0,344599000.0,378700000.0,285800000.0,381000000.0,485800000.0
OperatingLeaseExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10100000.0,,,,11300000.0,,,,11900000.0,,,,12300000.0,,,
OperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,24851000.0,27026000.0,26828000.0,28685000.0,,,,27896000.0,,,,30912000.0,,,,41012000.0,,,,75949000.0,,,,83400000.0,,,
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,8700000.0,9300000.0,9600000.0,10300000.0,,,,,,,,,,,,,,,,,,,19236000.0,19200000.0,20400000.0,20400000.0,20400000.0
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,16200000.0,17700000.0,17200000.0,18400000.0,,,,,,,,,,,,,,,,,,,56713000.0,56700000.0,63000000.0,63000000.0,63000000.0
OperatingLeasePayments / USD,,,,,,,,,,,,,,,,,,,,,2200000.0,4700000.0,7400000.0,11800000.0,,,,12600000.0,,,,13300000.0,,,,14400000.0,,,,20500000.0,,,,23200000.0,,,
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,,,24900000.0,25500000.0,25300000.0,27100000.0,,,,,,,,26481000.0,,,,29841000.0,,,,39776000.0,,,73762000.0,73800000.0,80600000.0,80600000.0,80600000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,,,,,,0.042,0.042,0.041,0.039,,,,0.033,,,,0.033,,,,0.037,,,,0.046,,,,0.05,,,
OtherAssetsNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,2994000.0,2994000.0,2994000.0,2994000.0,33336000.0,33336000.0,33336000.0,33336000.0,34843000.0,34524000.0,34524000.0,34524000.0,42385000.0,42385000.0,42385000.0,42385000.0,62013000.0,62013000.0,62013000.0,62013000.0,103643000.0,103643000.0,29881000.0,29800000.0,31400000.0,31400000.0,31400000.0
OtherComprehensiveIncomeLossNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1119000.0,-1600000.0,-3813000.0,-3703000.0,-1119000.0,-1600000.0,-3813000.0,-3703000.0,850000.0,710000.0,1522000.0,-3700000.0,500000.0,700000.0,900000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1119000.0,-1119000.0,-1119000.0,-3703000.0,-1119000.0,-1119000.0,-1119000.0,-3703000.0,850000.0,850000.0,850000.0,-3700000.0,500000.0,500000.0,
OtherComprehensiveIncomeLossTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-403000.0,-576000.0,-1068000.0,1054000.0,-403000.0,-576000.0,-1068000.0,-1054000.0,200000.0,105000.0,525000.0,-1100000.0,300000.0,400000.0,400000.0
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1522000.0,-2176000.0,-4881000.0,-4757000.0,-1522000.0,-2176000.0,-4881000.0,-4757000.0,1050000.0,815000.0,2047000.0,-4800000.0,800000.0,1200000.0,1300000.0
OtherLiabilitiesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,16619000.0,18861000.0,18706000.0,19553000.0,19553000.0,19553000.0,19553000.0,19553000.0,19263000.0,19263000.0,19263000.0,19263000.0,72988000.0,72988000.0,72988000.0,72988000.0,75245000.0,75245000.0,75245000.0,75245000.0,108453000.0,108453000.0,51740000.0,51700000.0,49900000.0,49900000.0,49900000.0
OtherNoncashExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157000.0,618000.0,1051000.0,437000.0,157000.0,618000.0,1051000.0,437000.0,876000.0,1320000.0,1051000.0,418000.0,839000.0,1263000.0,1700000.0,400000.0,800000.0,1200000.0
OtherNonoperatingIncomeExpense / USD,,,,,,1356000.0,1395000.0,1199000.0,33000.0,52000.0,150000.0,1421000.0,34000.0,150000.0,-63000.0,517000.0,95000.0,244000.0,362000.0,308000.0,1030000.0,1545000.0,2128000.0,-1067000.0,-100000.0,-363000.0,-168000.0,1762000.0,-930000.0,-768000.0,-522000.0,803000.0,629000.0,775000.0,1019000.0,-168000.0,1412000.0,2290000.0,4331000.0,2395000.0,6004000.0,12187000.0,17549000.0,13400000.0,5000000.0,9800000.0,14000000.0
PaymentsForRepurchaseOfCommonStock / USD,,,,,,,,,,3490000.0,8379000.0,35561000.0,,3490000.0,8379000.0,35561000.0,4999000.0,15187000.0,19391000.0,35561000.0,4999000.0,41689000.0,42857000.0,56880000.0,7998000.0,52040000.0,52040000.0,105188000.0,7998000.0,52040000.0,52040000.0,52040000.0,,94652000.0,94652000.0,52040000.0,,94652000.0,94652000.0,94652000.0,,80761000.0,74994000.0,94700000.0,,80800000.0,122800000.0
PaymentsOfDebtIssuanceCosts / USD,,,,11000.0,12000.0,23000.0,50000.0,11000.0,12000.0,23000.0,50000.0,11000.0,143000.0,143000.0,46000.0,106000.0,143000.0,143000.0,143000.0,78000.0,42000.0,56000.0,58000.0,344000.0,,16000.0,16000.0,58000.0,,,,16000.0,,1297000.0,6437000.0,6436000.0,,1297000.0,6437000.0,6436000.0,,,649000.0,6300000.0,,,
PaymentsOfDividends / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21731000.0,43367000.0,64838000.0,21209000.0,21731000.0,43367000.0,64800000.0,21200000.0,42400000.0,63700000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,14396000.0,14396000.0,,14973000.0,14396000.0,14396000.0,11871000.0,14973000.0,28105000.0,14396000.0,11871000.0,18186000.0,20115000.0,32850000.0,19669000.0,38429000.0,42229000.0,20248000.0,170000.0,23249000.0,26099000.0,42528000.0,377000.0,32355000.0,61149000.0,62811000.0,218000.0,4793000.0,5017000.0,65580000.0,626000.0,11067000.0,12620000.0,5200000.0,3100000.0,12400000.0,14400000.0
PaymentsToAcquireIntangibleAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000.0,5500000.0,,,1500000.0,5500000.0,,,,5500000.0,,,,4100000.0,,,
PaymentsToAcquireInvestments / USD,,,,,,,,,,,,,,,,,,,49325000.0,113792000.0,67632000.0,100902000.0,137614000.0,66235000.0,16800000.0,46425000.0,61268000.0,145011000.0,177903000.0,207878000.0,217858000.0,195811000.0,47215000.0,142051000.0,170760000.0,332756000.0,169152000.0,233789000.0,268718000.0,398819000.0,25000000.0,25000000.0,25000000.0,268700000.0,342200000.0,465800000.0,24900000.0
PaymentsToAcquirePropertyPlantAndEquipment / USD,1227000.0,2839000.0,6243000.0,5971000.0,5160000.0,9278000.0,11948000.0,17176000.0,2502000.0,4922000.0,10150000.0,14270000.0,8363000.0,24340000.0,32130000.0,16549000.0,9136000.0,21909000.0,42926000.0,43805000.0,18708000.0,31873000.0,44264000.0,59389000.0,14889000.0,34705000.0,71080000.0,59906000.0,25726000.0,52458000.0,73502000.0,92934000.0,25330000.0,62732000.0,86718000.0,94102000.0,34474000.0,67721000.0,92041000.0,120692000.0,40618000.0,83422000.0,135709000.0,132700000.0,47700000.0,93300000.0,141500000.0
PrepaidExpenseCurrent / USD,2133000.0,2133000.0,2133000.0,2133000.0,1952000.0,1952000.0,1952000.0,1952000.0,3531000.0,3531000.0,3531000.0,3531000.0,4475000.0,4475000.0,4475000.0,4475000.0,4982000.0,4982000.0,4982000.0,4982000.0,7658000.0,7658000.0,7658000.0,7658000.0,13561000.0,13561000.0,13561000.0,13561000.0,17854000.0,17854000.0,17854000.0,17854000.0,23729000.0,23729000.0,23729000.0,23729000.0,34056000.0,34056000.0,34056000.0,34056000.0,37613000.0,37613000.0,37613000.0,37600000.0,44400000.0,44400000.0,44400000.0
ProceedsFromIssuanceOfDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29000000.0,29000000.0,29000000.0,,29000000.0,29000000.0,29000000.0,,,,29000000.0,,,
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities / USD,,,,,,,,,,,,,,,,,,,111705000.0,16135000.0,22500000.0,71500000.0,95500000.0,141205000.0,14500000.0,34200000.0,54200000.0,155500000.0,20000000.0,70343000.0,93593000.0,69200000.0,80000000.0,155000000.0,195000000.0,308981000.0,136000000.0,279000000.0,328731000.0,267341000.0,25000000.0,25000000.0,25000000.0,382200000.0,90000000.0,165000000.0,200000000.0
ProceedsFromSaleOfPropertyPlantAndEquipment / USD,,,,106000.0,,,,258000.0,,,,295000.0,,,,295000.0,,,,295000.0,,,,,,,,,,,,,,,,,,44000.0,67000.0,119000.0,13000.0,44000.0,67000.0,100000.0,,,100000.0
ProfitLoss / USD,2635000.0,2995000.0,2571000.0,-406000.0,1060000.0,,,607000.0,,,,5995000.0,,,,18588000.0,,,74620000.0,70421000.0,41160000.0,76882000.0,105651000.0,123486000.0,47282000.0,96044000.0,135196000.0,137065000.0,63015000.0,91604000.0,119086000.0,180576000.0,64616000.0,116894000.0,147273000.0,143453000.0,91930000.0,149285000.0,201438000.0,195960000.0,119296000.0,183812000.0,259031000.0,281400000.0,247200000.0,315200000.0,388400000.0
PropertyPlantAndEquipmentGross / USD,33848000.0,33848000.0,33848000.0,33848000.0,56015000.0,56015000.0,56015000.0,56015000.0,68452000.0,68452000.0,68452000.0,68452000.0,109160000.0,109160000.0,109160000.0,109160000.0,151791000.0,151791000.0,151791000.0,151791000.0,242319000.0,242319000.0,242319000.0,242319000.0,303100000.0,303100000.0,303100000.0,303100000.0,380462000.0,380462000.0,380462000.0,380462000.0,546467000.0,546467000.0,546467000.0,546467000.0,663706000.0,663706000.0,663706000.0,663706000.0,809672000.0,809672000.0,809672000.0,809700000.0,1086600000.0,1086600000.0,1086600000.0
RepaymentsOfLongTermDebt / USD,100000.0,197000.0,-1750000.0,,,65207000.0,65442000.0,65650000.0,464000.0,682000.0,897000.0,65650000.0,224000.0,448000.0,702000.0,1118000.0,282000.0,562000.0,843000.0,964000.0,444000.0,888000.0,444000.0,35335000.0,444000.0,888000.0,1331000.0,888000.0,444000.0,888000.0,1331000.0,1775000.0,444000.0,888000.0,1331000.0,1775000.0,444000.0,29287000.0,29287000.0,1775000.0,,,,29300000.0,,,
ResearchAndDevelopmentExpense / USD,455000.0,779000.0,1317000.0,1632000.0,882000.0,1819000.0,2878000.0,2146000.0,1867000.0,3774000.0,6123000.0,4325000.0,3860000.0,8062000.0,14294000.0,8627000.0,6797000.0,14892000.0,23004000.0,20966000.0,11250000.0,21981000.0,33507000.0,30430000.0,18489000.0,35264000.0,54869000.0,46247000.0,21621000.0,43399000.0,65171000.0,73080000.0,24711000.0,52935000.0,84012000.0,90244000.0,31605000.0,68408000.0,108774000.0,118426000.0,42669000.0,91787000.0,143651000.0,148300000.0,50500000.0,112900000.0,175900000.0
RestrictedCashAndCashEquivalents / USD,369000.0,369000.0,369000.0,369000.0,371000.0,,,,,,,,,,,,,,,,,833974000.0,823355000.0,1052783000.0,1375959000.0,1087176000.0,801163000.0,940746000.0,1079417000.0,740435000.0,1242126000.0,1508187000.0,2152463000.0,1858208000.0,2804007000.0,1433565000.0,3600570000.0,3158071000.0,1501276000.0,1534713000.0,2191993000.0,1806813000.0,1702301000.0,2008400000.0,2618500000.0,2268300000.0,1414700000.0
RetainedEarningsAccumulatedDeficit / USD,-29349000.0,-29349000.0,-29349000.0,-29349000.0,5663000.0,5663000.0,5663000.0,5663000.0,26608000.0,26608000.0,26608000.0,26608000.0,70448000.0,70448000.0,70448000.0,70448000.0,258525000.0,258525000.0,258525000.0,258525000.0,395590000.0,395590000.0,395590000.0,395590000.0,576166000.0,576166000.0,576166000.0,576166000.0,719619000.0,719619000.0,719619000.0,719619000.0,915579000.0,915579000.0,915579000.0,915579000.0,1196968000.0,1196968000.0,1196968000.0,1196968000.0,1469981000.0,1469981000.0,1469981000.0,1470000000.0,1887500000.0,1887500000.0,1887500000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,,,,,,,,,,,,,,,,,217735000.0,319022000.0,329141000.0,153916000.0,282716000.0,416004000.0,433047000.0,199943000.0,369256000.0,544262000.0,566336000.0,242368000.0,423955000.0,620487000.0,737671000.0,272198000.0,514344000.0,770538000.0,841434000.0,353519000.0,670443000.0,1004610000.0,1055524000.0,451637000.0,852776000.0,1259079000.0,1375200000.0,499900000.0,937400000.0,1389300000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,7966000.0,9924000.0,14000000.0,3536000.0,5124000.0,9323000.0,14000000.0,541000.0,1572000.0,4439000.0,9693000.0,4146000.0,7940000.0,14385000.0,14141000.0,1933000.0,16341000.0,21023000.0,21500000.0,5100000.0,11900000.0,17500000.0
SellingGeneralAndAdministrativeExpense / USD,17193000.0,33146000.0,51797000.0,54351000.0,26922000.0,50769000.0,76253000.0,77238000.0,36403000.0,66547000.0,106123000.0,107911000.0,49451000.0,95462000.0,157457000.0,154745000.0,49852000.0,111411000.0,172865000.0,173335000.0,79291000.0,144123000.0,219041000.0,231309000.0,108137000.0,199325000.0,297383000.0,301858000.0,123058000.0,248511000.0,380095000.0,401700000.0,141379000.0,300025000.0,470234000.0,531765000.0,178768000.0,373297000.0,578095000.0,640071000.0,225973000.0,472418000.0,712879000.0,783800000.0,135400000.0,393900000.0,652600000.0
ShareBasedCompensation / USD,722000.0,844000.0,925000.0,503000.0,93000.0,274000.0,362000.0,934000.0,254000.0,289000.0,1807000.0,712000.0,1223000.0,4817000.0,18742000.0,3219000.0,3343000.0,16306000.0,29663000.0,20721000.0,23222000.0,26921000.0,31508000.0,36076000.0,31071000.0,36668000.0,41122000.0,36576000.0,15811000.0,37029000.0,56531000.0,47268000.0,23581000.0,47373000.0,76364000.0,90108000.0,22055000.0,46323000.0,70815000.0,97506000.0,27819000.0,63185000.0,96383000.0,94900000.0,-93800000.0,-69700000.0,-45500000.0
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1000.0,,,1000.0,,,,
StockholdersEquity / USD,5086000.0,5086000.0,5086000.0,5086000.0,,74138000.0,74138000.0,74138000.0,98314000.0,98314000.0,98314000.0,98314000.0,116527000.0,116527000.0,116527000.0,74138000.0,281247000.0,281247000.0,281247000.0,98314000.0,281247000.0,281247000.0,281247000.0,205693000.0,334753000.0,334753000.0,334753000.0,281247000.0,526628000.0,526628000.0,526628000.0,334753000.0,655643000.0,655643000.0,655643000.0,526628000.0,893714000.0,893714000.0,893714000.0,655643000.0,1182607000.0,1182607000.0,1182607000.0,893700000.0,1303000000.0,1303000000.0,1464700000.0
TaxesPayableCurrent / USD,,,,,3353000.0,1931000.0,1608000.0,,6582000.0,5371000.0,,,16577000.0,,,,,,,,3526000.0,,,,15953000.0,,,,12977000.0,,,,23180000.0,,,,19350000.0,,,,17282000.0,10281000.0,,,43000000.0,,
TreasuryStockCommonShares / shares,,,,,,,,,,0.0,0.0,0.0,1122261.0,1122261.0,1122261.0,1122261.0,2360838.0,2360838.0,2360838.0,2360838.0,3469723.0,3470000.0,3470000.0,3470000.0,3689000.0,3689000.0,3689000.0,3689000.0,4122000.0,4122000.0,4122000.0,4122000.0,4286000.0,4286000.0,4286000.0,4286000.0,4651000.0,4651000.0,4651000.0,4651000.0,6147000.0,6147000.0,6147000.0,6100000.0,7100000.0,7100000.0,7100000.0
TreasuryStockValue / USD,,,,,,,,,,3490000.0,22775000.0,49958000.0,49958000.0,49958000.0,49958000.0,49958000.0,139688000.0,139688000.0,139688000.0,139688000.0,265124000.0,265124000.0,265124000.0,265124000.0,307652000.0,307652000.0,307652000.0,307652000.0,422502000.0,422502000.0,422502000.0,422502000.0,488082000.0,488082000.0,488082000.0,488082000.0,587905000.0,587905000.0,587905000.0,587905000.0,891026000.0,891026000.0,891026000.0,891000000.0,1036400000.0,1036400000.0,1036400000.0
TreasuryStockValueAcquiredCostMethod / USD,,,,,,,,,,,,49958000.0,,,,49958000.0,,,,49958000.0,16870000.0,16870000.0,16870000.0,89730000.0,19669000.0,19669000.0,19669000.0,125436000.0,8168000.0,8168000.0,8168000.0,42528000.0,377000.0,377000.0,377000.0,114850000.0,218000.0,218000.0,218000.0,65580000.0,626000.0,626000.0,626000.0,99800000.0,3100000.0,3100000.0,
UnrecognizedTaxBenefits / USD,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromCurrentPeriodTaxPositions / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3834000.0,,,,3800000.0,,,
WeightedAverageNumberOfDilutedSharesOutstanding / shares,47918011.0,47958339.0,47975548.0,44771559.0,48371169.0,50331002.0,51223048.0,48062075.0,56562661.0,57469918.0,57771680.0,51857309.0,58362040.0,58707213.0,58793479.0,57919700.0,58525980.0,58817181.0,58839771.0,58968099.0,58738732.0,58767000.0,58724000.0,58790000.0,58316000.0,58396000.0,58403000.0,58582000.0,58440000.0,58363000.0,58312000.0,58395000.0,58394000.0,58135000.0,58192000.0,58285000.0,58219000.0,58186000.0,58193000.0,58191000.0,57991000.0,58050000.0,58056000.0,58175000.0,56552000.0,56548000.0,56365000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,44857788.0,45241939.0,45398933.0,44771559.0,45721584.0,48015577.0,49040344.0,45476895.0,54749951.0,55900306.0,56287979.0,49784154.0,57132909.0,57362232.0,57515846.0,56495170.0,57307187.0,57623107.0,57751204.0,57550204.0,57793023.0,57815000.0,57785000.0,57839000.0,57357000.0,57464000.0,57528000.0,57711000.0,57655000.0,57611000.0,57609000.0,57561000.0,57740000.0,57797000.0,57843000.0,57620000.0,58014000.0,57992000.0,57949000.0,57885000.0,57867000.0,57895000.0,57871000.0,57928000.0,56546000.0,56499000.0,56307000.0
