fact_unit,2009-08-06,2009-11-05,2010-03-01,2010-03-02,2010-05-07,2010-08-09,2010-08-17,2010-09-03,2010-11-08,2011-02-28,2011-05-06,2011-08-05,2011-11-04,2012-02-27,2012-05-10,2012-08-03,2012-11-06,2013-02-27,2013-05-06,2013-08-02,2013-11-01,2014-02-26,2014-05-08,2014-08-01,2014-11-03,2015-02-27,2015-05-07,2015-08-03,2015-11-05,2016-02-26,2016-04-29,2016-07-29,2016-10-28,2017-02-27,2017-04-28,2017-07-28,2017-10-27,2018-02-23,2018-04-27,2018-07-27,2018-10-26,2019-02-15,2019-05-03,2019-07-26,2019-10-25,2020-02-25,2020-05-08,2020-08-07,2020-11-05,2021-02-23,2021-04-30,2021-07-30,2021-11-05,2022-03-01,2022-04-29,2022-07-29,2022-10-28,2023-02-24,2023-04-28,2023-07-28,2023-10-27,2024-02-26,2024-05-03,2024-05-13,2024-08-02,2024-10-31,2025-02-21,2025-05-02,2025-08-01,2025-10-30
BilledContractReceivables / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25428000.0,25428000.0,25428000.0,25428000.0,20970000.0,20970000.0,20970000.0,20970000.0,33801000.0,33801000.0,33801000.0,33801000.0,30444000.0,30444000.0,30444000.0,30444000.0,30444000.0,23011000.0,23011000.0,23011000.0
BusinessCombinationAcquisitionOfLessThan100PercentNoncontrollingInterestFairValue / USD,,,,,,,,11800000.0,,9900000.0,,,,2855000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,20975000.0,20975000.0,20975000.0
BusinessCombinationAcquisitionRelatedCosts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,3193000.0,50191000.0,0.0,,,0.0,50191000.0,0.0,0.0,0.0,3750000.0,0.0,25246000.0,25246000.0,25246000.0
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet / USD,,,,,,,,944100.0,990600000.0,,,,,,,,,,,,,,,,,724468000.0,1460631000.0,,1554744000.0,1442237000.0,,244750000.0,533788000.0,1772113000.0,,,,645624000.0,,,,688326000.0,,,,43158000.0,7073000.0,7073000.0,7073000.0,43158000.0,104000000.0,104000000.0,104000000.0,7073000.0,,,135789000.0,896707000.0,166175000.0,166175000.0,135789000.0,524892000.0,166175000.0,166175000.0,166175000.0,338211000.0,346028000.0,134593000.0,134593000.0,211766000.0
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesLongTermDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,821500000.0,821500000.0,821500000.0
CapitalizedComputerSoftwareAmortization1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9200000.0,,,,10700000.0,,,,8000000.0,,,,4600000.0,,,,5300000.0,,,,1700000.0,,,,3200000.0,,,,3100000.0,,,,,3500000.0,,,
CapitalizedComputerSoftwareNet / USD,,,,,,,,,,,,,,,,,,23800000.0,,,,26800000.0,,,,28200000.0,,,,24000000.0,,,,16100000.0,,,,10200000.0,,,,6200000.0,,,,4300000.0,,,,14500000.0,,,,19100000.0,,,,18400000.0,,,,18400000.0,,,,,18200000.0,,,
CashAndCashEquivalentsAtCarryingValue / USD,87499000.0,87499000.0,345065000.0,345065000.0,136177000.0,136177000.0,345065000.0,136177000.0,136177000.0,87499000.0,122058000.0,122058000.0,122058000.0,136177000.0,125154000.0,125154000.0,125154000.0,122058000.0,112882000.0,112882000.0,112882000.0,125154000.0,141875000.0,141875000.0,141875000.0,112882000.0,148768000.0,148768000.0,148768000.0,141875000.0,187322000.0,187322000.0,187322000.0,148768000.0,189534000.0,189534000.0,189534000.0,187322000.0,238513000.0,238513000.0,238513000.0,238513000.0,143581000.0,143581000.0,143581000.0,143581000.0,123947000.0,123947000.0,123947000.0,123947000.0,293188000.0,293188000.0,292953000.0,292953000.0,325631000.0,325631000.0,325631000.0,325631000.0,146970000.0,146970000.0,146970000.0,146970000.0,780518000.0,780518000.0,780518000.0,780518000.0,780518000.0,688622000.0,688622000.0,688622000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293188000.0,293188000.0,334663000.0,334663000.0,334663000.0,334663000.0,149829000.0,149829000.0,149829000.0,149829000.0,783757000.0,783757000.0,783757000.0,783757000.0,783757000.0,689731000.0,689731000.0,689731000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142486000.0,142486000.0,142486000.0,189534000.0,238513000.0,238513000.0,238513000.0,142486000.0,143581000.0,143581000.0,143581000.0,238513000.0,123947000.0,123947000.0,123947000.0,143581000.0,293188000.0,293188000.0,293188000.0,123947000.0,334663000.0,334663000.0,334663000.0,293188000.0,149829000.0,149829000.0,149829000.0,149829000.0,334663000.0,783757000.0,783757000.0,783757000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24968000.0,613000.0,14102000.0,-47048000.0,-20200000.0,67064000.0,-92127000.0,96027000.0,92000.0,-29590000.0,-2271000.0,-94932000.0,327849000.0,77740000.0,201030000.0,-19634000.0,-39336000.0,-63126000.0,190283000.0,169241000.0,35655000.0,-37865000.0,-211132000.0,41475000.0,179348000.0,179348000.0,386648000.0,274433000.0,-184834000.0,-646990000.0,-656202000.0,6287000.0
CommonStockDividendsPerShareDeclared / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,1.035,0.28,0.56,0.84,1.09,0.28,0.56,0.84,1.12,0.28,0.28,0.38,1.12,0.17,0.34,0.51,0.54,0.19,0.39,0.61,0.68,0.23,0.23,0.46,0.69,0.84,0.24,0.48,0.72
CommonStockParOrStatedValuePerShare / USD/shares,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,1500000000.0,1500000000.0,1500000000.0
CommonStockSharesIssued / shares,271080525.0,271080525.0,271080525.0,271080525.0,405532566.0,405532566.0,271080525.0,405532566.0,405532566.0,405532566.0,406423514.0,406423514.0,406423514.0,406423514.0,406937830.0,406937830.0,406937830.0,406937830.0,407782102.0,407782102.0,407782102.0,407782102.0,409731058.0,409731058.0,409731058.0,409731058.0,411819818.0,411819818.0,411819818.0,411819818.0,413430756.0,413430756.0,413430756.0,413430756.0,425639715.0,425034113.0,425034113.0,425034113.0,425646380.0,425646380.0,425646380.0,425646380.0,421388879.0,421388879.0,421388879.0,421388879.0,431814951.0,431814951.0,431814951.0,431814951.0,432518743.0,432518743.0,432518743.0,432518743.0,616658593.0,616658593.0,618462620.0,616658593.0,618483565.0,618483565.0,618483565.0,618483565.0,619871237.0,619871237.0,619871237.0,619871237.0,619871237.0,679493522.0,679493522.0,679493522.0
CommonStockSharesOutstanding / shares,271080525.0,271080525.0,271080525.0,271080525.0,405532566.0,405532566.0,271080525.0,405532566.0,405532566.0,405532566.0,406423514.0,406423514.0,406423514.0,406423514.0,406937830.0,406937830.0,406937830.0,406937830.0,407782102.0,407782102.0,407782102.0,407782102.0,409731058.0,409731058.0,409731058.0,409731058.0,411819818.0,411819818.0,411819818.0,411819818.0,413430756.0,413430756.0,413430756.0,413430756.0,425034113.0,425034113.0,425034113.0,425034113.0,425646380.0,425646380.0,425646380.0,425646380.0,421388879.0,421388879.0,421388879.0,421388879.0,431814951.0,431814951.0,431814951.0,431814951.0,432518743.0,432518743.0,432518743.0,432518743.0,616658593.0,616658593.0,616658593.0,616658593.0,618483565.0,618483565.0,618483565.0,618483565.0,619871237.0,619871237.0,619871237.0,619871237.0,619871237.0,679493522.0,679493522.0,679493522.0
CommonStockValue / USD,2711000.0,2711000.0,2711000.0,2711000.0,4055000.0,4055000.0,2711000.0,4055000.0,4055000.0,4055000.0,4064000.0,4064000.0,4064000.0,4064000.0,4069000.0,4069000.0,4069000.0,4069000.0,4078000.0,4078000.0,4078000.0,4078000.0,4097000.0,4097000.0,4097000.0,4097000.0,4118000.0,4118000.0,4118000.0,4118000.0,4134000.0,4134000.0,4134000.0,4134000.0,4250000.0,4250000.0,4250000.0,4250000.0,4256000.0,4256000.0,4256000.0,4256000.0,4214000.0,4214000.0,4214000.0,4214000.0,4318000.0,4318000.0,4318000.0,4318000.0,4325000.0,4325000.0,4325000.0,4325000.0,6167000.0,6167000.0,6167000.0,6167000.0,6185000.0,6185000.0,6185000.0,6185000.0,6199000.0,6199000.0,6199000.0,6199000.0,6199000.0,6795000.0,6795000.0,6795000.0
ComprehensiveIncomeNetOfTax / USD,179442000.0,282906000.0,475319000.0,475319000.0,941000.0,-91314000.0,475319000.0,9131000.0,21040000.0,54863000.0,57875000.0,106860000.0,142808000.0,79167000.0,45434000.0,119513000.0,60427000.0,215447000.0,105901000.0,130521000.0,228567000.0,85244000.0,106274000.0,123293000.0,196726000.0,307551000.0,75112000.0,181902000.0,367582000.0,237482000.0,316176000.0,390314000.0,455048000.0,534105000.0,142621000.0,345684000.0,301134000.0,854581000.0,77452000.0,220456000.0,333686000.0,379028000.0,144368000.0,309892000.0,409978000.0,418829000.0,,,,498139000.0,,,,410605000.0,137942000.0,254639000.0,762378000.0,1000833000.0,237302000.0,122061000.0,180227000.0,846275000.0,289763000.0,289763000.0,401750000.0,510663000.0,134341000.0,-4024000.0,116671000.0,227933000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,-15773000.0,29131000.0,45959000.0,45959000.0,-6361000.0,-2411000.0,45959000.0,-2411000.0,-3671000.0,17801000.0,17579000.0,23258000.0,24685000.0,-9019000.0,4631000.0,9985000.0,8674000.0,35639000.0,8777000.0,11886000.0,15145000.0,11102000.0,4011000.0,4211000.0,5931000.0,19702000.0,8682000.0,11123000.0,13710000.0,6436000.0,2397000.0,3006000.0,6518000.0,17468000.0,1441000.0,2878000.0,4875000.0,6028000.0,1482000.0,12740000.0,13926000.0,7288000.0,-108000.0,315000.0,882000.0,13596000.0,,,,668000.0,,,,2956000.0,3483000.0,3904000.0,5369000.0,2044000.0,-1343000.0,-12569000.0,-14152000.0,5637000.0,4013000.0,4013000.0,6657000.0,9208000.0,-11442000.0,1936000.0,4250000.0,6693000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,163669000.0,253775000.0,-11577000.0,-11577000.0,7302000.0,-88903000.0,-11577000.0,106860000.0,24711000.0,-221541000.0,75454000.0,130118000.0,167493000.0,70148000.0,50065000.0,129498000.0,69101000.0,251086000.0,114678000.0,142407000.0,243712000.0,96346000.0,110285000.0,127504000.0,202657000.0,327253000.0,83794000.0,193025000.0,381292000.0,243918000.0,318573000.0,393320000.0,461566000.0,551573000.0,144062000.0,348562000.0,306009000.0,860609000.0,78934000.0,233196000.0,347612000.0,386316000.0,144260000.0,310207000.0,410860000.0,432425000.0,,,,498807000.0,,,,413561000.0,141425000.0,258543000.0,767747000.0,1002877000.0,235959000.0,109492000.0,166075000.0,851912000.0,293776000.0,293776000.0,408407000.0,519871000.0,122899000.0,-2088000.0,120921000.0,234626000.0
DeferredIncomeTaxLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8058000.0,,,,6551000.0,,,,,5843000.0,,,
DeferredTaxAssetsNet / USD,,,,,,,,86339000.0,86339000.0,93519000.0,102619000.0,102619000.0,128346000.0,128346000.0,122464000.0,122464000.0,122464000.0,122464000.0,113421000.0,113421000.0,113421000.0,113421000.0,,,,123911000.0,,,,107856000.0,,66400000.0,,77819000.0,,,,23401000.0,,,,15175000.0,,,,13375000.0,,,,13084000.0,,,,13015000.0,,,,6139000.0,,,,6001000.0,,,,,3980000.0,,,
DeferredTaxAssetsOperatingLossCarryforwards / USD,,,,,,,,10700000.0,10200000.0,55613000.0,,,43700000.0,43700000.0,47719000.0,47719000.0,47719000.0,47719000.0,43483000.0,43483000.0,43483000.0,43483000.0,,,,72716000.0,,,,51142000.0,,,,40100000.0,,,,44833000.0,,,,22137000.0,,,,20947000.0,,,,20917000.0,,,,17885000.0,,,,4580000.0,,,,1836000.0,,,,,4463000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,,,,,,,33800000.0,33783000.0,,,33783000.0,,,,,,,,,,,,,,,,,,,,63500000.0,55600000.0,,,,,,,,54155000.0,,,,45413000.0,,,,42703000.0,,,,36957000.0,,,,4067000.0,,,,0.0,,,,,3776000.0,,,
DeferredTaxLiabilities / USD,,,,,,,,,,,-15619000.0,15619000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12739000.0,,,,12768000.0,,,,12844000.0,,,,12765000.0,,,,1919000.0,,,,550000.0,,,,,1863000.0,,,
DefinedBenefitPlanAccumulatedBenefitObligation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36995000.0,,30309000.0,30309000.0,36995000.0,,,,26165000.0,,,,,0.0,,,
DefinedBenefitPlanActualReturnOnPlanAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642000.0,,-1343000.0,-1343000.0,642000.0,,,,-966000.0,,,,,1299000.0,,,
DefinedBenefitPlanActuarialGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6831000.0,,6028000.0,6028000.0,6831000.0,,,,9781000.0,,,,,189000.0,,,
DefinedBenefitPlanAmortizationOfGainsLosses / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,37000.0,,,,,37000.0,,,
DefinedBenefitPlanAssetsTransferredToFromPlan / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-14927000.0,,,
DefinedBenefitPlanBenefitObligation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73081000.0,,36995000.0,36995000.0,73081000.0,,,,36995000.0,,,,,26165000.0,,,
DefinedBenefitPlanBenefitObligationBenefitsPaid / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910000.0,,1093000.0,1093000.0,910000.0,,,,2101000.0,,,,,1478000.0,,,
DefinedBenefitPlanBenefitObligationPaymentForSettlement / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29107000.0,,,,29107000.0,,,,0.0,,,,,25480000.0,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125000.0,,,,2125000.0,,,212000.0,413000.0,,,,,413000.0,,,
DefinedBenefitPlanFairValueOfPlanAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74025000.0,74025000.0,,43653000.0,43653000.0,74025000.0,,,,43653000.0,,,,,40586000.0,,,
DefinedBenefitPlanFundedStatusOfPlan / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6658000.0,,10908000.0,10908000.0,6658000.0,,,,14421000.0,,,,,0.0,,,
DefinedBenefitPlanInterestCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750000.0,,435000.0,435000.0,762000.0,,,851000.0,1052000.0,,,,,1052000.0,,,
DefinedBenefitPlanNetPeriodicBenefitCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3591000.0,,,,-3591000.0,,,639000.0,602000.0,,,,,602000.0,,,
DefinedBenefitPlanPlanAssetsBenefitsPaid / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910000.0,,1093000.0,1093000.0,910000.0,,,,2101000.0,,,,,1478000.0,,,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2216000.0,,,,2216000.0,,,0.0,0.0,,,,,0.0,,,
DefinedBenefitPlanSettlementsPlanAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30104000.0,,,,30104000.0,,,,0.0,,,,,25480000.0,,,
DefinedContributionPlanCostRecognized / USD,,,,,,,,,,1500000.0,,,,1800000.0,,,,2100000.0,,,,1900000.0,,,,2100000.0,,,,2100000.0,,,,2200000.0,,,,2100000.0,,,,2000000.0,,,,2100000.0,,,,2200000.0,,,,2200000.0,,,,2300000.0,,,,2400000.0,,,,,2600000.0,,,
DefinedContributionPlanEmployerDiscretionaryContributionAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900000.0,,,,,3900000.0,,,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,0.05,,,,0.05,,,,0.05,,,,0.05,,,,0.05,,,,0.05,,,,0.05,,,,0.05,,,,0.05,,,,,0.05,,,
DepreciationAndAmortization / USD,99076000.0,152903000.0,190116000.0,190116000.0,56694000.0,112034000.0,190116000.0,-11203000.0,167346000.0,204809000.0,56266000.0,113501000.0,173007000.0,221750000.0,63650000.0,121963000.0,176165000.0,217205000.0,59556000.0,118299000.0,180647000.0,218260000.0,58976000.0,116385000.0,170827000.0,214827000.0,56060000.0,118177000.0,185307000.0,224713000.0,74569000.0,154724000.0,258432000.0,258074000.0,84856000.0,167609000.0,264436000.0,344527000.0,92074000.0,187344000.0,275787000.0,355320000.0,81382000.0,161142000.0,236114000.0,360811000.0,71561000.0,140566000.0,209440000.0,310380000.0,69397000.0,142956000.0,214660000.0,277879000.0,74876000.0,147449000.0,261687000.0,288955000.0,130294000.0,254905000.0,380324000.0,395320000.0,126301000.0,126301000.0,255546000.0,382983000.0,505000000.0,154719000.0,302867000.0,447555000.0
