fact_unit,2018-03-15,2018-08-09,2019-03-14,2019-08-08,2020-03-16,2020-08-06,2021-03-12,2021-09-02,2022-03-15,2022-08-04,2023-03-17,2023-08-02,2024-03-15,2024-08-07,2025-03-21,2025-08-07
CashFlowsUsedInObtainingControlOfSubsidiariesOrOtherBusinessesClassifiedAsInvestingActivities / EUR,,,,,,,,0.0,0.0,5401000000.0,0.0,,5401000000.0,0.0,0.0,1528000000.0
CashOutflowForLeases / EUR,,,,,,,132000000.0,,132000000.0,,120000000.0,,149000000.0,,167000000.0,
CommercialPapersIssued / EUR,,,,,,,,,,,700000000.0,,2464000000.0,,2464000000.0,
ComprehensiveIncome / EUR,,,,,,,,-198000000.0,1126000000.0,609000000.0,355000000.0,813000000.0,1706000000.0,562000000.0,1229000000.0,895000000.0
ComprehensiveIncomeAttributableToNoncontrollingInterests / EUR,,,,,,,,0.0,0.0,5000000.0,0.0,15000000.0,22000000.0,0.0,27000000.0,13000000.0
ComprehensiveIncomeAttributableToOwnersOfParent / EUR,377000000.0,379000000.0,259000000.0,399000000.0,677000000.0,493000000.0,862000000.0,-198000000.0,1126000000.0,604000000.0,355000000.0,798000000.0,1684000000.0,562000000.0,1202000000.0,882000000.0
ContractualCapitalCommitments / EUR,81000000.0,,148000000.0,,175000000.0,,50000000.0,,95000000.0,,109000000.0,,165000000.0,29000000.0,195000000.0,
ContributionsToPlanNetDefinedBenefitLiabilityAsset / EUR,47000000.0,,78000000.0,,58000000.0,,56000000.0,,61000000.0,,52000000.0,,39000000.0,,32000000.0,
CostOfSales / EUR,4017000000.0,3321000000.0,5584000000.0,3341000000.0,6772000000.0,3594000000.0,7060000000.0,3168000000.0,7424000000.0,3840000000.0,6871000000.0,5288000000.0,8677000000.0,5707000000.0,11096000000.0,6332000000.0
CurrentAndDeferredTaxRelatingToItemsChargedOrCreditedDirectlyToEquity / EUR,-15000000.0,,-5000000.0,,-14000000.0,,7000000.0,,-6000000.0,,-2000000.0,,-3000000.0,,-10000000.0,
CurrentAssets / EUR,3425000000.0,3828000000.0,3314000000.0,3795000000.0,2991000000.0,3663000000.0,3103000000.0,3797000000.0,4076000000.0,5760000000.0,5760000000.0,6543000000.0,6543000000.0,6605000000.0,6605000000.0,6638000000.0
CurrentBorrowingsAndCurrentPortionOfNoncurrentBorrowings / EUR,875000000.0,1075000000.0,274000000.0,395000000.0,491000000.0,620000000.0,799000000.0,762000000.0,805000000.0,1350000000.0,1350000000.0,1336000000.0,1336000000.0,1300000000.0,1300000000.0,1391000000.0
CurrentCommercialPapersIssuedAndCurrentPortionOfNoncurrentCommercialPapersIssued / EUR,,,,,,,,,,,,2394000000.0,,3914000000.0,,
CurrentDepositsFromCustomers / EUR,271000000.0,,266000000.0,,282000000.0,,274000000.0,,246000000.0,,264000000.0,,288000000.0,,338000000.0,
CurrentDerivativeFinancialAssets / EUR,23000000.0,17000000.0,20000000.0,22000000.0,13000000.0,10000000.0,12000000.0,9000000.0,40000000.0,150000000.0,150000000.0,257000000.0,257000000.0,161000000.0,161000000.0,102000000.0
CurrentDerivativeFinancialLiabilities / EUR,8000000.0,6000000.0,1000000.0,3000000.0,20000000.0,21000000.0,28000000.0,63000000.0,62000000.0,19000000.0,19000000.0,76000000.0,76000000.0,99000000.0,99000000.0,45000000.0
CurrentInvestments / EUR,,,,,,,,,,,,,,,568000000.0,
CurrentLiabilities / EUR,3752000000.0,4136000000.0,3287000000.0,3720000000.0,3792000000.0,4349000000.0,4115000000.0,4022000000.0,4140000000.0,6093000000.0,6093000000.0,7313000000.0,7313000000.0,7278000000.0,7278000000.0,8149000000.0
CurrentPayablesOnSocialSecurityAndTaxesOtherThanIncomeTax / EUR,178000000.0,,167000000.0,,273000000.0,,251000000.0,,193000000.0,,220000000.0,,253000000.0,,280000000.0,
CurrentPrepayments / EUR,63000000.0,,45000000.0,,47000000.0,,65000000.0,,61000000.0,,101000000.0,,180000000.0,,130000000.0,
CurrentProvisionsForEmployeeBenefits / EUR,24000000.0,23000000.0,21000000.0,20000000.0,19000000.0,18000000.0,17000000.0,15000000.0,13000000.0,10000000.0,10000000.0,8000000.0,8000000.0,8000000.0,8000000.0,7000000.0
CurrentRawMaterialsAndCurrentProductionSupplies / EUR,222000000.0,,223000000.0,,234000000.0,,232000000.0,,210000000.0,,375000000.0,,452000000.0,,449000000.0,
CurrentServiceCostDefinedBenefitPlans / EUR,,,,,,,,,46000000.0,,52000000.0,,26000000.0,,18000000.0,
CurrentTaxAssetsCurrent / EUR,16000000.0,29000000.0,25000000.0,26000000.0,21000000.0,8000000.0,18000000.0,13000000.0,19000000.0,46000000.0,46000000.0,85000000.0,85000000.0,58000000.0,58000000.0,58000000.0
CurrentTaxExpenseIncome / EUR,158000000.0,,242000000.0,,294000000.0,,315000000.0,74000000.0,330000000.0,125000000.0,230000000.0,228000000.0,323000000.0,278000000.0,460000000.0,289000000.0
CurrentTaxExpenseIncomeAndAdjustmentsForCurrentTaxOfPriorPeriods / EUR,156000000.0,,266000000.0,,294000000.0,,319000000.0,79000000.0,310000000.0,112000000.0,233000000.0,236000000.0,270000000.0,269000000.0,423000000.0,242000000.0
CurrentTaxLiabilitiesCurrent / EUR,44000000.0,102000000.0,86000000.0,114000000.0,110000000.0,157000000.0,95000000.0,81000000.0,171000000.0,181000000.0,181000000.0,241000000.0,241000000.0,253000000.0,253000000.0,301000000.0
CurrentTaxLiabilitiesNoncurrent / EUR,,,,,219000000.0,228000000.0,254000000.0,261000000.0,131000000.0,110000000.0,110000000.0,82000000.0,82000000.0,75000000.0,75000000.0,30000000.0
CurrentTradeReceivables / EUR,1860000000.0,2151000000.0,1732000000.0,1966000000.0,1655000000.0,1974000000.0,1669000000.0,1776000000.0,1439000000.0,2305000000.0,2305000000.0,2466000000.0,2466000000.0,2547000000.0,2547000000.0,2564000000.0
CurrentValueAddedTaxReceivables / EUR,218000000.0,,273000000.0,,17000000.0,,44000000.0,,34000000.0,,16000000.0,,41000000.0,,40000000.0,
DecreaseIncreaseThroughTaxOnSharebasedPaymentTransactions / EUR,-15000000.0,-12000000.0,-5000000.0,16000000.0,-14000000.0,-2000000.0,7000000.0,3000000.0,-6000000.0,-3000000.0,-2000000.0,257000000.0,-3000000.0,-1000000.0,-10000000.0,-1000000.0
DecreaseThroughClassifiedAsHeldForSaleInvestmentProperty / EUR,,,,,,,,,,,,,,,6000000.0,
DecreaseThroughClassifiedAsHeldForSalePropertyPlantAndEquipment / EUR,,,,,,,,,4000000.0,,4000000.0,,,19000000.0,,
DeferredTaxAssets / EUR,274000000.0,255000000.0,56000000.0,62000000.0,37000000.0,41000000.0,27000000.0,10000000.0,27000000.0,60000000.0,60000000.0,21000000.0,21000000.0,1000000.0,1000000.0,24000000.0
DeferredTaxExpenseIncomeRecognisedInProfitOrLoss / EUR,-25000000.0,,-96000000.0,,177000000.0,,-23000000.0,6000000.0,54000000.0,97000000.0,-36000000.0,-13000000.0,124000000.0,-22000000.0,13000000.0,-8000000.0
DeferredTaxExpenseIncomeRelatingToOriginationAndReversalOfTemporaryDifferences / EUR,27000000.0,,-56000000.0,,196000000.0,,21000000.0,-24000000.0,45000000.0,-25000000.0,-73000000.0,-4000000.0,6000000.0,-2000000.0,35000000.0,-12000000.0
DeferredTaxExpenseIncomeRelatingToTaxRateChangesOrImpositionOfNewTaxes / EUR,-51000000.0,,-43000000.0,,-16000000.0,37000000.0,-38000000.0,37000000.0,3000000.0,118000000.0,43000000.0,0.0,127000000.0,0.0,0.0,4000000.0
DeferredTaxLiabilities / EUR,2248000000.0,2289000000.0,2237000000.0,2253000000.0,2157000000.0,2160000000.0,2203000000.0,2122000000.0,2134000000.0,3617000000.0,3617000000.0,3513000000.0,3513000000.0,3378000000.0,3378000000.0,3498000000.0
DeferredTaxLiabilityAsset / EUR,1974000000.0,,1974000000.0,,2181000000.0,,2120000000.0,,2176000000.0,,2107000000.0,,3557000000.0,,3492000000.0,
DefinedBenefitObligationAtPresentValue / EUR,1947000000.0,,1969000000.0,,1872000000.0,,2236000000.0,,2340000000.0,,2413000000.0,,1466000000.0,,1556000000.0,
DepreciationPropertyPlantAndEquipment / EUR,,229000000.0,,289000000.0,,303000000.0,,300000000.0,,336000000.0,,324000000.0,,360000000.0,,
DepreciationRightofuseAssets / EUR,,,,,124000000.0,,124000000.0,,117000000.0,,139000000.0,,156000000.0,,159000000.0,
DerivativesAmountContributedToFairValueOfPlanAssets / EUR,,,,,,,14000000.0,,14000000.0,,58000000.0,,6000000.0,,12000000.0,
DilutedEarningsLossPerShare / EUR/shares,2.19,0.91,1.42,0.85,1.41,1.07,1.86,0.28,2.32,0.53,1.09,1.46,2.15,1.86,3.29,1.73
DilutiveEffectOfShareOptionsOnNumberOfOrdinaryShares / shares,4000000.0,4000000.0,5000000.0,4000000.0,5000000.0,3000000.0,4000000.0,2000000.0,3000000.0,2000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,0.0
DirectOperatingExpenseFromInvestmentProperty / EUR,,,,,,,,,,,,,,,0.0,
DisposalsPropertyPlantAndEquipment / EUR,,,,31000000.0,,14000000.0,,22000000.0,,9000000.0,,16000000.0,,7000000.0,,
DividendsPaidOrdinaryShares / EUR,489000000.0,253000000.0,61000000.0,,286000000.0,,252000000.0,0.0,290000000.0,0.0,0.0,,0.0,,256000000.0,
DividendsPaidOrdinarySharesPerShare / EUR/shares,,0.26,0.3,0.62,0.17,0.62,0.26,,0.62,0.56,0.85,0.56,1.4,0.67,0.56,0.74
DividendsPaidOtherShares / EUR,,,,,,,,,,,,,,,1000000.0,
DividendsPaidToEquityHoldersOfParentClassifiedAsFinancingActivities / EUR,232000000.0,286000000.0,204000000.0,252000000.0,489000000.0,290000000.0,513000000.0,,574000000.0,0.0,386000000.0,256000000.0,638000000.0,308000000.0,763000000.0,343000000.0
DividendsRecognisedAsDistributionsToOwnersOfParent / EUR,233000000.0,287000000.0,205000000.0,253000000.0,491000000.0,290000000.0,515000000.0,,574000000.0,257000000.0,387000000.0,309000000.0,639000000.0,309000000.0,766000000.0,341000000.0
EffectOfExchangeRateChangesOnCashAndCashEquivalents / EUR,7000000.0,-6000000.0,-5000000.0,-1000000.0,-9000000.0,0.0,-2000000.0,-13000000.0,4000000.0,46000000.0,-13000000.0,15000000.0,83000000.0,-16000000.0,-31000000.0,25000000.0
EmployeeBenefitsExpense / EUR,932000000.0,,1411000000.0,,1719000000.0,,1768000000.0,,1771000000.0,,1655000000.0,,2016000000.0,,2318000000.0,
EmployerContributions / EUR,,,,,,,,,,,,,,,14000000.0,6000000.0
EntityCommonStockSharesOutstanding / shares,484586428.0,,474920066.0,,456399877.0,,454645510.0,,456235032.0,,457106453.0,,459200818.0,,460947057.0,
Equity / EUR,,,,,,,,6156000000.0,6564000000.0,6025000000.0,6156000000.0,7210000000.0,6025000000.0,7447000000.0,7210000000.0,7976000000.0
EquityAndLiabilities / EUR,18568000000.0,18838000000.0,18194000000.0,18619000000.0,18216000000.0,19090000000.0,18685000000.0,19063000000.0,19237000000.0,29090000000.0,29090000000.0,29313000000.0,29313000000.0,29254000000.0,29254000000.0,31100000000.0
EquityAttributableToOwnersOfParent / EUR,1187000000.0,6461000000.0,871000000.0,6685000000.0,6461000000.0,6564000000.0,6685000000.0,5832000000.0,6025000000.0,7033000000.0,7033000000.0,,7447000000.0,7976000000.0,7976000000.0,8489000000.0
EquityInstrumentsAmountContributedToFairValueOfPlanAssets / EUR,,,,,827000000.0,,1024000000.0,,186000000.0,,221000000.0,,185000000.0,,154000000.0,
EstimateOfContributionsExpectedToBePaidToPlan / EUR,53000000.0,,54000000.0,,53000000.0,,49000000.0,,22000000.0,,30000000.0,,31000000.0,,39000000.0,
ExpenseFromEquitysettledSharebasedPaymentTransactionsInWhichGoodsOrServicesReceivedDidNotQualifyForRecognitionAsAssets / EUR,,,,,,,,,,,,,16000000.0,,33000000.0,
ExpenseFromSharebasedPaymentTransactionsWithEmployees / EUR,39000000.0,,42000000.0,,14000000.0,,17000000.0,,15000000.0,,14000000.0,,17000000.0,,33000000.0,
ExpenseOfRestructuringActivities / EUR,17000000.0,,260000000.0,,186000000.0,78000000.0,236000000.0,,80000000.0,,242000000.0,,93000000.0,95000000.0,115000000.0,46000000.0
ExpenseRelatingToVariableLeasePaymentsNotIncludedInMeasurementOfLeaseLiabilities / EUR,,,,,,,,,,,93000000.0,,153000000.0,,157000000.0,
FairValueOfInvestmentPropertyWhenEntityAppliesCostModel / EUR,,,,,,,,,,,,,,,0.0,
FinanceCosts / EUR,134000000.0,76000000.0,154000000.0,68000000.0,148000000.0,75000000.0,140000000.0,72000000.0,145000000.0,78000000.0,144000000.0,93000000.0,172000000.0,94000000.0,181000000.0,129000000.0
FinanceIncome / EUR,24000000.0,25000000.0,31000000.0,23000000.0,48000000.0,26000000.0,47000000.0,17000000.0,49000000.0,14000000.0,33000000.0,30000000.0,43000000.0,31000000.0,67000000.0,42000000.0
FinanceIncomeCost / EUR,-110000000.0,-51000000.0,-123000000.0,-45000000.0,-100000000.0,-49000000.0,-93000000.0,-55000000.0,-96000000.0,-64000000.0,-111000000.0,-63000000.0,-129000000.0,-63000000.0,-114000000.0,-87000000.0
FinishedGoods / EUR,354000000.0,,324000000.0,,378000000.0,,408000000.0,,389000000.0,,635000000.0,,777000000.0,,750000000.0,
GainsLossesOnCashFlowHedgesNetOfTax / EUR,-9000000.0,,44000000.0,,-116000000.0,,33000000.0,139000000.0,10000000.0,,25000000.0,,301000000.0,,102000000.0,
GainsLossesOnHedgedItemAttributableToHedgedRisk / EUR,,,,,,,,,0.0,,15000000.0,,146000000.0,,,
Goodwill / EUR,2427000000.0,2522000000.0,2520000000.0,2521000000.0,2518000000.0,2521000000.0,2520000000.0,2514000000.0,2517000000.0,4623000000.0,4623000000.0,4600000000.0,4600000000.0,4514000000.0,4514000000.0,4687000000.0
GrossProfit / EUR,2312000000.0,2115000000.0,3549000000.0,2094000000.0,4290000000.0,2208000000.0,4458000000.0,1669000000.0,4593000000.0,2078000000.0,3735000000.0,2992000000.0,5086000000.0,3270000000.0,6224000000.0,3496000000.0
HedgingInstrumentAssets / EUR,49000000.0,,13000000.0,,13000000.0,,13000000.0,,46000000.0,,376000000.0,,448000000.0,,261000000.0,
HedgingInstrumentLiabilities / EUR,3000000.0,,93000000.0,,68000000.0,,40000000.0,,77000000.0,,66000000.0,,263000000.0,,268000000.0,
ImpairmentLossRecognisedInProfitOrLossInvestmentProperty / EUR,,,,,,,,,,,,,,0.0,0.0,
ImpairmentLossRecognisedInProfitOrLossPropertyPlantAndEquipment / EUR,,,,,,,,,,,,,,2000000.0,,
ImpairmentLossReversalOfImpairmentLossRecognisedInProfitOrLoss / EUR,,,,,,,,,,,,,,12000000.0,189000000.0,12000000.0
IncomeTaxExpenseContinuingOperations / EUR,131000000.0,139000000.0,170000000.0,143000000.0,471000000.0,170000000.0,296000000.0,85000000.0,364000000.0,209000000.0,197000000.0,223000000.0,394000000.0,247000000.0,436000000.0,234000000.0
IncomeTaxRelatingToCashFlowHedgesOfOtherComprehensiveIncome / EUR,5000000.0,2000000.0,-2000000.0,-1000000.0,0.0,-1000000.0,-3000000.0,-15000000.0,2000000.0,48000000.0,-4000000.0,3000000.0,63000000.0,-7000000.0,-17000000.0,8000000.0
IncomeTaxRelatingToChangeInValueOfForwardElementsOfForwardContractsOfOtherComprehensiveIncome / EUR,,,,,,,,0.0,0.0,1000000.0,0.0,0.0,1000000.0,3000000.0,,-2000000.0
IncomeTaxRelatingToComponentsOfOtherComprehensiveIncome / EUR,51000000.0,,-38000000.0,,-9000000.0,,-3000000.0,,-10000000.0,,-20000000.0,,127000000.0,,-31000000.0,
IncomeTaxRelatingToExchangeDifferencesOnTranslationOfOtherComprehensiveIncome / EUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IncomeTaxRelatingToOtherComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss / EUR,,,,,,,,,,,,,,,-3000000.0,
IncomeTaxRelatingToRemeasurementsOfDefinedBenefitPlansOfOtherComprehensiveIncome / EUR,0.0,,-14000000.0,,18000000.0,0.0,0.0,-36000000.0,-12000000.0,24000000.0,-16000000.0,16000000.0,63000000.0,4000000.0,-11000000.0,6000000.0
IncomeTaxesPaidRefundClassifiedAsOperatingActivities / EUR,124000000.0,79000000.0,187000000.0,92000000.0,247000000.0,82000000.0,263000000.0,79000000.0,270000000.0,58000000.0,273000000.0,162000000.0,306000000.0,212000000.0,415000000.0,243000000.0
IncreaseDecreaseInCashAndCashEquivalentsBeforeEffectOfExchangeRateChanges / EUR,-35000000.0,-74000000.0,235000000.0,9000000.0,-17000000.0,73000000.0,-49000000.0,590000000.0,3000000.0,117000000.0,1220000000.0,397000000.0,-199000000.0,-447000000.0,11000000.0,-168000000.0
IncreaseDecreaseThroughAcquisitionOfSubsidiary / EUR,8469000000.0,,8469000000.0,,,,,220000000.0,228000000.0,220000000.0,,,,468000000.0,468000000.0,468000000.0
IncreaseDecreaseThroughBusinessCombinationsDeferredTaxLiabilityAsset / EUR,55000000.0,,55000000.0,,,,,,1176000000.0,,1176000000.0,,-2000000.0,,170000000.0,
IncreaseDecreaseThroughChangesInOwnershipInterestsInSubsidiariesThatDoNotResultInLossOfControl / EUR,,,,,,,,,,,228000000.0,,228000000.0,2000000.0,-283000000.0,2000000.0
IncreaseDecreaseThroughNetExchangeDifferencesDeferredTaxLiabilityAsset / EUR,-4000000.0,,-4000000.0,,-6000000.0,,14000000.0,,-14000000.0,,27000000.0,,-39000000.0,,-40000000.0,
IncreaseDecreaseThroughNetExchangeDifferencesInvestmentProperty / EUR,,,,,,,,,,,,,,-3000000.0,0.0,
IncreaseDecreaseThroughNetExchangeDifferencesOtherProvisions / EUR,-1000000.0,,2000000.0,-1000000.0,1000000.0,-2000000.0,1000000.0,2000000.0,-4000000.0,,-2000000.0,,1000000.0,,0.0,-3000000.0
IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment / EUR,,-2000000.0,,1000000.0,,-55000000.0,,9000000.0,,29000000.0,,-64000000.0,,-23000000.0,,
IncreaseDecreaseThroughSharebasedPaymentTransactions / EUR,25000000.0,5000000.0,29000000.0,7000000.0,11000000.0,8000000.0,16000000.0,4000000.0,13000000.0,4000000.0,14000000.0,12000000.0,16000000.0,29000000.0,33000000.0,20000000.0
IncreaseDecreaseThroughTransfersAndOtherChangesPropertyPlantAndEquipment / EUR,,-2000000.0,,,,,,,,19000000.0,,-1000000.0,,5000000.0,,
IncreaseDecreaseThroughTransfersFromToInvestmentPropertyPropertyPlantAndEquipment / EUR,,,,,,,,,,,,,,-33000000.0,,
