fact_unit,2014-09-05,2014-10-31,2015-02-23,2015-05-01,2015-07-31,2015-10-30,2016-02-25,2016-04-28,2016-07-28,2016-10-27,2017-02-23,2017-05-01,2017-07-28,2017-10-26,2018-02-22,2018-04-26,2018-07-27,2018-10-25,2019-02-15,2019-04-25,2019-07-25,2019-10-25,2020-02-13,2020-04-22,2020-07-23,2020-10-22,2021-02-11,2021-04-27,2021-07-22,2021-10-21,2022-02-10,2022-04-21,2022-07-21,2022-10-25,2023-02-09,2023-04-20,2023-07-21,2023-10-24,2024-02-08,2024-04-25,2024-07-19,2024-10-23,2025-02-07,2025-04-24,2025-07-23,2025-10-22
ProceedsFromSaleOfLoansReceivable / USD,,,379000000.0,,0.0,0.0,289000000.0,,392000000.0,392000000.0,1510000000.0,,,,392000000.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,709000000.0,709000000.0,709000000.0,8203000000.0,,23000000.0,23000000.0,709000000.0,,3930000000.0,3930000000.0,23000000.0,,,,3930000000.0,,,
ProfessionalFees / USD,209000000.0,329000000.0,451000000.0,130000000.0,275000000.0,424000000.0,449000000.0,162000000.0,318000000.0,480000000.0,563000000.0,146000000.0,300000000.0,474000000.0,645000000.0,151000000.0,309000000.0,470000000.0,638000000.0,166000000.0,343000000.0,575000000.0,629000000.0,232000000.0,463000000.0,668000000.0,806000000.0,197000000.0,386000000.0,573000000.0,867000000.0,190000000.0,379000000.0,575000000.0,759000000.0,210000000.0,395000000.0,599000000.0,782000000.0,186000000.0,395000000.0,614000000.0,832000000.0,220000000.0,456000000.0,687000000.0
ProvisionForLoanLossesExpensed / USD,1713000000.0,2254000000.0,2565000000.0,764000000.0,1445000000.0,2120000000.0,3072000000.0,687000000.0,1427000000.0,2129000000.0,2917000000.0,903000000.0,1924000000.0,2910000000.0,2952000000.0,1306000000.0,2632000000.0,3942000000.0,3986000000.0,1362000000.0,2642000000.0,4093000000.0,5296000000.0,859000000.0,2057000000.0,3076000000.0,5545000000.0,1677000000.0,3350000000.0,4560000000.0,4180000000.0,334000000.0,140000000.0,165000000.0,5310000000.0,521000000.0,1245000000.0,2174000000.0,726000000.0,1290000000.0,2673000000.0,4161000000.0,3375000000.0,1884000000.0,3575000000.0,5172000000.0
RepaymentsOfSecuredDebt / USD,1782000000.0,2676000000.0,4775000000.0,720000000.0,3647000000.0,4069000000.0,2708000000.0,1899000000.0,3193000000.0,4132000000.0,5569000000.0,1915000000.0,3524000000.0,4949000000.0,5244000000.0,708000000.0,1758000000.0,2884000000.0,4999000000.0,1701000000.0,2451000000.0,2807000000.0,4210000000.0,3847000000.0,5547000000.0,6877000000.0,3157000000.0,1623000000.0,2806000000.0,3282000000.0,7377000000.0,868000000.0,1875000000.0,2875000000.0,3283000000.0,1150000000.0,2600000000.0,2600000000.0,2886000000.0,250000000.0,957000000.0,1257000000.0,3784000000.0,0.0,700000000.0,950000000.0
RepaymentsOfUnsecuredDebt / USD,,0.0,0.0,0.0,3094000000.0,505000000.0,0.0,2594000000.0,3094000000.0,3594000000.0,505000000.0,2651000000.0,4151000000.0,4151000000.0,4094000000.0,,,500000000.0,4151000000.0,0.0,0.0,0.0,1200000000.0,1000000000.0,1500000000.0,2100000000.0,0.0,1500000000.0,1500000000.0,1500000000.0,2100000000.0,,1500000000.0,1500000000.0,1500000000.0,,1500000000.0,1500000000.0,1500000000.0,0.0,0.0,0.0,1500000000.0,600000000.0,600000000.0,1850000000.0
RetainedEarningsAccumulatedDeficit / USD,0.0,0.0,0.0,1079000000.0,1079000000.0,1079000000.0,1079000000.0,3293000000.0,3293000000.0,3293000000.0,3293000000.0,5330000000.0,5330000000.0,5330000000.0,5330000000.0,6809000000.0,6809000000.0,6809000000.0,6809000000.0,8986000000.0,8986000000.0,8986000000.0,8986000000.0,12117000000.0,12117000000.0,12117000000.0,12117000000.0,10621000000.0,10621000000.0,10621000000.0,10621000000.0,14245000000.0,14245000000.0,14245000000.0,14245000000.0,16716000000.0,16716000000.0,16716000000.0,16716000000.0,18662000000.0,18662000000.0,18662000000.0,18662000000.0,21635000000.0,21635000000.0,21635000000.0
SeniorNotes / USD,,,,3593000000.0,3593000000.0,3593000000.0,3593000000.0,6557000000.0,6557000000.0,6557000000.0,6557000000.0,7759000000.0,7759000000.0,7759000000.0,7759000000.0,8302000000.0,8302000000.0,8302000000.0,8302000000.0,9557000000.0,9557000000.0,9557000000.0,9557000000.0,9454000000.0,9454000000.0,9454000000.0,9454000000.0,7965000000.0,7965000000.0,7965000000.0,7965000000.0,7219000000.0,7219000000.0,7219000000.0,7219000000.0,7964000000.0,7964000000.0,7964000000.0,7964000000.0,8715000000.0,8715000000.0,8715000000.0,8715000000.0,7620000000.0,7620000000.0,7620000000.0
StockIssuedDuringPeriodValueNewIssues / USD,,2842000000.0,2842000000.0,,,2842000000.0,2842000000.0,,,,2842000000.0,,,,,,,,,,,,734000000.0,,,,734000000.0,,,,734000000.0,,,,,,,,,488000000.0,488000000.0,488000000.0,488000000.0,488000000.0,488000000.0,488000000.0
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000000.0,,,,600000000.0,,,,600000000.0,,,
StockholdersEquity / USD,4582000000.0,4582000000.0,4328000000.0,5960000000.0,5960000000.0,5960000000.0,4582000000.0,10478000000.0,10478000000.0,10478000000.0,5960000000.0,12604000000.0,12604000000.0,12604000000.0,10478000000.0,14196000000.0,14196000000.0,14196000000.0,12604000000.0,14234000000.0,14234000000.0,14234000000.0,14196000000.0,14678000000.0,14678000000.0,14678000000.0,14234000000.0,15088000000.0,15088000000.0,15088000000.0,14678000000.0,12701000000.0,12701000000.0,12701000000.0,15088000000.0,13655000000.0,13655000000.0,13655000000.0,12701000000.0,12873000000.0,12873000000.0,12873000000.0,13655000000.0,13903000000.0,13903000000.0,13903000000.0
TimeDepositLiabilityUninsured / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300000000.0,3700000000.0,3700000000.0,3700000000.0
TimeDepositMaturitiesAfterYearFive / USD,4605000000.0,5978000000.0,2693000000.0,3378000000.0,4283000000.0,4849000000.0,2581000000.0,3155000000.0,3677000000.0,4051000000.0,2105000000.0,2410000000.0,3246000000.0,3795000000.0,1793000000.0,1995000000.0,2280000000.0,2397000000.0,1336000000.0,1536000000.0,1986000000.0,2426000000.0,356000000.0,518000000.0,701000000.0,,173000000.0,,,,69000000.0,,,,10000000.0,,,,119000000.0,,,,147000000.0,,,
TimeDepositMaturitiesRemainderOfFiscalYear / USD,4805000000.0,2064000000.0,,8766000000.0,5915000000.0,3134000000.0,,9527000000.0,5904000000.0,2942000000.0,,11011000000.0,7058000000.0,2956000000.0,,12239000000.0,8152000000.0,5402000000.0,,16442000000.0,12410000000.0,5426000000.0,,18439000000.0,9737000000.0,5228000000.0,,14664000000.0,8131000000.0,3450000000.0,,12357000000.0,7351000000.0,3690000000.0,,13153000000.0,10308000000.0,6087000000.0,,25691000000.0,16191000000.0,6429000000.0,,28553000000.0,14622000000.0,3139000000.0
TimeDepositMaturitiesYearFive / USD,1884000000.0,1891000000.0,3880000000.0,3892000000.0,3904000000.0,3913000000.0,2815000000.0,2827000000.0,2839000000.0,2855000000.0,2182000000.0,2193000000.0,2257000000.0,2288000000.0,2433000000.0,2442000000.0,2460000000.0,2460000000.0,1164000000.0,1206000000.0,1253000000.0,1310000000.0,2277000000.0,2292000000.0,2311000000.0,,662000000.0,,,,671000000.0,,,,2303000000.0,,,,1430000000.0,,,,1168000000.0,,,
TimeDepositMaturitiesYearFour / USD,2486000000.0,2534000000.0,1894000000.0,1965000000.0,2039000000.0,2069000000.0,3917000000.0,3977000000.0,4053000000.0,4141000000.0,2864000000.0,2963000000.0,3119000000.0,3212000000.0,2302000000.0,2334000000.0,2810000000.0,2802000000.0,2457000000.0,2553000000.0,2744000000.0,2977000000.0,1346000000.0,1484000000.0,1674000000.0,2315000000.0,2319000000.0,659000000.0,662000000.0,664000000.0,662000000.0,671000000.0,655000000.0,635000000.0,676000000.0,2494000000.0,2496000000.0,2546000000.0,2649000000.0,1455000000.0,1478000000.0,1526000000.0,1555000000.0,1173000000.0,1178000000.0,1182000000.0
TimeDepositMaturitiesYearOne / USD,,,11626000000.0,,,,12151000000.0,,,,15782000000.0,,,,17648000000.0,,,,25298000000.0,,,,28780000000.0,,,20255000000.0,22474000000.0,8895000000.0,12185000000.0,15297000000.0,17485000000.0,10630000000.0,16073000000.0,17931000000.0,17176000000.0,19966000000.0,24845000000.0,28709000000.0,33343000000.0,17744000000.0,25173000000.0,32886000000.0,36740000000.0,11516000000.0,22011000000.0,31058000000.0
TimeDepositMaturitiesYearThree / USD,2178000000.0,2306000000.0,2556000000.0,2811000000.0,3260000000.0,3757000000.0,2126000000.0,2822000000.0,3460000000.0,4089000000.0,4208000000.0,4593000000.0,5373000000.0,5758000000.0,3240000000.0,3554000000.0,4153000000.0,4352000000.0,2805000000.0,3281000000.0,3856000000.0,4976000000.0,3093000000.0,3947000000.0,4268000000.0,1736000000.0,1765000000.0,2350000000.0,2377000000.0,2624000000.0,2887000000.0,713000000.0,920000000.0,1876000000.0,2370000000.0,948000000.0,1079000000.0,1475000000.0,1645000000.0,2726000000.0,2774000000.0,2969000000.0,3053000000.0,1685000000.0,1939000000.0,2237000000.0
TimeDepositMaturitiesYearTwo / USD,8850000000.0,11154000000.0,3453000000.0,5957000000.0,8335000000.0,10551000000.0,4820000000.0,7401000000.0,10386000000.0,13921000000.0,4672000000.0,7152000000.0,10999000000.0,15665000000.0,7614000000.0,12209000000.0,17873000000.0,23439000000.0,9125000000.0,16708000000.0,20892000000.0,25927000000.0,5866000000.0,13649000000.0,18305000000.0,4430000000.0,4832000000.0,2002000000.0,2248000000.0,2951000000.0,5283000000.0,3157000000.0,3779000000.0,6000000000.0,13019000000.0,2517000000.0,2566000000.0,4683000000.0,9483000000.0,1719000000.0,1973000000.0,3032000000.0,4283000000.0,3100000000.0,3651000000.0,4540000000.0
TimeDepositsAtOrAboveFDICInsuranceLimit / USD,,,,,,,,,,,,,,,,,,,,,,,7100000000.0,8500000000.0,8500000000.0,8500000000.0,8500000000.0,6500000000.0,6500000000.0,6500000000.0,6500000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,7200000000.0,7200000000.0,7200000000.0,7200000000.0,10000000000.0,10000000000.0,10000000000.0,10000000000.0,11200000000.0,11200000000.0,11200000000.0
TreasuryStockCommonShares / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395767929.0,395767929.0,395767929.0,395767929.0,427108909.0,427108909.0,427108909.0,427108909.0,445723607.0,445723607.0,445723607.0
TreasuryStockSharesAcquired / shares,,,,,,,,,,,16700000.0,,,,,,,,,,,,106000000.0,,,,33600000.0,,,,61000000.0,,,,90700000.0,,,,33600000.0,,,,22500000.0,,,
TreasuryStockValue / USD,,,,,,,,,,0.0,0.0,475000000.0,475000000.0,475000000.0,475000000.0,1957000000.0,1957000000.0,1957000000.0,1957000000.0,3729000000.0,3729000000.0,3729000000.0,3729000000.0,7243000000.0,7243000000.0,7243000000.0,7243000000.0,8174000000.0,8174000000.0,8174000000.0,8174000000.0,10925000000.0,10925000000.0,10925000000.0,10925000000.0,14171000000.0,14171000000.0,14171000000.0,14171000000.0,15201000000.0,15201000000.0,15201000000.0,15201000000.0,16072000000.0,16072000000.0,16072000000.0
TreasuryStockValueAcquiredCostMethod / USD,,,,,,,,,,238000000.0,476000000.0,238000000.0,676000000.0,238000000.0,476000000.0,238000000.0,676000000.0,1066000000.0,476000000.0,410000000.0,410000000.0,410000000.0,1497000000.0,967000000.0,967000000.0,967000000.0,1868000000.0,985000000.0,985000000.0,985000000.0,3618000000.0,200000000.0,200000000.0,200000000.0,985000000.0,968000000.0,968000000.0,968000000.0,2876000000.0,404000000.0,404000000.0,404000000.0,3320000000.0,300000000.0,300000000.0,300000000.0
UnrecognizedTaxBenefits / USD,202000000.0,202000000.0,167000000.0,102000000.0,102000000.0,102000000.0,202000000.0,327000000.0,327000000.0,327000000.0,102000000.0,150000000.0,150000000.0,150000000.0,327000000.0,255000000.0,255000000.0,255000000.0,150000000.0,251000000.0,251000000.0,251000000.0,255000000.0,255000000.0,255000000.0,255000000.0,251000000.0,268000000.0,268000000.0,268000000.0,255000000.0,274000000.0,274000000.0,274000000.0,268000000.0,267000000.0,267000000.0,267000000.0,274000000.0,230000000.0,230000000.0,230000000.0,267000000.0,207000000.0,207000000.0,207000000.0
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,0.0,,,,194000000.0,,,,8000000.0,,,,208000000.0,,,,4000000.0,,,,64000000.0,,,,59000000.0,,,,54000000.0,,,,78000000.0,,,,73000000.0,,,,47000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,,4000000.0,,,,0.0,,,,1000000.0,,,,0.0,,,,0.0,,,,3000000.0,,,,2000000.0,,,,2000000.0,,,,1000000.0,,,,0.0,,,,1000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,59000000.0,,,,75000000.0,,,,236000000.0,,,,21000000.0,,,,99000000.0,,,,85000000.0,,,,83000000.0,,,,91000000.0,,,,113000000.0,,,,97000000.0,,,,40000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,0.0,,,,20000000.0,,,,6000000.0,,,,16000000.0,,,,16000000.0,,,,3000000.0,,,,5000000.0,,,,7000000.0,,,,3000000.0,,,,1000000.0,,,,2000000.0,,,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,,,20000000.0,,,,1000000.0,,,,8000000.0,,,,6000000.0,,,,6000000.0,,,,25000000.0,,,,23000000.0,,,,29000000.0,,,,31000000.0,,,,32000000.0,,,,31000000.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,131000000.0,131000000.0,131000000.0,68000000.0,68000000.0,68000000.0,68000000.0,79000000.0,79000000.0,79000000.0,79000000.0,99000000.0,99000000.0,99000000.0,99000000.0,173000000.0,173000000.0,173000000.0,173000000.0,164000000.0,164000000.0,164000000.0,164000000.0,172000000.0,172000000.0,172000000.0,172000000.0,183000000.0,183000000.0,183000000.0,183000000.0,160000000.0,160000000.0,160000000.0,160000000.0,177000000.0,177000000.0,177000000.0,177000000.0,182000000.0,182000000.0,182000000.0,182000000.0,163000000.0,163000000.0,163000000.0
WeightedAverageNumberDilutedSharesOutstandingAdjustment / shares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,200000.0,1700000.0,1900000.0,2000000.0,1700000.0,4000000.0,3700000.0,3700000.0,2300000.0,6600000.0,6400000.0,5500000.0,4100000.0,2600000.0,2900000.0,3100000.0,4600000.0,2500000.0,1600000.0,1400000.0,3300000.0,4200000.0,4400000.0,4600000.0,1800000.0,4200000.0,3200000.0,2900000.0,4700000.0,2800000.0,2200000.0,2200000.0,3000000.0,3500000.0,3400000.0,3700000.0
WeightedAverageNumberOfDilutedSharesOutstanding / shares,705271000.0,705000000.0,705300000.0,705000000.0,705000000.0,731000000.0,705300000.0,835000000.0,835000000.0,835000000.0,757600000.0,835500000.0,835800000.0,834100000.0,835500000.0,817100000.0,812200000.0,805000000.0,831500000.0,770300000.0,764300000.0,755700000.0,799700000.0,708900000.0,697700000.0,685600000.0,746900000.0,607400000.0,595900000.0,592200000.0,673500000.0,587500000.0,584600000.0,578200000.0,590800000.0,519500000.0,507300000.0,495000000.0,569300000.0,437200000.0,421100000.0,426500000.0,483400000.0,408200000.0,405400000.0,402400000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,705271000.0,705000000.0,705300000.0,705000000.0,705000000.0,731000000.0,705300000.0,834000000.0,834000000.0,834000000.0,757400000.0,833800000.0,833900000.0,832100000.0,833800000.0,813100000.0,808500000.0,801300000.0,829200000.0,763700000.0,757900000.0,750200000.0,795600000.0,706300000.0,694800000.0,682500000.0,742300000.0,604900000.0,594300000.0,590800000.0,670200000.0,583300000.0,580200000.0,573600000.0,589000000.0,515300000.0,504100000.0,492100000.0,564600000.0,434400000.0,418900000.0,424300000.0,480400000.0,404700000.0,402000000.0,398700000.0
WeightedAverageRateInterestBearingDomesticDepositsOverTime / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,0.039,0.039,0.039,,,,
