fact_unit,2016-08-02,2016-10-27,2017-02-28,2017-04-27,2017-07-27,2017-10-26,2018-02-28,2018-04-26,2018-07-26,2018-10-25,2019-02-28,2019-04-25,2019-07-25,2019-10-25,2020-02-27,2020-04-30,2020-07-28,2020-10-27,2021-02-26,2021-04-29,2021-07-29,2021-10-28,2022-03-01,2022-04-28,2022-07-28,2022-10-26,2023-02-28,2023-04-26,2023-07-26,2023-10-25,2024-02-27,2024-04-24,2024-07-24,2024-10-30,2025-02-25,2025-05-01,2025-07-30,2025-10-29
NetCashProvidedByUsedInOperatingActivities / USD,384800000.0,621100000.0,946700000.0,177200000.0,487800000.0,819400000.0,1009000000.0,148300000.0,394000000.0,713000000.0,1136900000.0,171000000.0,512900000.0,899600000.0,1176400000.0,156200000.0,415000000.0,796000000.0,1344400000.0,191000000.0,670300000.0,1152000000.0,1271400000.0,144800000.0,424300000.0,686500000.0,1436700000.0,214800000.0,509200000.0,839000000.0,961100000.0,174400000.0,495400000.0,906800000.0,1303200000.0,256700000.0,565600000.0,1024600000.0
NetIncomeLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173600000.0,382600000.0,600600000.0,755200000.0,207400000.0,402500000.0,624100000.0
NetIncomeLossFromContinuingOperationsAvailableToCommonShareholdersDiluted / USD,,,,,,,,,,,,,,,,,,,455300000.0,,,,199100000.0,94400000.0,259200000.0,411800000.0,1452200000.0,166900000.0,339900000.0,529800000.0,579700000.0,,,,757000000.0,,,
NumberOfCountriesInWhichEntityOperates / country,40.0,40.0,40.0,,,,50.0,,,,50.0,,,,50.0,,,,50.0,,,,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,50.0,50.0,50.0,,50.0,50.0,50.0
NumberOfOperatingSegments / segment,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,2.0,,2.0,,,,3.0,,,,3.0,3.0,,,3.0,,,,3.0,,,,3.0,3.0,3.0,2.0
NumberOfReportableSegments / segment,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,,,,
OciBeforeReclassificationsNetOfTaxAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46400000.0,,,,
OperatingExpenses / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2358100000.0,-665100000.0,-1291600000.0,-1419500000.0
OperatingIncomeLoss / USD,629800000.0,931600000.0,1245300000.0,263000000.0,585100000.0,908300000.0,1269700000.0,295600000.0,644700000.0,1001400000.0,1061700000.0,277900000.0,602300000.0,883900000.0,1143000000.0,217300000.0,466800000.0,708900000.0,645300000.0,115400000.0,218000000.0,355600000.0,443900000.0,197600000.0,408900000.0,611200000.0,539400000.0,212300000.0,444600000.0,696500000.0,812800000.0,240400000.0,531700000.0,822800000.0,987400000.0,302200000.0,604000000.0,504100000.0
OperatingLeaseCost / USD,,,,,,,,,,,,17800000.0,38000000.0,61200000.0,80000000.0,18000000.0,38000000.0,61000000.0,58000000.0,16000000.0,30000000.0,44000000.0,58000000.0,15000000.0,30000000.0,45000000.0,60000000.0,15000000.0,29000000.0,42000000.0,60000000.0,12000000.0,24000000.0,37000000.0,56000000.0,12600000.0,25100000.0,24900000.0
OperatingLeaseLiability / USD,,,,,,,,,,,,168400000.0,202300000.0,217500000.0,175000000.0,,,,201300000.0,,,,184500000.0,,,,169400000.0,169000000.0,169000000.0,169000000.0,169000000.0,164000000.0,164000000.0,164000000.0,164000000.0,169600000.0,169600000.0,97900000.0
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,0.0,51300000.0,52200000.0,54900000.0,54900000.0,54900000.0,54900000.0,42100000.0,47000000.0,47000000.0,47000000.0,47000000.0,,,,44600000.0,,,,38400000.0,,,,37600000.0,,,
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,0.0,151000000.0,165300000.0,159000000.0,159000000.0,159000000.0,159000000.0,133800000.0,154300000.0,154300000.0,154300000.0,154300000.0,,,,139900000.0,,,,131000000.0,,,,126300000.0,,,
OperatingLeasePayments / USD,,,,,,,,,,,,15800000.0,32100000.0,53400000.0,65000000.0,16000000.0,32000000.0,53000000.0,48000000.0,14000000.0,27000000.0,37000000.0,52000000.0,16000000.0,28000000.0,40000000.0,53000000.0,14000000.0,26000000.0,38000000.0,50000000.0,12000000.0,24000000.0,36000000.0,50000000.0,12100000.0,24200000.0,25200000.0
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,0.0,197600000.0,210200000.0,175000000.0,206800000.0,206800000.0,206800000.0,169000000.0,188700000.0,188700000.0,188700000.0,188700000.0,,,,175600000.0,162000000.0,162000000.0,162000000.0,162000000.0,155000000.0,155000000.0,155000000.0,155000000.0,164200000.0,164200000.0,91800000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,0.034,0.034,0.032,0.034,,,,0.03,,,,0.028,,,,0.026,,,,0.03,,,,0.036,,,
OperatingLossCarryforwards / USD,,,178000000.0,,,,226000000.0,,,,668000000.0,,,,886000000.0,,,,957000000.0,,,,1800000000.0,,,,1500000000.0,,,,1600000000.0,,,,1900000000.0,,,
OperatingLossCarryforwardsValuationAllowance / USD,,,10000000.0,,,,16000000.0,,,,26000000.0,,,,42000000.0,,,,36000000.0,,,,53000000.0,,,,53000000.0,,,,76000000.0,,,,98000000.0,,,
OtherAccruedLiabilitiesCurrent / USD,,,145800000.0,,,,180900000.0,,,,151400000.0,,,,152500000.0,,,,148900000.0,,,,134500000.0,,,,142200000.0,,,,132500000.0,,,,143800000.0,,,
OtherAccruedLiabilitiesNoncurrent / USD,,,24500000.0,,,,18500000.0,,,,52100000.0,,,,51700000.0,,,,23800000.0,,,,62200000.0,,,,33200000.0,,,,18200000.0,,,,9700000.0,,,
OtherAssetsNoncurrent / USD,393700000.0,393700000.0,393700000.0,427200000.0,427200000.0,427200000.0,427200000.0,476800000.0,476800000.0,476800000.0,469500000.0,548900000.0,548900000.0,548900000.0,548900000.0,779600000.0,779600000.0,779600000.0,344700000.0,344100000.0,344100000.0,344100000.0,344100000.0,512900000.0,512900000.0,512900000.0,512900000.0,455800000.0,455800000.0,455800000.0,455800000.0,518900000.0,518900000.0,518900000.0,518900000.0,494700000.0,494700000.0,348400000.0
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.0,,-100000.0,-100000.0,-200000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40000000.0,,-76500000.0,-97600000.0,-8300000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,3600000.0,18300000.0,,-1700000.0,3600000.0,18300000.0,,-1700000.0,3400000.0,13000000.0,,8400000.0,21400000.0,-38300000.0
OtherComprehensiveIncomeLossBeforeReclassificationsBeforeTax / USD,,,,,,,,,,,,,,,133100000.0,,,,-127000000.0,,,,20700000.0,,,,42800000.0,,,,-41000000.0,,,,-133800000.0,-80100000.0,120700000.0,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax / USD,,,,,,,,,,,,36400000.0,-63400000.0,-87300000.0,134000000.0,16700000.0,18000000.0,-34500000.0,-127200000.0,-136300000.0,-100300000.0,-36400000.0,28000000.0,-34700000.0,-18100000.0,-53800000.0,47100000.0,-39400000.0,-160700000.0,-273100000.0,-47200000.0,13400000.0,6000000.0,-40400000.0,-144100000.0,-76500000.0,108000000.0,-10700000.0
OtherComprehensiveIncomeLossBeforeReclassificationsTax / USD,,,,,,,,,,,,,,,-900000.0,,,,200000.0,,,,-7300000.0,,,,-4300000.0,,,,6200000.0,,,,10300000.0,-3600000.0,12700000.0,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,-89900000.0,-99800000.0,-154400000.0,22100000.0,11500000.0,-14200000.0,-131700000.0,43600000.0,88800000.0,126900000.0,-123800000.0,36400000.0,-63400000.0,-87300000.0,136600000.0,16700000.0,18000000.0,-34500000.0,-127300000.0,-136300000.0,-100300000.0,-36400000.0,50500000.0,-34700000.0,-18100000.0,-53800000.0,63500000.0,-39400000.0,-158000000.0,-270400000.0,-68700000.0,13400000.0,6000000.0,,-178700000.0,,,
OtherComprehensiveIncomeLossNetOfTax / USD,-77900000.0,-92100000.0,-173300000.0,23100000.0,13600000.0,-11100000.0,-113900000.0,44400000.0,90500000.0,129500000.0,-131400000.0,37100000.0,-62000000.0,-85200000.0,138200000.0,17200000.0,19000000.0,-33000000.0,-123700000.0,-137300000.0,-100300000.0,-35400000.0,30300000.0,-33700000.0,-16200000.0,-51000000.0,50800000.0,-38900000.0,-157100000.0,-268700000.0,-43900000.0,13400000.0,,,-140700000.0,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800000.0,-40100000.0,,-76400000.0,-97500000.0,-8100000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,-12000000.0,-7700000.0,18900000.0,-1000000.0,-2100000.0,-3100000.0,-17800000.0,-800000.0,-1700000.0,-2600000.0,7600000.0,-700000.0,-1400000.0,-2100000.0,-1600000.0,-500000.0,-1000000.0,-1500000.0,-3600000.0,1000000.0,0.0,-1000000.0,20200000.0,-1000000.0,-1900000.0,-2800000.0,12700000.0,-500000.0,-900000.0,-1700000.0,-24800000.0,0.0,200000.0,,-38000000.0,,,
OtherLiabilitiesNoncurrent / USD,704600000.0,704600000.0,704600000.0,674300000.0,674300000.0,674300000.0,674300000.0,1033900000.0,1033900000.0,1033900000.0,969700000.0,1125900000.0,1125900000.0,1125900000.0,1125900000.0,1584200000.0,1584200000.0,1584200000.0,1339000000.0,1233400000.0,1233400000.0,1233400000.0,1233400000.0,1426300000.0,1426300000.0,1426300000.0,1426300000.0,1223300000.0,1223300000.0,1223300000.0,1223300000.0,1149000000.0,1149000000.0,1149000000.0,1149000000.0,1251000000.0,1251000000.0,847200000.0
OtherNonoperatingIncomeExpense / USD,,,,,,,,,,,-4800000.0,-700000.0,-1800000.0,-2600000.0,4000000.0,400000.0,-400000.0,-1600000.0,-2300000.0,-4500000.0,1100000.0,-300000.0,-5400000.0,-3300000.0,-7900000.0,-9500000.0,-2400000.0,-2700000.0,-5800000.0,-13800000.0,-14100000.0,-2500000.0,-10300000.0,-14500000.0,-15600000.0,-24200000.0,-33000000.0,-58200000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,-2700000.0,-3100000.0,-13800000.0,-2000000.0,-4400000.0,-4300000.0,19200000.0,600000.0,3000000.0,-1500000.0,0.0,-100000.0,-3800000.0,-4000000.0,-1500000.0,0.0,0.0,0.0,-2200000.0,,-5200000.0,-5300000.0,,,-1100000.0,-1100000.0,0.0,,,,0.0,,0.0,0.0,3500000.0,0.0,1600000.0,1600000.0
PaymentsForRepurchaseOfCommonStock / USD,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,63800000.0,242900000.0,376100000.0,0.0,,129100000.0,207900000.0,442900000.0,0.0,152900000.0,423000000.0
PaymentsOfDividends / USD,0.0,0.0,0.0,0.0,0.0,24200000.0,0.0,24200000.0,48600000.0,72800000.0,3000000000.0,24300000.0,48700000.0,73200000.0,,,,,,,,,,,,,,,,,,,,,99500000.0,,,
PaymentsOfDividendsCommonStock / USD,,,,,,,,,,,,,,,97200000.0,23400000.0,46800000.0,70300000.0,96600000.0,23500000.0,47100000.0,70700000.0,93800000.0,23700000.0,47400000.0,72600000.0,94400000.0,25100000.0,50000000.0,74800000.0,97700000.0,24700000.0,49300000.0,73900000.0,,28100000.0,56100000.0,83900000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,0.0,0.0,289000000.0,12800000.0,12800000.0,190600000.0,37100000.0,0.0,0.0,802100000.0,190100000.0,7700000.0,9300000.0,2825200000.0,1556600000.0,0.0,3237100000.0,3387700000.0,2778600000.0,1100000.0,1800000.0,15200000.0,3939800000.0,200000.0,-900000.0,1156700000.0,40400000.0,-900000.0,1600000.0,15200000.0,2570100000.0,0.0,0.0,57700000.0,12800000.0,1721800000.0,1721800000.0,3700000.0
PaymentsToAcquireProductiveAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000000.0,,,,95800000.0,26400000.0,55600000.0,63500000.0
PaymentsToAcquirePropertyPlantAndEquipment / USD,52400000.0,87000000.0,102600000.0,28400000.0,61400000.0,90000000.0,120100000.0,26800000.0,55600000.0,87700000.0,110100000.0,25900000.0,47700000.0,76800000.0,111100000.0,24000000.0,48500000.0,79600000.0,69900000.0,26200000.0,45500000.0,58900000.0,74500000.0,8400000.0,17100000.0,28000000.0,75700000.0,18800000.0,37100000.0,59700000.0,50000000.0,24800000.0,45800000.0,73700000.0,95800000.0,26400000.0,55600000.0,63500000.0
PreferredStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,0.01,,,,0.01,,,
PreferredStockSharesAuthorized / shares,100.0,100.0,100.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,,,,15000000.0,,,,15000000.0,,,
PrepaidExpenseAndOtherAssetsCurrent / USD,91900000.0,91900000.0,91900000.0,195500000.0,195500000.0,195500000.0,195500000.0,250500000.0,250500000.0,250500000.0,243700000.0,193200000.0,193200000.0,193200000.0,193200000.0,455600000.0,455600000.0,455600000.0,338600000.0,206700000.0,206700000.0,206700000.0,206700000.0,252700000.0,252700000.0,252700000.0,252700000.0,272600000.0,272600000.0,272600000.0,272600000.0,285100000.0,285100000.0,285100000.0,285100000.0,288800000.0,288800000.0,233600000.0
ProceedsFromDebtMaturingInMoreThanThreeMonths / USD,,0.0,0.0,,3370100000.0,2983000000.0,0.0,,,125900000.0,2978100000.0,0.0,0.0,1750000000.0,125900000.0,2417800000.0,2413200000.0,2413200000.0,1741300000.0,373800000.0,741700000.0,741700000.0,2913200000.0,,0.0,0.0,741700000.0,,397000000.0,396900000.0,999800000.0,0.0,0.0,0.0,1394100000.0,1736400000.0,1733500000.0,1733500000.0
ProceedsFromDivestitureOfBusinesses / USD,,,86700000.0,,,,2300000.0,,,,9000000.0,,,,21500000.0,,,,,,,,,,,0.0,,,,6600000.0,0.0,,,,9600000.0,,,
ProceedsFromPaymentsForOtherFinancingActivities / USD,,0.0,-20600000.0,0.0,0.0,-2200000.0,0.0,300000.0,7300000.0,10900000.0,300000.0,4400000.0,15300000.0,27200000.0,13400000.0,-6800000.0,7500000.0,16400000.0,42100000.0,300000.0,-10000000.0,-600000.0,23200000.0,-2800000.0,25200000.0,18100000.0,20700000.0,-17900000.0,-11800000.0,-9200000.0,30600000.0,-3100000.0,5600000.0,18100000.0,-6700000.0,25400000.0,31900000.0,47900000.0
ProceedsFromRepaymentsOfCommercialPaper / USD,,,,,,,,,,,,,,,556200000.0,443800000.0,892300000.0,695500000.0,-266100000.0,,,-1141900000.0,494800000.0,0.0,0.0,215000000.0,-1141900000.0,930700000.0,481300000.0,381300000.0,364900000.0,-159300000.0,-268600000.0,-252600000.0,38500000.0,-426800000.0,-571500000.0,-571200000.0
ProceedsFromSaleOfOtherAssetsInvestingActivities / USD,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,5300000.0,,0.0,0.0,4500000.0,0.0,4900000.0,7200000.0,0.0,10800000.0,10800000.0,800000.0
ProceedsFromStockOptionsExercised / USD,,,,,,,,,,,59200000.0,,,,26000000.0,,,,39300000.0,,,,40000000.0,,,,46700000.0,,,,52400000.0,,,,17600000.0,,,
ProductWarrantyAccrualClassifiedCurrent / USD,,,59200000.0,,,,63100000.0,,,,63900000.0,,,,71000000.0,,,,20500000.0,,,,22900000.0,,,,23000000.0,,,,20000000.0,,,,19400000.0,,,
ProductWarrantyAccrualNoncurrent / USD,,,1800000.0,,,,1900000.0,,,,1400000.0,,,,1100000.0,,,,1100000.0,,,,2000000.0,,,,2200000.0,,,,1600000.0,,,,1400000.0,,,
ProfitLoss / USD,431100000.0,627700000.0,883400000.0,182000000.0,420900000.0,647800000.0,863800000.0,199700000.0,439800000.0,707600000.0,872300000.0,261200000.0,556200000.0,801500000.0,1044500000.0,164400000.0,339000000.0,546100000.0,2913800000.0,41900000.0,171900000.0,397700000.0,738900000.0,110200000.0,291100000.0,443400000.0,1613300000.0,165100000.0,338100000.0,528000000.0,608400000.0,,,,755200000.0,,,
PropertyPlantAndEquipmentGross / USD,,,1491600000.0,,,,1551800000.0,,,,1434800000.0,,,,1465900000.0,,,,1028700000.0,,,,1096500000.0,,,,1074500000.0,,,,1176400000.0,,,,1248800000.0,,,
PropertyPlantAndEquipmentNet / USD,514800000.0,514800000.0,514800000.0,547600000.0,547600000.0,547600000.0,547600000.0,712500000.0,712500000.0,712500000.0,610400000.0,576100000.0,576100000.0,576100000.0,610400000.0,519500000.0,519500000.0,519500000.0,395600000.0,422000000.0,422000000.0,422000000.0,416000000.0,395500000.0,395500000.0,395500000.0,422000000.0,421900000.0,421900000.0,421900000.0,421900000.0,439800000.0,439800000.0,439800000.0,439800000.0,433100000.0,433100000.0,232900000.0
PurchaseObligation / USD,,,,,,,,,,,,,,,,,,,359000000.0,,,,493000000.0,,,,615000000.0,,,,488000000.0,,,,446000000.0,,,
PurchaseObligationDueInNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,246000000.0,,,,369000000.0,,,,497000000.0,,,,355000000.0,,,,366000000.0,,,
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodBeforeTax / USD,,,,,,,,,,,,-900000.0,-1800000.0,-2700000.0,-5500000.0,-700000.0,-1400000.0,-2100000.0,-4300000.0,1200000.0,0.0,-1200000.0,-3100000.0,-1300000.0,-2500000.0,-3700000.0,-4700000.0,-600000.0,-3800000.0,-5000000.0,-4300000.0,-100000.0,400000.0,-200000.0,-3600000.0,-100000.0,0.0,100000.0
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax / USD,,,,,,,,,,,,-700000.0,-1400000.0,-2100000.0,-4200000.0,-500000.0,-1000000.0,-1500000.0,-3500000.0,1000000.0,0.0,-1000000.0,-2300000.0,-1000000.0,-1900000.0,-2800000.0,-3700000.0,-500000.0,-3600000.0,-4400000.0,-3300000.0,0.0,200000.0,-300000.0,-3400000.0,-100000.0,0.0,100000.0
ReclassificationFromAociCurrentPeriodTax / USD,,,,,,,,,,,,-200000.0,-400000.0,-600000.0,-1300000.0,-200000.0,-400000.0,-600000.0,-800000.0,200000.0,0.0,-200000.0,-800000.0,-300000.0,-600000.0,-900000.0,-1000000.0,-100000.0,-200000.0,-600000.0,-1000000.0,-100000.0,200000.0,100000.0,-200000.0,0.0,0.0,0.0
RepaymentsOfConvertibleDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1156500000.0,1156500000.0,1156500000.0,0.0,,,,1156500000.0,,,
RepaymentsOfDebtMaturingInMoreThanThreeMonths / USD,,,,,,,,,,,0.0,0.0,0.0,725000000.0,0.0,402900000.0,455300000.0,455300000.0,1850000000.0,250000000.0,250000000.0,250000000.0,455300000.0,611100000.0,611100000.0,611100000.0,1730800000.0,,,0.0,611100000.0,0.0,0.0,250000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0
ResearchAndDevelopmentExpense / USD,191000000.0,286700000.0,387600000.0,93700000.0,190400000.0,285600000.0,377700000.0,96200000.0,195300000.0,297300000.0,351000000.0,99900000.0,201800000.0,305500000.0,369300000.0,109000000.0,226400000.0,345500000.0,278100000.0,80800000.0,158200000.0,237400000.0,320300000.0,86200000.0,174000000.0,261800000.0,320700000.0,99100000.0,199200000.0,300300000.0,354800000.0,100100000.0,200200000.0,298600000.0,401500000.0,104100000.0,205200000.0,186100000.0
RetainedEarningsAccumulatedDeficit / USD,,0.0,0.0,403000000.0,403000000.0,403000000.0,403000000.0,1350300000.0,1350300000.0,1350300000.0,1350300000.0,3552700000.0,3552700000.0,3552700000.0,3552700000.0,4128800000.0,4128800000.0,4128800000.0,4128800000.0,5547400000.0,5547400000.0,5547400000.0,5547400000.0,6023600000.0,6023600000.0,6023600000.0,6023600000.0,6742100000.0,6742100000.0,6742100000.0,6742100000.0,7505900000.0,7505900000.0,7505900000.0,7505900000.0,8227600000.0,8227600000.0,8227600000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,,,,,,,,,,5378200000.0,1492200000.0,3094000000.0,4695200000.0,5756100000.0,1592900000.0,3457600000.0,5317600000.0,3800400000.0,1108100000.0,2149700000.0,3309500000.0,4563900000.0,1259200000.0,2578900000.0,3879900000.0,4634400000.0,1376500000.0,2839800000.0,4295800000.0,5254700000.0,1460700000.0,2987100000.0,4481600000.0,5825700000.0,1524500000.0,3076900000.0,3008100000.0
RevenueRemainingPerformanceObligation / USD,,,,,,,,,570200000.0,564200000.0,537500000.0,556100000.0,561100000.0,540300000.0,555200000.0,524600000.0,526900000.0,523100000.0,135200000.0,131800000.0,135800000.0,143200000.0,740100000.0,727600000.0,709200000.0,703100000.0,706000000.0,699100000.0,678900000.0,699600000.0,723300000.0,712500000.0,705200000.0,728500000.0,762100000.0,783400000.0,813000000.0,810600000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,,,,,43900000.0,57400000.0,80000000.0,7000000.0,44000000.0,57000000.0,67000000.0,7000000.0,24000000.0,34000000.0,55000000.0,9000000.0,13000000.0,24000000.0,34000000.0,2000000.0,6000000.0,18000000.0,32000000.0,4000000.0,18000000.0,29000000.0,31000000.0,3900000.0,9700000.0,2700000.0
SellingGeneralAndAdministrativeExpense / USD,674700000.0,1024400000.0,1416300000.0,338500000.0,687800000.0,1042300000.0,1352600000.0,352200000.0,709100000.0,1089800000.0,1272800000.0,388500000.0,793000000.0,1233600000.0,1409100000.0,486400000.0,1023500000.0,1590000000.0,1262800000.0,415800000.0,818600000.0,1253400000.0,1719000000.0,428100000.0,884500000.0,1340100000.0,1748400000.0,480600000.0,965500000.0,1456800000.0,1839500000.0,507700000.0,1021700000.0,1525200000.0,1956600000.0,561000000.0,1086400000.0,1233400000.0
ShareBasedCompensation / USD,15800000.0,24300000.0,30800000.0,11500000.0,22400000.0,34400000.0,35200000.0,12000000.0,25300000.0,37200000.0,40700000.0,11000000.0,24400000.0,37400000.0,44200000.0,12900000.0,28800000.0,45500000.0,40600000.0,12800000.0,29700000.0,45300000.0,52500000.0,16600000.0,36800000.0,55200000.0,62600000.0,19900000.0,45000000.0,67900000.0,77400000.0,26700000.0,55700000.0,85200000.0,93800000.0,28900000.0,53100000.0,67100000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber / shares,,4900000.0,4800000.0,5300000.0,5100000.0,5400000.0,5200000.0,,,,4600000.0,,,,4800000.0,,,,4800000.0,,,,4800000.0,,,,5700000.0,,,,5900000.0,,,,5800000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice / USD/shares,,,24.79,26.49,27.25,28.23,28.64,,,,33.2,,,,38.14,,,,37.54,,,,42.78,,,,47.67,,,,53.06,,,,58.25,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue / USD,32000000.0,50400000.0,57400000.0,,25000000.0,38000000.0,73400000.0,,,,76700000.0,,,,42300000.0,,,,68700000.0,,,,52500000.0,,,,65800000.0,,,,55900000.0,,,,12400000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod / shares,600000.0,700000.0,200000.0,100000.0,200000.0,300000.0,200000.0,,,,800000.0,,,,400000.0,,,,900000.0,,,,900000.0,,,,700000.0,,,,800000.0,,,,500000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice / USD/shares,0.0,40.27,57.91,39.83,42.51,44.87,58.77,,,,40.57,,,,45.12,,,,45.01,,,,55.01,,,,64.28,,,,65.56,,,,66.21,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross / shares,1400000.0,1600000.0,800000.0,1800000.0,1800000.0,1800000.0,900000.0,,,,1800000.0,1700000.0,,,1700000.0,2300000.0,,,2300000.0,,,,2700000.0,,,,2000000.0,,,,2200000.0,,,,1500000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue / USD,,194100000.0,218100000.0,282300000.0,302400000.0,370900000.0,372800000.0,,,,228400000.0,,,,242000000.0,,,,221300000.0,,,,224300000.0,,,,99500000.0,,,,159500000.0,,,,123600000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber / shares,5800000.0,5800000.0,7000000.0,10700000.0,10700000.0,10700000.0,6300000.0,,,,5800000.0,,,,9400000.0,,,,13100000.0,,,,11900000.0,,,,10600000.0,,,,10400000.0,,,,11300000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice / USD/shares,,32.96,41.81,33.23,33.23,33.23,47.66,,,,56.0,,,,33.23,,,,30.88,,,,36.22,,,,50.07,,,,54.81,,,,56.7,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue / USD,184300000.0,190300000.0,213900000.0,276000000.0,295800000.0,362600000.0,365300000.0,,,,226000000.0,,,,240500000.0,,,,219700000.0,,,,222900000.0,,,,99400000.0,,,,158300000.0,,,,123000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber / shares,5100000.0,10400000.0,10600000.0,11600000.0,11200000.0,10800000.0,10600000.0,,,,9600000.0,,,,10000000.0,,,,10500000.0,,,,10300000.0,,,,11100000.0,,,,10700000.0,,,,9900000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice / USD/shares,0.0,32.12,32.4,36.4,36.16,37.23,37.66,,,,45.35,,,,53.12,,,,49.83,,,,54.62,,,,56.57,,,,58.95,,,,63.63,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice / USD/shares,0.0,27.67,33.78,25.35,23.5,25.09,35.28,,,,26.13,,,,24.77,,,,24.11,,,,28.14,,,,36.4,,,,38.19,,,,45.21,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice / USD/shares,0.0,50.6,77.63,57.26,57.41,57.55,87.96,,,,51.84,,,,58.07,,,,56.39,,,,57.28,,,,69.07,,,,64.76,,,,66.78,,,
