fact_unit,2011-11-07,2012-02-06,2012-05-07,2012-09-13,2012-11-07,2013-02-06,2013-05-10,2013-09-11,2013-11-07,2014-02-07,2014-05-07,2014-09-15,2014-11-06,2015-02-09,2015-05-07,2015-09-10,2015-11-16,2016-02-04,2016-05-06,2016-08-26,2016-11-07,2017-02-07,2017-05-10,2019-05-17,2019-12-19,2019-12-20,2020-02-07,2020-05-11,2020-08-31,2020-11-06,2021-02-05,2021-05-07,2021-08-27,2021-11-05,2022-02-04,2022-05-06,2022-08-29,2022-11-04,2023-02-03,2023-05-05,2023-08-28,2023-11-03,2024-02-02,2024-05-06,2025-02-25,2025-05-12,2025-08-28,2025-11-07
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,2484929000.0,971118000.0,1902627000.0,2646126000.0,3360492000.0,799804000.0,1670747000.0,2443155000.0,3500360000.0,762250000.0,1592556000.0,2488437000.0,3339281000.0,1032730000.0,2205149000.0,3560639000.0,3557422000.0,1852130000.0,3655325000.0,4938621000.0,5196099000.0,9634662000.0,7123482000.0,5937256000.0
RevenueRemainingPerformanceObligation / USD,,,,,,,,,,,,,,,,,,,,,,,,,167800000.0,201900000.0,215600000.0,205500000.0,203800000.0,201800000.0,194900000.0,190000000.0,202300000.0,215400000.0,252600000.0,229800000.0,233800000.0,319800000.0,280000000.0,309900000.0,304400000.0,340500000.0,383600000.0,436500000.0,416400000.0,665800000.0,731400000.0,1028000000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,231000.0,668000.0,14889000.0,15229000.0,0.0,0.0,0.0,15229000.0,2059000.0,2693000.0,2715000.0,3538000.0,6119000.0,7379000.0,11108000.0,11151000.0,750000.0,1024000.0,1679000.0,11151000.0,24140000.0,3197000.0,17782000.0
SellingAndMarketingExpense / USD,6208000.0,12909000.0,19447000.0,20458000.0,7710000.0,15742000.0,23917000.0,26859000.0,8766000.0,16711000.0,25424000.0,33308000.0,8865000.0,17841000.0,27257000.0,33785000.0,33785000.0,22160000.0,34656000.0,38012000.0,14249000.0,30710000.0,45177000.0,47496000.0,66445000.0,18292000.0,37969000.0,56463000.0,71579000.0,20194000.0,42171000.0,64057000.0,77154000.0,20292000.0,41032000.0,62858000.0,85137000.0,21624000.0,43584000.0,65940000.0,85683000.0,29363000.0,57808000.0,83120000.0,90126000.0,133775000.0,115025000.0,68854000.0
ShareBasedCompensation / USD,1824000.0,3654000.0,5722000.0,6457000.0,2330000.0,4837000.0,7430000.0,8056000.0,2903000.0,5812000.0,8662000.0,10252000.0,2589000.0,5377000.0,8183000.0,11361000.0,11361000.0,6161000.0,9727000.0,11062000.0,3876000.0,7882000.0,11768000.0,14436000.0,19665000.0,5874000.0,11121000.0,16081000.0,24656000.0,5054000.0,10018000.0,14823000.0,21184000.0,7170000.0,13623000.0,21117000.0,20189000.0,7015000.0,16191000.0,23932000.0,28549000.0,11014000.0,27995000.0,41647000.0,32816000.0,156547000.0,54433000.0,64014000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum / pure,,,,0.5501,,0.5372,0.5372,0.5702,,0.5157,0.5157,0.5372,,0.5007,0.5007,0.5176,0.5176,,,0.5007,,,,,,,0.5002,0.5025,,,0.5004,0.5046,,,,,,,,,,,,0.6455,0.6997,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber / shares,,,,8297505.0,7880282.0,8063393.0,8379739.0,8264920.0,8850611.0,8880986.0,7914484.0,6617414.0,7558631.0,7558631.0,7558631.0,7410152.0,7410152.0,7208475.0,7208475.0,8731818.0,7495131.0,7495131.0,7495131.0,7558631.0,7495131.0,6665457.0,6152154.0,4988991.0,4723734.0,4457311.0,4189436.0,3811698.0,3448888.0,3099511.0,2876247.0,2700170.0,2497977.0,2373832.0,2302409.0,2136763.0,1988026.0,2092330.0,2044524.0,1914265.0,19456290.0,19525313.0,23287734.0,23837964.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue / USD,,,,17018000.0,425000.0,2134000.0,10476000.0,42630000.0,878000.0,3068000.0,4220000.0,11589000.0,1981000.0,5215000.0,19961000.0,4614000.0,4614000.0,22070000.0,44301000.0,30165000.0,2741000.0,4854000.0,16491000.0,48077000.0,14000000.0,,,,4000000.0,,,,0.0,,,,19300000.0,,,,24300000.0,,,,29600000.0,400300000.0,110100000.0,63100000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod / shares,,,,170278.0,74386.0,144100.0,,256510.0,,,,349187.0,44584.0,108091.0,153960.0,436286.0,436286.0,25878.0,35531.0,244704.0,12854.0,18038.0,24011.0,172278.0,51143.0,39524.0,358006.0,440807.0,296256.0,21357.0,35894.0,39790.0,1360823.0,41459.0,85000.0,123113.0,456127.0,9238.0,15541.0,21568.0,75524.0,4041.0,7127.0,10874.0,179500.0,666062.0,933916.0,231410.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross / shares,,,,1581230.0,452900.0,1064400.0,1639570.0,2172920.0,319670.0,945620.0,1339160.0,2381700.0,388900.0,832500.0,1058760.0,1952270.0,1952270.0,184790.0,279650.0,1808006.0,127620.0,194700.0,341400.0,1093920.0,473000.0,118230.0,160600.0,251930.0,489705.0,207270.0,312970.0,1371410.0,434320.0,114860.0,193620.0,286000.0,273260.0,123750.0,240002.0,336082.0,1517110.0,246612.0,844242.0,953005.0,11322940.0,3648725.0,5302345.0,1218411.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue / USD/shares,,,,5.34,,6.82,6.92,6.43,5.55,4.91,4.56,7.15,5.48,6.24,6.67,4.53,4.53,11.69,12.59,7.23,11.64,11.54,12.04,12.72,10.71,10.78,8.77,8.56,,,,,,,,,,,,,,,,,21.3,26.03,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue / USD,,,,66062000.0,66062000.0,66062000.0,66062000.0,22631000.0,22631000.0,22631000.0,22631000.0,142053000.0,180911000.0,224743000.0,189102000.0,150746000.0,150746000.0,99668000.0,174856000.0,93661000.0,79505000.0,113060000.0,86351000.0,79505000.0,25798000.0,,,,50245000.0,,,,57099000.0,,,,50010000.0,,,,15731000.0,,,,2281435000.0,,988321000.0,925363000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber / shares,,,,12672645.0,11302228.0,11302228.0,11302228.0,12124945.0,12206178.0,12206178.0,12206178.0,10480785.0,10905602.0,10905602.0,10905602.0,11302228.0,11302228.0,9702843.0,9702843.0,12206178.0,8960867.0,8960867.0,8960867.0,10905602.0,8960867.0,7374635.0,7374635.0,7374635.0,8375659.0,5379768.0,5379768.0,5379768.0,8301138.0,5175554.0,5175554.0,5175554.0,7374635.0,4311416.0,4311416.0,4311416.0,5379768.0,3302533.0,3302533.0,3302533.0,33025330.0,35443550.0,35443550.0,34848133.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice / USD/shares,,,,5.17,10.36,10.36,10.36,6.34,10.83,10.83,10.83,8.86,12.24,12.24,12.24,10.36,10.36,14.21,14.21,10.83,14.88,14.88,14.88,12.24,14.88,18.02,18.02,18.02,15.88,19.38,19.38,19.38,16.5,26.17,26.17,26.17,18.02,29.99,29.99,29.99,19.38,40.47,40.47,40.47,4.05,17.57,17.57,22.47
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35443550.0,34071336.0,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.57,21.38,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice / USD/shares,,,,10.15,10.31,10.52,10.85,10.76,10.92,11.19,11.5,12.16,12.63,13.25,13.91,14.04,14.04,14.41,14.7,14.79,14.97,15.13,15.53,14.97,15.92,17.76,18.46,18.88,19.25,19.67,19.88,20.1,20.47,20.82,21.1,21.61,22.24,24.87,27.48,30.76,32.03,34.42,36.57,40.26,4.39,8.83,15.12,16.12
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice / USD/shares,,,,3.24,3.64,2.03,2.71,3.27,5.54,6.7,9.11,7.06,11.44,10.96,10.85,3.01,3.01,9.06,11.88,8.36,11.41,11.61,11.02,10.99,10.8,0.0,14.04,15.98,11.36,14.31,15.75,17.02,15.74,17.25,17.84,17.32,15.74,20.1,20.36,20.59,17.25,23.87,28.68,32.54,3.4,4.8,5.05,8.88
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice / USD/shares,,,,9.13,15.96,14.76,,10.85,,,,14.6,17.8,17.85,18.94,14.01,14.01,19.11,18.85,14.25,19.78,20.89,20.76,18.68,17.96,10.14,8.69,11.62,15.36,24.42,24.41,23.97,8.94,30.47,29.84,29.48,11.97,26.61,25.1,30.18,24.43,50.83,60.76,129.36,21.56,34.12,36.13,33.88
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice / USD/shares,,,,12.23,12.5,10.98,12.23,14.02,11.76,13.4,14.8,15.89,26.41,25.89,27.99,11.83,11.83,25.78,26.61,15.87,20.54,21.08,24.11,28.28,24.27,17.6,18.44,19.39,23.58,30.43,28.17,40.68,18.58,37.88,36.89,37.72,19.61,55.67,61.44,66.25,40.49,330.42,393.4,404.5,46.13,40.95,41.34,58.19
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeLowerRangeLimit / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.24,,,,9.24,,,,11.76,,,,1.3,,1.3,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3448888.0,,,,2497977.0,,,,1988026.0,,,,19456290000.0,,23287734000.0,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5175554.0,,,,4311416.0,,,,3302533.0,,,,35443550.0,,34848133.0,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeUpperRangeLimit / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,53.04,,,,137.23,,,,78.27,,78.27,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1 / USD,,,,,,,,21613000.0,37588000.0,62395000.0,55876000.0,107481000.0,138939000.0,170261000.0,148459000.0,124991000.0,124991000.0,89777000.0,153798000.0,87796000.0,75717000.0,106956000.0,83637000.0,75717000.0,24811000.0,,,,44932000.0,,,,50887000.0,,,,45232000.0,,,,14741000.0,,,,1508661000.0,,802643000.0,779627000.0
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1 / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.47,,,,22.24,,,,32.03,,,,4.39,,15.12,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1 / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.17,,,,29.99,,,,40.47,,,,17.57,,22.47,
ShortTermLeasePayments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,700000.0,900000.0,0.0,,,,0.0,,,,1300000.0,,,,1800000.0,,900000.0,1300000.0,1100000.0,1600000.0,,
StandardProductWarrantyAccrual / USD,,,,3579000.0,4710000.0,4710000.0,4710000.0,4564000.0,5522000.0,5522000.0,5522000.0,4710000.0,6472000.0,6472000.0,6472000.0,5522000.0,5522000.0,7083000.0,7083000.0,6472000.0,7700000.0,7700000.0,7700000.0,7083000.0,7129000.0,9884000.0,9884000.0,9884000.0,7721000.0,11034000.0,11034000.0,11034000.0,9884000.0,12379000.0,12379000.0,12379000.0,11034000.0,12863000.0,12863000.0,12863000.0,12379000.0,12136000.0,12136000.0,12136000.0,12863000.0,14859000.0,12137000.0,17815000.0
StandardProductWarrantyAccrualPayments / USD,,,,6629000.0,2233000.0,5134000.0,8223000.0,8518000.0,2904000.0,6057000.0,9020000.0,12127000.0,3351000.0,6664000.0,10222000.0,12487000.0,12487000.0,6770000.0,10476000.0,13950000.0,3819000.0,6673000.0,10545000.0,15154000.0,21256000.0,6557000.0,11737000.0,18083000.0,19904000.0,7662000.0,16777000.0,24907000.0,26281000.0,7607000.0,15060000.0,22501000.0,34502000.0,7199000.0,13920000.0,21717000.0,30575000.0,8473000.0,17026000.0,25126000.0,29872000.0,33813000.0,33784000.0,10999000.0
StandardProductWarrantyAccrualPreexistingIncreaseDecrease / USD,,,,859000.0,-270000.0,17000.0,290000.0,942000.0,238000.0,270000.0,30000.0,713000.0,45000.0,73000.0,213000.0,-1000.0,-1000.0,-313000.0,-326000.0,386000.0,-202000.0,-1794000.0,-2254000.0,-204000.0,206000.0,729000.0,634000.0,1552000.0,1199000.0,2041000.0,79000.0,-20000.0,4440000.0,608000.0,726000.0,1397000.0,-115000.0,183000.0,198000.0,893000.0,1421000.0,423000.0,616000.0,993000.0,996000.0,376000.0,1099000.0,-397000.0
StandardProductWarrantyAccrualWarrantiesIssued / USD,,,,8473000.0,2193000.0,5148000.0,8347000.0,9606000.0,3108000.0,6492000.0,9547000.0,12226000.0,3434000.0,6941000.0,10458000.0,13438000.0,13438000.0,6960000.0,10928000.0,14175000.0,3866000.0,8544000.0,12229000.0,15975000.0,21642000.0,6189000.0,11653000.0,17163000.0,20868000.0,5872000.0,17106000.0,25627000.0,22991000.0,8347000.0,15459000.0,22250000.0,35962000.0,6386000.0,12442000.0,19956000.0,29638000.0,8617000.0,17550000.0,26969000.0,28150000.0,36220000.0,35407000.0,11534000.0
StockIssuedDuringPeriodSharesStockOptionsExercised / shares,,,,-1958652.0,98794.0,384790.0,533076.0,-3560570.0,277159.0,714375.0,2103534.0,1211070.0,392170.0,1160444.0,1942366.0,612034.0,612034.0,269320.0,897424.0,2863878.0,257453.0,505799.0,827875.0,2124401.0,1007065.0,0.0,288985.0,1454507.0,267970.0,350830.0,683613.0,1195414.0,1812000.0,389942.0,669403.0,921001.0,1812000.0,405226.0,752892.0,1205727.0,1645800.0,188957.0,341409.0,778310.0,8725220.0,4354877.0,4963846.0,631240.0
StockIssuedDuringPeriodValueNewIssues / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582804000.0,2313990000.0,582804000.0,2313990000.0,2313983000.0,
StockIssuedDuringPeriodValueRestrictedStockAwardGross / USD,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
StockIssuedDuringPeriodValueStockOptionsExercised / USD,,,,6351000.0,,,,3281000.0,,,,8549000.0,,,,1845000.0,1845000.0,,,23928000.0,,,,23338000.0,10878000.0,,3933000.0,23053000.0,3043000.0,5020000.0,3933000.0,23053000.0,28343000.0,5020000.0,10767000.0,20344000.0,28343000.0,6018000.0,11588000.0,15951000.0,28387000.0,8144000.0,15327000.0,24822000.0,20994000.0,25114000.0,30466000.0,6527000.0
StockRepurchaseProgramAuthorizedAmount1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,30000000.0,,,,,,,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,,200000000.0,
StockRepurchasedAndRetiredDuringPeriodShares / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580207.0,5306165.0,4209211.0,,,,4209211.0,0.0,0.0,1553350.0,4209211.0,,,,0.0,,0.0,
StockRepurchasedAndRetiredDuringPeriodValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76988000.0,120658000.0,130000000.0,30000000.0,76988000.0,120658000.0,130000000.0,,,150000000.0,130000000.0,,,,149998000.0,,149998000.0,
StockholdersEquity / USD,287257000.0,287257000.0,287257000.0,178622000.0,338351000.0,338351000.0,338351000.0,338351000.0,373543000.0,373543000.0,373543000.0,373543000.0,469056000.0,469056000.0,469056000.0,469056000.0,469056000.0,618921000.0,618921000.0,618921000.0,721195000.0,721195000.0,721195000.0,696469000.0,843495000.0,941015000.0,941015000.0,941015000.0,941015000.0,1065540000.0,1065540000.0,1065540000.0,1065540000.0,1096225000.0,1096225000.0,1096225000.0,1096225000.0,1425575000.0,1425575000.0,1425575000.0,1425575000.0,1972005000.0,1972005000.0,1972005000.0,1972005000.0,5417206000.0,5417206000.0,6301693000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,,,,,338351000.0,338351000.0,338351000.0,224701000.0,373724000.0,373724000.0,373724000.0,287257000.0,469231000.0,469231000.0,469231000.0,338351000.0,338351000.0,619085000.0,619085000.0,373724000.0,721379000.0,721379000.0,721379000.0,452158000.0,696653000.0,843652000.0,843652000.0,843652000.0,773846000.0,941176000.0,941176000.0,941176000.0,843652000.0,1065707000.0,1065707000.0,1065707000.0,941176000.0,1096398000.0,1096398000.0,1096398000.0,1065707000.0,1425747000.0,1425747000.0,1425747000.0,1096398000.0,1972170000.0,1425747000.0,5417370000.0
StockholdersEquityNoteStockSplitConversionRatio1 / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,10.0,
SubleaseIncome / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0,0.0
TaxesPayableCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14064000.0,14064000.0,39161000.0
UnrecognizedTaxBenefits / USD,,,,3999000.0,,,7668000.0,5829000.0,8522000.0,9194000.0,9397000.0,6549000.0,,,,8025000.0,8025000.0,,,8089000.0,,,,9615000.0,19395000.0,,,,19217000.0,30500000.0,39400000.0,41100000.0,25117000.0,45100000.0,45100000.0,38900000.0,28048000.0,41700000.0,41100000.0,41300000.0,27206000.0,,,,40735000.0,,38001000.0,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504000.0,,,,1504000.0,,,,7632000.0,,,,4090000.0,,,,4090000.0,,2077000.0,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued / USD,,,,604000.0,1144000.0,1033000.0,717000.0,889000.0,906000.0,851000.0,780000.0,797000.0,960000.0,994000.0,841000.0,818000.0,818000.0,1157000.0,1010000.0,898000.0,1524000.0,1507000.0,1418000.0,1000000.0,1300000.0,1800000.0,1600000.0,2000000.0,1500000.0,2300000.0,2400000.0,2600000.0,2100000.0,2700000.0,2900000.0,3100000.0,2500000.0,3200000.0,3300000.0,3400000.0,3100000.0,,,,3500000.0,,4400000.0,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,,1059000.0,,,,2010000.0,,,,1302000.0,,,,2044000.0,2044000.0,,,3120000.0,,,,3855000.0,5732000.0,,,,6864000.0,3300000.0,8800000.0,1700000.0,7789000.0,4300000.0,4400000.0,,8769000.0,,,,13333000.0,,,,2392000.0,,6632000.0,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,1084000.0,,,,216000.0,,,,501000.0,,,,490000.0,490000.0,,,132000.0,,,,793000.0,1119000.0,,,,0.0,,,,0.0,,,,505000.0,,,,1439000.0,,,,1616000.0,,1616000.0,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,,,,313000.0,,,,,,,,,,,,,,,,,,,,,,,,,964000.0,,,,3354000.0,,,,2484000.0,,,,1243000.0,,,,1036000.0,,1429000.0,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,,,,5546000.0,9225000.0,8754000.0,,6724000.0,,,,6499000.0,11608000.0,11998000.0,11728000.0,8168000.0,8168000.0,15851000.0,15794000.0,10971000.0,17080000.0,18784000.0,17329000.0,16700000.0,16600000.0,30800000.0,27400000.0,25800000.0,18600000.0,14100000.0,14100000.0,27000000.0,13400000.0,28300000.0,28400000.0,15700000.0,27100000.0,23900000.0,23400000.0,23500000.0,23500000.0,,,,25400000.0,,28600000.0,
VariableLeasePayment / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000.0,900000.0,,0.0,800000.0,1200000.0,,0.0,500000.0,700000.0,,,,,,,1800000.0,
WeightedAverageNumberOfDilutedSharesOutstanding / shares,41431000.0,41509000.0,41979000.0,40735000.0,43395000.0,43603000.0,43957000.0,42396000.0,44174000.0,43819000.0,43921000.0,44152000.0,44602000.0,45052000.0,45857000.0,43907000.0,43907000.0,50567000.0,51102000.0,46512000.0,51352000.0,51405000.0,51637000.0,50094000.0,51679000.0,52218000.0,51508000.0,51557000.0,52151000.0,51704000.0,51758000.0,52399000.0,51716000.0,54426000.0,54005000.0,53747000.0,52838000.0,52916000.0,53213000.0,53401000.0,53507000.0,55017000.0,55427000.0,55796000.0,536155000.0,588890000.0,559704000.0,639148000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,37224000.0,37383000.0,37647000.0,35884000.0,40356000.0,40456000.0,40679000.0,38132000.0,41667000.0,41780000.0,41901000.0,40890000.0,42496000.0,42706000.0,43128000.0,41992000.0,41992000.0,45802000.0,46138000.0,43599000.0,47517000.0,47584000.0,47737000.0,46434000.0,48383000.0,49704000.0,49774000.0,49845000.0,49345000.0,50274000.0,50129000.0,50591000.0,49917000.0,52329000.0,51914000.0,51465000.0,50987000.0,50796000.0,51055000.0,51269000.0,51157000.0,52598000.0,52726000.0,53011000.0,514785000.0,545620000.0,529249000.0,589558000.0
