fact_unit,2018-06-14,2018-09-13,2018-12-21,2019-03-15,2019-06-14,2019-09-13,2019-12-20,2020-03-13,2020-06-12,2020-06-26,2020-09-11,2020-12-18,2021-03-12,2021-06-11,2021-09-09,2021-12-17,2022-03-10,2022-06-09,2022-09-08,2022-12-16,2023-03-08,2023-06-07,2023-09-06,2023-12-14,2024-03-14,2024-06-13,2024-09-11,2024-12-20,2025-03-12,2025-06-11,2025-09-10
StockRepurchasedAndRetiredDuringPeriodValue / USD,-347000000.0,-5725000000.0,7258000000.0,3436000000.0,347000000.0,347000000.0,7258000000.0,3436000000.0,3436000000.0,7258000000.0,3436000000.0,7258000000.0,,,,5435000000.0,2724000000.0,2724000000.0,2724000000.0,7000000000.0,2724000000.0,2724000000.0,2724000000.0,7000000000.0,1188000000.0,1188000000.0,1188000000.0,7000000000.0,7227000000.0,7227000000.0,7227000000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,23186000000.0,23186000000.0,4714000000.0,23186000000.0,23186000000.0,23186000000.0,21876000000.0,26657000000.0,26657000000.0,21876000000.0,26657000000.0,23186000000.0,24941000000.0,24941000000.0,24941000000.0,26657000000.0,23874000000.0,23874000000.0,23874000000.0,24941000000.0,24962000000.0,24962000000.0,24962000000.0,23874000000.0,22709000000.0,22709000000.0,22709000000.0,24962000000.0,23988000000.0,23988000000.0,23988000000.0
StockholdersEquityNoteStockSplitConversionRatio1 / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,
TaxesPayableCurrent / USD,,123000000.0,123000000.0,162000000.0,162000000.0,162000000.0,162000000.0,,,162000000.0,229000000.0,229000000.0,440000000.0,440000000.0,440000000.0,440000000.0,541000000.0,541000000.0,541000000.0,541000000.0,680000000.0,680000000.0,680000000.0,680000000.0,473000000.0,473000000.0,473000000.0,473000000.0,720000000.0,720000000.0,720000000.0
UndistributedEarningsOfForeignSubsidiaries / USD,,,,,,2677000000.0,2677000000.0,,,2677000000.0,,2677000000.0,,,,2291000000.0,,,,2112000000.0,,,,1963000000.0,,,,1785000000.0,,,
UnrecognizedTaxBenefits / USD,2256000000.0,2256000000.0,578000000.0,4030000000.0,4030000000.0,4030000000.0,1983000000.0,4422000000.0,4422000000.0,1983000000.0,4422000000.0,2256000000.0,4748000000.0,4748000000.0,4748000000.0,4030000000.0,5038000000.0,5059000000.0,5105000000.0,4422000000.0,5338000000.0,5384000000.0,5491000000.0,4748000000.0,6162000000.0,6178000000.0,6459000000.0,5030000000.0,6589000000.0,6764000000.0,6930000000.0
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,1000000.0,,,,32000000.0,,,32000000.0,,289000000.0,,,,270000000.0,,,,14000000.0,,,,0.0,,,,113000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,,49000000.0,,,,121000000.0,,,121000000.0,,4000000.0,,,,229000000.0,,,,42000000.0,,,,38000000.0,,,,38000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued / USD,132000000.0,132000000.0,132000000.0,190000000.0,190000000.0,190000000.0,190000000.0,303000000.0,303000000.0,190000000.0,303000000.0,303000000.0,340000000.0,340000000.0,340000000.0,340000000.0,,,,386000000.0,,,,411000000.0,,,,389000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense / USD,,,59000000.0,,,,,,,,,59000000.0,,,,37000000.0,,,,37000000.0,,,,46000000.0,,,,25000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,138000000.0,,,,391000000.0,,,391000000.0,,1726000000.0,,,,460000000.0,,,,379000000.0,,,,337000000.0,,,,288000000.0,,,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,,,8000000.0,,,,12000000.0,,,12000000.0,,20000000.0,,,,36000000.0,,,,95000000.0,,,,58000000.0,,,,50000000.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,2388000000.0,2388000000.0,2388000000.0,4220000000.0,4220000000.0,4220000000.0,4220000000.0,4725000000.0,4725000000.0,4220000000.0,4725000000.0,4725000000.0,5088000000.0,5088000000.0,5088000000.0,5088000000.0,,,,5416000000.0,,,,5528000000.0,,,,5044000000.0,,,
UnrecordedUnconditionalPurchaseObligationBalanceOnFifthAnniversary / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,7000000.0,,,,7000000.0,,,,0.0,,,
UnrecordedUnconditionalPurchaseObligationBalanceOnFirstAnniversary / USD,843000000.0,823000000.0,776000000.0,718000000.0,780000000.0,697000000.0,652000000.0,743000000.0,754000000.0,652000000.0,163000000.0,894000000.0,76000000.0,76000000.0,78000000.0,1286000000.0,146000000.0,174000000.0,178000000.0,199000000.0,197000000.0,256000000.0,254000000.0,254000000.0,155000000.0,186000000.0,271000000.0,272000000.0,223000000.0,102000000.0,103000000.0
UnrecordedUnconditionalPurchaseObligationBalanceOnFourthAnniversary / USD,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,9000000.0,11000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,3000000.0,3000000.0,4000000.0
UnrecordedUnconditionalPurchaseObligationBalanceOnSecondAnniversary / USD,69000000.0,70000000.0,74000000.0,72000000.0,64000000.0,60000000.0,64000000.0,64000000.0,65000000.0,64000000.0,51000000.0,72000000.0,19000000.0,38000000.0,58000000.0,82000000.0,80000000.0,130000000.0,159000000.0,211000000.0,112000000.0,136000000.0,153000000.0,168000000.0,23000000.0,248000000.0,264000000.0,283000000.0,10000000.0,12000000.0,12000000.0
UnrecordedUnconditionalPurchaseObligationBalanceOnThirdAnniversary / USD,18000000.0,52000000.0,1000000.0,19000000.0,33000000.0,45000000.0,0.0,16000000.0,33000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000000.0,71000000.0,79000000.0,90000000.0,11000000.0,9000000.0,9000000.0,11000000.0,7000000.0,7000000.0,7000000.0,7000000.0,10000000.0,10000000.0,10000000.0
UnrecordedUnconditionalPurchaseObligationBalanceSheetAmount / USD,931000000.0,946000000.0,852000000.0,809000000.0,877000000.0,802000000.0,716000000.0,823000000.0,852000000.0,716000000.0,1034000000.0,966000000.0,978000000.0,1220000000.0,1441000000.0,1368000000.0,412000000.0,443000000.0,474000000.0,525000000.0,488000000.0,470000000.0,465000000.0,447000000.0,415000000.0,657000000.0,571000000.0,569000000.0,335000000.0,296000000.0,235000000.0
UnrecordedUnconditionalPurchaseObligationDueAfterFiveYears / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,7000000.0,,,,0.0,,,,0.0,,,
UnrecordedUnconditionalPurchaseObligationDueInRemainderOfFiscalYear / USD,,,,,,,,,,,,,,,,,,,42000000.0,,154000000.0,55000000.0,35000000.0,,223000000.0,209000000.0,22000000.0,,89000000.0,169000000.0,106000000.0
WeightedAverageNumberOfDilutedSharesOutstanding / shares,440000000.0,442000000.0,383000000.0,426000000.0,448000000.0,433000000.0,421000000.0,419000000.0,420000000.0,421000000.0,420000000.0,431000000.0,420000000.0,419000000.0,420000000.0,419000000.0,428000000.0,429000000.0,429000000.0,421000000.0,429000000.0,426000000.0,435000000.0,429000000.0,429000000.0,428000000.0,4274000000.0,4232000000.0,4666000000.0,4730000000.0,4762000000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,401000000.0,403000000.0,366000000.0,410000000.0,415000000.0,420000000.0,405000000.0,401000000.0,399000000.0,405000000.0,399000000.0,418000000.0,398000000.0,400000000.0,401000000.0,398000000.0,407000000.0,408000000.0,409000000.0,402000000.0,412000000.0,410000000.0,408000000.0,410000000.0,418000000.0,417000000.0,4154000000.0,4089000000.0,4517000000.0,4579000000.0,4606000000.0
