fact_unit,2013-05-14,2013-08-01,2013-10-31,2014-02-13,2014-05-01,2014-07-31,2014-10-30,2015-02-12,2015-04-29,2015-07-29,2015-10-28,2016-02-11,2016-05-03,2016-07-27,2016-11-03,2017-02-16,2017-05-08,2017-08-04,2017-10-27,2018-02-16,2018-05-04,2018-07-27,2018-10-25,2019-02-19,2019-05-02,2019-07-24,2019-11-01,2020-02-18,2020-04-30,2020-07-23,2020-10-22,2021-02-12,2021-04-23,2021-07-28,2021-10-22,2022-02-16,2022-04-28,2022-07-22,2022-10-27,2023-02-15,2023-04-28,2023-08-01,2023-11-01,2024-02-15,2024-05-02,2024-07-22,2024-10-31,2025-02-13,2025-05-06,2025-07-22,2025-10-28
LiabilitiesAndStockholdersEquity / USD,2499153000.0,2499153000.0,2499153000.0,2499153000.0,3066797000.0,3066797000.0,3066797000.0,3066797000.0,3305832000.0,3295953000.0,3295953000.0,3295953000.0,3926316000.0,3926316000.0,3926316000.0,3926000000.0,21208000000.0,21208000000.0,21208000000.0,21208000000.0,22857000000.0,22857000000.0,22857000000.0,22857000000.0,22549000000.0,22549000000.0,22549000000.0,22549000000.0,23251000000.0,23251000000.0,23251000000.0,23251000000.0,24564000000.0,24564000000.0,24564000000.0,24564000000.0,24689000000.0,24689000000.0,24689000000.0,24689000000.0,25337000000.0,25337000000.0,25337000000.0,25337000000.0,26681000000.0,26681000000.0,26681000000.0,26681000000.0,26899000000.0,26899000000.0,26899000000.0
LiabilitiesCurrent / USD,1317964000.0,1317964000.0,1317964000.0,1308997000.0,1482247000.0,1482247000.0,1482247000.0,1482247000.0,1471900000.0,1471900000.0,1471900000.0,1471900000.0,1594176000.0,1594176000.0,1594176000.0,1594000000.0,2705000000.0,2705000000.0,2705000000.0,2705000000.0,3156000000.0,3156000000.0,3156000000.0,3156000000.0,3534000000.0,3534000000.0,3534000000.0,3534000000.0,3945000000.0,3945000000.0,3945000000.0,3945000000.0,4558000000.0,4558000000.0,4558000000.0,4558000000.0,5241000000.0,5241000000.0,5241000000.0,5241000000.0,5578000000.0,5578000000.0,5578000000.0,5578000000.0,6491000000.0,6491000000.0,6491000000.0,6491000000.0,6957000000.0,6957000000.0,6957000000.0
LongTermDebtCurrent / USD,,,,55594000.0,,,,10307000.0,,750000.0,750000.0,750000.0,,,,49000000.0,92000000.0,92000000.0,92000000.0,92000000.0,103000000.0,103000000.0,103000000.0,103000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,149000000.0,149000000.0,149000000.0,149000000.0,91000000.0,91000000.0,91000000.0,91000000.0,152000000.0,152000000.0,152000000.0,152000000.0,718000000.0,718000000.0,718000000.0,718000000.0,1145000000.0,1145000000.0,1145000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,,,,,,,,,,,,,,,,,6693000000.0,6946000000.0,7972000000.0,,8124000000.0,10052000000.0,9967000000.0,7922000000.0,7825000000.0,8992000000.0,9588000000.0,7222000000.0,7155000000.0,8024000000.0,8216000000.0,3905000000.0,,,,3743000000.0,,,,2496000000.0,,,,4167000000.0,,,,1910000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,,10307000.0,,,,750000.0,,,,48500000.0,,,,92000000.0,,,,103000000.0,,,,100000000.0,,,,100000000.0,,,,149000000.0,388000000.0,388000000.0,91000000.0,91000000.0,90000000.0,152000000.0,152000000.0,152000000.0,1893000000.0,1894000000.0,1859000000.0,718000000.0,1184000000.0,1176000000.0,1219000000.0,1145000000.0,4218000000.0,3192000000.0,3191000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,,,1988656000.0,,,,,,48500000.0,48500000.0,664750000.0,,,,3781000000.0,1073000000.0,1436000000.0,1218000000.0,34000000.0,34000000.0,101000000.0,101000000.0,2434000000.0,2832000000.0,1811000000.0,1398000000.0,2511000000.0,2473000000.0,1812000000.0,1867000000.0,4515000000.0,4684000000.0,4717000000.0,6898000000.0,3178000000.0,3692000000.0,4505000000.0,4350000000.0,2069000000.0,2535000000.0,3787000000.0,3715000000.0,2345000000.0,4147000000.0,4140000000.0,4180000000.0,2200000000.0,2386000000.0,4386000000.0,4386000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,,,20600000.0,,,,2263656000.0,,323500000.0,323500000.0,48500000.0,,,,92000000.0,91000000.0,94000000.0,103000000.0,1652000000.0,1769000000.0,101000000.0,101000000.0,100000000.0,100000000.0,100000000.0,98000000.0,1372000000.0,1790000000.0,1684000000.0,1699000000.0,1927000000.0,3560000000.0,3586000000.0,2714000000.0,2690000000.0,3809000000.0,3069000000.0,3017000000.0,3514000000.0,2069000000.0,2069000000.0,2069000000.0,2084000000.0,2310000000.0,2299000000.0,2362000000.0,2252000000.0,2244000000.0,2327000000.0,2326000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,,,20600000.0,,,,20600000.0,,48500000.0,48500000.0,323500000.0,,,,92000000.0,91000000.0,94000000.0,103000000.0,378000000.0,379000000.0,376000000.0,376000000.0,100000000.0,100000000.0,100000000.0,98000000.0,400000000.0,439000000.0,445000000.0,446000000.0,1715000000.0,1868000000.0,1885000000.0,2419000000.0,2392000000.0,2668000000.0,2667000000.0,2605000000.0,2692000000.0,3903000000.0,3304000000.0,3329000000.0,3231000000.0,2084000000.0,2084000000.0,2634000000.0,2634000000.0,2318000000.0,2449000000.0,2449000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,,,20600000.0,,,,20600000.0,,48500000.0,48500000.0,48500000.0,,,,367000000.0,366000000.0,369000000.0,378000000.0,103000000.0,104000000.0,101000000.0,101000000.0,400000000.0,400000000.0,400000000.0,398000000.0,100000000.0,139000000.0,145000000.0,146000000.0,389000000.0,1700000000.0,1704000000.0,91000000.0,91000000.0,2366000000.0,2355000000.0,2283000000.0,1874000000.0,2708000000.0,2709000000.0,2679000000.0,1207000000.0,3211000000.0,3105000000.0,3141000000.0,3904000000.0,2639000000.0,2639000000.0,2639000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear / USD,,,,,,,,,,24250000.0,12125000.0,,,,,,69000000.0,47000000.0,26000000.0,,78000000.0,51000000.0,25000000.0,,75000000.0,50000000.0,25000000.0,,104000000.0,71000000.0,36000000.0,,107000000.0,71000000.0,23000000.0,,68000000.0,76000000.0,38000000.0,,114000000.0,76000000.0,38000000.0,,675000000.0,524000000.0,42000000.0,,584000000.0,580000000.0,43000000.0
LongTermDebtNoncurrent / USD,,,,2366104000.0,,,,2035481000.0,,2282598000.0,2282598000.0,2282598000.0,,,,2419000000.0,7108000000.0,7108000000.0,7108000000.0,7108000000.0,10122000000.0,10122000000.0,10122000000.0,10122000000.0,10907000000.0,10907000000.0,10907000000.0,10907000000.0,11545000000.0,11545000000.0,11545000000.0,11545000000.0,12384000000.0,12384000000.0,12384000000.0,12384000000.0,12034000000.0,12034000000.0,12034000000.0,12034000000.0,12595000000.0,12595000000.0,12595000000.0,12595000000.0,12955000000.0,12955000000.0,12955000000.0,12955000000.0,12838000000.0,12838000000.0,12838000000.0
MarketableSecuritiesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,46000000.0,47000000.0,47000000.0,47000000.0,47000000.0,62000000.0,62000000.0,62000000.0,62000000.0,88000000.0,88000000.0,88000000.0,88000000.0,111000000.0,111000000.0,111000000.0,111000000.0,93000000.0,93000000.0,93000000.0,93000000.0,120000000.0,120000000.0,120000000.0,120000000.0,141000000.0,141000000.0,141000000.0
MinorityInterest / USD,788000.0,788000.0,788000.0,479000.0,479000.0,-72000.0,-72000.0,-72000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,228000000.0,227000000.0,228000000.0,228000000.0,227000000.0,227000000.0,227000000.0,227000000.0,249000000.0,240000000.0,240000000.0,240000000.0,240000000.0,260000000.0,260000000.0,260000000.0,260000000.0,279000000.0,279000000.0,279000000.0,279000000.0,,,,,,,,,,,,,0.0,0.0,0.0
NetCashProvidedByUsedInFinancingActivities / USD,,,,,,,,,,,,,,,,,,,,,,-210000000.0,-117000000.0,-2284000000.0,-41000000.0,-93000000.0,-294000000.0,-72000000.0,228000000.0,28000000.0,67000000.0,-452000000.0,107000000.0,34000000.0,-19000000.0,-276000000.0,-168000000.0,-1031000000.0,-1097000000.0,-217000000.0,144000000.0,115000000.0,-136000000.0,-1235000000.0,87000000.0,182000000.0,38000000.0,-329000000.0,-106000000.0,-366000000.0,-503000000.0
NetCashProvidedByUsedInInvestingActivities / USD,,,,,,,,,,,,,,,,,,,,,,-440000000.0,-774000000.0,1731000000.0,-120000000.0,-450000000.0,-632000000.0,-1190000000.0,-315000000.0,-510000000.0,-910000000.0,-810000000.0,-150000000.0,-369000000.0,-560000000.0,-1190000000.0,-176000000.0,-361000000.0,-1456000000.0,-796000000.0,-613000000.0,-812000000.0,-1529000000.0,-2103000000.0,-222000000.0,-818000000.0,-1391000000.0,-2006000000.0,-314000000.0,-535000000.0,-1134000000.0
NetCashProvidedByUsedInOperatingActivities / USD,,,,,,,,,,,,,,,,,,,,,,301000000.0,737000000.0,860000000.0,182000000.0,493000000.0,837000000.0,970000000.0,113000000.0,504000000.0,834000000.0,1254000000.0,163000000.0,635000000.0,1209000000.0,1417000000.0,867000000.0,1406000000.0,2250000000.0,1959000000.0,508000000.0,837000000.0,1700000000.0,2942000000.0,417000000.0,819000000.0,1402000000.0,2260000000.0,522000000.0,1110000000.0,1831000000.0
NetIncomeLoss / USD,43273000.0,90474000.0,142572000.0,241772000.0,48309000.0,86826000.0,153595000.0,177546000.0,90183000.0,175303000.0,267957000.0,226591000.0,86398000.0,171349000.0,282635000.0,357000000.0,107000000.0,193000000.0,293000000.0,387000000.0,100000000.0,162000000.0,250000000.0,72000000.0,69000000.0,130000000.0,190000000.0,1277000000.0,58000000.0,118000000.0,175000000.0,259000000.0,82000000.0,59000000.0,160000000.0,191000000.0,212000000.0,387000000.0,648000000.0,279000000.0,325000000.0,581000000.0,864000000.0,966000000.0,289000000.0,586000000.0,889000000.0,1091000000.0,288000000.0,651000000.0,936000000.0
NoncontrollingInterestIncreaseFromBusinessCombination / USD,,,,454000.0,,,,580000.0,,,,,,,,-1000000.0,,,,1000000.0,,,,1000000.0,,10000000.0,10000000.0,,,,,,,,,,,,,,,,,,,,,,8000000.0,8000000.0,8000000.0
NumberOfReportableSegments / Segment,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
OciBeforeReclassificationsNetOfTaxAttributableToParent / USD,,,,,,,,,,,,,,,-43488000.0,,124000000.0,335000000.0,491000000.0,-65000000.0,204000000.0,-153000000.0,-269000000.0,-476000000.0,-37000000.0,13000000.0,-151000000.0,613000000.0,-190000000.0,-137000000.0,-12000000.0,-262000000.0,-172000000.0,-116000000.0,-237000000.0,-86000000.0,-12000000.0,-304000000.0,-506000000.0,96000000.0,21000000.0,-1000000.0,-135000000.0,-203000000.0,-35000000.0,-62000000.0,69000000.0,-331000000.0,59000000.0,157000000.0,114000000.0
OperatingIncomeLoss / USD,91987000.0,192872000.0,302008000.0,345251000.0,115165000.0,210062000.0,335321000.0,396435000.0,141316000.0,282316000.0,431458000.0,462333000.0,143217000.0,301606000.0,468629000.0,590000000.0,179000000.0,329000000.0,497000000.0,646000000.0,202000000.0,328000000.0,523000000.0,576000000.0,183000000.0,353000000.0,534000000.0,665000000.0,210000000.0,407000000.0,611000000.0,741000000.0,193000000.0,255000000.0,442000000.0,777000000.0,342000000.0,628000000.0,930000000.0,731000000.0,495000000.0,948000000.0,1420000000.0,1393000000.0,471000000.0,995000000.0,1476000000.0,1799000000.0,506000000.0,1026000000.0,1576000000.0
OperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,568000000.0,553000000.0,546000000.0,549000000.0,540000000.0,556000000.0,541000000.0,527000000.0,,,,453000000.0,,,,375000000.0,,,,330000000.0,,,,272000000.0,,,
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,167000000.0,155000000.0,153000000.0,153000000.0,174000000.0,154000000.0,154000000.0,156000000.0,,,,140000000.0,,,,111000000.0,,,,107000000.0,,,,99000000.0,,,
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,401000000.0,398000000.0,393000000.0,396000000.0,396000000.0,396000000.0,396000000.0,396000000.0,371000000.0,371000000.0,371000000.0,371000000.0,313000000.0,313000000.0,313000000.0,313000000.0,264000000.0,264000000.0,264000000.0,264000000.0,223000000.0,223000000.0,223000000.0,223000000.0,173000000.0,173000000.0,173000000.0
OperatingLeasePayments / USD,,,,,,,,,,,,,,,,,,,,,,,,,53000000.0,92000000.0,147000000.0,195000000.0,53000000.0,92000000.0,147000000.0,195000000.0,,,,195000000.0,,,,211000000.0,,,,175000000.0,,,,173000000.0,,,
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,,,,,,,517000000.0,498000000.0,490000000.0,496000000.0,496000000.0,496000000.0,496000000.0,496000000.0,471000000.0,471000000.0,471000000.0,471000000.0,406000000.0,406000000.0,406000000.0,406000000.0,331000000.0,331000000.0,331000000.0,331000000.0,296000000.0,296000000.0,296000000.0,296000000.0,238000000.0,238000000.0,238000000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,0.0431,0.0426,0.0426,0.0422,0.0431,0.0426,0.0426,0.0422,,,,0.0422,,,,0.0378,,,,0.0336,,,,0.0312,,,
OtherAccruedLiabilitiesCurrent / USD,,,,76336000.0,,,,77751000.0,,,,68507000.0,,,,60000000.0,,,,146000000.0,,,,179000000.0,,,,220000000.0,,,,235000000.0,,,,272000000.0,,,,311000000.0,,,,368000000.0,,,,331000000.0,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax / USD,-1078000.0,-7075000.0,-1639000.0,-13376000.0,-15638000.0,-28354000.0,-19732000.0,-8983000.0,303000.0,4164000.0,-23116000.0,-22663000.0,-30012000.0,-17005000.0,-40440000.0,-48000000.0,8000000.0,-23000000.0,-34000000.0,-60000000.0,122000000.0,339000000.0,495000000.0,-508000000.0,207000000.0,207000000.0,207000000.0,611000000.0,-31000000.0,-31000000.0,-31000000.0,-258000000.0,-155000000.0,-155000000.0,-155000000.0,-39000000.0,-178000000.0,-178000000.0,-178000000.0,183000000.0,-40000000.0,-40000000.0,-40000000.0,-281000000.0,10000000.0,10000000.0,10000000.0,-361000000.0,-69000000.0,-69000000.0,-69000000.0
OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax / USD,2500000.0,-101000.0,2353000.0,3851000.0,-4635000.0,-330000.0,-2378000.0,2964000.0,0.0,0.0,-1408000.0,-2465000.0,-2811000.0,-2665000.0,-4228000.0,-2000000.0,-1000000.0,-5000000.0,-6000000.0,-5000000.0,-1000000.0,-79000000.0,-138000000.0,-9000000.0,-40000000.0,28000000.0,40000000.0,-201000000.0,30000000.0,8000000.0,65000000.0,50000000.0,23000000.0,-6000000.0,-83000000.0,-30000000.0,62000000.0,39000000.0,66000000.0,-145000000.0,27000000.0,111000000.0,195000000.0,116000000.0,-29000000.0,-32000000.0,12000000.0,106000000.0,37000000.0,50000000.0,13000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10000000.0,,34000000.0,38000000.0,-28000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,4000000.0,-5000000.0,-5000000.0,-5000000.0,1000000.0,-39000000.0,-39000000.0,-39000000.0,-15000000.0,6000000.0,6000000.0,6000000.0,-30000000.0,30000000.0,30000000.0,30000000.0,9000000.0,10000000.0,10000000.0,10000000.0,40000000.0,34000000.0,34000000.0,34000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAndTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,7000000.0,11000000.0,4000000.0,-8000000.0,-28000000.0,-32000000.0,-15000000.0,-29000000.0,-39000000.0,-36000000.0,-20000000.0,9000000.0,9000000.0,8000000.0,-27000000.0,38000000.0,48000000.0,57000000.0,27000000.0,-20000000.0,0.0,,65000000.0,,,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,-1000000.0,2000000.0,3000000.0,1000000.0,-1000000.0,-5000000.0,-7000000.0,-5000000.0,-7000000.0,-11000000.0,-11000000.0,4000000.0,1000000.0,0.0,0.0,-10000000.0,9000000.0,8000000.0,10000000.0,2000000.0,3000000.0,11000000.0,11000000.0,13000000.0,12000000.0,16000000.0,2000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,-1000000.0,1000000.0,2000000.0,1000000.0,1000000.0,4000000.0,2000000.0,12000000.0,-16000000.0,-4000000.0,-6000000.0,1000000.0,-1000000.0,-4000000.0,-7000000.0,-10000000.0,1000000.0,-13000000.0,-14000000.0,-12000000.0,25000000.0,32000000.0,41000000.0,-10000000.0,9000000.0,20000000.0,28000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,-2000000.0,-1000000.0,1000000.0,1000000.0,2000000.0,5000000.0,3000000.0,,-16000000.0,-5000000.0,-8000000.0,1000000.0,-2000000.0,-5000000.0,-9000000.0,-13000000.0,1000000.0,-17000000.0,-18000000.0,-16000000.0,33000000.0,43000000.0,55000000.0,-12000000.0,12000000.0,27000000.0,38000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,-1000000.0,-1000000.0,0.0,-1000000.0,1000000.0,-1000000.0,-1000000.0,-1000000.0,0.0,-1000000.0,-2000000.0,0.0,-1000000.0,-1000000.0,-2000000.0,-3000000.0,0.0,-4000000.0,-4000000.0,-4000000.0,8000000.0,11000000.0,14000000.0,-2000000.0,3000000.0,7000000.0,10000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsNetOfTax / USD,101000.0,101000.0,101000.0,1743000.0,,,,3172000.0,,,,-2278000.0,-184000.0,-184000.0,-139000.0,7000000.0,,,,-23000000.0,,,,-23000000.0,,,,-5000000.0,,,,8000000.0,,,,30000000.0,,,,54000000.0,,,,-69000000.0,,,,10000000.0,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,,,,1743000.0,,,,3172000.0,,,,-2278000.0,,,,7000000.0,,,,-23000000.0,,,,-23000000.0,,,,-5000000.0,,,,8000000.0,,,,30000000.0,0.0,0.0,0.0,54000000.0,2000000.0,2000000.0,2000000.0,69000000.0,-1000000.0,-1000000.0,-1000000.0,-10000000.0,0.0,0.0,1000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBeforeReclassificationAdjustmentsTax / USD,-34000.0,34000.0,34000.0,-27000.0,,,,1444000.0,,,,-131000.0,,,,-3000000.0,,,,11000000.0,,,,11000000.0,,,,3000000.0,,,,-4000000.0,,,,5000000.0,0.0,0.0,0.0,-15000000.0,0.0,0.0,2000000.0,21000000.0,0.0,0.0,0.0,-3000000.0,0.0,0.0,0.0
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1 / USD,,,,,,,,,,,8961000.0,1331000.0,5170000.0,-12201000.0,-12869000.0,-7000000.0,-1000000.0,-83000000.0,140000000.0,9000000.0,40000000.0,-30000000.0,-43000000.0,-5000000.0,-29000000.0,-3000000.0,-58000000.0,197000000.0,-16000000.0,17000000.0,94000000.0,41000000.0,-63000000.0,-39000000.0,-66000000.0,21000000.0,36000000.0,119000000.0,207000000.0,-170000000.0,-26000000.0,-21000000.0,23000000.0,139000000.0,49000000.0,66000000.0,15000000.0,116000000.0,-51000000.0,-146000000.0,-152000000.0
OtherLiabilitiesCurrent / USD,44230000.0,44230000.0,44230000.0,44230000.0,35646000.0,35646000.0,35646000.0,35646000.0,29688000.0,29688000.0,29688000.0,29688000.0,19603000.0,19603000.0,19603000.0,19000000.0,20000000.0,20000000.0,20000000.0,20000000.0,10000000.0,10000000.0,10000000.0,10000000.0,32000000.0,32000000.0,32000000.0,32000000.0,211000000.0,211000000.0,211000000.0,211000000.0,242000000.0,242000000.0,242000000.0,242000000.0,207000000.0,207000000.0,207000000.0,207000000.0,152000000.0,152000000.0,152000000.0,152000000.0,294000000.0,294000000.0,294000000.0,294000000.0,193000000.0,193000000.0,193000000.0
OtherLiabilitiesNoncurrent / USD,162349000.0,162349000.0,162349000.0,171316000.0,178908000.0,178908000.0,178908000.0,178908000.0,183656000.0,183656000.0,183656000.0,183656000.0,182826000.0,182826000.0,182826000.0,183000000.0,402000000.0,402000000.0,402000000.0,402000000.0,440000000.0,440000000.0,440000000.0,440000000.0,418000000.0,418000000.0,418000000.0,418000000.0,456000000.0,456000000.0,456000000.0,456000000.0,633000000.0,633000000.0,633000000.0,633000000.0,649000000.0,649000000.0,649000000.0,649000000.0,671000000.0,671000000.0,671000000.0,671000000.0,698000000.0,698000000.0,698000000.0,698000000.0,668000000.0,668000000.0,668000000.0
OtherNonoperatingIncomeExpense / USD,2419000.0,8578000.0,4728000.0,-9073000.0,2382000.0,1846000.0,-1378000.0,3572000.0,4844000.0,1788000.0,9564000.0,185000.0,2861000.0,-8798000.0,-7864000.0,8000000.0,-5000000.0,-2000000.0,-3000000.0,-2000000.0,1000000.0,3000000.0,3000000.0,11000000.0,-4000000.0,22000000.0,-5000000.0,-13000000.0,7000000.0,0.0,0.0,-5000000.0,13000000.0,45000000.0,59000000.0,37000000.0,37000000.0,66000000.0,128000000.0,65000000.0,-10000000.0,-43000000.0,-51000000.0,130000000.0,26000000.0,42000000.0,77000000.0,-33000000.0,-11000000.0,56000000.0,12000000.0
PaymentForContingentConsiderationLiabilityFinancingActivities / USD,,,,,,,,,,,,,,,,,,3000000.0,4000000.0,,14000000.0,3000000.0,4000000.0,5000000.0,14000000.0,24000000.0,24000000.0,4000000.0,16000000.0,20000000.0,21000000.0,24000000.0,6000000.0,16000000.0,20000000.0,20000000.0,11000000.0,38000000.0,39000000.0,22000000.0,12000000.0,21000000.0,22000000.0,42000000.0,62000000.0,71000000.0,79000000.0,26000000.0,3000000.0,10000000.0,12000000.0
PaymentsForProceedsFromInvestments / USD,,,,,,,,,,,,,,,,,,,,40000000.0,,,,-41000000.0,,,,23000000.0,,,,23000000.0,,,,22000000.0,,,,2000000.0,,,,-5000000.0,,,,0.0,1000000.0,0.0,0.0
PaymentsForProceedsFromOtherInvestingActivities / USD,1473000.0,1528000.0,2729000.0,2782000.0,,-453000.0,-802000.0,3072000.0,910000.0,701000.0,-332000.0,-2413000.0,-666000.0,-870000.0,-2111000.0,-2000000.0,-1000000.0,1000000.0,-1000000.0,-2000000.0,10000000.0,,-1000000.0,-3000000.0,15000000.0,-2000000.0,6000000.0,-4000000.0,-1000000.0,-2000000.0,-5000000.0,-2000000.0,-1000000.0,,0.0,-5000000.0,-1000000.0,0.0,-1000000.0,2000000.0,-3000000.0,-3000000.0,-4000000.0,-5000000.0,-7000000.0,-3000000.0,-4000000.0,-8000000.0,0.0,0.0,2000000.0
PaymentsForRepurchaseOfCommonStock / USD,9214000.0,10466000.0,12920000.0,14324000.0,,165131000.0,165131000.0,13363000.0,,165131000.0,165131000.0,6434000.0,,250000000.0,250000000.0,415000000.0,1316000000.0,98000000.0,98000000.0,515000000.0,1316000000.0,1694000000.0,2252000000.0,1097000000.0,95000000.0,668000000.0,801000000.0,2620000000.0,145000000.0,381000000.0,679000000.0,1405000000.0,345000000.0,346000000.0,346000000.0,949000000.0,62000000.0,107000000.0,202000000.0,447000000.0,403000000.0,893000000.0,1103000000.0,406000000.0,129000000.0,619000000.0,763000000.0,1168000000.0,0.0,0.0,200000000.0
PaymentsOfDebtIssuanceCosts / USD,,,,18393000.0,,,,9728000.0,19000.0,21857000.0,22028000.0,2607000.0,19000.0,21857000.0,22028000.0,1000000.0,18000000.0,23000000.0,53000000.0,22000000.0,18000000.0,23000000.0,53000000.0,7000000.0,,20000000.0,23000000.0,50000000.0,0.0,11000000.0,47000000.0,22000000.0,11000000.0,33000000.0,33000000.0,47000000.0,32000000.0,32000000.0,40000000.0,33000000.0,,5000000.0,5000000.0,40000000.0,,18000000.0,19000000.0,5000000.0,0.0,0.0,0.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,3940000.0,43197000.0,227115000.0,667000.0,667000.0,144970000.0,43197000.0,,,92201000.0,144970000.0,,,-31001000.0,92000000.0,150000000.0,268000000.0,525000000.0,-32000000.0,150000000.0,268000000.0,525000000.0,-1887000000.0,20000000.0,227000000.0,255000000.0,854000000.0,175000000.0,201000000.0,461000000.0,309000000.0,14000000.0,92000000.0,118000000.0,588000000.0,19000000.0,65000000.0,994000000.0,177000000.0,430000000.0,464000000.0,1012000000.0,1458000000.0,18000000.0,444000000.0,869000000.0,1315000000.0,142000000.0,221000000.0,649000000.0
PaymentsToAcquireMarketableSecurities / USD,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,1000000.0,2000000.0,3000000.0,,2000000.0,2000000.0,2000000.0,,7000000.0,7000000.0,8000000.0,,7000000.0,8000000.0,9000000.0,,3000000.0,3000000.0,4000000.0,,4000000.0,4000000.0,4000000.0,,,,
PaymentsToAcquireProductiveAssets / USD,11146000.0,33928000.0,49353000.0,75679000.0,31459000.0,60277000.0,73940000.0,71336000.0,17706000.0,35832000.0,57782000.0,88347000.0,16432000.0,31924000.0,56692000.0,83000000.0,26000000.0,57000000.0,78000000.0,78000000.0,78000000.0,178000000.0,267000000.0,164000000.0,88000000.0,198000000.0,321000000.0,369000000.0,141000000.0,296000000.0,445000000.0,459000000.0,141000000.0,283000000.0,440000000.0,582000000.0,149000000.0,294000000.0,456000000.0,616000000.0,177000000.0,338000000.0,503000000.0,640000000.0,164000000.0,324000000.0,470000000.0,674000000.0,145000000.0,288000000.0,438000000.0
PreferredStockParOrStatedValuePerShare / USD/shares,,,,0.01,,,,0.01,,,,0.01,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
PreferredStockSharesAuthorized / shares,,,,1000000.0,,,,1000000.0,,,,1000000.0,,,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
