fact_unit,2017-07-28,2017-10-31,2018-02-23,2018-04-27,2018-07-30,2018-10-30,2018-11-13,2019-02-19,2019-04-30,2019-08-01,2019-10-30,2020-02-13,2020-04-24,2020-07-24,2020-10-23,2021-02-25,2021-04-23,2021-07-23,2021-10-22,2022-02-11,2022-04-20,2022-07-21,2022-10-20,2023-02-14,2023-04-19,2023-07-19,2023-10-26,2024-02-05,2024-04-24,2024-07-26,2024-10-23,2025-02-04,2025-04-23,2025-07-23,2025-10-24
DebtInstrumentFairValue / USD,,303000000.0,303000000.0,8466000000.0,8466000000.0,8466000000.0,303000000.0,8466000000.0,6629000000.0,6629000000.0,6629000000.0,6629000000.0,6847000000.0,6847000000.0,6847000000.0,6847000000.0,8502000000.0,8502000000.0,8502000000.0,8502000000.0,7328000000.0,7328000000.0,7328000000.0,7328000000.0,5863000000.0,5863000000.0,5863000000.0,5863000000.0,5571000000.0,5571000000.0,5571000000.0,5571000000.0,5409000000.0,5409000000.0,5409000000.0
DebtInstrumentInterestRateEffectivePercentage / pure,,,,,,,,,,,,,,,,,,,,0.03,,,,0.029,,,,0.042,,,,0.063,,,
DebtLongtermAndShorttermCombinedAmount / USD,,277000000.0,277000000.0,8349000000.0,8349000000.0,8349000000.0,277000000.0,8349000000.0,7227000000.0,7227000000.0,7227000000.0,7227000000.0,6622000000.0,6622000000.0,6622000000.0,6622000000.0,7633000000.0,7633000000.0,7633000000.0,7633000000.0,6727000000.0,6727000000.0,6727000000.0,6727000000.0,6658000000.0,6658000000.0,6658000000.0,6658000000.0,6020000000.0,6020000000.0,6020000000.0,6020000000.0,6023000000.0,6023000000.0,6023000000.0
DeferredCosts / USD,,,,,276000000.0,276000000.0,337000000.0,276000000.0,360000000.0,360000000.0,360000000.0,179000000.0,130000000.0,130000000.0,130000000.0,130000000.0,138000000.0,138000000.0,138000000.0,138000000.0,156000000.0,156000000.0,156000000.0,156000000.0,125000000.0,125000000.0,125000000.0,125000000.0,126000000.0,126000000.0,126000000.0,126000000.0,124000000.0,124000000.0,124000000.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,,-21000000.0,,,,-5000000.0,-5000000.0,,,,-150000000.0,,,,-211000000.0,,,,-12000000.0,,,,11000000.0,,,,-24000000.0,,,,40000000.0,,,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,-75000000.0,,,,-33000000.0,-33000000.0,,,,-183000000.0,,,,-38000000.0,,,,63000000.0,,,,149000000.0,,,,157000000.0,,,,65000000.0,,,
DeferredIncomeTaxAssetsNet / USD,,326000000.0,326000000.0,715000000.0,715000000.0,715000000.0,586000000.0,715000000.0,1072000000.0,1072000000.0,1072000000.0,1072000000.0,954000000.0,954000000.0,954000000.0,954000000.0,953000000.0,953000000.0,953000000.0,953000000.0,735000000.0,735000000.0,735000000.0,735000000.0,657000000.0,657000000.0,657000000.0,657000000.0,722000000.0,722000000.0,722000000.0,722000000.0,1284000000.0,1284000000.0,1284000000.0
DeferredIncomeTaxExpenseBenefit / USD,,,-96000000.0,,,,-38000000.0,-38000000.0,,,,-333000000.0,,,,-249000000.0,,,,51000000.0,,,,160000000.0,23000000.0,-23000000.0,44000000.0,133000000.0,58000000.0,110000000.0,68000000.0,105000000.0,-24000000.0,33000000.0,35000000.0
DeferredIncomeTaxLiabilities / USD,,,962000000.0,,,,962000000.0,253000000.0,,,,27000000.0,,,,29000000.0,,,,29000000.0,,,,14000000.0,,,,34000000.0,,,,674000000.0,,,
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,490000000.0,,143000000.0,143000000.0,143000000.0,51000000.0,51000000.0,51000000.0,51000000.0,186000000.0,186000000.0,186000000.0,186000000.0,127000000.0,127000000.0,127000000.0,127000000.0,229000000.0,229000000.0,229000000.0,229000000.0,176000000.0,176000000.0,176000000.0,176000000.0,83000000.0,83000000.0,83000000.0
DeferredTaxAssetsGoodwillAndIntangibleAssets / USD,,,,,,,,0.0,,,,132000000.0,,,,117000000.0,,,,143000000.0,,,,97000000.0,,,,46000000.0,,,,137000000.0,,,
DeferredTaxAssetsGross / USD,,,493000000.0,,,,755000000.0,2962000000.0,,,,3328000000.0,,,,3815000000.0,,,,4268000000.0,,,,4550000000.0,,,,4552000000.0,,,,5636000000.0,,,
DeferredTaxAssetsInventory / USD,,,71000000.0,,,,89000000.0,63000000.0,,,,79000000.0,,,,91000000.0,,,,51000000.0,,,,61000000.0,,,,52000000.0,,,,73000000.0,,,
DeferredTaxAssetsInvestmentInSubsidiaries / USD,,,0.0,,,,0.0,74000000.0,,,,228000000.0,,,,381000000.0,,,,160000000.0,,,,457000000.0,,,,846000000.0,,,,286000000.0,,,
DeferredTaxAssetsLiabilitiesNet / USD,,,,,,,225000000.0,225000000.0,,,,929000000.0,,,,903000000.0,,,,767000000.0,,,,608000000.0,,,,428000000.0,,,,546000000.0,,,
DeferredTaxAssetsNet / USD,,,406000000.0,,,,668000000.0,478000000.0,,,,956000000.0,,,,932000000.0,,,,796000000.0,,,,622000000.0,,,,462000000.0,,,,1220000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwards / USD,,,142000000.0,,,,142000000.0,1376000000.0,,,,1525000000.0,,,,1654000000.0,,,,2249000000.0,,,,1977000000.0,,,,3299000000.0,,,,3413000000.0,,,
DeferredTaxAssetsOther / USD,,,0.0,,,,244000000.0,498000000.0,,,,232000000.0,,,,317000000.0,,,,264000000.0,,,,111000000.0,,,,163000000.0,,,,352000000.0,,,
DeferredTaxAssetsPropertyPlantAndEquipment / USD,,,0.0,,,,0.0,144000000.0,,,,191000000.0,,,,137000000.0,,,,127000000.0,,,,156000000.0,,,,128000000.0,,,,168000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits / USD,,,154000000.0,,,,154000000.0,64000000.0,,,,97000000.0,,,,98000000.0,,,,138000000.0,,,,116000000.0,,,,62000000.0,,,,241000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts / USD,,,0.0,,,,0.0,98000000.0,,,,117000000.0,,,,79000000.0,,,,53000000.0,,,,72000000.0,,,,94000000.0,,,,111000000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,87000000.0,,,,87000000.0,2484000000.0,,,,2372000000.0,,,,2883000000.0,,,,3472000000.0,,,,3928000000.0,,,,4090000000.0,,,,4090000000.0,,,
DeferredTaxLiabilitiesDerivatives / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,90000000.0,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,380000000.0,,,
DeferredTaxLiabilitiesOther / USD,,,9000000.0,,,,9000000.0,51000000.0,,,,18000000.0,,,,29000000.0,,,,29000000.0,,,,14000000.0,,,,34000000.0,,,,204000000.0,,,
DefinedContributionPlanCostRecognized / USD,,,,,,,,71000000.0,,,,137000000.0,,,,235000000.0,,,,236000000.0,,,,194000000.0,,,,212000000.0,,,,217000000.0,,,
DefinedContributionPlanEmployerMatchingContributionPercent / pure,,,,,,,,0.05,,,,0.05,,,,0.05,,,,0.05,,,,0.05,,,,0.05,,,,0.05,,,
DefinedContributionPlanEmployersMatchingContributionAnnualVestingPercentage / pure,,,,,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,
Depreciation / USD,,242000000.0,351000000.0,,,,311000000.0,311000000.0,,,,716000000.0,,,,1031000000.0,,,,1053000000.0,,,,1009000000.0,,,,852000000.0,,,,839000000.0,,,
DepreciationDepletionAndAmortization / USD,,439000000.0,530000000.0,132000000.0,290000000.0,716000000.0,550000000.0,550000000.0,388000000.0,780000000.0,1133000000.0,1103000000.0,350000000.0,709000000.0,1065000000.0,1486000000.0,355000000.0,694000000.0,1010000000.0,1418000000.0,292000000.0,570000000.0,832000000.0,1317000000.0,277000000.0,551000000.0,806000000.0,1105000000.0,269000000.0,545000000.0,813000000.0,1061000000.0,283000000.0,566000000.0,844000000.0
DerivativeAssets / USD,,318000000.0,318000000.0,150000000.0,150000000.0,150000000.0,318000000.0,150000000.0,,,,74000000.0,,,,58000000.0,,,,118000000.0,,,,29000000.0,18000000.0,18000000.0,18000000.0,18000000.0,34000000.0,34000000.0,34000000.0,34000000.0,11000000.0,11000000.0,11000000.0
DerivativeAssetsCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,28000000.0,,,,17000000.0,,,,31000000.0,,9000000.0,9000000.0
DerivativeAssetsNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,1000000.0,,,,3000000.0,,3000000.0,3000000.0
DerivativeLiabilities / USD,,375000000.0,375000000.0,95000000.0,95000000.0,95000000.0,375000000.0,95000000.0,,,,82000000.0,,,,27000000.0,,,,52000000.0,,,,49000000.0,86000000.0,86000000.0,86000000.0,86000000.0,76000000.0,76000000.0,76000000.0,76000000.0,64000000.0,64000000.0,64000000.0
DerivativeLiabilitiesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,39000000.0,,,,17000000.0,,,,23000000.0,,16000000.0,16000000.0
DerivativeLiabilitiesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,10000000.0,,,,69000000.0,,,,53000000.0,,50000000.0,50000000.0
DerivativeNotionalAmount / USD,,7100000000.0,7100000000.0,10200000000.0,10200000000.0,10200000000.0,7100000000.0,10200000000.0,6400000000.0,6400000000.0,6400000000.0,6400000000.0,5700000000.0,5700000000.0,5700000000.0,5700000000.0,7000000000.0,7000000000.0,7000000000.0,7000000000.0,3900000000.0,3900000000.0,3900000000.0,3900000000.0,3800000000.0,3800000000.0,3800000000.0,3800000000.0,4200000000.0,4200000000.0,4200000000.0,4200000000.0,4000000000.0,4000000000.0,4000000000.0
DividendsCommonStockCash / USD,,,,,,,,,,,,,93000000.0,185000000.0,278000000.0,315000000.0,118000000.0,236000000.0,359000000.0,395000000.0,131000000.0,280000000.0,436000000.0,488000000.0,172000000.0,354000000.0,536000000.0,592000000.0,192000000.0,384000000.0,586000000.0,726000000.0,210000000.0,,
EarningsPerShareBasic / USD/shares,,,-0.24,0.17,0.12,-0.31,-0.31,0.0,,,,-0.24,,,,0.46,,,,,,,,,,,,-0.27,,,,-0.61,,,
EarningsPerShareDiluted / USD/shares,,,-0.24,0.17,0.12,-0.31,-0.31,0.0,,,,-0.24,,,,0.45,,-15.93,-16.01,0.23,-0.61,-0.67,-0.64,-14.73,,,,-0.27,,,,-0.61,,,
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,-139000000.0,-6000000.0,-50000000.0,-87000000.0,52000000.0,22000000.0,-4000000.0,-29000000.0,-128000000.0,-72000000.0,-83000000.0,-58000000.0,-21000000.0,1000000.0,12000000.0,-9000000.0,-28000000.0,1000000.0,-20000000.0,-115000000.0,-47000000.0,-55000000.0,-39000000.0,-53000000.0,-97000000.0,-17000000.0,-35000000.0,-32000000.0
EffectiveIncomeTaxRateContinuingOperations / pure,,,-2.994,,,,0.483,0.483,,0.73,0.6,-0.13,,,,0.477,,,,0.64,,,,-0.037,,,,1.771,,,,27.273,,,
EmployeeRelatedLiabilitiesCurrent / USD,,,318000000.0,,,,318000000.0,881000000.0,,,,955000000.0,,,,1121000000.0,,,,910000000.0,,,,955000000.0,,,,837000000.0,,,,1346000000.0,,,
EntityCommonStockSharesOutstanding / shares,,,,,,,,,,,,,,,,,,,,,,,,1011217705.0,1012362186.0,1009653944.0,1006233893.0,1000881406.0,997997634.0,993423677.0,989525809.0,990111854.0,990749975.0,985879124.0,986773882.0
EntityPublicFloat / USD,,,15903777000.0,,,,,12108399000.0,,,,9854020448.0,,,,5492452024.0,,,,15782188948.0,,,,26299951662.0,,,,31860362416.0,,,,34880320572.0,,,
EquityMethodInvestments / USD,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,919000000.0,,,,979000000.0,,,
EquitySecuritiesFvNi / USD,,,,,,,,39000000.0,39000000.0,39000000.0,39000000.0,39000000.0,24000000.0,24000000.0,24000000.0,24000000.0,1502000000.0,1502000000.0,1502000000.0,1502000000.0,1033000000.0,1033000000.0,1033000000.0,1033000000.0,748000000.0,748000000.0,748000000.0,748000000.0,975000000.0,975000000.0,975000000.0,975000000.0,1281000000.0,1281000000.0,1281000000.0
EquitySecuritiesFvNiCost / USD,,,,,,,,39000000.0,39000000.0,39000000.0,39000000.0,39000000.0,24000000.0,24000000.0,24000000.0,17000000.0,76000000.0,76000000.0,76000000.0,76000000.0,579000000.0,579000000.0,579000000.0,579000000.0,557000000.0,557000000.0,557000000.0,557000000.0,527000000.0,527000000.0,527000000.0,527000000.0,544000000.0,544000000.0,544000000.0
EquitySecuritiesFvNiGainLoss / USD,,,,,,,,,,,,,,,,,-13000000.0,-13000000.0,-12000000.0,,-786000000.0,-813000000.0,-954000000.0,,12000000.0,-111000000.0,-163000000.0,-843000000.0,392000000.0,421000000.0,520000000.0,-264000000.0,,71000000.0,171000000.0
EquitySecuritiesFvNiUnrealizedGain / USD,,,,,,,,,,,,,,,,8000000.0,,,,1431000000.0,,,,455000000.0,,,,191000000.0,,,,451000000.0,,,
EquitySecuritiesFvNiUnrealizedLoss / USD,,,,,,,,,,,,,,,,1000000.0,0.0,,,5000000.0,,,,1000000.0,,,,0.0,,,,3000000.0,,,
EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentAnnualAmount / USD,,,,,,,,,,,19000000.0,19000000.0,,,,19000000.0,,,,,,,,,,118000000.0,118000000.0,118000000.0,,118000000.0,118000000.0,118000000.0,,,
FairValueDisclosureOffbalanceSheetRisksFaceAmountLiability / USD,,3600000000.0,3400000000.0,3700000000.0,3400000000.0,3500000000.0,3400000000.0,3600000000.0,3800000000.0,3800000000.0,4000000000.0,3900000000.0,4100000000.0,4100000000.0,4100000000.0,4100000000.0,4200000000.0,4400000000.0,4500000000.0,4500000000.0,4500000000.0,4500000000.0,4300000000.0,4500000000.0,4700000000.0,5000000000.0,5000000000.0,5100000000.0,5100000000.0,5300000000.0,5500000000.0,5600000000.0,5700000000.0,5800000000.0,6000000000.0
