fact_unit,2009-10-29,2010-01-28,2010-01-29,2010-04-30,2010-08-13,2010-10-28,2011-01-28,2011-04-29,2011-08-10,2011-10-27,2012-01-27,2012-02-10,2012-04-27,2012-08-08,2012-10-25,2013-01-25,2013-04-24,2013-08-08,2013-10-25,2013-10-28,2014-01-24,2014-04-23,2014-08-08,2014-10-24,2015-01-27,2015-04-23,2015-08-07,2015-10-23,2015-10-26,2016-01-26,2016-04-26,2016-08-09,2016-10-25,2017-01-20,2017-04-26,2017-08-07,2017-10-20,2018-01-23,2018-04-19,2018-08-07,2018-10-19,2018-10-22,2019-01-23,2019-04-23,2019-08-06,2019-10-22,2020-01-23,2020-04-20,2020-08-06,2020-08-07,2020-10-20,2021-01-20,2021-04-20,2021-08-06,2021-10-19,2022-01-19,2022-04-20,2022-08-05,2022-10-19,2023-01-19,2023-04-21,2023-08-04,2023-10-18,2024-01-23,2024-04-19,2024-08-05,2024-10-18,2025-01-22,2025-04-24,2025-08-04,2025-10-24
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,,8167000000.0,,,,8409000000.0,,,8409000000.0,,8258000000.0,,,,8858000000.0,,8858000000.0,,,7398000000.0,,,,8020000000.0,,7736000000.0,,,8513000000.0,,,,8496000000.0,,,,8788000000.0,,8788000000.0,,,9031000000.0,,,,,,,,,,,,,,,,,,,,,11698000000.0,,,,12107000000.0,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17995000000.0,,,,18353000000.0,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,,,6718000000.0,,,,6004000000.0,,,6004000000.0,,6610000000.0,,,,6139000000.0,,6139000000.0,,,5130000000.0,,,,6159000000.0,,5672000000.0,,,4996000000.0,,,,2516000000.0,,,,4581000000.0,,4581000000.0,,,4226000000.0,,,,,,,,,,,,,,,,,,,,,6297000000.0,,,,6246000000.0,
IncomeLossIncludingPortionAttributableToNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17995000000.0,5802000000.0,10299000000.0,14891000000.0,18353000000.0,5140000000.0
IncomeTaxExpenseBenefit / USD,1212000000.0,2167000000.0,4000000000.0,2988000000.0,3594000000.0,1157000000.0,2492000000.0,3669000000.0,3733000000.0,1201000000.0,1929000000.0,3733000000.0,2638000000.0,4017000000.0,1045000000.0,2022000000.0,2776000000.0,3299000000.0,973000000.0,3299000000.0,2115000000.0,2812000000.0,3378000000.0,942000000.0,1782000000.0,2426000000.0,3226000000.0,791000000.0,3062000000.0,1589000000.0,2156000000.0,2851000000.0,877000000.0,1775000000.0,2664000000.0,2725000000.0,863000000.0,1558000000.0,2338000000.0,3342000000.0,881000000.0,3342000000.0,2353000000.0,3066000000.0,3063000000.0,729000000.0,1429000000.0,1931000000.0,3465000000.0,3465000000.0,726000000.0,1515000000.0,2056000000.0,2103000000.0,989000000.0,1979000000.0,2607000000.0,2731000000.0,909000000.0,1906000000.0,2610000000.0,3263000000.0,1034000000.0,1910000000.0,2774000000.0,3202000000.0,1246000000.0,2250000000.0,3061000000.0,3615000000.0,1152000000.0
IncomeTaxesPaid / USD,,,4116000000.0,,3499000000.0,,,,3248000000.0,,,3248000000.0,,4175000000.0,,,,2992000000.0,,2992000000.0,,,4348000000.0,,,,3780000000.0,,3780000000.0,,,3320000000.0,,,,4558000000.0,,,,3730000000.0,,3730000000.0,,,3714000000.0,,,,2830000000.0,2830000000.0,,,,3064000000.0,,,,3550000000.0,,,,3822000000.0,,,,3818000000.0,,,,4278000000.0,
IncreaseDecreaseInAccountsPayable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-447000000.0,90000000.0
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities / USD,398000000.0,-668000000.0,-278000000.0,-1013000000.0,297000000.0,818000000.0,1313000000.0,2198000000.0,-742000000.0,-303000000.0,-377000000.0,-742000000.0,-223000000.0,2446000000.0,-479000000.0,-1009000000.0,-1558000000.0,358000000.0,64000000.0,358000000.0,-288000000.0,-84000000.0,-22000000.0,-809000000.0,-1191000000.0,-1160000000.0,1253000000.0,812000000.0,1253000000.0,243000000.0,146000000.0,1000000.0,298000000.0,322000000.0,-199000000.0,928000000.0,298000000.0,-296000000.0,-1113000000.0,1285000000.0,235000000.0,1285000000.0,857000000.0,752000000.0,-149000000.0,933000000.0,1141000000.0,1441000000.0,1385000000.0,1385000000.0,1151000000.0,958000000.0,738000000.0,1856000000.0,442000000.0,312000000.0,1049000000.0,1923000000.0,1261000000.0,1431000000.0,1347000000.0,1391000000.0,1495000000.0,177000000.0,-609000000.0,1429000000.0,857000000.0,302000000.0,56000000.0,,
IncreaseDecreaseInAccountsReceivable / USD,725000000.0,775000000.0,729000000.0,-249000000.0,-432000000.0,513000000.0,826000000.0,338000000.0,-415000000.0,434000000.0,931000000.0,-415000000.0,495000000.0,14000000.0,639000000.0,1079000000.0,347000000.0,426000000.0,795000000.0,426000000.0,914000000.0,504000000.0,427000000.0,3000000.0,376000000.0,-150000000.0,415000000.0,101000000.0,415000000.0,342000000.0,-308000000.0,-87000000.0,368000000.0,488000000.0,129000000.0,-349000000.0,424000000.0,595000000.0,159000000.0,-35000000.0,304000000.0,-35000000.0,547000000.0,450000000.0,322000000.0,475000000.0,398000000.0,549000000.0,177000000.0,177000000.0,261000000.0,257000000.0,-135000000.0,276000000.0,825000000.0,462000000.0,604000000.0,-634000000.0,1012000000.0,644000000.0,916000000.0,342000000.0,740000000.0,654000000.0,301000000.0,694000000.0,830000000.0,839000000.0,692000000.0,307000000.0,134000000.0
IncreaseDecreaseInInventories / USD,833000000.0,825000000.0,389000000.0,313000000.0,1050000000.0,96000000.0,-48000000.0,27000000.0,-721000000.0,604000000.0,779000000.0,-721000000.0,817000000.0,-86000000.0,927000000.0,497000000.0,287000000.0,501000000.0,502000000.0,501000000.0,324000000.0,492000000.0,-77000000.0,452000000.0,446000000.0,355000000.0,225000000.0,568000000.0,225000000.0,506000000.0,190000000.0,-8000000.0,519000000.0,386000000.0,94000000.0,-313000000.0,287000000.0,247000000.0,145000000.0,-116000000.0,357000000.0,-116000000.0,457000000.0,457000000.0,-71000000.0,494000000.0,531000000.0,601000000.0,188000000.0,188000000.0,549000000.0,533000000.0,533000000.0,239000000.0,137000000.0,217000000.0,399000000.0,637000000.0,409000000.0,840000000.0,1252000000.0,309000000.0,893000000.0,655000000.0,503000000.0,1247000000.0,142000000.0,32000000.0,47000000.0,119000000.0,188000000.0
IncreaseDecreaseInOtherOperatingCapitalNet / USD,-384000000.0,150000000.0,151000000.0,257000000.0,1270000000.0,-398000000.0,-312000000.0,43000000.0,758000000.0,-19000000.0,671000000.0,780000000.0,831000000.0,356000000.0,-166000000.0,-230000000.0,-131000000.0,1221000000.0,-397000000.0,1221000000.0,-556000000.0,-483000000.0,444000000.0,731000000.0,859000000.0,1005000000.0,-68000000.0,316000000.0,-68000000.0,164000000.0,823000000.0,1557000000.0,-141000000.0,-374000000.0,-167000000.0,976000000.0,-135000000.0,-152000000.0,-219000000.0,-204000000.0,30000000.0,-204000000.0,-2524000000.0,-2331000000.0,43000000.0,84000000.0,370000000.0,537000000.0,-2000000000.0,-2000000000.0,35000000.0,55000000.0,58000000.0,973000000.0,30000000.0,14000000.0,92000000.0,710000000.0,178000000.0,84000000.0,131000000.0,369000000.0,454000000.0,535000000.0,839000000.0,635000000.0,671000000.0,704000000.0,1196000000.0,,
IncrementalCommonSharesAttributableToConversionOfPreferredStock / shares,,,,,144200000.0,,,,139200000.0,,,139200000.0,,134000000.0,,,,128500000.0,,128500000.0,,,123900000.0,113400000.0,,112700000.0,116800000.0,110200000.0,116800000.0,109700000.0,109100000.0,112300000.0,105700000.0,105200000.0,104600000.0,108600000.0,101000000.0,100500000.0,99900000.0,103900000.0,96600000.0,103900000.0,96000000.0,95400000.0,99300000.0,91900000.0,91300000.0,90800000.0,94900000.0,94900000.0,87400000.0,86900000.0,86400000.0,0.0,83900000.0,83500000.0,83100000.0,86000000.0,80500000.0,80100000.0,79700000.0,82700000.0,77400000.0,77000000.0,76700000.0,79300000.0,74600000.0,74300000.0,73900000.0,76300000.0,71900000.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,,,,,91800000.0,,,,62700000.0,,,62700000.0,,64500000.0,,,,69400000.0,,69400000.0,,,66000000.0,75700000.0,,73700000.0,70900000.0,67200000.0,70900000.0,68900000.0,66800000.0,72600000.0,41700000.0,41100000.0,41800000.0,63300000.0,47200000.0,44100000.0,44000000.0,41600000.0,43500000.0,41600000.0,41900000.0,37500000.0,43000000.0,24400000.0,28500000.0,32000000.0,32500000.0,32500000.0,56100000.0,56400000.0,54800000.0,35900000.0,55300000.0,55900000.0,53600000.0,52700000.0,50300000.0,50800000.0,50700000.0,52500000.0,40700000.0,39700000.0,39100000.0,49500000.0,40600000.0,38500000.0,38400000.0,39400000.0,37900000.0
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,,,,,,,,,26519000000.0,,,26519000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19646000000.0,19552000000.0,19605000000.0,,19715000000.0
IntangibleAssetsGrossExcludingGoodwill / USD,,,,,,,,,,,,,,,,,,,36811000000.0,,36839000000.0,36652000000.0,36495000000.0,35431000000.0,32551000000.0,31924000000.0,36057000000.0,29136000000.0,33144000000.0,28982000000.0,29235000000.0,29346000000.0,29319000000.0,28888000000.0,28910000000.0,29367000000.0,29218000000.0,29262000000.0,29258000000.0,29042000000.0,29103000000.0,29042000000.0,31198000000.0,31174000000.0,29058000000.0,29445000000.0,29536000000.0,29462000000.0,29591000000.0,29591000000.0,29663000000.0,29841000000.0,29663000000.0,29522000000.0,29653000000.0,29736000000.0,30175000000.0,29742000000.0,29749000000.0,29862000000.0,30167000000.0,29952000000.0,29945000000.0,28746000000.0,28691000000.0,30039000000.0,28754000000.0,28517000000.0,28652000000.0,28605000000.0,28896000000.0
IntangibleAssetsNetExcludingGoodwill / USD,32606000000.0,32606000000.0,34233000000.0,32606000000.0,32606000000.0,31636000000.0,31636000000.0,31636000000.0,31636000000.0,32620000000.0,32620000000.0,31636000000.0,32620000000.0,32620000000.0,30988000000.0,30988000000.0,30988000000.0,30988000000.0,31572000000.0,30988000000.0,31572000000.0,31572000000.0,31572000000.0,30843000000.0,30843000000.0,30843000000.0,30843000000.0,25010000000.0,28729000000.0,25010000000.0,25010000000.0,25010000000.0,24527000000.0,24527000000.0,24527000000.0,24527000000.0,24187000000.0,24187000000.0,24187000000.0,24187000000.0,23902000000.0,24187000000.0,23902000000.0,23902000000.0,23902000000.0,24215000000.0,24215000000.0,24215000000.0,24215000000.0,24215000000.0,23792000000.0,23792000000.0,23792000000.0,23792000000.0,23642000000.0,23642000000.0,23642000000.0,23642000000.0,23679000000.0,23679000000.0,23679000000.0,23679000000.0,23783000000.0,23783000000.0,23783000000.0,23783000000.0,22047000000.0,22047000000.0,22047000000.0,22047000000.0,21910000000.0
InterestExpenseNonoperating / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439000000.0,225000000.0,472000000.0,705000000.0,756000000.0,238000000.0
InterestPaidNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451000000.0,,,,721000000.0,
InterestPayableCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235000000.0,,,,282000000.0,
InventoryFinishedGoodsNetOfReserves / USD,,,,,,,,,,,,,4509000000.0,,4296000000.0,4296000000.0,4296000000.0,,4483000000.0,,4483000000.0,4483000000.0,,4333000000.0,4333000000.0,4333000000.0,,3188000000.0,,3188000000.0,3188000000.0,,2965000000.0,2965000000.0,2965000000.0,,2787000000.0,2787000000.0,2787000000.0,,2815000000.0,,2815000000.0,2815000000.0,,3116000000.0,3116000000.0,3116000000.0,,,3410000000.0,3410000000.0,3410000000.0,3410000000.0,3619000000.0,3619000000.0,3619000000.0,3619000000.0,3900000000.0,3900000000.0,3900000000.0,3900000000.0,4254000000.0,4254000000.0,4254000000.0,4254000000.0,4470000000.0,4470000000.0,4470000000.0,4470000000.0,4516000000.0
InventoryNet / USD,6880000000.0,6880000000.0,8416000000.0,6880000000.0,6880000000.0,6384000000.0,6384000000.0,6384000000.0,6384000000.0,7379000000.0,7379000000.0,6384000000.0,7379000000.0,7379000000.0,6721000000.0,6721000000.0,6721000000.0,6721000000.0,6909000000.0,6721000000.0,6909000000.0,6909000000.0,6909000000.0,6759000000.0,6759000000.0,6759000000.0,6759000000.0,4979000000.0,6206000000.0,4979000000.0,4979000000.0,4979000000.0,4716000000.0,4716000000.0,4716000000.0,4716000000.0,4624000000.0,4624000000.0,4624000000.0,4624000000.0,4738000000.0,4624000000.0,4738000000.0,4738000000.0,4738000000.0,5017000000.0,5017000000.0,5017000000.0,5017000000.0,5017000000.0,5498000000.0,5498000000.0,5498000000.0,5498000000.0,5983000000.0,5983000000.0,5983000000.0,5983000000.0,6924000000.0,6924000000.0,6924000000.0,6924000000.0,7073000000.0,7073000000.0,7073000000.0,7073000000.0,7016000000.0,7016000000.0,7016000000.0,7016000000.0,7551000000.0
InventoryRawMaterialsAndSuppliesNetOfReserves / USD,,,,,,,,,,,,,2153000000.0,,1740000000.0,1740000000.0,1740000000.0,,1704000000.0,,1704000000.0,1704000000.0,,1742000000.0,1742000000.0,1742000000.0,,1266000000.0,,1266000000.0,1266000000.0,,1188000000.0,1188000000.0,1188000000.0,,1308000000.0,1308000000.0,1308000000.0,,1335000000.0,,1335000000.0,1335000000.0,,1289000000.0,1289000000.0,1289000000.0,,,1414000000.0,1414000000.0,1414000000.0,1414000000.0,1645000000.0,1645000000.0,1645000000.0,1645000000.0,2168000000.0,2168000000.0,2168000000.0,2168000000.0,1863000000.0,1863000000.0,1863000000.0,1863000000.0,1617000000.0,1617000000.0,1617000000.0,1617000000.0,2022000000.0
InventoryWorkInProcessNetOfReserves / USD,,,,,,,,,,,,,717000000.0,,685000000.0,685000000.0,685000000.0,,722000000.0,,722000000.0,722000000.0,,684000000.0,684000000.0,684000000.0,,525000000.0,,525000000.0,525000000.0,,563000000.0,563000000.0,563000000.0,,529000000.0,529000000.0,529000000.0,,588000000.0,,588000000.0,588000000.0,,612000000.0,612000000.0,612000000.0,,,674000000.0,674000000.0,674000000.0,674000000.0,719000000.0,719000000.0,719000000.0,719000000.0,856000000.0,856000000.0,856000000.0,856000000.0,956000000.0,956000000.0,956000000.0,956000000.0,929000000.0,929000000.0,929000000.0,929000000.0,1012000000.0
InvestmentIncomeInterest / USD,,,,,,,,,,,,,,,,,,62000000.0,19000000.0,62000000.0,38000000.0,59000000.0,77000000.0,21000000.0,44000000.0,73000000.0,88000000.0,31000000.0,85000000.0,65000000.0,103000000.0,99000000.0,44000000.0,102000000.0,135000000.0,149000000.0,35000000.0,77000000.0,123000000.0,182000000.0,49000000.0,182000000.0,115000000.0,184000000.0,171000000.0,53000000.0,116000000.0,168000000.0,247000000.0,247000000.0,58000000.0,94000000.0,133000000.0,220000000.0,10000000.0,19000000.0,30000000.0,155000000.0,11000000.0,21000000.0,30000000.0,45000000.0,42000000.0,108000000.0,191000000.0,51000000.0,128000000.0,262000000.0,366000000.0,307000000.0,135000000.0
LeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347000000.0,,,,347000000.0,,,,320000000.0,,,,309000000.0,,,,308000000.0,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064000000.0,1073000000.0,1023000000.0,1023000000.0,1023000000.0,,,,953000000.0,,,,885000000.0,,,,911000000.0,,,,1031000000.0,,,,1079000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueAfterRollingYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215000000.0,199000000.0,212000000.0,212000000.0,,,,210000000.0,,,,209000000.0,,,,196000000.0,,,,190000000.0,,,,198000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105000000.0,93000000.0,86000000.0,86000000.0,,,,69000000.0,,,,64000000.0,,,,71000000.0,,,,105000000.0,,,,97000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearFour / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139000000.0,134000000.0,134000000.0,134000000.0,,,,106000000.0,,,,92000000.0,,,,100000000.0,,,,122000000.0,,,,143000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearThree / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163000000.0,159000000.0,161000000.0,161000000.0,,,,157000000.0,,,,135000000.0,,,,137000000.0,,,,164000000.0,,,,170000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177000000.0,200000000.0,193000000.0,191000000.0,191000000.0,,,,192000000.0,,,,179000000.0,,,,185000000.0,,,,206000000.0,,,,216000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueNextRollingTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263000000.0,251000000.0,245000000.0,239000000.0,239000000.0,,,,219000000.0,,,,206000000.0,,,,222000000.0,,,,244000000.0,,,,255000000.0,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171000000.0,146000000.0,133000000.0,132000000.0,132000000.0,,,,103000000.0,,,,85000000.0,,,,94000000.0,,,,122000000.0,,,,123000000.0,
Liabilities / USD,71451000000.0,71451000000.0,74208000000.0,71451000000.0,71451000000.0,66733000000.0,66733000000.0,66733000000.0,66733000000.0,70353000000.0,70353000000.0,66733000000.0,70353000000.0,70353000000.0,68209000000.0,68209000000.0,68209000000.0,68209000000.0,70554000000.0,68209000000.0,70554000000.0,70554000000.0,70554000000.0,74290000000.0,74290000000.0,74290000000.0,74290000000.0,66445000000.0,74290000000.0,66445000000.0,66445000000.0,66445000000.0,69153000000.0,69153000000.0,69153000000.0,69153000000.0,64628000000.0,64628000000.0,64628000000.0,64628000000.0,65427000000.0,64628000000.0,65427000000.0,65427000000.0,65427000000.0,67516000000.0,67516000000.0,67516000000.0,67516000000.0,67516000000.0,73822000000.0,73822000000.0,73822000000.0,73822000000.0,72653000000.0,72653000000.0,72653000000.0,72653000000.0,70354000000.0,70354000000.0,70354000000.0,70354000000.0,73764000000.0,73764000000.0,73764000000.0,73764000000.0,71811000000.0,71811000000.0,71811000000.0,71811000000.0,72946000000.0
LiabilitiesAndStockholdersEquity / USD,134833000000.0,134833000000.0,143992000000.0,134833000000.0,134833000000.0,128172000000.0,128172000000.0,128172000000.0,128172000000.0,138354000000.0,138354000000.0,128172000000.0,138354000000.0,138354000000.0,132244000000.0,132244000000.0,132244000000.0,132244000000.0,139263000000.0,132244000000.0,139263000000.0,139263000000.0,139263000000.0,144266000000.0,144266000000.0,144266000000.0,144266000000.0,129495000000.0,144266000000.0,129495000000.0,129495000000.0,129495000000.0,127136000000.0,127136000000.0,127136000000.0,127136000000.0,120406000000.0,120406000000.0,120406000000.0,120406000000.0,118310000000.0,120406000000.0,118310000000.0,118310000000.0,118310000000.0,115095000000.0,115095000000.0,115095000000.0,115095000000.0,115095000000.0,120700000000.0,120700000000.0,120700000000.0,120700000000.0,119307000000.0,119307000000.0,119307000000.0,119307000000.0,117208000000.0,117208000000.0,117208000000.0,117208000000.0,120829000000.0,120829000000.0,120829000000.0,120829000000.0,122370000000.0,122370000000.0,122370000000.0,122370000000.0,125231000000.0
LiabilitiesCurrent / USD,30901000000.0,30901000000.0,30958000000.0,30901000000.0,30901000000.0,24282000000.0,24282000000.0,24282000000.0,24282000000.0,27293000000.0,27293000000.0,24282000000.0,27293000000.0,27293000000.0,24907000000.0,24907000000.0,24907000000.0,24907000000.0,30037000000.0,24907000000.0,30037000000.0,30037000000.0,30037000000.0,33726000000.0,33726000000.0,33726000000.0,33726000000.0,29790000000.0,33726000000.0,29790000000.0,29790000000.0,29790000000.0,30770000000.0,30770000000.0,30770000000.0,30770000000.0,30210000000.0,30210000000.0,30210000000.0,30210000000.0,28237000000.0,30210000000.0,28237000000.0,28237000000.0,28237000000.0,30011000000.0,30011000000.0,30011000000.0,30011000000.0,30011000000.0,32976000000.0,32976000000.0,32976000000.0,32976000000.0,33132000000.0,33132000000.0,33132000000.0,33132000000.0,33081000000.0,33081000000.0,33081000000.0,33081000000.0,35756000000.0,35756000000.0,35756000000.0,35756000000.0,33627000000.0,33627000000.0,33627000000.0,33627000000.0,36058000000.0
LiabilityForUncertainTaxPositionsNoncurrent / USD,,,,,2705000000.0,,,,2381000000.0,,,2381000000.0,,2326000000.0,,,,2245000000.0,,2245000000.0,,,2002000000.0,,,,1843000000.0,,1843000000.0,,,1016000000.0,,,,952000000.0,,,,564000000.0,,564000000.0,,,581000000.0,,,,472000000.0,472000000.0,,,,580000000.0,,,,794000000.0,,,,752000000.0,,,,622000000.0,,,,723000000.0,
LongTermDebtCurrent / USD,,,,,6941000000.0,,,,564000000.0,,,564000000.0,,2994000000.0,,,,4083000000.0,,4083000000.0,,,4506000000.0,,,,4307000000.0,,4307000000.0,,,2772000000.0,,,,2760000000.0,,,,1676000000.0,,1676000000.0,,,1772000000.0,,,,3388000000.0,3388000000.0,,,,2508000000.0,,,,3620000000.0,,,,3647000000.0,,,,3951000000.0,,,,3838000000.0,
LongTermDebtFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23127000000.0,23127000000.0,24362000000.0,24362000000.0,24362000000.0,24362000000.0,21396000000.0,21396000000.0,21396000000.0,21396000000.0,23402000000.0,21396000000.0,23402000000.0,,23402000000.0,,,,25400000000.0,25400000000.0,,,,29000000000.0,,,,28800000000.0,,,,25700000000.0,,,,26900000000.0,27700000000.0,27700000000.0,27700000000.0,27700000000.0,29500000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,,,564000000.0,,,,2994000000.0,,,2994000000.0,,4083000000.0,,,,4506000000.0,,4506000000.0,,,4307000000.0,,,,2772000000.0,,2772000000.0,,,2760000000.0,,,,1676000000.0,,,,1772000000.0,,1772000000.0,,,3388000000.0,,,,2508000000.0,2508000000.0,,,,3620000000.0,,,,3647000000.0,,,,3951000000.0,,,,3838000000.0,,,,5377000000.0,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,,,,2897000000.0,,,,2300000000.0,,,2300000000.0,,1093000000.0,,,,1531000000.0,,1531000000.0,,,2357000000.0,,,,1929000000.0,,1929000000.0,,,1387000000.0,,,,2890000000.0,,,,2498000000.0,,2498000000.0,,,2461000000.0,,,,2743000000.0,2743000000.0,,,,2721000000.0,,,,3686000000.0,,,,1380000000.0,,,,1867000000.0,,,,3996000000.0,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,,,,1924000000.0,,,,3021000000.0,,,3021000000.0,,2404000000.0,,,,1085000000.0,,1085000000.0,,,1605000000.0,,,,2355000000.0,,2353000000.0,,,2099000000.0,,,,1411000000.0,,,,2839000000.0,,2839000000.0,,,2465000000.0,,,,2481000000.0,2481000000.0,,,,2136000000.0,,,,2713000000.0,,,,4368000000.0,,,,2074000000.0,,,,2027000000.0,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,,,,3051000000.0,,,,2229000000.0,,,2229000000.0,,4082000000.0,,,,2379000000.0,,2379000000.0,,,2123000000.0,,,,1330000000.0,,1330000000.0,,,2357000000.0,,,,2010000000.0,,,,2034000000.0,,2034000000.0,,,2840000000.0,,,,2425000000.0,2425000000.0,,,,2537000000.0,,,,1879000000.0,,,,3364000000.0,,,,4350000000.0,,,,2142000000.0,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,,,,2304000000.0,,,,3839000000.0,,,3839000000.0,,3013000000.0,,,,3798000000.0,,3798000000.0,,,2356000000.0,,,,2094000000.0,,2094000000.0,,,1323000000.0,,,,1111000000.0,,,,2621000000.0,,2621000000.0,,,2009000000.0,,,,2830000000.0,2830000000.0,,,,2470000000.0,,,,2298000000.0,,,,1954000000.0,,,,3367000000.0,,,,4606000000.0,
LongTermDebtNoncurrent / USD,20652000000.0,20652000000.0,23581000000.0,20652000000.0,20652000000.0,21360000000.0,21360000000.0,21360000000.0,21360000000.0,22033000000.0,22033000000.0,21360000000.0,22033000000.0,22033000000.0,21080000000.0,21080000000.0,21080000000.0,21080000000.0,19111000000.0,21080000000.0,19111000000.0,19111000000.0,19111000000.0,19811000000.0,19811000000.0,19811000000.0,19811000000.0,18327000000.0,19807000000.0,18327000000.0,18327000000.0,18327000000.0,18945000000.0,18945000000.0,18945000000.0,18945000000.0,18038000000.0,18038000000.0,18038000000.0,18038000000.0,20863000000.0,18038000000.0,20863000000.0,20863000000.0,20863000000.0,20395000000.0,20395000000.0,20395000000.0,20395000000.0,20395000000.0,23537000000.0,23537000000.0,23537000000.0,23537000000.0,23099000000.0,23099000000.0,23099000000.0,23099000000.0,22848000000.0,22848000000.0,22848000000.0,22848000000.0,24378000000.0,24378000000.0,24378000000.0,24378000000.0,25269000000.0,25269000000.0,25269000000.0,25269000000.0,24995000000.0
LongtermDebtWeightedAverageInterestRate / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,,0.032,,,0.032,,,,0.031,,,,0.026,,0.026,,,0.025,,,,0.024,0.024,,,,0.023,,,,0.02,,,,0.022,,,,0.029,,,,0.032,
MinorityInterest / USD,283000000.0,283000000.0,290000000.0,283000000.0,283000000.0,324000000.0,324000000.0,324000000.0,324000000.0,361000000.0,361000000.0,324000000.0,361000000.0,361000000.0,596000000.0,596000000.0,596000000.0,596000000.0,645000000.0,596000000.0,645000000.0,645000000.0,645000000.0,762000000.0,762000000.0,762000000.0,762000000.0,631000000.0,762000000.0,631000000.0,631000000.0,631000000.0,642000000.0,642000000.0,642000000.0,642000000.0,594000000.0,594000000.0,594000000.0,594000000.0,590000000.0,594000000.0,590000000.0,590000000.0,590000000.0,385000000.0,385000000.0,385000000.0,385000000.0,385000000.0,357000000.0,357000000.0,357000000.0,357000000.0,276000000.0,276000000.0,276000000.0,276000000.0,265000000.0,265000000.0,265000000.0,265000000.0,288000000.0,288000000.0,288000000.0,288000000.0,272000000.0,272000000.0,272000000.0,272000000.0,272000000.0
