fact_unit,2019-03-18,2019-05-10,2019-08-09,2019-11-06,2020-02-05,2020-05-07,2020-08-10,2020-11-03,2021-02-09,2021-05-06,2021-08-10,2021-11-04,2022-02-09,2022-05-10,2022-08-12,2022-11-01,2023-02-08,2023-05-09,2023-08-11,2023-11-02,2024-02-07,2024-05-08,2024-08-08,2024-11-04,2025-02-04,2025-05-12,2025-08-06,2025-10-30
Assets / USD,13121000000.0,13121000000.0,13121000000.0,19509000000.0,19509000000.0,19509000000.0,19509000000.0,21750000000.0,21750000000.0,21750000000.0,21750000000.0,22926000000.0,22926000000.0,22926000000.0,22926000000.0,22185000000.0,22185000000.0,22185000000.0,22185000000.0,21866000000.0,21866000000.0,21866000000.0,21866000000.0,21972000000.0,21972000000.0,21972000000.0,21972000000.0,23195000000.0
AssetsCurrent / USD,5580000000.0,5580000000.0,5580000000.0,6478000000.0,6478000000.0,6478000000.0,6478000000.0,7486000000.0,7486000000.0,7486000000.0,7486000000.0,8749000000.0,8749000000.0,8749000000.0,8749000000.0,8281000000.0,8281000000.0,8281000000.0,8281000000.0,7257000000.0,7257000000.0,7257000000.0,7257000000.0,7501000000.0,7501000000.0,7501000000.0,7501000000.0,8429000000.0
AssetsHeldInTrust / USD,265000000.0,265000000.0,265000000.0,249000000.0,249000000.0,249000000.0,249000000.0,247000000.0,247000000.0,247000000.0,247000000.0,304000000.0,304000000.0,304000000.0,304000000.0,270000000.0,270000000.0,270000000.0,270000000.0,276000000.0,276000000.0,276000000.0,276000000.0,,,,266000000.0,
AssetsHeldInTrustNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,276000000.0,247000000.0,247000000.0,247000000.0,247000000.0,246000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,37000000.0,2500000000.0,2500000000.0,2500000000.0,19000000.0,3234000000.0,3234000000.0,3234000000.0,2500000000.0,4645000000.0,4645000000.0,4645000000.0,3234000000.0,5886000000.0,5886000000.0,5886000000.0,4645000000.0,5200000000.0,5200000000.0,5200000000.0,5886000000.0,4272000000.0,4272000000.0,4272000000.0,5200000000.0,4319000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,416000000.0,-143000000.0,1120000000.0,1411000000.0,-475000000.0,-1631000000.0,-1252000000.0,1241000000.0,-250000000.0,-1142000000.0,-1054000000.0,-686000000.0,-443000000.0,-150000000.0,-481000000.0,-928000000.0,-267000000.0
ComprehensiveIncomeNetOfTax / USD,1439000000.0,1801000000.0,1382000000.0,605000000.0,615000000.0,1146000000.0,2327000000.0,503000000.0,811000000.0,894000000.0,1506000000.0,1115000000.0,1346000000.0,1922000000.0,890000000.0,707000000.0,630000000.0,916000000.0,2249000000.0,603000000.0,925000000.0,877000000.0,1297000000.0,405000000.0,519000000.0,1186000000.0,1316000000.0,831000000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,1462000000.0,1833000000.0,1419000000.0,616000000.0,642000000.0,1183000000.0,2368000000.0,517000000.0,839000000.0,934000000.0,1554000000.0,1126000000.0,1363000000.0,1954000000.0,953000000.0,714000000.0,649000000.0,942000000.0,2300000000.0,611000000.0,941000000.0,897000000.0,1325000000.0,413000000.0,533000000.0,1238000000.0,1330000000.0,836000000.0
ContractWithCustomerLiabilityCurrent / USD,147000000.0,147000000.0,147000000.0,169000000.0,169000000.0,169000000.0,169000000.0,152000000.0,152000000.0,152000000.0,152000000.0,196000000.0,196000000.0,196000000.0,196000000.0,209000000.0,209000000.0,209000000.0,209000000.0,160000000.0,160000000.0,160000000.0,160000000.0,180000000.0,180000000.0,180000000.0,180000000.0,299000000.0
ContractualObligation / USD,32000000000.0,32000000000.0,40578000000.0,41000000000.0,41000000000.0,41000000000.0,37332000000.0,,37000000000.0,37000000000.0,47203000000.0,47000000000.0,47000000000.0,47000000000.0,42119000000.0,42000000000.0,42000000000.0,42000000000.0,39397000000.0,39000000000.0,39000000000.0,39000000000.0,38323000000.0,38000000000.0,38000000000.0,38000000000.0,35186000000.0,35000000000.0
ContractualObligationDueAfterFifthYear / USD,,,14963000000.0,,,,15477000000.0,,,,22413000000.0,,,,18627000000.0,,,,15429000000.0,,,,11436000000.0,,,,5521000000.0,
ContractualObligationDueInFourthAndFifthYear / USD,,,5920000000.0,,,,6379000000.0,,,,8261000000.0,,,,7901000000.0,,,,8182000000.0,,,,11307000000.0,,,,12702000000.0,
ContractualObligationDueInNextTwelveMonths / USD,,,4892000000.0,,,,5006000000.0,,,,6291000000.0,,,,5336000000.0,,,,6670000000.0,,,,5903000000.0,,,,6130000000.0,
ContractualObligationDueInSecondAndThirdYear / USD,,,14803000000.0,,,,10470000000.0,,,,10238000000.0,,,,10255000000.0,,,,9116000000.0,,,,9677000000.0,,,,10833000000.0,
CurrentFederalStateAndLocalTaxExpenseBenefit / USD,,,740000000.0,,,,545000000.0,,,,195000000.0,,,,119000000.0,,,,183000000.0,,,,119000000.0,,,,162000000.0,
CurrentFederalTaxExpenseBenefit / USD,,,638000000.0,,,,481000000.0,,,,127000000.0,,,,110000000.0,,,,181000000.0,,,,88000000.0,,,,127000000.0,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,102000000.0,,,,64000000.0,,,,68000000.0,,,,9000000.0,,,,2000000.0,,,,31000000.0,,,,35000000.0,
DebtInstrumentCarryingAmount / USD,,,6800000000.0,,,,6800000000.0,,,,8000000000.0,,,,8000000000.0,,,,7250000000.0,,,,7250000000.0,,,,7250000000.0,
DeconsolidationGainOrLossAmount / USD,,,,,,,,,,,,,,,,,,,,,,0.0,45000000.0,,,167000000.0,0.0,
DeferredFinanceCostsNet / USD,,,,,,,49000000.0,,,,54000000.0,,,,49000000.0,,,,44000000.0,,,,40000000.0,,,,53000000.0,
DeferredIncomeTaxAssetsNet / USD,,,,,,4651000000.0,4651000000.0,4358000000.0,4358000000.0,4358000000.0,4358000000.0,3822000000.0,3822000000.0,3822000000.0,3822000000.0,3440000000.0,3440000000.0,3440000000.0,3440000000.0,3090000000.0,3090000000.0,3090000000.0,3090000000.0,2878000000.0,2878000000.0,2878000000.0,2878000000.0,2721000000.0
DeferredIncomeTaxExpenseBenefit / USD,-580000000.0,-563000000.0,92000000.0,72000000.0,57000000.0,322000000.0,-603000000.0,165000000.0,246000000.0,255000000.0,386000000.0,391000000.0,421000000.0,528000000.0,283000000.0,168000000.0,143000000.0,195000000.0,534000000.0,104000000.0,152000000.0,234000000.0,342000000.0,47000000.0,29000000.0,152000000.0,321000000.0,103000000.0
DeferredIncomeTaxLiabilities / USD,,,1251000000.0,,,,164000000.0,,,,243000000.0,,,,222000000.0,,,,226000000.0,,,,269000000.0,,,,296000000.0,
DeferredTaxAssetsGross / USD,,,225000000.0,,,,4821000000.0,,,,4619000000.0,,,,4066000000.0,,,,3693000000.0,,,,3425000000.0,,,,3288000000.0,
DeferredTaxAssetsLiabilitiesNet / USD,,1071000000.0,4651000000.0,,,,4651000000.0,,,,4356000000.0,,,,3820000000.0,,,,3433000000.0,,,,3084000000.0,,,,2873000000.0,
DeferredTaxAssetsOperatingLossCarryforwards / USD,,,11000000.0,,,,107000000.0,,,,28000000.0,,,,18000000.0,,,,31000000.0,,,,37000000.0,,,,38000000.0,
DeferredTaxAssetsOther / USD,,,65000000.0,,,,68000000.0,,,,120000000.0,,,,117000000.0,,,,104000000.0,,,,179000000.0,,,,238000000.0,
DeferredTaxAssetsTaxCreditCarryforwards / USD,,,,,,,,,,,,,,,,,,,,,,,9000000.0,,,,96000000.0,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost / USD,,,44000000.0,,,,17000000.0,,,,31000000.0,,,,33000000.0,,,,30000000.0,,,,34000000.0,,,,39000000.0,
DeferredTaxAssetsValuationAllowance / USD,,,45000000.0,,,,6000000.0,,,,20000000.0,,,,24000000.0,,,,34000000.0,,,,72000000.0,,,,119000000.0,
DeferredTaxLiabilitiesLeasingArrangements / USD,,,,,,,0.0,,,,133000000.0,,,,114000000.0,,,,116000000.0,,,,229000000.0,,,,220000000.0,
DeferredTaxLiabilitiesOther / USD,,,,,,,2000000.0,,,,2000000.0,,,,2000000.0,,,,7000000.0,,,,6000000.0,,,,5000000.0,
DefinedBenefitPlanAmountsRecognizedInBalanceSheet / USD,,,-558000000.0,,,,-725000000.0,,,,-598000000.0,,,,461000000.0,,,,374000000.0,,,,309000000.0,,,,295000000.0,
DefinedBenefitPlanNetPeriodicBenefitCost / USD,,89000000.0,,13000000.0,27000000.0,40000000.0,,14000000.0,27000000.0,41000000.0,,17000000.0,34000000.0,51000000.0,,14000000.0,27000000.0,41000000.0,,16000000.0,32000000.0,48000000.0,,13000000.0,27000000.0,40000000.0,,9000000.0
DefinedContributionPlanEmployerDiscretionaryContributionAmount / USD,,,34000000.0,,,,38000000.0,,,,39000000.0,,,,44000000.0,,,,49000000.0,,,,58000000.0,,,,68000000.0,
DepreciationAndAmortization / USD,83000000.0,126000000.0,169000000.0,43000000.0,94000000.0,152000000.0,171000000.0,50000000.0,107000000.0,164000000.0,212000000.0,68000000.0,138000000.0,216000000.0,258000000.0,79000000.0,172000000.0,264000000.0,300000000.0,99000000.0,202000000.0,308000000.0,363000000.0,96000000.0,193000000.0,291000000.0,411000000.0,91000000.0
Dividends / USD,,,143000000.0,143000000.0,143000000.0,282000000.0,143000000.0,143000000.0,143000000.0,282000000.0,143000000.0,138000000.0,138000000.0,272000000.0,282000000.0,138000000.0,138000000.0,273000000.0,272000000.0,137000000.0,137000000.0,265000000.0,273000000.0,127000000.0,127000000.0,,,
DividendsCommonStock / USD,,,,,,,,,,,,,,,,,,,,,,,,,,250000000.0,265000000.0,124000000.0
EarningsPerShareBasic / USD/shares,,,,,0.99,1.84,3.52,,1.29,1.43,2.57,1.83,2.22,3.19,1.63,1.22,1.08,1.58,3.64,1.1,1.68,1.61,2.13,0.83,1.06,2.45,2.34,1.79
EarningsPerShareDiluted / USD/shares,,,,,0.99,1.84,3.52,,1.28,1.42,2.57,1.83,2.21,3.17,1.62,1.21,1.07,1.57,3.61,1.1,1.68,1.6,2.11,0.82,1.06,2.44,2.33,1.78
EffectiveIncomeTaxRateContinuingOperations / pure,,0.24,0.37,,,,-0.03,,,,0.25,,,,0.25,,,,0.24,,,,0.27,,,,0.28,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,,,0.35,,,,0.35,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,,0.21,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance / pure,,,0.01,,,,-0.03,,,,0.01,,,,0.01,,,,0.0,,,,0.0,,,,0.02,
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate / pure,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.01,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost / pure,,,,,,,0.0,,,,0.02,,,,0.02,,,,0.01,,,,0.01,,,,0.0,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,,0.04,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized / USD,115000000.0,210000000.0,180000000.0,180000000.0,205000000.0,165000000.0,125000000.0,190000000.0,145000000.0,105000000.0,70000000.0,145000000.0,110000000.0,80000000.0,50000000.0,150000000.0,120000000.0,94000000.0,70000000.0,150000000.0,125000000.0,100000000.0,105000000.0,195000000.0,165000000.0,135000000.0,105000000.0,190000000.0
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,,14000000.0,,,,9000000.0,0.0,1000000.0,2000000.0,47000000.0,14000000.0,16000000.0,17000000.0,6000000.0,17000000.0,21000000.0,21000000.0,23000000.0,14000000.0,13000000.0,14000000.0,21000000.0,10000000.0,11000000.0,11000000.0,14000000.0,15000000.0
EquityMethodInvestmentDividendsOrDistributions / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
EquitySecuritiesFVNINoncurrent / USD,,,,,,,,,,,,788000000.0,788000000.0,788000000.0,,435000000.0,435000000.0,435000000.0,,884000000.0,884000000.0,884000000.0,,797000000.0,797000000.0,797000000.0,797000000.0,1200000000.0
EquitySecuritiesFvNiGainLoss / USD,,,,,,132000000.0,9000000.0,49000000.0,382000000.0,-185000000.0,268000000.0,121000000.0,341000000.0,384000000.0,14000000.0,63000000.0,-102000000.0,-293000000.0,258000000.0,21000000.0,135000000.0,320000000.0,-386000000.0,-171000000.0,-193000000.0,-110000000.0,403000000.0,236000000.0
FilmMonetizedOnItsOwnCapitalizedCost / USD,,,,,,,,,,,,,,,117000000.0,337000000.0,337000000.0,337000000.0,337000000.0,465000000.0,465000000.0,465000000.0,465000000.0,497000000.0,497000000.0,497000000.0,497000000.0,541000000.0
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,,,114000000.0,,129000000.0,129000000.0,129000000.0,,,,165000000.0,,,,226000000.0,,,,292000000.0,,,,366000000.0,,,,405000000.0,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,14000000.0,,,,61000000.0,,,,56000000.0,,,,,,,,46000000.0,,,,33000000.0,,,,37000000.0,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,4000000.0,,,,26000000.0,,,,27000000.0,,,,33000000.0,,,,23000000.0,,,,17000000.0,,,,14000000.0,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,4000000.0,,,,31000000.0,,,,28000000.0,,,,34000000.0,,,,29000000.0,,,,23000000.0,,,,22000000.0,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,4000000.0,,,,48000000.0,,,,35000000.0,,,,47000000.0,,,,32000000.0,,,,29000000.0,,,,29000000.0,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,14000000.0,,,,52000000.0,,,,52000000.0,,,,65000000.0,,,,33000000.0,,,,32000000.0,,,,35000000.0,
FiniteLivedIntangibleAssetsNet / USD,,,57000000.0,,42000000.0,42000000.0,42000000.0,,,,42000000.0,,,,306000000.0,,,,262000000.0,,,,265000000.0,,,,192000000.0,
FinitelivedIntangibleAssetsAcquired1 / USD,,,,,73000000.0,171000000.0,300000000.0,,,,300000000.0,,,,19000000.0,,,,71000000.0,,,,,,,,33000000.0,
Goodwill / USD,2747000000.0,2747000000.0,2747000000.0,2691000000.0,2691000000.0,2691000000.0,2691000000.0,3409000000.0,3409000000.0,3409000000.0,2691000000.0,3435000000.0,3435000000.0,3435000000.0,3409000000.0,3554000000.0,3554000000.0,3554000000.0,3435000000.0,3559000000.0,3559000000.0,3559000000.0,3554000000.0,3544000000.0,3544000000.0,3544000000.0,3559000000.0,3639000000.0
GoodwillAcquiredDuringPeriod / USD,,,,,300000000.0,409000000.0,729000000.0,,,,729000000.0,,,,32000000.0,,,,,,,,,,,,90000000.0,
GoodwillOtherIncreaseDecrease / USD,,,-56000000.0,,,,,,,,,,,,,,,,,,,,-15000000.0,,,,-15000000.0,
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,923000000.0,1577000000.0,2241000000.0,831000000.0,862000000.0,1568000000.0,2170000000.0,700000000.0,1119000000.0,1264000000.0,2224000000.0,1479000000.0,1783000000.0,2561000000.0,1464000000.0,952000000.0,857000000.0,1247000000.0,2918000000.0,845000000.0,1282000000.0,1231000000.0,1694000000.0,561000000.0,692000000.0,1653000000.0,1736000000.0,1113000000.0
IncomeLossFromEquityMethodInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,4000000.0,1000000.0,2000000.0,0.0,4000000.0,3000000.0
IncomeTaxExpenseBenefit / USD,-359000000.0,-171000000.0,832000000.0,216000000.0,223000000.0,390000000.0,-58000000.0,187000000.0,292000000.0,347000000.0,581000000.0,362000000.0,436000000.0,632000000.0,402000000.0,244000000.0,222000000.0,322000000.0,717000000.0,232000000.0,348000000.0,347000000.0,461000000.0,146000000.0,162000000.0,419000000.0,483000000.0,281000000.0
IncomeTaxesPaidNet / USD,,,,,0.0,0.0,0.0,6000000.0,35000000.0,75000000.0,4000000.0,86000000.0,92000000.0,132000000.0,88000000.0,66000000.0,155000000.0,204000000.0,225000000.0,8000000.0,179000000.0,239000000.0,209000000.0,2000000.0,91000000.0,148000000.0,245000000.0,21000000.0
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities / USD,,,-217000000.0,-52000000.0,-218000000.0,-133000000.0,-193000000.0,,,,231000000.0,,,,-87000000.0,-171000000.0,-214000000.0,-205000000.0,282000000.0,-127000000.0,-152000000.0,-200000000.0,-54000000.0,-187000000.0,-180000000.0,-178000000.0,-68000000.0,-110000000.0
IncreaseDecreaseInAccountsReceivableAndOtherOperatingAssets / USD,,,172000000.0,100000000.0,587000000.0,196000000.0,166000000.0,110000000.0,703000000.0,395000000.0,166000000.0,193000000.0,1011000000.0,382000000.0,-224000000.0,174000000.0,940000000.0,309000000.0,269000000.0,260000000.0,952000000.0,692000000.0,79000000.0,284000000.0,853000000.0,317000000.0,104000000.0,393000000.0
IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet / USD,,,,,,,,5000000.0,50000000.0,59000000.0,98000000.0,166000000.0,184000000.0,182000000.0,98000000.0,33000000.0,156000000.0,227000000.0,224000000.0,-87000000.0,68000000.0,238000000.0,249000000.0,27000000.0,117000000.0,87000000.0,243000000.0,-114000000.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,,,,,,,0.0,,,,0.0,,,,3000000.0,,,,4000000.0,,,,4000000.0,,,,2000000.0,
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,,,2809000000.0,,2809000000.0,2809000000.0,2809000000.0,,,,2809000000.0,,,,2892000000.0,,,,2892000000.0,,,,2892000000.0,,,,2892000000.0,
IndefinitelivedIntangibleAssetsAcquired / USD,,,,,,113000000.0,113000000.0,,,,113000000.0,,,,0.0,,,,0.0,,,,,,,,0.0,
IntangibleAssetsNetExcludingGoodwill / USD,2866000000.0,2866000000.0,2866000000.0,2851000000.0,2851000000.0,2851000000.0,2851000000.0,3198000000.0,3198000000.0,3198000000.0,2851000000.0,3154000000.0,3154000000.0,3154000000.0,3198000000.0,3157000000.0,3157000000.0,3157000000.0,3154000000.0,3084000000.0,3084000000.0,3084000000.0,3157000000.0,3038000000.0,3038000000.0,3038000000.0,3084000000.0,2969000000.0
IntangibleAssetsNetIncludingGoodwill / USD,,,5613000000.0,,5542000000.0,5542000000.0,5542000000.0,,,,6607000000.0,,,,6589000000.0,,,,6711000000.0,,,,6643000000.0,,,,6582000000.0,
InterestExpenseNonoperating / USD,,,,,,,,,,,,,,,,,,,,,,,377000000.0,91000000.0,210000000.0,309000000.0,349000000.0,102000000.0
InterestIncomeExpenseNonoperatingNet / USD,,,,,,,,,,,,,,,,,,,,,,,-371000000.0,-42000000.0,-114000000.0,-169000000.0,-218000000.0,-50000000.0
InterestPaidNet / USD,,,,7000000.0,29000000.0,39000000.0,28000000.0,171000000.0,191000000.0,355000000.0,39000000.0,169000000.0,206000000.0,370000000.0,355000000.0,168000000.0,200000000.0,363000000.0,390000000.0,151000000.0,174000000.0,324000000.0,383000000.0,158000000.0,187000000.0,338000000.0,345000000.0,133000000.0
InventoryNet / USD,1180000000.0,1180000000.0,1180000000.0,1129000000.0,1129000000.0,1129000000.0,1129000000.0,856000000.0,856000000.0,856000000.0,856000000.0,729000000.0,729000000.0,729000000.0,729000000.0,791000000.0,791000000.0,791000000.0,791000000.0,543000000.0,543000000.0,543000000.0,543000000.0,626000000.0,626000000.0,626000000.0,626000000.0,432000000.0
InventoryNoncurrent / USD,121000000.0,121000000.0,121000000.0,205000000.0,205000000.0,205000000.0,205000000.0,202000000.0,202000000.0,202000000.0,202000000.0,199000000.0,199000000.0,199000000.0,199000000.0,521000000.0,521000000.0,521000000.0,521000000.0,642000000.0,642000000.0,642000000.0,642000000.0,712000000.0,712000000.0,712000000.0,712000000.0,742000000.0
InvestmentIncomeInterest / USD,,0.0,0.0,0.0,0.0,19000000.0,0.0,17000000.0,25000000.0,33000000.0,41000000.0,,,,,,,,,,,,6000000.0,49000000.0,96000000.0,140000000.0,131000000.0,52000000.0
LeaseCost / USD,,,,30000000.0,61000000.0,95000000.0,126000000.0,,,,126000000.0,,,,126000000.0,,,,126000000.0,,,,128000000.0,,,,145000000.0,
LeaseIncome / USD,,,,15000000.0,25000000.0,40000000.0,55000000.0,,,,55000000.0,,,,55000000.0,,,,50000000.0,,,,55000000.0,,,,55000000.0,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,695000000.0,659000000.0,651000000.0,668000000.0,,,,589000000.0,,,,606000000.0,,,,1554000000.0,,,,1470000000.0,,,,1349000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,194000000.0,194000000.0,207000000.0,169000000.0,,,,145000000.0,,,,181000000.0,,,,1101000000.0,,,,1015000000.0,,,,918000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,135000000.0,,,,103000000.0,,,,119000000.0,,,,123000000.0,,,,121000000.0,,,,76000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,82000000.0,82000000.0,87000000.0,83000000.0,,,,50000000.0,,,,29000000.0,,,,93000000.0,,,,93000000.0,,,,84000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,86000000.0,86000000.0,91000000.0,91000000.0,,,,90000000.0,,,,57000000.0,,,,61000000.0,,,,100000000.0,,,,96000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,91000000.0,91000000.0,93000000.0,95000000.0,,,,100000000.0,,,,104000000.0,,,,63000000.0,,,,69000000.0,,,,103000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,123000000.0,126000000.0,132000000.0,95000000.0,,,,101000000.0,,,,116000000.0,,,,113000000.0,,,,72000000.0,,,,72000000.0,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,90000000.0,88000000.0,86000000.0,94000000.0,,,,88000000.0,,,,94000000.0,,,,557000000.0,,,,515000000.0,,,,486000000.0,
LiabilitiesAndStockholdersEquity / USD,13121000000.0,13121000000.0,13121000000.0,19509000000.0,19509000000.0,19509000000.0,19509000000.0,21750000000.0,21750000000.0,21750000000.0,21750000000.0,22926000000.0,22926000000.0,22926000000.0,22926000000.0,22185000000.0,22185000000.0,22185000000.0,22185000000.0,21866000000.0,21866000000.0,21866000000.0,21866000000.0,21972000000.0,21972000000.0,21972000000.0,21972000000.0,23195000000.0
LiabilitiesCurrent / USD,1759000000.0,1759000000.0,1759000000.0,1712000000.0,1712000000.0,1712000000.0,1712000000.0,1906000000.0,1906000000.0,1906000000.0,1906000000.0,3002000000.0,3002000000.0,3002000000.0,3002000000.0,2296000000.0,2296000000.0,2296000000.0,2296000000.0,3763000000.0,3763000000.0,3763000000.0,3763000000.0,2952000000.0,2952000000.0,2952000000.0,2952000000.0,2897000000.0
LitigationSettlementExpense / USD,,,,,,,,,,,,,,,,,,0.0,0.0,,,850000000.0,6000000.0,0.0,4000000.0,4000000.0,894000000.0,7000000.0
