fact_unit,2016-06-10,2016-09-06,2016-12-09,2017-03-31,2017-06-09,2017-09-08,2017-12-12,2018-03-29,2018-06-12,2018-08-06,2018-09-11,2018-12-10,2019-03-29,2019-06-10,2019-09-10,2019-12-09,2020-03-27,2020-06-08,2020-09-04,2020-12-07,2021-03-26,2021-06-07,2021-09-03,2021-12-03,2022-03-24,2022-06-06,2022-09-01,2022-12-05,2023-03-30,2023-06-12,2023-09-12,2023-12-08,2024-03-25,2024-06-11,2024-09-10,2024-12-10,2025-03-25,2025-06-10,2025-09-08
NonoperatingIncomeExpense / USD,-179000000.0,-397000000.0,-600000000.0,-899000000.0,-219000000.0,-568000000.0,-1362000000.0,-772000000.0,-572000000.0,-2104000000.0,-1117000000.0,-1799000000.0,-2104000000.0,-470000000.0,-925000000.0,-1564000000.0,-2353000000.0,-693000000.0,-1323000000.0,-2000000000.0,-2170000000.0,-566000000.0,-1202000000.0,-929000000.0,-2417000000.0,-288000000.0,-580000000.0,2921000000.0,-1339000000.0,-337000000.0,-972000000.0,-2280000000.0,1264000000.0,-364000000.0,-815000000.0,-1121000000.0,-2546000000.0,-373000000.0,-726000000.0
NotesAndLoansReceivableNetCurrent / USD,2915000000.0,2915000000.0,2915000000.0,2915000000.0,3222000000.0,3222000000.0,3222000000.0,3222000000.0,3919000000.0,3222000000.0,3919000000.0,3919000000.0,3919000000.0,4398000000.0,4398000000.0,4398000000.0,4398000000.0,4895000000.0,4895000000.0,4895000000.0,4895000000.0,5155000000.0,5155000000.0,5155000000.0,5148000000.0,5089000000.0,5089000000.0,5089000000.0,5089000000.0,5281000000.0,5281000000.0,5281000000.0,5281000000.0,4643000000.0,4643000000.0,4643000000.0,4643000000.0,5304000000.0,5304000000.0
NotesAndLoansReceivableNetNoncurrent / USD,2177000000.0,2177000000.0,2177000000.0,2177000000.0,2651000000.0,2651000000.0,2651000000.0,2651000000.0,3724000000.0,2651000000.0,3724000000.0,3724000000.0,3724000000.0,4224000000.0,4224000000.0,4224000000.0,4224000000.0,4848000000.0,4848000000.0,4848000000.0,4848000000.0,5339000000.0,5339000000.0,5339000000.0,5339000000.0,5522000000.0,5522000000.0,5522000000.0,5522000000.0,5638000000.0,5638000000.0,5638000000.0,5638000000.0,5877000000.0,5877000000.0,5877000000.0,5877000000.0,5927000000.0,5927000000.0
NotesReceivableGross / USD,,,,,,,,2700000000.0,,2700000000.0,,,,,,,3700000000.0,9232000000.0,10033000000.0,10081000000.0,10391000000.0,10391000000.0,10391000000.0,10391000000.0,10384000000.0,10583000000.0,10583000000.0,10583000000.0,10583000000.0,10978000000.0,10978000000.0,10978000000.0,10978000000.0,10533000000.0,10533000000.0,10533000000.0,10533000000.0,11216000000.0,11216000000.0
NotesReceivableNet / USD,5092000000.0,5092000000.0,5092000000.0,5092000000.0,5873000000.0,5873000000.0,5873000000.0,5873000000.0,7643000000.0,5873000000.0,7643000000.0,7643000000.0,7643000000.0,8622000000.0,8622000000.0,8622000000.0,8622000000.0,9743000000.0,9743000000.0,9743000000.0,9743000000.0,10494000000.0,10494000000.0,10494000000.0,10487000000.0,10611000000.0,10611000000.0,10611000000.0,10611000000.0,10919000000.0,10919000000.0,10919000000.0,10919000000.0,10520000000.0,10520000000.0,10520000000.0,10520000000.0,11231000000.0,11231000000.0
NumberOfReportableSegments / segment,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
OperatingExpenses / USD,2464000000.0,4405000000.0,6621000000.0,9212000000.0,2332000000.0,4601000000.0,10012000000.0,8901000000.0,5729000000.0,16039000000.0,11362000000.0,16992000000.0,16039000000.0,6031000000.0,12167000000.0,18466000000.0,22953000000.0,6247000000.0,13054000000.0,19344000000.0,25244000000.0,6151000000.0,12171000000.0,18303000000.0,18273000000.0,4277000000.0,8735000000.0,13223000000.0,16455000000.0,4234000000.0,8403000000.0,12348000000.0,17232000000.0,3949000000.0,8171000000.0,11833000000.0,16915000000.0,3886000000.0,7855000000.0
OperatingIncomeLoss / USD,-335000000.0,-414000000.0,-488000000.0,-316000000.0,-139000000.0,-72000000.0,-1584000000.0,-514000000.0,-1272000000.0,-2390000000.0,-1937000000.0,-2347000000.0,-2390000000.0,-153000000.0,-166000000.0,-522000000.0,-2416000000.0,550000000.0,1069000000.0,1905000000.0,-191000000.0,702000000.0,1838000000.0,2967000000.0,2366000000.0,987000000.0,2004000000.0,3050000000.0,3685000000.0,1550000000.0,2820000000.0,4582000000.0,4659000000.0,1069000000.0,2234000000.0,3720000000.0,5771000000.0,965000000.0,2357000000.0
OperatingLeaseCost / USD,,,,,,,,,,,,,,117000000.0,243000000.0,377000000.0,510000000.0,117000000.0,243000000.0,377000000.0,510000000.0,131000000.0,255000000.0,384000000.0,348000000.0,94000000.0,180000000.0,261000000.0,335000000.0,72000000.0,140000000.0,207000000.0,283000000.0,79000000.0,142000000.0,221000000.0,283000000.0,71000000.0,146000000.0
OperatingLeaseLeaseIncome / USD,,,,,,,,,,,,,,4000000.0,31000000.0,94000000.0,169000000.0,4000000.0,31000000.0,94000000.0,169000000.0,87000000.0,190000000.0,310000000.0,169000000.0,156000000.0,323000000.0,510000000.0,452000000.0,232000000.0,485000000.0,782000000.0,717000000.0,321000000.0,651000000.0,992000000.0,1091000000.0,356000000.0,718000000.0
OperatingLeaseLiability / USD,,,,,,,,,,,,,,1554000000.0,1646000000.0,1764000000.0,1792000000.0,1792000000.0,1792000000.0,1792000000.0,1792000000.0,2223000000.0,2223000000.0,2223000000.0,1225000000.0,1007000000.0,1007000000.0,1007000000.0,1007000000.0,890000000.0,890000000.0,890000000.0,890000000.0,829000000.0,829000000.0,829000000.0,829000000.0,758000000.0,758000000.0
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,416000000.0,412000000.0,428000000.0,432000000.0,432000000.0,432000000.0,432000000.0,432000000.0,436000000.0,436000000.0,436000000.0,328000000.0,287000000.0,287000000.0,287000000.0,287000000.0,260000000.0,260000000.0,260000000.0,260000000.0,253000000.0,253000000.0,253000000.0,253000000.0,236000000.0,236000000.0
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,0.0,0.0,1336000000.0,0.0,1360000000.0,1360000000.0,1360000000.0,1360000000.0,1787000000.0,1787000000.0,1787000000.0,897000000.0,720000000.0,720000000.0,720000000.0,720000000.0,630000000.0,630000000.0,630000000.0,630000000.0,576000000.0,576000000.0,576000000.0,576000000.0,522000000.0,522000000.0
OperatingLeasePayments / USD,,,,,,,,,,,,,,122000000.0,241000000.0,367000000.0,501000000.0,122000000.0,241000000.0,367000000.0,501000000.0,131000000.0,255000000.0,384000000.0,523000000.0,134000000.0,257000000.0,379000000.0,459000000.0,80000000.0,156000000.0,230000000.0,306000000.0,77000000.0,153000000.0,220000000.0,306000000.0,69000000.0,137000000.0
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,1527000000.0,1630000000.0,1752000000.0,1780000000.0,1780000000.0,1780000000.0,1780000000.0,1780000000.0,2117000000.0,2117000000.0,2117000000.0,1121000000.0,871000000.0,871000000.0,871000000.0,871000000.0,725000000.0,725000000.0,725000000.0,725000000.0,707000000.0,707000000.0,707000000.0,707000000.0,660000000.0,660000000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,0.041,0.0399,0.0394,0.0381,0.0381,0.0381,0.0381,0.0381,0.0347,0.0347,0.0347,0.0323,0.0301,0.0301,0.0301,0.0301,0.0348,0.0348,0.0348,0.0348,0.0479,0.0479,0.0479,0.0479,0.0514,0.0514
OperatingLeasesIncomeStatementDepreciationExpenseOnPropertySubjectToOrHeldForLease / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,383000000.0,334000000.0,165000000.0,359000000.0,571000000.0,536000000.0,233000000.0,469000000.0,703000000.0,803000000.0,240000000.0,485000000.0
OtherAssetsCurrent / USD,3508000000.0,3497000000.0,3497000000.0,3497000000.0,4144000000.0,4144000000.0,4144000000.0,4144000000.0,5881000000.0,4807000000.0,5881000000.0,5881000000.0,5881000000.0,6044000000.0,6044000000.0,6044000000.0,6044000000.0,6906000000.0,6906000000.0,6906000000.0,6906000000.0,8021000000.0,8021000000.0,8021000000.0,9810000000.0,11526000000.0,11526000000.0,11526000000.0,11526000000.0,10827000000.0,10827000000.0,10827000000.0,10827000000.0,10973000000.0,10973000000.0,10973000000.0,11010000000.0,9610000000.0,9610000000.0
OtherAssetsNoncurrent / USD,634000000.0,626000000.0,626000000.0,626000000.0,1364000000.0,1364000000.0,1364000000.0,1364000000.0,2403000000.0,1698000000.0,2403000000.0,2403000000.0,2403000000.0,2835000000.0,2835000000.0,2835000000.0,2835000000.0,10428000000.0,10428000000.0,10428000000.0,10428000000.0,11196000000.0,11196000000.0,11196000000.0,6733000000.0,6985000000.0,6985000000.0,6985000000.0,6985000000.0,7311000000.0,7311000000.0,7311000000.0,7311000000.0,7116000000.0,7116000000.0,7116000000.0,7116000000.0,5650000000.0,5650000000.0
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax / USD,,,,0.0,,,,0.0,,19000000.0,,,19000000.0,0.0,0.0,0.0,13000000.0,7000000.0,8000000.0,8000000.0,-21000000.0,-7000000.0,-22000000.0,-21000000.0,-60000000.0,1000000.0,1000000.0,2000000.0,-38000000.0,17000000.0,13000000.0,11000000.0,37000000.0,1000000.0,1000000.0,3000000.0,1000000.0,2000000.0,1000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax / USD,,,,,,,,,,,-108000000.0,-1000000.0,-23000000.0,152000000.0,195000000.0,192000000.0,74000000.0,94000000.0,131000000.0,13000000.0,74000000.0,67000000.0,-198000000.0,-69000000.0,43000000.0,26000000.0,104000000.0,116000000.0,-100000000.0,276000000.0,136000000.0,118000000.0,216000000.0,101000000.0,218000000.0,305000000.0,-351000000.0,68000000.0,30000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax / USD,,,,,,,,,,,-157000000.0,-81000000.0,20000000.0,121000000.0,241000000.0,314000000.0,299000000.0,152000000.0,257000000.0,210000000.0,299000000.0,167000000.0,-90000000.0,-45000000.0,269000000.0,-1000000.0,64000000.0,150000000.0,-200000000.0,372000000.0,538000000.0,844000000.0,374000000.0,10000000.0,59000000.0,230000000.0,354000000.0,87000000.0,67000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAndTax / USD,,,,,,,,,,,,,,121000000.0,241000000.0,314000000.0,299000000.0,152000000.0,257000000.0,210000000.0,269000000.0,167000000.0,-90000000.0,-45000000.0,269000000.0,-1000000.0,64000000.0,150000000.0,-200000000.0,372000000.0,538000000.0,844000000.0,374000000.0,10000000.0,59000000.0,230000000.0,354000000.0,87000000.0,67000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax / USD,,,,,,,,,,,-49000000.0,-80000000.0,43000000.0,-31000000.0,46000000.0,122000000.0,225000000.0,58000000.0,126000000.0,197000000.0,225000000.0,100000000.0,108000000.0,24000000.0,226000000.0,-27000000.0,-40000000.0,34000000.0,-100000000.0,96000000.0,402000000.0,726000000.0,158000000.0,-91000000.0,-159000000.0,-75000000.0,705000000.0,19000000.0,37000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationBeforeTax / USD,,,,,,,,,,,,,,-31000000.0,46000000.0,122000000.0,225000000.0,58000000.0,126000000.0,197000000.0,226000000.0,100000000.0,108000000.0,24000000.0,226000000.0,-27000000.0,-40000000.0,34000000.0,-100000000.0,96000000.0,402000000.0,726000000.0,158000000.0,-91000000.0,-159000000.0,-75000000.0,705000000.0,19000000.0,37000000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,79000000.0,-47000000.0,-68000000.0,-192000000.0,79000000.0,42000000.0,-214000000.0,-138000000.0,53000000.0,-254000000.0,450000000.0,325000000.0,-254000000.0,-342000000.0,-603000000.0,-721000000.0,791000000.0,-158000000.0,-236000000.0,-186000000.0,-631000000.0,-146000000.0,264000000.0,243000000.0,-226000000.0,-7000000.0,-140000000.0,-201000000.0,528000000.0,-286000000.0,-424000000.0,-620000000.0,-385000000.0,31000000.0,25000000.0,-130000000.0,-222000000.0,-74000000.0,-94000000.0
OtherComprehensiveIncomeLossNetOfTax / USD,,-259000000.0,-307000000.0,56000000.0,-32000000.0,16000000.0,-180000000.0,-353000000.0,45000000.0,-274000000.0,392000000.0,371000000.0,-274000000.0,-198000000.0,-410000000.0,-532000000.0,723000000.0,-57000000.0,-97000000.0,-165000000.0,-533000000.0,-84000000.0,48000000.0,156000000.0,-242000000.0,20000000.0,-33000000.0,-80000000.0,395000000.0,7000000.0,-275000000.0,-490000000.0,-125000000.0,133000000.0,244000000.0,178000000.0,-571000000.0,-5000000.0,-64000000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest / USD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-3000000.0,4000000.0,2000000.0,-3000000.0,-5000000.0,-4000000.0,-4000000.0,-2000000.0,1000000.0,1000000.0,0.0,6000000.0,-3000000.0,-1000000.0,0.0,,,0.0,0.0,0.0,,-1000000.0,-1000000.0,0.0,,,,-1000000.0,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,,,,0.0,,,,0.0,,-19000000.0,,,-19000000.0,0.0,0.0,0.0,-13000000.0,-7000000.0,-8000000.0,-8000000.0,21000000.0,5000000.0,18000000.0,18000000.0,59000000.0,-1000000.0,-3000000.0,-5000000.0,33000000.0,-17000000.0,-13000000.0,-12000000.0,-44000000.0,-1000000.0,-1000000.0,-3000000.0,-2000000.0,-1000000.0,0.0
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax / USD,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2000000.0,-4000000.0,-3000000.0,-1000000.0,0.0,-2000000.0,-3000000.0,-5000000.0,,,-1000000.0,-7000000.0,0.0,0.0,0.0,-1000000.0,1000000.0,1000000.0
OtherComprehensiveIncomeLossTax / USD,,-8000000.0,-12000000.0,10000000.0,-11000000.0,5000000.0,2000000.0,-8000000.0,15000000.0,-3000000.0,15000000.0,24000000.0,-3000000.0,-2000000.0,7000000.0,7000000.0,12000000.0,7000000.0,7000000.0,1000000.0,14000000.0,10000000.0,-12000000.0,-3000000.0,-14000000.0,-2000000.0,5000000.0,6000000.0,-18000000.0,16000000.0,8000000.0,14000000.0,30000000.0,5000000.0,12000000.0,18000000.0,-17000000.0,7000000.0,7000000.0
OtherLiabilitiesNoncurrent / USD,3488000000.0,3406000000.0,3501000000.0,3501000000.0,9339000000.0,9339000000.0,9339000000.0,9339000000.0,7277000000.0,9830000000.0,7277000000.0,7277000000.0,7277000000.0,6327000000.0,6327000000.0,6327000000.0,6327000000.0,5383000000.0,5383000000.0,5383000000.0,5383000000.0,5360000000.0,5360000000.0,5360000000.0,3923000000.0,3653000000.0,3653000000.0,3653000000.0,3653000000.0,3223000000.0,3223000000.0,3223000000.0,3223000000.0,3065000000.0,3065000000.0,3065000000.0,3065000000.0,2951000000.0,2951000000.0
OtherNoncashIncomeExpense / USD,-29000000.0,-49000000.0,-75000000.0,-100000000.0,-34000000.0,-26000000.0,-29000000.0,-56000000.0,-163000000.0,-99000000.0,-247000000.0,-352000000.0,-173000000.0,1000000.0,-98000000.0,-297000000.0,-590000000.0,-35000000.0,-700000000.0,-866000000.0,-756000000.0,-104000000.0,-489000000.0,322000000.0,-938000000.0,82000000.0,295000000.0,4312000000.0,88000000.0,91000000.0,-449000000.0,-648000000.0,3130000000.0,-308000000.0,-480000000.0,-521000000.0,-961000000.0,-224000000.0,-457000000.0
OtherNonoperatingIncomeExpense / USD,,,,-34000000.0,,,,-22000000.0,,-45000000.0,,,-45000000.0,,,,-113000000.0,,,-119000000.0,-131000000.0,87000000.0,48000000.0,-40000000.0,-62000000.0,-6000000.0,9000000.0,-47000000.0,101000000.0,-12000000.0,-44000000.0,-73000000.0,20000000.0,29000000.0,-42000000.0,-43000000.0,-59000000.0,-16000000.0,-12000000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,,0.0,0.0,0.0,,40000000.0,48000000.0,0.0,,48000000.0,,,48000000.0,,-27000000.0,-35000000.0,-30000000.0,,,,,,,,-40000000.0,-6000000.0,-20000000.0,-34000000.0,-28000000.0,-4000000.0,-11000000.0,-18000000.0,-62000000.0,-13000000.0,-22000000.0,-35000000.0,-41000000.0,-60000000.0,-113000000.0
PaymentsForRepurchaseOfCommonStock / USD,,0.0,,,,,,,,,,555000000.0,611000000.0,0.0,0.0,1000000.0,,6000000.0,4000000.0,6000000.0,14075000000.0,240000000.0,240000000.0,240000000.0,8000000.0,9000000.0,17000000.0,35000000.0,241000000.0,1436000000.0,2118000000.0,2718000000.0,1496000000.0,240000000.0,500000000.0,1202000000.0,2883000000.0,700000000.0,1425000000.0
PaymentsForRestructuring / USD,,,,384000000.0,14000000.0,30000000.0,77000000.0,89000000.0,,221000000.0,,,221000000.0,,,,400000000.0,,,172000000.0,244000000.0,168000000.0,219000000.0,400000000.0,159000000.0,,,,376000000.0,28000000.0,49000000.0,154000000.0,169000000.0,294000000.0,363000000.0,640000000.0,193000000.0,250000000.0,380000000.0
PaymentsOfDividendsCommonStock / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,248000000.0,490000000.0,728000000.0,0.0,276000000.0,545000000.0,811000000.0,964000000.0,336000000.0,652000000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,1000000.0,2000000.0,28000000.0,2000000.0,126000000.0,93000000.0,194000000.0,299000000.0,93000000.0,100000000.0,199000000.0,251000000.0,385000000.0,,,,,,,,,,,,,350000000.0,358000000.0,380000000.0,342000000.0,306000000.0,312000000.0,354000000.0,398000000.0,521000000.0,535000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,,0.0,73000000.0,0.0,0.0,37614000000.0,0.0,12000000.0,37609000000.0,223000000.0,223000000.0,37609000000.0,0.0,0.0,493000000.0,658000000.0,3000000.0,3000000.0,3000000.0,-130000000.0,-120000000.0,-120000000.0,-2187000000.0,3000000.0,,,,,,,0.0,16000000.0,,,127000000.0,70000000.0,,
PaymentsToAcquireFinanceReceivables / USD,,,,,,,,,,,,,,,,,,,,5700000000.0,7300000000.0,1800000000.0,4400000000.0,6500000000.0,8500000000.0,1900000000.0,3800000000.0,5800000000.0,8900000000.0,2100000000.0,4400000000.0,6700000000.0,8500000000.0,1800000000.0,4200000000.0,6000000000.0,9700000000.0,1900000000.0,4300000000.0
PaymentsToAcquireInvestments / USD,2000000.0,26000000.0,26000000.0,27000000.0,0.0,8000000.0,511000000.0,27000000.0,559000000.0,778000000.0,2260000000.0,3454000000.0,778000000.0,439000000.0,888000000.0,912000000.0,4389000000.0,38000000.0,70000000.0,142000000.0,925000000.0,56000000.0,174000000.0,296000000.0,181000000.0,146000000.0,270000000.0,320000000.0,,52000000.0,80000000.0,101000000.0,414000000.0,15000000.0,113000000.0,143000000.0,108000000.0,39000000.0,64000000.0
PaymentsToAcquirePropertyPlantAndEquipment / USD,114000000.0,230000000.0,340000000.0,478000000.0,92000000.0,235000000.0,417000000.0,482000000.0,245000000.0,699000000.0,561000000.0,902000000.0,699000000.0,273000000.0,561000000.0,861000000.0,1212000000.0,716000000.0,1267000000.0,1876000000.0,1497000000.0,559000000.0,1104000000.0,1584000000.0,2576000000.0,625000000.0,1257000000.0,2056000000.0,2082000000.0,690000000.0,1497000000.0,2244000000.0,2796000000.0,701000000.0,1325000000.0,2029000000.0,3003000000.0,596000000.0,1278000000.0
PreferredStockParOrStatedValuePerShare / USD/shares,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
PreferredStockSharesAuthorized / shares,,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
PreferredStockSharesIssued / shares,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockSharesOutstanding / shares,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PrepaidExpenseCurrent / USD,,,,514000000.0,,,,850000000.0,,850000000.0,,,1016000000.0,,,,795000000.0,,,,885000000.0,,,,721000000.0,,,,886000000.0,,,,641000000.0,,589000000.0,,589000000.0,,564000000.0
ProceedsFromDivestitureOfBusinesses / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,3957000000.0,2187000000.0,,,,3957000000.0,,,,,0.0,0.0
ProceedsFromIssuanceOfLongTermDebt / USD,2025000000.0,3078000000.0,4893000000.0,2936000000.0,552000000.0,2148000000.0,45986000000.0,5460000000.0,3421000000.0,46857000000.0,4756000000.0,13168000000.0,46857000000.0,1863000000.0,4637000000.0,6443000000.0,14415000000.0,9563000000.0,12201000000.0,17656000000.0,13045000000.0,10135000000.0,11847000000.0,14772000000.0,20481000000.0,2726000000.0,3935000000.0,13037000000.0,16391000000.0,3034000000.0,6465000000.0,8779000000.0,20425000000.0,2521000000.0,4655000000.0,6904000000.0,12479000000.0,2992000000.0,4933000000.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,0.0,3000000.0,2000000.0,2000000.0,3000000.0,6000000.0,10000000.0,6000000.0,1000000.0,16000000.0,1000000.0,1000000.0,16000000.0,-40000000.0,-130000000.0,-133000000.0,-54000000.0,-38000000.0,-44000000.0,-67000000.0,-104000000.0,-42000000.0,-190000000.0,-270000000.0,-71000000.0,-11000000.0,-14000000.0,-113000000.0,-270000000.0,-7000000.0,-14000000.0,-17000000.0,-1515000000.0,-5000000.0,-49000000.0,-54000000.0,-39000000.0,-35000000.0,-37000000.0
ProceedsFromSaleMaturityAndCollectionsOfInvestments / USD,0.0,1000000.0,1000000.0,15000000.0,12000000.0,18000000.0,561000000.0,7000000.0,973000000.0,1173000000.0,2058000000.0,2993000000.0,1173000000.0,531000000.0,1322000000.0,2185000000.0,3878000000.0,337000000.0,430000000.0,449000000.0,6612000000.0,39000000.0,71000000.0,98000000.0,497000000.0,256000000.0,335000000.0,454000000.0,169000000.0,18000000.0,68000000.0,99000000.0,513000000.0,19000000.0,127000000.0,150000000.0,116000000.0,119000000.0,216000000.0
ProfitLoss / USD,,-769000000.0,-949000000.0,-1221000000.0,55000000.0,627000000.0,-1448000000.0,-1104000000.0,-1203000000.0,-1158000000.0,-1942000000.0,-2793000000.0,-1158000000.0,-538000000.0,-999000000.0,-1894000000.0,-2926000000.0,329000000.0,4561000000.0,5113000000.0,-2181000000.0,182000000.0,1281000000.0,2162000000.0,5529000000.0,938000000.0,1818000000.0,5706000000.0,3505000000.0,1069000000.0,1575000000.0,1816000000.0,5707000000.0,578000000.0,1033000000.0,2037000000.0,2422000000.0,992000000.0,1874000000.0
PropertyPlantAndEquipmentGross / USD,,,,1907000000.0,,,,13114000000.0,,13114000000.0,,,13273000000.0,,,,13607000000.0,,,,14627000000.0,15184000000.0,15184000000.0,15184000000.0,11884000000.0,12306000000.0,12306000000.0,12306000000.0,12306000000.0,13092000000.0,13092000000.0,13092000000.0,13092000000.0,13617000000.0,13617000000.0,13617000000.0,13617000000.0,14096000000.0,14096000000.0
PropertyPlantAndEquipmentNet / USD,1755000000.0,1649000000.0,1649000000.0,1649000000.0,5653000000.0,5653000000.0,5653000000.0,5653000000.0,5390000000.0,5653000000.0,5390000000.0,5390000000.0,5390000000.0,5259000000.0,5259000000.0,5259000000.0,5259000000.0,6055000000.0,6055000000.0,6055000000.0,6055000000.0,6431000000.0,6431000000.0,6431000000.0,4833000000.0,5415000000.0,5415000000.0,5415000000.0,5415000000.0,6209000000.0,6209000000.0,6209000000.0,6209000000.0,6432000000.0,6432000000.0,6432000000.0,6432000000.0,6336000000.0,6336000000.0
PropertySubjectToOrAvailableForOperatingLeaseAccumulatedDepreciation / USD,,,,,,,,,,,,,,,,,,,,,,,,,432000000.0,935000000.0,935000000.0,935000000.0,935000000.0,1517000000.0,1517000000.0,1517000000.0,1517000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1995000000.0,1995000000.0
PropertySubjectToOrAvailableForOperatingLeaseGross / USD,,,,,,,,,,,,,,,,,,,,,,,,,1746000000.0,2643000000.0,2643000000.0,2643000000.0,2643000000.0,3725000000.0,3725000000.0,3725000000.0,3725000000.0,4002000000.0,4002000000.0,4002000000.0,4002000000.0,4180000000.0,4180000000.0
PropertySubjectToOrAvailableForOperatingLeaseNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,1314000000.0,1708000000.0,1708000000.0,1708000000.0,1708000000.0,2208000000.0,2208000000.0,2208000000.0,2208000000.0,2202000000.0,2202000000.0,2202000000.0,2202000000.0,2185000000.0,2185000000.0
PurchaseObligationDueInNextTwelveMonths / USD,,,,,,,,3046000000.0,,3046000000.0,,,3953000000.0,,,,3900000000.0,,,,4885000000.0,,600000000.0,700000000.0,5600000000.0,400000000.0,500000000.0,600000000.0,3500000000.0,,,800000000.0,4400000000.0,,500000000.0,500000000.0,5000000000.0,600000000.0,700000000.0
PurchaseObligationDueInSecondYear / USD,,,137000000.0,133000000.0,260000000.0,267000000.0,278000000.0,219000000.0,,219000000.0,,,354000000.0,,,,298000000.0,,,,462000000.0,,900000000.0,800000000.0,300000000.0,800000000.0,800000000.0,800000000.0,400000000.0,,,,300000000.0,,,,600000000.0,,500000000.0
PurchaseObligationFutureMinimumPaymentsRemainderOfFiscalYear / USD,,,2510000000.0,2279000000.0,2674000000.0,2724000000.0,3055000000.0,,,,,,,,,,,,,,,,5200000000.0,5200000000.0,,3100000000.0,4000000000.0,2700000000.0,,,,3800000000.0,,,5700000000.0,6400000000.0,,5600000000.0,5100000000.0
RepaymentsOfLongTermDebt / USD,1662000000.0,2749000000.0,5208000000.0,6053000000.0,1041000000.0,2638000000.0,9638000000.0,5950000000.0,3116000000.0,16960000000.0,5291000000.0,11128000000.0,16960000000.0,1822000000.0,6948000000.0,9669000000.0,12258000000.0,9569000000.0,13911000000.0,18948000000.0,11451000000.0,5405000000.0,10220000000.0,17244000000.0,22117000000.0,4070000000.0,8423000000.0,13069000000.0,20919000000.0,2703000000.0,6242000000.0,8079000000.0,26723000000.0,3698000000.0,7082000000.0,9766000000.0,9825000000.0,3477000000.0,6394000000.0
