fact_unit,2017-11-13,2018-03-28,2018-05-04,2018-08-02,2018-11-01,2019-02-14,2019-05-01,2019-07-31,2019-10-31,2020-02-20,2020-04-30,2020-07-29,2020-10-28,2021-02-18,2021-04-29,2021-07-28,2021-10-27,2022-02-23,2022-05-04,2022-07-27,2022-10-27,2023-02-23,2023-05-01,2023-07-26,2023-10-25,2024-02-22,2024-05-01,2024-07-31,2024-10-31,2025-02-20,2025-04-30,2025-07-30,2025-10-30
RetainedEarningsAccumulatedDeficit / USD,,42662000.0,42662000.0,42662000.0,42662000.0,42662000.0,187096000.0,187096000.0,187096000.0,187096000.0,208069000.0,208069000.0,208069000.0,208069000.0,139454000.0,139454000.0,139454000.0,139454000.0,346026000.0,346026000.0,346026000.0,346026000.0,93154000.0,93154000.0,93154000.0,93154000.0,965762000.0,965762000.0,965762000.0,965762000.0,1867400000.0,1867400000.0,1867400000.0
Revenues / USD,,,,,,187609000.0,218276000.0,439251000.0,671938000.0,187609000.0,214002000.0,434748000.0,657261000.0,897977000.0,255001000.0,512903000.0,852556000.0,894798000.0,374310000.0,750710000.0,1126414000.0,1225574000.0,416625000.0,1079248000.0,1830791000.0,1509568000.0,877647000.0,1775805000.0,2680123000.0,2600697000.0,951481000.0,1908484000.0,2873153000.0
RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability / USD,,,,,,,0.0,0.0,0.0,0.0,,11133000.0,19821000.0,0.0,,,282054000.0,26516000.0,0.0,0.0,0.0,282054000.0,208949000.0,541676000.0,541676000.0,0.0,,,22968000.0,541676000.0,,,
SaleOfStockNumberOfSharesIssuedInTransaction / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211260489.0,,,
SaleOfStockPricePerShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.78,,,
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceived / USD,,,,,,,,,,,,31006569000.0,45772304000.0,45500260000.0,45234219000.0,44968959000.0,44752017000.0,44485224000.0,64524789000.0,64194215000.0,63863601000.0,63682369000.0,87183060000.0,86712087000.0,86614613000.0,86198397000.0,86819029000.0,89261158000.0,88836173000.0,89050277000.0,88610394000.0,88168573000.0,87726710000.0
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedFiveYears / USD,,,,,,,,,,,,954765000.0,1127023000.0,1126826000.0,1141221000.0,1141221000.0,1140571000.0,1140571000.0,1425272000.0,1425272000.0,1425272000.0,1429526000.0,1793651000.0,1791939000.0,1794287000.0,1794287000.0,1823029000.0,1863765000.0,1863765000.0,1880313000.0,,,
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedFourYears / USD,,,,,,,,,,,,954569000.0,1112905000.0,1112711000.0,1126826000.0,1126826000.0,1126098000.0,1126098000.0,1405006000.0,1405006000.0,1405006000.0,1409190000.0,1765545000.0,1763846000.0,1766012000.0,1766012000.0,1794287000.0,1834319000.0,1834319000.0,1850663000.0,1880313000.0,1880313000.0,1880313000.0
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedNextTwelveMonths / USD,,,,,,,,,,,,916720000.0,1062556000.0,1062373000.0,1075944000.0,1075944000.0,1075509000.0,1075509000.0,1344189000.0,1344189000.0,1344189000.0,1344189000.0,1682826000.0,1681165000.0,1682826000.0,1682826000.0,1712651000.0,1752047000.0,1752047000.0,1767792000.0,1794488000.0,1794488000.0,1794488000.0
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedRemainderOfFiscalYear / USD,,,,,,,,,,,,456152000.0,265274000.0,,796332000.0,531072000.0,266793000.0,,994936000.0,664362000.0,333747000.0,,1242554000.0,828585000.0,416216000.0,,1264119000.0,855002000.0,430018000.0,,1327909000.0,886088000.0,444225000.0
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedThereafter / USD,,,,,,,,,,,,25854727000.0,40033430000.0,40027610000.0,38886389000.0,38886389000.0,38936896000.0,38936896000.0,56603911000.0,56603911000.0,56603912000.0,56743837000.0,77247331000.0,77198760000.0,77503679000.0,77503679000.0,76719989000.0,79371652000.0,79371651000.0,79935052000.0,,,
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedThreeYears / USD,,,,,,,,,,,,942285000.0,1094986000.0,1094796000.0,1112711000.0,1112711000.0,1111961000.0,1111961000.0,1385348000.0,1385348000.0,1385348000.0,1389500000.0,1738641000.0,1736954000.0,1738942000.0,1738942000.0,1766012000.0,1805828000.0,1805828000.0,1821969000.0,1850663000.0,1850663000.0,1850663000.0
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedTwoYears / USD,,,,,,,,,,,,927351000.0,1076130000.0,1075944000.0,1094796000.0,1094796000.0,1094189000.0,1094189000.0,1366127000.0,1366127000.0,1366127000.0,1366127000.0,1712512000.0,1710838000.0,1712651000.0,1712651000.0,1738942000.0,1778545000.0,1778545000.0,1794488000.0,1821969000.0,1821969000.0,1821969000.0
SalesTypeLeaseInterestIncome / USD,,,,,,,,,,,,,,,,,,,290146000.0,581278000.0,873337000.0,1007508000.0,326735000.0,701904000.0,1077952000.0,1167972000.0,478394000.0,973749000.0,1473961000.0,1464245000.0,512772000.0,1025061000.0,1543752000.0
ShareBasedCompensation / USD,,1385000.0,391000.0,859000.0,1482000.0,1385000.0,391000.0,859000.0,1482000.0,1385000.0,1051000.0,2417000.0,3821000.0,2342000.0,1350000.0,3361000.0,5375000.0,5223000.0,2277000.0,4672000.0,7067000.0,7388000.0,2630000.0,5866000.0,9359000.0,9371000.0,3467000.0,7498000.0,11517000.0,12986000.0,3793000.0,8372000.0,12973000.0
ShortTermInvestments / USD,,,,0.0,0.0,0.0,520877000.0,520877000.0,520877000.0,520877000.0,59474000.0,59474000.0,59474000.0,59474000.0,19973000.0,19973000.0,19973000.0,19973000.0,,,0.0,0.0,217342000.0,217342000.0,217342000.0,217342000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StateAndLocalIncomeTaxExpenseBenefitContinuingOperations / USD,,,,,,8000.0,,,,8000.0,,,,207000.0,,,,559000.0,,,,302000.0,,,,1463000.0,,,,649000.0,,,
StockIssuedDuringPeriodValueNewIssues / USD,,963782000.0,1391500000.0,1400000000.0,1400000000.0,963782000.0,1400000000.0,1400000000.0,1400000000.0,963782000.0,128265000.0,128265000.0,128265000.0,1164545000.0,199877000.0,199877000.0,199877000.0,1164545000.0,3218097000.0,0.0,2384815000.0,1539533000.0,3218097000.0,3218097000.0,3218097000.0,2384815000.0,1271472000.0,1271472000.0,1271472000.0,9790328000.0,,,115111000.0
StockIssuedDuringPeriodValueShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1204000.0,-1204000.0,-1204000.0
StockholdersEquity / USD,0.0,4691489000.0,4691489000.0,4691489000.0,4691489000.0,4691489000.0,6817449000.0,6817449000.0,6817449000.0,6817449000.0,7965183000.0,7965183000.0,7965183000.0,7965183000.0,9415839000.0,9415839000.0,9415839000.0,9415839000.0,12108268000.0,12108268000.0,12108268000.0,12108268000.0,21933637000.0,21933637000.0,21933637000.0,21933637000.0,25255931000.0,25255931000.0,25255931000.0,25255931000.0,26537955000.0,26537955000.0,26537955000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,,3516673000.0,4776364000.0,4776364000.0,4776364000.0,3516673000.0,4776364000.0,4776364000.0,4776364000.0,3516673000.0,6901022000.0,6901022000.0,6901022000.0,4776364000.0,8048989000.0,8048989000.0,8048989000.0,6901022000.0,9493745000.0,9493745000.0,9493745000.0,8048989000.0,12187174000.0,12187174000.0,12187174000.0,9493745000.0,22290113000.0,22290113000.0,22290113000.0,12187174000.0,25657774000.0,25657774000.0,25657774000.0
WeightedAverageNumberOfDilutedSharesOutstanding / shares,,227985000.0,343056532.0,356491047.0,361042203.0,227985455.0,343056532.0,356491047.0,361042203.0,227985455.0,406035025.0,409473202.0,428366146.0,367316901.0,465177425.0,481652482.0,499982269.0,439152946.0,544801802.0,549620976.0,557113510.0,510908755.0,687914683.0,793224837.0,850823037.0,577066292.0,1003831325.0,1005879395.0,1008437452.0,879675845.0,1043311636.0,1043137980.0,1044897468.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,,227829000.0,342900842.0,356454441.0,360997358.0,227828844.0,342900842.0,356454441.0,360997358.0,227828844.0,405733656.0,409040025.0,426437889.0,367226395.0,465177425.0,477094795.0,496002850.0,435071096.0,536480505.0,536586921.0,542843855.0,506140642.0,684341045.0,791029664.0,848839357.0,564467362.0,1001526645.0,1004189744.0,1007110068.0,877508388.0,1042404634.0,1042530017.0,1043921660.0
