fact_unit,2015-02-27,2015-06-23,2015-09-09,2015-12-09,2016-03-09,2016-06-28,2016-09-07,2016-12-05,2017-03-03,2017-06-27,2017-09-01,2017-12-04,2018-03-02,2018-06-22,2018-08-31,2018-11-29,2019-03-01,2019-06-21,2019-08-30,2019-12-03,2020-02-28,2020-06-19,2020-09-03,2020-12-03,2021-03-05,2021-06-25,2021-09-02,2021-12-02,2022-03-03,2022-06-23,2022-09-01,2022-12-01,2023-03-01,2023-06-22,2023-08-31,2023-11-30,2024-02-27,2024-06-20,2024-08-27,2024-11-26,2025-02-25,2025-06-20,2025-08-26,2025-11-25
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,1765000000.0,1720000000.0,1741000000.0,1751000000.0,1757000000.0,1746000000.0,1812000000.0,1812000000.0,1666000000.0,1631000000.0,1561000000.0,1572000000.0,1548000000.0,1578000000.0,1568000000.0,1614000000.0,1615000000.0,1593000000.0,1592000000.0,1605000000.0,1615000000.0,1599000000.0,1617000000.0,1637000000.0,1635000000.0,1583000000.0,1593000000.0,1592000000.0,1588000000.0,1589000000.0,1590000000.0,1593000000.0,1616000000.0,1568000000.0,1573000000.0,1578000000.0,1550000000.0,1476000000.0,1488000000.0,1498000000.0,1479000000.0,1345000000.0,1346000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,1858000000.0,1768000000.0,1789000000.0,1799000000.0,1805000000.0,1763000000.0,1829000000.0,1829000000.0,1680000000.0,1674000000.0,1601000000.0,1611000000.0,1568000000.0,1647000000.0,1636000000.0,1683000000.0,1684000000.0,1630000000.0,1621000000.0,1634000000.0,1644000000.0,1624000000.0,1643000000.0,1664000000.0,1662000000.0,1597000000.0,1607000000.0,1606000000.0,1602000000.0,1613000000.0,1614000000.0,1617000000.0,1641000000.0,1619000000.0,1624000000.0,1629000000.0,1600000000.0,1552000000.0,1565000000.0,1574000000.0,1582000000.0,1477000000.0,1478000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,1889000000.0,1860000000.0,1882000000.0,1893000000.0,1899000000.0,1811000000.0,1877000000.0,1877000000.0,1725000000.0,1693000000.0,1622000000.0,1631000000.0,1583000000.0,1669000000.0,1676000000.0,1723000000.0,1724000000.0,1698000000.0,1684000000.0,1699000000.0,1706000000.0,1654000000.0,1674000000.0,1695000000.0,1693000000.0,1619000000.0,1630000000.0,1629000000.0,1624000000.0,1627000000.0,1627000000.0,1631000000.0,1654000000.0,1642000000.0,1647000000.0,1652000000.0,1623000000.0,1603000000.0,1616000000.0,1625000000.0,1654000000.0,1555000000.0,1556000000.0
FiniteLivedIntangibleAssetsGross / USD,,4465000000.0,30329000000.0,30329000000.0,30329000000.0,30329000000.0,30919000000.0,30919000000.0,30919000000.0,30919000000.0,29172000000.0,29172000000.0,29172000000.0,29172000000.0,29434000000.0,29434000000.0,29434000000.0,29434000000.0,29004000000.0,29004000000.0,29004000000.0,29004000000.0,28244000000.0,28244000000.0,28244000000.0,28244000000.0,28879000000.0,28879000000.0,28879000000.0,28879000000.0,28308000000.0,28308000000.0,28308000000.0,28308000000.0,29217000000.0,29217000000.0,29217000000.0,29217000000.0,28755000000.0,28755000000.0,28755000000.0,28755000000.0,28925000000.0,28925000000.0
GainsLossesOnExtinguishmentOfDebt / USD,,,,,,0.0,,,,0.0,,,,-163000000.0,,,,0.0,0.0,0.0,0.0,-38000000.0,-406000000.0,-406000000.0,-406000000.0,-457000000.0,,-308000000.0,-308000000.0,-406000000.0,0.0,0.0,0.0,-308000000.0,-53000000.0,-53000000.0,-53000000.0,0.0,,,,-53000000.0,,
Goodwill / USD,,10329000000.0,40530000000.0,40530000000.0,40530000000.0,10593000000.0,41500000000.0,41500000000.0,41500000000.0,40530000000.0,38515000000.0,38515000000.0,38515000000.0,41500000000.0,39543000000.0,39543000000.0,39543000000.0,38515000000.0,39959000000.0,39959000000.0,39959000000.0,39543000000.0,39841000000.0,39841000000.0,39841000000.0,39959000000.0,41961000000.0,41961000000.0,41961000000.0,39841000000.0,40502000000.0,80000000.0,80000000.0,41961000000.0,41425000000.0,41425000000.0,41425000000.0,40502000000.0,40986000000.0,40986000000.0,40986000000.0,41425000000.0,41737000000.0,41737000000.0
GoodwillAcquiredDuringPeriod / USD,,279000000.0,95000000.0,732000000.0,802000000.0,,56000000.0,772000000.0,772000000.0,,,15000000.0,27000000.0,732000000.0,62000000.0,60000000.0,1360000000.0,52000000.0,65000000.0,92000000.0,92000000.0,1510000000.0,,381000000.0,805000000.0,333000000.0,,80000000.0,80000000.0,816000000.0,680000000.0,1340000000.0,1340000000.0,80000000.0,,24000000.0,51000000.0,1340000000.0,,,108000000.0,131000000.0,,
GoodwillForeignCurrencyTranslationGainLoss / USD,,,,,,,,,-1048000000.0,-248000000.0,627000000.0,493000000.0,1199000000.0,-807000000.0,-650000000.0,-998000000.0,-900000000.0,922000000.0,53000000.0,-105000000.0,-83000000.0,-1094000000.0,870000000.0,987000000.0,1497000000.0,-575000000.0,-268000000.0,-459000000.0,-726000000.0,1312000000.0,-640000000.0,-1204000000.0,-56000000.0,-1563000000.0,17000000.0,-622000000.0,-311000000.0,-204000000.0,99000000.0,176000000.0,-277000000.0,-565000000.0,269000000.0,73000000.0
GoodwillImpairmentLoss / USD,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GoodwillPurchaseAccountingAdjustments / USD,,-1000000.0,34000000.0,20000000.0,393000000.0,,,,,,54000000.0,54000000.0,54000000.0,54000000.0,,,,54000000.0,5000000.0,6000000.0,123000000.0,124000000.0,3000000.0,3000000.0,-2000000.0,124000000.0,27000000.0,30000000.0,30000000.0,-8000000.0,-10000000.0,-13000000.0,-13000000.0,25000000.0,-6000000.0,-6000000.0,-5000000.0,-5000000.0,,,2000000.0,-5000000.0,,
GuaranteeObligationsCurrentCarryingValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900000000.0,1200000000.0,1300000000.0
ImpairmentOfIntangibleAssetsExcludingGoodwill / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
ImpairmentOfIntangibleAssetsFinitelived / USD,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61000000.0,61000000.0,87000000.0,0.0,0.0,33000000.0,33000000.0,87000000.0,0.0,0.0,0.0,37000000.0,409000000.0,409000000.0,409000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill / USD,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68000000.0,0.0,0.0,0.0,21000000.0,30000000.0,0.0,0.0,0.0,30000000.0,0.0,0.0,0.0,35000000.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,1806000000.0,,,,1690000000.0,,,,639000000.0,,,,333000000.0,,,,-234000000.0,,,,-958000000.0,,,,877000000.0,,,,466000000.0,,,,-358000000.0,,,,436000000.0,,,,1295000000.0,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109000000.0,2329000000.0,4055000000.0,833000000.0,2326000000.0,3915000000.0,3895000000.0,1044000000.0,2438000000.0,3813000000.0,5517000000.0,1196000000.0,2510000000.0,3982000000.0,5364000000.0,1268000000.0,2827000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,2445000000.0,,,,2015000000.0,,,,2847000000.0,,,,4003000000.0,,,,4836000000.0,,,,6633000000.0,,,,4320000000.0,,,,3589000000.0,,,,4253000000.0,,,,5081000000.0,,,,4069000000.0,,
IncomeTaxExpenseBenefit / USD,,784000000.0,212000000.0,406000000.0,623000000.0,640000000.0,120000000.0,683000000.0,767000000.0,811000000.0,59000000.0,160000000.0,307000000.0,798000000.0,186000000.0,-99000000.0,2320000000.0,578000000.0,103000000.0,338000000.0,437000000.0,2580000000.0,100000000.0,23000000.0,-317000000.0,547000000.0,93000000.0,124000000.0,65000000.0,-751000000.0,64000000.0,240000000.0,346000000.0,265000000.0,112000000.0,1072000000.0,1218000000.0,456000000.0,400000000.0,802000000.0,936000000.0,1580000000.0,220000000.0,500000000.0
IncomeTaxReceivable / USD,,113000000.0,,,,188000000.0,,,,529000000.0,,,,218000000.0,,,,315000000.0,,,,335000000.0,,,,381000000.0,,,,353000000.0,,,,358000000.0,,,,494000000.0,,,,406000000.0,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance / USD,,,,,,,,,86000000.0,,,,,,,,,,,,-558000000.0,-658000000.0,,,-558000000.0,-658000000.0,,,,-658000000.0,-25000000.0,,,,,764000000.0,764000000.0,-95000000.0,,,,-95000000.0,,
IncomeTaxReconciliationDispositionOfAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000000.0,,,,25000000.0,,,,26000000.0,,,,33000000.0,,
IncomeTaxReconciliationNondeductibleExpenseAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,7000000.0,23000000.0,35000000.0,50000000.0,,,,50000000.0,,,,50000000.0,,,,47000000.0,,,,28000000.0,,
IncomeTaxReconciliationOtherReconcilingItems / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1200000000.0,,,,41000000.0,,,,50000000.0,,,,910000000.0,,
IncomeTaxReconciliationTaxContingencies / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187000000.0,187000000.0,187000000.0,187000000.0,187000000.0,,
IncomeTaxesPaidNet / USD,,537000000.0,146000000.0,357000000.0,446000000.0,521000000.0,636000000.0,1021000000.0,1236000000.0,632000000.0,115000000.0,258000000.0,474000000.0,1379000000.0,417000000.0,674000000.0,911000000.0,1029000000.0,348000000.0,941000000.0,1206000000.0,2542000000.0,198000000.0,494000000.0,639000000.0,1558000000.0,72000000.0,384000000.0,813000000.0,878000000.0,249000000.0,615000000.0,842000000.0,1250000000.0,260000000.0,821000000.0,1314000000.0,996000000.0,117000000.0,1110000000.0,1403000000.0,1548000000.0,394000000.0,1335000000.0
IncreaseDecreaseInAccountsAndNotesReceivable / USD,,-1000000.0,-94000000.0,64000000.0,60000000.0,70000000.0,-279000000.0,1000000.0,-86000000.0,413000000.0,-196000000.0,89000000.0,-18000000.0,435000000.0,88000000.0,68000000.0,-19000000.0,75000000.0,-138000000.0,37000000.0,140000000.0,275000000.0,-319000000.0,-39000000.0,119000000.0,581000000.0,142000000.0,669000000.0,450000000.0,-1291000000.0,40000000.0,171000000.0,212000000.0,761000000.0,-89000000.0,346000000.0,408000000.0,477000000.0,-164000000.0,117000000.0,140000000.0,576000000.0,-110000000.0,181000000.0
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities / USD,37000000.0,481000000.0,-163000000.0,26000000.0,702000000.0,-117000000.0,-424000000.0,-369000000.0,177000000.0,849000000.0,-298000000.0,-306000000.0,32000000.0,-379000000.0,-392000000.0,-307000000.0,13000000.0,356000000.0,85000000.0,24000000.0,211000000.0,65000000.0,-629000000.0,-294000000.0,103000000.0,399000000.0,-541000000.0,108000000.0,529000000.0,-44000000.0,-416000000.0,-446000000.0,6000000.0,531000000.0,-147000000.0,-14000000.0,163000000.0,213000000.0,-673000000.0,-699000000.0,-253000000.0,696000000.0,-604000000.0,-707000000.0
IncreaseDecreaseInInventories / USD,,-93000000.0,96000000.0,170000000.0,245000000.0,39000000.0,207000000.0,326000000.0,388000000.0,282000000.0,101000000.0,187000000.0,261000000.0,186000000.0,164000000.0,273000000.0,318000000.0,227000000.0,180000000.0,312000000.0,367000000.0,192000000.0,122000000.0,267000000.0,346000000.0,274000000.0,235000000.0,145000000.0,75000000.0,577000000.0,75000000.0,156000000.0,359000000.0,-78000000.0,380000000.0,784000000.0,936000000.0,560000000.0,410000000.0,616000000.0,530000000.0,939000000.0,217000000.0,278000000.0
IncreaseDecreaseInOtherOperatingCapitalNet / USD,,215000000.0,-17000000.0,-73000000.0,1000000.0,-444000000.0,408000000.0,-73000000.0,399000000.0,-643000000.0,-50000000.0,-75000000.0,-495000000.0,403000000.0,419000000.0,694000000.0,-1516000000.0,-85000000.0,169000000.0,499000000.0,433000000.0,-229000000.0,160000000.0,170000000.0,67000000.0,624000000.0,142000000.0,127000000.0,430000000.0,609000000.0,321000000.0,409000000.0,444000000.0,549000000.0,311000000.0,-94000000.0,344000000.0,65000000.0,-96000000.0,486000000.0,485000000.0,148000000.0,194000000.0,800000000.0
IntangibleAssetsNetExcludingGoodwill / USD,,2286000000.0,28101000000.0,28101000000.0,28101000000.0,28101000000.0,26899000000.0,26899000000.0,26899000000.0,26899000000.0,23407000000.0,23407000000.0,23407000000.0,23407000000.0,21723000000.0,21723000000.0,21723000000.0,21723000000.0,20560000000.0,20560000000.0,20560000000.0,20560000000.0,19063000000.0,19063000000.0,19063000000.0,19063000000.0,17740000000.0,17740000000.0,17740000000.0,17740000000.0,15595000000.0,15595000000.0,15595000000.0,15595000000.0,14844000000.0,14844000000.0,14844000000.0,14844000000.0,13225000000.0,13225000000.0,13225000000.0,13225000000.0,11667000000.0,11667000000.0
InterestExpenseBorrowings / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553000000.0,197000000.0,427000000.0,664000000.0,743000000.0,217000000.0,469000000.0
InterestExpenseNonoperating / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148000000.0,329000000.0,517000000.0,636000000.0,167000000.0,376000000.0
InterestIncomeExpenseNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186000000.0,,,,186000000.0,111000000.0,259000000.0,429000000.0,386000000.0,112000000.0,249000000.0
InterestPaidNet / USD,,,,,,,,,,,,,,,68000000.0,587000000.0,651000000.0,1134000000.0,55000000.0,482000000.0,540000000.0,1147000000.0,86000000.0,322000000.0,348000000.0,973000000.0,72000000.0,321000000.0,334000000.0,643000000.0,63000000.0,280000000.0,295000000.0,582000000.0,68000000.0,234000000.0,262000000.0,540000000.0,84000000.0,476000000.0,568000000.0,606000000.0,119000000.0,513000000.0
InventoryFinishedGoodsNetOfReserves / USD,,1196000000.0,2268000000.0,2268000000.0,2268000000.0,2268000000.0,2242000000.0,2242000000.0,2242000000.0,2242000000.0,2211000000.0,2211000000.0,2211000000.0,2211000000.0,2407000000.0,2407000000.0,2407000000.0,2407000000.0,2476000000.0,2476000000.0,2476000000.0,2476000000.0,2874000000.0,2874000000.0,2874000000.0,2874000000.0,2906000000.0,2906000000.0,2906000000.0,2906000000.0,3070000000.0,3070000000.0,3070000000.0,3070000000.0,3440000000.0,3440000000.0,3440000000.0,3440000000.0,3668000000.0,3668000000.0,3668000000.0,3668000000.0,3779000000.0,3779000000.0
InventoryNet / USD,,1725000000.0,3463000000.0,3463000000.0,3463000000.0,3463000000.0,3473000000.0,3473000000.0,3473000000.0,3473000000.0,3338000000.0,3338000000.0,3338000000.0,3338000000.0,3579000000.0,3579000000.0,3579000000.0,3579000000.0,3753000000.0,3753000000.0,3753000000.0,3753000000.0,4229000000.0,4229000000.0,4229000000.0,4229000000.0,4313000000.0,4313000000.0,4313000000.0,4313000000.0,4616000000.0,4616000000.0,4616000000.0,4616000000.0,5293000000.0,5293000000.0,5293000000.0,5293000000.0,5217000000.0,5217000000.0,5217000000.0,5217000000.0,5476000000.0,5476000000.0
InventoryRawMaterialsNetOfReserves / USD,,282000000.0,686000000.0,686000000.0,686000000.0,686000000.0,732000000.0,732000000.0,732000000.0,732000000.0,669000000.0,669000000.0,669000000.0,669000000.0,676000000.0,676000000.0,676000000.0,676000000.0,705000000.0,705000000.0,705000000.0,705000000.0,747000000.0,747000000.0,747000000.0,747000000.0,796000000.0,796000000.0,796000000.0,796000000.0,864000000.0,864000000.0,864000000.0,864000000.0,1063000000.0,1063000000.0,1063000000.0,1063000000.0,907000000.0,907000000.0,907000000.0,907000000.0,953000000.0,953000000.0
InventoryWorkInProcessNetOfReserves / USD,,247000000.0,509000000.0,509000000.0,509000000.0,509000000.0,499000000.0,499000000.0,499000000.0,499000000.0,458000000.0,458000000.0,458000000.0,458000000.0,496000000.0,496000000.0,496000000.0,496000000.0,572000000.0,572000000.0,572000000.0,572000000.0,608000000.0,608000000.0,608000000.0,608000000.0,611000000.0,611000000.0,611000000.0,611000000.0,682000000.0,682000000.0,682000000.0,682000000.0,789000000.0,789000000.0,789000000.0,789000000.0,642000000.0,642000000.0,642000000.0,642000000.0,744000000.0,744000000.0
LeaseCost / USD,,,,,,,,,,,,,,,,,,,66000000.0,133000000.0,202000000.0,269000000.0,,,,269000000.0,,,,269000000.0,,,,251000000.0,,,,260000000.0,,,,273000000.0,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,1164000000.0,1167000000.0,1175000000.0,1034000000.0,,,,1090000000.0,,,,976000000.0,,,,1160000000.0,,,,1177000000.0,,,,1294000000.0,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,432000000.0,451000000.0,448000000.0,277000000.0,,,,338000000.0,,,,284000000.0,,,,426000000.0,,,,444000000.0,,,,503000000.0,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,218000000.0,,,,223000000.0,,,,213000000.0,,,,204000000.0,,,,203000000.0,,,,218000000.0,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,111000000.0,117000000.0,125000000.0,102000000.0,,,,97000000.0,,,,82000000.0,,,,94000000.0,,,,88000000.0,,,,100000000.0,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,132000000.0,140000000.0,147000000.0,118000000.0,,,,119000000.0,,,,103000000.0,,,,121000000.0,,,,113000000.0,,,,119000000.0,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,153000000.0,161000000.0,171000000.0,144000000.0,,,,147000000.0,,,,130000000.0,,,,144000000.0,,,,151000000.0,,,,155000000.0,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,184000000.0,193000000.0,203000000.0,175000000.0,,,,166000000.0,,,,164000000.0,,,,171000000.0,,,,178000000.0,,,,199000000.0,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,186000000.0,157000000.0,155000000.0,89000000.0,,,,75000000.0,,,,105000000.0,,,,111000000.0,,,,154000000.0,,,,185000000.0,,
Liabilities / USD,37000000.0,18500000000.0,53455000000.0,53455000000.0,53455000000.0,53455000000.0,47581000000.0,47581000000.0,47581000000.0,47581000000.0,49400000000.0,49400000000.0,49400000000.0,49527000000.0,40571000000.0,40571000000.0,40571000000.0,40571000000.0,39482000000.0,39482000000.0,39482000000.0,39482000000.0,39817000000.0,39817000000.0,39817000000.0,39817000000.0,41481000000.0,41481000000.0,41481000000.0,41481000000.0,38260000000.0,38260000000.0,38260000000.0,38260000000.0,39283000000.0,39283000000.0,39283000000.0,39283000000.0,39561000000.0,39561000000.0,39561000000.0,39561000000.0,43424000000.0,43424000000.0
LiabilitiesAndStockholdersEquity / USD,46000.0,37943000000.0,106685000000.0,106685000000.0,106685000000.0,106685000000.0,99644000000.0,99644000000.0,99644000000.0,99644000000.0,99816000000.0,99816000000.0,99816000000.0,99857000000.0,91393000000.0,91393000000.0,91393000000.0,91393000000.0,89694000000.0,89694000000.0,89694000000.0,89694000000.0,90689000000.0,90689000000.0,90689000000.0,90689000000.0,93083000000.0,93083000000.0,93083000000.0,93083000000.0,90981000000.0,90981000000.0,90981000000.0,90981000000.0,90948000000.0,90948000000.0,90948000000.0,90948000000.0,89981000000.0,89981000000.0,89981000000.0,89981000000.0,91680000000.0,91680000000.0
LiabilitiesCurrent / USD,37000000.0,5559000000.0,9173000000.0,9173000000.0,9173000000.0,9173000000.0,7165000000.0,7165000000.0,7165000000.0,7165000000.0,14220000000.0,14220000000.0,14220000000.0,14264000000.0,10084000000.0,10084000000.0,10084000000.0,10084000000.0,8472000000.0,8472000000.0,8472000000.0,8472000000.0,10366000000.0,10366000000.0,10366000000.0,10366000000.0,8509000000.0,8509000000.0,8509000000.0,8509000000.0,12394000000.0,12394000000.0,12394000000.0,12394000000.0,9051000000.0,9051000000.0,9051000000.0,9051000000.0,10789000000.0,10789000000.0,10789000000.0,10789000000.0,12879000000.0,12879000000.0
LiabilityForUncertainTaxPositionsNoncurrent / USD,,2593000000.0,2556000000.0,2597000000.0,2636000000.0,2700000000.0,,,,1900000000.0,,,,868000000.0,,,,977000000.0,,,,911000000.0,911000000.0,911000000.0,911000000.0,809000000.0,809000000.0,809000000.0,809000000.0,787000000.0,802000000.0,802000000.0,802000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,,,,1900000000.0,,2000000000.0
LongTermDebtAndCapitalLeaseObligations / USD,,10315000000.0,33752000000.0,33752000000.0,33752000000.0,33752000000.0,30109000000.0,30109000000.0,30109000000.0,30109000000.0,25921000000.0,25921000000.0,25921000000.0,25921000000.0,23699000000.0,23699000000.0,23699000000.0,23699000000.0,24486000000.0,24486000000.0,24486000000.0,24486000000.0,22021000000.0,22021000000.0,22021000000.0,22021000000.0,26378000000.0,26378000000.0,26378000000.0,26378000000.0,20372000000.0,20372000000.0,20372000000.0,20372000000.0,24344000000.0,24344000000.0,24344000000.0,24344000000.0,23932000000.0,23932000000.0,23932000000.0,23932000000.0,25642000000.0,25642000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,,21764000000.0,,,,18476000000.0,,,,16290000000.0,,,,15097000000.0,,,,14524000000.0,,,,13466000000.0,,,,18016000000.0,,,,14528000000.0,,,,19119000000.0,,,,16649000000.0,,,,19824000000.0,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,2419000000.0,,,,993000000.0,,,,7494000000.0,,,,2058000000.0,,,,838000000.0,,,,2776000000.0,,,,11000000.0,,,,3744000000.0,,,,20000000.0,,,,1092000000.0,,,,2874000000.0,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,4273000000.0,,,,1104000000.0,,,,3276000000.0,,,,1192000000.0,,,,1161000000.0,,,,2704000000.0,,,,2423000000.0,,,,1969000000.0,,,,1005000000.0,,,,2146000000.0,,,,977000000.0,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,423000000.0,,,,3777000000.0,,,,1127000000.0,,,,3275000000.0,,,,2862000000.0,,,,746000000.0,,,,1895000000.0,,,,2133000000.0,,,,1652000000.0,,,,1006000000.0,,,,2290000000.0,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,6173000000.0,,,,411000000.0,,,,3778000000.0,,,,1122000000.0,,,,3258000000.0,,,,3630000000.0,,,,6000000.0,,,,1895000000.0,,,,2750000000.0,,,,1612000000.0,,,,1006000000.0,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,538000000.0,,,,6176000000.0,,,,1403000000.0,,,,3006000000.0,,,,2747000000.0,,,,1594000000.0,,,,4237000000.0,,,,6000000.0,,,,7000000.0,,,,2684000000.0,,,,1721000000.0,,
LossContingencyAccrualAtCarryingValue / USD,,917000000.0,879000000.0,879000000.0,879000000.0,879000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1100000000.0,1100000000.0,1100000000.0,1100000000.0,900000000.0,900000000.0,900000000.0,900000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,400000000.0,400000000.0,400000000.0,400000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,200000000.0,200000000.0,200000000.0,200000000.0,400000000.0,400000000.0
LossContingencyAccrualCarryingValuePeriodIncreaseDecrease / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90000000.0,90000000.0,90000000.0,-30000000.0,,
LossContingencyAccrualProvision / USD,,245000000.0,,0.0,0.0,770000000.0,0.0,26000000.0,26000000.0,42000000.0,82000000.0,82000000.0,300000000.0,26000000.0,0.0,0.0,61000000.0,300000000.0,103000000.0,103000000.0,166000000.0,61000000.0,47000000.0,168000000.0,276000000.0,166000000.0,-88000000.0,-4000000.0,118000000.0,313000000.0,26000000.0,60000000.0,95000000.0,118000000.0,0.0,0.0,0.0,95000000.0,40000000.0,105000000.0,105000000.0,-30000000.0,81000000.0,81000000.0
MinorityInterest / USD,,,,,,,0.0,0.0,0.0,0.0,122000000.0,122000000.0,122000000.0,122000000.0,102000000.0,102000000.0,102000000.0,102000000.0,121000000.0,121000000.0,121000000.0,121000000.0,135000000.0,135000000.0,135000000.0,135000000.0,174000000.0,174000000.0,174000000.0,174000000.0,171000000.0,171000000.0,171000000.0,171000000.0,182000000.0,182000000.0,182000000.0,182000000.0,206000000.0,206000000.0,206000000.0,206000000.0,232000000.0,232000000.0
MinorityInterestPeriodIncreaseDecrease / USD,,,,,,,,,,,,,,125000000.0,1000000.0,-2000000.0,-2000000.0,125000000.0,1000000.0,1000000.0,1000000.0,-11000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,-1000000.0,,-15000000.0,-15000000.0,-6000000.0,,,-6000000.0,-18000000.0,,,-2000000.0,-10000000.0,,
NetCashProvidedByUsedInFinancingActivities / USD,,,,-127000000.0,14798000000.0,-918000000.0,-1744000000.0,-2525000000.0,-3677000000.0,15949000000.0,-1160000000.0,-2651000000.0,-3970000000.0,-9543000000.0,-1141000000.0,-7277000000.0,-8126000000.0,-3283000000.0,-1573000000.0,-3303000000.0,-4571000000.0,-11954000000.0,-274000000.0,-2015000000.0,-2888000000.0,-5431000000.0,1959000000.0,1991000000.0,993000000.0,-4198000000.0,-1055000000.0,-2210000000.0,-3387000000.0,-4136000000.0,-950000000.0,2064000000.0,-70000000.0,-5336000000.0,-501000000.0,-591000000.0,-2091000000.0,-4960000000.0,-731000000.0,-1265000000.0
NetCashProvidedByUsedInInvestingActivities / USD,,,,-1153000000.0,-1843000000.0,-3594000000.0,-986000000.0,-2074000000.0,-2328000000.0,-17058000000.0,-284000000.0,-357000000.0,-1299000000.0,2245000000.0,83000000.0,6125000000.0,5747000000.0,-1571000000.0,643000000.0,764000000.0,-245000000.0,5858000000.0,-551000000.0,-1767000000.0,-3568000000.0,-774000000.0,8000000.0,-2012000000.0,-4785000000.0,-3203000000.0,-784000000.0,-1493000000.0,-1930000000.0,-2866000000.0,-1585000000.0,-2731000000.0,-3018000000.0,-1659000000.0,-539000000.0,-963000000.0,-1670000000.0,-3493000000.0,-259000000.0,-604000000.0
