fact_unit,2015-02-27,2015-06-23,2015-09-09,2015-12-09,2016-03-09,2016-06-28,2016-09-07,2016-12-05,2017-03-03,2017-06-27,2017-09-01,2017-12-04,2018-03-02,2018-06-22,2018-08-31,2018-11-29,2019-03-01,2019-06-21,2019-08-30,2019-12-03,2020-02-28,2020-06-19,2020-09-03,2020-12-03,2021-03-05,2021-06-25,2021-09-02,2021-12-02,2022-03-03,2022-06-23,2022-09-01,2022-12-01,2023-03-01,2023-06-22,2023-08-31,2023-11-30,2024-02-27,2024-06-20,2024-08-27,2024-11-26,2025-02-25,2025-06-20,2025-08-26,2025-11-25
AmortizationOfIntangibleAssets / USD,,331000000.0,87000000.0,176000000.0,265000000.0,349000000.0,481000000.0,964000000.0,1448000000.0,733000000.0,487000000.0,987000000.0,1484000000.0,1931000000.0,454000000.0,914000000.0,1375000000.0,1980000000.0,446000000.0,891000000.0,1327000000.0,1823000000.0,440000000.0,881000000.0,1317000000.0,1764000000.0,440000000.0,884000000.0,1337000000.0,1756000000.0,436000000.0,866000000.0,1298000000.0,1783000000.0,423000000.0,844000000.0,1275000000.0,1733000000.0,429000000.0,855000000.0,1274000000.0,1698000000.0,414000000.0,827000000.0
AssetAtFairValueChangesInFairValueResultingFromChangesInAssumptions / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,220000000.0,0.0,0.0
AssetImpairmentCharges / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,515000000.0,,,,0.0,,
Assets / USD,46000.0,37943000000.0,106685000000.0,106685000000.0,106685000000.0,106685000000.0,99644000000.0,99644000000.0,99644000000.0,99644000000.0,99816000000.0,99816000000.0,99816000000.0,99857000000.0,91393000000.0,91393000000.0,91393000000.0,91393000000.0,89694000000.0,89694000000.0,89694000000.0,89694000000.0,90689000000.0,90689000000.0,90689000000.0,90689000000.0,93083000000.0,93083000000.0,93083000000.0,93083000000.0,90981000000.0,90981000000.0,90981000000.0,90981000000.0,90948000000.0,90948000000.0,90948000000.0,90948000000.0,89981000000.0,89981000000.0,89981000000.0,89981000000.0,91680000000.0,91680000000.0
AssetsCurrent / USD,46000.0,21210000000.0,30844000000.0,30844000000.0,30844000000.0,30844000000.0,23600000000.0,23600000000.0,23600000000.0,23600000000.0,24873000000.0,24873000000.0,24873000000.0,24873000000.0,22980000000.0,22980000000.0,22980000000.0,22980000000.0,21967000000.0,21967000000.0,21967000000.0,21967000000.0,22031000000.0,22031000000.0,22031000000.0,22031000000.0,22548000000.0,22548000000.0,22548000000.0,22548000000.0,23059000000.0,23059000000.0,23059000000.0,23059000000.0,21675000000.0,21675000000.0,21675000000.0,21675000000.0,21935000000.0,21935000000.0,21935000000.0,21935000000.0,23814000000.0,23814000000.0
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax / USD,,,,,,,,,,,,,,,22000000.0,22000000.0,22000000.0,22000000.0,20000000.0,20000000.0,20000000.0,20000000.0,135000000.0,135000000.0,135000000.0,135000000.0,155000000.0,155000000.0,155000000.0,155000000.0,5000000.0,5000000.0,5000000.0,5000000.0,6000000.0,6000000.0,6000000.0,6000000.0,7000000.0,7000000.0,7000000.0,7000000.0,26000000.0,26000000.0
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax / USD,,,,,,,,,,,,,,,165000000.0,165000000.0,165000000.0,165000000.0,61000000.0,61000000.0,61000000.0,61000000.0,141000000.0,141000000.0,141000000.0,141000000.0,42000000.0,42000000.0,42000000.0,42000000.0,245000000.0,245000000.0,245000000.0,245000000.0,305000000.0,305000000.0,305000000.0,305000000.0,252000000.0,252000000.0,252000000.0,252000000.0,100000000.0,100000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758000000.0,685000000.0,750000000.0,784000000.0,845000000.0,1105000000.0,1148000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue / USD,,3097000000.0,3191000000.0,3197000000.0,3050000000.0,2792000000.0,2845000000.0,2928000000.0,3043000000.0,3177000000.0,3203000000.0,3298000000.0,3161000000.0,3138000000.0,2775000000.0,2479000000.0,2358000000.0,2244000000.0,2030000000.0,1881000000.0,1577000000.0,1733000000.0,1677000000.0,1695000000.0,1477000000.0,1838000000.0,1817000000.0,1646000000.0,1540000000.0,1271000000.0,1102000000.0,899000000.0,875000000.0,,761000000.0,706000000.0,713000000.0,744000000.0,681000000.0,749000000.0,778000000.0,843000000.0,1109000000.0,1166000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3644000000.0,3431000000.0,3322000000.0,3257000000.0,3183000000.0,3037000000.0,2908000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue / USD,,6646000000.0,6559000000.0,6314000000.0,6294000000.0,3181000000.0,3188000000.0,3056000000.0,2905000000.0,2855000000.0,2681000000.0,2601000000.0,2748000000.0,2687000000.0,2769000000.0,2568000000.0,1867000000.0,2198000000.0,2407000000.0,2578000000.0,2727000000.0,2854000000.0,3049000000.0,3315000000.0,3546000000.0,2862000000.0,2978000000.0,3199000000.0,3337000000.0,3465000000.0,3597000000.0,3649000000.0,3706000000.0,,3799000000.0,3738000000.0,3707000000.0,3479000000.0,3326000000.0,3248000000.0,3185000000.0,3149000000.0,3016000000.0,2921000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019000000.0,1109000000.0,1148000000.0,1215000000.0,1340000000.0,1337000000.0,1431000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue / USD,,182000000.0,191000000.0,285000000.0,285000000.0,88000000.0,60000000.0,55000000.0,83000000.0,81000000.0,84000000.0,107000000.0,114000000.0,108000000.0,115000000.0,116000000.0,119000000.0,35000000.0,53000000.0,46000000.0,53000000.0,64000000.0,58000000.0,67000000.0,45000000.0,666000000.0,660000000.0,658000000.0,691000000.0,656000000.0,690000000.0,669000000.0,688000000.0,,672000000.0,653000000.0,798000000.0,967000000.0,1074000000.0,1117000000.0,1183000000.0,1313000000.0,1312000000.0,1422000000.0
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1548000000.0,1462000000.0,1488000000.0,1560000000.0,1458000000.0,1432000000.0,1559000000.0
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue / USD,,1812000000.0,2165000000.0,2245000000.0,2197000000.0,899000000.0,969000000.0,761000000.0,1185000000.0,1110000000.0,888000000.0,865000000.0,885000000.0,887000000.0,1009000000.0,1103000000.0,1139000000.0,1022000000.0,1157000000.0,1975000000.0,3595000000.0,2190000000.0,1764000000.0,1930000000.0,3613000000.0,1891000000.0,2170000000.0,2299000000.0,2208000000.0,1501000000.0,1378000000.0,1419000000.0,1381000000.0,,1339000000.0,1360000000.0,1483000000.0,1534000000.0,1450000000.0,1478000000.0,1551000000.0,1448000000.0,1423000000.0,1550000000.0
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1 / USD,,-138000000.0,1000000.0,5000000.0,1000000.0,5000000.0,4000000.0,-11000000.0,-20000000.0,-14000000.0,-5000000.0,-85000000.0,81000000.0,83000000.0,1000000.0,25000000.0,37000000.0,29000000.0,-6000000.0,9000000.0,68000000.0,66000000.0,-3000000.0,-2000000.0,-4000000.0,33000000.0,18000000.0,25000000.0,36000000.0,-36000000.0,10000000.0,-16000000.0,-97000000.0,-103000000.0,2000000.0,-43000000.0,-38000000.0,-24000000.0,3000000.0,-7000000.0,14000000.0,18000000.0,,
BusinessCombinationContingentConsiderationLiability / USD,,142000000.0,68000000.0,68000000.0,68000000.0,68000000.0,264000000.0,264000000.0,264000000.0,264000000.0,377000000.0,377000000.0,377000000.0,377000000.0,246000000.0,246000000.0,246000000.0,246000000.0,173000000.0,173000000.0,173000000.0,173000000.0,222000000.0,222000000.0,222000000.0,222000000.0,280000000.0,280000000.0,280000000.0,280000000.0,270000000.0,270000000.0,270000000.0,270000000.0,119000000.0,119000000.0,119000000.0,119000000.0,206000000.0,206000000.0,206000000.0,206000000.0,,
CashAndCashEquivalentsAtCarryingValue / USD,0.0,1172000000.0,1403000000.0,1403000000.0,1403000000.0,919000000.0,4843000000.0,4843000000.0,4843000000.0,1403000000.0,2876000000.0,2876000000.0,2876000000.0,4843000000.0,4967000000.0,4967000000.0,4967000000.0,3669000000.0,3669000000.0,4393000000.0,4393000000.0,4393000000.0,4140000000.0,4140000000.0,4140000000.0,4140000000.0,3593000000.0,3593000000.0,3593000000.0,3593000000.0,3714000000.0,3714000000.0,3714000000.0,3714000000.0,1543000000.0,1543000000.0,1543000000.0,1543000000.0,1284000000.0,1284000000.0,1284000000.0,1284000000.0,2218000000.0,2218000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,2876000000.0,,3669000000.0,3669000000.0,4967000000.0,4393000000.0,4393000000.0,4393000000.0,3669000000.0,4140000000.0,4140000000.0,4140000000.0,4393000000.0,3593000000.0,3593000000.0,3593000000.0,4140000000.0,3714000000.0,3714000000.0,3714000000.0,3593000000.0,1543000000.0,1543000000.0,1543000000.0,3714000000.0,1284000000.0,1284000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,2091000000.0,,242000000.0,34000000.0,-1298000000.0,687000000.0,-431000000.0,-684000000.0,724000000.0,2359000000.0,2280000000.0,937000000.0,-253000000.0,-589000000.0,-693000000.0,-114000000.0,-547000000.0,-1574000000.0,1114000000.0,808000000.0,121000000.0,-204000000.0,-232000000.0,80000000.0,-2171000000.0,27000000.0,110000000.0
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths / USD,,230000000.0,197000000.0,166000000.0,174000000.0,17000000.0,53000000.0,66000000.0,120000000.0,73000000.0,-37000000.0,-33000000.0,-169000000.0,-111000000.0,32000000.0,118000000.0,114000000.0,175000000.0,164000000.0,165000000.0,145000000.0,225000000.0,-4000000.0,-34000000.0,-175000000.0,146000000.0,-33000000.0,34000000.0,123000000.0,368000000.0,510000000.0,617000000.0,179000000.0,140000000.0,,,,158000000.0,,,,62000000.0,-154000000.0,-73000000.0
CommercialPaper / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1073000000.0,,
CommonStockDividendsPerShareDeclared / USD/shares,,1.04,0.305,0.61,0.915,1.12,0.38,0.76,1.14,1.22,0.43,0.86,1.29,1.52,0.46,0.46,0.46,1.72,0.5,0.5,0.5,1.84,0.54,0.54,0.54,2.0,0.58,0.58,0.58,2.16,0.63,0.63,0.63,2.32,0.68,0.68,0.68,2.52,0.69,0.69,0.69,2.72,0.7,0.7
CommonStockParOrStatedValuePerShare / USD/shares,,0.1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
CommonStockSharesAuthorized / shares,,1600000000.0,,,,2600000000.0,,,,2600000000.0,,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0,2600000000.0
CommonStockSharesIssued / shares,,998999125.0,,,,1421648005.0,,,,1399018022.0,,1369424818.0,1369424818.0,1369424818.0,1354218154.0,1354218154.0,1354218154.0,1354218154.0,1340697595.0,1340697595.0,1340697595.0,1340697595.0,1341074724.0,1341074724.0,1341074724.0,1341074724.0,1345400671.0,1345400671.0,1345400671.0,1345400671.0,1330743395.0,1330743395.0,1330743395.0,1330743395.0,1330809036.0,1330809036.0,1330809036.0,1330809036.0,1311337531.0,1311337531.0,1311337531.0,1311337531.0,1281934628.0,1281934628.0
CommonStockSharesOutstanding / shares,,998999125.0,,,,1421648005.0,,,,1399018022.0,,1369424818.0,1369424818.0,1369424818.0,1354218154.0,1354218154.0,1354218154.0,1354218154.0,1340697595.0,1340697595.0,1340697595.0,1340697595.0,1341074724.0,1341074724.0,1341074724.0,1341074724.0,1345400671.0,1345400671.0,1345400671.0,1345400671.0,1330743395.0,1330743395.0,1330743395.0,1330743395.0,1330809036.0,1330809036.0,1330809036.0,1330809036.0,1311337531.0,1311337531.0,1311337531.0,1311337531.0,1281934628.0,1281934628.0
CommonStockValue / USD,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ComprehensiveIncomeNetOfTax / USD,-37075000.0,3448000000.0,980000000.0,1790000000.0,2612000000.0,2960000000.0,648000000.0,1053000000.0,654000000.0,2088000000.0,773000000.0,1584000000.0,1854000000.0,2854000000.0,1705000000.0,3586000000.0,2875000000.0,3283000000.0,491000000.0,1317000000.0,2740000000.0,4134000000.0,1091000000.0,2328000000.0,4308000000.0,3659000000.0,265000000.0,693000000.0,1883000000.0,3940000000.0,1039000000.0,2517000000.0,4159000000.0,3681000000.0,1255000000.0,1260000000.0,1654000000.0,6258000000.0,616000000.0,1822000000.0,3062000000.0,2524000000.0,950000000.0,2381000000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,,,,,,,,0.0,0.0,0.0,0.0,-4000000.0,-5000000.0,0.0,-7000000.0,-11000000.0,-14000000.0,-3000000.0,2000000.0,4000000.0,6000000.0,-9000000.0,13000000.0,20000000.0,24000000.0,16000000.0,9000000.0,15000000.0,27000000.0,15000000.0,4000000.0,9000000.0,13000000.0,32000000.0,0.0,6000000.0,17000000.0,16000000.0,6000000.0,6000000.0,23000000.0,26000000.0,6000000.0,15000000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,,,,,,,,1053000000.0,654000000.0,2088000000.0,773000000.0,1580000000.0,1849000000.0,2854000000.0,1698000000.0,3575000000.0,2861000000.0,3280000000.0,493000000.0,1321000000.0,2746000000.0,4125000000.0,1104000000.0,2348000000.0,4332000000.0,3675000000.0,274000000.0,708000000.0,1910000000.0,3955000000.0,1043000000.0,2526000000.0,4172000000.0,3713000000.0,1255000000.0,1266000000.0,1671000000.0,6274000000.0,622000000.0,1828000000.0,3084000000.0,2549000000.0,957000000.0,2396000000.0
ContractWithCustomerLiability / USD,,,,,,,,,,,,,,,289000000.0,289000000.0,289000000.0,289000000.0,315000000.0,315000000.0,315000000.0,315000000.0,303000000.0,303000000.0,303000000.0,303000000.0,368000000.0,368000000.0,368000000.0,368000000.0,399000000.0,399000000.0,399000000.0,399000000.0,405000000.0,405000000.0,405000000.0,405000000.0,453000000.0,453000000.0,453000000.0,453000000.0,446000000.0,446000000.0
ContractWithCustomerLiabilityRevenueRecognized / USD,,,,,,,,,,,,,,,74000000.0,126000000.0,170000000.0,199000000.0,98000000.0,150000000.0,192000000.0,220000000.0,98000000.0,162000000.0,210000000.0,236000000.0,84000000.0,155000000.0,192000000.0,243000000.0,87000000.0,160000000.0,211000000.0,240000000.0,124000000.0,216000000.0,274000000.0,240000000.0,124000000.0,216000000.0,274000000.0,324000000.0,108000000.0,196000000.0
CostOfGoodsAndServicesSold / USD,,4126000000.0,1105000000.0,2247000000.0,3375000000.0,4333000000.0,2456000000.0,4638000000.0,6779000000.0,6309000000.0,2261000000.0,4587000000.0,6855000000.0,9142000000.0,2352000000.0,4475000000.0,6669000000.0,9294000000.0,2204000000.0,4407000000.0,6672000000.0,9067000000.0,2366000000.0,4760000000.0,7160000000.0,9155000000.0,2505000000.0,5209000000.0,7830000000.0,9424000000.0,2598000000.0,5095000000.0,7554000000.0,10483000000.0,2516000000.0,5051000000.0,7740000000.0,10145000000.0,2628000000.0,5390000000.0,8172000000.0,10719000000.0,2761000000.0,5707000000.0
CurrentFederalTaxExpenseBenefit / USD,,509000000.0,,,,532000000.0,,,,1128000000.0,,,,440000000.0,,,,614000000.0,,,,2899000000.0,,,,579000000.0,,,,151000000.0,,,,287000000.0,,,,467000000.0,,,,1303000000.0,,
CurrentForeignTaxExpenseBenefit / USD,,219000000.0,,,,248000000.0,,,,502000000.0,,,,835000000.0,,,,840000000.0,,,,796000000.0,,,,406000000.0,,,,375000000.0,,,,439000000.0,,,,599000000.0,,,,530000000.0,,
CurrentIncomeTaxExpenseBenefit / USD,,728000000.0,,,,780000000.0,,,,1630000000.0,,,,1275000000.0,,,,1454000000.0,,,,3695000000.0,,,,985000000.0,,,,526000000.0,,,,726000000.0,,,,1066000000.0,,,,1833000000.0,,
DebtCurrent / USD,,1613000000.0,2434000000.0,2434000000.0,2434000000.0,2434000000.0,993000000.0,993000000.0,993000000.0,993000000.0,,,,7520000000.0,,,,2058000000.0,,,,838000000.0,,,,2776000000.0,11000000.0,11000000.0,11000000.0,11000000.0,3742000000.0,3742000000.0,3742000000.0,3742000000.0,20000000.0,20000000.0,20000000.0,20000000.0,1092000000.0,1092000000.0,1092000000.0,1092000000.0,2874000000.0,2874000000.0
DebtInstrumentCarryingAmount / USD,,35590000000.0,,,,30937000000.0,,,,33368000000.0,,,,25750000000.0,,,,25390000000.0,,,,24916000000.0,,,,26588000000.0,,,,24275000000.0,,,,24553000000.0,,,,25189000000.0,,,,28691000000.0,,
DebtInstrumentInterestRateEffectivePercentage / pure,,,,,,,,,,,,,,,,,,,,,,0.0639,,,,0.0893,,,,0.0929,,,,0.0915,,,,0.0991,,,,0.1017,,
DebtInstrumentUnamortizedDiscountPremiumNet / USD,,25000000.0,-499000000.0,-499000000.0,-499000000.0,-499000000.0,-214000000.0,-214000000.0,-214000000.0,,-135000000.0,-135000000.0,-135000000.0,,-120000000.0,-120000000.0,-120000000.0,-120000000.0,-29000000.0,-29000000.0,-29000000.0,-29000000.0,15000000.0,15000000.0,15000000.0,15000000.0,75000000.0,75000000.0,75000000.0,75000000.0,52000000.0,52000000.0,52000000.0,52000000.0,64000000.0,64000000.0,64000000.0,64000000.0,55000000.0,55000000.0,55000000.0,55000000.0,59000000.0,59000000.0
DebtSecuritiesAvailableForSaleAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,6847000000.0,7144000000.0,7144000000.0,7144000000.0,7144000000.0,7131000000.0,7131000000.0,7131000000.0,7131000000.0,6748000000.0,6748000000.0,6748000000.0,6748000000.0,6968000000.0,6968000000.0,6968000000.0,6968000000.0,6826000000.0,6826000000.0
DebtSecuritiesAvailableForSaleAmortizedCostExcludingAccruedInterestBeforeAllowanceForCreditLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6968000000.0,6687000000.0,6708000000.0,6815000000.0,6826000000.0,6911000000.0,7045000000.0
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger / USD,,,,,,,,,,,,,,,891000000.0,891000000.0,891000000.0,891000000.0,2181000000.0,2181000000.0,2181000000.0,2181000000.0,4019000000.0,4019000000.0,4019000000.0,4019000000.0,4423000000.0,4423000000.0,4423000000.0,4423000000.0,5004000000.0,5004000000.0,5004000000.0,5004000000.0,4760000000.0,4760000000.0,4760000000.0,4760000000.0,4296000000.0,4296000000.0,4296000000.0,4296000000.0,2993000000.0,2993000000.0
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss / USD,,,,,,,,,,,,,,,58000000.0,58000000.0,58000000.0,58000000.0,52000000.0,52000000.0,52000000.0,52000000.0,135000000.0,135000000.0,135000000.0,135000000.0,32000000.0,32000000.0,32000000.0,32000000.0,244000000.0,244000000.0,244000000.0,244000000.0,297000000.0,297000000.0,297000000.0,297000000.0,238000000.0,238000000.0,238000000.0,238000000.0,91000000.0,91000000.0
