fact_unit,2009-07-31,2009-10-30,2010-02-16,2010-05-05,2010-05-17,2010-08-04,2010-11-05,2011-02-16,2011-05-05,2011-05-26,2011-08-04,2011-11-03,2012-02-16,2012-05-03,2012-08-02,2012-11-01,2013-02-14,2013-05-02,2013-05-16,2013-08-01,2013-10-31,2014-02-13,2014-05-01,2014-05-15,2014-07-31,2014-10-30,2015-02-12,2015-04-30,2015-07-30,2015-10-29,2016-02-11,2016-05-03,2016-05-17,2016-08-02,2016-11-01,2017-02-09,2017-05-03,2017-05-04,2017-08-01,2017-10-31,2018-02-08,2018-05-08,2018-07-26,2018-10-25,2019-02-07,2019-04-26,2019-07-26,2019-10-25,2020-02-06,2020-04-28,2020-07-28,2020-10-27,2021-02-04,2021-04-27,2021-07-27,2021-10-26,2022-02-09,2022-04-26,2022-07-27,2022-10-25,2023-02-08,2023-04-25,2023-07-25,2023-10-24,2024-02-07,2024-04-30,2024-07-26,2024-10-22,2025-02-05,2025-04-22,2025-07-18,2025-10-21
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions / USD,,,,,,,,,,,176000000.0,221000000.0,213000000.0,131000000.0,216000000.0,258000000.0,311000000.0,127000000.0,311000000.0,187000000.0,231000000.0,300000000.0,128000000.0,300000000.0,192000000.0,258000000.0,277000000.0,170000000.0,267000000.0,336000000.0,324000000.0,228000000.0,324000000.0,306000000.0,352000000.0,438000000.0,125000000.0,438000000.0,172000000.0,221000000.0,412000000.0,412000000.0,183000000.0,241000000.0,270000000.0,144000000.0,198000000.0,245000000.0,291000000.0,112000000.0,169000000.0,218000000.0,291000000.0,117000000.0,167000000.0,209000000.0,264000000.0,264000000.0,175000000.0,221000000.0,255000000.0,130000000.0,178000000.0,225000000.0,267000000.0,125000000.0,167000000.0,212000000.0,262000000.0,17000000.0,190000000.0,226000000.0
AdvertisingExpense / USD,,,,,,,,468000000.0,,468000000.0,,,414000000.0,,,,512000000.0,,512000000.0,,,518000000.0,,518000000.0,,,482000000.0,,,,423000000.0,,423000000.0,,,407000000.0,,407000000.0,,,368000000.0,368000000.0,,,385000000.0,,,,411000000.0,,,,396000000.0,,,,348000000.0,348000000.0,,,278000000.0,,,,327000000.0,,,,272000000.0,,,
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,171000000.0,228000000.0,217000000.0,116000000.0,172000000.0,210000000.0,274000000.0,103000000.0,274000000.0,145000000.0,181000000.0,253000000.0,103000000.0,253000000.0,150000000.0,197000000.0,223000000.0,122000000.0,174000000.0,221000000.0,240000000.0,138000000.0,240000000.0,187000000.0,233000000.0,280000000.0,144000000.0,280000000.0,193000000.0,244000000.0,276000000.0,276000000.0,206000000.0,266000000.0,298000000.0,159000000.0,208000000.0,258000000.0,324000000.0,130000000.0,182000000.0,230000000.0,302000000.0,120000000.0,172000000.0,216000000.0,278000000.0,278000000.0,184000000.0,227000000.0,262000000.0,,,,274000000.0,,155000000.0,196000000.0,234000000.0,26000000.0,180000000.0,221000000.0
AllocatedShareBasedCompensationExpenseNetOfTax / USD,,,,,,,,,,,116000000.0,160000000.0,155000000.0,75000000.0,116000000.0,142000000.0,176000000.0,71000000.0,176000000.0,101000000.0,125000000.0,173000000.0,71000000.0,173000000.0,105000000.0,138000000.0,156000000.0,82000000.0,121000000.0,154000000.0,169000000.0,91000000.0,169000000.0,126000000.0,159000000.0,201000000.0,17000000.0,201000000.0,-6000000.0,-4000000.0,189000000.0,189000000.0,-16000000.0,9000000.0,26000000.0,61000000.0,91000000.0,121000000.0,-3000000.0,50000000.0,74000000.0,110000000.0,148000000.0,81000000.0,118000000.0,149000000.0,137000000.0,137000000.0,108000000.0,138000000.0,180000000.0,,,,174000000.0,,127000000.0,162000000.0,176000000.0,45000000.0,166000000.0,202000000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,,,85000000.0,,,109000000.0,,109000000.0,,,98000000.0,,,,108000000.0,,108000000.0,,,105000000.0,,105000000.0,,,104000000.0,,,,94000000.0,,94000000.0,,,91000000.0,,91000000.0,,,88000000.0,88000000.0,,,103000000.0,,,,95000000.0,161000000.0,161000000.0,161000000.0,161000000.0,233000000.0,233000000.0,233000000.0,233000000.0,233000000.0,189000000.0,189000000.0,189000000.0,174000000.0,174000000.0,174000000.0,174000000.0,141000000.0,62000000.0,62000000.0,62000000.0,60000000.0,60000000.0,60000000.0
AmortizationOfIntangibleAssets / USD,,,,,,,,,,,,,,,,176000000.0,176000000.0,58000000.0,176000000.0,116000000.0,176000000.0,235000000.0,60000000.0,235000000.0,120000000.0,179000000.0,233000000.0,57000000.0,114000000.0,170000000.0,236000000.0,53000000.0,236000000.0,103000000.0,169000000.0,228000000.0,66000000.0,228000000.0,132000000.0,195000000.0,229000000.0,229000000.0,111000000.0,162000000.0,262000000.0,64000000.0,127000000.0,188000000.0,238000000.0,69000000.0,139000000.0,208000000.0,249000000.0,134000000.0,268000000.0,405000000.0,341000000.0,341000000.0,267000000.0,398000000.0,537000000.0,131000000.0,260000000.0,384000000.0,529000000.0,122000000.0,59000000.0,99000000.0,125000000.0,27000000.0,54000000.0,80000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,71700000.0,62100000.0,41000000.0,30200000.0,41000000.0,30500000.0,30400000.0,54300000.0,3600000.0,3600000.0,12300000.0,26300000.0,19200000.0,26300000.0,20300000.0,15600000.0,17400000.0,4100000.0,17400000.0,3900000.0,2600000.0,12600000.0,2300000.0,2700000.0,1800000.0,2000000.0,3500000.0,2000000.0,4500000.0,4800000.0,1400000.0,9000000.0,1400000.0,5900000.0,4000000.0,5000000.0,5000000.0,1600000.0,1100000.0,3600000.0,1900000.0,2700000.0,2800000.0,800000.0,5200000.0,6000000.0,8000000.0,2900000.0,19200000.0,20000000.0,19600000.0,8900000.0,8900000.0,7500000.0,7700000.0,18100000.0,23100000.0,27500000.0,28900000.0,7800000.0,35600000.0,36500000.0,36000000.0,30300000.0,32800000.0,32900000.0,32300000.0
AssetRetirementObligation / USD,,,,,,,,64000000.0,,64000000.0,,,74000000.0,,,,79000000.0,,79000000.0,,,86000000.0,,86000000.0,,,90000000.0,,,,96000000.0,,96000000.0,,,102000000.0,,102000000.0,,,111000000.0,111000000.0,,,106000000.0,,,,122000000.0,,,,137000000.0,,,,145000000.0,145000000.0,,,176000000.0,,,,177000000.0,,,,181000000.0,,,
Assets / USD,25793000000.0,25793000000.0,25793000000.0,27250000000.0,25793000000.0,27250000000.0,27250000000.0,25793000000.0,30156000000.0,25793000000.0,30156000000.0,30156000000.0,27250000000.0,31616000000.0,31616000000.0,31616000000.0,30156000000.0,33876000000.0,30156000000.0,33876000000.0,33876000000.0,31616000000.0,33550000000.0,31616000000.0,33550000000.0,33550000000.0,33876000000.0,31269000000.0,31269000000.0,31269000000.0,33304000000.0,32718000000.0,33304000000.0,32718000000.0,32718000000.0,31374000000.0,32906000000.0,31374000000.0,32906000000.0,32906000000.0,32883000000.0,32883000000.0,37987000000.0,37987000000.0,32906000000.0,36500000000.0,36500000000.0,36500000000.0,37987000000.0,44659000000.0,44659000000.0,44659000000.0,44659000000.0,47344000000.0,47344000000.0,47344000000.0,47344000000.0,47344000000.0,47072000000.0,47072000000.0,47072000000.0,46455000000.0,46455000000.0,46455000000.0,46455000000.0,50580000000.0,50580000000.0,50580000000.0,50580000000.0,39868000000.0,39868000000.0,39868000000.0
AssetsCurrent / USD,9598000000.0,9598000000.0,9598000000.0,10795000000.0,9598000000.0,10795000000.0,10795000000.0,10795000000.0,12215000000.0,10795000000.0,12215000000.0,12215000000.0,12215000000.0,12240000000.0,12240000000.0,12240000000.0,12240000000.0,13630000000.0,12240000000.0,13630000000.0,13630000000.0,13630000000.0,12733000000.0,13630000000.0,12733000000.0,12733000000.0,12733000000.0,11765000000.0,11765000000.0,11765000000.0,12303000000.0,10986000000.0,12303000000.0,10986000000.0,10986000000.0,10986000000.0,11726000000.0,10986000000.0,11726000000.0,11726000000.0,11726000000.0,11726000000.0,14277000000.0,14277000000.0,14277000000.0,13709000000.0,13709000000.0,13709000000.0,13709000000.0,12971000000.0,12971000000.0,12971000000.0,12971000000.0,14982000000.0,14982000000.0,14982000000.0,14982000000.0,14982000000.0,15403000000.0,15403000000.0,15403000000.0,14688000000.0,14688000000.0,14688000000.0,14688000000.0,16379000000.0,16379000000.0,16379000000.0,16379000000.0,15884000000.0,15884000000.0,15884000000.0
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2379000000.0,2379000000.0,2379000000.0,,,0.0
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,12000000.0,12000000.0,12000000.0,12000000.0,8000000.0,8000000.0,8000000.0,8000000.0,9000000.0,9000000.0,9000000.0,0.0,0.0,0.0,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,11000000.0,11000000.0,25000000.0,64000000.0,74000000.0,48000000.0,50000000.0,131000000.0
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885000000.0,228000000.0,228000000.0,289000000.0,212000000.0,261000000.0,168000000.0,79000000.0,96000000.0,73000000.0,80000000.0,289000000.0,1265000000.0,2144000000.0,714000000.0,518000000.0,533000000.0
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue / USD,,,,,,1432000000.0,959000000.0,794000000.0,762000000.0,794000000.0,809000000.0,1013000000.0,867000000.0,915000000.0,1154000000.0,,912000000.0,,912000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855000000.0,201000000.0,201000000.0,262000000.0,185000000.0,238000000.0,145000000.0,56000000.0,73000000.0,53000000.0,60000000.0,255000000.0,1201000000.0,2070000000.0,666000000.0,468000000.0,402000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798000000.0,1798000000.0,1897000000.0,1897000000.0,2398000000.0,2398000000.0,1798000000.0,3053000000.0,3053000000.0,3053000000.0,,,,,,,,,,,,,,4564000000.0,4564000000.0,4564000000.0,4634000000.0,3655000000.0,3655000000.0,3655000000.0,4564000000.0,5933000000.0,5933000000.0,5933000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2398000000.0,2853000000.0,2853000000.0,2853000000.0,3053000000.0,2353000000.0,2353000000.0,2353000000.0,2853000000.0,2853000000.0,4634000000.0,4634000000.0,2353000000.0,3655000000.0,3655000000.0,3655000000.0,3655000000.0,5933000000.0,5735000000.0,5735000000.0,5735000000.0,5600000000.0,5600000000.0,5600000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-110000000.0,510000000.0,-99000000.0,-99000000.0,256000000.0,433000000.0,600000000.0,438000000.0,-252000000.0,132000000.0,655000000.0,85000000.0,-4000000.0,4878000000.0,-200000000.0,1900000000.0,1866000000.0,1768000000.0,-500000000.0,-500000000.0,61000000.0,244000000.0,2281000000.0,-1317000000.0,-1842000000.0,-1160000000.0,-70000000.0,169000000.0,603000000.0,1485000000.0,-909000000.0,4978000000.0,4150000000.0,117000000.0
CashSurrenderValueOfLifeInsurance / USD,,,,,,,,202000000.0,,202000000.0,,,213000000.0,,,,223000000.0,,223000000.0,,,230000000.0,,230000000.0,,,236000000.0,,,,245000000.0,,245000000.0,,,241000000.0,,241000000.0,,,236000000.0,236000000.0,,,241000000.0,,,,251000000.0,,,,254000000.0,,,,258000000.0,258000000.0,,,261000000.0,,,,265000000.0,,,,270000000.0,,,
CommonStockDividendsPerShareDeclared / USD/shares,,,,,,,,,,,,,,,,,,,,,,2.2,3.395,2.2,3.395,3.395,2.36,,,,3.395,,3.395,,,0.855,,0.855,,,1.025,1.025,,,1.11,1.36,2.72,1.36,1.175,1.44,1.44,1.44,1.36,1.47,1.47,1.47,1.44,1.44,1.48,1.48,1.47,1.49,1.49,1.49,1.48,1.5,1.5,1.5,1.49,1.51,1.51,1.51
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,,,,,,,,3000000000.0,,3000000000.0,,,3000000000.0,,,,3000000000.0,,3000000000.0,,,3000000000.0,,3000000000.0,,,3000000000.0,,,,3000000000.0,,3000000000.0,,,3000000000.0,,3000000000.0,,,3000000000.0,3000000000.0,,,3000000000.0,,,,3000000000.0,,,,3000000000.0,,,,3000000000.0,3000000000.0,,,3000000000.0,,,,3000000000.0,,,,3000000000.0,,,
CommonStockSharesIssued / shares,944033056.0,944033056.0,,944033056.0,,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,367457888.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0,944033056.0
CommonStockSharesOutstanding / shares,,,693543287.0,,693543287.0,,,710599119.0,,710599119.0,,,711977608.0,,,,694970041.0,,694970041.0,,,687091650.0,,687091650.0,,,663296239.0,,,,635134594.0,,635134594.0,,,609330124.0,,609330124.0,,,596726278.0,596726278.0,,,594884237.0,,,,576575168.0,575184835.0,575184835.0,575184835.0,575184835.0,577749638.0,577749638.0,577749638.0,577749638.0,577749638.0,571845478.0,571845478.0,571845478.0,549245105.0,549245105.0,549245105.0,549245105.0,552581136.0,552581136.0,552581136.0,552581136.0,539470303.0,539470303.0,539470303.0
CommonStockValue / USD,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0
ComprehensiveIncomeNetOfTax / USD,,,5222000000.0,,5222000000.0,1264000000.0,2546000000.0,561000000.0,910000000.0,561000000.0,1750000000.0,3506000000.0,3100000000.0,1387000000.0,2823000000.0,3533000000.0,4257000000.0,1365000000.0,4257000000.0,2305000000.0,3930000000.0,2801000000.0,878000000.0,2801000000.0,1910000000.0,3496000000.0,4719000000.0,1279000000.0,2721000000.0,3557000000.0,5496000000.0,1167000000.0,5496000000.0,2555000000.0,3617000000.0,2555000000.0,1373000000.0,2555000000.0,2741000000.0,4108000000.0,4763000000.0,4763000000.0,3162000000.0,4667000000.0,4164000000.0,825000000.0,2466000000.0,4060000000.0,5077000000.0,1058000000.0,2465000000.0,3932000000.0,5508000000.0,1022000000.0,2445000000.0,4190000000.0,4150000000.0,4150000000.0,3383000000.0,4683000000.0,5862000000.0,1215000000.0,765000000.0,4001000000.0,6892000000.0,1119000000.0,-5625000000.0,-7993000000.0,5854000000.0,880000000.0,2700000000.0,4415000000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,,,67000000.0,,67000000.0,-6000000.0,38000000.0,122000000.0,25000000.0,122000000.0,56000000.0,93000000.0,33000000.0,16000000.0,43000000.0,75000000.0,115000000.0,-5000000.0,115000000.0,25000000.0,55000000.0,80000000.0,-20000000.0,80000000.0,-23000000.0,-10000000.0,23000000.0,30000000.0,50000000.0,48000000.0,-20000000.0,2000000.0,-20000000.0,4000000.0,5000000.0,48000000.0,2000000.0,48000000.0,4000000.0,7000000.0,6000000.0,6000000.0,8000000.0,11000000.0,6000000.0,3000000.0,4000000.0,4000000.0,14000000.0,2000000.0,7000000.0,10000000.0,8000000.0,-1000000.0,-4000000.0,1000000.0,11000000.0,11000000.0,4000000.0,6000000.0,2000000.0,3000000.0,3000000.0,5000000.0,7000000.0,5000000.0,11000000.0,14000000.0,6000000.0,6000000.0,11000000.0,14000000.0
