fact_unit,2012-12-14,2013-03-01,2013-05-09,2013-08-08,2013-11-05,2014-02-19,2014-05-09,2014-08-07,2014-09-15,2014-11-06,2015-02-20,2015-05-07,2015-08-10,2015-11-06,2016-02-19,2016-05-05,2016-08-09,2016-11-08,2017-02-15,2017-05-04,2017-08-02,2017-11-07,2018-02-15,2018-05-10,2018-08-09,2018-11-07,2019-02-25,2019-05-10,2019-08-09,2019-11-06,2020-02-27,2020-05-08,2020-08-10,2020-11-05,2021-02-25,2021-05-07,2021-08-05,2021-11-04,2022-02-24,2022-05-05,2022-08-03,2022-11-08,2023-02-23,2023-05-03,2023-08-03,2023-11-08,2024-02-22,2024-05-02,2024-08-07,2024-11-07,2025-02-26,2025-05-07,2025-08-06,2025-11-05
AssetRetirementObligationLiabilitiesIncurred / USD,,0.0,,,145000.0,297000.0,62000.0,111000.0,297000.0,162000.0,201000.0,214000.0,382000.0,567000.0,226000.0,102000.0,215000.0,448000.0,703000.0,132000.0,250000.0,406000.0,594000.0,741000.0,990000.0,1196000.0,637000.0,1000000.0,2000000.0,2000000.0,2000000.0,1000000.0,2000000.0,6000000.0,8000000.0,4000000.0,7000000.0,12000000.0,13000000.0,2000000.0,6000000.0,9000000.0,11000000.0,21000000.0,26000000.0,31000000.0,36000000.0,7000000.0,12000000.0,5000000.0,4000000.0,1000000.0,2000000.0,5000000.0
AssetRetirementObligationLiabilitiesSettled / USD,,0.0,,,0.0,0.0,0.0,0.0,0.0,14000.0,5000.0,10000.0,10000.0,10000.0,14000.0,0.0,4000.0,4000.0,27000.0,344000.0,369000.0,402000.0,292000.0,102000.0,149000.0,689000.0,711000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,4000000.0,61000000.0,61000000.0,0.0,0.0,1000000.0,8000000.0,1000000.0,4000000.0,17000000.0,36000000.0,5000000.0,8000000.0,12000000.0,26000000.0,18000000.0,42000000.0,83000000.0,88000000.0,7000000.0,16000000.0,21000000.0
AssetRetirementObligationRevisionOfEstimate / USD,,0.0,,,,0.0,0.0,0.0,0.0,0.0,185000.0,588000.0,588000.0,588000.0,0.0,78000.0,78000.0,60000.0,588000.0,88000.0,88000.0,25000.0,-69000.0,-2000.0,-2000.0,4000.0,25000.0,,,1000000.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1000000.0,20000000.0,13000000.0,13000000.0,13000000.0,75000000.0,75000000.0,133000000.0,133000000.0,-32000000.0,-43000000.0,-42000000.0,-42000000.0,31000000.0,71000000.0,75000000.0
AssetRetirementObligationsNoncurrent / USD,1019000.0,742000.0,1161000.0,1221000.0,1293000.0,1104000.0,2230000.0,2324000.0,1104000.0,2878000.0,2125000.0,5147000.0,5437000.0,8115000.0,2989000.0,8844000.0,11851000.0,12662000.0,8447000.0,13562000.0,13787000.0,15740000.0,12518000.0,18939000.0,19539000.0,19982000.0,16134000.0,21000000.0,22000000.0,24000000.0,20000000.0,140000000.0,142000000.0,90000000.0,94000000.0,99000000.0,104000000.0,112000000.0,108000000.0,190000000.0,185000000.0,178000000.0,166000000.0,254000000.0,260000000.0,325000000.0,336000000.0,306000000.0,286000000.0,240000000.0,239000000.0,266000000.0,300000000.0,493000000.0
Assets / USD,249484000.0,263578000.0,606701000.0,606701000.0,606701000.0,606701000.0,1521614000.0,1521614000.0,606701000.0,1521614000.0,1521614000.0,3095481000.0,3095481000.0,3095481000.0,3095481000.0,2750719000.0,2750719000.0,2750719000.0,2750719000.0,5349680000.0,5349680000.0,5349680000.0,5349680000.0,7770985000.0,7770985000.0,7770985000.0,7770985000.0,21596000000.0,8954000000.0,9807000000.0,7771000000.0,23531000000.0,23531000000.0,23531000000.0,21596000000.0,17619000000.0,17619000000.0,17619000000.0,23531000000.0,22898000000.0,22898000000.0,22898000000.0,17619000000.0,26209000000.0,26209000000.0,26209000000.0,22898000000.0,29001000000.0,29001000000.0,29001000000.0,29001000000.0,67292000000.0,67292000000.0,67292000000.0
AssetsCurrent / USD,30932000.0,30812000.0,50275000.0,50275000.0,50275000.0,50275000.0,61968000.0,61968000.0,50275000.0,61968000.0,61968000.0,251711000.0,251711000.0,251711000.0,251711000.0,108745000.0,108745000.0,108745000.0,108745000.0,1792166000.0,1792166000.0,1792166000.0,1792166000.0,358601000.0,358601000.0,358601000.0,358601000.0,925000000.0,925000000.0,925000000.0,925000000.0,869000000.0,869000000.0,869000000.0,869000000.0,602000000.0,602000000.0,602000000.0,602000000.0,1446000000.0,1446000000.0,1446000000.0,1446000000.0,1392000000.0,1392000000.0,1392000000.0,1392000000.0,1621000000.0,1621000000.0,1621000000.0,1621000000.0,2110000000.0,2110000000.0,2110000000.0
BusinessAcquisitionProFormaEarningsPerShareBasic / USD/shares,,,,,,,,,,1.09,,,,,,,,,,-0.41,-2.37,-4.1,-1.45,1.62,3.24,3.96,-1.45,,,,,,,,,,,,,,,,,4.8,12.61,20.74,,,,12.99,25.74,,,6.79
BusinessAcquisitionProFormaEarningsPerShareDiluted / USD/shares,,,,,,,,,,1.08,,,,,,,,,,-0.41,-2.37,-4.1,-1.45,1.61,3.24,3.95,-1.45,,,,,,,,,,,,,,,,,4.8,12.61,20.79,,,,12.99,25.74,,,6.79
BusinessAcquisitionsProFormaNetIncomeLoss / USD,21702000.0,7666000.0,4026000.0,19748000.0,21678000.0,7666000.0,,,7666000.0,55576000.0,,,,,,,,,,-29312000.0,-169270000.0,-300739000.0,-109229000.0,150615000.0,310414000.0,382044000.0,-109229000.0,,,,,,,,,,,,,,,,,907000000.0,2510000000.0,3866000000.0,,,,3888000000.0,4834000000.0,,,2020000000.0
BusinessAcquisitionsProFormaRevenue / USD,70412000.0,72418000.0,23621000.0,46572000.0,70411000.0,72418000.0,,,72418000.0,214671000.0,,,,,,,,,,102664000.0,238416000.0,408303000.0,627301000.0,258159000.0,527593000.0,828846000.0,627301000.0,,,,,,,,,,,,,,,,,2604000000.0,5627000000.0,8308000000.0,,,,10773000000.0,10542000000.0,,,11800000000.0
CapitalExpendituresIncurredButNotYetPaid / USD,,,,,,,,20645000.0,20645000.0,25793000.0,15478000.0,6932000.0,6901000.0,43865000.0,,,,,,,,,,,,,,,,,,,,,,,,352000000.0,553000000.0,252000000.0,296000000.0,269000000.0,213000000.0,293000000.0,340000000.0,431000000.0,287000000.0,609000000.0,686000000.0,639000000.0,520000000.0,674000000.0,659000000.0,710000000.0
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortizationCumulative / USD,1732000.0,4528000.0,121245000.0,121245000.0,121245000.0,121245000.0,369561000.0,369561000.0,121245000.0,369561000.0,369561000.0,773520000.0,773520000.0,773520000.0,773520000.0,1106816000.0,1106816000.0,1106816000.0,1106816000.0,1730519000.0,1730519000.0,1730519000.0,1730519000.0,4105865000.0,4105865000.0,4105865000.0,4105865000.0,9670000000.0,9670000000.0,9670000000.0,9670000000.0,9207000000.0,9207000000.0,9207000000.0,9207000000.0,7493000000.0,7493000000.0,7493000000.0,7493000000.0,8496000000.0,8496000000.0,8496000000.0,8496000000.0,8355000000.0,8355000000.0,8355000000.0,8355000000.0,8659000000.0,8659000000.0,8659000000.0,8659000000.0,22666000000.0,22666000000.0,22666000000.0
CapitalizedCostsOilAndGasProducingActivitiesGross / USD,323778000.0,339831000.0,,,,697742000.0,,,697742000.0,,1648360000.0,,,,3118597000.0,,,,3955373000.0,,,,5160261000.0,,,,9232694000.0,,,,22299000000.0,,,,25782000000.0,,,,27377000000.0,,,,32914000000.0,,,,37122000000.0,,,,42430000000.0,,,
CapitalizedCostsOilAndGasProducingActivitiesNet / USD,206343000.0,220465000.0,552640000.0,552640000.0,552640000.0,552640000.0,1437523000.0,1437523000.0,552640000.0,1437523000.0,1437523000.0,2739116000.0,2739116000.0,2739116000.0,2739116000.0,2545267000.0,2545267000.0,2545267000.0,2545267000.0,,,,3329078000.0,,,,7079303000.0,,,,19556000000.0,,,,20853000000.0,,,,15186000000.0,,,,19526000000.0,,,,22497000000.0,,,,26143000000.0,,,
CapitalizedCostsProvedProperties / USD,,335303000.0,576497000.0,576497000.0,576497000.0,576497000.0,1278799000.0,1278799000.0,576497000.0,1278799000.0,1278799000.0,2345077000.0,2345077000.0,2345077000.0,2345077000.0,2848557000.0,2848557000.0,2848557000.0,2848557000.0,,,,3429742000.0,,,,5126829000.0,,,,12629000000.0,,,,16575000000.0,,,,19884000000.0,,,,24418000000.0,,,,28767000000.0,,,,33771000000.0,,,
CapitalizedCostsUnprovedProperties / USD,,4528000.0,,,,121245000.0,,,121245000.0,,369561000.0,,,,773520000.0,,,,1106816000.0,,,,1730519000.0,,,,4105865000.0,,,,9670000000.0,,,,9207000000.0,,,,7493000000.0,,,,8496000000.0,,,,8355000000.0,,,,8659000000.0,,,
CashAndCashEquivalentsAtCarryingValue / USD,4090000.0,2430000.0,6959000.0,6959000.0,6959000.0,4119000.0,26358000.0,26358000.0,4119000.0,26358000.0,6959000.0,15555000.0,15555000.0,15555000.0,26358000.0,30183000.0,30183000.0,30183000.0,15555000.0,20115000.0,20115000.0,20115000.0,30183000.0,1666574000.0,1666574000.0,1666574000.0,20115000.0,112000000.0,112000000.0,215000000.0,215000000.0,149000000.0,123000000.0,123000000.0,123000000.0,149000000.0,51000000.0,92000000.0,104000000.0,121000000.0,344000000.0,457000000.0,654000000.0,157000000.0,157000000.0,157000000.0,157000000.0,582000000.0,582000000.0,582000000.0,582000000.0,161000000.0,161000000.0,161000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112000000.0,1666000000.0,215000000.0,215000000.0,215000000.0,112000000.0,128000000.0,128000000.0,128000000.0,215000000.0,108000000.0,108000000.0,108000000.0,128000000.0,672000000.0,672000000.0,672000000.0,108000000.0,164000000.0,164000000.0,164000000.0,672000000.0,585000000.0,585000000.0,585000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397000000.0,-1554000000.0,-89000000.0,111000000.0,-115000000.0,103000000.0,27000000.0,-69000000.0,-29000000.0,-87000000.0,66000000.0,288000000.0,433000000.0,-20000000.0,-505000000.0,-613000000.0,-638000000.0,564000000.0,-111000000.0,-143000000.0,666000000.0,-508000000.0,314000000.0,6326000000.0,-212000000.0
CommonStockDividendsPerShareCashPaid / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2.95,2.95,2.95,0.6,3.08,3.08,3.08
CommonStockParOrStatedValuePerShare / USD/shares,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,200000000.0,200000000.0,200000000.0,100000000.0,200000000.0,200000000.0,200000000.0,100000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,800000000.0,800000000.0,800000000.0,800000000.0,800000000.0
CommonStockSharesIssued / shares,,0.0,36986532.0,36986532.0,36986532.0,36986532.0,47106216.0,47106216.0,36986532.0,47106216.0,47106216.0,57887583.0,57887583.0,56887583.0,56887583.0,66797041.0,66797041.0,66797041.0,66797041.0,90143934.0,90143934.0,90143934.0,90143934.0,98167289.0,98167289.0,98167289.0,98167289.0,164273447.0,164273447.0,164273447.0,164273447.0,159002338.0,159002338.0,159002338.0,159002338.0,158088182.0,158088182.0,158088182.0,158088182.0,177551347.0,177551347.0,177551347.0,177551347.0,179840797.0,179840797.0,179840797.0,179840797.0,178723871.0,178723871.0,178723871.0,178723871.0,290984373.0,290984373.0,290984373.0
CommonStockSharesOutstanding / shares,,0.0,36986532.0,36986532.0,36986532.0,36986532.0,47106216.0,47106216.0,36986532.0,47106216.0,47106216.0,57887583.0,57887583.0,56887583.0,56887583.0,66797041.0,66797041.0,66797041.0,66797041.0,90143934.0,90143934.0,90143934.0,90143934.0,98167289.0,98167289.0,98167289.0,98167289.0,164273447.0,164273447.0,164273447.0,164273447.0,159002338.0,159002338.0,159002338.0,159002338.0,158088182.0,158088182.0,158088182.0,158088182.0,177551347.0,177551347.0,177551347.0,177551347.0,179840797.0,179840797.0,179840797.0,179840797.0,178723871.0,178723871.0,178723871.0,178723871.0,290984373.0,290984373.0,290984373.0
CommonStockValueOutstanding / USD,,0.0,370000.0,370000.0,370000.0,370000.0,471000.0,471000.0,370000.0,471000.0,471000.0,569000.0,569000.0,569000.0,569000.0,668000.0,668000.0,668000.0,668000.0,901000.0,901000.0,901000.0,901000.0,982000.0,982000.0,982000.0,982000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,3000000.0,3000000.0,3000000.0
ComprehensiveIncomeNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,-164908000.0,,,,,,,,,,,,,,,,-4517000000.0,,,,2182000000.0,,,,4379000000.0,,,
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesNet / USD,,,,,,,,,,,,,,,,,,,,,,,-128615000.0,,,-10210000.0,-128615000.0,3000000.0,3000000.0,-10000000.0,-10000000.0,3000000.0,3000000.0,3000000.0,-10000000.0,0.0,0.0,1000000.0,12000000.0,3000000.0,1000000.0,1000000.0,-8000000.0,3000000.0,3000000.0,3000000.0,-19000000.0,2000000.0,2000000.0,2000000.0,12000000.0,15000000.0,15000000.0,15000000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278000000.0,278000000.0,,237000000.0,237000000.0,237000000.0,237000000.0,452000000.0,452000000.0,452000000.0,452000000.0,619000000.0,619000000.0,619000000.0,619000000.0,764000000.0,764000000.0,764000000.0,764000000.0,1491000000.0,1491000000.0,1491000000.0
ConversionOfStockSharesConverted1 / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
CostsAndExpenses / USD,,,,,,,,,,,,,,,,,,,283048000.0,115084000.0,362353000.0,497791000.0,1187002000.0,118820000.0,255946000.0,414560000.0,595724000.0,212000000.0,458000000.0,727000000.0,600000000.0,545000000.0,1155000000.0,1781000000.0,1165000000.0,1701000000.0,4798000000.0,6774000000.0,3269000000.0,613000000.0,1339000000.0,2085000000.0,8289000000.0,748000000.0,1538000000.0,2361000000.0,2796000000.0,900000000.0,1819000000.0,2819000000.0,3135000000.0,1109000000.0,2436000000.0,4371000000.0
CostsIncurredAcquisitionOfOilAndGasProperties / USD,,62889000.0,,,,90601000.0,,,90601000.0,,357911000.0,,,,950618000.0,,,,1470237000.0,,,,878287000.0,,,,1204888000.0,,,,4072000000.0,,,,13066000000.0,,,,3483000000.0,,,,1598000000.0,,,,6373000000.0,,,,4578000000.0,,,
CostsIncurredAcquisitionOfOilAndGasPropertiesWithProvedReserves / USD,,0.0,,,,0.0,,,0.0,,115760000.0,,,,339130000.0,,,,302234000.0,,,,64340000.0,,,,72044000.0,,,,455000000.0,,,,5665000000.0,,,,194000000.0,,,,13000000.0,,,,2805000000.0,,,,778000000.0,,,
CostsIncurredAcquisitionOfUnprovedOilAndGasProperties / USD,,9930000.0,,,,3704000.0,,,3704000.0,,117395000.0,,,,279402000.0,,,,601188000.0,,,,448638000.0,,,,752117000.0,,,,2692000000.0,,,,5818000000.0,,,,418000000.0,,,,106000000.0,,,,1829000000.0,,,,1536000000.0,,,
CostsIncurredDevelopmentCosts / USD,,48817000.0,,,,75374000.0,,,75374000.0,,106261000.0,,,,88460000.0,,,,86097000.0,,,,42749000.0,,,,47575000.0,,,,145000000.0,,,,493000000.0,,,,956000000.0,,,,381000000.0,,,,516000000.0,,,,566000000.0,,,
CostsIncurredExplorationCosts / USD,,3920000.0,,,,11226000.0,,,11226000.0,,17547000.0,,,,242929000.0,,,,475756000.0,,,,319102000.0,,,,329122000.0,,,,780000000.0,,,,1090000000.0,,,,1915000000.0,,,,1098000000.0,,,,1223000000.0,,,,1698000000.0,,,
CostsIncurredOilAndGasPropertyAcquisitionExplorationAndDevelopmentActivities / USD,,,,,,,,,,,,,,,,4742000.0,3591000.0,12070000.0,,5024000.0,9124000.0,12978000.0,15200000.0,5136000.0,10215000.0,15925000.0,17200000.0,7000000.0,14000000.0,20000000.0,22000000.0,13000000.0,24000000.0,32000000.0,29000000.0,,,,49000000.0,,,,53000000.0,,,,60000000.0,,,,58000000.0,,,
CurrentFederalTaxExpenseBenefit / USD,,,,,,0.0,,,0.0,,0.0,,,,191000.0,,,,0.0,,,,-33000.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,-62000000.0,,,,10000000.0,,,,421000000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,,,,0.0,,,0.0,0.0,0.0,945000.0,,,191000.0,,,,0.0,,,,235000.0,,,,192000.0,,,,0.0,,,,0.0,,,,0.0,,,,-62000000.0,,,,25000000.0,,,,454000000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,,0.0,,,0.0,,0.0,,,,0.0,,,,0.0,,,,268000.0,,,,192000.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,15000000.0,,,,33000000.0,,,
DebtCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,900000000.0,900000000.0,900000000.0
DebtInstrumentUnamortizedDiscount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,31000000.0,31000000.0,31000000.0,31000000.0,27000000.0,27000000.0,27000000.0,27000000.0,28000000.0,28000000.0,28000000.0,28000000.0,26000000.0,26000000.0,26000000.0,26000000.0,23000000.0,23000000.0,23000000.0,23000000.0,25000000.0,25000000.0,25000000.0
DebtInstrumentUnamortizedPremium / USD,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,10000000.0,9000000.0,9000000.0,9000000.0,9000000.0,15000000.0,15000000.0,15000000.0,15000000.0,8000000.0,8000000.0,8000000.0,8000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,3000000.0,3000000.0,3000000.0
DebtLongtermAndShorttermCombinedAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6641000000.0,6641000000.0,12975000000.0,12975000000.0,12975000000.0
DecreaseDueToSalesOfMineralsInPlace / USD,,0.0,,,,,,,,,,,,,,,,,,,,,1490000.0,,,,5481000.0,,,,11000000.0,,,,2000000.0,,,,500000000.0,,,,4000000.0,,,,275000000.0,,,,119000000.0,,,
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,,,53319000.0,,,53319000.0,,53319000.0,,,,30768000.0,,,,106107000.0,,,,-198729000.0,,,,-579000.0,,,,-21000000.0,,,,160000000.0,,,,40000000.0,,,,-1010000000.0,,,,594000000.0,,,,706000000.0,,,
DeferredFinanceCostsNet / USD,,,,,,1115000.0,,,1115000.0,,12500000.0,,,,13802000.0,,7693000.0,7693000.0,7693000.0,14588000.0,14588000.0,14588000.0,14588000.0,13153000.0,13153000.0,13153000.0,13153000.0,27000000.0,27000000.0,27000000.0,27000000.0,19000000.0,19000000.0,19000000.0,19000000.0,29000000.0,29000000.0,29000000.0,29000000.0,31000000.0,31000000.0,31000000.0,31000000.0,43000000.0,43000000.0,43000000.0,43000000.0,46000000.0,46000000.0,46000000.0,,,91000000.0,91000000.0
DeferredIncomeTaxAssetsNet / USD,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,97000000.0,97000000.0,97000000.0,97000000.0,142000000.0,142000000.0,142000000.0,142000000.0,73000000.0,73000000.0,73000000.0,73000000.0,40000000.0,40000000.0,40000000.0,40000000.0,64000000.0,64000000.0,64000000.0,64000000.0,45000000.0,45000000.0,45000000.0,45000000.0,173000000.0,173000000.0,173000000.0
