fact_unit,2019-03-13,2019-05-09,2019-08-08,2019-11-06,2020-02-27,2020-05-07,2020-08-06,2020-10-30,2021-02-26,2021-05-06,2021-08-05,2021-11-04,2022-02-25,2022-05-04,2022-08-03,2022-11-03,2023-02-24,2023-05-04,2023-08-03,2023-11-03,2024-02-23,2024-05-02,2024-08-01,2024-11-07,2025-02-21,2025-05-01,2025-08-01,2025-11-06
AllowanceForDoubtfulAccountsReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,233841103.0,305141893.0,281259194.0,280853328.0,240375353.0,54433161.0,53147389.0,50643406.0,51478444.0,47000000.0,42000000.0,39000000.0,47000000.0,,1000000.0,1000000.0,36000000.0,2000000.0,3000000.0,3000000.0,1000000.0,5000000.0,28000000.0,28000000.0,3000000.0,35000000.0,34000000.0,33000000.0
AssetImpairmentCharges / USD,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
Assets / USD,1084489000.0,1962149000.0,1962149000.0,1962149000.0,1962149000.0,1589422000.0,1589422000.0,1589422000.0,1589422000.0,7337000000.0,7337000000.0,7337000000.0,7337000000.0,24669000000.0,24669000000.0,24669000000.0,24669000000.0,25858000000.0,25858000000.0,25858000000.0,25858000000.0,18426000000.0,18426000000.0,18426000000.0,18426000000.0,14142000000.0,14142000000.0,14142000000.0
AssetsCurrent / USD,783223000.0,1563006000.0,1563006000.0,1563006000.0,1563006000.0,1128804000.0,1128804000.0,1128804000.0,1128804000.0,6298000000.0,6298000000.0,6298000000.0,6298000000.0,16071000000.0,16071000000.0,16071000000.0,16071000000.0,13431000000.0,13431000000.0,13431000000.0,13431000000.0,10325000000.0,10325000000.0,10325000000.0,10325000000.0,8099000000.0,8099000000.0,8099000000.0
AvailableForSaleDebtSecuritiesAmortizedCostBasis / USD,768178000.0,1037372000.0,1279865000.0,1160685000.0,1037372000.0,1333432000.0,1300857000.0,2456725000.0,1024106000.0,2619000000.0,2619000000.0,2619000000.0,2619000000.0,10774000000.0,10774000000.0,10774000000.0,10774000000.0,15479000000.0,15479000000.0,15479000000.0,15479000000.0,10519000000.0,10519000000.0,10519000000.0,10519000000.0,7614000000.0,7614000000.0,7614000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost / USD,146158000.0,173369000.0,362960000.0,278171000.0,173369000.0,506983000.0,350706000.0,689891000.0,159148000.0,638000000.0,638000000.0,638000000.0,638000000.0,6892000000.0,6892000000.0,6892000000.0,6892000000.0,8687000000.0,8687000000.0,8687000000.0,8687000000.0,4768000000.0,4768000000.0,4768000000.0,4768000000.0,2508000000.0,2508000000.0,2508000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue / USD,145851000.0,172990000.0,365032000.0,279860000.0,172990000.0,502479000.0,354916000.0,691969000.0,159987000.0,639000000.0,639000000.0,639000000.0,639000000.0,6843000000.0,6843000000.0,6843000000.0,6843000000.0,8318000000.0,8318000000.0,8318000000.0,8318000000.0,4677000000.0,4677000000.0,4677000000.0,4677000000.0,2494000000.0,2494000000.0,2494000000.0
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate / USD,767021000.0,1036053000.0,1283754000.0,1164689000.0,1036053000.0,1328460000.0,1310300000.0,2462690000.0,1027111000.0,2623000000.0,2623000000.0,2623000000.0,2623000000.0,10722000000.0,10722000000.0,10722000000.0,10722000000.0,15015000000.0,15015000000.0,15015000000.0,15015000000.0,10374000000.0,10374000000.0,10374000000.0,10374000000.0,7592000000.0,7592000000.0,7592000000.0
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost / USD,622020000.0,864003000.0,916905000.0,882514000.0,864003000.0,826449000.0,950151000.0,1766834000.0,864958000.0,1981000000.0,1981000000.0,1981000000.0,1981000000.0,3882000000.0,3882000000.0,3882000000.0,3882000000.0,6792000000.0,6792000000.0,6792000000.0,6792000000.0,5751000000.0,5751000000.0,5751000000.0,5751000000.0,5106000000.0,5106000000.0,5106000000.0
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue / USD,621170000.0,863063000.0,918722000.0,884829000.0,863063000.0,825981000.0,955384000.0,1770721000.0,867124000.0,1984000000.0,1984000000.0,1984000000.0,1984000000.0,3879000000.0,3879000000.0,3879000000.0,3879000000.0,6697000000.0,6697000000.0,6697000000.0,6697000000.0,5697000000.0,5697000000.0,5697000000.0,5697000000.0,5098000000.0,5098000000.0,5098000000.0
AvailableForSaleSecuritiesDebtSecuritiesCurrent / USD,621170000.0,863063000.0,863063000.0,863063000.0,863063000.0,867124000.0,867124000.0,867124000.0,867124000.0,1984000000.0,1984000000.0,1984000000.0,1984000000.0,3879000000.0,3879000000.0,3879000000.0,3879000000.0,6697000000.0,6697000000.0,6697000000.0,6697000000.0,5697000000.0,5697000000.0,5697000000.0,5697000000.0,5098000000.0,5098000000.0,5098000000.0
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent / USD,145851000.0,172990000.0,172990000.0,172990000.0,172990000.0,159987000.0,159987000.0,159987000.0,159987000.0,639000000.0,639000000.0,639000000.0,639000000.0,6843000000.0,6843000000.0,6843000000.0,6843000000.0,8318000000.0,8318000000.0,8318000000.0,8318000000.0,4677000000.0,4677000000.0,4677000000.0,4677000000.0,2494000000.0,2494000000.0,2494000000.0
CapitalExpendituresIncurredButNotYetPaid / USD,10014000.0,28527000.0,28181000.0,12768000.0,19959000.0,14127000.0,6074000.0,1863000.0,12892000.0,7000000.0,9000000.0,13000000.0,5000000.0,21000000.0,45000000.0,66000000.0,18000000.0,64000000.0,49000000.0,80000000.0,111000000.0,98000000.0,105000000.0,148000000.0,72000000.0,91000000.0,86000000.0,78000000.0
CashAndCashEquivalentsAtCarryingValue / USD,159043000.0,90479000.0,140619000.0,167060000.0,658364000.0,502934000.0,151624000.0,173711000.0,235876000.0,392000000.0,1762000000.0,1506000000.0,236000000.0,5442000000.0,5603000000.0,5550000000.0,2624000000.0,5048000000.0,2873000000.0,3027000000.0,6848000000.0,3441000000.0,3801000000.0,2932000000.0,3205000000.0,2051000000.0,2478000000.0,1644000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,147608000.0,147608000.0,147608000.0,61560000.0,670491000.0,670491000.0,670491000.0,147608000.0,248000000.0,248000000.0,248000000.0,670000000.0,2636000000.0,2636000000.0,2636000000.0,248000000.0,6860000000.0,6860000000.0,6860000000.0,2636000000.0,3217000000.0,3217000000.0,3217000000.0,6860000000.0,2928000000.0,2928000000.0,2928000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,-45094000.0,5374000.0,31815000.0,86048000.0,-155734000.0,-507043000.0,-484957000.0,522883000.0,156000000.0,1526000000.0,1270000000.0,-422000000.0,2817000000.0,2978000000.0,2925000000.0,2388000000.0,-1800000000.0,-3975000000.0,-3819000000.0,4224000000.0,244000000.0,605000000.0,-264000000.0,-3643000000.0,-857000000.0,-448000000.0,-1281000000.0
CommonStockParOrStatedValuePerShare / USD/shares,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
CommonStockSharesAuthorized / shares,696581112.0,775000000.0,775000000.0,775000000.0,775000000.0,775000000.0,775000000.0,775000000.0,775000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0
CommonStockSharesIssued / shares,65206999.0,328798904.0,328798904.0,328798904.0,328798904.0,336536985.0,336536985.0,336536985.0,336536985.0,399000000.0,399000000.0,399000000.0,399000000.0,403000000.0,403000000.0,403000000.0,403000000.0,385000000.0,385000000.0,385000000.0,385000000.0,382000000.0,382000000.0,382000000.0,382000000.0,386000000.0,386000000.0,386000000.0
CommonStockSharesOutstanding / shares,65206999.0,328798904.0,328798904.0,328798904.0,328798904.0,336536985.0,336536985.0,336536985.0,336536985.0,399000000.0,399000000.0,399000000.0,399000000.0,403000000.0,403000000.0,403000000.0,403000000.0,385000000.0,385000000.0,385000000.0,385000000.0,382000000.0,382000000.0,382000000.0,382000000.0,386000000.0,386000000.0,386000000.0
CommonStockValue / USD,6000.0,33000.0,33000.0,33000.0,33000.0,34000.0,34000.0,34000.0,34000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ComprehensiveIncomeNetOfTax / USD,-216048000.0,-74369000.0,-163829000.0,-243073000.0,-256670000.0,-130665000.0,-263455000.0,-386581000.0,-384897000.0,-132000000.0,-235000000.0,-471000000.0,-511000000.0,1219000000.0,4014000000.0,7362000000.0,-746000000.0,3497000000.0,5638000000.0,6570000000.0,12175000000.0,182000000.0,-1194000000.0,-4772000000.0,8016000000.0,-1153000000.0,-2402000000.0,-2307000000.0
ContractWithCustomerLiability / USD,,240924000.0,240924000.0,240924000.0,240924000.0,199528000.0,202305000.0,202305000.0,202305000.0,4044000000.0,4044000000.0,4044000000.0,4044000000.0,6868000000.0,6868000000.0,6868000000.0,6868000000.0,2711000000.0,2711000000.0,2711000000.0,2711000000.0,651000000.0,651000000.0,651000000.0,651000000.0,211000000.0,211000000.0,211000000.0
ContractWithCustomerLiabilityCumulativeCatchUpAdjustmentToRevenueChangeInMeasureOfProgress / USD,,,,,,,91467000.0,1293370000.0,4009960000.0,4474000000.0,6173000000.0,9658000000.0,11696000000.0,1758000000.0,1840000000.0,2475000000.0,2526000000.0,47000000.0,140000000.0,228000000.0,548000000.0,17000000.0,222000000.0,259000000.0,264000000.0,14000000.0,148000000.0,294000000.0
ContractWithCustomerLiabilityCurrent / USD,,109056000.0,109056000.0,109056000.0,109056000.0,63310000.0,63310000.0,63310000.0,63310000.0,3867000000.0,3867000000.0,3867000000.0,3867000000.0,6253000000.0,6253000000.0,6253000000.0,6253000000.0,2038000000.0,2038000000.0,2038000000.0,2038000000.0,568000000.0,568000000.0,568000000.0,568000000.0,153000000.0,153000000.0,153000000.0
ContractWithCustomerLiabilityNoncurrent / USD,,165352000.0,165352000.0,165352000.0,165352000.0,138995000.0,138995000.0,138995000.0,138995000.0,177000000.0,177000000.0,177000000.0,177000000.0,615000000.0,615000000.0,615000000.0,615000000.0,673000000.0,673000000.0,673000000.0,673000000.0,83000000.0,83000000.0,83000000.0,83000000.0,58000000.0,58000000.0,58000000.0
ContractWithCustomerRefundLiability / USD,,,,,,,,,,,,,,,,,,,,0.0,0.0,556000000.0,556000000.0,556000000.0,556000000.0,370000000.0,370000000.0,370000000.0
CostOfGoodsAndServicesSold / USD,,,,,,,,,0.0,0.0,0.0,0.0,0.0,193000000.0,943000000.0,1665000000.0,8000000.0,1017000000.0,2398000000.0,3498000000.0,2617000000.0,792000000.0,1523000000.0,3764000000.0,5416000000.0,96000000.0,211000000.0,725000000.0
CostsAndExpenses / USD,,,,,,,,,548334000.0,139000000.0,328000000.0,720000000.0,606000000.0,671000000.0,1963000000.0,3374000000.0,1566000000.0,1839000000.0,4141000000.0,6339000000.0,5175000000.0,2228000000.0,4439000000.0,8282000000.0,9843000000.0,1433000000.0,3037000000.0,4969000000.0
CurrentFederalTaxExpenseBenefit / USD,704000.0,,,,-252000.0,,,,-26000.0,,,,0.0,,,,0.0,,,,1304000000.0,,,,1687000000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,,,,,,0.0,,,,0.0,,,,3000000.0,,,,40000000.0,,,,57000000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,755000.0,,,,-80000.0,,,,326000.0,,,,0.0,,,,3000000.0,,,,1379000000.0,,,,1791000000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,51000.0,,,,172000.0,,,,352000.0,,,,0.0,,,,0.0,,,,35000000.0,,,,47000000.0,,,
DebtSecuritiesAvailableForSaleAllowanceForCreditLoss / USD,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DebtSecuritiesAvailableForSaleAllowanceForCreditLossNotPreviouslyRecorded / USD,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger / USD,602000000.0,82800000.0,82800000.0,82800000.0,82800000.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,223000000.0,223000000.0,223000000.0,223000000.0,147000000.0,147000000.0,147000000.0,147000000.0,22000000.0,22000000.0,22000000.0
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss / USD,300000.0,400000.0,400000.0,400000.0,400000.0,0.0,0.0,0.0,0.0,,,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,5524000000.0,5524000000.0,5524000000.0,5524000000.0,6644000000.0,6644000000.0,6644000000.0,6644000000.0,2643000000.0,2643000000.0,2643000000.0
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12Months / USD,,,,,,40000.0,40000.0,40000.0,40000.0,,,,52000000.0,52000000.0,52000000.0,52000000.0,52000000.0,241000000.0,241000000.0,241000000.0,241000000.0,4000000.0,4000000.0,4000000.0,4000000.0,6000000.0,6000000.0,6000000.0
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss / USD,,,,,,85161000.0,85161000.0,85161000.0,85161000.0,,,,9346000000.0,9346000000.0,9346000000.0,9346000000.0,9346000000.0,7635000000.0,7635000000.0,7635000000.0,7635000000.0,1369000000.0,1369000000.0,1369000000.0,1369000000.0,1673000000.0,1673000000.0,1673000000.0
DebtSecuritiesAvailableForSaleUnrealizedLossPosition / USD,,,,,,40000.0,40000.0,40000.0,40000.0,,,,52000000.0,52000000.0,52000000.0,52000000.0,52000000.0,464000000.0,464000000.0,464000000.0,464000000.0,151000000.0,151000000.0,151000000.0,151000000.0,28000000.0,28000000.0,28000000.0
DebtSecuritiesAvailableForSaleUnrealizedLossPositionAccumulatedLoss / USD,,,,,,85161000.0,85161000.0,85161000.0,85161000.0,,,,9347000000.0,9347000000.0,9347000000.0,9347000000.0,9347000000.0,13159000000.0,13159000000.0,13159000000.0,13159000000.0,8013000000.0,8013000000.0,8013000000.0,8013000000.0,4316000000.0,4316000000.0,4316000000.0
DebtSecuritiesAvailableForSaleUnrealizedLossPositionNumberOfPositions / security,,,,,,,,,19.0,,,,,384.0,384.0,384.0,384.0,582.0,582.0,582.0,582.0,392.0,392.0,392.0,392.0,252.0,252.0,252.0
DeferredFederalIncomeTaxExpenseBenefit / USD,288000.0,,,,0.0,,,,0.0,,,,-1000000.0,,,,0.0,,,,-288000000.0,,,,-569000000.0,,,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,,0.0,,,,0.0,,,,-2000000.0,,,,-2000000.0,,,
DeferredIncomeTaxAssetsNet / USD,,,,,,,,,,0.0,0.0,0.0,0.0,326000000.0,326000000.0,326000000.0,326000000.0,982000000.0,982000000.0,982000000.0,982000000.0,81000000.0,81000000.0,81000000.0,81000000.0,81000000.0,81000000.0,81000000.0
DeferredIncomeTaxExpenseBenefit / USD,288000.0,,,,0.0,,,,0.0,0.0,0.0,0.0,-1000000.0,-50000000.0,-72000000.0,-89000000.0,0.0,,,,-296000000.0,,,,-578000000.0,,,
DeferredIncomeTaxLiabilities / USD,9485000.0,,,,15228000.0,,,,36515000.0,,,,51000000.0,,,,200000000.0,,,,229000000.0,,,,388000000.0,,,
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,235000000.0,235000000.0,231000000.0,231000000.0,231000000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,,0.0,,,,0.0,,,,-6000000.0,,,,-7000000.0,,,
DeferredTaxAssetsGross / USD,208135000.0,,,,323501000.0,,,,507268000.0,,,,874000000.0,,,,675000000.0,,,,1366000000.0,,,,2678000000.0,,,
DeferredTaxAssetsInventory / USD,,,,,,,,,,,,,,,,,0.0,,,,86000000.0,,,,250000000.0,,,
DeferredTaxAssetsLiabilitiesNet / USD,0.0,,,,0.0,,,,0.0,,,,0.0,,,,326000000.0,,,,982000000.0,,,,66000000.0,,,
DeferredTaxAssetsNet / USD,9485000.0,,,,15228000.0,,,,36515000.0,,,,51000000.0,,,,526000000.0,,,,1211000000.0,,,,454000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwards / USD,100372000.0,,,,114932000.0,,,,268173000.0,,,,587000000.0,,,,69000000.0,,,,59000000.0,,,,90000000.0,,,
DeferredTaxAssetsOther / USD,1997000.0,,,,2870000.0,,,,11000.0,,,,65000000.0,,,,67000000.0,,,,85000000.0,,,,90000000.0,,,
DeferredTaxAssetsOtherComprehensiveLoss / USD,,,,,,,,,,,,,,,,,0.0,,,,106000000.0,,,,34000000.0,,,
DeferredTaxAssetsTaxCreditCarryforwards / USD,47804000.0,,,,53617000.0,,,,77222000.0,,,,99000000.0,,,,80000000.0,,,,97000000.0,,,,140000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost / USD,15637000.0,,,,33138000.0,,,,43978000.0,,,,33000000.0,,,,44000000.0,,,,68000000.0,,,,111000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReturnsAndAllowances / USD,,,,,,,,,,,,,,,,,,,,,0.0,,,,129000000.0,,,
DeferredTaxAssetsValuationAllowance / USD,198650000.0,,,,308273000.0,,,,470753000.0,,,,308000000.0,,,,471000000.0,,,,823000000.0,,,1700000000.0,149000000.0,,,
DeferredTaxLiabilitiesOther / USD,,,,,,,,,0.0,,,,1000000.0,,,,1000000.0,,,,1000000.0,,,,15000000.0,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,9485000.0,,,,15228000.0,,,,8959000.0,,,,18000000.0,,,,49000000.0,,,,85000000.0,,,,107000000.0,,,
DepreciationDepletionAndAmortization / USD,15114000.0,5153000.0,11031000.0,17512000.0,20537000.0,7316000.0,14793000.0,22046000.0,24862000.0,7000000.0,15000000.0,24000000.0,31000000.0,15000000.0,84000000.0,154000000.0,31000000.0,79000000.0,76000000.0,113000000.0,617000000.0,78000000.0,168000000.0,414000000.0,348000000.0,35000000.0,75000000.0,126000000.0
EarningsPerShareBasic / USD/shares,,,,,,,,,,-0.35,-0.66,-1.26,-1.55,3.05,9.98,18.25,-1.96,9.09,14.66,17.41,30.31,0.2,-3.39,-12.89,21.26,-3.07,-6.41,-6.37
EarningsPerShareDiluted / USD/shares,,,,,,,,,,-0.35,-0.66,-1.26,-1.55,2.84,9.3,17.0,-1.96,8.58,13.85,16.46,28.29,0.19,-3.39,-12.89,20.12,-3.07,-6.41,-6.37
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,1000000.0
EffectiveIncomeTaxRateContinuingOperations / pure,-0.005,,,,0.0,,,,-0.001,,,,0.0,,,,-0.003,0.135,0.127,0.129,0.081,1.259,0.367,-0.229,0.127,-0.009,-0.004,-0.007
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,0.34,,,,0.34,,,,0.21,,0.07,0.07,0.21,0.031,0.075,0.069,0.21,,,,0.21,,,,0.21,,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance / pure,-0.402,,,,-0.204,,,,-0.285,,,,-0.33,,,,-0.474,,,,-0.054,,,,0.0,,,
EffectiveIncomeTaxRateReconciliationFdiiPercent / pure,,,,,,,,,,,,,,,,,,,,,0.048,,,,0.074,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpense / pure,-0.03,,,,-0.013,,,,0.0,,,,0.016,,,,-0.008,,,,0.0,,,,0.0,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,-0.002,,,,0.005,,,,-0.002,,,,0.002,,,,-0.003,,,,0.001,,,,0.008,,,
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent / pure,,,,,,,,,,,,,0.0,,,,0.198,,,,-0.026,,,,-0.016,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,0.051,,,,0.085,,,,0.063,,,,0.079,,,,0.036,,,,0.005,,,,0.004,,,
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch / pure,-0.043,,,,-0.048,,,,-0.015,,,,0.025,,,,0.038,,,,0.007,,,,0.005,,,
EmployeeRelatedLiabilitiesCurrent / USD,18221000.0,23406000.0,23406000.0,23406000.0,23406000.0,27428000.0,27428000.0,27428000.0,27428000.0,95000000.0,95000000.0,95000000.0,95000000.0,126000000.0,126000000.0,126000000.0,126000000.0,190000000.0,190000000.0,190000000.0,190000000.0,245000000.0,245000000.0,245000000.0,245000000.0,312000000.0,312000000.0,312000000.0
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized / USD,217600000.0,253100000.0,231700000.0,217100000.0,194800000.0,243400000.0,230000000.0,236900000.0,226800000.0,337000000.0,336000000.0,348000000.0,349000000.0,538000000.0,575000000.0,529000000.0,571000000.0,789000000.0,743000000.0,701000000.0,835000000.0,1200000000.0,1000000000.0,875000000.0,820000000.0,1100000000.0,908000000.0,770000000.0
EmployeeServiceShareBasedCompensationTaxBenefitFromExerciseOfStockOptions / USD,,,,,,,,,,,,,0.0,,,,0.0,,,,325000000.0,,,,144000000.0,,,
EntityCommonStockSharesOutstanding / shares,329000469.0,329003270.0,330182202.0,333250115.0,368642548.0,371223865.0,394586852.0,395710105.0,399769582.0,401527789.0,403646312.0,405449527.0,402872986.0,397759517.0,391199544.0,384180469.0,386339594.0,381209341.0,380592588.0,381283996.0,382073208.0,383239726.0,384396030.0,384817811.0,385815877.0,386741820.0,389079757.0,390679512.0
EntityPublicFloat / USD,4300000000.0,,,,3380000000.0,,,,25250000000.0,,,,80800000000.0,,,,48800000000.0,,,,40200000000.0,,,,42100000000.0,,,
EquityMethodInvestments / USD,,,,,,,,,,,,,,,,,,42000000.0,42000000.0,42000000.0,42000000.0,66000000.0,66000000.0,66000000.0,66000000.0,14000000.0,14000000.0,14000000.0
EquitySecuritiesFvNiRealizedGainLoss / USD,,,,,,,,,,,,,,,,,,,17000000.0,-16000000.0,-35000000.0,,17000000.0,-16000000.0,-35000000.0,-13000000.0,-35000000.0,-43000000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount / USD,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,42000000.0,42000000.0,42000000.0,42000000.0,42000000.0,42000000.0,42000000.0,42000000.0,,,
FinanceLeaseInterestExpense / USD,,,,,6557000.0,1623000.0,3257000.0,4901000.0,6557000.0,,,,10000000.0,,,,10000000.0,,,,17000000.0,,,,29000000.0,,,
FinanceLeaseInterestPaymentOnLiability / USD,,,,,5585000.0,1387000.0,2774000.0,4161000.0,5585000.0,,,,9000000.0,,,,9000000.0,,,,14000000.0,,,,25000000.0,,,
