fact_unit,2018-08-08,2018-11-07,2019-02-22,2019-05-08,2019-08-07,2019-11-06,2020-03-02,2020-05-06,2020-08-05,2020-11-05,2021-02-26,2021-05-06,2021-08-05,2021-11-03,2022-02-25,2022-05-05,2022-08-04,2022-11-04,2023-02-24,2023-05-05,2023-08-04,2023-11-07,2024-02-29,2024-05-09,2024-08-09,2024-11-07,2025-02-27,2025-05-08,2025-08-07,2025-11-06
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax / USD,,,,,,,,,0.0,0.0,0.0,,100000.0,100000.0,0.0,,0.0,0.0,100000.0,,-100000.0,-100000.0,0.0,,,100000.0,-200000.0,,0.0,100000.0
OtherLiabilitiesCurrent / USD,89500000.0,89500000.0,64400000.0,171900000.0,171900000.0,171900000.0,171900000.0,161600000.0,161600000.0,161600000.0,161600000.0,182600000.0,182600000.0,182600000.0,182600000.0,184600000.0,184600000.0,184600000.0,184600000.0,198400000.0,198400000.0,198400000.0,198400000.0,213200000.0,213200000.0,213200000.0,213200000.0,217400000.0,217400000.0,290400000.0
OtherLiabilitiesNoncurrent / USD,133300000.0,133300000.0,133300000.0,236700000.0,236700000.0,236700000.0,236700000.0,340700000.0,340700000.0,340700000.0,340700000.0,308200000.0,308200000.0,308200000.0,308200000.0,310000000.0,310000000.0,310000000.0,310000000.0,287900000.0,287900000.0,287900000.0,287900000.0,287900000.0,287900000.0,287900000.0,287900000.0,311200000.0,311200000.0,311200000.0
OtherNoncashIncomeExpense / USD,1500000.0,5300000.0,22000000.0,1400000.0,1700000.0,3900000.0,8700000.0,1300000.0,2400000.0,3600000.0,5200000.0,-300000.0,-500000.0,-700000.0,3200000.0,-200000.0,-500000.0,4500000.0,-800000.0,-300000.0,-600000.0,-900000.0,13800000.0,-300000.0,-800000.0,-1000000.0,-700000.0,-300000.0,700000.0,400000.0
OtherNonoperatingExpense / USD,18100000.0,29600000.0,38600000.0,10600000.0,24400000.0,55200000.0,39100000.0,19400000.0,37500000.0,57200000.0,78700000.0,22700000.0,37600000.0,57700000.0,76900000.0,20900000.0,39700000.0,58900000.0,78200000.0,24900000.0,47800000.0,64500000.0,87400000.0,21300000.0,42300000.0,55100000.0,97300000.0,9500000.0,20900000.0,30700000.0
OtherNonoperatingIncome / USD,1800000.0,5700000.0,34600000.0,2000000.0,3700000.0,5300000.0,8300000.0,8200000.0,14300000.0,17100000.0,15500000.0,2300000.0,9900000.0,17000000.0,26900000.0,11200000.0,25900000.0,36900000.0,31300000.0,8200000.0,14100000.0,20300000.0,46300000.0,12200000.0,14800000.0,34100000.0,29900000.0,8500000.0,18300000.0,31200000.0
OtherReceivablesGrossCurrent / USD,55400000.0,55400000.0,55400000.0,95000000.0,95000000.0,95000000.0,95000000.0,127800000.0,127800000.0,127800000.0,127800000.0,177900000.0,177900000.0,177900000.0,177900000.0,160700000.0,160700000.0,160700000.0,160700000.0,200900000.0,200900000.0,200900000.0,200900000.0,169400000.0,169400000.0,169400000.0,169400000.0,150000000.0,150000000.0,150000000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,3200000.0,3300000.0,4100000.0,1600000.0,6600000.0,15200000.0,3600000.0,-1300000.0,6000000.0,-200000.0,17600000.0,4000000.0,1500000.0,9900000.0,5100000.0,3600000.0,7000000.0,4100000.0,11100000.0,900000.0,-100000.0,-7800000.0,-38400000.0,4100000.0,5300000.0,11000000.0,-18800000.0,-2700000.0,-900000.0,2800000.0
PaymentsOfDividends / USD,109400000.0,166300000.0,204300000.0,57400000.0,228300000.0,350400000.0,223100000.0,119800000.0,235600000.0,347500000.0,475000000.0,114500000.0,229000000.0,343600000.0,462500000.0,121400000.0,244000000.0,366700000.0,465000000.0,131300000.0,262700000.0,394100000.0,497900000.0,140700000.0,281300000.0,422000000.0,534800000.0,147700000.0,295400000.0,443200000.0
PaymentsToAcquireLifeInsurancePolicies / USD,,,,1000000.0,15900000.0,16200000.0,17000000.0,2100000.0,17000000.0,17200000.0,17100000.0,2000000.0,16100000.0,16400000.0,18300000.0,1000000.0,13500000.0,13500000.0,19100000.0,2900000.0,15500000.0,15500000.0,14200000.0,3800000.0,15700000.0,15400000.0,16500000.0,4100000.0,15100000.0,15000000.0
PaymentsToAcquirePropertyPlantAndEquipment / USD,383600000.0,564600000.0,1087000000.0,174800000.0,435200000.0,698300000.0,764600000.0,309000000.0,572400000.0,849100000.0,1069700000.0,354400000.0,635600000.0,1058100000.0,1210100000.0,467700000.0,891100000.0,1394700000.0,1560300000.0,524700000.0,1116400000.0,1614600000.0,1972500000.0,527700000.0,1104200000.0,1657900000.0,2166500000.0,618600000.0,1296100000.0,1822400000.0
PaymentsToInvestInDecommissioningFund / USD,12100000.0,15300000.0,46600000.0,85400000.0,96000000.0,107000000.0,41000000.0,17900000.0,27000000.0,37400000.0,117500000.0,18800000.0,36900000.0,50300000.0,55800000.0,44600000.0,53000000.0,108400000.0,65600000.0,12600000.0,19400000.0,28500000.0,158200000.0,11000000.0,22000000.0,30700000.0,50500000.0,19500000.0,60800000.0,78700000.0
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent / USD,491200000.0,491200000.0,491200000.0,987600000.0,987600000.0,987600000.0,987600000.0,1017600000.0,1017600000.0,1017600000.0,1017600000.0,1149400000.0,1149400000.0,1149400000.0,1149400000.0,879100000.0,879100000.0,879100000.0,879100000.0,458400000.0,458400000.0,458400000.0,458400000.0,464100000.0,464100000.0,464100000.0,464100000.0,371300000.0,371300000.0,371300000.0
PreferredStockSharesAuthorized / shares,12000000.0,12000000.0,12000000.0,,,,12000000.0,,,,12000000.0,,,,12000000.0,,,,12000000.0,,,,12000000.0,,,,12000000.0,,,
PrepaidExpenseAndOtherAssetsCurrent / USD,39800000.0,39800000.0,39800000.0,79100000.0,79100000.0,79100000.0,79100000.0,78200000.0,78200000.0,78200000.0,78200000.0,71900000.0,71900000.0,71900000.0,48200000.0,49300000.0,49300000.0,49300000.0,49300000.0,47800000.0,47800000.0,47800000.0,47800000.0,51300000.0,51300000.0,51300000.0,51300000.0,66100000.0,66100000.0,66100000.0
ProceedsFromDecommissioningFund / USD,13500000.0,15900000.0,47000000.0,86100000.0,101100000.0,110200000.0,41200000.0,15400000.0,24500000.0,32300000.0,117700000.0,15000000.0,30300000.0,44200000.0,47300000.0,40900000.0,44900000.0,95300000.0,56500000.0,8700000.0,19400000.0,22300000.0,115700000.0,7600000.0,15300000.0,22800000.0,27300000.0,14800000.0,56900000.0,74600000.0
ProceedsFromIssuanceOfCommonStock / USD,600000.0,,,,,,,,,,,,0.0,0.0,0.0,,112500000.0,112500000.0,0.0,,,,112500000.0,,,,,,0.0,0.0
ProceedsFromIssuanceOfLongTermDebt / USD,296300000.0,296200000.0,396300000.0,0.0,0.0,22900000.0,296200000.0,494000000.0,493300000.0,2374000000.0,290900000.0,,889500000.0,889300000.0,2372700000.0,0.0,497700000.0,497300000.0,888800000.0,247400000.0,246900000.0,246900000.0,497300000.0,393700000.0,690500000.0,690300000.0,567700000.0,326100000.0,920700000.0,919600000.0
ProceedsFromLifeInsurancePolicies / USD,1700000.0,2100000.0,114700000.0,2600000.0,4700000.0,6500000.0,4200000.0,40900000.0,68400000.0,99100000.0,6800000.0,30800000.0,58600000.0,60600000.0,161700000.0,800000.0,1500000.0,76300000.0,65900000.0,1100000.0,2900000.0,3400000.0,77000000.0,42100000.0,42400000.0,118200000.0,35200000.0,41500000.0,44100000.0,54000000.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,-7000000.0,-6400000.0,-8100000.0,-4900000.0,-19100000.0,-20100000.0,-9900000.0,-4500000.0,-7300000.0,-5300000.0,-21300000.0,-6400000.0,-10800000.0,-11800000.0,-6700000.0,-3100000.0,-4900000.0,-7300000.0,-13600000.0,-6400000.0,-7500000.0,-9500000.0,-9300000.0,-4100000.0,-4600000.0,-5300000.0,-11100000.0,-5700000.0,-6600000.0,-12700000.0
ProceedsFromRepaymentsOfShortTermDebt / USD,-37600000.0,-177700000.0,116200000.0,14100000.0,242600000.0,-166700000.0,-91300000.0,572400000.0,1500500000.0,-378000000.0,-104000000.0,493100000.0,-94900000.0,-361900000.0,-176700000.0,980000000.0,598000000.0,301600000.0,-246900000.0,-267100000.0,369100000.0,62900000.0,840500000.0,214200000.0,537400000.0,344700000.0,172900000.0,139700000.0,17900000.0,471000000.0
ProfitLoss / USD,139500000.0,300200000.0,361200000.0,62900000.0,62900000.0,62900000.0,336500000.0,103400000.0,103400000.0,103400000.0,546000000.0,72200000.0,72200000.0,72200000.0,685600000.0,194600000.0,194600000.0,194600000.0,630000000.0,125600000.0,125600000.0,125600000.0,891900000.0,145700000.0,145700000.0,145700000.0,765000000.0,125800000.0,125800000.0,125800000.0
PropertyPlantAndEquipmentNet / USD,9553800000.0,9553800000.0,9553800000.0,18782500000.0,18782500000.0,18782500000.0,18782500000.0,19184400000.0,19184400000.0,19184400000.0,19184400000.0,19951000000.0,19951000000.0,19951000000.0,19951000000.0,21002600000.0,21002600000.0,21002600000.0,21002600000.0,22136500000.0,22136500000.0,22136500000.0,22136500000.0,23728700000.0,23728700000.0,23728700000.0,23728700000.0,24930900000.0,24930900000.0,24930900000.0
ProvisionForDoubtfulAccounts / USD,,,,,,,,3800000.0,10600000.0,22400000.0,27200000.0,2700000.0,11600000.0,15500000.0,24900000.0,4800000.0,2400000.0,7600000.0,28000000.0,-4100000.0,1700000.0,4900000.0,16100000.0,-3300000.0,600000.0,7400000.0,15400000.0,-1100000.0,2000000.0,4900000.0
PublicUtilitiesAllowanceForFundsUsedDuringConstructionAdditions / USD,,,21600000.0,,,,7600000.0,,,,13500000.0,,,,16700000.0,,,,33700000.0,,,,44100000.0,,,,38300000.0,,,
PublicUtilitiesAllowanceForFundsUsedDuringConstructionCapitalizedCostOfEquity / USD,,,11600000.0,,,,2000000.0,,,,3100000.0,,,,2200000.0,,,,17200000.0,,,,29400000.0,,,,22500000.0,,,
PublicUtilitiesPropertyPlantAndEquipmentAccumulatedDepreciation / USD,,,4651700000.0,,,,9694100000.0,,,,10293700000.0,,,,10998400000.0,,,,11515500000.0,,,,12304900000.0,,,,13301600000.0,,,
PublicUtilitiesPropertyPlantAndEquipmentConstructionWorkInProgress / USD,,,434900000.0,,,,685200000.0,,,,839200000.0,,,,1153500000.0,,,,1350600000.0,,,,1421200000.0,,,,1543500000.0,,,
PublicUtilitiesPropertyPlantAndEquipmentDisclosureOfCompositeDepreciationRateForPlantsInService / pure,,,0.03,,,,0.03,,,,0.03,,,,0.03,,,,0.03,,,,0.03,,,,0.03,,,
PublicUtilitiesPropertyPlantAndEquipmentPlantInService / USD,,,12954300000.0,,,,26916700000.0,,,,27768800000.0,,,,28914800000.0,,,,30289900000.0,,,,32129300000.0,,,,34558100000.0,,,
RegulatedEntityOtherAssetsNoncurrent / USD,,,,,,,,5161800000.0,5161800000.0,5161800000.0,5161800000.0,5384600000.0,5384600000.0,5384600000.0,5384600000.0,5659800000.0,5659800000.0,5659800000.0,5659800000.0,5370700000.0,5370700000.0,5370700000.0,5370700000.0,5458300000.0,5458300000.0,5458300000.0,5458300000.0,5511900000.0,5511900000.0,5511900000.0
RegulatoryAssets / USD,,,784900000.0,,,,2061800000.0,,,,1972200000.0,,,,2074400000.0,,,,2415200000.0,,,,2214300000.0,,,,2087400000.0,,,
RegulatoryAssetsCurrent / USD,,99500000.0,99500000.0,303900000.0,303900000.0,303900000.0,303900000.0,231700000.0,231700000.0,231700000.0,231700000.0,206200000.0,206200000.0,206200000.0,206200000.0,424100000.0,424100000.0,424100000.0,424100000.0,368000000.0,368000000.0,368000000.0,368000000.0,292100000.0,292100000.0,292100000.0,292100000.0,180900000.0,180900000.0,180900000.0
RegulatoryAssetsNoncurrent / USD,685400000.0,685400000.0,685400000.0,1757900000.0,1757900000.0,1757900000.0,1757900000.0,1740500000.0,1740500000.0,1740500000.0,1740500000.0,1868200000.0,1868200000.0,1868200000.0,1868200000.0,1991100000.0,1991100000.0,1991100000.0,1991100000.0,1846300000.0,1846300000.0,1846300000.0,1846300000.0,1795300000.0,1795300000.0,1795300000.0,1795300000.0,1719300000.0,1719300000.0,1719300000.0
RegulatoryLiabilities / USD,,,1105600000.0,,,,2329000000.0,,,,2311600000.0,,,,2664900000.0,,,,2775700000.0,,,,2722200000.0,,,,2725500000.0,,,
RegulatoryLiabilityCurrent / USD,11600000.0,11600000.0,11600000.0,110200000.0,110200000.0,110200000.0,110200000.0,63300000.0,63300000.0,63300000.0,63300000.0,26100000.0,26100000.0,26100000.0,26100000.0,70700000.0,70700000.0,70700000.0,70700000.0,155400000.0,155400000.0,155400000.0,155400000.0,183000000.0,183000000.0,183000000.0,183000000.0,173800000.0,173800000.0,173800000.0
RegulatoryLiabilityNoncurrent / USD,1094000000.0,1094000000.0,1094000000.0,2218800000.0,2218800000.0,2218800000.0,2218800000.0,2248300000.0,2248300000.0,2248300000.0,2248300000.0,2638800000.0,2638800000.0,2638800000.0,2638800000.0,2705000000.0,2705000000.0,2705000000.0,2705000000.0,2566800000.0,2566800000.0,2566800000.0,2566800000.0,2542500000.0,2542500000.0,2542500000.0,2542500000.0,2672000000.0,2672000000.0,2672000000.0
RepaymentsOfLongTermDebt / USD,125000000.0,125000000.0,50000000.0,0.0,0.0,127400000.0,125000000.0,1100000.0,701100000.0,701100000.0,395800000.0,1100000.0,251100000.0,251100000.0,701100000.0,1100000.0,351100000.0,351100000.0,251100000.0,100000000.0,387500000.0,387500000.0,432000000.0,300000000.0,350000000.0,350000000.0,410900000.0,,0.0,800000000.0
RestrictedCashAndCashEquivalentsAtCarryingValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,6200000.0,6200000.0,6200000.0
RestrictedCashAndCashEquivalentsNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1700000.0,1700000.0,1700000.0
RetainedEarningsAccumulatedDeficit / USD,1173300000.0,1173300000.0,1173300000.0,1346000000.0,1346000000.0,1346000000.0,1346000000.0,1551500000.0,1551500000.0,1551500000.0,1551500000.0,1702800000.0,1702800000.0,1702800000.0,1702800000.0,2082900000.0,2082900000.0,2082900000.0,2082900000.0,2298500000.0,2298500000.0,2298500000.0,2298500000.0,2457800000.0,2457800000.0,2457800000.0,2457800000.0,2732900000.0,2732900000.0,2732900000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,3051400000.0,4224000000.0,601300000.0,1484400000.0,3051400000.0,4224000000.0,1185100000.0,2379500000.0,3945800000.0,4224000000.0,1085900000.0,2232000000.0,3715500000.0,5019600000.0,1462400000.0,2670500000.0,4250600000.0,4781600000.0,1167400000.0,2514100000.0,4360800000.0,5329100000.0,1246900000.0,2555900000.0,4187400000.0,5589200000.0,1280600000.0,2687700000.0,4477800000.0
Revenues / USD,,,2562100000.0,600200000.0,1493600000.0,3076100000.0,2571000000.0,1216900000.0,2438600000.0,4016200000.0,4275900000.0,1116700000.0,2301400000.0,3819000000.0,5147800000.0,1611900000.0,2848100000.0,4464600000.0,4913400000.0,1223900000.0,2670400000.0,4579500000.0,5586700000.0,1296800000.0,2651000000.0,4320300000.0,5859100000.0,1331000000.0,2778500000.0,4589900000.0
RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability / USD,,,,2300000.0,2300000.0,2300000.0,8300000.0,2300000.0,2300000.0,2300000.0,8300000.0,3100000.0,3500000.0,5000000.0,8300000.0,200000.0,600000.0,600000.0,5600000.0,2400000.0,2400000.0,7000000.0,1400000.0,0.0,2900000.0,3700000.0,7000000.0,5100000.0,6900000.0,12400000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,2200000.0,2200000.0,3000000.0,10400000.0,2200000.0,2200000.0,3000000.0,10400000.0,2600000.0,3800000.0,4100000.0,10400000.0,2200000.0,2400000.0,8100000.0,6900000.0,1600000.0,6200000.0,8200000.0,16400000.0,6200000.0,9000000.0,12100000.0,12200000.0,1900000.0,3100000.0,4100000.0
ShareBasedCompensation / USD,4600000.0,6700000.0,9300000.0,2500000.0,20000000.0,25200000.0,8800000.0,5400000.0,9400000.0,12900000.0,29900000.0,4600000.0,8700000.0,12100000.0,16300000.0,3100000.0,7300000.0,11400000.0,16000000.0,4500000.0,11000000.0,15200000.0,15600000.0,4800000.0,11500000.0,14000000.0,18800000.0,3900000.0,8100000.0,11500000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum / pure,,,,,,,0.18,,,,0.17,,,,0.32,,,,0.32,,,,0.24,,,,0.21,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum / pure,,,,,,,0.026,,,,0.0072,,,,0.0024,,,,0.0145,,,,0.0458,,,,0.0428,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0353,,,
ShortTermBankLoansAndNotesPayable / USD,275700000.0,275700000.0,275700000.0,738600000.0,738600000.0,738600000.0,738600000.0,561900000.0,561900000.0,561900000.0,561900000.0,315000000.0,315000000.0,315000000.0,315000000.0,1159300000.0,1159300000.0,1159300000.0,1159300000.0,1332300000.0,1332300000.0,1332300000.0,1332300000.0,951800000.0,951800000.0,951800000.0,,,,
ShortTermLeaseCost / USD,,,,800000.0,1500000.0,2300000.0,4000000.0,,,,4000000.0,,,,4000000.0,,,,2100000.0,,,,5900000.0,,,,4900000.0,,,
StockIssued1 / USD,4800000.0,4900000.0,9700000.0,100000.0,200000.0,400000.0,5100000.0,500000.0,-300000.0,-300000.0,500000.0,900000.0,900000.0,900000.0,-300000.0,700000.0,700000.0,700000.0,900000.0,200000.0,,,,,,,,,0.0,0.0
StockIssuedDuringPeriodValueNewIssues / USD,600000.0,600000.0,2400000.0,,,,,,,,,,112500000.0,112500000.0,112500000.0,,112500000.0,112500000.0,112500000.0,,,,112500000.0,,,,,,3000000.0,3000000.0
StockholdersEquity / USD,3908100000.0,3908100000.0,3908100000.0,10028200000.0,10028200000.0,10028200000.0,10028200000.0,8571900000.0,8571900000.0,8571900000.0,8571900000.0,8733400000.0,8733400000.0,8733400000.0,8733400000.0,9244400000.0,9244400000.0,9244400000.0,9244400000.0,9483700000.0,9483700000.0,9483700000.0,9483700000.0,9663100000.0,9663100000.0,9663100000.0,9663100000.0,9955000000.0,9955000000.0,9955000000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,3833200000.0,3833200000.0,3671900000.0,3860400000.0,3860400000.0,3860400000.0,3833200000.0,9990700000.0,9990700000.0,9990700000.0,3860400000.0,8545300000.0,8545300000.0,8545300000.0,9990700000.0,8718500000.0,8718500000.0,8718500000.0,8545300000.0,9241700000.0,9241700000.0,9241700000.0,8718500000.0,9493300000.0,9493300000.0,9493300000.0,9241700000.0,9685000000.0,9685000000.0,9685000000.0
StockholdersEquityOther / USD,1500000.0,600000.0,400000.0,300000.0,1500000.0,1500000.0,400000.0,300000.0,300000.0,300000.0,400000.0,-200000.0,-200000.0,-200000.0,500000.0,400000.0,400000.0,400000.0,500000.0,-400000.0,-400000.0,-400000.0,200000.0,-100000.0,-100000.0,-100000.0,-600000.0,-200000.0,-200000.0,-200000.0
TaxCreditCarryforwardAmount / USD,,,333800000.0,,,,379000000.0,,,,379600000.0,,,,373600000.0,,,,311000000.0,,,,284100000.0,,,,388300000.0,,,
TaxesExcludingIncomeAndExciseTaxes / USD,84600000.0,126400000.0,191700000.0,43900000.0,100500000.0,183500000.0,167600000.0,93300000.0,184900000.0,276400000.0,269100000.0,92300000.0,183200000.0,274200000.0,365500000.0,94900000.0,192800000.0,289000000.0,364200000.0,101900000.0,202200000.0,302900000.0,380500000.0,102400000.0,202800000.0,305900000.0,398100000.0,114100000.0,226700000.0,343300000.0
TaxesPayableCurrent / USD,87700000.0,87700000.0,87700000.0,133600000.0,133600000.0,133600000.0,133600000.0,145100000.0,145100000.0,145100000.0,145100000.0,143800000.0,143800000.0,143800000.0,143800000.0,150400000.0,150400000.0,150400000.0,150400000.0,163000000.0,163000000.0,163000000.0,163000000.0,156700000.0,156700000.0,156700000.0,156700000.0,159000000.0,159000000.0,159000000.0
TransfersAccountedForAsSecuredBorrowingsAssetsCarryingAmount / USD,0.0,0.0,0.0,365000000.0,365000000.0,365000000.0,365000000.0,339000000.0,339000000.0,339000000.0,339000000.0,360000000.0,360000000.0,360000000.0,360000000.0,319000000.0,319000000.0,319000000.0,319000000.0,359000000.0,359000000.0,359000000.0,359000000.0,342000000.0,342000000.0,342000000.0,342000000.0,401000000.0,401000000.0,401000000.0
TransfersAccountedForAsSecuredBorrowingsAssociatedLiabilitiesCarryingAmount / USD,0.0,0.0,0.0,365000000.0,365000000.0,365000000.0,365000000.0,339000000.0,339000000.0,339000000.0,339000000.0,360000000.0,360000000.0,360000000.0,360000000.0,319000000.0,319000000.0,319000000.0,319000000.0,359000000.0,359000000.0,359000000.0,359000000.0,342000000.0,342000000.0,342000000.0,342000000.0,401000000.0,401000000.0,401000000.0
UnrecordedUnconditionalPurchaseObligationBalanceOnFifthAnniversary / USD,,,137400000.0,,,,78200000.0,,,,168300000.0,,,,165100000.0,,,,114600000.0,,,,138800000.0,,,,169500000.0,,,
UnrecordedUnconditionalPurchaseObligationBalanceOnFirstAnniversary / USD,,,608700000.0,,,,681900000.0,,,,509000000.0,,,,466100000.0,,,,371300000.0,,,,298500000.0,,,,305700000.0,,,
UnrecordedUnconditionalPurchaseObligationBalanceOnFourthAnniversary / USD,,,137300000.0,,,,157600000.0,,,,178800000.0,,,,158800000.0,,,,190400000.0,,,,151900000.0,,,,168600000.0,,,
UnrecordedUnconditionalPurchaseObligationBalanceOnSecondAnniversary / USD,,,430500000.0,,,,226700000.0,,,,206600000.0,,,,247100000.0,,,,214600000.0,,,,242100000.0,,,,286700000.0,,,
UnrecordedUnconditionalPurchaseObligationBalanceOnThirdAnniversary / USD,,,156100000.0,,,,160800000.0,,,,217100000.0,,,,188200000.0,,,,187900000.0,,,,241700000.0,,,,179100000.0,,,
UnrecordedUnconditionalPurchaseObligationBalanceSheetAmount / USD,,,1987400000.0,,,,1842200000.0,,,,1809500000.0,,,,1740600000.0,,,,1502300000.0,,,,1397100000.0,,,,1369000000.0,,,
UnrecordedUnconditionalPurchaseObligationDueAfterFiveYears / USD,,,517400000.0,,,,537000000.0,,,,529700000.0,,,,515300000.0,,,,423500000.0,,,,324100000.0,,,,259400000.0,,,
UtilitiesOperatingExpenseMaintenanceAndOperations / USD,275000000.0,415600000.0,587200000.0,140100000.0,423800000.0,754200000.0,563500000.0,306900000.0,595500000.0,907100000.0,1115800000.0,288200000.0,560900000.0,865500000.0,1218500000.0,275500000.0,535400000.0,800600000.0,1163000000.0,252200000.0,535000000.0,801200000.0,1107500000.0,216300000.0,443900000.0,697100000.0,1085300000.0,231500000.0,469200000.0,720800000.0
ValuationAllowanceDeferredTaxAssetChangeInAmount / USD,,,500000.0,,,,9800000.0,,,,-3100000.0,,,,-1500000.0,,,,,,,,-2000000.0,,,,-7900000.0,,,
VariableLeaseCost / USD,,,,73900000.0,150800000.0,222100000.0,313000000.0,,,,313000000.0,,,,313000000.0,,,,296600000.0,,,,280300000.0,,,,318000000.0,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment / shares,100000.0,0.0,400000.0,100000.0,100000.0,100000.0,100000.0,200000.0,200000.0,300000.0,200000.0,400000.0,500000.0,300000.0,400000.0,300000.0,400000.0,500000.0,300000.0,400000.0,600000.0,600000.0,600000.0,300000.0,400000.0,500000.0,400000.0,200000.0,300000.0,200000.0
WeightedAverageNumberOfDilutedSharesOutstanding / shares,142600000.0,142500000.0,142500000.0,142700000.0,162000000.0,198000000.0,142600000.0,253000000.0,248200000.0,243800000.0,214100000.0,227500000.0,227600000.0,227500000.0,239900000.0,227600000.0,228700000.0,229300000.0,227500000.0,230200000.0,230400000.0,230500000.0,229600000.0,230300000.0,230400000.0,230500000.0,230300000.0,230400000.0,230500000.0,230500000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,142500000.0,142500000.0,142100000.0,142600000.0,161900000.0,197900000.0,142500000.0,252800000.0,248000000.0,243500000.0,213900000.0,227100000.0,227100000.0,227200000.0,239500000.0,227300000.0,228300000.0,228800000.0,227200000.0,229800000.0,229800000.0,229900000.0,229000000.0,230000000.0,230000000.0,230000000.0,229900000.0,230200000.0,230200000.0,230300000.0
