fact_unit,2020-05-11,2020-07-31,2020-10-29,2021-02-09,2021-04-29,2021-07-29,2021-10-28,2022-02-08,2022-04-28,2022-07-28,2022-10-27,2023-02-07,2023-04-26,2023-07-27,2023-10-26,2024-02-06,2024-04-25,2024-07-25,2024-10-25,2025-02-11,2025-05-01,2025-07-29,2025-10-28
DefinedBenefitPlanAmortizationOfGainsLosses / USD,-2000000.0,-5000000.0,-7000000.0,,-5000000.0,-10000000.0,-15000000.0,,-8000000.0,-16000000.0,-24000000.0,,-2000000.0,-5000000.0,-7000000.0,,,1000000.0,2000000.0,-9000000.0,,-9000000.0,-1000000.0
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit / USD,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,2000000.0,,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,2000000.0,,,-1000000.0,2000000.0,2000000.0,,2000000.0,0.0
DefinedBenefitPlanAmountsRecognizedInBalanceSheet / USD,,,,,,,,,,,,,,,,,,,,-107000000.0,,-107000000.0,
DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent / USD,490000000.0,490000000.0,490000000.0,490000000.0,554000000.0,554000000.0,554000000.0,554000000.0,43000000.0,43000000.0,43000000.0,43000000.0,26000000.0,26000000.0,26000000.0,26000000.0,32000000.0,32000000.0,32000000.0,32000000.0,43000000.0,32000000.0,43000000.0
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationDiscountRate / pure,,,,,,,,,,,,,,,,,,,,0.043,,0.043,
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationRateOfCompensationIncrease / pure,,,,,,,,,,,,,,,,,,,,0.022,,0.022,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate / pure,,,,,,,,,,,,,,,,,,,,0.021,,0.021,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets / pure,,,,,,,,,,,,,,,,,,,,0.05,,0.05,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostRateOfCompensationIncrease / pure,,,,,,,,,,,,,,,,,,,,0.031,,0.031,
DefinedBenefitPlanBenefitObligation / USD,,,,2581000000.0,,,,,,,,,,,,,,,,760000000.0,,760000000.0,
DefinedBenefitPlanBenefitObligationBenefitsPaid / USD,,,,132000000.0,,,,,,,,,,,,,,,,25000000.0,,25000000.0,
DefinedBenefitPlanBusinessCombinationsAndAcquisitionsBenefitObligation / USD,,,,,,,,,,,,,,,,,,,,0.0,,0.0,
DefinedBenefitPlanBusinessCombinationsAndAcquisitionsPlanAssets / USD,,,,,,,,,,,,,,,,,,,,0.0,,0.0,
DefinedBenefitPlanContributionsByEmployer / USD,22000000.0,27000000.0,29000000.0,36000000.0,25000000.0,27000000.0,29000000.0,,24000000.0,27000000.0,29000000.0,,4000000.0,6000000.0,10000000.0,,6000000.0,11000000.0,17000000.0,16000000.0,6000000.0,16000000.0,34000000.0
DefinedBenefitPlanDivestituresBenefitObligation / USD,,,,,,,,,,,,,,,,,,,,212000000.0,,212000000.0,
DefinedBenefitPlanDivestituresPlanAssets / USD,,,,,,,,,,,,,,,,,,,,8000000.0,,8000000.0,
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter / USD,,,,638000000.0,,,,,,,,,,,,,,,,242000000.0,,242000000.0,
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths / USD,,,,109000000.0,,,,,,,,,,,,,,,,37000000.0,,37000000.0,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive / USD,,,,123000000.0,,,,,,,,,,,,,,,,46000000.0,,46000000.0,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour / USD,,,,119000000.0,,,,,,,,,,,,,,,,45000000.0,,45000000.0,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree / USD,,,,117000000.0,,,,,,,,,,,,,,,,47000000.0,,47000000.0,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo / USD,,,,113000000.0,,,,,,,,,,,,,,,,38000000.0,,38000000.0,
DefinedBenefitPlanExpectedFutureEmployerContributionsNextFiscalYear / USD,,,,28000000.0,,,,,,,,,,,,,,,,6000000.0,,6000000.0,
DefinedBenefitPlanExpectedReturnOnPlanAssets / USD,39000000.0,78000000.0,115000000.0,,35000000.0,69000000.0,104000000.0,,36000000.0,73000000.0,109000000.0,,7000000.0,13000000.0,20000000.0,,8000000.0,16000000.0,24000000.0,27000000.0,7000000.0,27000000.0,27000000.0
DefinedBenefitPlanFairValueOfPlanAssets / USD,,,,2635000000.0,,,,,,,,,,,,,,,,451000000.0,,451000000.0,
DefinedBenefitPlanFundedStatusOfPlan / USD,,,,68000000.0,,,,,,,,,,,,,,,,-107000000.0,,-107000000.0,
DefinedBenefitPlanInterestCost / USD,17000000.0,33000000.0,50000000.0,67000000.0,13000000.0,26000000.0,39000000.0,,9000000.0,19000000.0,28000000.0,,4000000.0,8000000.0,13000000.0,,8000000.0,16000000.0,24000000.0,18000000.0,7000000.0,18000000.0,26000000.0
DefinedBenefitPlanNetPeriodicBenefitCost / USD,-11000000.0,-22000000.0,-33000000.0,,-7000000.0,-16000000.0,-25000000.0,,-11000000.0,-23000000.0,-31000000.0,,5000000.0,10000000.0,16000000.0,,4000000.0,8000000.0,12000000.0,24000000.0,4000000.0,24000000.0,12000000.0
DefinedBenefitPlanOtherChanges / USD,,,,25000000.0,,,,,,,,,,,,,,,,3000000.0,,3000000.0,
DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsAccumulatedBenefitObligation / USD,,,,,,,,,,,,,,,,,,,,362000000.0,,362000000.0,
DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsPlanAssets / USD,,,,,,,,,,,,,,,,,,,,239000000.0,,239000000.0,
DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsProjectedBenefitObligation / USD,,,,,,,,,,,,,,,,,,,,378000000.0,,378000000.0,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateAccumulatedBenefitObligation / USD,,,,,,,,,,,,,,,,,,,,362000000.0,,362000000.0,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets / USD,,,,,,,,,,,,,,,,,,,,239000000.0,,239000000.0,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateProjectedBenefitObligation / USD,,,,,,,,,,,,,,,,,,,,378000000.0,,378000000.0,
DefinedBenefitPlanPlanAssetsBenefitsPaid / USD,,,,132000000.0,,,,,,,,,,,,,,,,25000000.0,,25000000.0,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlementsAndCurtailments1 / USD,0.0,-1000000.0,-1000000.0,,-1000000.0,-1000000.0,-1000000.0,,,,-4000000.0,,,,,,,0.0,0.0,,,-1000000.0,-1000000.0
DefinedBenefitPlanServiceCost / USD,8000000.0,16000000.0,23000000.0,31000000.0,8000000.0,15000000.0,22000000.0,,7000000.0,14000000.0,21000000.0,,5000000.0,9000000.0,14000000.0,,4000000.0,8000000.0,12000000.0,20000000.0,4000000.0,20000000.0,11000000.0
DefinedBenefitPlanSettlementsPlanAssets / USD,,,,14000000.0,,,,,,,,,,,,,,,,24000000.0,,24000000.0,
DefinedContributionPlanCostRecognized / USD,,,,,,,,,,,,,,,,,,,,123000000.0,,123000000.0,
DefinedContributionPlanEmployerDiscretionaryContributionAmount / USD,25000000.0,49000000.0,71000000.0,,30000000.0,55000000.0,78000000.0,,37000000.0,67000000.0,97000000.0,,38000000.0,66000000.0,95000000.0,,37000000.0,66000000.0,96000000.0,,39000000.0,74000000.0,104000000.0
Depreciation / USD,54000000.0,109000000.0,163000000.0,221000000.0,,,,219000000.0,,,,234000000.0,,,,238000000.0,,,,224000000.0,,224000000.0,
DepreciationAmortizationAndAccretionNet / USD,85000000.0,167000000.0,251000000.0,357000000.0,81000000.0,159000000.0,241000000.0,335000000.0,83000000.0,168000000.0,251000000.0,336000000.0,79000000.0,155000000.0,257000000.0,338000000.0,136000000.0,273000000.0,368000000.0,328000000.0,308000000.0,328000000.0,914000000.0
DepreciationDepletionAndAmortization / USD,,,,357000000.0,,,,335000000.0,,,,336000000.0,,,,338000000.0,,,,328000000.0,,328000000.0,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal / USD,,,,,,,,,,,,,,,,0.0,,,,1105000000.0,,1105000000.0,
DividendsCommonStockCash / USD,,70000000.0,70000000.0,243000000.0,,70000000.0,70000000.0,243000000.0,,209000000.0,209000000.0,243000000.0,,253000000.0,253000000.0,442000000.0,,309000000.0,309000000.0,533000000.0,,533000000.0,343000000.0
DividendsPayableCurrentAndNoncurrent / USD,,,,,,,,0.0,,,,108000000.0,,,,130000000.0,,,,158000000.0,,158000000.0,
EarningsPerShareBasic / USD/shares,0.46,1.37,1.94,3.16,0.11,0.41,1.27,2.44,0.44,1.0,1.54,2.29,1.62,2.3,3.86,1.92,0.45,0.68,1.11,4.19,0.3,4.19,3.39
EarningsPerShareDiluted / USD/shares,0.46,1.37,1.94,3.16,0.11,0.41,1.25,2.44,0.43,0.98,1.5,2.25,1.58,2.25,3.78,1.87,0.44,0.67,1.09,4.1,0.29,4.1,3.34
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations / USD,,,,,,,,,,,,,,,,-16000000.0,20000000.0,-13000000.0,-45000000.0,-56000000.0,-68000000.0,-56000000.0,-18000000.0
