fact_unit,2020-05-11,2020-07-31,2020-10-29,2021-02-09,2021-04-29,2021-07-29,2021-10-28,2022-02-08,2022-04-28,2022-07-28,2022-10-27,2023-02-07,2023-04-26,2023-07-27,2023-10-26,2024-02-06,2024-04-25,2024-07-25,2024-10-25,2025-02-11,2025-05-01,2025-07-29,2025-10-28
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationBeforeTax / USD,,,,2000000.0,,,,,,,,,,,,,,,,0.0,,0.0,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTax / USD,,,,,,,,,,,,,,,,,,,,0.0,,0.0,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax / USD,,,,,,,,,,,,,,,0.0,,,,80000000.0,0.0,,0.0,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax / USD,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1000000.0,0.0,3000000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,,,,-449000000.0,,,,50000000.0,,,,604000000.0,,,,-314000000.0,,,,-1125000000.0,,-1125000000.0,
OtherComprehensiveIncomeLossNetOfTax / USD,101000000.0,101000000.0,101000000.0,-606000000.0,-485000000.0,-485000000.0,-485000000.0,-33000000.0,-114000000.0,-114000000.0,-114000000.0,521000000.0,-308000000.0,-308000000.0,-308000000.0,-244000000.0,54000000.0,54000000.0,54000000.0,-725000000.0,-389000000.0,-725000000.0,-389000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax / USD,,,,192000000.0,,,,98000000.0,,,,105000000.0,,,,-87000000.0,,,,-403000000.0,,-403000000.0,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,,,,159000000.0,,,,83000000.0,-7000000.0,-13000000.0,-19000000.0,83000000.0,2000000.0,0.0,-2000000.0,-70000000.0,,0.0,0.0,-400000000.0,,-400000000.0,-2000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax / USD,,,,-221000000.0,,,,-112000000.0,,,,-94000000.0,,,,53000000.0,,,,63000000.0,,63000000.0,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax / USD,,,,33000000.0,,,,15000000.0,,,,22000000.0,,,,-17000000.0,,,,-3000000.0,,-3000000.0,
OtherLiabilitiesNoncurrent / USD,1183000000.0,1183000000.0,1183000000.0,1183000000.0,1724000000.0,1724000000.0,1724000000.0,1724000000.0,1677000000.0,1677000000.0,1677000000.0,1677000000.0,1830000000.0,1830000000.0,1830000000.0,1830000000.0,1603000000.0,1603000000.0,1589000000.0,1589000000.0,1429000000.0,1589000000.0,1429000000.0
OtherNoncashIncomeExpense / USD,16000000.0,95000000.0,173000000.0,3000000.0,6000000.0,-65000000.0,-74000000.0,-9000000.0,50000000.0,119000000.0,77000000.0,-220000000.0,-83000000.0,-40000000.0,-78000000.0,4000000.0,6000000.0,56000000.0,96000000.0,-217000000.0,-59000000.0,-217000000.0,159000000.0
OtherNonrecurringIncomeExpense / USD,,,,-138000000.0,,,,-106000000.0,,,,45000000.0,,,,-41000000.0,,,,-8000000.0,,-8000000.0,
OtherOperatingIncomeExpenseNet / USD,15000000.0,49000000.0,-42000000.0,937000000.0,-46000000.0,-71000000.0,168000000.0,-2000000.0,3000000.0,18000000.0,40000000.0,1006000000.0,1112000000.0,1119000000.0,1872000000.0,39000000.0,-7000000.0,-390000000.0,-370000000.0,1818000000.0,-32000000.0,1818000000.0,-34000000.0
PaymentsForProceedsFromDerivativeInstrumentInvestingActivities / USD,,-1000000.0,0.0,,95000000.0,23000000.0,-67000000.0,,-8000000.0,6000000.0,18000000.0,-40000000.0,32000000.0,123000000.0,202000000.0,-4000000.0,18000000.0,14000000.0,66000000.0,194000000.0,209000000.0,194000000.0,187000000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,3000000.0,-8000000.0,11000000.0,44000000.0,-15000000.0,-14000000.0,-14000000.0,22000000.0,-2000000.0,-3000000.0,-9000000.0,-1000000.0,18000000.0,16000000.0,12000000.0,-7000000.0,-5000000.0,-16000000.0,-14000000.0,-20000000.0,-3000000.0,-20000000.0,-31000000.0
PaymentsForRepurchaseOfCommonStock / USD,,,,,0.0,0.0,0.0,0.0,36000000.0,130000000.0,275000000.0,0.0,734000000.0,1014000000.0,1261000000.0,527000000.0,62000000.0,62000000.0,62000000.0,1380000000.0,0.0,1380000000.0,431000000.0
PaymentsOfDividendsCommonStock / USD,,,0.0,0.0,0.0,0.0,70000000.0,0.0,104000000.0,209000000.0,313000000.0,138000000.0,129000000.0,257000000.0,384000000.0,417000000.0,154000000.0,309000000.0,465000000.0,509000000.0,159000000.0,509000000.0,514000000.0
PaymentsOfDividendsMinorityInterest / USD,2000000.0,3000000.0,4000000.0,46000000.0,8000000.0,8000000.0,17000000.0,28000000.0,5000000.0,30000000.0,32000000.0,48000000.0,,22000000.0,22000000.0,42000000.0,0.0,41000000.0,46000000.0,46000000.0,2000000.0,46000000.0,72000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,,,310000000.0,0.0,0.0,0.0,0.0,6000000.0,167000000.0,214000000.0,0.0,9000000.0,38000000.0,472000000.0,366000000.0,52000000.0,56000000.0,69000000.0,506000000.0,10772000000.0,506000000.0,10873000000.0
PaymentsToAcquireProductiveAssets / USD,41000000.0,89000000.0,139000000.0,263000000.0,48000000.0,94000000.0,151000000.0,243000000.0,53000000.0,132000000.0,206000000.0,312000000.0,56000000.0,122000000.0,213000000.0,344000000.0,70000000.0,144000000.0,217000000.0,317000000.0,102000000.0,317000000.0,302000000.0
PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities / USD,,,,,,,,,,,,,,,,,,,,12000000.0,,12000000.0,
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent / USD,456000000.0,456000000.0,456000000.0,456000000.0,524000000.0,524000000.0,524000000.0,524000000.0,380000000.0,380000000.0,380000000.0,380000000.0,349000000.0,349000000.0,349000000.0,349000000.0,155000000.0,155000000.0,149000000.0,149000000.0,214000000.0,149000000.0,214000000.0
PercentageOfLIFOInventory / pure,,,,0.32,,,,0.33,,,,0.31,,,,0.26,,,,0.42,,0.42,
ProceedsFromDivestitureOfBusinesses / USD,,,,1000000000.0,,,0.0,,0.0,1000000.0,3000000.0,0.0,2935000000.0,2944000000.0,2944000000.0,0.0,35000000.0,36000000.0,54000000.0,2902000000.0,0.0,2902000000.0,0.0
ProceedsFromIssuanceOfLongTermDebt / USD,52000000.0,77000000.0,106000000.0,117000000.0,10961000000.0,11734000000.0,11762000000.0,107000000.0,51000000.0,74000000.0,122000000.0,11784000000.0,14000000.0,21000000.0,421000000.0,140000000.0,5000000.0,6000000.0,14000000.0,432000000.0,2548000000.0,432000000.0,2586000000.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,-23000000.0,-26000000.0,-31000000.0,-16000000.0,-3000000.0,1000000.0,3000000.0,6000000.0,-7000000.0,15000000.0,-18000000.0,14000000.0,-15000000.0,-13000000.0,-28000000.0,-25000000.0,-10000000.0,-69000000.0,-72000000.0,-1000000.0,-19000000.0,-1000000.0,-15000000.0
ProceedsFromRepaymentsOfShortTermDebt / USD,6000000.0,45000000.0,43000000.0,3000000.0,-44000000.0,-17000000.0,-22000000.0,25000000.0,28000000.0,-13000000.0,-17000000.0,-23000000.0,-33000000.0,-22000000.0,-125000000.0,13000000.0,10000000.0,-19000000.0,-27000000.0,-149000000.0,20000000.0,-149000000.0,37000000.0
ProductWarrantyAccrual / USD,473000000.0,473000000.0,473000000.0,473000000.0,488000000.0,488000000.0,488000000.0,488000000.0,514000000.0,514000000.0,514000000.0,514000000.0,524000000.0,524000000.0,524000000.0,524000000.0,552000000.0,552000000.0,544000000.0,544000000.0,568000000.0,544000000.0,568000000.0
ProductWarrantyAccrualAdditionsFromBusinessAcquisition / USD,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,202000000.0,0.0,202000000.0
ProductWarrantyAccrualPayments / USD,36000000.0,76000000.0,126000000.0,164000000.0,39000000.0,92000000.0,111000000.0,146000000.0,38000000.0,80000000.0,127000000.0,165000000.0,43000000.0,78000000.0,116000000.0,171000000.0,45000000.0,92000000.0,146000000.0,194000000.0,57000000.0,194000000.0,211000000.0
ProductWarrantyAccrualPreexistingIncreaseDecrease / USD,0.0,,-2000000.0,-3000000.0,-3000000.0,,1000000.0,5000000.0,-1000000.0,0.0,1000000.0,3000000.0,0.0,-5000000.0,9000000.0,14000000.0,2000000.0,-2000000.0,-14000000.0,-11000000.0,-4000000.0,-11000000.0,5000000.0
ProductWarrantyAccrualWarrantiesIssued / USD,40000000.0,93000000.0,133000000.0,182000000.0,35000000.0,105000000.0,131000000.0,167000000.0,39000000.0,89000000.0,136000000.0,172000000.0,45000000.0,84000000.0,120000000.0,184000000.0,54000000.0,117000000.0,188000000.0,239000000.0,91000000.0,239000000.0,229000000.0
ProfitLoss / USD,403000000.0,403000000.0,403000000.0,2769000000.0,102000000.0,102000000.0,102000000.0,2155000000.0,392000000.0,392000000.0,392000000.0,2006000000.0,1387000000.0,1387000000.0,1387000000.0,1701000000.0,387000000.0,387000000.0,387000000.0,3584000000.0,289000000.0,3584000000.0,289000000.0
PropertyPlantAndEquipmentGross / USD,3758000000.0,3758000000.0,3758000000.0,3758000000.0,,,,4084000000.0,,,,3976000000.0,,,,4523000000.0,,,,4473000000.0,,4473000000.0,
PropertyPlantAndEquipmentNet / USD,1663000000.0,1663000000.0,1663000000.0,1663000000.0,1810000000.0,1810000000.0,1810000000.0,1810000000.0,1826000000.0,1826000000.0,1826000000.0,1826000000.0,2241000000.0,2241000000.0,2241000000.0,2241000000.0,2293000000.0,2293000000.0,2160000000.0,2160000000.0,2999000000.0,2160000000.0,2999000000.0
ReceivablesNetCurrent / USD,2726000000.0,2726000000.0,2726000000.0,2726000000.0,2781000000.0,2781000000.0,2781000000.0,2781000000.0,2403000000.0,2403000000.0,2403000000.0,2403000000.0,2833000000.0,2833000000.0,2833000000.0,2833000000.0,2481000000.0,2481000000.0,2080000000.0,2080000000.0,2651000000.0,2080000000.0,2651000000.0
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodBeforeTax / USD,,-7000000.0,,-19000000.0,-6000000.0,,,,-9000000.0,-9000000.0,-9000000.0,105000000.0,-3000000.0,-3000000.0,-3000000.0,-42000000.0,1000000.0,1000000.0,1000000.0,-11000000.0,1000000.0,-11000000.0,
ReclassificationFromAociCurrentPeriodTax / USD,,-2000000.0,,33000000.0,,,,,-2000000.0,-2000000.0,-2000000.0,22000000.0,-1000000.0,-1000000.0,-1000000.0,-17000000.0,,,-1000000.0,-3000000.0,,-3000000.0,
RepaymentsOfLongTermDebt / USD,1000000.0,37000000.0,98000000.0,0.0,34000000.0,36000000.0,124000000.0,138000000.0,570000000.0,605000000.0,692000000.0,1911000000.0,1123000000.0,1127000000.0,1185000000.0,704000000.0,2000000.0,12000000.0,15000000.0,1275000000.0,5000000.0,1275000000.0,4530000000.0
ResearchAndDevelopmentExpense / USD,97000000.0,200000000.0,302000000.0,400000000.0,98000000.0,192000000.0,292000000.0,401000000.0,121000000.0,246000000.0,369000000.0,419000000.0,125000000.0,247000000.0,390000000.0,503000000.0,139000000.0,290000000.0,355000000.0,416000000.0,192000000.0,416000000.0,524000000.0
RestrictedCash / USD,4000000.0,4000000.0,4000000.0,5000000.0,4000000.0,4000000.0,5000000.0,5000000.0,4000000.0,34000000.0,33000000.0,4000000.0,18000000.0,8000000.0,6000000.0,39000000.0,7000000.0,7000000.0,4000000.0,5000000.0,2000000.0,5000000.0,14000000.0
RestrictedCashCurrent / USD,,,,4000000.0,,,,4000000.0,,,,39000000.0,,,,7000000.0,,,,1000000.0,,1000000.0,
RestructuringCharges / USD,33000000.0,63000000.0,97000000.0,80000000.0,5000000.0,16000000.0,19000000.0,126000000.0,18000000.0,39000000.0,52000000.0,49000000.0,10000000.0,23000000.0,29000000.0,89000000.0,17000000.0,26000000.0,43000000.0,20000000.0,8000000.0,20000000.0,97000000.0
RestructuringCosts / USD,,,,,,,,,,,,,,,,,,,,,8000000.0,20000000.0,97000000.0
RestructuringReserve / USD,,,,,66000000.0,66000000.0,66000000.0,66000000.0,49000000.0,49000000.0,49000000.0,49000000.0,54000000.0,54000000.0,54000000.0,54000000.0,24000000.0,24000000.0,21000000.0,21000000.0,41000000.0,21000000.0,41000000.0
RestructuringReserveCurrent / USD,,,,66000000.0,49000000.0,48000000.0,33000000.0,,43000000.0,43000000.0,33000000.0,,35000000.0,31000000.0,44000000.0,,51000000.0,57000000.0,84000000.0,,,,
RestructuringReserveTranslationAndOtherAdjustment / USD,,,,,24000000.0,35000000.0,46000000.0,66000000.0,18000000.0,40000000.0,54000000.0,76000000.0,21000000.0,34000000.0,50000000.0,61000000.0,6000000.0,19000000.0,24000000.0,48000000.0,19000000.0,48000000.0,-55000000.0
RetainedEarningsAccumulatedDeficit / USD,,0.0,0.0,0.0,1643000000.0,1643000000.0,1643000000.0,1643000000.0,2865000000.0,2865000000.0,2865000000.0,2865000000.0,5866000000.0,5866000000.0,5866000000.0,5866000000.0,6591000000.0,6591000000.0,6591000000.0,6591000000.0,11483000000.0,6591000000.0,11483000000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,4323000000.0,9285000000.0,14107000000.0,18914000000.0,3888000000.0,7860000000.0,12862000000.0,18608000000.0,4699000000.0,10139000000.0,15480000000.0,17456000000.0,4654000000.0,9865000000.0,15316000000.0,20613000000.0,5273000000.0,11265000000.0,14635000000.0,17288000000.0,5420000000.0,17288000000.0,17338000000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,136000000.0,,,,136000000.0,,,,169000000.0,,,,180000000.0,,,,91000000.0,,91000000.0,
SegmentReportingOtherItemAmount / USD,,,,,,,,,,,,,,,,,,,,,49000000.0,126000000.0,172000000.0
SelfInsuranceReserve / USD,,,,239000000.0,,,,249000000.0,,,,226000000.0,,,,192000000.0,,,,215000000.0,,215000000.0,
SelfInsuranceReserveCurrent / USD,,,,,,,,164000000.0,,,,154000000.0,,,,139000000.0,,,,160000000.0,,160000000.0,
SelfInsuranceReserveNoncurrent / USD,,,,66000000.0,,,,85000000.0,,,,72000000.0,,,,53000000.0,,,,55000000.0,,55000000.0,
SellingGeneralAndAdministrativeExpense / USD,684000000.0,1364000000.0,2066000000.0,2689000000.0,692000000.0,1329000000.0,2010000000.0,2761000000.0,743000000.0,1556000000.0,2304000000.0,2820000000.0,601000000.0,1215000000.0,1839000000.0,3120000000.0,721000000.0,1505000000.0,1870000000.0,1977000000.0,807000000.0,1977000000.0,2394000000.0
ShareBasedCompensation / USD,8000000.0,22000000.0,40000000.0,44000000.0,13000000.0,35000000.0,56000000.0,52000000.0,19000000.0,40000000.0,60000000.0,77000000.0,21000000.0,41000000.0,58000000.0,92000000.0,22000000.0,40000000.0,63000000.0,77000000.0,22000000.0,77000000.0,76000000.0
StockIssuedDuringPeriodValueAcquisitions / USD,,,,,,,,,,,,,,,,,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0
StockIssuedDuringPeriodValueNewIssues / USD,,24000000.0,24000000.0,62000000.0,-14000000.0,24000000.0,24000000.0,-15000000.0,-14000000.0,-14000000.0,-14000000.0,-15000000.0,-17000000.0,-17000000.0,-17000000.0,-24000000.0,-9000000.0,-9000000.0,-9000000.0,-12000000.0,-22000000.0,-12000000.0,-22000000.0
StockRepurchaseProgramAuthorizedAmount1 / USD,,,,,350000000.0,350000000.0,350000000.0,350000000.0,2100000000.0,350000000.0,350000000.0,350000000.0,4100000000.0,4100000000.0,4100000000.0,4100000000.0,4100000000.0,4100000000.0,4100000000.0,7100000000.0,7100000000.0,7100000000.0,7100000000.0
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1 / USD,,,,,,,,,,557000000.0,309000000.0,2200000000.0,2200000000.0,2200000000.0,2200000000.0,2100000000.0,2100000000.0,2100000000.0,2100000000.0,3200000000.0,1900000000.0,3200000000.0,811000000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,14269000000.0,14269000000.0,14269000000.0,14784000000.0,14435000000.0,14435000000.0,14435000000.0,14269000000.0,6578000000.0,6578000000.0,6578000000.0,14435000000.0,7094000000.0,7094000000.0,7094000000.0,6578000000.0,8076000000.0,8076000000.0,8076000000.0,7094000000.0,9005000000.0,7094000000.0,9005000000.0
TaxCreditCarryforwardAmount / USD,,,,63000000.0,,,,24000000.0,,,,29000000.0,,,,1333000000.0,,,,1404000000.0,,1404000000.0,
TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsLiability / USD,,,,,,453000000.0,453000000.0,,417000000.0,383000000.0,383000000.0,383000000.0,368000000.0,293000000.0,293000000.0,243000000.0,233000000.0,108000000.0,108000000.0,78000000.0,101000000.0,78000000.0,101000000.0
TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsLiabilityCurrent / USD,,,,,,36000000.0,36000000.0,,34000000.0,34000000.0,34000000.0,34000000.0,49000000.0,75000000.0,75000000.0,132000000.0,96000000.0,118000000.0,118000000.0,23000000.0,,23000000.0,
TreasuryStockCommonShares / shares,,,,,,,,10375654.0,,,,42103995.0,,,,43490981.0,,,,43490981.0,70093639.0,43490981.0,70093639.0
TreasuryStockCommonValue / USD,,,,,,,,,,,,529000000.0,1910000000.0,1910000000.0,1910000000.0,1910000000.0,1972000000.0,1972000000.0,1972000000.0,1972000000.0,3915000000.0,1972000000.0,3915000000.0
TreasuryStockSharesAcquired / shares,,,,,976374.0,3100000.0,5700000.0,10400000.0,976374.0,10400000.0,10400000.0,10400000.0,42100000.0,42100000.0,42100000.0,43500000.0,43500000.0,43500000.0,43500000.0,70100000.0,19000000.0,70100000.0,
TreasuryStockValueAcquiredCostMethod / USD,,,,,38000000.0,38000000.0,38000000.0,529000000.0,38000000.0,38000000.0,38000000.0,500000000.0,741000000.0,741000000.0,741000000.0,529000000.0,62000000.0,62000000.0,62000000.0,1381000000.0,1273000000.0,1381000000.0,431000000.0
UndistributedEarningsOfForeignSubsidiaries / USD,,,,7000000000.0,,,,6000000000.0,,,,10000000000.0,,,,10000000000.0,,,,11500000000.0,,11500000000.0,
UnrecognizedTaxBenefits / USD,,,,290000000.0,,,,316000000.0,,,,166000000.0,,,,162000000.0,,,,251000000.0,,251000000.0,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,,4000000.0,,,,19000000.0,,,,40000000.0,,,,1000000.0,,,,13000000.0,,13000000.0,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,,,0.0,,,,175000000.0,,,,0.0,,,,18000000.0,,,,13000000.0,,13000000.0,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,,27000000.0,,,,30000000.0,,,,22000000.0,,,,86000000.0,,,,34000000.0,,34000000.0,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,3000000.0,,,,14000000.0,,,,14000000.0,,,,24000000.0,,,,32000000.0,,32000000.0,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued / USD,,,,33000000.0,,,,25000000.0,,,,25000000.0,,,,35000000.0,,,,48000000.0,,48000000.0,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesExpense / USD,,,,8000000.0,,,,8000000.0,,,,6000000.0,,,,8000000.0,,,,16000000.0,,16000000.0,
WeightedAverageNumberOfDilutedSharesOutstanding / shares,866000000.0,866200000.0,866200000.0,866200000.0,866200000.0,870900000.0,876200000.0,866200000.0,889800000.0,890400000.0,890900000.0,880200000.0,874100000.0,868400000.0,864300000.0,890300000.0,852200000.0,851500000.0,852700000.0,861200000.0,913000000.0,861200000.0,914400000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,866000000.0,866200000.0,866200000.0,866200000.0,866200000.0,866200000.0,866300000.0,866200000.0,869300000.0,869000000.0,868600000.0,866500000.0,853300000.0,849500000.0,846100000.0,867700000.0,835000000.0,835500000.0,836600000.0,843400000.0,899200000.0,843400000.0,900900000.0
