fact_unit,2015-08-10,2015-11-06,2016-03-03,2016-05-05,2016-08-05,2016-11-04,2017-02-23,2017-05-04,2017-08-04,2017-11-07,2018-02-16,2018-05-03,2018-08-03,2018-11-02,2019-06-07,2019-08-13,2019-10-31,2020-02-14,2020-05-01,2020-07-31,2020-10-30,2020-11-13,2021-02-17,2021-04-30,2021-08-04,2021-10-28,2022-02-17,2022-04-28,2022-07-28,2022-10-27,2023-02-16,2023-05-03,2023-08-02,2023-11-01,2024-02-15,2024-05-01,2024-07-31,2024-10-30,2025-02-13,2025-04-29,2025-07-30,2025-10-29
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,604000000.0,557000000.0,542000000.0,,,,,,,,,562000000.0,,,,569000000.0,,,,668000000.0,,,,574000000.0,,,
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,0.04,0.041,0.04,,,,0.04,0.04,,,,0.038,,,,0.035,,,,0.036,,,,0.037,,,
OperatingLossCarryforwards / USD,,,,,,,,,,,,,,,,,,364000000.0,,,,364000000.0,460000000.0,,,,511000000.0,,,,621000000.0,,,,810000000.0,,,,836000000.0,,,
OtherAssetsCurrent / USD,198000000.0,581000000.0,581000000.0,871000000.0,871000000.0,871000000.0,871000000.0,967000000.0,967000000.0,967000000.0,707000000.0,966000000.0,966000000.0,966000000.0,611000000.0,426000000.0,352000000.0,1221000000.0,618000000.0,618000000.0,618000000.0,1221000000.0,618000000.0,574000000.0,574000000.0,574000000.0,574000000.0,716000000.0,716000000.0,716000000.0,716000000.0,842000000.0,842000000.0,842000000.0,842000000.0,566000000.0,566000000.0,566000000.0,569000000.0,583000000.0,583000000.0,583000000.0
OtherAssetsNoncurrent / USD,391000000.0,1108000000.0,1144000000.0,1498000000.0,1498000000.0,1498000000.0,1498000000.0,1617000000.0,1617000000.0,1617000000.0,1617000000.0,1573000000.0,1573000000.0,1573000000.0,1604000000.0,1640000000.0,1879000000.0,1337000000.0,2100000000.0,2100000000.0,2100000000.0,1337000000.0,2100000000.0,2376000000.0,2376000000.0,2376000000.0,2376000000.0,2756000000.0,2756000000.0,2756000000.0,2756000000.0,2394000000.0,2394000000.0,2394000000.0,2394000000.0,2381000000.0,2381000000.0,2381000000.0,2381000000.0,4708000000.0,4708000000.0,4708000000.0
OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsCreditArisingDuringPeriodNetOfTax / USD,,,,,,,0.0,,0.0,0.0,-923000000.0,,-1000000.0,-1000000.0,-31000000.0,,,-17000000.0,,,,-17000000.0,-3000000.0,,,,-1000000.0,,,,,,,,,,,,0.0,,,
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax / USD,-28000000.0,,,,-19000000.0,873000000.0,-34000000.0,0.0,0.0,0.0,23000000.0,-10000000.0,-9000000.0,-13000000.0,-40000000.0,53000000.0,70000000.0,69000000.0,,-5000000.0,-14000000.0,69000000.0,58000000.0,0.0,0.0,-22000000.0,-70000000.0,2000000.0,73000000.0,58000000.0,-27000000.0,,-143000000.0,-260000000.0,232000000.0,,0.0,,-386000000.0,,0.0,0.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax / USD,295000000.0,-419000000.0,,-794000000.0,-433000000.0,-1456000000.0,-939000000.0,272000000.0,-146000000.0,272000000.0,-1604000000.0,307000000.0,758000000.0,1179000000.0,-979000000.0,197000000.0,-809000000.0,1185000000.0,219000000.0,150000000.0,-257000000.0,1185000000.0,-1187000000.0,-790000000.0,-604000000.0,-315000000.0,246000000.0,59000000.0,249000000.0,12000000.0,327000000.0,-33000000.0,-684000000.0,-1500000000.0,-236000000.0,119000000.0,294000000.0,-61000000.0,-914000000.0,-184000000.0,-292000000.0,77000000.0
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax / USD,,,,,,,,,,,,,,-136000000.0,46000000.0,22000000.0,40000000.0,-113000000.0,-16000000.0,-26000000.0,24000000.0,-113000000.0,99000000.0,101000000.0,136000000.0,153000000.0,-10000000.0,-29000000.0,-64000000.0,-70000000.0,144000000.0,-34000000.0,-72000000.0,-101000000.0,-91000000.0,-15000000.0,-9000000.0,5000000.0,-72000000.0,8000000.0,3000000.0,-5000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax / USD,,,,,,,,,,,,,,-97000000.0,87000000.0,13000000.0,10000000.0,-85000000.0,8000000.0,5000000.0,55000000.0,-85000000.0,44000000.0,10000000.0,61000000.0,90000000.0,41000000.0,-27000000.0,-26000000.0,-48000000.0,116000000.0,-22000000.0,-49000000.0,-97000000.0,-68000000.0,16000000.0,31000000.0,18000000.0,-26000000.0,-14000000.0,-19000000.0,7000000.0
OtherComprehensiveIncomeLossDerivativeExcludedComponentIncreaseDecreaseAfterAdjustmentsAndTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionUnrealizedGainLossArisingDuringPeriodAfterTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
OtherComprehensiveIncomeLossNetOfTax / USD,-98000000.0,-502000000.0,,-429000000.0,-158000000.0,-69000000.0,-813000000.0,118000000.0,-255000000.0,118000000.0,-123000000.0,177000000.0,318000000.0,541000000.0,-1007000000.0,74000000.0,74000000.0,581000000.0,135000000.0,135000000.0,135000000.0,581000000.0,-903000000.0,-554000000.0,-554000000.0,-554000000.0,-72000000.0,67000000.0,67000000.0,67000000.0,-78000000.0,11000000.0,-591000000.0,-1186000000.0,149000000.0,66000000.0,183000000.0,-52000000.0,-993000000.0,-93000000.0,-172000000.0,26000000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,,,,,,,,,,,,,,,-1013000000.0,259000000.0,-183000000.0,575000000.0,-540000000.0,-410000000.0,-372000000.0,575000000.0,-889000000.0,69000000.0,247000000.0,109000000.0,57000000.0,12000000.0,-586000000.0,-1180000000.0,-81000000.0,62000000.0,179000000.0,-53000000.0,143000000.0,-65000000.0,-134000000.0,57000000.0,-986000000.0,222000000.0,596000000.0,531000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsAndTax / USD,,,,,,,74000000.0,,,,-1565000000.0,,,,27000000.0,,,-141000000.0,,,,-141000000.0,-80000000.0,,,,61000000.0,,,,26000000.0,,,,-306000000.0,,,,512000000.0,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsNetOfTax / USD,,53000000.0,,1000000.0,,,34000000.0,,,,-946000000.0,,,,9000000.0,,,-86000000.0,,,,-86000000.0,-61000000.0,,,,66000000.0,,,,22000000.0,,,,-229000000.0,,,,386000000.0,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBeforeReclassificationAdjustmentsTax / USD,,,,,,,40000000.0,,,,-619000000.0,,,,18000000.0,,,-55000000.0,,,,-55000000.0,-19000000.0,,,,-5000000.0,,,,4000000.0,,,,-77000000.0,,,,126000000.0,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansBeforeTax / USD,-6000000.0,,,,,,-9000000.0,,,,-132000000.0,,,,-331000000.0,,,-502000000.0,,,,-502000000.0,-156000000.0,,,,-312000000.0,,,,-158000000.0,,,,-32000000.0,,,,-13000000.0,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansNetOfTax / USD,-13000000.0,-3000000.0,,0.0,7000000.0,-4000000.0,-7000000.0,-54000000.0,-104000000.0,-54000000.0,-85000000.0,-55000000.0,-209000000.0,-260000000.0,-204000000.0,-58000000.0,-133000000.0,-309000000.0,-58000000.0,-117000000.0,-176000000.0,-309000000.0,-118000000.0,-25000000.0,-49000000.0,-78000000.0,-234000000.0,-6000000.0,-13000000.0,-18000000.0,-118000000.0,-4000000.0,-11000000.0,-15000000.0,-26000000.0,-2000000.0,-7000000.0,-8000000.0,-8000000.0,-4000000.0,-7000000.0,-10000000.0
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansTax / USD,-9000000.0,,,,,,-2000000.0,,,,-47000000.0,,,,-127000000.0,,,-193000000.0,,,,-193000000.0,-38000000.0,,,,-78000000.0,,,,-40000000.0,,,,-6000000.0,,,,-5000000.0,,,
OtherLiabilitiesCurrent / USD,479000000.0,897000000.0,730000000.0,1324000000.0,1241000000.0,1241000000.0,1241000000.0,1238000000.0,1238000000.0,1238000000.0,1238000000.0,1229000000.0,1229000000.0,1229000000.0,1905000000.0,1500000000.0,1231000000.0,1767000000.0,1804000000.0,1804000000.0,1804000000.0,1767000000.0,1804000000.0,2200000000.0,2200000000.0,2200000000.0,2086000000.0,2485000000.0,2485000000.0,2485000000.0,1944000000.0,2330000000.0,2330000000.0,2330000000.0,2330000000.0,1781000000.0,1781000000.0,1781000000.0,1781000000.0,1451000000.0,1451000000.0,1451000000.0
OtherLiabilitiesNoncurrent / USD,428000000.0,289000000.0,282000000.0,752000000.0,752000000.0,752000000.0,752000000.0,806000000.0,806000000.0,806000000.0,806000000.0,1017000000.0,1017000000.0,1017000000.0,851000000.0,1023000000.0,1035000000.0,902000000.0,1459000000.0,1459000000.0,1459000000.0,902000000.0,1459000000.0,1751000000.0,1751000000.0,1751000000.0,1745000000.0,1542000000.0,1542000000.0,1542000000.0,1542000000.0,1609000000.0,1609000000.0,1609000000.0,1609000000.0,1418000000.0,1418000000.0,1418000000.0,1418000000.0,1306000000.0,1306000000.0,1306000000.0
OtherNonoperatingIncomeExpense / USD,-64000000.0,-80000000.0,,39000000.0,-206000000.0,-314000000.0,-79000000.0,8000000.0,2000000.0,8000000.0,-305000000.0,130000000.0,383000000.0,510000000.0,472000000.0,90000000.0,181000000.0,627000000.0,380000000.0,513000000.0,893000000.0,627000000.0,168000000.0,81000000.0,159000000.0,232000000.0,952000000.0,30000000.0,53000000.0,191000000.0,296000000.0,98000000.0,189000000.0,211000000.0,295000000.0,35000000.0,59000000.0,94000000.0,253000000.0,-47000000.0,8000000.0,56000000.0
OtherOperatingActivitiesCashFlowStatement / USD,18000000.0,146000000.0,,31000000.0,334000000.0,508000000.0,194000000.0,-111000000.0,-97000000.0,-111000000.0,225000000.0,8000000.0,-104000000.0,-161000000.0,25000000.0,-22000000.0,20000000.0,253000000.0,-64000000.0,-131000000.0,-34000000.0,253000000.0,160000000.0,169000000.0,204000000.0,132000000.0,-142000000.0,30000000.0,278000000.0,-150000000.0,-54000000.0,-69000000.0,-86000000.0,6000000.0,-187000000.0,29000000.0,-26000000.0,-44000000.0,-7000000.0,-17000000.0,-60000000.0,-45000000.0
PaymentsForLegalSettlements / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210000000.0,,,,210000000.0,,,
PaymentsForProceedsFromHedgeInvestingActivities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,-590000000.0,,,,-25000000.0,,,,28000000.0,,,,-208000000.0,,,
PaymentsForProceedsFromOtherInvestingActivities / USD,0.0,4000000.0,,-4000000.0,-7000000.0,48000000.0,-50000000.0,-10000000.0,-62000000.0,-10000000.0,12000000.0,-38000000.0,-44000000.0,-47000000.0,-110000000.0,-6000000.0,-13000000.0,-79000000.0,14000000.0,10000000.0,-16000000.0,-79000000.0,-24000000.0,-9000000.0,-21000000.0,-35000000.0,-13000000.0,-11000000.0,-23000000.0,2000000.0,-49000000.0,-6000000.0,-15000000.0,-95000000.0,-31000000.0,-2000000.0,-33000000.0,-41000000.0,-10000000.0,-10000000.0,-48000000.0,-63000000.0
PaymentsForRepurchaseOfCommonStock / USD,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271000000.0,22000000.0,38000000.0,150000000.0,280000000.0,329000000.0,537000000.0,538000000.0
PaymentsOfDividends / USD,,,,,,,,,,,,,,,,,,,,,,,3183000000.0,488000000.0,977000000.0,1467000000.0,1953000000.0,489000000.0,979000000.0,1469000000.0,1958000000.0,490000000.0,980000000.0,1470000000.0,1959000000.0,491000000.0,982000000.0,1474000000.0,1960000000.0,486000000.0,969000000.0,1452000000.0
PaymentsToAcquireAvailableForSaleSecuritiesDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000000.0,1600000000.0,1900000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,0.0,,,,9468000000.0,0.0,,,,9468000000.0,0.0,0.0,0.0,0.0,215000000.0,248000000.0,0.0,200000000.0,200000000.0,199000000.0,0.0,248000000.0,,,,199000000.0,0.0,0.0,0.0,0.0,241000000.0,481000000.0,481000000.0,74000000.0,,,,481000000.0,,,
PaymentsToAcquireIntangibleAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,140000000.0,140000000.0
PaymentsToAcquireMarketableSecurities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
PaymentsToAcquirePropertyPlantAndEquipment / USD,440000000.0,247000000.0,,53000000.0,163000000.0,366000000.0,399000000.0,303000000.0,514000000.0,303000000.0,648000000.0,368000000.0,690000000.0,956000000.0,1247000000.0,223000000.0,594000000.0,1194000000.0,249000000.0,448000000.0,581000000.0,1194000000.0,826000000.0,131000000.0,258000000.0,397000000.0,768000000.0,227000000.0,431000000.0,655000000.0,596000000.0,214000000.0,435000000.0,632000000.0,905000000.0,266000000.0,508000000.0,779000000.0,916000000.0,294000000.0,543000000.0,777000000.0
PensionAndOtherPostretirementBenefitContributions / USD,,,,,,,,,,,286000000.0,11000000.0,17000000.0,174000000.0,494000000.0,22000000.0,64000000.0,1659000000.0,13000000.0,13000000.0,23000000.0,1659000000.0,76000000.0,9000000.0,15000000.0,20000000.0,32000000.0,9000000.0,14000000.0,21000000.0,27000000.0,7000000.0,11000000.0,14000000.0,27000000.0,6000000.0,11000000.0,18000000.0,,5000000.0,9000000.0,
PensionAndOtherPostretirementBenefitExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17000000.0,33000000.0,,,,
PostemploymentBenefitsLiabilityNoncurrent / USD,,244000000.0,287000000.0,2405000000.0,2405000000.0,2405000000.0,2405000000.0,2038000000.0,2038000000.0,2038000000.0,2038000000.0,427000000.0,427000000.0,427000000.0,2016000000.0,400000000.0,394000000.0,306000000.0,273000000.0,273000000.0,273000000.0,306000000.0,273000000.0,243000000.0,243000000.0,243000000.0,243000000.0,205000000.0,205000000.0,205000000.0,205000000.0,144000000.0,144000000.0,144000000.0,144000000.0,143000000.0,143000000.0,143000000.0,143000000.0,135000000.0,135000000.0,135000000.0
PrepaidExpenseCurrent / USD,139000000.0,,,,,,,,,,,,,,349000000.0,367000000.0,389000000.0,400000000.0,384000000.0,384000000.0,384000000.0,400000000.0,384000000.0,132000000.0,132000000.0,132000000.0,132000000.0,136000000.0,136000000.0,136000000.0,136000000.0,240000000.0,240000000.0,240000000.0,240000000.0,234000000.0,234000000.0,234000000.0,234000000.0,215000000.0,215000000.0,215000000.0
ProceedsFromDivestitureOfBusinessesNetOfCashDivested / USD,,,,,,,,,,,,,,,,0.0,18000000.0,0.0,640000000.0,640000000.0,1875000000.0,0.0,18000000.0,,0.0,0.0,1875000000.0,0.0,3435000000.0,3401000000.0,0.0,-20000000.0,-20000000.0,-20000000.0,5014000000.0,0.0,0.0,0.0,88000000.0,-3000000.0,3000000.0,5000000.0
ProceedsFromIssuanceOfCommercialPaper / USD,,,,,0.0,0.0,0.0,0.0,1939000000.0,0.0,0.0,2324000000.0,4213000000.0,5495000000.0,6680000000.0,1524000000.0,2485000000.0,6043000000.0,377000000.0,377000000.0,377000000.0,6043000000.0,2784000000.0,,,,557000000.0,,,0.0,0.0,,,228000000.0,0.0,,,,228000000.0,,,
ProceedsFromIssuanceOfLongTermDebt / USD,5963000000.0,,,,,,,,,,,,,,,,,,,18000000.0,2967000000.0,,,,3500000000.0,3500000000.0,,,,,,,0.0,0.0,,0.0,657000000.0,657000000.0,,593000000.0,593000000.0,594000000.0
ProceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet / USD,0.0,2000000.0,,2000000000.0,2000000000.0,14823000000.0,0.0,,6982000000.0,6982000000.0,14834000000.0,,0.0,1496000000.0,6981000000.0,2990000000.0,2990000000.0,1496000000.0,,,,1496000000.0,2990000000.0,,,,2967000000.0,,,,3500000000.0,,,,0.0,,,,0.0,,,
ProceedsFromPaymentsForOtherFinancingActivities / USD,-125000000.0,14000000.0,,-72000000.0,-56000000.0,-147000000.0,3000000.0,40000000.0,43000000.0,40000000.0,-68000000.0,-25000000.0,19000000.0,26000000.0,-69000000.0,14000000.0,-35000000.0,18000000.0,-15000000.0,-15000000.0,-21000000.0,18000000.0,-28000000.0,0.0,-35000000.0,-46000000.0,-33000000.0,-37000000.0,-53000000.0,-142000000.0,-60000000.0,14000000.0,-66000000.0,-167000000.0,12000000.0,75000000.0,-2000000.0,-26000000.0,-19000000.0,-17000000.0,-46000000.0,-43000000.0
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156000000.0,568000000.0,891000000.0
ProceedsFromSaleAndMaturityOfMarketableSecurities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
ProceedsFromStockOptionsExercised / USD,14000000.0,,,,,,0.0,,,,29000000.0,,,,140000000.0,,,66000000.0,,,,66000000.0,56000000.0,,,,17000000.0,,,,85000000.0,,,,53000000.0,,,,57000000.0,,,
ProfitLoss / USD,333000000.0,507000000.0,,279000000.0,119000000.0,-1000000.0,672000000.0,900000000.0,1855000000.0,900000000.0,647000000.0,891000000.0,2051000000.0,2994000000.0,3606000000.0,1003000000.0,2374000000.0,10932000000.0,404000000.0,852000000.0,1750000000.0,10932000000.0,-10254000000.0,381000000.0,-1271000000.0,-673000000.0,1933000000.0,568000000.0,543000000.0,1279000000.0,361000000.0,781000000.0,1046000000.0,1481000000.0,1024000000.0,837000000.0,1835000000.0,2089000000.0,2368000000.0,804000000.0,904000000.0,614000000.0
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,3187000000.0,,,,3563000000.0,,,,3868000000.0,,,,4212000000.0,,,,4803000000.0,,,
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,7055000000.0,6876000000.0,6876000000.0,6876000000.0,6876000000.0,6806000000.0,6806000000.0,6806000000.0,6806000000.0,6740000000.0,6740000000.0,6740000000.0,6740000000.0,7122000000.0,7122000000.0,7122000000.0,7122000000.0,7152000000.0,7152000000.0,7152000000.0
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetBeforeAccumulatedDepreciationAndAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,10242000000.0,,,,10439000000.0,,,,10674000000.0,,,,10952000000.0,,,,11925000000.0,,,
PurchaseObligation / USD,,,,,,,3643000000.0,,,,3694000000.0,,,,3445000000.0,,,2944000000.0,,,,2944000000.0,1814000000.0,,,,1996000000.0,,,,1811000000.0,,,,2365000000.0,,,,2360000000.0,,,
PurchaseObligationDueAfterFifthYear / USD,,,,,,,366000000.0,,,,439000000.0,,,,217000000.0,,,89000000.0,,,,89000000.0,124000000.0,,,,282000000.0,,,,261000000.0,,,,418000000.0,,,,277000000.0,,,
PurchaseObligationDueInFifthYear / USD,,,,,,,125000000.0,,,,211000000.0,,,,210000000.0,,,187000000.0,,,,187000000.0,135000000.0,,,,180000000.0,,,,70000000.0,,,,147000000.0,,,,122000000.0,,,
PurchaseObligationDueInFourthYear / USD,,,,,,,252000000.0,,,,235000000.0,,,,287000000.0,,,306000000.0,,,,306000000.0,215000000.0,,,,221000000.0,,,,227000000.0,,,,330000000.0,,,,338000000.0,,,
PurchaseObligationDueInNextTwelveMonths / USD,,,,,,,1861000000.0,,,,1558000000.0,,,,1569000000.0,,,1324000000.0,,,,1324000000.0,579000000.0,,,,541000000.0,,,,487000000.0,,,,640000000.0,,,,698000000.0,,,
PurchaseObligationDueInSecondYear / USD,,,,,,,670000000.0,,,,724000000.0,,,,757000000.0,,,590000000.0,,,,590000000.0,422000000.0,,,,457000000.0,,,,504000000.0,,,,468000000.0,,,,500000000.0,,,
PurchaseObligationDueInThirdYear / USD,,,,,,,369000000.0,,,,527000000.0,,,,405000000.0,,,448000000.0,,,,448000000.0,339000000.0,,,,315000000.0,,,,262000000.0,,,,362000000.0,,,,425000000.0,,,
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax / USD,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22000000.0,,,
ReclassificationFromAociCurrentPeriodNetOfTaxAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
RedeemableNoncontrollingInterestEquityCarryingAmount / USD,,29000000.0,29000000.0,23000000.0,23000000.0,23000000.0,23000000.0,,,,0.0,6000000.0,6000000.0,6000000.0,0.0,8000000.0,6000000.0,3000000.0,0.0,0.0,0.0,3000000.0,0.0,,,,0.0,4000000.0,4000000.0,4000000.0,4000000.0,40000000.0,40000000.0,40000000.0,40000000.0,34000000.0,34000000.0,34000000.0,34000000.0,6000000.0,6000000.0,6000000.0
RepaymentsOfCommercialPaper / USD,,,,,0.0,0.0,0.0,0.0,1307000000.0,0.0,0.0,2068000000.0,3777000000.0,5709000000.0,6043000000.0,1006000000.0,1950000000.0,6249000000.0,377000000.0,377000000.0,377000000.0,6249000000.0,3213000000.0,,,,557000000.0,,,0.0,0.0,,,228000000.0,0.0,,,,228000000.0,,,
RepaymentsOfLongTermDebt / USD,,,,,,,,,12000000.0,12000000.0,12314000000.0,,2032000000.0,2636000000.0,85000000.0,6000000.0,2706000000.0,2641000000.0,1000000.0,4000000.0,3272000000.0,2641000000.0,2713000000.0,407000000.0,3824000000.0,4395000000.0,4795000000.0,1014000000.0,3090000000.0,4145000000.0,4697000000.0,9000000.0,660000000.0,1157000000.0,6202000000.0,1000000.0,822000000.0,823000000.0,1465000000.0,,606000000.0,607000000.0
ResearchAndDevelopmentExpense / USD,143000000.0,,,,,,58000000.0,,,,105000000.0,,,,120000000.0,,,93000000.0,,,,93000000.0,109000000.0,,,,112000000.0,,,,119000000.0,,,,140000000.0,,,,127000000.0,,,
RestrictedCashAndCashEquivalentsAtCarryingValue / USD,,,,,,,,42000000.0,42000000.0,42000000.0,42000000.0,140000000.0,140000000.0,140000000.0,140000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,,,,0.0,,,,1000000.0,1000000.0,1000000.0,3000000.0,,,,3000000.0,,,
RestrictedCashAndCashEquivalentsNoncurrent / USD,,,,,,,,9000000.0,9000000.0,9000000.0,9000000.0,,,,0.0,5000000.0,5000000.0,5000000.0,,,0.0,5000000.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,121000000.0,121000000.0,121000000.0
RestrictedCashCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,3000000.0,3000000.0,,31000000.0,31000000.0,31000000.0
RestructuringAndRelatedCostIncurredCost / USD,257000000.0,445000000.0,,43000000.0,105000000.0,587000000.0,637000000.0,260000000.0,544000000.0,260000000.0,1023000000.0,148000000.0,142000000.0,237000000.0,1012000000.0,90000000.0,278000000.0,434000000.0,27000000.0,41000000.0,56000000.0,434000000.0,460000000.0,0.0,4000000.0,13000000.0,108000000.0,18000000.0,37000000.0,52000000.0,-2000000.0,19000000.0,30000000.0,37000000.0,84000000.0,-8000000.0,-18000000.0,27000000.0,74000000.0,-3000000.0,,
RetainedEarningsAccumulatedDeficit / USD,1281000000.0,0.0,0.0,0.0,0.0,0.0,0.0,588000000.0,588000000.0,588000000.0,588000000.0,8589000000.0,8589000000.0,8589000000.0,705000000.0,8634000000.0,8479000000.0,-4853000000.0,-3060000000.0,-3060000000.0,-3060000000.0,-4853000000.0,-3060000000.0,-2694000000.0,-2694000000.0,-2694000000.0,-2694000000.0,-1682000000.0,-1682000000.0,-1682000000.0,-1682000000.0,489000000.0,489000000.0,489000000.0,489000000.0,1367000000.0,1367000000.0,1367000000.0,1367000000.0,2171000000.0,2171000000.0,2171000000.0
RevenueFromContractWithCustomerIncludingAssessedTax / USD,,,,,,,,,,,,,,19241000000.0,26300000000.0,6304000000.0,19377000000.0,26076000000.0,5959000000.0,12365000000.0,18441000000.0,26076000000.0,26268000000.0,6157000000.0,12805000000.0,19246000000.0,24977000000.0,6394000000.0,13009000000.0,19333000000.0,26185000000.0,6045000000.0,12599000000.0,19104000000.0,26042000000.0,6489000000.0,13210000000.0,19780000000.0,26485000000.0,6411000000.0,12887000000.0,19270000000.0
RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability / USD,,,,,,,,,,,,,,,,0.0,8000000.0,12000000.0,,,,12000000.0,12000000.0,,,,12000000.0,,,,39000000.0,,,,14000000.0,,,,34000000.0,,,
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,,,,,,,,16000000.0,31000000.0,42000000.0,,,,42000000.0,42000000.0,,,,42000000.0,,,,147000000.0,,,,41000000.0,,,,197000000.0,,,
SegmentExpenditureAdditionToLongLivedAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905000000.0,,,,916000000.0,294000000.0,543000000.0,777000000.0
SellingGeneralAndAdministrativeExpense / USD,2961000000.0,1166000000.0,,338000000.0,776000000.0,2005000000.0,1709000000.0,865000000.0,1760000000.0,865000000.0,3122000000.0,766000000.0,1555000000.0,2220000000.0,3545000000.0,764000000.0,2774000000.0,2976000000.0,1449000000.0,2797000000.0,3564000000.0,2976000000.0,19126000000.0,1088000000.0,4879000000.0,6076000000.0,5077000000.0,1112000000.0,2168000000.0,3040000000.0,7049000000.0,816000000.0,2258000000.0,3350000000.0,5222000000.0,870000000.0,1755000000.0,3337000000.0,4488000000.0,941000000.0,2713000000.0,5000000000.0
ShareBasedCompensation / USD,54000000.0,6000000.0,,2000000.0,5000000.0,98000000.0,8000000.0,13000000.0,26000000.0,13000000.0,133000000.0,11000000.0,24000000.0,36000000.0,46000000.0,7000000.0,44000000.0,46000000.0,9000000.0,15000000.0,26000000.0,46000000.0,33000000.0,33000000.0,73000000.0,114000000.0,46000000.0,51000000.0,104000000.0,155000000.0,156000000.0,34000000.0,79000000.0,107000000.0,197000000.0,31000000.0,77000000.0,110000000.0,148000000.0,31000000.0,65000000.0,83000000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber / shares,9666165.0,,10713602.0,,,,8660191.0,,,,7462422.0,,,,10492048.0,,,11539568.0,,,,11539568.0,8560075.0,,,,7369931.0,,,,6621706.0,,,,5735447.0,,,,4756292.0,,,
