fact_unit,2014-05-09,2014-08-01,2014-10-31,2015-02-18,2015-04-29,2015-07-29,2015-10-28,2016-02-26,2016-04-27,2016-07-27,2016-10-26,2017-02-15,2017-05-02,2017-05-24,2017-07-26,2017-10-26,2018-02-14,2018-04-26,2018-07-25,2018-10-24,2019-02-13,2019-05-01,2019-07-24,2019-10-23,2020-02-11,2020-05-07,2020-08-06,2020-11-04,2021-02-17,2021-05-05,2021-07-29,2021-10-27,2022-02-16,2022-05-03,2022-07-27,2022-10-26,2023-02-09,2023-04-26,2023-07-26,2023-10-25,2024-02-07,2024-04-24,2024-08-07,2024-10-23,2025-02-06,2025-04-29,2025-07-23,2025-10-22
PaymentsToAcquirePropertyPlantAndEquipment / USD,57000000.0,121000000.0,167000000.0,433000000.0,43000000.0,110000000.0,184000000.0,254000000.0,88000000.0,159000000.0,214000000.0,268000000.0,84000000.0,268000000.0,268000000.0,227000000.0,310000000.0,9000000.0,18000000.0,36000000.0,317000000.0,10000000.0,28000000.0,51000000.0,58000000.0,23000000.0,46000000.0,66000000.0,72000000.0,12000000.0,30000000.0,38000000.0,81000000.0,3000000.0,9000000.0,17000000.0,46000000.0,4000000.0,11000000.0,19000000.0,35000000.0,44000000.0,74000000.0,109000000.0,39000000.0,16000000.0,31000000.0,48000000.0
PaymentsToAcquireSoftware / USD,11000000.0,26000000.0,50000000.0,103000000.0,15000000.0,32000000.0,45000000.0,78000000.0,8000000.0,23000000.0,38000000.0,69000000.0,11000000.0,69000000.0,69000000.0,56000000.0,62000000.0,9000000.0,29000000.0,45000000.0,81000000.0,15000000.0,38000000.0,62000000.0,75000000.0,19000000.0,44000000.0,79000000.0,87000000.0,17000000.0,33000000.0,38000000.0,124000000.0,8000000.0,16000000.0,28000000.0,46000000.0,10000000.0,25000000.0,43000000.0,44000000.0,19000000.0,42000000.0,68000000.0,63000000.0,18000000.0,41000000.0,71000000.0
PreferredStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,0.01,,,,0.01,,,
PreferredStockSharesAuthorized / shares,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,,,,3000000000.0,,,,3000000000.0,,,
PreferredStockSharesIssued / shares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,
PrepaidExpenseCurrent / USD,148000000.0,148000000.0,148000000.0,148000000.0,133000000.0,133000000.0,133000000.0,133000000.0,147000000.0,147000000.0,147000000.0,147000000.0,89000000.0,112000000.0,112000000.0,89000000.0,89000000.0,127000000.0,127000000.0,127000000.0,127000000.0,160000000.0,160000000.0,160000000.0,160000000.0,130000000.0,130000000.0,130000000.0,130000000.0,70000000.0,70000000.0,70000000.0,70000000.0,89000000.0,89000000.0,89000000.0,89000000.0,105000000.0,105000000.0,105000000.0,105000000.0,131000000.0,131000000.0,131000000.0,131000000.0,193000000.0,193000000.0,193000000.0
ProceedsFromCollectionOfFinanceReceivables / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,
ProceedsFromHedgeFinancingActivities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,24000000.0,38000000.0,0.0,11000000.0,24000000.0,38000000.0,2000000.0,14000000.0,29000000.0,43000000.0
ProceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet / USD,32000000.0,451000000.0,702000000.0,96000000.0,,350000000.0,350000000.0,14088000000.0,,34000000.0,35000000.0,350000000.0,0.0,350000000.0,350000000.0,1000000000.0,48000000.0,1823000000.0,1823000000.0,1823000000.0,4715000000.0,0.0,1650000000.0,1676000000.0,1824000000.0,375000000.0,1795000000.0,1795000000.0,1676000000.0,1690000000.0,2690000000.0,2690000000.0,2200000000.0,1500000000.0,1500000000.0,1505000000.0,4590000000.0,18000000.0,18000000.0,23000000.0,1510000000.0,0.0,0.0,3000000.0,23000000.0,1200000000.0,1283000000.0,2283000000.0
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000000.0,12000000.0,24000000.0,26000000.0,31000000.0,4000000.0,16000000.0,16000000.0,52000000.0,5000000.0,28000000.0,32000000.0,29000000.0,20000000.0,47000000.0,57000000.0
ProceedsFromSaleOfPropertyPlantAndEquipment / USD,,0.0,40000000.0,0.0,0.0,35000000.0,40000000.0,0.0,1869000000.0,1869000000.0,2197000000.0,44000000.0,,44000000.0,44000000.0,1000000.0,2205000000.0,,,,,,,0.0,0.0,,,120000000.0,0.0,,,,120000000.0,,,,0.0,,,,6000000.0,0.0,0.0,0.0,0.0,8000000.0,8000000.0,8000000.0
ProfitLoss / USD,38000000.0,195000000.0,398000000.0,359000000.0,124000000.0,336000000.0,523000000.0,460000000.0,150000000.0,317000000.0,600000000.0,682000000.0,310000000.0,682000000.0,682000000.0,746000000.0,1416000000.0,48000000.0,199000000.0,359000000.0,354000000.0,163000000.0,380000000.0,544000000.0,1089000000.0,159000000.0,420000000.0,710000000.0,769000000.0,18000000.0,-414000000.0,-495000000.0,886000000.0,-109000000.0,19000000.0,259000000.0,-720000000.0,211000000.0,578000000.0,924000000.0,407000000.0,209000000.0,622000000.0,1001000000.0,1257000000.0,268000000.0,690000000.0,1034000000.0
PropertyPlantAndEquipmentGross / USD,10848000000.0,10848000000.0,10848000000.0,10848000000.0,9352000000.0,9352000000.0,9352000000.0,9352000000.0,11239000000.0,11239000000.0,11239000000.0,11239000000.0,,795000000.0,795000000.0,,767000000.0,,,,803000000.0,,,,848000000.0,,,,889000000.0,,,,832000000.0,,,,810000000.0,,,,769000000.0,,,,902000000.0,,,
PropertyPlantAndEquipmentNet / USD,9058000000.0,9058000000.0,9058000000.0,9058000000.0,7483000000.0,7483000000.0,7483000000.0,7483000000.0,9119000000.0,9119000000.0,9119000000.0,9119000000.0,341000000.0,411000000.0,411000000.0,341000000.0,341000000.0,353000000.0,353000000.0,353000000.0,353000000.0,367000000.0,367000000.0,367000000.0,367000000.0,380000000.0,380000000.0,380000000.0,380000000.0,346000000.0,346000000.0,346000000.0,346000000.0,305000000.0,305000000.0,305000000.0,305000000.0,280000000.0,280000000.0,280000000.0,280000000.0,382000000.0,382000000.0,382000000.0,382000000.0,411000000.0,411000000.0,411000000.0
ProvisionForLoanLossesExpensed / USD,7000000.0,13000000.0,20000000.0,29000000.0,6000000.0,15000000.0,25000000.0,24000000.0,7000000.0,17000000.0,29000000.0,34000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48000000.0,,,
RedeemableNoncontrollingInterestEquityCarryingAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,17000000.0,0.0,0.0
RedeemableNoncontrollingInterestEquityCommonCarryingAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,17000000.0,17000000.0,17000000.0
RedeemableNoncontrollingInterestEquityFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000000.0,22000000.0,,,22000000.0,22000000.0
RepaymentsOfDebtAndCapitalLeaseObligations / USD,134000000.0,952000000.0,1602000000.0,854000000.0,219000000.0,783000000.0,1075000000.0,17203000000.0,710000000.0,961000000.0,1342000000.0,1424000000.0,32000000.0,1424000000.0,1424000000.0,1094000000.0,1624000000.0,1824000000.0,1836000000.0,1848000000.0,4359000000.0,14000000.0,672000000.0,701000000.0,1860000000.0,336000000.0,1317000000.0,1327000000.0,1005000000.0,205000000.0,213000000.0,214000000.0,1547000000.0,2016000000.0,3218000000.0,3221000000.0,2121000000.0,13000000.0,25000000.0,35000000.0,3230000000.0,12000000.0,21000000.0,40000000.0,48000000.0,209000000.0,301000000.0,315000000.0
RestrictedCashAndCashEquivalentsAtCarryingValue / USD,266000000.0,266000000.0,266000000.0,266000000.0,202000000.0,202000000.0,202000000.0,202000000.0,247000000.0,247000000.0,247000000.0,247000000.0,121000000.0,120000000.0,120000000.0,121000000.0,121000000.0,100000000.0,100000000.0,100000000.0,100000000.0,81000000.0,81000000.0,81000000.0,81000000.0,92000000.0,92000000.0,92000000.0,92000000.0,45000000.0,45000000.0,45000000.0,45000000.0,85000000.0,85000000.0,85000000.0,85000000.0,77000000.0,77000000.0,77000000.0,77000000.0,75000000.0,75000000.0,75000000.0,75000000.0,75000000.0,75000000.0,75000000.0
RetainedEarningsAccumulatedDeficit / USD,-5331000000.0,-5331000000.0,-5331000000.0,-5331000000.0,-4658000000.0,-4658000000.0,-4658000000.0,-4658000000.0,-3392000000.0,-3392000000.0,-3392000000.0,-3392000000.0,-3323000000.0,-3392000000.0,-3392000000.0,-3323000000.0,-3323000000.0,-6981000000.0,-6981000000.0,-6981000000.0,-6981000000.0,-6417000000.0,-6417000000.0,-6417000000.0,-6417000000.0,-5965000000.0,-5965000000.0,-5965000000.0,-5965000000.0,-6732000000.0,-6732000000.0,-6732000000.0,-6732000000.0,-6322000000.0,-6322000000.0,-6322000000.0,-6322000000.0,-5190000000.0,-5190000000.0,-5190000000.0,-5190000000.0,-4207000000.0,-4207000000.0,-4207000000.0,-4207000000.0,-2822000000.0,-2822000000.0,-2822000000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,,,,,,,,,,,,,,,,,,,6063000000.0,6576000000.0,2074000000.0,4365000000.0,6618000000.0,8131000000.0,2204000000.0,4688000000.0,7083000000.0,8906000000.0,1920000000.0,2484000000.0,3417000000.0,9452000000.0,874000000.0,2203000000.0,3952000000.0,4307000000.0,1721000000.0,3961000000.0,6329000000.0,5788000000.0,2293000000.0,4953000000.0,7626000000.0,8773000000.0,2573000000.0,5524000000.0,8391000000.0
Revenues / USD,2263000000.0,4643000000.0,7092000000.0,9276000000.0,2363000000.0,5030000000.0,7674000000.0,9735000000.0,2599000000.0,5521000000.0,8416000000.0,10502000000.0,1726000000.0,6688000000.0,6688000000.0,5543000000.0,7133000000.0,1896000000.0,3972000000.0,,6576000000.0,,,,8131000000.0,,,,8906000000.0,,,,9452000000.0,,,,4307000000.0,,,,5788000000.0,,,,8773000000.0,,,
RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,42000000.0,52000000.0,59000000.0,61000000.0,42000000.0,,59000000.0,61000000.0,11000000.0,,,61000000.0,,,,20000000.0,,,,17000000.0,,,,21000000.0,,,
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,0.0,21000000.0,21000000.0,48000000.0,0.0,,21000000.0,48000000.0,6000000.0,,,48000000.0,,,,33000000.0,,,,45000000.0,,,,135000000.0,,,
SelfInsuranceReserveCurrent / USD,,,,52000000.0,,,,82000000.0,,,,90000000.0,,116000000.0,116000000.0,,122000000.0,,,,189000000.0,,,,199000000.0,,,,95000000.0,,,,68000000.0,,,,84000000.0,,,,86000000.0,,,,99000000.0,,,
SelfInsuranceReserveNoncurrent / USD,,,,81000000.0,,,,83000000.0,,,,87000000.0,,87000000.0,87000000.0,,131000000.0,,,,162000000.0,,,,146000000.0,,,,178000000.0,,,,189000000.0,,,,151000000.0,,,,146000000.0,,,,154000000.0,,,
ShareBasedCompensation / USD,2000000.0,3000000.0,5000000.0,50000000.0,19000000.0,41000000.0,57000000.0,262000000.0,19000000.0,100000000.0,114000000.0,78000000.0,11000000.0,78000000.0,78000000.0,50000000.0,124000000.0,25000000.0,59000000.0,91000000.0,91000000.0,28000000.0,68000000.0,103000000.0,121000000.0,,,,127000000.0,,12000000.0,37000000.0,154000000.0,39000000.0,92000000.0,144000000.0,97000000.0,37000000.0,84000000.0,126000000.0,193000000.0,33000000.0,85000000.0,133000000.0,162000000.0,41000000.0,96000000.0,140000000.0
ShareRepurchaseProgramExciseTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000000.0,,,
StockholdersEquity / USD,4363000000.0,4363000000.0,4363000000.0,4363000000.0,4752000000.0,4752000000.0,4752000000.0,4752000000.0,5985000000.0,5985000000.0,5985000000.0,5985000000.0,5899000000.0,5985000000.0,5985000000.0,5899000000.0,5899000000.0,1688000000.0,1688000000.0,1688000000.0,1688000000.0,551000000.0,551000000.0,551000000.0,551000000.0,-482000000.0,-482000000.0,-482000000.0,-482000000.0,-1490000000.0,-1490000000.0,-1490000000.0,-1490000000.0,-821000000.0,-821000000.0,-821000000.0,-821000000.0,-1102000000.0,-1102000000.0,-1102000000.0,-1102000000.0,-2360000000.0,-2360000000.0,-2360000000.0,-2360000000.0,-3727000000.0,-3727000000.0,-3727000000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,2155000000.0,2155000000.0,2155000000.0,1702000000.0,4276000000.0,4276000000.0,4276000000.0,2155000000.0,4714000000.0,4714000000.0,4714000000.0,4276000000.0,5951000000.0,4276000000.0,4276000000.0,5951000000.0,4714000000.0,5627000000.0,5627000000.0,5627000000.0,5951000000.0,1691000000.0,1691000000.0,1691000000.0,5627000000.0,558000000.0,558000000.0,558000000.0,1691000000.0,-472000000.0,-472000000.0,-472000000.0,558000000.0,-1486000000.0,-1486000000.0,-1486000000.0,-472000000.0,-819000000.0,-819000000.0,-819000000.0,-1486000000.0,-1098000000.0,-1098000000.0,-1098000000.0,-819000000.0,-2347000000.0,-2347000000.0,-2347000000.0
TemporaryEquityNetIncome / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1000000.0,-2000000.0,,-1000000.0,-1000000.0,-2000000.0
TreasuryStockCommonShares / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65217085.0,65217085.0,65217085.0,65217085.0,80807049.0,80807049.0,80807049.0,80807049.0,94087917.0,94087917.0,94087917.0
TreasuryStockValue / USD,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,891000000.0,891000000.0,891000000.0,891000000.0,2625000000.0,2625000000.0,2625000000.0,2625000000.0,4169000000.0,4169000000.0,4169000000.0,4169000000.0,4453000000.0,4453000000.0,4453000000.0,4453000000.0,4443000000.0,4443000000.0,4443000000.0,4443000000.0,6040000000.0,6040000000.0,6040000000.0,6040000000.0,8393000000.0,8393000000.0,8393000000.0,8393000000.0,11256000000.0,11256000000.0,11256000000.0
TreasuryStockValueAcquiredCostMethod / USD,,,,,,,,,,,,,70000000.0,,352000000.0,625000000.0,891000000.0,70000000.0,352000000.0,625000000.0,891000000.0,110000000.0,1439000000.0,1561000000.0,891000000.0,296000000.0,679000000.0,1101000000.0,1721000000.0,279000000.0,279000000.0,279000000.0,1544000000.0,130000000.0,610000000.0,1107000000.0,279000000.0,130000000.0,610000000.0,1107000000.0,1608000000.0,449000000.0,924000000.0,1615000000.0,1608000000.0,667000000.0,1398000000.0,2131000000.0
UnrecognizedTaxBenefits / USD,435000000.0,435000000.0,435000000.0,436000000.0,401000000.0,401000000.0,401000000.0,469000000.0,407000000.0,407000000.0,407000000.0,435000000.0,174000000.0,323000000.0,323000000.0,165000000.0,296000000.0,284000000.0,285000000.0,283000000.0,315000000.0,318000000.0,318000000.0,318000000.0,174000000.0,395000000.0,395000000.0,395000000.0,283000000.0,451000000.0,451000000.0,451000000.0,318000000.0,,,,395000000.0,,,,451000000.0,,,,375000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromForeignCurrencyTranslation / USD,,,,3000000.0,,,,4000000.0,,,,3000000.0,,3000000.0,3000000.0,,4000000.0,,,,,,,,,,,,,,,,4000000.0,,,,4000000.0,,,,4000000.0,,,,5000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,,23000000.0,,,,2000000.0,,,,63000000.0,,63000000.0,63000000.0,,4000000.0,,,,204000000.0,,,,10000000.0,,,,15000000.0,,,,3000000.0,,,,13000000.0,,,,39000000.0,,,,32000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,,,14000000.0,,,,35000000.0,,,,1000000.0,,1000000.0,1000000.0,,4000000.0,,,,21000000.0,,,,9000000.0,,,,0.0,,,,37000000.0,,,,37000000.0,,,,66000000.0,,,,0.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued / USD,45000000.0,45000000.0,45000000.0,45000000.0,22000000.0,22000000.0,22000000.0,22000000.0,27000000.0,27000000.0,27000000.0,27000000.0,33000000.0,26000000.0,26000000.0,33000000.0,30000000.0,35000000.0,36000000.0,33000000.0,33000000.0,40000000.0,40000000.0,40000000.0,40000000.0,52000000.0,52000000.0,52000000.0,52000000.0,65000000.0,65000000.0,65000000.0,65000000.0,,,,65000000.0,,,,79000000.0,,,,150000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense / USD,,,,8000000.0,,,,4000000.0,,,,8000000.0,,8000000.0,8000000.0,,5000000.0,,,,,,,,3000000.0,,,,6000000.0,,,,12000000.0,,,,13000000.0,,,,16000000.0,,,,17000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,,5000000.0,,,,5000000.0,,,,10000000.0,,10000000.0,10000000.0,,8000000.0,,,,9000000.0,,,,126000000.0,,,,16000000.0,,,,13000000.0,,,,56000000.0,,,,2000000.0,,,,3000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,71000000.0,,,,1000000.0,,,,25000000.0,,32000000.0,32000000.0,,25000000.0,,,,77000000.0,,,,3000000.0,,,,37000000.0,,,,67000000.0,,,,45000000.0,,,,33000000.0,,,,1000000.0,,,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,,,,6000000.0,,,,2000000.0,,,,2000000.0,,2000000.0,2000000.0,,2000000.0,,,,2000000.0,,,,2000000.0,,,,3000000.0,,,,2000000.0,,,,1000000.0,,,,2000000.0,,,,5000000.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,340000000.0,340000000.0,340000000.0,340000000.0,367000000.0,367000000.0,367000000.0,367000000.0,377000000.0,377000000.0,377000000.0,377000000.0,173000000.0,299000000.0,299000000.0,161000000.0,176000000.0,285000000.0,285000000.0,285000000.0,285000000.0,310000000.0,310000000.0,310000000.0,310000000.0,380000000.0,380000000.0,380000000.0,380000000.0,400000000.0,400000000.0,400000000.0,400000000.0,,,,343000000.0,,,218000000.0,337000000.0,,,,314000000.0,,,
VariableLeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,19000000.0,82000000.0,123000000.0,168000000.0,19000000.0,,,168000000.0,,,,168000000.0,,,,17000000.0,,,,35000000.0,,,,139000000.0,,,
WeightedAverageNumberOfDilutedSharesOutstanding / shares,921000000.0,921000000.0,921000000.0,921000000.0,985000000.0,985000000.0,986000000.0,923000000.0,988000000.0,989000000.0,989000000.0,329000000.0,330000000.0,329000000.0,329000000.0,330000000.0,330000000.0,331000000.0,330000000.0,328000000.0,329000000.0,319000000.0,311000000.0,307000000.0,327000000.0,295000000.0,294000000.0,292000000.0,305000000.0,280000000.0,277000000.0,277000000.0,290000000.0,278000000.0,281000000.0,281000000.0,277000000.0,282000000.0,281000000.0,279000000.0,281000000.0,269000000.0,267000000.0,266000000.0,277000000.0,255000000.0,253000000.0,252000000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,921000000.0,921000000.0,921000000.0,921000000.0,985000000.0,985000000.0,985000000.0,923000000.0,986000000.0,986000000.0,986000000.0,328000000.0,329000000.0,328000000.0,328000000.0,329000000.0,329000000.0,330000000.0,328000000.0,326000000.0,329000000.0,316000000.0,308000000.0,305000000.0,324000000.0,293000000.0,291000000.0,289000000.0,302000000.0,277000000.0,277000000.0,277000000.0,287000000.0,278000000.0,278000000.0,278000000.0,277000000.0,279000000.0,278000000.0,277000000.0,279000000.0,266000000.0,265000000.0,264000000.0,275000000.0,252000000.0,251000000.0,249000000.0
