fact_unit,2011-05-11,2011-08-05,2011-11-09,2012-02-24,2012-05-09,2012-08-06,2012-11-06,2013-02-27,2013-05-07,2013-08-07,2013-11-06,2014-02-26,2014-05-06,2014-08-05,2014-11-04,2015-02-26,2015-05-05,2015-08-05,2015-10-29,2016-02-26,2016-05-06,2016-08-04,2016-11-03,2017-02-22,2017-05-09,2017-08-04,2017-11-07,2018-02-23,2018-05-08,2018-08-03,2018-11-06,2019-02-21,2019-05-03,2019-08-02,2019-11-01,2020-02-20,2020-05-06,2020-07-30,2020-10-29,2021-02-19,2021-04-30,2021-08-02,2021-11-01,2022-02-18,2022-05-03,2022-08-01,2022-11-01,2023-02-17,2023-04-27,2023-05-26,2023-08-02,2023-10-26,2024-02-16,2024-05-02,2024-07-29,2024-10-31,2025-02-14,2025-05-01,2025-08-04,2025-10-30
AmortizationOfFinancingCosts / USD,20000000.0,40000000.0,60000000.0,80000000.0,20000000.0,39000000.0,56000000.0,81000000.0,14000000.0,29000000.0,44000000.0,70000000.0,13000000.0,28000000.0,41000000.0,62000000.0,14000000.0,23000000.0,33000000.0,55000000.0,10000000.0,19000000.0,27000000.0,42000000.0,10000000.0,18000000.0,26000000.0,35000000.0,8000000.0,16000000.0,23000000.0,34000000.0,8000000.0,15000000.0,23000000.0,31000000.0,8000000.0,16000000.0,23000000.0,31000000.0,7000000.0,14000000.0,22000000.0,30000000.0,8000000.0,14000000.0,21000000.0,30000000.0,7000000.0,30000000.0,15000000.0,22000000.0,27000000.0,,,,29000000.0,,,
AmortizationOfFinancingCostsAndDiscounts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000000.0,9000000.0,17000000.0,26000000.0,29000000.0,9000000.0,17000000.0,26000000.0
AmortizationOfIntangibleAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26000000.0,,,,25000000.0,,25000000.0,,,44000000.0,,,,20000000.0,,,
AociLossCashFlowHedgeCumulativeGainLossAfterTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000000.0,-6000000.0,-6000000.0,-6000000.0,-4000000.0,,-4000000.0,,,-36000000.0,,,,-6000000.0,,,
Assets / USD,23852000000.0,23852000000.0,23852000000.0,23852000000.0,26898000000.0,26898000000.0,26898000000.0,26898000000.0,28075000000.0,28075000000.0,28075000000.0,28075000000.0,28831000000.0,28831000000.0,28831000000.0,28075000000.0,30980000000.0,30980000000.0,30980000000.0,28594000000.0,32744000000.0,32744000000.0,32744000000.0,30980000000.0,33758000000.0,33758000000.0,33758000000.0,32744000000.0,36593000000.0,36593000000.0,36593000000.0,33758000000.0,39207000000.0,39207000000.0,39207000000.0,36593000000.0,45058000000.0,45058000000.0,45058000000.0,39207000000.0,47490000000.0,47490000000.0,47490000000.0,45058000000.0,50742000000.0,50742000000.0,50742000000.0,47490000000.0,52438000000.0,47490000000.0,52438000000.0,52438000000.0,50742000000.0,56211000000.0,56211000000.0,56211000000.0,52438000000.0,59513000000.0,59513000000.0,59513000000.0
AssetsCurrent / USD,6919000000.0,6919000000.0,6919000000.0,6919000000.0,7233000000.0,7233000000.0,7233000000.0,7233000000.0,7763000000.0,7763000000.0,7763000000.0,7763000000.0,8037000000.0,8037000000.0,8037000000.0,8037000000.0,8930000000.0,8930000000.0,8930000000.0,8930000000.0,9232000000.0,9232000000.0,9232000000.0,9232000000.0,9086000000.0,9086000000.0,9086000000.0,9086000000.0,9977000000.0,9977000000.0,9977000000.0,9977000000.0,10213000000.0,10213000000.0,10213000000.0,10213000000.0,11196000000.0,11196000000.0,11196000000.0,11196000000.0,12333000000.0,12333000000.0,12333000000.0,12333000000.0,13542000000.0,13542000000.0,13542000000.0,13542000000.0,13643000000.0,13542000000.0,13643000000.0,13643000000.0,13643000000.0,14927000000.0,14927000000.0,14927000000.0,14927000000.0,16414000000.0,16414000000.0,16414000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost / USD,,,,143000000.0,139000000.0,132000000.0,111000000.0,120000000.0,113000000.0,103000000.0,108000000.0,100000000.0,90000000.0,90000000.0,97000000.0,109000000.0,124000000.0,121000000.0,108000000.0,125000000.0,135000000.0,124000000.0,140000000.0,159000000.0,164000000.0,174000000.0,178000000.0,187000000.0,166000000.0,218000000.0,210000000.0,201000000.0,201000000.0,192000000.0,183000000.0,190000000.0,188000000.0,180000000.0,175000000.0,157000000.0,157000000.0,194000000.0,177000000.0,176000000.0,173000000.0,171000000.0,181000000.0,185000000.0,187000000.0,185000000.0,166000000.0,165000000.0,165000000.0,161000000.0,160000000.0,155000000.0,147000000.0,138000000.0,128000000.0,114000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue / USD,,,,151000000.0,146000000.0,140000000.0,119000000.0,128000000.0,120000000.0,106000000.0,111000000.0,102000000.0,94000000.0,96000000.0,104000000.0,116000000.0,132000000.0,126000000.0,114000000.0,133000000.0,146000000.0,136000000.0,152000000.0,165000000.0,172000000.0,184000000.0,187000000.0,194000000.0,170000000.0,221000000.0,212000000.0,203000000.0,209000000.0,203000000.0,195000000.0,202000000.0,195000000.0,197000000.0,192000000.0,174000000.0,167000000.0,208000000.0,187000000.0,183000000.0,166000000.0,155000000.0,155000000.0,161000000.0,168000000.0,161000000.0,146000000.0,140000000.0,148000000.0,143000000.0,142000000.0,143000000.0,130000000.0,125000000.0,117000000.0,107000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost / USD,,,,112000000.0,109000000.0,115000000.0,140000000.0,173000000.0,180000000.0,174000000.0,176000000.0,180000000.0,226000000.0,232000000.0,207000000.0,229000000.0,204000000.0,165000000.0,172000000.0,162000000.0,152000000.0,160000000.0,123000000.0,95000000.0,78000000.0,71000000.0,76000000.0,84000000.0,34000000.0,50000000.0,57000000.0,64000000.0,64000000.0,74000000.0,76000000.0,85000000.0,100000000.0,114000000.0,127000000.0,147000000.0,144000000.0,98000000.0,134000000.0,128000000.0,139000000.0,133000000.0,127000000.0,121000000.0,119000000.0,121000000.0,138000000.0,148000000.0,150000000.0,147000000.0,136000000.0,140000000.0,145000000.0,146000000.0,148000000.0,151000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue / USD,,,,119000000.0,117000000.0,123000000.0,149000000.0,181000000.0,188000000.0,180000000.0,182000000.0,186000000.0,232000000.0,238000000.0,212000000.0,234000000.0,208000000.0,168000000.0,177000000.0,166000000.0,156000000.0,165000000.0,127000000.0,97000000.0,81000000.0,74000000.0,80000000.0,86000000.0,35000000.0,50000000.0,58000000.0,65000000.0,65000000.0,77000000.0,79000000.0,88000000.0,103000000.0,122000000.0,135000000.0,156000000.0,152000000.0,104000000.0,141000000.0,135000000.0,140000000.0,131000000.0,121000000.0,116000000.0,114000000.0,116000000.0,131000000.0,139000000.0,144000000.0,141000000.0,129000000.0,137000000.0,140000000.0,142000000.0,144000000.0,147000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost / USD,,,,95000000.0,98000000.0,98000000.0,93000000.0,93000000.0,93000000.0,93000000.0,82000000.0,89000000.0,114000000.0,113000000.0,123000000.0,118000000.0,110000000.0,100000000.0,101000000.0,81000000.0,75000000.0,69000000.0,50000000.0,28000000.0,44000000.0,43000000.0,50000000.0,59000000.0,22000000.0,45000000.0,67000000.0,70000000.0,68000000.0,65000000.0,66000000.0,75000000.0,74000000.0,72000000.0,78000000.0,76000000.0,71000000.0,85000000.0,80000000.0,93000000.0,91000000.0,89000000.0,76000000.0,78000000.0,79000000.0,78000000.0,86000000.0,78000000.0,77000000.0,80000000.0,72000000.0,67000000.0,65000000.0,64000000.0,60000000.0,60000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue / USD,,,,98000000.0,101000000.0,102000000.0,100000000.0,100000000.0,99000000.0,94000000.0,83000000.0,89000000.0,116000000.0,117000000.0,128000000.0,123000000.0,115000000.0,104000000.0,105000000.0,85000000.0,79000000.0,74000000.0,54000000.0,28000000.0,44000000.0,44000000.0,51000000.0,60000000.0,22000000.0,45000000.0,66000000.0,70000000.0,70000000.0,68000000.0,70000000.0,78000000.0,77000000.0,77000000.0,84000000.0,82000000.0,74000000.0,88000000.0,83000000.0,95000000.0,87000000.0,81000000.0,67000000.0,69000000.0,72000000.0,69000000.0,78000000.0,69000000.0,72000000.0,74000000.0,66000000.0,64000000.0,60000000.0,60000000.0,57000000.0,57000000.0
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost / USD,,,,101000000.0,125000000.0,161000000.0,72000000.0,76000000.0,56000000.0,31000000.0,41000000.0,110000000.0,80000000.0,41000000.0,59000000.0,82000000.0,71000000.0,79000000.0,61000000.0,94000000.0,92000000.0,88000000.0,66000000.0,91000000.0,98000000.0,96000000.0,100000000.0,31000000.0,29000000.0,24000000.0,9000000.0,3000000.0,3000000.0,3000000.0,12000000.0,9000000.0,9000000.0,14000000.0,4000000.0,4000000.0,4000000.0,0.0,0.0,3000000.0,8000000.0,20000000.0,26000000.0,31000000.0,30000000.0,31000000.0,23000000.0,13000000.0,12000000.0,14000000.0,29000000.0,34000000.0,31000000.0,24000000.0,13000000.0,18000000.0
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue / USD,,,,102000000.0,126000000.0,161000000.0,72000000.0,76000000.0,56000000.0,31000000.0,41000000.0,110000000.0,80000000.0,41000000.0,60000000.0,82000000.0,71000000.0,80000000.0,61000000.0,94000000.0,92000000.0,88000000.0,66000000.0,91000000.0,98000000.0,96000000.0,100000000.0,31000000.0,29000000.0,25000000.0,9000000.0,3000000.0,3000000.0,3000000.0,12000000.0,9000000.0,9000000.0,14000000.0,4000000.0,4000000.0,4000000.0,0.0,0.0,3000000.0,8000000.0,20000000.0,26000000.0,31000000.0,30000000.0,31000000.0,22000000.0,13000000.0,12000000.0,14000000.0,29000000.0,34000000.0,31000000.0,24000000.0,13000000.0,17000000.0
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue / USD,,,,470000000.0,490000000.0,526000000.0,440000000.0,485000000.0,463000000.0,411000000.0,417000000.0,487000000.0,522000000.0,492000000.0,504000000.0,555000000.0,526000000.0,478000000.0,457000000.0,478000000.0,473000000.0,463000000.0,399000000.0,381000000.0,395000000.0,398000000.0,418000000.0,371000000.0,256000000.0,341000000.0,345000000.0,341000000.0,347000000.0,351000000.0,356000000.0,377000000.0,384000000.0,410000000.0,415000000.0,416000000.0,397000000.0,400000000.0,411000000.0,416000000.0,401000000.0,387000000.0,369000000.0,377000000.0,384000000.0,377000000.0,377000000.0,361000000.0,376000000.0,372000000.0,366000000.0,378000000.0,361000000.0,351000000.0,331000000.0,328000000.0
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388000000.0,438000000.0,438000000.0,438000000.0,438000000.0,381000000.0,438000000.0,381000000.0,381000000.0,381000000.0,477000000.0,477000000.0,477000000.0,477000000.0,569000000.0,569000000.0,569000000.0
BuildingsAndImprovementsGross / USD,,,,9438000000.0,,,,10231000000.0,,,,10720000000.0,,,,11211000000.0,,,,11941000000.0,,,,12533000000.0,,,,13546000000.0,,,,14249000000.0,,,,15659000000.0,,,,17669000000.0,,,,18471000000.0,,,,19211000000.0,,19211000000.0,,,20221000000.0,,,,21560000000.0,,,
CashAndCashEquivalentsAtCarryingValue / USD,312000000.0,312000000.0,312000000.0,465000000.0,411000000.0,411000000.0,411000000.0,312000000.0,373000000.0,373000000.0,373000000.0,411000000.0,705000000.0,705000000.0,705000000.0,373000000.0,414000000.0,414000000.0,414000000.0,705000000.0,566000000.0,566000000.0,566000000.0,414000000.0,741000000.0,741000000.0,741000000.0,566000000.0,646000000.0,732000000.0,732000000.0,732000000.0,502000000.0,502000000.0,502000000.0,502000000.0,621000000.0,621000000.0,621000000.0,621000000.0,1793000000.0,1793000000.0,1793000000.0,1793000000.0,1451000000.0,1451000000.0,1451000000.0,1451000000.0,908000000.0,1451000000.0,908000000.0,908000000.0,908000000.0,935000000.0,935000000.0,935000000.0,935000000.0,1933000000.0,1933000000.0,1933000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646000000.0,646000000.0,741000000.0,732000000.0,732000000.0,732000000.0,646000000.0,502000000.0,502000000.0,502000000.0,732000000.0,621000000.0,621000000.0,621000000.0,502000000.0,1793000000.0,1793000000.0,1793000000.0,621000000.0,1451000000.0,621000000.0,1451000000.0,1451000000.0,1793000000.0,908000000.0,908000000.0,908000000.0,1451000000.0,935000000.0,935000000.0,935000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59000000.0,72000000.0,-95000000.0,354000000.0,136000000.0,-154000000.0,86000000.0,29000000.0,1928000000.0,57000000.0,-230000000.0,110000000.0,4017000000.0,5967000000.0,119000000.0,-763000000.0,-673000000.0,-766000000.0,1172000000.0,920000000.0,1172000000.0,-593000000.0,-452000000.0,-342000000.0,-66000000.0,-46000000.0,-17000000.0,-543000000.0,349000000.0,-104000000.0,1953000000.0
CommonStockDividendsPerShareDeclared / USD/shares,,,,,2.0,0.0,2.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,0.35,0.0,0.35,1.4,0.35,0.35,0.35,1.4,0.4,0.4,0.4,1.4,0.43,0.43,0.43,1.6,0.48,0.48,0.48,0.43,0.56,0.43,0.56,0.56,1.92,0.6,0.6,0.6,2.24,0.66,0.66,0.66
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0
CommonStockSharesOutstanding / shares,427458800.0,427458800.0,427458800.0,427458800.0,437477900.0,437477900.0,437477900.0,437477900.0,443200200.0,443200200.0,443200200.0,443200200.0,439604000.0,439604000.0,439604000.0,439604000.0,420477900.0,420477900.0,420477900.0,420477900.0,398738700.0,398738700.0,398738700.0,398738700.0,370535900.0,370535900.0,370535900.0,370535900.0,350091600.0,350091600.0,350091600.0,350091600.0,342895200.0,342895200.0,342895200.0,342895200.0,338445600.0,338445600.0,338445600.0,338445600.0,339425600.0,339425600.0,339425600.0,339425600.0,305476800.0,305476800.0,305476800.0,305476800.0,277378300.0,305476800.0,277378300.0,277378300.0,277378300.0,265537300.0,265537300.0,265537300.0,265537300.0,249981400.0,249981400.0,249981400.0
CommonStockValueOutstanding / USD,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0
ComprehensiveIncomeNetOfTax / USD,,,,1208000000.0,324000000.0,558000000.0,534000000.0,1229000000.0,569000000.0,922000000.0,1291000000.0,2453000000.0,326000000.0,798000000.0,1215000000.0,1588000000.0,372000000.0,888000000.0,1399000000.0,1756000000.0,570000000.0,1131000000.0,1561000000.0,1809000000.0,665000000.0,1273000000.0,1894000000.0,2187000000.0,677000000.0,1361000000.0,1812000000.0,2817000000.0,1225000000.0,1981000000.0,2735000000.0,2276000000.0,1046000000.0,1772000000.0,2354000000.0,3779000000.0,470000000.0,1558000000.0,2273000000.0,3426000000.0,1434000000.0,2900000000.0,5152000000.0,3712000000.0,1230000000.0,3712000000.0,2317000000.0,3374000000.0,7054000000.0,1383000000.0,2590000000.0,3634000000.0,5557000000.0,1583000000.0,3044000000.0,4369000000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,,,,321000000.0,,,,366000000.0,99000000.0,193000000.0,288000000.0,377000000.0,94000000.0,208000000.0,310000000.0,401000000.0,107000000.0,256000000.0,349000000.0,440000000.0,129000000.0,287000000.0,411000000.0,498000000.0,117000000.0,250000000.0,377000000.0,567000000.0,118000000.0,256000000.0,360000000.0,542000000.0,138000000.0,284000000.0,421000000.0,527000000.0,142000000.0,286000000.0,438000000.0,602000000.0,117000000.0,254000000.0,365000000.0,640000000.0,157000000.0,371000000.0,574000000.0,633000000.0,192000000.0,633000000.0,416000000.0,626000000.0,765000000.0,180000000.0,399000000.0,595000000.0,1191000000.0,211000000.0,437000000.0,649000000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,,,,1529000000.0,,,,1595000000.0,668000000.0,1115000000.0,1579000000.0,2830000000.0,420000000.0,1006000000.0,1525000000.0,1989000000.0,479000000.0,1144000000.0,1748000000.0,2196000000.0,699000000.0,1418000000.0,1972000000.0,2307000000.0,782000000.0,1523000000.0,2271000000.0,2754000000.0,795000000.0,1617000000.0,795000000.0,3359000000.0,1363000000.0,1363000000.0,1363000000.0,2803000000.0,1188000000.0,1188000000.0,1188000000.0,4381000000.0,587000000.0,587000000.0,587000000.0,4066000000.0,1591000000.0,1591000000.0,1591000000.0,4345000000.0,1422000000.0,4345000000.0,1422000000.0,1422000000.0,7819000000.0,1563000000.0,1563000000.0,1563000000.0,6748000000.0,1794000000.0,3481000000.0,5018000000.0
ConstructionInProgressGross / USD,,,,678000000.0,,,,997000000.0,,,,948000000.0,,,,856000000.0,,,,1019000000.0,,,,1222000000.0,,,,1318000000.0,,,,1921000000.0,,,,1785000000.0,,,,1632000000.0,,,,1495000000.0,,,,1387000000.0,,1387000000.0,,,1756000000.0,,,,1870000000.0,,,
