fact_unit,2010-09-03,2011-02-09,2011-05-25,2011-08-09,2011-11-08,2012-02-03,2012-05-23,2012-08-01,2012-10-31,2013-02-06,2013-05-14,2013-07-31,2013-10-30,2014-02-04,2014-05-14,2014-08-06,2014-10-30,2015-02-06,2015-05-22,2015-08-10,2015-11-06,2016-02-04,2016-05-19,2016-08-05,2016-11-03,2017-02-08,2017-05-24,2017-08-03,2017-11-08,2018-02-08,2018-05-17,2018-08-03,2018-11-08,2019-02-06,2019-05-14,2019-08-06,2019-11-08,2020-02-07,2020-05-22,2020-08-04,2020-11-06,2021-02-09,2021-05-19,2021-08-03,2021-11-04,2022-02-08,2022-05-17,2022-08-09,2022-11-08,2023-02-07,2023-05-26,2023-08-09,2023-11-09,2024-02-09,2024-05-22,2024-08-09,2024-11-07,2025-02-07,2025-05-20,2025-08-07,2025-11-07
AdvertisingExpense / USD,,,,,,,93390000.0,,,,115089000.0,,,,122932000.0,,,,185162000.0,,,,153732000.0,,,,132990000.0,,,,94743000.0,,,,173947000.0,,,,140618000.0,,,,249315000.0,,,,285607000.0,,,,241100000.0,,,,297300000.0,,,,1212500000.0,,
AllocatedShareBasedCompensationExpense / USD,,,,,,,25933000.0,,,,28765000.0,,,,33494000.0,,,,35765000.0,,,,78118000.0,,,,65246000.0,,,,69996000.0,,,,81879000.0,,,,116349000.0,,,,247700000.0,,,,257881000.0,,,,110500000.0,,,,183000000.0,,,,317800000.0,,
AllocatedShareBasedCompensationExpenseNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,78118000.0,19086000.0,,,,,,,,,,,80327000.0,,,,112788000.0,,,,199317000.0,,,,209194000.0,,,,88800000.0,,,,147600000.0,,,,272000000.0,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995000.0,,,,443000.0,,,,,,,,,,1300000.0,1300000.0,1300000.0,1200000.0,1200000.0,1200000.0,1200000.0,1600000.0,1600000.0
AmortizationOfIntangibleAssets / USD,,,,,,,2339000.0,,,,4910000.0,,,,1639000.0,,,,7434000.0,,,,3714000.0,,,,344000.0,,,,160000.0,,,,6816000.0,,,,34830000.0,,,,23879000.0,,,,20990000.0,15200000.0,33700000.0,49600000.0,32200000.0,,438200000.0,740100000.0,64800000.0,249500000.0,676800000.0,924900000.0,1506700000.0,,
Assets / USD,1007128000.0,1007128000.0,1007128000.0,971659000.0,971659000.0,971659000.0,971659000.0,1149427000.0,1149427000.0,1149427000.0,1149427000.0,1277839000.0,1277839000.0,1277839000.0,1277839000.0,1799630000.0,1799630000.0,1799630000.0,1799630000.0,2231100000.0,2231100000.0,2228073000.0,2228073000.0,2590277000.0,2590277000.0,2590277000.0,2590277000.0,3149154000.0,3149154000.0,3149154000.0,3149154000.0,3737841000.0,3737841000.0,3737841000.0,3737841000.0,4243065000.0,4243065000.0,4243065000.0,4243065000.0,4948832000.0,4948832000.0,4948832000.0,4948832000.0,6028218000.0,6028218000.0,6028218000.0,6028218000.0,6546300000.0,6546300000.0,6546300000.0,6546300000.0,15862100000.0,15862100000.0,15862100000.0,15862100000.0,12216900000.0,12216900000.0,12216900000.0,12216900000.0,9180700000.0,9180700000.0
AssetsCurrent / USD,628567000.0,628567000.0,628567000.0,566603000.0,566603000.0,566603000.0,566603000.0,743617000.0,743617000.0,743617000.0,743617000.0,866152000.0,866152000.0,866152000.0,866152000.0,1399440000.0,1399440000.0,1399440000.0,1399440000.0,1781308000.0,1781308000.0,1779859000.0,1779859000.0,2045276000.0,2045276000.0,2045276000.0,2045276000.0,2195242000.0,2195242000.0,2195242000.0,2195242000.0,2409177000.0,2409177000.0,2409177000.0,2409177000.0,2827835000.0,2827835000.0,2827835000.0,2827835000.0,3493351000.0,3493351000.0,3493351000.0,3493351000.0,4220515000.0,4220515000.0,4220515000.0,4220515000.0,3871100000.0,3871100000.0,3871100000.0,3871100000.0,2508100000.0,2508100000.0,2508100000.0,2508100000.0,2259700000.0,2259700000.0,2259700000.0,2259700000.0,2815900000.0,2815900000.0
AssetsFairValueDisclosure / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2619100000.0,2619100000.0,2619100000.0,2619100000.0,1133500000.0,1133500000.0,1133500000.0,1133500000.0,625800000.0,625800000.0,625800000.0,625800000.0,1282100000.0,1282100000.0
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000.0,32000.0,769000.0,769000.0,769000.0,769000.0,645000.0,645000.0,645000.0,645000.0,1053000.0,1053000.0,1053000.0,1053000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944000.0,1944000.0,176000.0,176000.0,176000.0,176000.0,3428000.0,3428000.0,3428000.0,3428000.0,256000.0,256000.0,256000.0,256000.0,5800000.0,5800000.0,5800000.0,5800000.0,2000000.0,2000000.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,
AvailableForSaleDebtSecuritiesAmortizedCostBasis / USD,,,,,,,,,,,,,,,,,49452000.0,79319000.0,186954000.0,375079000.0,353031000.0,379598000.0,470736000.0,392194000.0,404455000.0,404651000.0,448941000.0,452865000.0,513406000.0,548034000.0,617318000.0,638955000.0,563909000.0,617318000.0,617318000.0,743892000.0,743892000.0,743892000.0,743892000.0,646786000.0,646786000.0,646786000.0,646786000.0,1307895000.0,1307895000.0,1307895000.0,1307895000.0,825900000.0,825900000.0,825900000.0,825900000.0,189000000.0,189000000.0,189000000.0,189000000.0,22000000.0,22000000.0,22000000.0,22000000.0,9400000.0,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost / USD,,,,,,,,,,,,,,,,,,,,338459000.0,340073000.0,372880000.0,390386000.0,337191000.0,350866000.0,357271000.0,362259000.0,358780000.0,363960000.0,371567000.0,509981000.0,555536000.0,488070000.0,429993000.0,629474000.0,468915000.0,637405000.0,576141000.0,496639000.0,747633000.0,828987000.0,573013000.0,1111554000.0,892200000.0,1164287000.0,1214757000.0,659147000.0,389400000.0,334200000.0,269400000.0,189000000.0,109900000.0,45200000.0,23500000.0,22000000.0,15400000.0,3500000.0,3300000.0,9400000.0,10100000.0,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue / USD,,,,,,,,,,,,,,,,,,,,338433000.0,340009000.0,372745000.0,390384000.0,337301000.0,350919000.0,357292000.0,362338000.0,358881000.0,364085000.0,371489000.0,508853000.0,554449000.0,487300000.0,429296000.0,629496000.0,469523000.0,638236000.0,576830000.0,495645000.0,748872000.0,830369000.0,574084000.0,1112328000.0,892781000.0,1164571000.0,1214427000.0,656775000.0,385400000.0,329200000.0,265800000.0,187000000.0,109200000.0,45100000.0,23500000.0,22000000.0,15400000.0,3500000.0,3300000.0,9400000.0,10100000.0,
AvailableForSaleSecuritiesDebtSecurities / USD,,,,,,,,,,,,,,,,19369000.0,49367000.0,79140000.0,186929000.0,375013000.0,352961000.0,379440000.0,470820000.0,392489000.0,404591000.0,404523000.0,448932000.0,452949000.0,513516000.0,547329000.0,615406000.0,637456000.0,562952000.0,615406000.0,615406000.0,744485000.0,744485000.0,744485000.0,744485000.0,644003000.0,644003000.0,644003000.0,644003000.0,1308692000.0,1308692000.0,1308692000.0,1308692000.0,820100000.0,820100000.0,820100000.0,820100000.0,187000000.0,187000000.0,187000000.0,187000000.0,22000000.0,22000000.0,22000000.0,22000000.0,9400000.0,
BusinessCombinationContingentConsiderationLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57941000.0,66025000.0,66000000.0,66000000.0,66000000.0,66000000.0,66600000.0,66600000.0,66600000.0,66600000.0,12400000.0,12400000.0,12400000.0,12400000.0,,
BusinessCombinationContingentConsiderationLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37014000.0,32697000.0,43030000.0,43000000.0,43000000.0,43000000.0,43000000.0,27300000.0,27300000.0,27300000.0,27300000.0,700000.0,700000.0,700000.0,700000.0,,
CapitalizedComputerSoftwareImpairments1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25227000.0,,9800000.0,65000000.0,65700000.0,,19900000.0,23300000.0,25000000.0,21700000.0,18200000.0,21700000.0,21700000.0,,23300000.0,34800000.0
CashAndCashEquivalentsAtCarryingValue / USD,280277000.0,204138000.0,77757000.0,145838000.0,145838000.0,145838000.0,280277000.0,280359000.0,280359000.0,280359000.0,145838000.0,420279000.0,420279000.0,420279000.0,280359000.0,402502000.0,402502000.0,402502000.0,420279000.0,935400000.0,935400000.0,935400000.0,402502000.0,911120000.0,911120000.0,911120000.0,935400000.0,798742000.0,798742000.0,798742000.0,911120000.0,808973000.0,808973000.0,808973000.0,808973000.0,826525000.0,826525000.0,826525000.0,826525000.0,1357664000.0,1357664000.0,1357664000.0,1357664000.0,1422884000.0,1422884000.0,1422884000.0,1422884000.0,1732100000.0,1732100000.0,1732100000.0,1732100000.0,827400000.0,827400000.0,827400000.0,827400000.0,754000000.0,754000000.0,754000000.0,754000000.0,1456100000.0,1456100000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281214000.0,1281214000.0,1281214000.0,1059911000.0,1246371000.0,1246371000.0,1246371000.0,1281214000.0,1391986000.0,1391986000.0,1391986000.0,1246371000.0,1993392000.0,1993392000.0,1993392000.0,1391986000.0,2060200000.0,2060200000.0,2060200000.0,1993400000.0,2195300000.0,2195300000.0,2195300000.0,2060200000.0,1234600000.0,1234600000.0,1234600000.0,2195400000.0,1102000000.0,1102000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46766000.0,-62487000.0,-131953000.0,221303000.0,-272187000.0,-413277000.0,49124000.0,-34843000.0,220009000.0,38417000.0,350448000.0,145615000.0,167880000.0,91388000.0,519397000.0,601406000.0,97100000.0,-345500000.0,-703000000.0,66800000.0,-704200000.0,-537900000.0,-893000000.0,135200000.0,26100000.0,51600000.0,-44800000.0,-960800000.0,369900000.0,217600000.0
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10000.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,150000000.0,150000.0,150000000.0,150000000.0,150000000.0,150000000.0,150000000.0,150000000.0,150000000.0,150000000.0,150000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0
CommonStockSharesIssued / shares,81925000.0,81925.0,81925000.0,86119000.0,86119000.0,86119000.0,86119000.0,90215000.0,90215000.0,90215000.0,90215000.0,93743000.0,93743000.0,93743000.0,93743000.0,105156000.0,105156000.0,105156000.0,105156000.0,104594000.0,104594000.0,104594000.0,104594000.0,103765000.0,103765000.0,103765000.0,103765000.0,119813000.0,119813000.0,119813000.0,119813000.0,132743000.0,132743000.0,132743000.0,,134602000.0,134602000.0,134602000.0,,135927000.0,135927000.0,135927000.0,135927000.0,137584000.0,137584000.0,137584000.0,137584000.0,139000000.0,139000000.0,139000000.0,139000000.0,192600000.0,192600000.0,192600000.0,192600000.0,194500000.0,194500000.0,194500000.0,194500000.0,200800000.0,200800000.0
CommonStockSharesOutstanding / shares,81925000.0,81925.0,81925000.0,86119000.0,86119000.0,86119000.0,86119000.0,90215000.0,90215000.0,90215000.0,90215000.0,93743000.0,93743000.0,93743000.0,93743000.0,88918000.0,88918000.0,88918000.0,88918000.0,88356000.0,88356000.0,88356000.0,88356000.0,86573000.0,86573000.0,86573000.0,86573000.0,102621000.0,102621000.0,102621000.0,102621000.0,114038000.0,114038000.0,114038000.0,114038000.0,112181000.0,112181000.0,112181000.0,112181000.0,113506000.0,113506000.0,113506000.0,113506000.0,115163000.0,115163000.0,115163000.0,115163000.0,115400000.0,115400000.0,115400000.0,115400000.0,168900000.0,168900000.0,168900000.0,168900000.0,170800000.0,170800000.0,170800000.0,170800000.0,177100000.0,177100000.0
CommonStockValue / USD,819000.0,819000.0,819000.0,861000.0,861000.0,861000.0,861000.0,902000.0,902000.0,902000.0,902000.0,937000.0,937000.0,937000.0,937000.0,1052000.0,1052000.0,1052000.0,1052000.0,1046000.0,1046000.0,1046000.0,1046000.0,1038000.0,1038000.0,1038000.0,1038000.0,1198000.0,1198000.0,1198000.0,1198000.0,1327000.0,1327000.0,1327000.0,1327000.0,1346000.0,1346000.0,1346000.0,1346000.0,1359000.0,1359000.0,1359000.0,1359000.0,1376000.0,1376000.0,1376000.0,1376000.0,1400000.0,1400000.0,1400000.0,1400000.0,1900000.0,1900000.0,1900000.0,1900000.0,1900000.0,1900000.0,1900000.0,1900000.0,2000000.0,2000000.0
ComprehensiveIncomeNetOfTax / USD,,,,19104000.0,36838000.0,74384000.0,-124749000.0,-8445000.0,-65324000.0,-54003000.0,62630000.0,-122277000.0,-122842000.0,-51388000.0,-112542000.0,-62902000.0,-178840000.0,399179000.0,-40796000.0,-31426000.0,-84305000.0,-56338000.0,368293000.0,-57962000.0,-11013000.0,-58812000.0,-312210000.0,-41990000.0,-7110000.0,-42256000.0,-15574000.0,69836000.0,76210000.0,98727000.0,58057000.0,46409000.0,75593000.0,241785000.0,204943000.0,39481000.0,100822000.0,280439000.0,312380000.0,,,,,,,,,-167200000.0,,-591300000.0,369300000.0,-179100000.0,-785400000.0,-810600000.0,-1180700000.0,-267400000.0,-561300000.0
ContractWithCustomerAssetNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69522000.0,64226000.0,69522000.0,69522000.0,57643000.0,57643000.0,57643000.0,57643000.0,81625000.0,81625000.0,81625000.0,81625000.0,105554000.0,105554000.0,105554000.0,105554000.0,104900000.0,104900000.0,104900000.0,104900000.0,79900000.0,79900000.0,79900000.0,79900000.0,85000000.0,85000000.0,85000000.0,85000000.0,80800000.0,80800000.0
ContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566141000.0,566141000.0,566141000.0,566141000.0,864360000.0,864360000.0,864360000.0,864360000.0,806123000.0,806123000.0,806123000.0,806123000.0,965331000.0,965331000.0,965331000.0,965331000.0,936200000.0,936200000.0,936200000.0,936200000.0,1114300000.0,1114300000.0,1114300000.0,1114300000.0,1102400000.0,1102400000.0,1102400000.0,1102400000.0,1108900000.0,1108900000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777152000.0,777152000.0,777152000.0,777152000.0,843302000.0,843302000.0,843302000.0,843302000.0,777784000.0,777784000.0,777784000.0,777784000.0,928029000.0,928029000.0,928029000.0,928029000.0,865300000.0,865300000.0,865300000.0,865300000.0,1078800000.0,1078800000.0,1078800000.0,1078800000.0,1059500000.0,1059500000.0,1059500000.0,1059500000.0,1083500000.0,1083500000.0
ContractWithCustomerLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355589000.0,355589000.0,355589000.0,355589000.0,21058000.0,21058000.0,21058000.0,21058000.0,28339000.0,28339000.0,28339000.0,28339000.0,37302000.0,37302000.0,37302000.0,37302000.0,70900000.0,70900000.0,70900000.0,70900000.0,35500000.0,35500000.0,35500000.0,35500000.0,42900000.0,42900000.0,42900000.0,42900000.0,25400000.0,25400000.0
ContractWithCustomerLiabilityRevenueRecognized / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240485000.0,424129000.0,504600000.0,548531000.0,330421000.0,424129000.0,504600000.0,850266000.0,330421000.0,564833000.0,758301000.0,774279000.0,371213000.0,612946000.0,722658000.0,916546000.0,463200000.0,741500000.0,862900000.0,860100000.0,439700000.0,698900000.0,814500000.0,1065100000.0,523900000.0,838200000.0,991800000.0,1044400000.0,523900000.0,824500000.0
ContractualObligation / USD,,,,,,,,,,,711097000.0,,,,936309000.0,,,,1027556000.0,,,,1074347000.0,,,,831467000.0,,,,540502000.0,,,,1089649000.0,,,,1009564000.0,,,,1022642000.0,,,,1233165000.0,1888300000.0,1881500000.0,1806900000.0,1149900000.0,,,,904200000.0,,,,452100000.0,,
ContractualObligationDueAfterFifthYear / USD,,,,,,,,,,,36966000.0,,,,43986000.0,,,,36727000.0,,,,60198000.0,,,,81237000.0,,,,67726000.0,,,,187562000.0,,,,77668000.0,,,,21375000.0,,,,21865000.0,262500000.0,274400000.0,282600000.0,13000000.0,,,,7500000.0,,,,0.0,,
ContractualObligationDueInFifthYear / USD,,,,,,,,,,,22307000.0,,,,315977000.0,,,,28792000.0,,,,32424000.0,,,,36573000.0,,,,29321000.0,,,,93350000.0,,,,105663000.0,,,,81218000.0,,,,24429000.0,,,,16600000.0,,,,20300000.0,,,,8100000.0,,
ContractualObligationDueInFourthYear / USD,,,,,,,,,,,295460000.0,,,,31947000.0,,,,376610000.0,,,,50788000.0,,,,38604000.0,,,,47186000.0,,,,159394000.0,,,,212784000.0,,,,136008000.0,,,,159887000.0,67300000.0,76800000.0,87200000.0,29400000.0,,,,15100000.0,,,,12600000.0,,
ContractualObligationDueInNextTwelveMonths / USD,,,,,,,,,,,98200000.0,,,,159701000.0,,,,154567000.0,,,,411983000.0,,,,184629000.0,,,,234809000.0,,,,288334000.0,,,,201491000.0,,,,308884000.0,,,,443285000.0,411900000.0,483300000.0,504800000.0,497200000.0,,,,511700000.0,,,,231400000.0,,
ContractualObligationDueInSecondYear / USD,,,,,,,,,,,216216000.0,,,,62517000.0,,,,354459000.0,,,,103976000.0,,,,415638000.0,,,,94260000.0,,,,186279000.0,,,,207766000.0,,,,229353000.0,,,,312355000.0,340100000.0,400500000.0,365900000.0,340900000.0,,,,275500000.0,,,,152200000.0,,
ContractualObligationDueInThirdYear / USD,,,,,,,,,,,41948000.0,,,,322181000.0,,,,76401000.0,,,,414978000.0,,,,74786000.0,,,,67200000.0,,,,174730000.0,,,,204192000.0,,,,245804000.0,,,,271344000.0,208200000.0,212600000.0,295300000.0,252800000.0,,,,74100000.0,,,,47800000.0,,
CostOfRevenue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329700000.0,786400000.0,1136800000.0,,,1149700000.0,1841600000.0,1535400000.0,605500000.0,1489300000.0,2177500000.0,3064600000.0,567100000.0,1192300000.0
CurrentFederalTaxExpenseBenefit / USD,,,,,,,-3870000.0,,,,3193000.0,,,,-729000.0,,,,3705000.0,,,,16340000.0,,,,2773000.0,,,,792000.0,,,,19271000.0,,,,-7327000.0,,,,8240000.0,,,,26561000.0,,,,18400000.0,,,,12000000.0,,,,70200000.0,,
