fact_unit,2021-08-18,2021-10-29,2022-02-24,2022-05-06,2022-08-03,2022-11-03,2023-02-27,2023-05-10,2023-08-03,2023-11-07,2024-02-27,2024-05-08,2024-08-08,2024-10-31,2025-02-18,2025-05-01,2025-07-31,2025-11-06
FinancingReceivableAccruedInterestAfterAllowanceForCreditLoss / USD,,,,,,,,,,,,,,,5000000.0,3000000.0,3000000.0,3000000.0
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,,1188000.0,3408000.0,,,,3000000.0,,,21000000.0,12000000.0,,,,26000000.0,15000000.0,21000000.0,27000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive / USD,,,5609000.0,,,,5000000.0,,,,5000000.0,,,,1000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,8768000.0,9104000.0,,,,9000000.0,,,14000000.0,14000000.0,,,,10000000.0,19000000.0,28000000.0,26000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear / USD,,2210000.0,,,,,,,,5000000.0,,,,,,14000000.0,14000000.0,7000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,1210000.0,,,,1000000.0,,,,3000000.0,,,,2000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,1199000.0,1210000.0,,,,1000000.0,,,6000000.0,6000000.0,,,,2000000.0,11000000.0,20000000.0,18000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,5890000.0,6218000.0,,,,1000000.0,,,9000000.0,9000000.0,,,,5000000.0,12000000.0,21000000.0,19000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,8768000.0,9104000.0,,,,6000000.0,,,9000000.0,9000000.0,,,,8000000.0,16000000.0,24000000.0,23000000.0
FiniteLivedIntangibleAssetsNet / USD,,33575000.0,32455000.0,,,,23000000.0,,,51000000.0,46000000.0,,,,28000000.0,104000000.0,147000000.0,138000000.0
FloorBrokerageExchangeAndClearanceFees / USD,49016000.0,80460000.0,45459000.0,41000000.0,79000000.0,123000000.0,114000000.0,31000000.0,61000000.0,94000000.0,158000000.0,36000000.0,75000000.0,114000000.0,179000000.0,35000000.0,75000000.0,114000000.0
GeneralAndAdministrativeExpense / USD,73287000.0,186781000.0,85504000.0,137000000.0,249000000.0,1039000000.0,295000000.0,268000000.0,494000000.0,727000000.0,1371000000.0,647000000.0,806000000.0,1036000000.0,924000000.0,118000000.0,252000000.0,385000000.0
Goodwill / USD,,0.0,0.0,101000000.0,101000000.0,101000000.0,0.0,100000000.0,100000000.0,100000000.0,101000000.0,175000000.0,175000000.0,175000000.0,100000000.0,179000000.0,179000000.0,179000000.0
GoodwillAcquiredDuringPeriod / USD,,95564000.0,100521000.0,,,,101000000.0,,,,0.0,,,,68000000.0,113000000.0,203000000.0,205000000.0
GoodwillForeignCurrencyTranslationGainLoss / USD,,,,,,,,,,,,,,,,,1000000.0,2000000.0
GoodwillGross / USD,,,,,,,0.0,,,,101000000.0,,,,100000000.0,,,
GoodwillImpairedAccumulatedImpairmentLoss / USD,,,,,,,0.0,,,,0.0,,,,0.0,,,
GoodwillImpairmentLoss / USD,,0.0,0.0,,,,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain / USD,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0
HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss / USD,,,,,,,,1000000.0,2000000.0,2000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0
HeldToMaturitySecuritiesDebtMaturitiesWithinOneYearFairValue / USD,,,,,,,,290000000.0,320000000.0,372000000.0,412000000.0,412000000.0,412000000.0,412000000.0,412000000.0,399000000.0,399000000.0,399000000.0
HeldToMaturitySecuritiesFairValue / USD,,,,,,,,484000000.0,484000000.0,488000000.0,485000000.0,485000000.0,485000000.0,485000000.0,485000000.0,399000000.0,399000000.0,399000000.0
ImpairmentOfIntangibleAssetsExcludingGoodwill / USD,,0.0,0.0,,,,0.0,,,0.0,0.0,,,,0.0,0.0,,
ImpairmentOfLongLivedAssetsHeldForUse / USD,,,,,,0.0,0.0,,,47000000.0,0.0,,,,45000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,-104690000.0,,,,14000000.0,,,,-3687000000.0,,,,-1028000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,,-5464000.0,-107587000.0,-1433000000.0,-1897000000.0,-3265000000.0,13000000.0,-391000000.0,-685000000.0,-859000000.0,-3685000000.0,-509000000.0,-487000000.0,-562000000.0,-1027000000.0,162000000.0,353000000.0,506000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,-2897000.0,,,,-1000000.0,,,,2000000.0,,,,1000000.0,,,
IncomeTaxExaminationPenaltiesAndInterestExpense / USD,,,,,,,,,,,0.0,,,,0.0,,,
IncomeTaxExpenseBenefit / USD,448000.0,115000.0,-1018000.0,12000000.0,50000000.0,-1000000.0,6000000.0,1000000.0,2000000.0,3000000.0,2000000.0,2000000.0,-1000000.0,9000000.0,1000000.0,5000000.0,8000000.0,11000000.0
IncomeTaxesPaidNet / USD,417000.0,2839000.0,1396000.0,3000000.0,3000000.0,3000000.0,6000000.0,1000000.0,3000000.0,4000000.0,6000000.0,0.0,2000000.0,9000000.0,4000000.0,2000000.0,6000000.0,14000000.0
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities / USD,18248000.0,109398000.0,13895000.0,126000000.0,182000000.0,118000000.0,67000000.0,-2000000.0,-7000000.0,-45000000.0,134000000.0,18000000.0,51000000.0,145000000.0,-62000000.0,-46000000.0,-26000000.0,28000000.0
IncreaseDecreaseInAccountsReceivable / USD,769581000.0,1662798000.0,64711000.0,2029000000.0,2104000000.0,2805000000.0,2772000000.0,-1417000000.0,-2473000000.0,-2565000000.0,3362000000.0,-57000000.0,111000000.0,502000000.0,-3386000000.0,796000000.0,1538000000.0,1971000000.0
IncreaseDecreaseInBrokerageReceivables / USD,116703000.0,62709000.0,9081000.0,51000000.0,85000000.0,0.0,104000000.0,36000000.0,1000000.0,-13000000.0,-36000000.0,36000000.0,41000000.0,-13000000.0,-12000000.0,118000000.0,60000000.0,50000000.0
IncreaseDecreaseInContractWithCustomerAsset / USD,35297000.0,3427000.0,91294000.0,7000000.0,17000000.0,-10000000.0,-29000000.0,25000000.0,41000000.0,-2000000.0,-23000000.0,79000000.0,50000000.0,19000000.0,27000000.0,-96000000.0,-79000000.0,-71000000.0
IncreaseDecreaseInContractWithCustomerLiability / USD,1545000.0,1238000.0,1106000.0,0.0,1000000.0,0.0,1000000.0,0.0,0.0,1000000.0,0.0,1000000.0,4000000.0,5000000.0,1000000.0,32000000.0,39000000.0,46000000.0
IncreaseDecreaseInDeferredCharges / USD,,,,,,,,,,,,,6000000.0,10000000.0,0.0,74000000.0,196000000.0,202000000.0
IncreaseDecreaseInDepositOtherAssets / USD,113112000.0,121815000.0,85547000.0,97000000.0,47000000.0,91000000.0,103000000.0,-34000000.0,-39000000.0,-127000000.0,102000000.0,61000000.0,37000000.0,89000000.0,-142000000.0,247000000.0,213000000.0,126000000.0
IncreaseDecreaseInOtherOperatingAssets / USD,156252000.0,539103000.0,47758000.0,-616000000.0,-761000000.0,-771000000.0,46000000.0,24000000.0,9000000.0,-5000000.0,54000000.0,8000000.0,52000000.0,-10000000.0,26000000.0,83000000.0,128000000.0,11000000.0
IncreaseDecreaseInOtherOperatingLiabilities / USD,159206000.0,541004000.0,39621000.0,-693000000.0,-787000000.0,-826000000.0,88000000.0,1000000.0,-27000000.0,-39000000.0,122000000.0,2000000.0,-1000000.0,5000000.0,-31000000.0,41000000.0,-23000000.0,-42000000.0
IncreaseDecreaseInPayablesToCustomers / USD,2913253000.0,2729643000.0,802817000.0,-56000000.0,1871000000.0,914000000.0,3532000000.0,673000000.0,-680000000.0,-1080000000.0,578000000.0,285000000.0,410000000.0,-376000000.0,-1775000000.0,977000000.0,692000000.0,1167000000.0
IncreaseDecreaseInPrepaidExpense / USD,,,,20000000.0,35000000.0,112000000.0,0.0,-26000000.0,-11000000.0,-29000000.0,135000000.0,-2000000.0,-9000000.0,-26000000.0,-33000000.0,0.0,20000000.0,41000000.0
IncreaseDecreaseInSecuritiesBorrowed / USD,,,,,,0.0,0.0,0.0,66000000.0,139000000.0,0.0,327000000.0,443000000.0,687000000.0,517000000.0,505000000.0,615000000.0,2102000000.0
IncreaseDecreaseInSecuritiesLoanedTransactions / USD,91468000.0,487904000.0,674029000.0,110000000.0,722000000.0,1209000000.0,1247000000.0,-1500000000.0,-2284000000.0,-2228000000.0,1730000000.0,775000000.0,1148000000.0,1411000000.0,-1817000000.0,668000000.0,1544000000.0,3759000000.0
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,,1652000.0,1652000.0,,,,2000000.0,,,2000000.0,2000000.0,,,,2000000.0,5000000.0,44000000.0,33000000.0
IndefiniteLivedIntangibleAssetsForeignCurrencyTranslationGainLoss / USD,,,,,,,,,,,,,,,,,-1000000.0,1000000.0
IntangibleAssetsGrossExcludingGoodwill / USD,,36415000.0,37515000.0,,,,37000000.0,,,74000000.0,37000000.0,,,,74000000.0,124000000.0,212000000.0,199000000.0
IntangibleAssetsNetExcludingGoodwill / USD,,185000.0,185000.0,34000000.0,34000000.0,34000000.0,34000000.0,25000000.0,25000000.0,25000000.0,25000000.0,48000000.0,48000000.0,48000000.0,48000000.0,38000000.0,38000000.0,38000000.0
InterestExpenseBorrowings / USD,3059000.0,3934000.0,991000.0,3000000.0,8000000.0,14000000.0,5000000.0,6000000.0,12000000.0,18000000.0,20000000.0,6000000.0,11000000.0,17000000.0,24000000.0,6000000.0,12000000.0,18000000.0
InterestIncomeExpenseNet / USD,64014000.0,114420000.0,70639000.0,62000000.0,130000000.0,193000000.0,177000000.0,55000000.0,129000000.0,257000000.0,256000000.0,208000000.0,442000000.0,693000000.0,424000000.0,254000000.0,539000000.0,813000000.0
InterestPaidNet / USD,2582000.0,2698000.0,621000.0,1000000.0,3000000.0,6000000.0,3000000.0,3000000.0,6000000.0,6000000.0,12000000.0,3000000.0,6000000.0,8000000.0,12000000.0,7000000.0,8000000.0,12000000.0
LeaseCost / USD,6803000.0,10831000.0,7688000.0,5000000.0,12000000.0,21000000.0,16000000.0,,,,31000000.0,,,,40000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,114766000.0,264789000.0,258982000.0,262000000.0,217000000.0,209000000.0,190000000.0,,,,145000000.0,,,,189000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,102000000.0,,,,68000000.0,,,,41000000.0,,,,60000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,25150000.0,32646000.0,32646000.0,36000000.0,33000000.0,33000000.0,30000000.0,,,,28000000.0,,,,29000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,23724000.0,,,,17000000.0,,,,15000000.0,,,,23000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,17239000.0,32436000.0,32436000.0,25000000.0,22000000.0,22000000.0,19000000.0,,,,15000000.0,,,,25000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,18291000.0,33355000.0,33355000.0,34000000.0,30000000.0,30000000.0,27000000.0,,,,18000000.0,,,,25000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,22841000.0,34821000.0,34821000.0,35000000.0,31000000.0,31000000.0,29000000.0,,,,28000000.0,,,,27000000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,17965000.0,44385000.0,42046000.0,56000000.0,46000000.0,44000000.0,40000000.0,,,,28000000.0,,,,38000000.0,,,
Liabilities / USD,8864057000.0,8864057000.0,8864057000.0,12476000000.0,12476000000.0,12476000000.0,12476000000.0,16381000000.0,16381000000.0,16381000000.0,16381000000.0,25636000000.0,25636000000.0,25636000000.0,10928000000.0,18215000000.0,18215000000.0,18215000000.0
LiabilitiesAndStockholdersEquity / USD,10988474000.0,10988474000.0,10988474000.0,19769000000.0,19769000000.0,19769000000.0,19769000000.0,23337000000.0,23337000000.0,23337000000.0,23337000000.0,32332000000.0,32332000000.0,32332000000.0,17624000000.0,26187000000.0,26187000000.0,26187000000.0
LiabilitiesCurrent / USD,8816045000.0,8816045000.0,8816045000.0,12347000000.0,12347000000.0,12347000000.0,12347000000.0,16253000000.0,16253000000.0,16253000000.0,16253000000.0,25545000000.0,25545000000.0,25545000000.0,10837000000.0,18104000000.0,18104000000.0,18104000000.0
LitigationSettlementAmountAwardedFromOtherParty / USD,,,,,,,,,,,,,,9000000.0,9000000.0,,,
LossContingencyAccrualAtCarryingValue / USD,,39500000.0,57600000.0,85000000.0,85000000.0,85000000.0,84800000.0,85000000.0,85000000.0,85000000.0,85000000.0,190000000.0,190000000.0,190000000.0,190000000.0,128000000.0,128000000.0,128000000.0
MarketingExpense / USD,113432000.0,152520000.0,124699000.0,102000000.0,196000000.0,283000000.0,186000000.0,32000000.0,55000000.0,74000000.0,325000000.0,26000000.0,51000000.0,79000000.0,103000000.0,67000000.0,131000000.0,190000000.0
NetCashProvidedByUsedInFinancingActivities / USD,572881000.0,1270937000.0,375350000.0,3558000000.0,3559000000.0,5210000000.0,1276000000.0,0.0,1000000.0,0.0,5203000000.0,-11000000.0,-4000000.0,-619000000.0,0.0,-30000000.0,-72000000.0,-167000000.0
NetCashProvidedByUsedInInvestingActivities / USD,-16262000.0,-23290000.0,-12312000.0,-11000000.0,-28000000.0,-180000000.0,-32000000.0,-34000000.0,-60000000.0,-71000000.0,-238000000.0,-481000000.0,-482000000.0,-579000000.0,-60000000.0,-47000000.0,-59000000.0,-182000000.0
NetCashProvidedByUsedInOperatingActivities / USD,2063163000.0,1529548000.0,1260085000.0,-1882000000.0,399000000.0,-610000000.0,1876000000.0,437000000.0,-826000000.0,-1033000000.0,-885000000.0,828000000.0,1198000000.0,221000000.0,-852000000.0,-623000000.0,-569000000.0,1243000000.0
