fact_unit,2014-08-08,2014-11-07,2015-03-12,2015-05-15,2015-08-07,2015-11-06,2016-02-25,2016-05-05,2016-08-05,2016-11-03,2017-02-17,2017-05-08,2017-08-04,2017-11-03,2018-02-20,2018-05-04,2018-08-08,2018-11-05,2019-02-15,2019-05-06,2019-08-02,2019-11-01,2020-02-14,2020-05-06,2020-08-05,2020-11-03,2021-02-19,2021-05-06,2021-08-03,2021-11-02,2022-02-15,2022-05-03,2022-08-02,2022-11-01,2023-02-14,2023-05-02,2023-08-01,2023-10-31,2024-02-13,2024-05-08,2024-07-31,2024-11-08,2025-02-19,2025-05-07,2025-08-06,2025-11-05
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,,,,,,,,,,,,,,,,,1178319000.0,1129167000.0,472489000.0,992334000.0,1555643000.0,1646186000.0,595424000.0,1203745000.0,1858160000.0,2151369000.0,523029000.0,1063599000.0,1669030000.0,2410706000.0,667562000.0,1374881000.0,2123578000.0,2317512000.0,877066000.0,1928957000.0,3105758000.0,2948037000.0,1351351000.0,2810275000.0,4319731000.0,4381310000.0,1571400000.0,3261800000.0,5072700000.0
SellingAndMarketingExpense / USD,23180000.0,37703000.0,28603000.0,28603000.0,39366000.0,60322000.0,55115000.0,24587000.0,51268000.0,77776000.0,85338000.0,27606000.0,59350000.0,92566000.0,109084000.0,37027000.0,75657000.0,116297000.0,130887000.0,42140000.0,88328000.0,136231000.0,155105000.0,51053000.0,104093000.0,159372000.0,187142000.0,57086000.0,108323000.0,161695000.0,213907000.0,71020000.0,141645000.0,211385000.0,229366000.0,80739000.0,160111000.0,241512000.0,286171000.0,93492000.0,191463000.0,293496000.0,326955000.0,105100000.0,209500000.0,316300000.0
ShareBasedCompensation / USD,3815000.0,6399000.0,4703000.0,4703000.0,11487000.0,19569000.0,10159000.0,8839000.0,20047000.0,32325000.0,27619000.0,13360000.0,27592000.0,42708000.0,45303000.0,16439000.0,34839000.0,54991000.0,59032000.0,20851000.0,43329000.0,66583000.0,75427000.0,24291000.0,48588000.0,74845000.0,91202000.0,27556000.0,60478000.0,96947000.0,101280000.0,37553000.0,82497000.0,135632000.0,137042000.0,50279000.0,100503000.0,165980000.0,186875000.0,62881000.0,130008000.0,215398000.0,230934000.0,77200000.0,156500000.0,254600000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber / shares,3051000.0,3661000.0,3397000.0,3397000.0,3170000.0,3000.0,3692000.0,,,,3642000.0,,,,2992000.0,2911000.0,2827000.0,2734000.0,3097000.0,2762000.0,2628000.0,2700000.0,2755000.0,2626000.0,2609000.0,2489000.0,2263000.0,2169000.0,2059000.0,1814000.0,6650000.0,6304000.0,6145000.0,5759000.0,5276000.0,4225000.0,3497000.0,2799000.0,2247000.0,1629000.0,1202000.0,997000.0,2986000.0,1900000.0,1100000.0,900000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice / USD/shares,4.27,4.67,5.36,5.36,7.21,7.77,8.68,,,,15.29,,,,20.7,22.71,22.87,22.39,25.22,26.11,26.75,27.53,28.22,29.64,30.93,31.62,32.25,34.55,36.79,36.95,9.7,10.07,10.58,10.91,11.88,13.43,14.89,16.61,18.14,20.98,22.04,23.26,6.43,7.74,10.37,11.74
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue / USD,3300000.0,7500000.0,80500000.0,80500000.0,105900000.0,,152400000.0,,,,147600000.0,,,,152400000.0,,,,147600000.0,,,,307700000.0,,,,283800000.0,,,,323100000.0,,,,245900000.0,,,,410900000.0,,,,311700000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod / shares,298000.0,507000.0,654000.0,654000.0,704000.0,830000.0,912000.0,161000.0,232000.0,314000.0,362000.0,223000.0,306000.0,322000.0,399000.0,18000.0,25000.0,41000.0,49000.0,8000.0,14000.0,64000.0,70000.0,16000.0,21000.0,31000.0,39000.0,12000.0,18000.0,22000.0,93000.0,121000.0,164000.0,177000.0,180000.0,1000.0,1000.0,2000.0,2000.0,24000.0,24000.0,24000.0,96000.0,100000.0,100000.0,100000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross / shares,3331000.0,3483000.0,4412000.0,4412000.0,1035000.0,1207000.0,1235000.0,413000.0,440000.0,440000.0,441000.0,165000.0,170000.0,170000.0,170000.0,0.0,82000.0,82000.0,113000.0,74000.0,76000.0,76000.0,76000.0,0.0,0.0,0.0,115000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue / USD,254319000.0,254319000.0,254319000.0,254319000.0,598775000.0,598775000.0,598775000.0,,,,620802000.0,,,,646394000.0,1422637000.0,1422637000.0,1422637000.0,1422637000.0,1027741000.0,1027741000.0,1027741000.0,1027741000.0,740387000.0,740387000.0,740387000.0,740387000.0,841659000.0,841659000.0,841659000.0,841659000.0,1140369000.0,1140369000.0,1140369000.0,1140369000.0,618774000.0,618774000.0,618774000.0,618774000.0,529931000.0,529931000.0,529931000.0,529931000.0,320900000.0,320900000.0,320900000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber / shares,11245000.0,11245000.0,11245000.0,11245000.0,13654000.0,13654000.0,13654000.0,,,,11630000.0,,,,9509000.0,7024000.0,7024000.0,7024000.0,7024000.0,5899000.0,5899000.0,5899000.0,5899000.0,4564000.0,4564000.0,4564000.0,4564000.0,3430000.0,3430000.0,3430000.0,13719000.0,8685000.0,8685000.0,8685000.0,8685000.0,5769000.0,5769000.0,5769000.0,5769000.0,2457000.0,2457000.0,2457000.0,9828000.0,3100000.0,3100000.0,3100000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice / USD/shares,6.82,6.82,6.82,6.82,17.63,17.63,17.63,,,,24.49,,,,28.79,33.05,33.05,33.05,33.05,37.09,37.09,37.09,37.09,42.5,42.5,42.5,42.5,45.17,45.17,45.17,11.29,12.45,12.45,12.45,12.45,14.09,14.09,14.09,14.09,19.83,19.83,19.83,4.96,6.71,6.71,6.71
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice / USD/shares,9.01,7.6,6.04,6.04,7.28,7.46,7.63,,,,11.32,,,,19.73,25.39,29.87,33.07,32.24,28.71,29.39,29.37,29.38,24.72,25.36,29.15,31.55,29.57,30.81,36.81,9.3,10.09,9.17,9.61,8.76,7.72,8.32,9.0,9.84,13.41,16.04,16.41,4.14,4.03,3.99,3.99
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice / USD/shares,8.99,11.19,12.45,12.45,19.5,20.72,22.09,,,,31.22,,,,34.04,41.58,42.79,53.44,49.53,35.06,32.22,37.08,37.86,199.6,159.36,121.24,105.51,36.08,38.62,38.54,9.55,18.11,16.44,15.68,15.7,9.26,9.26,8.1,7.82,20.07,20.07,20.07,5.02,14.49,14.49,14.7
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice / USD/shares,31.4,33.32,40.88,40.88,66.8,66.69,66.68,,,,56.95,,,,96.6,0.0,244.2,244.2,241.92,225.25,226.53,226.53,226.53,0.0,0.0,0.0,28.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1 / USD,177332000.0,306260000.0,188223000.0,188223000.0,236274000.0,186016000.0,255392000.0,,,,296738000.0,,,,643012000.0,676982000.0,663243000.0,665576000.0,574392000.0,796325000.0,612008000.0,570690000.0,482712000.0,454105000.0,467293000.0,436617000.0,584598000.0,579805000.0,670147000.0,556227000.0,891466000.0,812692000.0,511007000.0,587246000.0,577583000.0,652547000.0,514659000.0,468286000.0,488319000.0,438107000.0,394687000.0,359633000.0,310814000.0,134800000.0,105200000.0,126400000.0
StockIssuedDuringPeriodSharesStockOptionsExercised / shares,186000.0,244000.0,1349000.0,1349000.0,1654000.0,1961000.0,2347000.0,,,,2200000.0,,,,2260000.0,394000.0,720000.0,1038000.0,1189000.0,613000.0,1000000.0,1164000.0,1341000.0,309000.0,504000.0,800000.0,1210000.0,263000.0,538000.0,947000.0,4941000.0,737000.0,1230000.0,1938000.0,2736000.0,1132000.0,1930000.0,2694000.0,3310000.0,679000.0,1152000.0,1391000.0,6642000.0,1000000.0,1800000.0,2100000.0
StockIssuedDuringPeriodValueAcquisitions / USD,,,,,,,,,,,,,,,,,,,15555000.0,,,15555000.0,15555000.0,,,,15555000.0,,,,,4049000.0,4049000.0,4049000.0,4049000.0,4049000.0,4049000.0,4049000.0,4049000.0,,2331000.0,2331000.0,4049000.0,,,
StockIssuedDuringPeriodValueShareBasedCompensationGross / USD,,,,,,,,,,,,,,,,,,,,17300000.0,28810000.0,49642000.0,,26323000.0,38104000.0,52177000.0,,17082000.0,22228000.0,42704000.0,,18081000.0,26884000.0,56154000.0,,19160000.0,22991000.0,43073000.0,67245000.0,23096000.0,30410000.0,53797000.0,48411000.0,25100000.0,34500000.0,55500000.0
StockRepurchasedAndRetiredDuringPeriodShares / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8700000.0,11100000.0,11100000.0
StockRepurchasedAndRetiredDuringPeriodValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62700000.0,234700000.0,299800000.0
StockRepurchasedDuringPeriodShares / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,367000.0,367000.0,743000.0,8048000.0,1171000.0,5954000.0,6433000.0,4537000.0,735000.0,954000.0,954000.0,6461000.0,228000.0,842000.0,1047000.0,3816000.0,,,
StockRepurchasedDuringPeriodValue / USD,,,,,,,,,,,,,,,,,,,,,100008000.0,214617000.0,266142000.0,227895000.0,100008000.0,214617000.0,266142000.0,227895000.0,227895000.0,395173000.0,266142000.0,101355000.0,101355000.0,235512000.0,395173000.0,136228000.0,619888000.0,667470000.0,411645000.0,82275000.0,112279000.0,112279000.0,670287000.0,,,
StockholdersEquity / USD,77732000.0,77732000.0,-8194000.0,-8194000.0,555658000.0,555658000.0,18910000.0,788152000.0,788152000.0,788152000.0,77732000.0,1107820000.0,1107820000.0,1107820000.0,555658000.0,1661914000.0,1661914000.0,1661914000.0,788152000.0,1661914000.0,1661914000.0,1661914000.0,1107820000.0,2143389000.0,2143389000.0,2143389000.0,1661914000.0,2894686000.0,2894686000.0,2894686000.0,2143389000.0,3320291000.0,3320291000.0,3320291000.0,2894686000.0,3978600000.0,3978600000.0,3978600000.0,3320291000.0,4885820000.0,4885820000.0,4885820000.0,3978600000.0,7219100000.0,7219100000.0,7219100000.0
StockholdersEquityNoteStockSplitConversionRatio1 / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,,,,,,,,4.0,4.0,4.0,4.0
TreasuryStockAcquiredAverageCostPerShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.88,275.88,316.98,49.11,116.3,104.11,103.75,90.73,111.9,117.7,117.7,103.74,274.82,278.77,286.47,29.43,90.5,88.7,88.7
UnrecognizedTaxBenefits / USD,,,13326000.0,13326000.0,21500000.0,21322000.0,13960000.0,22500000.0,23500000.0,20200000.0,16973000.0,29900000.0,32200000.0,34400000.0,21322000.0,,,,22239000.0,,,,26915000.0,,,,48835000.0,,,,74436000.0,,,,93806000.0,,,,92500000.0,,,,114813000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,0.0,0.0,,0.0,32000.0,,,,431000.0,,,,228000.0,,,,426000.0,,,,21000.0,,,,675000.0,,,,89000.0,,,,18029000.0,,,,853000.0,,,,3781000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,,0.0,0.0,,0.0,0.0,,,,0.0,,,,0.0,,,,432000.0,,,,0.0,,,,0.0,,,,12388000.0,,,,,,,,,,,,0.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense / USD,,,500000.0,500000.0,,,700000.0,,,,400000.0,,,,500000.0,,,,400000.0,,,,900000.0,,,,200000.0,,,,100000.0,,,,0.0,,,,0.0,,,,0.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,634000.0,634000.0,,51000.0,2975000.0,,,,4355000.0,,,,7385000.0,,,,11359000.0,,,,22202000.0,,,,27413000.0,,,,22714000.0,,,,20274000.0,,,,21104000.0,,,,25355000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,0.0,0.0,,99000.0,70000.0,,,,425000.0,,,,346000.0,,,,46000.0,,,,1243000.0,,,,330000.0,,,,11171000.0,,,,3103000.0,,,,2476000.0,,,,1566000.0,,,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,,,0.0,0.0,,5786000.0,0.0,,,,0.0,,,,6586000.0,,,,5871000.0,,,,1504000.0,,,,2173000.0,,,,2120000.0,,,,6654000.0,,,,414000.0,,,,596000.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,,,12200000.0,12200000.0,,,13900000.0,,,,15800000.0,,,,13000000.0,,,,13900000.0,,,,26800000.0,,,,35700000.0,,,,28500000.0,,,,44700000.0,,,,60900000.0,,,,79300000.0,,,
WeightedAverageNumberOfDilutedSharesOutstanding / shares,28650000.0,29241000.0,24901000.0,24901000.0,38962000.0,49323000.0,30051000.0,70722000.0,70919000.0,71232000.0,54590000.0,72214000.0,72523000.0,72811000.0,71411000.0,77516000.0,78166000.0,78528000.0,73222000.0,80721000.0,74250000.0,80844000.0,78977000.0,81201000.0,81271000.0,81104000.0,80844000.0,79939000.0,79620000.0,79519000.0,323516000.0,318492000.0,318708000.0,318976000.0,317860000.0,319652000.0,318040000.0,316745000.0,319238000.0,315578000.0,316031000.0,316564000.0,1265835000.0,1279400000.0,1279600000.0,1280300000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,26607000.0,26927000.0,24711000.0,24711000.0,33834000.0,43453000.0,27320000.0,64635000.0,65018000.0,65609000.0,48427000.0,67737000.0,68006000.0,68365000.0,65964000.0,71114000.0,71555000.0,71903000.0,68771000.0,73994000.0,74250000.0,74506000.0,72258000.0,75920000.0,76238000.0,76301000.0,74750000.0,76264000.0,76036000.0,76024000.0,305248000.0,305224000.0,305536000.0,306176000.0,303936000.0,308045000.0,307399000.0,306576000.0,306512000.0,306985000.0,307810000.0,308602000.0,1225891000.0,1252100000.0,1253500000.0,1255000000.0
