fact_unit,2014-06-10,2014-08-13,2014-11-12,2015-03-20,2015-05-12,2015-08-11,2015-11-10,2016-02-29,2016-05-10,2016-08-09,2016-11-07,2017-02-27,2017-05-08,2017-08-07,2017-11-06,2018-03-01,2018-05-07,2018-08-06,2018-11-05,2019-02-26,2019-05-06,2019-08-01,2019-11-06,2020-02-28,2020-05-08,2020-08-07,2020-11-06,2021-02-25,2021-05-06,2021-08-09,2021-11-05,2022-02-28,2022-05-09,2022-08-05,2022-11-07,2023-02-24,2023-05-08,2023-08-03,2023-11-06,2024-02-27,2024-05-09,2024-08-07,2024-11-08,2025-02-27,2025-05-12,2025-08-08,2025-11-06
CommonStockSharesOutstanding / shares,,,,,,,,,,,,,,,,,,,,0.0,101595096.0,101595096.0,101595096.0,101595096.0,115243029.0,115243029.0,115243029.0,115243029.0,259631180.0,259631180.0,259631180.0,259631180.0,290451548.0,290451548.0,290451548.0,290451548.0,294614235.0,294614235.0,294614235.0,294614235.0,307585576.0,307585576.0,307585576.0,307585576.0,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,,469178000.0,,,,,362453000.0,,39441000.0,94973000.0,54017000.0,,,,,,,,,,,,,,,,,,-290005000.0,-70642000.0,87578000.0,376126000.0,153737000.0,428514000.0,633903000.0,353213000.0,128505000.0,152467000.0,74077000.0,896841000.0,213955000.0,541775000.0,714765000.0,405004000.0,192168000.0,466507000.0,784327000.0
CurrentIncomeTaxExpenseBenefit / USD,,,,27651000.0,,,,30672000.0,,,,24540000.0,,,,18416000.0,,,,30846000.0,,,,-15477000.0,,,,27903000.0,,,,44525000.0,,,,39818000.0,,,,64754000.0,,,,64516000.0,,,
DeferredIncomeTaxExpenseBenefit / USD,,,,-1497000.0,,,,28591000.0,,,,-13287000.0,,,,648000.0,,,,-19827000.0,,,,-7575000.0,,,,4299000.0,,,,7851000.0,,,,15175000.0,,,,82631000.0,,,,7375000.0,,,
DeferredTaxAssetsLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,46400000.0,46400000.0,46400000.0,,70000000.0,70000000.0,70000000.0,,39400000.0,39400000.0,39400000.0,,68900000.0,68900000.0,68900000.0,,21500000.0,21500000.0,21500000.0,,241900000.0,241900000.0,241900000.0
DeferredTaxAssetsOperatingLossCarryforwards / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10600000.0,,,,10600000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,,,,,,,,,,,,,,,,28900000.0,,,,,,,,,,,,,,1000000.0,,,,1000000.0,,,,2200000.0,,,,900000.0,,,
Depreciation / USD,,,,,,,,6300000.0,,,,7300000.0,,,,6900000.0,,,,8200000.0,,,,12600000.0,,,,16100000.0,,,,17100000.0,,,,19000000.0,,,,22100000.0,,,,26200000.0,,,
Dividends / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346652000.0,346652000.0,346652000.0
DividendsPayableAmountPerShare / USD/shares,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,0.93,0.93,1.12,,
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,17365000.0,9760000.0,-11187000.0,-16555000.0,21500000.0,-14120000.0,-15811000.0,16793000.0,5624000.0,-2749000.0,3361000.0,-20763000.0,19956000.0,-4652000.0,-17959000.0,-35585000.0,-19104000.0,4711000.0,-3052000.0,-19171000.0,-10240000.0,-11285000.0,-17206000.0,23969000.0
EffectiveIncomeTaxRateContinuingOperations / pure,,,,0.021,,,,0.068,,,,0.02,,,,0.234,,,,0.037,,,,-0.156,,,,0.175,,,,0.123,,,,0.145,,,,0.138,,,,0.141,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,,,,0.35,,,,0.35,,,,0.35,,,,0.35,,,,0.35,,,,0.35,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance / pure,,,,0.004,,,,-0.008,,,,0.003,,,,-0.013,,,,0.002,,,,0.013,,,,0.001,,,,0.0,,,,0.003,,,,0.0,,,,0.002,,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential / pure,,,,-0.004,,,,0.006,,,,0.001,,,,0.014,,,,-0.009,,,,0.003,,,,0.003,,,,0.003,,,,0.003,,,,-0.001,,,,-0.014,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,,,,0.012,,,,0.003,,,,-0.011,,,,0.009,,,,-0.017,,,,0.004,,,,-0.003,,,,-0.001,,,,-0.002,,,,-0.002,,,,0.003,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,,,0.002,,,,0.008,,,,0.004,,,,0.056,,,,0.009,,,,-0.014,,,,0.021,,,,0.019,,,,0.018,,,,0.019,,,,0.022,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,92900000.0,,14000000.0,27400000.0,37200000.0,3300000.0,8600000.0,14500000.0,21200000.0,9200000.0,53100000.0,80400000.0,86000000.0,1500000.0,1500000.0,1500000.0,1500000.0,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromExerciseOfStockOptions / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400000.0,1400000.0,1400000.0,,,
EntityPublicFloat / USD,,,,884500756.0,,,,853516888.0,,,,652029249.0,,,,858409578.0,,,,1324051923.0,,,,1980043921.0,,,,4469964167.0,,,,9289667561.0,,,,9099200883.0,,,,16519398894.0,,,,25545399693.0,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,,,,46113000.0,73154000.0,73154000.0,73154000.0,73154000.0,,,,118862000.0,92219000.0,92219000.0,92219000.0,92219000.0,68641000.0,68641000.0,68641000.0,68641000.0,52701000.0,52701000.0,52701000.0,52701000.0,11242000.0,11242000.0,11242000.0,11242000.0,28082000.0,28082000.0,28082000.0,28082000.0,115791000.0,115791000.0,115791000.0,115791000.0,220472000.0,220472000.0,220472000.0,220472000.0,316093000.0,316093000.0,316093000.0,316093000.0,393078000.0,393078000.0,393078000.0
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive / USD,,,,1605000.0,,,,22906000.0,,,,18918000.0,,,,15726000.0,,,,12867000.0,,,,2489000.0,,,,38700000.0,,,,235156000.0,,,,149418000.0,,,,93128000.0,,,,62925000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,19943000.0,,,,25764000.0,,,,17850000.0,,,,9031000.0,,,,4602000.0,,,,1627000.0,,,,42424000.0,,,,122051000.0,,,,125873000.0,,,,115722000.0,,,,107317000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,,1172000.0,,,,4071000.0,,,,3987000.0,,,,3192000.0,,,,2859000.0,,,,711000.0,,,,26834000.0,,,,76918000.0,,,,65285000.0,,,,38904000.0,,,,39859000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,,1802000.0,,,,4458000.0,,,,4071000.0,,,,3987000.0,,,,3192000.0,,,,711000.0,,,,33144000.0,,,,103714000.0,,,,78232000.0,,,,62907000.0,,,,46236000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,,6530000.0,,,,9106000.0,,,,4458000.0,,,,4071000.0,,,,3987000.0,,,,895000.0,,,,38946000.0,,,,111905000.0,,,,106684000.0,,,,77047000.0,,,,70153000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,,9896000.0,,,,18666000.0,,,,9031000.0,,,,4458000.0,,,,4071000.0,,,,1542000.0,,,,42040000.0,,,,118574000.0,,,,114928000.0,,,,102987000.0,,,,81538000.0,,,
FiniteLivedIntangibleAssetsGross / USD,,,,114855000.0,114102000.0,114102000.0,114102000.0,114102000.0,,,,205269000.0,153739000.0,153739000.0,153739000.0,153739000.0,,109106000.0,109106000.0,109106000.0,84135000.0,84135000.0,84135000.0,84135000.0,19217000.0,19217000.0,19217000.0,19217000.0,247077000.0,247077000.0,247077000.0,247077000.0,882817000.0,882817000.0,882817000.0,882817000.0,859957000.0,859957000.0,859957000.0,859957000.0,805662000.0,805662000.0,805662000.0,805662000.0,801895000.0,801895000.0,801895000.0
FiniteLivedIntangibleAssetsNet / USD,,,,68742000.0,40948000.0,40948000.0,40948000.0,40948000.0,,,,84971000.0,58315000.0,58315000.0,58315000.0,58315000.0,40465000.0,40465000.0,40465000.0,40465000.0,31434000.0,31434000.0,31434000.0,31434000.0,7975000.0,7975000.0,7975000.0,7975000.0,222088000.0,222088000.0,222088000.0,222088000.0,768818000.0,768818000.0,768818000.0,768818000.0,640420000.0,640420000.0,640420000.0,640420000.0,490695000.0,490695000.0,490695000.0,490695000.0,408028000.0,408028000.0,408028000.0
ForeignCurrencyTransactionGainLossRealized / USD,,,,100000.0,,,,600000.0,,,,-300000.0,,,,-300000.0,,,,16200000.0,,,,1700000.0,,,,-100000.0,,,,-8500000.0,,,,13100000.0,,,,-4800000.0,,,,-13500000.0,,,
Goodwill / USD,,58159000.0,,58159000.0,85582000.0,85582000.0,85582000.0,58159000.0,,,,85581000.0,143724000.0,143724000.0,143724000.0,144067000.0,143895000.0,143895000.0,143895000.0,143724000.0,143786000.0,143786000.0,143786000.0,143895000.0,143855000.0,143855000.0,143855000.0,143786000.0,371047000.0,371047000.0,371047000.0,143855000.0,787972000.0,787972000.0,787972000.0,371047000.0,999656000.0,999656000.0,999656000.0,787972000.0,1123976000.0,1123976000.0,1123976000.0,999656000.0,1162636000.0,1162636000.0,1162636000.0
GoodwillAcquiredDuringPeriod / USD,,,,,,,,27585000.0,,,,58600000.0,,,,,,,,,,,,,,,224601000.0,224601000.0,,417184000.0,417665000.0,224601000.0,213216000.0,213328000.0,213328000.0,417753000.0,22000.0,22000.0,22000.0,213218000.0,7354000.0,7354000.0,7395000.0,124414000.0,2297710000.0,2270287000.0,2269489000.0
GoodwillForeignCurrencyTranslationGainLoss / USD,,,,,,,,,,,,-114000.0,31000.0,100000.0,156000.0,-343000.0,73000.0,-47000.0,-68000.0,171000.0,36000.0,-7000.0,-65000.0,-109000.0,-113000.0,-121000.0,1038000.0,69000.0,-1027000.0,480000.0,962000.0,2591000.0,-899000.0,-2856000.0,-4560000.0,-828000.0,-741000.0,-1658000.0,-1877000.0,-1534000.0,-1245000.0,-1003000.0,1703000.0,-94000.0,38995000.0,3269000.0,5325000.0
GoodwillImpairmentLoss / USD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GoodwillTransfers / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GuaranteeObligationsMaximumExposure / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,209700000.0,209700000.0,209700000.0,209700000.0,31500000.0,31500000.0,31500000.0,31500000.0,122300000.0,122300000.0,122300000.0,122300000.0,1100000.0,1100000.0,1100000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425180000.0,190064000.0,509841000.0,756829000.0,379478000.0,161309000.0,228375000.0,167997000.0,1065690000.0,241122000.0,623091000.0,849963000.0,510806000.0,231048000.0,548373000.0,875479000.0
IncomeLossFromEquityMethodInvestments / USD,,,,,,,,,,,,,,,,23800000.0,5800000.0,41300000.0,50200000.0,51000000.0,3500000.0,7300000.0,3500000.0,78300000.0,29000000.0,34500000.0,45600000.0,-3800000.0,-28800000.0,7200000.0,1800000.0,57400000.0,26600000.0,80400000.0,99300000.0,22500000.0,15200000.0,8800000.0,25065000.0,114856000.0,23914000.0,33055000.0,34900000.0,21657000.0,10127000.0,43541000.0,51633000.0
IncomeTaxExpenseBenefit / USD,,30762000.0,35552000.0,26154000.0,-6695000.0,-1428000.0,971000.0,59263000.0,4059000.0,10162000.0,15741000.0,11253000.0,4665000.0,231000.0,7868000.0,19064000.0,-34264000.0,-33011000.0,-28459000.0,11019000.0,-12375000.0,24528000.0,29659000.0,-23052000.0,14384000.0,23889000.0,35590000.0,32202000.0,-20616000.0,3805000.0,22119000.0,52376000.0,25754000.0,74212000.0,104487000.0,54993000.0,20411000.0,33871000.0,22272000.0,147385000.0,33806000.0,83520000.0,113418000.0,71891000.0,27233000.0,68307000.0,114760000.0
IncomeTaxesPaid / USD,,10629000.0,,,,,,,,,,,,,,,,,,,,,,,,,,27482000.0,,,,35625000.0,,,,38174000.0,,,,104864000.0,,,,104864000.0,,,
IncreaseDecreaseInEquitySecuritiesFvNi / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7100000.0,3099000.0,6036000.0,-1426000.0,5626000.0,2479000.0,2048000.0,-3494000.0
IntangibleAssetsGrossExcludingGoodwill / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222088000.0,222088000.0,1422818000.0,1422818000.0,1422818000.0,1422818000.0,1208220000.0,1208220000.0,1208220000.0,1208220000.0,1058495000.0,1058495000.0,1058495000.0,1058495000.0,975828000.0,975828000.0,975828000.0
InterestPaidNet / USD,,2574000.0,,,,,,,,,,,,,,,,,,,,,,,,,,184951000.0,,,,233090000.0,,,,257132000.0,,,,320329000.0,,,,320329000.0,,,
InvestmentOwnedBalanceShares / shares,,,,,,,,,,,,,211596016.0,211243045.0,211243045.0,211243045.0,212356696.0,212356696.0,212356696.0,212356696.0,218613369.0,218613369.0,218613369.0,218613369.0,231883861.0,231883861.0,231883861.0,231883861.0,259630180.0,259630180.0,259630180.0,259630180.0,290450548.0,290450548.0,290450548.0,290450548.0,294613235.0,294613235.0,294613235.0,294613235.0,307584576.0,307584576.0,307584576.0,307584576.0,313169171.0,313169171.0,313169171.0
LaborAndRelatedExpense / USD,,147534000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,365215000.0,837108000.0,1162633000.0,357243000.0,501539000.0,837108000.0,767252000.0,357243000.0,729612000.0,1155031000.0,1162633000.0,360781000.0,728331000.0,1095833000.0,1498590000.0,412951000.0,832809000.0,1268685000.0
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,211060000.0,205669000.0,198826000.0,191960000.0,192718000.0,185808000.0,181608000.0,199790000.0,206157000.0,217125000.0,230370000.0,221292000.0,213238000.0,203000000.0,206531000.0,203629000.0,206346000.0,230942000.0,406363000.0,396444000.0,381589000.0,375297000.0,820741000.0,1012580000.0,1056189000.0,1046899000.0,1034819000.0
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,74328000.0,74530000.0,74469000.0,50600000.0,55515000.0,,,38713000.0,,,,39246000.0,,,,36077000.0,,,,180050000.0,,,,703955000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,30314000.0,,30316000.0,31044000.0,34304000.0,39825000.0,42258000.0,41989000.0,42865000.0,38872000.0,38826000.0,40866000.0,46532000.0,44063000.0,46864000.0,52321000.0,51399000.0,51927000.0,53356000.0,57292000.0,56074000.0,74422000.0,76149000.0,75796000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,26447000.0,26923000.0,26760000.0,23913000.0,25178000.0,,,28969000.0,,,,26995000.0,,,,15864000.0,,,,27408000.0,,,,64927000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,29614000.0,30067000.0,30307000.0,27062000.0,28026000.0,25184000.0,25593000.0,29477000.0,31717000.0,33635000.0,36251000.0,36177000.0,27482000.0,28011000.0,29819000.0,25198000.0,17902000.0,22920000.0,36932000.0,37497000.0,27364000.0,27914000.0,58612000.0,69900000.0,72411000.0,73449000.0,73448000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,28192000.0,28627000.0,29132000.0,30618000.0,31506000.0,28016000.0,28549000.0,32248000.0,32844000.0,34913000.0,36579000.0,36994000.0,36638000.0,36821000.0,41842000.0,37242000.0,27254000.0,32275000.0,47439000.0,48206000.0,37498000.0,38041000.0,45612000.0,56546000.0,78393000.0,79343000.0,79184000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,29060000.0,29516000.0,30008000.0,29453000.0,30320000.0,31497000.0,31925000.0,36079000.0,35795000.0,37960000.0,38277000.0,39015000.0,38252000.0,38180000.0,43390000.0,42716000.0,39069000.0,44077000.0,51412000.0,51884000.0,48234000.0,48871000.0,55053000.0,61178000.0,68277000.0,69632000.0,69136000.0
LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear / USD,,,,,,,,,,,,,,,,,,,,,23419000.0,16006000.0,8150000.0,,22173000.0,15264000.0,8647000.0,,27311000.0,21666000.0,10591000.0,,32355000.0,21557000.0,10732000.0,,35727000.0,21147000.0,12256000.0,,36831000.0,25333000.0,11646000.0,,49208000.0,33386000.0,22315000.0
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,28023000.0,26477000.0,24748000.0,23143000.0,22890000.0,21287000.0,19871000.0,19554000.0,19563000.0,18836000.0,15689000.0,16217000.0,15926000.0,13825000.0,13351000.0,13013000.0,15256000.0,24126000.0,79461000.0,76872000.0,73253000.0,71092000.0,285055000.0,370716000.0,370151000.0,360154000.0,358447000.0
Liabilities / USD,,16030319000.0,16030319000.0,16030319000.0,14873302000.0,14879619000.0,14879619000.0,14879619000.0,3329497000.0,3329497000.0,3329497000.0,3329497000.0,4452450000.0,4452450000.0,4452450000.0,4452450000.0,7103230000.0,7103230000.0,7103230000.0,7103230000.0,8760351000.0,8760351000.0,8760351000.0,7103230000.0,10155598000.0,10155598000.0,10155598000.0,10155598000.0,12596852000.0,12596852000.0,12596852000.0,12596852000.0,16694730000.0,16694730000.0,16694730000.0,16694730000.0,17097810000.0,17097810000.0,17097810000.0,17097810000.0,19709151000.0,19709151000.0,19709151000.0,19709151000.0,17485922000.0,17485922000.0,17485922000.0
LiabilitiesAndStockholdersEquity / USD,,23705384000.0,23705384000.0,23705384000.0,21632675000.0,21638992000.0,21638992000.0,21638992000.0,4321408000.0,4321408000.0,4321408000.0,4321408000.0,5829712000.0,5829712000.0,5829712000.0,5829712000.0,8563522000.0,8563522000.0,8563522000.0,8563522000.0,10154692000.0,10154692000.0,10154692000.0,8563522000.0,12014196000.0,12014196000.0,12014196000.0,12014196000.0,15168992000.0,15168992000.0,15168992000.0,15168992000.0,21605164000.0,21605164000.0,21605164000.0,21605164000.0,22002839000.0,22002839000.0,22002839000.0,22002839000.0,24730500000.0,24730500000.0,24730500000.0,24730500000.0,24884308000.0,24884308000.0,24884308000.0
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders / USD,,967255000.0,,,,,265743000.0,2501862000.0,67094000.0,363000.0,,594553000.0,81842000.0,160041000.0,234367000.0,302508000.0,98188000.0,227773000.0,310259000.0,330649000.0,98188000.0,98188000.0,98188000.0,345222000.0,101640000.0,101640000.0,101640000.0,494056000.0,125755000.0,125755000.0,125755000.0,441649000.0,186022000.0,186022000.0,186022000.0,719987000.0,246844000.0,246844000.0,246844000.0,703253000.0,269682000.0,269682000.0,269682000.0,1012768000.0,,,
NetCashProvidedByUsedInFinancingActivities / USD,,,,,,,,,,,,-1364106000.0,17382000.0,85972000.0,489702000.0,581537000.0,60781000.0,108063000.0,1051647000.0,880764000.0,-85652000.0,1293015000.0,1733002000.0,1654877000.0,353331000.0,1445125000.0,1750668000.0,1405295000.0,1445552000.0,962230000.0,827550000.0,2122330000.0,817211000.0,1894872000.0,2692984000.0,943895000.0,93037000.0,815494000.0,927081000.0,3503625000.0,-821144000.0,-97501000.0,-341603000.0,1128063000.0,-666632000.0,-1125531000.0,-1909755000.0
NetCashProvidedByUsedInInvestingActivities / USD,,,,,,,,,,,,-76664000.0,-2799000.0,-5273000.0,-8167000.0,-75113000.0,-10252000.0,-21194000.0,-27926000.0,-11913000.0,-2857000.0,-7126000.0,-14437000.0,-33160000.0,-2994000.0,-5653000.0,-12073000.0,-18419000.0,-38906000.0,-43924000.0,-126437000.0,-16796000.0,-3284000.0,-786096000.0,-1072578000.0,-136764000.0,-310148000.0,-320125000.0,-330046000.0,-1084633000.0,-8877000.0,-21127000.0,-44177000.0,-337379000.0,-34071000.0,-63309000.0,-95886000.0
NetCashProvidedByUsedInOperatingActivities / USD,,,,,,,,,,,,1532588000.0,-25248000.0,69025000.0,-259359000.0,-527986000.0,-291816000.0,-304160000.0,-1192250000.0,-625655000.0,80507000.0,-1287601000.0,-1723214000.0,-1863014000.0,-349846000.0,-1291312000.0,-1680084000.0,-1417058000.0,-363237000.0,-150839000.0,12462000.0,-2083021000.0,-741118000.0,-1069043000.0,-1843751000.0,-425659000.0,224150000.0,-568198000.0,-543605000.0,-2596045000.0,707572000.0,8520000.0,326791000.0,-734112000.0,710045000.0,1142217000.0,1983536000.0
NetIncomeLoss / USD,,17842000.0,31815000.0,17842000.0,18456000.0,17842000.0,31815000.0,17842000.0,18456000.0,30542000.0,19194000.0,34988000.0,-3090000.0,34484000.0,77793000.0,19378000.0,-41134000.0,8744000.0,36582000.0,111808000.0,40948000.0,29173000.0,45083000.0,76178000.0,44949000.0,77088000.0,110419000.0,57020000.0,-31036000.0,25335000.0,72880000.0,148884000.0,58378000.0,200022000.0,284748000.0,152142000.0,,,,408837000.0,,,,167541000.0,73027000.0,167965000.0,286425000.0
