fact_unit,2017-11-06,2018-02-15,2018-05-04,2018-08-03,2018-11-02,2019-02-11,2019-05-03,2019-08-06,2019-10-31,2020-02-14,2020-05-05,2020-07-31,2020-10-30,2021-02-12,2021-05-04,2021-06-03,2021-08-04,2021-11-03,2022-02-11,2022-05-06,2022-08-04,2022-11-08,2023-02-15,2023-05-03,2023-08-03,2023-11-02,2024-02-15,2024-05-01,2024-07-31,2024-11-05,2025-02-14,2025-05-02,2025-08-05,2025-11-06
GoodwillForeignCurrencyTranslationGainLoss / USD,-6000000.0,-133000000.0,678000000.0,-528000000.0,-555000000.0,-65000000.0,-84000000.0,-16000000.0,-411000000.0,-544000000.0,-173000000.0,24000000.0,398000000.0,-225000000.0,-199000000.0,-98000000.0,-145000000.0,-241000000.0,427000000.0,-103000000.0,-371000000.0,-679000000.0,-272000000.0,40000000.0,-20000000.0,-143000000.0,-336000000.0,-114000000.0,-169000000.0,34000000.0,43000000.0,43000000.0,441000000.0,409000000.0
GoodwillImpairmentLoss / USD,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,1175000000.0,1175000000.0,0.0,533000000.0,0.0,533000000.0,533000000.0,242000000.0,,,,533000000.0,,,,0.0,804000000.0,804000000.0,804000000.0,0.0,0.0,0.0,0.0
GoodwillOtherIncreaseDecrease / USD,-12000000.0,-5000000.0,0.0,0.0,,-5000000.0,,25000000.0,25000000.0,-10000000.0,,,,1000000.0,8000000.0,38000000.0,8000000.0,8000000.0,8000000.0,,,,18000000.0,,,,18000000.0,,,4000000.0,4000000.0,4000000.0,,
GoodwillPurchaseAccountingAdjustments / USD,,,,,,,,,,,18000000.0,20000000.0,15000000.0,10000000.0,,10000000.0,,,10000000.0,,,,,,,,,,,-4000000.0,-4000000.0,-4000000.0,,
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity / USD,,,,,,,,11000000.0,26000000.0,16000000.0,4000000.0,13000000.0,18000000.0,39000000.0,6000000.0,39000000.0,13000000.0,20000000.0,29000000.0,-2000000.0,3000000.0,12000000.0,16000000.0,18000000.0,26000000.0,42000000.0,30000000.0,8000000.0,22000000.0,31000000.0,53000000.0,53000000.0,15000000.0,24000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,,,,,,,-1682000000.0,,,,-985000000.0,,-1273000000.0,,,-1818000000.0,,,,-1775000000.0,,,,-293000000.0,,,,-308000000.0,-308000000.0,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,4611000000.0,9930000000.0,1128000000.0,2942000000.0,4067000000.0,4413000000.0,1542000000.0,122000000.0,290000000.0,-1525000000.0,-165000000.0,-1113000000.0,-663000000.0,600000000.0,-456000000.0,-135000000.0,-2837000000.0,-2629000000.0,-126000000.0,385000000.0,873000000.0,1212000000.0,-1259000000.0,279000000.0,757000000.0,1255000000.0,1444000000.0,356000000.0,712000000.0,1120000000.0,1448000000.0,1448000000.0,563000000.0,1041000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,,,,,,,,157000000.0,,,,1585000000.0,,1138000000.0,,,1692000000.0,,,,516000000.0,,,,1737000000.0,,,,1756000000.0,1756000000.0,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest / USD,4320000000.0,7783000000.0,915000000.0,2274000000.0,2828000000.0,4404000000.0,1153000000.0,-42000000.0,89000000.0,233000000.0,-74000000.0,-1177000000.0,-805000000.0,405000000.0,-550000000.0,-185000000.0,-2939000000.0,-2853000000.0,-124000000.0,386000000.0,781000000.0,1040000000.0,-1349000000.0,232000000.0,597000000.0,956000000.0,1207000000.0,273000000.0,542000000.0,833000000.0,1061000000.0,1061000000.0,359000000.0,753000000.0
IncomeLossFromContinuingOperationsPerBasicShare / USD/shares,3.6,6.45,0.74,1.82,2.05,3.57,0.47,-0.09,0.06,0.39,-0.11,-1.59,-1.1,0.46,-0.75,-0.31,-4.01,-3.9,-0.21,0.64,1.37,1.86,-1.86,0.42,1.12,1.81,2.17,0.58,1.13,1.76,2.02,2.02,0.82,1.74
IncomeLossFromContinuingOperationsPerDilutedShare / USD/shares,3.48,6.15,0.72,1.79,2.02,3.52,0.47,-0.09,0.06,0.38,-0.11,-1.59,-1.1,0.45,-0.75,-0.31,-4.01,-3.9,-0.21,0.64,1.37,1.86,-1.86,0.42,1.12,1.8,2.16,0.58,1.13,1.75,2.02,2.02,0.82,1.74
IncomeLossFromDiscontinuedOperationsNetOfTax / USD,0.0,0.0,0.0,0.0,-20000000.0,0.0,-5000000.0,2983000000.0,3391000000.0,1058000000.0,646000000.0,1212000000.0,1217000000.0,3595000000.0,-60000000.0,4185000000.0,-142000000.0,-300000000.0,724000000.0,5012000000.0,5104000000.0,5249000000.0,-1574000000.0,276000000.0,706000000.0,723000000.0,5308000000.0,-8000000.0,-394000000.0,-357000000.0,4856000000.0,4856000000.0,23000000.0,93000000.0
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest / USD,,,,,,,,68000000.0,-91000000.0,-116000000.0,-47000000.0,72000000.0,72000000.0,-116000000.0,0.0,-116000000.0,,,73000000.0,6000000.0,10000000.0,14000000.0,12000000.0,2000000.0,2000000.0,-5000000.0,18000000.0,,,,-4000000.0,-4000000.0,,
IncomeLossFromEquityMethodInvestments / USD,191000000.0,674000000.0,196000000.0,250000000.0,402000000.0,442000000.0,257000000.0,111000000.0,156000000.0,367000000.0,40000000.0,89000000.0,132000000.0,447000000.0,39000000.0,448000000.0,141000000.0,170000000.0,85000000.0,23000000.0,43000000.0,65000000.0,168000000.0,26000000.0,46000000.0,62000000.0,85000000.0,15000000.0,29000000.0,40000000.0,75000000.0,75000000.0,35000000.0,27000000.0
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions / USD,-341000000.0,-142000000.0,-212000000.0,-310000000.0,-201000000.0,-243000000.0,-374000000.0,,,,,,,,,,,120000000.0,-909000000.0,20000000.0,38000000.0,41000000.0,87000000.0,-18000000.0,10000000.0,11000000.0,-12000000.0,10000000.0,21000000.0,13000000.0,-36000000.0,-36000000.0,29000000.0,26000000.0
IncomeTaxExpenseBenefit / USD,291000000.0,2147000000.0,213000000.0,668000000.0,1239000000.0,9000000.0,389000000.0,164000000.0,201000000.0,-1758000000.0,-91000000.0,64000000.0,142000000.0,195000000.0,94000000.0,50000000.0,102000000.0,224000000.0,-2000000.0,-1000000.0,92000000.0,172000000.0,90000000.0,47000000.0,160000000.0,299000000.0,237000000.0,83000000.0,170000000.0,287000000.0,387000000.0,387000000.0,204000000.0,288000000.0
IncomeTaxesReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,77000000.0,,,,235000000.0,,,,301000000.0,301000000.0,,
IncreaseDecreaseInAccountsAndNotesReceivable / USD,1435000000.0,84000000.0,1327000000.0,3233000000.0,8204000000.0,8833000000.0,3143000000.0,,,,,,,,,,,-133000000.0,2227000000.0,228000000.0,346000000.0,399000000.0,-308000000.0,254000000.0,178000000.0,232000000.0,346000000.0,-59000000.0,-86000000.0,-100000000.0,79000000.0,79000000.0,152000000.0,148000000.0
IncreaseDecreaseInAccountsPayable / USD,1031000000.0,-717000000.0,483000000.0,826000000.0,1627000000.0,569000000.0,405000000.0,,,,,,,,,,,43000000.0,-1049000000.0,92000000.0,232000000.0,379000000.0,177000000.0,304000000.0,96000000.0,32000000.0,221000000.0,-31000000.0,-125000000.0,-191000000.0,-138000000.0,-138000000.0,124000000.0,110000000.0
IncreaseDecreaseInOtherOperatingCapitalNet / USD,331000000.0,48000000.0,128000000.0,883000000.0,743000000.0,723000000.0,2054000000.0,,,,,,,,,,,-245000000.0,1091000000.0,25000000.0,91000000.0,-57000000.0,-113000000.0,287000000.0,270000000.0,95000000.0,-143000000.0,65000000.0,249000000.0,131000000.0,423000000.0,423000000.0,-76000000.0,-213000000.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,14800000.0,14500000.0,19600000.0,18300000.0,18100000.0,15100000.0,17300000.0,0.0,5300000.0,6100000.0,0.0,0.0,0.0,4800000.0,0.0,0.0,0.0,0.0,0.0,1500000.0,1500000.0,1400000.0,0.0,1800000.0,1500000.0,1300000.0,1500000.0,1400000.0,1200000.0,1300000.0,900000.0,900000.0,1300000.0,1300000.0
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,,,,,,,,2885000000.0,2885000000.0,2885000000.0,1671000000.0,1671000000.0,1671000000.0,1671000000.0,1029000000.0,1110000000.0,1029000000.0,1029000000.0,1029000000.0,804000000.0,804000000.0,804000000.0,804000000.0,804000000.0,804000000.0,804000000.0,804000000.0,804000000.0,804000000.0,804000000.0,804000000.0,804000000.0,804000000.0,771000000.0
IntangibleAssetsGrossExcludingGoodwill / USD,10321000000.0,10321000000.0,38824000000.0,38824000000.0,38824000000.0,38824000000.0,38379000000.0,17827000000.0,17827000000.0,17827000000.0,17736000000.0,17736000000.0,17736000000.0,17736000000.0,12174000000.0,12512000000.0,12174000000.0,12174000000.0,12082000000.0,10222000000.0,10222000000.0,10222000000.0,10222000000.0,9173000000.0,9173000000.0,9173000000.0,9173000000.0,9650000000.0,9650000000.0,9650000000.0,9650000000.0,9650000000.0,9575000000.0,8576000000.0
IntangibleAssetsNetExcludingGoodwill / USD,6026000000.0,6026000000.0,33274000000.0,33274000000.0,33274000000.0,33274000000.0,30965000000.0,14655000000.0,14655000000.0,14655000000.0,13593000000.0,13593000000.0,13593000000.0,13593000000.0,8072000000.0,9217000000.0,8072000000.0,8072000000.0,8072000000.0,6222000000.0,6222000000.0,6222000000.0,6222000000.0,5495000000.0,5495000000.0,5495000000.0,5495000000.0,5814000000.0,5814000000.0,5814000000.0,5814000000.0,5814000000.0,5370000000.0,4833000000.0
InterestAndDebtExpense / USD,629000000.0,946000000.0,219000000.0,445000000.0,728000000.0,858000000.0,350000000.0,0.0,0.0,0.0,151000000.0,316000000.0,493000000.0,55000000.0,171000000.0,54000000.0,352000000.0,517000000.0,667000000.0,146000000.0,275000000.0,390000000.0,672000000.0,120000000.0,242000000.0,370000000.0,525000000.0,95000000.0,193000000.0,295000000.0,492000000.0,492000000.0,195000000.0,282000000.0
InventoryFinishedGoodsNetOfReserves / USD,,,,,,,,,,,2621000000.0,2621000000.0,2621000000.0,2621000000.0,1503000000.0,1799000000.0,1503000000.0,1447000000.0,1447000000.0,1201000000.0,1201000000.0,1201000000.0,1201000000.0,1299000000.0,1299000000.0,1299000000.0,1299000000.0,1184000000.0,1184000000.0,1184000000.0,1184000000.0,1184000000.0,1162000000.0,918000000.0
InventoryNet / USD,7363000000.0,7363000000.0,16992000000.0,16992000000.0,16992000000.0,16992000000.0,16621000000.0,4107000000.0,4107000000.0,4107000000.0,4319000000.0,4319000000.0,4319000000.0,4319000000.0,2393000000.0,2897000000.0,2393000000.0,2393000000.0,2393000000.0,2086000000.0,2086000000.0,2086000000.0,2086000000.0,2329000000.0,2329000000.0,2329000000.0,2329000000.0,2147000000.0,2147000000.0,2147000000.0,2147000000.0,2147000000.0,2130000000.0,1729000000.0
InventoryRawMaterialsNetOfReserves / USD,,,,,,,,,,,599000000.0,599000000.0,599000000.0,599000000.0,251000000.0,381000000.0,251000000.0,368000000.0,368000000.0,323000000.0,323000000.0,323000000.0,323000000.0,388000000.0,388000000.0,388000000.0,388000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,332000000.0,303000000.0
InventorySuppliesNetOfReserves / USD,,,,,,,,,,,244000000.0,244000000.0,244000000.0,244000000.0,124000000.0,149000000.0,124000000.0,124000000.0,124000000.0,116000000.0,116000000.0,116000000.0,116000000.0,120000000.0,120000000.0,120000000.0,120000000.0,126000000.0,126000000.0,126000000.0,126000000.0,126000000.0,127000000.0,101000000.0
InventoryWorkInProcessNetOfReserves / USD,,,,,,,,,,,855000000.0,855000000.0,855000000.0,855000000.0,515000000.0,568000000.0,515000000.0,454000000.0,454000000.0,446000000.0,446000000.0,446000000.0,446000000.0,522000000.0,522000000.0,522000000.0,522000000.0,487000000.0,487000000.0,487000000.0,487000000.0,487000000.0,509000000.0,407000000.0
InventoryWriteDown / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000000.0,24000000.0,26000000.0,25000000.0,25000000.0,24000000.0,27000000.0
InvestmentIncomeInterest / USD,64000000.0,71000000.0,0.0,47000000.0,86000000.0,107000000.0,55000000.0,21000000.0,29000000.0,6000000.0,40000000.0,49000000.0,50000000.0,39000000.0,2000000.0,40000000.0,4000000.0,8000000.0,56000000.0,4000000.0,9000000.0,10000000.0,18000000.0,1000000.0,3000000.0,8000000.0,12000000.0,46000000.0,98000000.0,132000000.0,50000000.0,50000000.0,41000000.0,55000000.0
LeaseCost / USD,,,,,,,389000000.0,86000000.0,134000000.0,190000000.0,,,,190000000.0,,145000000.0,,,142000000.0,,,,176000000.0,,,,137000000.0,,,,144000000.0,144000000.0,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,3942000000.0,612000000.0,657000000.0,615000000.0,,,,809000000.0,458000000.0,502000000.0,456000000.0,470000000.0,527000000.0,467000000.0,483000000.0,431000000.0,480000000.0,482000000.0,519000000.0,569000000.0,567000000.0,537000000.0,521000000.0,506000000.0,469000000.0,469000000.0,474000000.0,411000000.0
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,1286000000.0,179000000.0,190000000.0,146000000.0,,,,190000000.0,,123000000.0,,,164000000.0,,,,153000000.0,,,,209000000.0,,,,157000000.0,157000000.0,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,186000000.0,91000000.0,124000000.0,95000000.0,103000000.0,110000000.0,86000000.0,90000000.0,89000000.0,100000000.0,86000000.0,96000000.0,103000000.0,112000000.0,86000000.0,91000000.0,99000000.0,97000000.0,97000000.0,87000000.0,82000000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,346000000.0,43000000.0,57000000.0,42000000.0,,,,45000000.0,,30000000.0,,,37000000.0,,,,35000000.0,,,,42000000.0,,,,34000000.0,34000000.0,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,450000000.0,77000000.0,96000000.0,58000000.0,,,,123000000.0,30000000.0,52000000.0,34000000.0,43000000.0,52000000.0,35000000.0,40000000.0,36000000.0,45000000.0,37000000.0,45000000.0,51000000.0,53000000.0,41000000.0,44000000.0,44000000.0,44000000.0,44000000.0,41000000.0,37000000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,553000000.0,95000000.0,119000000.0,100000000.0,,,,104000000.0,51000000.0,70000000.0,55000000.0,64000000.0,74000000.0,49000000.0,54000000.0,53000000.0,62000000.0,47000000.0,56000000.0,62000000.0,66000000.0,54000000.0,57000000.0,61000000.0,61000000.0,61000000.0,52000000.0,48000000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,686000000.0,126000000.0,151000000.0,121000000.0,,,,161000000.0,70000000.0,103000000.0,73000000.0,81000000.0,90000000.0,71000000.0,76000000.0,75000000.0,85000000.0,64000000.0,72000000.0,81000000.0,85000000.0,67000000.0,70000000.0,77000000.0,76000000.0,76000000.0,69000000.0,66000000.0
LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear / USD,,,,,,,621000000.0,92000000.0,44000000.0,148000000.0,,,,,83000000.0,,57000000.0,29000000.0,,78000000.0,55000000.0,25000000.0,,76000000.0,55000000.0,28000000.0,,84000000.0,57000000.0,30000000.0,,74000000.0,50000000.0,23000000.0
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,632000000.0,74000000.0,58000000.0,61000000.0,,,,167000000.0,40000000.0,77000000.0,40000000.0,40000000.0,52000000.0,42000000.0,50000000.0,46000000.0,57000000.0,61000000.0,66000000.0,84000000.0,80000000.0,76000000.0,72000000.0,67000000.0,63000000.0,63000000.0,59000000.0,50000000.0
LettersOfCreditOutstandingAmount / USD,,,,,,,,133000000.0,127000000.0,127000000.0,,,,165000000.0,138000000.0,151000000.0,133000000.0,164000000.0,158000000.0,153000000.0,138000000.0,107000000.0,116000000.0,124000000.0,110000000.0,116000000.0,208000000.0,116000000.0,127000000.0,131000000.0,124000000.0,124000000.0,128000000.0,180000000.0
Liabilities / USD,,,,,,,,91955000000.0,91955000000.0,91955000000.0,27840000000.0,27840000000.0,27793000000.0,27793000000.0,31834000000.0,27793000000.0,31834000000.0,31834000000.0,31834000000.0,18657000000.0,18657000000.0,18657000000.0,18657000000.0,14338000000.0,14338000000.0,14338000000.0,14338000000.0,13827000000.0,13827000000.0,13827000000.0,13827000000.0,13827000000.0,12843000000.0,12843000000.0
LiabilitiesAndStockholdersEquity / USD,79511000000.0,79511000000.0,192164000000.0,192164000000.0,192164000000.0,192164000000.0,188030000000.0,187855000000.0,187855000000.0,187855000000.0,69396000000.0,69396000000.0,69349000000.0,69349000000.0,70904000000.0,69349000000.0,70904000000.0,70904000000.0,70904000000.0,45707000000.0,45707000000.0,45707000000.0,45707000000.0,41355000000.0,41355000000.0,41355000000.0,41355000000.0,38552000000.0,38552000000.0,38552000000.0,38552000000.0,38552000000.0,36636000000.0,36636000000.0
LiabilitiesCurrent / USD,12604000000.0,12604000000.0,26128000000.0,26128000000.0,26128000000.0,26128000000.0,24715000000.0,73312000000.0,73312000000.0,73312000000.0,8346000000.0,8346000000.0,8346000000.0,8346000000.0,12226000000.0,8345000000.0,12226000000.0,12226000000.0,12226000000.0,4931000000.0,4931000000.0,4931000000.0,4931000000.0,3733000000.0,3733000000.0,3733000000.0,3733000000.0,3098000000.0,3098000000.0,3098000000.0,3098000000.0,3098000000.0,4801000000.0,4887000000.0
LiabilitiesOtherThanLongtermDebtNoncurrent / USD,19222000000.0,19222000000.0,34053000000.0,34053000000.0,34053000000.0,34053000000.0,29474000000.0,6019000000.0,6019000000.0,6019000000.0,5877000000.0,5877000000.0,5830000000.0,5830000000.0,3997000000.0,5837000000.0,3997000000.0,3997000000.0,3997000000.0,3094000000.0,3094000000.0,3094000000.0,3094000000.0,2831000000.0,2831000000.0,2831000000.0,2831000000.0,2929000000.0,2929000000.0,2929000000.0,2929000000.0,2929000000.0,2719000000.0,2633000000.0
LitigationReserve / USD,,,,,,,,,,20000000.0,24000000.0,23000000.0,23000000.0,19000000.0,18000000.0,19000000.0,18000000.0,18000000.0,20000000.0,18000000.0,25000000.0,23000000.0,23000000.0,16000000.0,15000000.0,17700000.0,21000000.0,20000000.0,39000000.0,43000000.0,26000000.0,26000000.0,15000000.0,20000000.0
LongTermDebt / USD,21091000000.0,21091000000.0,32123000000.0,32123000000.0,32123000000.0,32123000000.0,38299000000.0,-12635000000.0,-12635000000.0,-12635000000.0,-15618000000.0,-15618000000.0,-15618000000.0,-15618000000.0,15612000000.0,-15608000000.0,15612000000.0,15612000000.0,15612000000.0,10632000000.0,10632000000.0,10632000000.0,10632000000.0,8145000000.0,8145000000.0,8145000000.0,8145000000.0,7859000000.0,7859000000.0,7859000000.0,,,,
LongTermDebtAndCapitalLeaseObligations / USD,20456000000.0,20456000000.0,30056000000.0,30056000000.0,30056000000.0,30056000000.0,37662000000.0,12624000000.0,12624000000.0,12624000000.0,13617000000.0,13617000000.0,13617000000.0,13617000000.0,15611000000.0,13611000000.0,15611000000.0,15611000000.0,15611000000.0,10632000000.0,10632000000.0,10632000000.0,10632000000.0,7774000000.0,7774000000.0,7774000000.0,7774000000.0,7800000000.0,7800000000.0,7800000000.0,7800000000.0,7800000000.0,5323000000.0,5323000000.0
LongTermDebtAndCapitalLeaseObligationsCurrent / USD,635000000.0,635000000.0,2067000000.0,2067000000.0,2067000000.0,2067000000.0,637000000.0,,,,,,,,1000000.0,,1000000.0,1000000.0,,0.0,,,0.0,,,,300000000.0,,,,0.0,0.0,1848000000.0,1848000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,2038000000.0,2063000000.0,,,635000000.0,,4000000.0,1000000.0,,,,,5000000.0,0.0,1000000.0,0.0,0.0,1000000.0,2800000000000.0,2800000000000.0,2800000000000.0,300000000.0,,,,0.0,,,,1850000000.0,1850000000.0,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,3066000000.0,1499000000.0,1498000000.0,,,3672000000.0,,2800000000.0,2800000000.0,2800000000.0,,,,2850000000.0,0.0,1850000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2250000000.0,,,,0.0,0.0,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,4836000000.0,3078000000.0,3080000000.0,,,1527000000.0,,3001000000.0,3002000000.0,3003000000.0,,,,0.0,1850000000000.0,0.0,1850000000000.0,1850000000000.0,1850000000.0,0.0,0.0,0.0,0.0,,,,0.0,,,,2250000000.0,2250000000.0,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,8439000000.0,4836000000.0,6339000000.0,,,6731000000.0,,6000000.0,6000000.0,5000000.0,,,,4800000000.0,0.0,4800000000.0,0.0,0.0,0.0,1850000000000.0,1850000000000.0,1850000000000.0,1850000000.0,,,,0.0,,,,0.0,0.0,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,2036000000.0,8940000000.0,7437000000.0,,,8337000000.0,,2005000000.0,2005000000.0,2005000000.0,,,,3303000000.0,2800000000000.0,3001000000.0,2800000000000.0,2800000000000.0,2800000000.0,0.0,0.0,0.0,0.0,,,,1850000000.0,,,,0.0,0.0,,
LongTermInvestmentsAndReceivablesNet / USD,7424000000.0,7424000000.0,8580000000.0,8580000000.0,8580000000.0,8580000000.0,8382000000.0,1820000000.0,1820000000.0,1820000000.0,1260000000.0,1260000000.0,1260000000.0,1260000000.0,1047000000.0,1218000000.0,1047000000.0,1047000000.0,1047000000.0,919000000.0,919000000.0,919000000.0,919000000.0,733000000.0,733000000.0,733000000.0,733000000.0,1071000000.0,1071000000.0,1071000000.0,1071000000.0,1071000000.0,1081000000.0,811000000.0
MinorityInterest / USD,809000000.0,931000000.0,1242000000.0,1242000000.0,1242000000.0,809000000.0,1597000000.0,1597000000.0,1597000000.0,1242000000.0,1608000000.0,1608000000.0,1608000000.0,1597000000.0,569000000.0,1597000000.0,569000000.0,569000000.0,566000000.0,617000000.0,617000000.0,617000000.0,617000000.0,448000000.0,448000000.0,448000000.0,448000000.0,446000000.0,446000000.0,446000000.0,446000000.0,446000000.0,443000000.0,443000000.0
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders / USD,71000000.0,76000000.0,21000000.0,48000000.0,55000000.0,123000000.0,27000000.0,73000000.0,77000000.0,116000000.0,11000000.0,12000000.0,18000000.0,168000000.0,6000000.0,168000000.0,10000000.0,48000000.0,27000000.0,19000000.0,24000000.0,34000000.0,50000000.0,18000000.0,20000000.0,35000000.0,41000000.0,34000000.0,34000000.0,34000000.0,36000000.0,36000000.0,20000000.0,24000000.0
NetCashProvidedByUsedInDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,-246000000.0,-425000000.0,1414000000.0,-71000000.0,-126000000.0,-236000000.0,-763000000.0,-763000000.0,-439000000.0,-277000000.0
NetCashProvidedByUsedInFinancingActivities / USD,-2792000000.0,-3132000000.0,-257000000.0,-690000000.0,-1310000000.0,-4014000000.0,-1543000000.0,,,,,,,,,,,5830000000.0,-11550000000.0,-2458000000.0,-5256000000.0,-5921000000.0,3238000000.0,-258000000.0,,,,-213000000.0,-377000000.0,-2359000000.0,,-691000000.0,-1531000000.0,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,-658000000.0,-461000000.0,-7589000000.0,,,,-7646000000.0,-7646000000.0,,-1665000000.0
NetCashProvidedByUsedInInvestingActivities / USD,-2498000000.0,-1350000000.0,-353000000.0,192000000.0,10154000000.0,5092000000.0,290000000.0,,,,,,,,,,,35000000.0,-2313000000.0,-2260000000.0,-329000000.0,-2727000000.0,-202000000.0,-229000000.0,,,,,,,,-202000000.0,-302000000.0,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,-51000000.0,-129000000.0,-2298000000.0,-250000000.0,951000000.0,-919000000.0,9004000000.0,9004000000.0,,-683000000.0
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,486000000.0,1064000000.0,1846000000.0,405000000.0,805000000.0,1545000000.0,1249000000.0,1249000000.0,1020000000.0,1517000000.0
NetIncomeLoss / USD,4266000000.0,7685000000.0,888000000.0,2209000000.0,2723000000.0,4318000000.0,1104000000.0,2862000000.0,3363000000.0,1159000000.0,521000000.0,-50000000.0,322000000.0,3845000000.0,-616000000.0,3845000000.0,-3094000000.0,-3173000000.0,498000000.0,5394000000.0,5872000000.0,6263000000.0,-2951000000.0,488000000.0,1275000000.0,1642000000.0,6467000000.0,257000000.0,126000000.0,445000000.0,5868000000.0,5868000000.0,367000000.0,822000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,54000000.0,98000000.0,27000000.0,65000000.0,85000000.0,86000000.0,44000000.0,79000000.0,117000000.0,132000000.0,51000000.0,85000000.0,90000000.0,155000000.0,6000000.0,155000000.0,13000000.0,20000000.0,102000000.0,4000000.0,13000000.0,26000000.0,28000000.0,20000000.0,28000000.0,37000000.0,48000000.0,8000000.0,22000000.0,31000000.0,49000000.0,49000000.0,15000000.0,24000000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,3988000000.0,7294000000.0,884000000.0,2199000000.0,2710000000.0,3956000000.0,1098000000.0,2849000000.0,3348000000.0,1146000000.0,520000000.0,-51000000.0,321000000.0,3828000000.0,-616000000.0,3828000000.0,-3094000000.0,-3173000000.0,497000000.0,5394000000.0,5872000000.0,6263000000.0,-2951000000.0,488000000.0,1275000000.0,1642000000.0,6467000000.0,257000000.0,126000000.0,445000000.0,5868000000.0,5868000000.0,367000000.0,822000000.0
NetIncomeLossFromContinuingOperationsAvailableToCommonShareholdersBasic / USD,3988000000.0,7294000000.0,884000000.0,2199000000.0,2730000000.0,3956000000.0,1103000000.0,-66000000.0,48000000.0,204000000.0,-79000000.0,-1191000000.0,-824000000.0,349000000.0,-556000000.0,-241000000.0,-2952000000.0,-2873000000.0,-154000000.0,388000000.0,778000000.0,1028000000.0,-1365000000.0,214000000.0,571000000.0,914000000.0,1177000000.0,265000000.0,520000000.0,802000000.0,1008000000.0,1008000000.0,344000000.0,729000000.0
NetIncomeLossFromDiscontinuedOperationsAvailableToCommonShareholdersBasic / USD,0.0,0.0,0.0,0.0,-20000000.0,0.0,-5000000.0,2915000000.0,3300000000.0,942000000.0,599000000.0,1140000000.0,1145000000.0,3479000000.0,-60000000.0,4069000000.0,-142000000.0,-300000000.0,651000000.0,5006000000.0,5094000000.0,5235000000.0,-1586000000.0,274000000.0,704000000.0,728000000.0,5290000000.0,-8000000.0,-394000000.0,-357000000.0,4860000000.0,4860000000.0,23000000.0,93000000.0
NetPeriodicDefinedBenefitsExpenseReversalOfExpenseExcludingServiceCostComponent / USD,,,,,,,,,,,,,,,,,,,-55000000.0,2000000.0,4000000.0,2000000.0,37000000.0,-1000000.0,2000000.0,1000000.0,3000000.0,10000000.0,15000000.0,23000000.0,2000000.0,2000000.0,5000000.0,8000000.0
NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance / USD,,38000000.0,,,,,,,,,,,,,,,5000000.0,19000000.0,84000000.0,2000000.0,67000000.0,84000000.0,84000000.0,2000000.0,2000000.0,2000000.0,84000000.0,,,,2000000.0,2000000.0,,
