fact_unit,2009-08-05,2009-11-05,2010-02-25,2010-05-06,2010-08-06,2010-11-05,2011-03-01,2011-05-06,2011-08-05,2011-11-03,2012-02-24,2012-05-04,2012-08-03,2012-11-02,2013-02-22,2013-05-03,2013-08-02,2013-11-01,2014-02-21,2014-05-02,2014-08-01,2014-11-10,2015-02-20,2015-05-05,2015-08-07,2015-11-06,2016-02-18,2016-05-05,2016-08-04,2016-11-03,2017-02-17,2017-05-04,2017-08-03,2017-11-03,2018-02-20,2018-05-03,2018-08-02,2018-10-12,2018-11-02,2019-02-20,2019-05-06,2019-05-07,2019-08-05,2019-11-05,2020-02-20,2020-05-06,2020-08-05,2020-11-05,2021-02-25,2021-05-06,2021-06-21,2021-08-05,2021-11-04,2022-02-16,2022-05-03,2022-08-04,2022-11-03,2023-02-13,2023-05-01,2023-07-27,2023-10-31,2024-02-23,2024-05-02,2024-07-25,2024-10-29,2025-02-12,2025-04-29,2025-07-24,2025-10-31
AdvertisingExpense / USD,,,,,,,3050000000.0,,,,2787000000.0,,,,2982000000.0,,,,3135000000.0,,,,2910000000.0,,,,3268000000.0,,,,3272000000.0,,,,3632000000.0,,,3632000000.0,,3768000000.0,,,,,3772000000.0,,,,5100000000.0,,5100000000.0,,,6121000000.0,,,,2705000000.0,,,,2732000000.0,,,,2462000000.0,,,
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,,,513000000.0,,,,489000000.0,,,,511000000.0,,,,458000000.0,,,,318000000.0,,,,451000000.0,,,451000000.0,,653000000.0,,,,,480000000.0,,,,463000000.0,,463000000.0,,,819000000.0,,,,422000000.0,,,,447000000.0,,,,518000000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,1270000000.0,1270000000.0,1270000000.0,1205000000.0,1202000000.0,1202000000.0,1360000000.0,957000000.0,957000000.0,957000000.0,957000000.0,878000000.0,878000000.0,878000000.0,878000000.0,547000000.0,547000000.0,547000000.0,547000000.0,483000000.0,483000000.0,483000000.0,483000000.0,454000000.0,454000000.0,454000000.0,454000000.0,704000000.0,704000000.0,704000000.0,704000000.0,661000000.0,661000000.0,661000000.0,661000000.0,663000000.0,663000000.0,661000000.0,663000000.0,663000000.0,907000000.0,907000000.0,907000000.0,907000000.0,907000000.0,1235000000.0,1235000000.0,1235000000.0,1235000000.0,1221000000.0,1235000000.0,1221000000.0,1221000000.0,1221000000.0,771000000.0,658000000.0,658000000.0,658000000.0,588000000.0,588000000.0,588000000.0,588000000.0,499000000.0,499000000.0,499000000.0,499000000.0,375000000.0,375000000.0,375000000.0
Assets / USD,265245000000.0,265245000000.0,265245000000.0,268752000000.0,268846000000.0,268846000000.0,268312000000.0,268488000000.0,268488000000.0,268488000000.0,269391000000.0,270344000000.0,270344000000.0,270344000000.0,270442000000.0,272315000000.0,272315000000.0,272315000000.0,272315000000.0,277787000000.0,277787000000.0,277787000000.0,277787000000.0,292829000000.0,292829000000.0,297225000000.0,296834000000.0,402672000000.0,402672000000.0,402672000000.0,402672000000.0,403821000000.0,403821000000.0,403821000000.0,403821000000.0,444097000000.0,444097000000.0,403821000000.0,444097000000.0,444097000000.0,531864000000.0,531864000000.0,531864000000.0,531864000000.0,531864000000.0,551669000000.0,551669000000.0,551669000000.0,551669000000.0,525761000000.0,551669000000.0,525761000000.0,525761000000.0,525761000000.0,551622000000.0,551622000000.0,551622000000.0,551622000000.0,402853000000.0,402853000000.0,402853000000.0,402853000000.0,407060000000.0,407060000000.0,407060000000.0,407060000000.0,394795000000.0,394795000000.0,394795000000.0
AssetsCurrent / USD,22556000000.0,22556000000.0,22556000000.0,24334000000.0,25187000000.0,25187000000.0,25187000000.0,19951000000.0,19951000000.0,19951000000.0,20854000000.0,23027000000.0,23027000000.0,23027000000.0,22985000000.0,22706000000.0,22706000000.0,22706000000.0,22706000000.0,23196000000.0,23196000000.0,23196000000.0,23196000000.0,32028000000.0,32028000000.0,33763000000.0,33606000000.0,35992000000.0,35992000000.0,35992000000.0,35992000000.0,38369000000.0,38369000000.0,38369000000.0,38369000000.0,79146000000.0,79146000000.0,38369000000.0,79146000000.0,79146000000.0,51427000000.0,51427000000.0,51427000000.0,51427000000.0,51427000000.0,54761000000.0,54761000000.0,54761000000.0,54761000000.0,52008000000.0,54761000000.0,52008000000.0,52008000000.0,52008000000.0,59997000000.0,170768000000.0,170768000000.0,170768000000.0,33108000000.0,33108000000.0,33108000000.0,33108000000.0,36458000000.0,36458000000.0,36458000000.0,36458000000.0,31168000000.0,31168000000.0,31168000000.0
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62000000.0,29000000.0,33000000.0,29000000.0,51000000.0,65000000.0,41000000.0,61000000.0,83000000.0,71000000.0,38000000.0,39000000.0,74000000.0,94000000.0,80000000.0,66000000.0,62000000.0,61000000.0,66000000.0,94000000.0,71000000.0,80000000.0
AvailableForSaleSecuritiesDebtSecurities / USD,,,,,341000000.0,341000000.0,341000000.0,639000000.0,639000000.0,639000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581000000.0,870000000.0,870000000.0,870000000.0,870000000.0,870000000.0,1444000000.0,1514000000.0,1444000000.0,1444000000.0,1444000000.0,1479000000.0,1444000000.0,1479000000.0,1479000000.0,1479000000.0,1384000000.0,1380000000.0,1380000000.0,1380000000.0,1132000000.0,1132000000.0,1132000000.0,1132000000.0,1228000000.0,1228000000.0,1228000000.0,1228000000.0,689000000.0,689000000.0,689000000.0
Cash / USD,,,,,,,332000000.0,,,,1182000000.0,,,,482000000.0,,,,697000000.0,,,,1257000000.0,,,,2117000000.0,,,,1803000000.0,,,,4156000000.0,,,4156000000.0,,3130000000.0,,,,,2654000000.0,,,,2842000000.0,,2842000000.0,,,5204000000.0,,,,866000000.0,,,,1368000000.0,,,,2149000000.0,,,
CashAndCashEquivalentsAtCarryingValue / USD,1970000000.0,1970000000.0,2418000000.0,1792000000.0,1727000000.0,1727000000.0,1905000000.0,3741000000.0,3741000000.0,3741000000.0,1727000000.0,1437000000.0,1437000000.0,1437000000.0,3277000000.0,3045000000.0,3045000000.0,3045000000.0,1201000000.0,4868000000.0,4868000000.0,4868000000.0,3045000000.0,3339000000.0,3339000000.0,3339000000.0,4868000000.0,8603000000.0,8603000000.0,8603000000.0,3339000000.0,5121000000.0,5121000000.0,5121000000.0,8603000000.0,5788000000.0,5788000000.0,8603000000.0,5788000000.0,5121000000.0,50498000000.0,50498000000.0,50498000000.0,50498000000.0,5788000000.0,5204000000.0,5204000000.0,5204000000.0,50498000000.0,12130000000.0,50498000000.0,12130000000.0,12130000000.0,5204000000.0,9740000000.0,19223000000.0,7924000000.0,9702000000.0,19223000000.0,19223000000.0,19223000000.0,7924000000.0,3701000000.0,3701000000.0,3701000000.0,19223000000.0,6722000000.0,6722000000.0,6722000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5935000000.0,5935000000.0,8741000000.0,5935000000.0,5273000000.0,50932000000.0,50932000000.0,50932000000.0,50932000000.0,5935000000.0,5400000000.0,5400000000.0,5400000000.0,50932000000.0,12295000000.0,50932000000.0,12295000000.0,12295000000.0,5400000000.0,9870000000.0,9870000000.0,9870000000.0,12295000000.0,21316000000.0,21316000000.0,21316000000.0,9870000000.0,3793000000.0,3793000000.0,3793000000.0,21316000000.0,6833000000.0,6833000000.0,6833000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2106000000.0,11535000000.0,-2425000000.0,17332000000.0,-17199000000.0,-18822000000.0,11446000000.0,-851000000.0,5829000000.0,3866000000.0,-17523000000.0,-3229000000.0,-3630000000.0,-4107000000.0
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-203000000.0,-288000000.0,-974000000.0,29801000000.0,37065000000.0,35853000000.0,-316000000.0,,,,35823000000.0,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-302000000.0,1195000000.0,-102000000.0,-193000000.0,872000000.0,1029000000.0,399000000.0,,,,1094000000.0,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054000000.0,1610000000.0,5645000000.0,-1898000000.0,-3731000000.0,-3754000000.0,4788000000.0,,,,-3789000000.0,,,
CollateralAlreadyPostedAggregateFairValue / USD,,,,,168000000.0,53000000.0,82000000.0,82000000.0,82000000.0,82000000.0,82000000.0,98000000.0,98000000.0,98000000.0,98000000.0,22000000.0,22000000.0,22000000.0,22000000.0,8000000.0,8000000.0,8000000.0,8000000.0,530000000.0,530000000.0,530000000.0,530000000.0,2343000000.0,2343000000.0,2343000000.0,2343000000.0,3242000000.0,3242000000.0,3242000000.0,3242000000.0,495000000.0,495000000.0,3242000000.0,495000000.0,495000000.0,1675000000.0,1675000000.0,1675000000.0,1675000000.0,1675000000.0,204000000.0,204000000.0,204000000.0,204000000.0,53000000.0,204000000.0,53000000.0,53000000.0,53000000.0,135000000.0,135000000.0,135000000.0,135000000.0,886000000.0,886000000.0,886000000.0,886000000.0,670000000.0,670000000.0,670000000.0,670000000.0,188000000.0,188000000.0,188000000.0
CommercialPaper / USD,,,,,,,0.0,,,,1625000000.0,,,,,,,,0.0,,,,20000000.0,,,,,,,,,,,,,,,,,0.0,,,,,3048000000.0,,,,,,,,,0.0,,,,6586000000.0,,,,866000000.0,,,,2091000000.0,,,
CommonStockDividendsPerShareDeclared / USD/shares,0.8,1.2,,0.41,0.82,1.23,1.61,0.42,0.84,1.26,1.65,0.43,0.86,1.29,1.69,0.44,0.88,1.32,1.73,0.45,0.9,0.9,1.77,0.46,0.92,1.38,1.81,0.47,0.94,1.41,1.81,0.48,0.96,1.44,1.89,0.49,0.98,1.89,1.47,1.93,0.5,0.5,1.0,1.5,1.97,0.51,1.02,1.53,2.01,0.52,2.01,1.04,1.56,2.05,0.52,1.04,1.56,2.08,0.2775,0.555,0.8325,2.08,0.2775,,,1.11,,0.555,0.8325
CommonStockParOrStatedValuePerShare / USD/shares,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CommonStockSharesAuthorized / shares,,,7000000000.0,,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0
CommonStockSharesIssued / shares,,,6495231088.0,,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,6495231088.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7620748598.0,7621000000.0,7621000000.0
CommonStockValue / USD,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,6495000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0,7621000000.0
ComprehensiveIncomeNetOfTax / USD,,,,,7071000000.0,10412000000.0,-3705000000.0,2487000000.0,5799000000.0,17969000000.0,,3409000000.0,7007000000.0,9587000000.0,19898000000.0,3790000000.0,7245000000.0,11047000000.0,4412000000.0,3808000000.0,7393000000.0,7393000000.0,9320000000.0,3438000000.0,7170000000.0,10487000000.0,21063000000.0,2543000000.0,5324000000.0,6572000000.0,6623000000.0,3649000000.0,6691000000.0,10055000000.0,10618000000.0,3668000000.0,7812000000.0,10618000000.0,11032000000.0,12603000000.0,5686000000.0,5686000000.0,9151000000.0,13536000000.0,29977000000.0,4192000000.0,6849000000.0,9397000000.0,17260000000.0,-1245000000.0,17260000000.0,550000000.0,3886000000.0,15124000000.0,7419000000.0,7909000000.0,13051000000.0,-6316000000.0,4571000000.0,7745000000.0,14337000000.0,19280000000.0,3816000000.0,8256000000.0,11991000000.0,-9287000000.0,3312000000.0,6182000000.0,5216000000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,,,,,-145000000.0,-234000000.0,283000000.0,86000000.0,164000000.0,247000000.0,,60000000.0,127000000.0,190000000.0,318000000.0,69000000.0,131000000.0,197000000.0,239000000.0,73000000.0,130000000.0,130000000.0,275000000.0,82000000.0,157000000.0,213000000.0,302000000.0,76000000.0,178000000.0,242000000.0,294000000.0,82000000.0,189000000.0,300000000.0,326000000.0,111000000.0,200000000.0,326000000.0,304000000.0,377000000.0,99000000.0,99000000.0,183000000.0,274000000.0,392000000.0,252000000.0,515000000.0,747000000.0,551000000.0,302000000.0,551000000.0,576000000.0,926000000.0,1063000000.0,388000000.0,698000000.0,1049000000.0,1296000000.0,354000000.0,734000000.0,1107000000.0,1396000000.0,225000000.0,498000000.0,829000000.0,1469000000.0,306000000.0,658000000.0,977000000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,,,17084000000.0,,7216000000.0,10646000000.0,-3422000000.0,2573000000.0,5963000000.0,18216000000.0,,3469000000.0,7134000000.0,9777000000.0,20216000000.0,3859000000.0,7376000000.0,11244000000.0,4651000000.0,3881000000.0,7523000000.0,7523000000.0,9595000000.0,3520000000.0,7327000000.0,10700000000.0,21365000000.0,2619000000.0,5502000000.0,6814000000.0,6917000000.0,3731000000.0,6880000000.0,10355000000.0,10944000000.0,3779000000.0,8012000000.0,10944000000.0,11336000000.0,12980000000.0,5785000000.0,5785000000.0,9334000000.0,13810000000.0,30369000000.0,4444000000.0,7364000000.0,10144000000.0,17811000000.0,-943000000.0,17811000000.0,1126000000.0,4812000000.0,16187000000.0,7807000000.0,8607000000.0,14100000000.0,-5020000000.0,4925000000.0,8479000000.0,15444000000.0,20676000000.0,4041000000.0,8754000000.0,12820000000.0,-7818000000.0,3618000000.0,6840000000.0,6193000000.0
ContractWithCustomerAssetNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757000000.0,1906000000.0,,1923000000.0,1896000000.0,1896000000.0,1896000000.0,1896000000.0,1896000000.0,1896000000.0,2472000000.0,2472000000.0,2472000000.0,2472000000.0,3501000000.0,2472000000.0,3501000000.0,3501000000.0,3501000000.0,4518000000.0,4389000000.0,4389000000.0,4389000000.0,5512000000.0,5512000000.0,5512000000.0,5512000000.0,6518000000.0,6518000000.0,6518000000.0,6518000000.0,6855000000.0,6855000000.0,6855000000.0
ContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5510000000.0,6853000000.0,,6920000000.0,6856000000.0,6856000000.0,6856000000.0,6856000000.0,6856000000.0,6856000000.0,6999000000.0,6999000000.0,6999000000.0,6999000000.0,6879000000.0,6999000000.0,6879000000.0,6879000000.0,6879000000.0,5645000000.0,4133000000.0,4133000000.0,4133000000.0,4170000000.0,4170000000.0,4170000000.0,4170000000.0,3994000000.0,3994000000.0,3994000000.0,3994000000.0,4272000000.0,4272000000.0,4272000000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4882000000.0,5723000000.0,,5846000000.0,5752000000.0,5752000000.0,5752000000.0,5752000000.0,5752000000.0,5752000000.0,5939000000.0,5939000000.0,5939000000.0,5939000000.0,6071000000.0,5939000000.0,,,,,,,,,3918000000.0,3918000000.0,3918000000.0,3778000000.0,3778000000.0,3778000000.0,3778000000.0,4099000000.0,4099000000.0,4099000000.0
ContractWithCustomerLiabilityRevenueRecognized / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3625000000.0,3839000000.0,,4716000000.0,5677000000.0,4379000000.0,4379000000.0,4974000000.0,5295000000.0,5394000000.0,4519000000.0,5004000000.0,5340000000.0,5579000000.0,4509000000.0,5579000000.0,5023000000.0,5150000000.0,5662000000.0,3697000000.0,3238000000.0,3527000000.0,3795000000.0,2821000000.0,3292000000.0,3576000000.0,3830000000.0,2675000000.0,3142000000.0,3512000000.0,3666000000.0,3500000000.0,3515000000.0,3581000000.0
CostsAndExpenses / USD,,,,,,,,,,,,,,,,,,,,,,77348000000.0,114437000000.0,26198000000.0,53157000000.0,80327000000.0,98000000000.0,27019000000.0,54261000000.0,87429000000.0,120235000000.0,33404000000.0,67364000000.0,101846000000.0,122016000000.0,33009000000.0,66320000000.0,126439000000.0,100181000000.0,140243000000.0,31837000000.0,31837000000.0,64357000000.0,102827000000.0,140576000000.0,37594000000.0,75051000000.0,111738000000.0,144660000000.0,35293000000.0,144660000000.0,72711000000.0,108919000000.0,153238000000.0,36278000000.0,56851000000.0,81940000000.0,134678000000.0,24175000000.0,48862000000.0,72893000000.0,108141000000.0,24137000000.0,47648000000.0,72216000000.0,125328000000.0,24181000000.0,48218000000.0,76315000000.0
