fact_unit,2020-05-07,2020-05-12,2020-08-12,2020-11-10,2021-03-01,2021-04-30,2021-05-10,2021-08-09,2021-11-08,2022-02-28,2022-04-29,2022-05-09,2022-08-08,2022-11-07,2023-02-27,2023-04-28,2023-05-08,2023-08-07,2023-11-08,2024-02-28,2024-04-26,2024-05-09,2024-08-08,2024-11-07,2025-02-27,2025-04-30,2025-05-08,2025-08-07,2025-11-06
OtherNonoperatingIncomeExpense / USD,0.0,0.0,0.0,0.0,-64900000.0,,-34100000.0,-32100000.0,-24600000.0,-43800000.0,,-6100000.0,-10300000.0,-16100000.0,-12600000.0,,-33700000.0,-47200000.0,-26600000.0,5800000.0,,69900000.0,177400000.0,269400000.0,1790700000.0,,139100000.0,133000000.0,143200000.0
OtherReceivablesNetCurrent / USD,,,,,418700000.0,,952500000.0,952500000.0,952500000.0,952500000.0,,492000000.0,492000000.0,492000000.0,492000000.0,,570700000.0,570700000.0,570700000.0,570700000.0,,876600000.0,876600000.0,876600000.0,876600000.0,,546000000.0,546000000.0,546000000.0
OtherResearchAndDevelopmentExpense / USD,,,,,,,,,,,,,,,,,,0.0,0.0,70100000.0,,0.0,10200000.0,11200000.0,36400000.0,,,,
OtherSundryLiabilitiesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,989400000.0,989400000.0,989400000.0
OtherSundryLiabilitiesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,249700000.0,,325000000.0,325000000.0,325000000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,,,,,943500000.0,,67100000.0,76400000.0,97300000.0,192800000.0,,3700000.0,17300000.0,28200000.0,438200000.0,,7400000.0,13000000.0,24800000.0,52200000.0,,34700000.0,55900000.0,62100000.0,37000000.0,,1000000.0,11700000.0,20100000.0
PaymentsForRent / USD,,,,,,,,,,87600000.0,,,,,80700000.0,,,,,97600000.0,,,,,90900000.0,,,,
PaymentsForRepurchaseOfCommonStock / USD,,,,,432000000.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,250000000.0,250000000.0,250000000.0,0.0,,250000000.0,250000000.0,250000000.0
PaymentsOfFinancingCosts / USD,,,,,21400000.0,,,1200000.0,1800000.0,3000000.0,,0.0,200000.0,6500000.0,2000000.0,,400000.0,1300000.0,1600000.0,7000000.0,,,,300000.0,1900000.0,,,0.0,4800000.0
PaymentsOfMergerRelatedCostsFinancingActivities / USD,,,,,11900000.0,,19300000.0,,,60300000.0,,26000000.0,28600000.0,28600000.0,48500000.0,,15500000.0,18900000.0,18900000.0,28600000.0,,8400000.0,8400000.0,8400000.0,18900000.0,,10900000.0,31500000.0,31500000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,10100000.0,,5000000.0,7100000.0,7100000.0,8400000.0,,7800000.0,13500000.0,17100000.0,7900000.0,,9900000.0,13200000.0,13400000.0,17400000.0,,30000000.0,30000000.0,32600000.0,17300000.0,,28700000.0,32100000.0,53300000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,,,,65900000.0,,0.0,0.0,0.0,148700000.0,,-277000000.0,-277000000.0,-277000000.0,-415800000.0,,0.0,0.0,0.0,-277000000.0,,667700000.0,667700000.0,667700000.0,0.0,,350000000.0,350000000.0,350000000.0
PaymentsToAcquireMarketableSecurities / USD,,,,,63400000.0,,53600000.0,90200000.0,96100000.0,25800000.0,,12300000.0,19500000.0,26300000.0,104800000.0,,8600000.0,13200000.0,23300000.0,30200000.0,,9000000.0,16600000.0,20900000.0,30200000.0,,7700000.0,13300000.0,21700000.0
PaymentsToAcquirePropertyPlantAndEquipment / USD,,,,,252100000.0,,43400000.0,87900000.0,126100000.0,213200000.0,,49500000.0,138800000.0,259800000.0,243000000.0,,64500000.0,148400000.0,252300000.0,457200000.0,,47800000.0,115600000.0,211500000.0,406000000.0,,49800000.0,108600000.0,185600000.0
PaymentsToMinorityShareholders / USD,,,,,600000.0,,,,,0.0,,0.0,133000000.0,266000000.0,0.0,,145100000.0,290600000.0,436100000.0,399000000.0,,143800000.0,287700000.0,431600000.0,581600000.0,,142800000.0,288300000.0,431500000.0
PrepaidExpenseAndOtherAssetsCurrent / USD,,,,,552000000.0,,1707400000.0,1707400000.0,1707400000.0,1707400000.0,,1957600000.0,1957600000.0,1957600000.0,1957600000.0,,1811200000.0,1811200000.0,1811200000.0,1811200000.0,,2028100000.0,2028100000.0,2028100000.0,2028100000.0,,1710500000.0,1710500000.0,1710500000.0
PrepaidExpenseCurrent / USD,,,,,156700000.0,,267800000.0,267800000.0,267800000.0,267800000.0,,256700000.0,256700000.0,256700000.0,256700000.0,,194600000.0,194600000.0,194600000.0,194600000.0,,155900000.0,155900000.0,155900000.0,155900000.0,,140900000.0,140900000.0,140900000.0
ProFormaWeightedAverageSharesOutstandingDiluted / shares,,,,,,,,,,,,,,,,,,1215100000.0,1216100000.0,1217400000.0,,,,,1217400000.0,,,,
ProceedsFromDivestitureOfBusinesses / USD,,,,,29300000.0,,,,,28000000.0,,,,,20000000.0,,,,,96700000.0,,0.0,0.0,48000000.0,1950000000.0,,240600000.0,677700000.0,2510200000.0
ProceedsFromIssuanceOfCommonStock / USD,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,700000.0,2500000.0,0.0,,900000.0,1700000.0,2500000.0,3300000.0,,600000.0,1300000.0,1900000.0
ProceedsFromIssuanceOfLongTermDebt / USD,,,0.0,0.0,2577900000.0,,33100000.0,33200000.0,33200000.0,7400000.0,,0.0,900100000.0,1710100000.0,983300000.0,,100000.0,795400000.0,1875500000.0,1710100000.0,,,,,1875600000.0,,,,
ProceedsFromPaymentsForOtherFinancingActivities / USD,,,,,-1000000.0,,-1200000.0,-2000000.0,-3100000.0,-2500000.0,,-2100000.0,-3100000.0,-4100000.0,-3300000.0,,-200000.0,-200000.0,-600000.0,-4900000.0,,11800000.0,32900000.0,104200000.0,18600000.0,,6200000.0,128800000.0,196900000.0
ProceedsFromRepaymentsOfShortTermDebt / USD,,,,,-44400000.0,,0.0,0.0,300000.0,-1800000.0,,-1063900000.0,199700000.0,606100000.0,1099600000.0,,-837900000.0,-473500000.0,-992800000.0,392100000.0,,204600000.0,23100000.0,200000.0,-1493200000.0,,0.0,0.0,1500000.0
ProceedsFromSaleAndCollectionOfReceivables / USD,,,,,90100000.0,,153000000.0,153000000.0,153000000.0,153000000.0,,29600000.0,29600000.0,29600000.0,29600000.0,,34700000.0,34700000.0,34700000.0,34700000.0,,30800000.0,30800000.0,30800000.0,30800000.0,,68500000.0,68500000.0,68500000.0
ProceedsFromSaleAndMaturityOfMarketableSecurities / USD,,,,,85200000.0,,18100000.0,33100000.0,38600000.0,27100000.0,,12300000.0,19200000.0,26000000.0,47000000.0,,8500000.0,12800000.0,23000000.0,29800000.0,,9000000.0,16600000.0,20900000.0,29900000.0,,7700000.0,13300000.0,21700000.0
ProceedsFromSaleOfProductiveAssets / USD,,,,,,,400000.0,,,,,12500000.0,,,,,5100000.0,,,,,700000.0,13100000.0,13400000.0,,,700000.0,1400000.0,2200000.0
ProceedsFromSaleOfPropertyPlantAndEquipment / USD,,,,,0.0,,,1300000.0,2100000.0,0.0,,,15500000.0,16100000.0,2100000.0,,,12800000.0,13400000.0,18300000.0,,,,,13800000.0,,,,
ProfitLoss / USD,,,,,352500000.0,,,,,16800000.0,,,,,-669900000.0,,,,,-1269100000.0,,,,,2078600000.0,,,,
PropertyPlantAndEquipmentGross / USD,,,,,4122900000.0,,5721900000.0,5721900000.0,5721900000.0,5721900000.0,,5589100000.0,5589100000.0,5589100000.0,5589100000.0,,5083800000.0,5083800000.0,5083800000.0,5083800000.0,,4770300000.0,4770300000.0,4770300000.0,4770300000.0,,4869300000.0,4869300000.0,4869300000.0
PropertyPlantAndEquipmentNet / USD,,,,,2149600000.0,,3459900000.0,3459900000.0,3459900000.0,3459900000.0,,3188600000.0,3188600000.0,3188600000.0,3188600000.0,,3024500000.0,3024500000.0,3024500000.0,3024500000.0,,2759600000.0,2759600000.0,2759600000.0,2759600000.0,,2666100000.0,2666100000.0,2666100000.0
ReceivablesNetCurrent / USD,,,,,2640100000.0,,3891300000.0,3891300000.0,3891300000.0,3891300000.0,,3774400000.0,3774400000.0,3774400000.0,3774400000.0,,3243800000.0,3243800000.0,3243800000.0,3243800000.0,,2823800000.0,2823800000.0,2823800000.0,2823800000.0,,2675300000.0,2675300000.0,2675300000.0
ReclassificationFromAociCurrentPeriodTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,42400000.0,58400000.0,-4000000.0
RepaymentsOfLongTermDebt / USD,,,,,3165200000.0,,33000000.0,589000000.0,588900000.0,1108500000.0,,0.0,2250700000.0,4200700000.0,2484200000.0,,100000.0,1787000000.0,2961900000.0,4201300000.0,,750100000.0,750100000.0,750100000.0,3662500000.0,,,801700000.0,2339400000.0
ResearchAndDevelopmentExpense / USD,,,,,704500000.0,,114200000.0,270500000.0,400300000.0,639900000.0,,184100000.0,331800000.0,483900000.0,,,142300000.0,304900000.0,479800000.0,,,182900000.0,391200000.0,602400000.0,,,199700000.0,403800000.0,602200000.0
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost / USD,,,,,,,,,,,,,,,512600000.0,,,,,681000000.0,,,,,662200000.0,,,,
RestrictedCashAndCashEquivalentsAtCarryingValue / USD,,,,,1200000.0,,15500000.0,1100000.0,2600000.0,15500000.0,,6200000.0,5200000.0,5100000.0,5600000.0,,5000000.0,4700000.0,3700000.0,5000000.0,,4100000.0,2200000.0,2200000.0,2600000.0,,1300000.0,1300000.0,1400000.0
RestrictedStockValueSharesIssuedNetOfTaxWithholdings / USD,,,,,600000.0,,600000.0,600000.0,600000.0,600000.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,3700000.0,3800000.0,3800000.0,,,6700000.0,7200000.0,10600000.0
RestructuringReserveCurrent / USD,,,,,26000000.0,,149200000.0,149200000.0,149200000.0,149200000.0,,233500000.0,233500000.0,233500000.0,233500000.0,,95300000.0,95300000.0,95300000.0,95300000.0,,36400000.0,36400000.0,36400000.0,36400000.0,,63400000.0,63400000.0,63400000.0
RestructuringReserveNoncurrent / USD,,,,,0.0,,134800000.0,134800000.0,134800000.0,134800000.0,,64300000.0,64300000.0,64300000.0,64300000.0,,60400000.0,60400000.0,60400000.0,60400000.0,,59200000.0,59200000.0,59200000.0,59200000.0,,128500000.0,128500000.0,128500000.0
RetainedEarningsAccumulatedDeficit / USD,0.0,0.0,0.0,0.0,6031100000.0,,5361200000.0,5361200000.0,5361200000.0,5361200000.0,,3688800000.0,3688800000.0,3688800000.0,3688800000.0,,5175600000.0,5175600000.0,5175600000.0,5175600000.0,,4639700000.0,4639700000.0,4639700000.0,4639700000.0,,3418800000.0,3418800000.0,3418800000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,0.0,0.0,0.0,0.0,11268700000.0,,2588200000.0,5284100000.0,8232200000.0,11370300000.0,,4400100000.0,8961800000.0,13482300000.0,11819900000.0,,4178200000.0,8283600000.0,12351000000.0,17813600000.0,,3719100000.0,7628600000.0,11562500000.0,16218100000.0,,3653500000.0,7439400000.0,11177400000.0
RevenueNotFromContractWithCustomer / USD,,,,,,,,,,,,,,,,,,,,,,,,27100000.0,44600000.0,,9900000.0,20600000.0,33800000.0
Revenues / USD,,,,,11433900000.0,,2619200000.0,5350400000.0,8322500000.0,11500500000.0,,4430300000.0,9008100000.0,13544700000.0,11946000000.0,,4191700000.0,8308500000.0,12386700000.0,17886300000.0,,3729100000.0,7647700000.0,11589600000.0,16262700000.0,,3663400000.0,7460000000.0,11211200000.0
SellingGeneralAndAdministrativeExpense / USD,,,,,2441000000.0,,605400000.0,1324800000.0,1983200000.0,2563600000.0,,1186500000.0,2391300000.0,3446300000.0,3344600000.0,,915300000.0,1896400000.0,2913700000.0,4529200000.0,,958900000.0,1990800000.0,3044300000.0,4179100000.0,,1017500000.0,2054500000.0,3057900000.0
ShareBasedCompensation / USD,,,,,-3300000.0,,19400000.0,34700000.0,49800000.0,56800000.0,,32700000.0,63700000.0,88700000.0,79200000.0,,28300000.0,57700000.0,86800000.0,111200000.0,,42600000.0,81800000.0,124900000.0,116400000.0,,46700000.0,81400000.0,113800000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber / shares,,,,,5284858.0,,5109921.0,5053633.0,5071319.0,4969602.0,,4831333.0,4518196.0,4340604.0,4216884.0,,4185316.0,4151296.0,4113738.0,4014981.0,,3597026.0,3491381.0,3374710.0,3310219.0,,3154876.0,2810777.0,2718591.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice / USD/shares,,,,,38.51,,39.41,39.38,39.19,39.21,,39.19,39.43,39.57,39.65,,38.98,38.72,38.57,38.42,,36.72,36.7,36.42,36.28,,35.71,35.98,35.74
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod / shares,,,,,468068.0,,806251.0,938524.0,1002889.0,715941.0,,450161.0,782735.0,987134.0,422714.0,,242165.0,335798.0,435617.0,1135241.0,,417916.0,531407.0,673362.0,1126848.0,,164192.0,515096.0,608203.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod / shares,,,,,905265.0,,,,,829322.0,,,,,814351.0,,283361.0,283361.0,283361.0,283361.0,,,,,283361.0,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber / shares,,,,,7198684.0,,6711731.0,6711731.0,6711731.0,6815278.0,,5576490.0,5576490.0,5576490.0,6347709.0,,4449642.0,4449642.0,4449642.0,6711731.0,,4159333.0,4159333.0,4159333.0,5576490.0,,3350786.0,3350786.0,3350786.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice / USD/shares,,,,,35.17,,35.36,35.36,35.36,36.61,,37.19,37.19,37.19,36.97,,38.53,38.53,38.53,35.36,,37.41,37.41,37.41,37.19,,35.94,35.94,35.94
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber / shares,,,,,6532172.0,,5789718.0,5668426.0,5615521.0,5487788.0,,5077897.0,4748296.0,4547686.0,4411052.0,,4452279.0,4361367.0,4261465.0,4141672.0,,3707337.0,3566869.0,3426600.0,3345183.0,,3174741.0,2821503.0,2725215.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice / USD/shares,,,,,35.65,,37.28,37.37,37.4,37.45,,38.21,38.43,38.62,38.7,,37.2,37.31,37.55,37.53,,35.9,36.12,35.99,35.99,,35.54,35.88,35.68
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice / USD/shares,,,,,21.75,,,,,14.4,,,,,21.13,,5.27,5.67,5.77,5.65,,9.02,7.02,6.99,5.65,,6.65,6.51,6.59
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice / USD/shares,,,,,47.86,,23.47,24.77,25.24,39.4,,27.54,30.69,31.37,25.74,,31.3,31.42,30.53,26.39,,53.13,49.75,47.43,31.91,,45.7,37.04,37.98
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice / USD/shares,,,,,40.38,,,,,26.18,,,,,17.37,,7.68,7.68,7.68,7.68,,,,,7.68,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueVested / USD,,,,,,,,,,,,,,,,,600000.0,600000.0,500000.0,600000.0,,800000.0,400000.0,500000.0,500000.0,,100000.0,100000.0,100000.0
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1 / USD,,,,,,,,,,,,,,,,,100000.0,200000.0,300000.0,300000.0,,400000.0,200000.0,300000.0,300000.0,,,,
StockIssuedDuringPeriodSharesStockOptionsExercised / shares,,,,,820603.0,,,,,580950.0,,,,,27615.0,,5225.0,9125.0,16710.0,26457.0,,18012.0,49222.0,51482.0,26457.0,,8537.0,12291.0,16129.0
StockIssuedDuringPeriodValueAcquisitions / USD,,,,,10727500000.0,,,,,10727500000.0,,,,,10727500000.0,,,,,3300000.0,,,,,3100000.0,,,,
StockIssuedDuringPeriodValueNewIssues / USD,,,,,,,,,,0.0,,,700000.0,2500000.0,0.0,,900000.0,700000.0,2500000.0,,,900000.0,1700000.0,2400000.0,3300000.0,,600000.0,1300000.0,1900000.0
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures / USD,,,,,,,,,,,,,,,1600000.0,,,,,1600000.0,,,,,1600000.0,,,,
StockRepurchaseProgramAuthorizedAmount1 / USD,,,,,,,,,,,,1000000000.0,1000000000.0,1000000000.0,1000000000.0,,1000000000.0,1000000000.0,1000000000.0,1000000000.0,,1000000000.0,1000000000.0,1000000000.0,1000000000.0,,1000000000.0,1000000000.0,1000000000.0
StockRepurchasedDuringPeriodShares / shares,,,,,,,,,,,,,,,,,,,,21200000.0,,,,,21200000.0,,,,
StockRepurchasedDuringPeriodValue / USD,,,,,,,,,,,,,,,,,,,,250000000.0,,500000000.0,500000000.0,500000000.0,250000000.0,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,,,,,13307600000.0,,11883800000.0,11883800000.0,11883800000.0,12167100000.0,,22954100000.0,22954100000.0,22954100000.0,11883800000.0,,20492700000.0,20492700000.0,20492700000.0,22954100000.0,,21072300000.0,21072300000.0,21072300000.0,20492700000.0,,20467400000.0,20467400000.0,20467400000.0
SupplierFinanceProgramObligation / USD,,,,,,,,,,,,,,,,,55500000.0,55600000.0,59600000.0,33400000.0,,,,,65100000.0,,,,
SupplierFinanceProgramObligationDecreaseSettlement / USD,,,,,,,,,,,,,,,,,,,,,,,,,180700000.0,,,,
SupplierFinanceProgramObligationIncrease / USD,,,,,,,,,,,,,,,,,,,,,,,,,157500000.0,,,,
TradingSecurities / USD,,,,,,,45800000.0,45800000.0,45800000.0,,,51000000.0,51000000.0,51000000.0,,,42600000.0,42600000.0,42600000.0,,,49300000.0,49300000.0,49300000.0,,,55500000.0,55500000.0,55500000.0
TransfersOfFinancialAssetsAccountedForAsSaleInitialFairValueOfAssetsObtainedAsProceeds / USD,,,,,,,,,,,,,,,,,,,,415700000.0,,415700000.0,415700000.0,415700000.0,415700000.0,,29900000.0,29900000.0,29900000.0
TreasuryStockCommonShares / shares,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,21239521.0,21239521.0,21239521.0
TreasuryStockSharesAcquired / shares,,,,,9800000.0,,,,,,,,,,,,21200000.0,21200000.0,21200000.0,,,21200000.0,21200000.0,21200000.0,,,19200000.0,19200000.0,19200000.0
TreasuryStockValue / USD,,,,,999700000.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,251800000.0,,251800000.0,251800000.0,251800000.0
TreasuryStockValueAcquiredCostMethod / USD,,,,,432000000.0,,,,,,,,,,,,251800000.0,251800000.0,251800000.0,251800000.0,,251800000.0,251800000.0,251800000.0,251800000.0,,252500000.0,252500000.0,252500000.0
UnamortizedDebtIssuanceExpense / USD,,,,,59100000.0,,47800000.0,47800000.0,47800000.0,47800000.0,,42300000.0,42300000.0,42300000.0,42300000.0,,35100000.0,35100000.0,35100000.0,35100000.0,,29500000.0,29500000.0,29500000.0,29500000.0,,24300000.0,24300000.0,24300000.0
UnrecognizedTaxBenefits / USD,,,,,185700000.0,,,,,96300000.0,,,,,92100000.0,,,,,391100000.0,,,,,322900000.0,,,,
UnrecognizedTaxBenefitsDecreasesResultingFromAcquisition / USD,,,,,,,,,,4800000.0,,,,,4800000.0,,,,,4800000.0,,,,,27300000.0,,,,
UnrecognizedTaxBenefitsDecreasesResultingFromForeignCurrencyTranslation / USD,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,,,5800000.0,,,,,11700000.0,,,,,5200000.0,,,,,9100000.0,,,,,5800000.0,,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,,,,32900000.0,,,,,112500000.0,,,,,8900000.0,,,,,47300000.0,,,,,400000.0,,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,,,0.0,,,,,0.0,,,,,13400000.0,,,,,0.0,,,,,8200000.0,,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,,20000000.0,,,,,154900000.0,,,,,35700000.0,,,,,0.0,,,,,1000000.0,,,,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,,,,,70700000.0,,,,,34900000.0,,,,,0.0,,,,,7000000.0,,,,,1900000.0,,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,,,,,127100000.0,,,,,230200000.0,,,,,210700000.0,,,,,191400000.0,,,,,180500000.0,,,,
WeightedAverageBasicSharesOutstandingProForma / shares,,,,,,,,,,,,,,,,,,1211400000.0,1211800000.0,1212100000.0,,,,,1212100000.0,,,,
WeightedAverageNumberOfDilutedSharesOutstanding / shares,,,,,516500000.0,,517000000.0,517100000.0,517300000.0,516500000.0,,1207500000.0,1208200000.0,1208600000.0,601200000.0,,1213100000.0,1215100000.0,1216100000.0,1208800000.0,,1205600000.0,1204600000.0,1205600000.0,1217400000.0,,1209500000.0,1193100000.0,1193300000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,100.0,100.0,,,514500000.0,,516400000.0,516700000.0,516800000.0,515700000.0,,1207500000.0,1208200000.0,1208600000.0,601200000.0,,1210500000.0,1211400000.0,1211800000.0,1208800000.0,,1202500000.0,1200800000.0,1200400000.0,1212100000.0,,1195200000.0,1193100000.0,1193300000.0
