fact_unit,2009-08-06,2009-11-05,2010-02-25,2010-05-06,2010-08-05,2010-09-14,2010-11-04,2011-02-24,2011-05-05,2011-05-23,2011-08-05,2011-11-04,2011-11-10,2012-02-24,2012-05-03,2012-06-13,2012-08-02,2012-11-01,2013-02-21,2013-05-09,2013-06-17,2013-08-08,2013-11-07,2014-02-27,2014-05-08,2014-08-07,2014-11-06,2015-02-26,2015-05-06,2015-08-06,2015-11-05,2016-02-25,2016-05-05,2016-08-04,2016-11-02,2017-02-23,2017-05-04,2017-08-04,2017-11-01,2018-02-22,2018-05-03,2018-08-02,2018-10-30,2019-02-21,2019-05-06,2019-08-02,2019-10-30,2020-02-20,2020-05-07,2020-08-03,2020-10-30,2021-02-18,2021-04-30,2021-07-30,2021-10-29,2022-02-17,2022-04-29,2022-07-29,2022-10-28,2023-02-16,2023-04-28,2023-08-02,2023-11-02,2024-02-15,2024-05-02,2024-08-01,2024-11-04,2025-02-13,2025-04-30,2025-08-06,2025-10-30
CommercialPaper / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340900000.0,,,,,,,,,,,,,,,,,,,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,315100000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0
CommonStockDividendsPerShareDeclared / USD/shares,0.965,1.4475,1.87,0.4825,0.965,1.87,1.3025,1.93,0.3375,1.93,0.675,1.0125,1.93,1.64,0.3375,1.64,0.675,1.0125,1.47,0.3375,1.47,0.675,1.0125,1.58,0.4,0.8,1.2,1.78,0.5,1.0,1.5,1.85,0.5525,1.105,1.6575,2.0,8.50375,9.0075,12.51125,2.21,0.50375,1.0075,1.51125,13.015,,,,,,,,,,,,,,,,,,,,,,,1.9875,2.5,0.675,1.35,2.025
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0
CommonStockSharesIssued / shares,272786760.0,272786760.0,272786760.0,279959048.0,279959048.0,272786760.0,279959048.0,279959048.0,290197242.0,279959048.0,290197242.0,290197242.0,279959048.0,290197242.0,297508185.0,290197242.0,297508185.0,297508185.0,297508185.0,325054654.0,297508185.0,325054654.0,325054654.0,325054654.0,360479260.0,360479260.0,360479260.0,360479260.0,362855454.0,362855454.0,362855454.0,362855454.0,364755444.0,364755444.0,364755444.0,364755444.0,365870924.0,365870924.0,365870924.0,365870924.0,368018082.0,368018082.0,368018082.0,368018082.0,369405161.0,369405161.0,369405161.0,369405161.0,371670884.0,371670884.0,371670884.0,371670884.0,372302000.0,372302000.0,372302000.0,372302000.0,375527195.0,375527195.0,375527195.0,375527195.0,378429708.0,378429708.0,378429708.0,378429708.0,379291417.0,379291417.0,379291417.0,379291417.0,379475383.0,379475383.0,379475383.0
CommonStockSharesOutstanding / shares,272786760.0,272786760.0,272786760.0,279959048.0,279959048.0,272786760.0,279959048.0,269554661.0,290197242.0,269554661.0,290197242.0,290197242.0,269554661.0,272786760.0,297508185.0,272786760.0,297508185.0,297508185.0,279959048.0,325054654.0,279959048.0,325054654.0,325054654.0,290197242.0,360479260.0,360479260.0,360479260.0,297508185.0,362855454.0,362855454.0,362855454.0,325054654.0,364755444.0,364755444.0,364755444.0,360479260.0,365870924.0,365870924.0,365870924.0,362855454.0,368018082.0,368018082.0,368018082.0,364755444.0,368018082.0,368018082.0,368018082.0,365870924.0,369405161.0,369405161.0,369405161.0,368018082.0,371670884.0,371670884.0,371670884.0,369405161.0,372302000.0,372302000.0,372302000.0,371670884.0,375527195.0,375527195.0,375527195.0,372302000.0,378429708.0,378429708.0,378429708.0,375527195.0,379291417.0,379291417.0,379291417.0
CommonStockValue / USD,2728000.0,2728000.0,2728000.0,2800000.0,2800000.0,2728000.0,2800000.0,2800000.0,2902000.0,2800000.0,2902000.0,2902000.0,2800000.0,2902000.0,2975000.0,2902000.0,2975000.0,2975000.0,2975000.0,3251000.0,2975000.0,3251000.0,3251000.0,3251000.0,3605000.0,3605000.0,3605000.0,3605000.0,3629000.0,3629000.0,3629000.0,3629000.0,3648000.0,3648000.0,3648000.0,3648000.0,3659000.0,3659000.0,3659000.0,3659000.0,3680000.0,3680000.0,3680000.0,3680000.0,3694000.0,3694000.0,3694000.0,3694000.0,3717000.0,3717000.0,3717000.0,3717000.0,3723000.0,3723000.0,3723000.0,3723000.0,3755000.0,3755000.0,3755000.0,3755000.0,3784000.0,3784000.0,3784000.0,3784000.0,3793000.0,3793000.0,3793000.0,3793000.0,3795000.0,3795000.0,3795000.0
ComprehensiveIncomeNetOfTax / USD,264011000.0,433453000.0,978316000.0,87305000.0,194577000.0,978316000.0,331144000.0,387705000.0,42547000.0,387705000.0,-18903000.0,-26918000.0,387705000.0,402753000.0,134515000.0,402753000.0,660520000.0,663889000.0,221111000.0,152044000.0,221111000.0,247206000.0,473666000.0,754685000.0,1027900000.0,1367728000.0,1742469000.0,845150000.0,71698000.0,180449000.0,404293000.0,1867135000.0,174952000.0,476920000.0,680186000.0,614965000.0,3612584000.0,3834002000.0,4046913000.0,889486000.0,148158000.0,352077000.0,496549000.0,4328800000.0,222287000.0,345931000.0,576879000.0,627833000.0,94877000.0,389543000.0,662200000.0,680292000.0,313104000.0,579334000.0,676286000.0,958259000.0,59758000.0,378400000.0,812636000.0,946314000.0,73110000.0,298368000.0,650188000.0,1341925000.0,203631000.0,357298000.0,531153000.0,807588000.0,296380000.0,474447000.0,614604000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,,30398000.0,67168000.0,4626000.0,10353000.0,67168000.0,17737000.0,28791000.0,2373000.0,28791000.0,2501000.0,3544000.0,28791000.0,19756000.0,5735000.0,19756000.0,31564000.0,36693000.0,12373000.0,6868000.0,12373000.0,11919000.0,22103000.0,41612000.0,43774000.0,56342000.0,70770000.0,39624000.0,3302000.0,8175000.0,17705000.0,76204000.0,7402000.0,20219000.0,29244000.0,26728000.0,145070000.0,154734000.0,164096000.0,38668000.0,6366000.0,14782000.0,20983000.0,189411000.0,9139000.0,14329000.0,23848000.0,25845000.0,4353000.0,16150000.0,27096000.0,28526000.0,24234000.0,35026000.0,39316000.0,38872000.0,2909000.0,14641000.0,30100000.0,50084000.0,3113000.0,11730000.0,24853000.0,64183000.0,7755000.0,13890000.0,22712000.0,31132000.0,9262000.0,15350000.0,20330000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,,463851000.0,1045484000.0,91931000.0,204930000.0,1045484000.0,348881000.0,416496000.0,44920000.0,416496000.0,-16402000.0,-23374000.0,416496000.0,422509000.0,140250000.0,422509000.0,692084000.0,700582000.0,233484000.0,158912000.0,233484000.0,259125000.0,495769000.0,796297000.0,1071674000.0,1424070000.0,1813239000.0,884774000.0,75000000.0,188624000.0,421998000.0,1943339000.0,182354000.0,497139000.0,709430000.0,641693000.0,3757654000.0,3988736000.0,4211009000.0,928154000.0,154524000.0,366859000.0,517532000.0,4518211000.0,231426000.0,360260000.0,600727000.0,653678000.0,99230000.0,405693000.0,689296000.0,708818000.0,337338000.0,614360000.0,715602000.0,997131000.0,62667000.0,393041000.0,842736000.0,996398000.0,76223000.0,310098000.0,675041000.0,1406108000.0,211386000.0,371188000.0,553865000.0,838720000.0,305642000.0,489797000.0,634934000.0
CostOfPropertyRepairsAndMaintenance / USD,261248000.0,389042000.0,472899000.0,124932000.0,241386000.0,466835000.0,363354000.0,485754000.0,120203000.0,477814000.0,202801000.0,303916000.0,365389000.0,369731000.0,105047000.0,365448000.0,202157000.0,300362000.0,374135000.0,92952000.0,323743000.0,173819000.0,254009000.0,304380000.0,98529000.0,212030000.0,330812000.0,332219000.0,125566000.0,240948000.0,361087000.0,449427000.0,124560000.0,242565000.0,364948000.0,473098000.0,109165000.0,205472000.0,309688000.0,479160000.0,102608000.0,201924000.0,306645000.0,406823000.0,108202000.0,211946000.0,322487000.0,405281000.0,115070000.0,223531000.0,338497000.0,429335000.0,115816000.0,220268000.0,333333000.0,446845000.0,117054000.0,224800000.0,341261000.0,440998000.0,124874000.0,241229000.0,365277000.0,453532000.0,137579000.0,262350000.0,391437000.0,483865000.0,134630000.0,261128000.0,396349000.0
CostsAndExpenses / USD,713414000.0,1059802000.0,1328619000.0,350691000.0,703619000.0,1314551000.0,1054384000.0,1463121000.0,354991000.0,1444269000.0,676388000.0,1017086000.0,1289294000.0,1207585000.0,350403000.0,1196297000.0,688104000.0,1028068000.0,1326499000.0,331972000.0,1171906000.0,641202000.0,934316000.0,1118711000.0,400476000.0,953716000.0,1459949000.0,1233409000.0,434183000.0,858441000.0,1279245000.0,1875380000.0,448040000.0,880897000.0,1319592000.0,1693104000.0,402458000.0,791594000.0,1188295000.0,1735727000.0,399729000.0,801659000.0,1207995000.0,1569714000.0,436147000.0,858301000.0,1285735000.0,1622242000.0,452504000.0,891617000.0,1338964000.0,1719172000.0,468197000.0,909106000.0,1349104000.0,1792168000.0,461999000.0,906952000.0,1372532000.0,1785522000.0,503508000.0,988501000.0,1466140000.0,1843570000.0,507709000.0,1006470000.0,1505414000.0,1923459000.0,520430000.0,1029039000.0,1554125000.0
DebtInstrumentCumulativeSinkingFundPayments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,33868000.0,33868000.0,33868000.0,41567000.0,41567000.0,41567000.0,41567000.0,50155000.0,50155000.0,50155000.0,50155000.0,58652000.0,58652000.0,58652000.0,58652000.0,3167000.0,3167000.0,3167000.0,3167000.0,9754000.0,9754000.0,9754000.0,9754000.0,9689000.0,9689000.0,9689000.0,9689000.0,14168000.0,14168000.0,14168000.0,14168000.0,19104000.0,19104000.0,19104000.0,19104000.0,25304000.0,25304000.0,25304000.0,25304000.0,29270000.0,29270000.0,29270000.0,29270000.0,31208000.0,31208000.0,31208000.0
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113783000.0,,,,94822000.0,,,,94023000.0,,,,82647000.0,,,,79719000.0,,,,68528000.0,,,,74207000.0,,,,71307000.0,,,
DeferredCompensationArrangementWithIndividualCompensationExpense / USD,,,,,,,,,,,,,,1183691.0,,1183691.0,,,900000.0,,900000.0,,,1000000.0,,,,1000000.0,,,,500000.0,,,,500000.0,,,,400000.0,,,,300000.0,,,,400000.0,,,,300000.0,,,,400000.0,,,,500000.0,,,,100000.0,,,,-200000.0,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4383000.0,,,,4016000.0,,,,3810000.0,,,,3897000.0,,,,3976000.0,,,,4023000.0,,,,4220000.0,,,,3778000.0,,,,2939000.0,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,1179000.0,,1179000.0,,,1378000.0,,,,-1382000.0,,,,1387000.0,,,,1387000.0,,,,1390000.0,,,,803000.0,,,,761000.0,,,,769000.0,,,,773000.0,,,,666000.0,,,,840000.0,,,,840000.0,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive / USD,,,,,,,,,,,,,,,,,,,1692000.0,,1692000.0,,,1705000.0,,,,-1120000.0,,,,1080000.0,,,,1079000.0,,,,1086000.0,,,,975000.0,,,,709000.0,,,,723000.0,,,,732000.0,,,,767000.0,,,,840000.0,,,,840000.0,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour / USD,,,,,,,,,,,,,,,,,,,1691000.0,,1691000.0,,,1705000.0,,,,-1714000.0,,,,1130000.0,,,,1079000.0,,,,1086000.0,,,,1100000.0,,,,991000.0,,,,723000.0,,,,732000.0,,,,767000.0,,,,840000.0,,,,840000.0,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree / USD,,,,,,,,,,,,,,,,,,,1691000.0,,1691000.0,,,1705000.0,,,,-1714000.0,,,,1724000.0,,,,1128000.0,,,,1086000.0,,,,1100000.0,,,,1116000.0,,,,1005000.0,,,,732000.0,,,,767000.0,,,,840000.0,,,,840000.0,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo / USD,,,,,,,,,,,,,,,,,,,1691000.0,,1691000.0,,,1705000.0,,,,-1714000.0,,,,1724000.0,,,,1723000.0,,,,1135000.0,,,,1100000.0,,,,1116000.0,,,,1130000.0,,,,1013000.0,,,,767000.0,,,,840000.0,,,,840000.0,,,
DefinedContributionPlanCostRecognized / USD,,,,,,,,3800000.0,,3800000.0,,,3800000.0,3500000.0,,3500000.0,,,4000000.0,,4000000.0,,,3700000.0,,,,4400000.0,,,,4200000.0,,,,5200000.0,,,,5500000.0,,,,4900000.0,,,,4600000.0,,,,4900000.0,,,,5000000.0,,,,5200000.0,,,,4900000.0,,,,4800000.0,,,
Depreciation / USD,279253000.0,417662000.0,531178000.0,141809000.0,284952000.0,525234000.0,428751000.0,536283000.0,146042000.0,528641000.0,302964000.0,457822000.0,498333000.0,518726000.0,158455000.0,514200000.0,311891000.0,467416000.0,581469000.0,148246000.0,505516000.0,289273000.0,422148000.0,506175000.0,196222000.0,519526000.0,796233000.0,560669000.0,185167000.0,375303000.0,565772000.0,978973000.0,194521000.0,388803000.0,584862000.0,758861000.0,172885000.0,349012000.0,528242000.0,765895000.0,178968000.0,358864000.0,542964000.0,705649000.0,196309000.0,389251000.0,583869000.0,743749000.0,204215000.0,404723000.0,616201000.0,785725000.0,212422000.0,418398000.0,619003000.0,831083000.0,199962000.0,400635000.0,616032000.0,820832000.0,229961000.0,453767000.0,667896000.0,838272000.0,215830000.0,437185000.0,661921000.0,882168000.0,225695000.0,450093000.0,688041000.0
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12606000.0,-20141000.0,-4338000.0,-8911000.0,-13647000.0,,-28654000.0,-32922000.0,-37262000.0,-18244000.0,-4583000.0,-9251000.0,-14019000.0,-41758000.0,-4791000.0,-9307000.0,-13902000.0,-18858000.0,-4393000.0,-8902000.0,-14659000.0,-18452000.0,-5634000.0,-11398000.0,-17275000.0,-21188000.0,-2303000.0,-4637000.0,-7000000.0,-35087000.0,-2425000.0,-4881000.0,-9987000.0,-9394000.0,-1095000.0,-2201000.0,-3132000.0,-11071000.0,-610000.0,,
DevelopmentInProcess / USD,855473000.0,855473000.0,855473000.0,668979000.0,668979000.0,855473000.0,668979000.0,668979000.0,130337000.0,668979000.0,130337000.0,130337000.0,668979000.0,130337000.0,160190000.0,130337000.0,160190000.0,160190000.0,160190000.0,387750000.0,160190000.0,387750000.0,387750000.0,387750000.0,988867000.0,988867000.0,988867000.0,988867000.0,1343919000.0,1343919000.0,1343919000.0,1343919000.0,1122376000.0,1122376000.0,1122376000.0,1122376000.0,637168000.0,637168000.0,637168000.0,637168000.0,163547000.0,163547000.0,163547000.0,163547000.0,109409000.0,109409000.0,109409000.0,109409000.0,181630000.0,181630000.0,181630000.0,181630000.0,411134000.0,411134000.0,411134000.0,411134000.0,24307000.0,24307000.0,24307000.0,24307000.0,112940000.0,112940000.0,112940000.0,112940000.0,78036000.0,78036000.0,78036000.0,78036000.0,261706000.0,261706000.0,261706000.0
DistributionMadeToLimitedPartnerCashDistributionsPaid / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123127000.0,130383000.0,137641000.0,30869000.0,7218000.0,13913000.0,20604000.0,188115000.0,6666000.0,13854000.0,21040000.0,27291000.0,7256000.0,14728000.0,22202000.0,28226000.0,8484000.0,16478000.0,24440000.0,29615000.0,8479000.0,16540000.0,23949000.0,32403000.0,7535000.0,15142000.0,22735000.0,31316000.0,7380000.0,15233000.0,22969000.0,30324000.0,8154000.0,15629000.0,23058000.0
DividendsPayableAmountPerShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50375,,,,0.50375,,,,0.50375,,,,0.54,,,,0.5675,,,,0.6025,,,,0.6025,,,,0.625,,,
DividendsPayableCurrentAndNoncurrent / USD,,141843000.0,141843000.0,100266000.0,100266000.0,141843000.0,100266000.0,100266000.0,140905000.0,100266000.0,140905000.0,140905000.0,100266000.0,140905000.0,179079000.0,140905000.0,179079000.0,179079000.0,179079000.0,260176000.0,179079000.0,260176000.0,260176000.0,260176000.0,243511000.0,243511000.0,243511000.0,243511000.0,188566000.0,188566000.0,188566000.0,188566000.0,209378000.0,209378000.0,209378000.0,209378000.0,192296000.0,192296000.0,192296000.0,192296000.0,192828000.0,192828000.0,192828000.0,192828000.0,206601000.0,206601000.0,206601000.0,206601000.0,218326000.0,218326000.0,218326000.0,218326000.0,232262000.0,232262000.0,232262000.0,232262000.0,233502000.0,233502000.0,233502000.0,233502000.0,244621000.0,244621000.0,244621000.0,244621000.0,259231000.0,259231000.0,259231000.0,259231000.0,263494000.0,263494000.0,263494000.0
