fact_unit,2015-03-05,2015-06-04,2015-09-03,2015-12-21,2016-03-04,2016-06-03,2016-09-02,2016-12-19,2017-02-28,2017-06-07,2017-09-06,2017-12-20,2018-03-08,2018-06-05,2018-08-31,2018-12-18,2019-03-05,2019-05-30,2019-06-25,2019-08-30,2019-12-18,2020-03-05,2020-06-02,2020-09-01,2020-12-17,2021-03-03,2021-05-28,2021-08-31,2021-12-17,2022-03-01,2022-06-01,2022-08-30,2022-12-15,2023-03-03,2023-05-31,2023-08-30,2023-12-15,2024-03-05,2024-05-31,2024-08-29,2024-12-17,2025-03-06,2025-06-03,2025-08-29
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,,,,,,-21000000.0,-40000000.0,,-18000000.0,42000000.0,46000000.0,,7000000.0,23000000.0,46000000.0,,45000000.0,38000000.0,,8000000.0,,39000000.0,27000000.0,28000000.0,,17000000.0,11000000.0,58000000.0,,63000000.0,88000000.0,71000000.0,,-9000000.0,-32000000.0,-58000000.0,,63000000.0,55000000.0,52000000.0,,24000000.0,-3000000.0,29000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBenefitPlanImprovementTaxEffect / USD,3000000.0,0.0,0.0,0.0,-3000000.0,,,3000000.0,,,,11000000.0,,,,10000000.0,,,10000000.0,,9000000.0,,,,6000000.0,,,,4000000.0,,,,3000000.0,,,,0.0,,,,0.0,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax / USD,0.0,0.0,0.0,9000000.0,11000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47000000.0,-6000000.0,-10000000.0,-15000000.0,-20000000.0,-2000000.0,-7000000.0,-11000000.0
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax / USD,,,,,,-16000000.0,-23000000.0,,-12000000.0,-22000000.0,-31000000.0,,-28000000.0,-40000000.0,-52000000.0,,-10000000.0,-21000000.0,,-30000000.0,,-13000000.0,-21000000.0,-30000000.0,,-17000000.0,-28000000.0,-39000000.0,,-14000000.0,-31000000.0,-44000000.0,,-8000000.0,-16000000.0,-22000000.0,-42000000.0,-5000000.0,-8000000.0,-12000000.0,-16000000.0,-1000000.0,-5000000.0,-8000000.0
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,1000000.0,2000000.0,-3000000.0,-4000000.0,-1000000.0,-2000000.0,-3000000.0
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1 / USD,,,,,,0.0,2000000.0,,4000000.0,6000000.0,7000000.0,,13000000.0,16000000.0,19000000.0,,2000000.0,3000000.0,,5000000.0,,2000000.0,5000000.0,6000000.0,,0.0,1000000.0,4000000.0,,10000000.0,21000000.0,20000000.0,,3000000.0,14000000.0,14000000.0,,-5000000.0,-4000000.0,-3000000.0,,0.0,1000000.0,2000000.0
OtherLiabilitiesCurrent / USD,57000000.0,57000000.0,57000000.0,57000000.0,84000000.0,84000000.0,84000000.0,84000000.0,51000000.0,51000000.0,51000000.0,51000000.0,62000000.0,62000000.0,62000000.0,62000000.0,69000000.0,69000000.0,62000000.0,69000000.0,69000000.0,83000000.0,83000000.0,83000000.0,83000000.0,70000000.0,70000000.0,70000000.0,70000000.0,74000000.0,74000000.0,74000000.0,74000000.0,96000000.0,96000000.0,96000000.0,96000000.0,189000000.0,189000000.0,189000000.0,189000000.0,125000000.0,125000000.0,125000000.0
OtherLiabilitiesNoncurrent / USD,131000000.0,131000000.0,131000000.0,131000000.0,80000000.0,80000000.0,80000000.0,80000000.0,69000000.0,69000000.0,69000000.0,69000000.0,356000000.0,356000000.0,356000000.0,356000000.0,287000000.0,287000000.0,356000000.0,287000000.0,287000000.0,295000000.0,295000000.0,295000000.0,295000000.0,365000000.0,365000000.0,365000000.0,365000000.0,352000000.0,352000000.0,352000000.0,352000000.0,296000000.0,296000000.0,296000000.0,296000000.0,313000000.0,313000000.0,313000000.0,313000000.0,463000000.0,463000000.0,463000000.0
OtherNoncashIncomeExpense / USD,0.0,0.0,1000000.0,-1000000.0,1000000.0,-1000000.0,-2000000.0,1000000.0,-2000000.0,-2000000.0,-4000000.0,-14000000.0,0.0,-1000000.0,-1000000.0,-4000000.0,-2000000.0,-5000000.0,-4000000.0,-9000000.0,-17000000.0,4000000.0,3000000.0,5000000.0,-16000000.0,-1000000.0,10000000.0,10000000.0,3000000.0,-7000000.0,-7000000.0,-7000000.0,-1000000.0,-2000000.0,-9000000.0,-9000000.0,-6000000.0,,4000000.0,13000000.0,-42000000.0,0.0,-1000000.0,-2000000.0
OtherNonoperatingGainsLosses / USD,,,,,,5000000.0,1000000.0,,-3000000.0,1000000.0,2000000.0,,1000000.0,3000000.0,2000000.0,,13000000.0,29000000.0,,42000000.0,,15000000.0,37000000.0,52000000.0,,12000000.0,34000000.0,56000000.0,,2000000.0,-6000000.0,-1000000.0,,12000000.0,10000000.0,15000000.0,,9000000.0,14000000.0,28000000.0,,5000000.0,5000000.0,15000000.0
OtherNonoperatingIncomeExpense / USD,1000000.0,2000000.0,3000000.0,5000000.0,3000000.0,2000000.0,1000000.0,9000000.0,-3000000.0,1000000.0,2000000.0,2000000.0,1000000.0,3000000.0,2000000.0,4000000.0,13000000.0,29000000.0,35000000.0,42000000.0,104000000.0,15000000.0,37000000.0,52000000.0,54000000.0,12000000.0,34000000.0,56000000.0,61000000.0,2000000.0,-6000000.0,-1000000.0,63000000.0,12000000.0,10000000.0,15000000.0,6000000.0,9000000.0,14000000.0,28000000.0,14000000.0,5000000.0,5000000.0,15000000.0
OtherOperatingIncomeExpenseNet / USD,,,0.0,0.0,6000000.0,11000000.0,14000000.0,0.0,14000000.0,18000000.0,22000000.0,18000000.0,79000000.0,83000000.0,86000000.0,25000000.0,3000000.0,15000000.0,-25000000.0,18000000.0,16000000.0,4000000.0,12000000.0,15000000.0,33000000.0,35000000.0,38000000.0,42000000.0,20000000.0,5000000.0,9000000.0,14000000.0,44000000.0,3000000.0,0.0,3000000.0,17000000.0,4000000.0,8000000.0,11000000.0,8000000.0,2000000.0,5000000.0,10000000.0
OtherTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,-104000000.0,,-116000000.0,,-23000000.0,-29000000.0,-32000000.0,,-3000000.0,21000000.0,5000000.0,,11000000.0,21000000.0,46000000.0,,8000000.0,9000000.0,47000000.0,,-1000000.0,2000000.0,21000000.0,,2000000.0,1000000.0,-178000000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,,,1000000.0,0.0,,,-1000000.0,1000000.0,,,1000000.0,,,,,0.0,,0.0,0.0,0.0,1000000.0,,-2000000.0,-4000000.0,0.0,,,0.0,-5000000.0,,,1000000.0,,,,,,0.0,7000000.0,7000000.0,0.0,-14000000.0,-8000000.0,-8000000.0
PaymentsForRepurchaseOfCommonStock / USD,,,,,,0.0,0.0,0.0,,40000000.0,62000000.0,0.0,,0.0,0.0,62000000.0,0.0,28000000.0,62000000.0,80000000.0,0.0,40000000.0,69000000.0,130000000.0,120000000.0,76000000.0,196000000.0,196000000.0,159000000.0,20000000.0,240000000.0,320000000.0,411000000.0,206000000.0,484000000.0,723000000.0,673000000.0,125000000.0,125000000.0,276000000.0,849000000.0,93000000.0,139000000.0,289000000.0
PaymentsOfDebtIssuanceCosts / USD,,,,0.0,,,,10000000.0,,0.0,0.0,0.0,,16000000.0,16000000.0,0.0,,,0.0,,16000000.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,5000000.0,7000000.0
PaymentsOfFinancingCosts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,11000000.0,11000000.0,12000000.0,9000000.0,15000000.0,16000000.0,9000000.0,18000000.0,12000000.0,23000000.0,24000000.0,26000000.0,18000000.0,49000000.0,50000000.0,52000000.0,26000000.0,49000000.0,51000000.0,53000000.0,53000000.0,72000000.0,74000000.0,74000000.0,53000000.0,46000000.0,47000000.0,49000000.0,74000000.0,28000000.0,28000000.0,31000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,,1000000.0,1000000.0,,,,11000000.0,,,,574000000.0,,,,10000000.0,,,10000000.0,5000000.0,1702000000.0,0.0,0.0,90000000.0,5000000.0,5000000.0,5000000.0,324000000.0,88000000.0,96000000.0,136000000.0,136000000.0,357000000.0,7000000.0,17000000.0,33000000.0,178000000.0,0.0,85000000.0,85000000.0,33000000.0,478000000.0,556000000.0,673000000.0
PaymentsToAcquireInvestments / USD,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,30000000.0,30000000.0,1000000.0,,,,33000000.0,,,
PaymentsToAcquirePropertyPlantAndEquipment / USD,11000000.0,34000000.0,52000000.0,69000000.0,15000000.0,31000000.0,66000000.0,70000000.0,34000000.0,62000000.0,76000000.0,92000000.0,16000000.0,33000000.0,54000000.0,91000000.0,24000000.0,58000000.0,91000000.0,98000000.0,72000000.0,31000000.0,60000000.0,90000000.0,132000000.0,32000000.0,55000000.0,87000000.0,120000000.0,28000000.0,61000000.0,101000000.0,117000000.0,42000000.0,95000000.0,127000000.0,174000000.0,60000000.0,113000000.0,158000000.0,185000000.0,47000000.0,83000000.0,116000000.0
PaymentsToMinorityShareholders / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,458000000.0,458000000.0,458000000.0
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent / USD,213000000.0,213000000.0,213000000.0,213000000.0,280000000.0,280000000.0,280000000.0,280000000.0,405000000.0,405000000.0,405000000.0,405000000.0,309000000.0,309000000.0,309000000.0,309000000.0,224000000.0,224000000.0,309000000.0,224000000.0,224000000.0,357000000.0,357000000.0,357000000.0,357000000.0,362000000.0,362000000.0,362000000.0,362000000.0,167000000.0,167000000.0,167000000.0,167000000.0,58000000.0,58000000.0,58000000.0,58000000.0,64000000.0,64000000.0,64000000.0,64000000.0,81000000.0,81000000.0,81000000.0
PreferredStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
PreferredStockSharesAuthorized / shares,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
PreferredStockSharesIssued / shares,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockSharesOutstanding / shares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockValue / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PrepaidExpenseAndOtherAssetsCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270000000.0,429000000.0,429000000.0,429000000.0,429000000.0,452000000.0,452000000.0,452000000.0,452000000.0,582000000.0,582000000.0,582000000.0
PrepaidExpenseCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168000000.0,280000000.0,280000000.0,280000000.0,280000000.0,284000000.0,284000000.0,284000000.0,284000000.0,287000000.0,287000000.0,287000000.0
ProceedsFromIssuanceOfSeniorLongTermDebt / USD,,,,0.0,,,,1099000000.0,,,,0.0,,,,0.0,,,0.0,,1069000000.0,,,,0.0,,,,500000000.0,,,,,,,,,,,,0.0,,0.0,0.0
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions / USD,0.0,0.0,0.0,0.0,4000000.0,8000000.0,23000000.0,0.0,24000000.0,24000000.0,42000000.0,26000000.0,19000000.0,21000000.0,51000000.0,43000000.0,24000000.0,33000000.0,43000000.0,62000000.0,51000000.0,30000000.0,39000000.0,65000000.0,64000000.0,26000000.0,26000000.0,57000000.0,67000000.0,28000000.0,29000000.0,59000000.0,58000000.0,31000000.0,31000000.0,63000000.0,59000000.0,33000000.0,33000000.0,67000000.0,63000000.0,32000000.0,33000000.0,65000000.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,-1000000.0,,,0.0,-4000000.0,,,-1000000.0,-7000000.0,0.0,0.0,0.0,-4000000.0,-1000000.0,-1000000.0,-1000000.0,-1000000.0,-1000000.0,,-9000000.0
ProfitLoss / USD,74000000.0,184000000.0,291000000.0,457000000.0,70000000.0,166000000.0,236000000.0,392000000.0,64000000.0,152000000.0,243000000.0,513000000.0,109000000.0,158000000.0,140000000.0,335000000.0,94000000.0,158000000.0,335000000.0,279000000.0,102000000.0,114000000.0,267000000.0,426000000.0,165000000.0,163000000.0,234000000.0,410000000.0,621000000.0,172000000.0,358000000.0,612000000.0,627000000.0,229000000.0,487000000.0,825000000.0,894000000.0,260000000.0,543000000.0,831000000.0,1124000000.0,176000000.0,302000000.0,691000000.0
PropertyPlantAndEquipmentGross / USD,,,,1555000000.0,,,,1629000000.0,,,,1676000000.0,,,,1749000000.0,,,1749000000.0,,1832000000.0,,,,1923000000.0,,,,2034000000.0,2174000000.0,2174000000.0,2174000000.0,2174000000.0,,,,2231000000.0,,,,2384000000.0,,,
PropertyPlantAndEquipmentNet / USD,470000000.0,470000000.0,470000000.0,470000000.0,518000000.0,518000000.0,518000000.0,518000000.0,512000000.0,512000000.0,512000000.0,512000000.0,530000000.0,530000000.0,530000000.0,530000000.0,555000000.0,555000000.0,530000000.0,555000000.0,555000000.0,576000000.0,576000000.0,576000000.0,576000000.0,595000000.0,595000000.0,595000000.0,595000000.0,650000000.0,650000000.0,650000000.0,650000000.0,690000000.0,690000000.0,690000000.0,690000000.0,761000000.0,761000000.0,761000000.0,761000000.0,774000000.0,774000000.0,774000000.0
RealizedInvestmentGainsLosses / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,0.0,,,,0.0,,,,0.0,,,
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax / USD,0.0,0.0,0.0,-1000000.0,-3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39000000.0,-3000000.0,-5000000.0,-9000000.0,-10000000.0,1000000.0,-1000000.0,-1000000.0
ReclassificationFromAociCurrentPeriodBeforeTaxAttributableToParent / USD,,,,,,-6000000.0,-9000000.0,,-12000000.0,-22000000.0,-32000000.0,,-12000000.0,-24000000.0,-35000000.0,,-6000000.0,-13000000.0,,-20000000.0,,-9000000.0,-18000000.0,-25000000.0,,-15000000.0,-28000000.0,-41000000.0,,-19000000.0,-55000000.0,-73000000.0,,-10000000.0,-18000000.0,-26000000.0,,-4000000.0,-7000000.0,-11000000.0,,0.0,-2000000.0,-3000000.0
RepaymentsOfDebt / USD,,,,0.0,,,,37000000.0,,,,0.0,,,,1000000.0,,,1000000.0,,323000000.0,,,7000000.0,300000000.0,,,7000000.0,500000000.0,,,,,,,,,,0.0,0.0,0.0,,24000000.0,24000000.0
ResearchAndDevelopmentExpense / USD,90000000.0,179000000.0,270000000.0,375000000.0,96000000.0,192000000.0,282000000.0,361000000.0,108000000.0,216000000.0,320000000.0,387000000.0,108000000.0,227000000.0,359000000.0,425000000.0,150000000.0,310000000.0,434000000.0,464000000.0,507000000.0,173000000.0,344000000.0,512000000.0,624000000.0,187000000.0,353000000.0,522000000.0,688000000.0,199000000.0,408000000.0,615000000.0,715000000.0,210000000.0,420000000.0,626000000.0,811000000.0,227000000.0,449000000.0,664000000.0,841000000.0,232000000.0,460000000.0,686000000.0
RestrictedCashAndCashEquivalentsNoncurrent / USD,,,,,,1500000.0,2000000.0,1000000.0,1000000.0,,,,,,,,,,,,2000000.0,,,,2000000.0,,,,2000000.0,,,16000000.0,16000000.0,15000000.0,15000000.0,15000000.0,15000000.0,16000000.0,16000000.0,16000000.0,16000000.0,18000000.0,18000000.0,18000000.0
RetainedEarningsAccumulatedDeficit / USD,101000000.0,101000000.0,101000000.0,101000000.0,614000000.0,614000000.0,614000000.0,614000000.0,949000000.0,949000000.0,949000000.0,949000000.0,1041000000.0,1041000000.0,1041000000.0,1041000000.0,1212000000.0,1212000000.0,1041000000.0,1212000000.0,1212000000.0,1909000000.0,1909000000.0,1909000000.0,1909000000.0,2536000000.0,2536000000.0,2536000000.0,2536000000.0,3430000000.0,3430000000.0,3430000000.0,3430000000.0,4554000000.0,4554000000.0,4554000000.0,4554000000.0,5611000000.0,5611000000.0,5611000000.0,5611000000.0,6225000000.0,6225000000.0,6225000000.0
RevenueFromContractWithCustomerIncludingAssessedTax / USD,,,,,,,,,,,,,,,,2918000000.0,,,2918000000.0,,3189000000.0,,,,3878000000.0,,,,4303000000.0,,,,4221000000.0,,,,4941000000.0,1381000000.0,2771000000.0,4153000000.0,5420000000.0,1259000000.0,2475000000.0,
RevenueRemainingPerformanceObligation / USD,,,,,,,,,,,,,,,,,260000000.0,280000000.0,,312000000.0,321000000.0,329000000.0,311000000.0,332000000.0,347000000.0,353000000.0,354000000.0,365000000.0,382000000.0,398000000.0,407000000.0,399000000.0,433000000.0,479000000.0,552000000.0,576000000.0,581000000.0,604000000.0,580000000.0,570000000.0,576000000.0,550000000.0,557000000.0,529000000.0
Revenues / USD,,,,,,,,,726000000.0,1461000000.0,2179000000.0,,726000000.0,1484000000.0,2347000000.0,,837000000.0,1827000000.0,,2831000000.0,4303000000.0,1006000000.0,2096000000.0,3183000000.0,4303000000.0,1095000000.0,1990000000.0,3001000000.0,4303000000.0,1180000000.0,2401000000.0,3647000000.0,4221000000.0,1250000000.0,2601000000.0,3977000000.0,4941000000.0,1381000000.0,2771000000.0,4153000000.0,5420000000.0,1259000000.0,2475000000.0,3692000000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,12000000.0,22000000.0,62000000.0,67000000.0,12000000.0,22000000.0,62000000.0,67000000.0,41000000.0,70000000.0,78000000.0,67000000.0,5000000.0,11000000.0,40000000.0,78000000.0,9000000.0,23000000.0,32000000.0,51000000.0,12000000.0,28000000.0,32000000.0
SellingGeneralAndAdministrativeExpense / USD,191000000.0,390000000.0,592000000.0,752000000.0,206000000.0,398000000.0,581000000.0,790000000.0,200000000.0,407000000.0,607000000.0,787000000.0,213000000.0,469000000.0,755000000.0,818000000.0,295000000.0,600000000.0,832000000.0,894000000.0,1058000000.0,288000000.0,588000000.0,869000000.0,1205000000.0,300000000.0,551000000.0,810000000.0,1155000000.0,301000000.0,598000000.0,900000000.0,1097000000.0,326000000.0,645000000.0,962000000.0,1195000000.0,338000000.0,675000000.0,994000000.0,1283000000.0,362000000.0,723000000.0,1052000000.0
ShareBasedCompensation / USD,17000000.0,26000000.0,35000000.0,41000000.0,29000000.0,42000000.0,49000000.0,43000000.0,16000000.0,29000000.0,39000000.0,55000000.0,18000000.0,31000000.0,44000000.0,49000000.0,19000000.0,34000000.0,49000000.0,48000000.0,56000000.0,27000000.0,50000000.0,66000000.0,59000000.0,39000000.0,54000000.0,72000000.0,82000000.0,43000000.0,64000000.0,83000000.0,92000000.0,50000000.0,77000000.0,102000000.0,103000000.0,54000000.0,84000000.0,110000000.0,125000000.0,48000000.0,82000000.0,111000000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod / shares,,,,39000.0,,,,54000.0,,,,33000.0,,,,155000.0,,,155000.0,,53000.0,,,,45000.0,,,,47000.0,,,,57000.0,,,,33000.0,,,,30000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue / USD/shares,,,,29.0,,,,30.0,,,,33.0,,,,38.0,,,38.0,,46.0,,,,60.0,,,,87.0,,,,129.0,,,,161.0,,,,158.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod / shares,,,,1725000.0,,,,1301000.0,,,,1822000.0,,,,1335000.0,,,1335000.0,,1116000.0,,,,723000.0,,,,743000.0,,,,914000.0,,,,880000.0,,,,810000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue / USD/shares,,,,33.0,,,,32.0,,,,37.0,,,,46.0,,,46.0,,60.0,,,,110.0,,,,124.0,,,,179.0,,,,173.0,,,,137.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber / shares,,,,1422000.0,,,,3120000.0,,,,3056000.0,,,,3640000.0,,,3640000.0,,3359000.0,,,,3281000.0,,,,2634000.0,,,,2181000.0,,,,2092000.0,,,,2149000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue / USD/shares,,,,44.0,,,,29.0,,,,30.0,,,,33.0,,,33.0,,36.0,,,,48.0,,,,67.0,,,,93.0,,,,139.0,,,,160.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod / shares,,,,1052000.0,,,,1077000.0,,,,1205000.0,,,,1354000.0,,,1354000.0,,1439000.0,,,,1577000.0,,,,1377000.0,,,,1166000.0,,,,904000.0,,,,839000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue / USD,,,,12000000.0,,,,29000000.0,,,,36000000.0,,,,33000000.0,,,33000000.0,,43000000.0,,,,55000000.0,,,,89000000.0,,,,167000000.0,,,,165000000.0,,,,223000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue / USD/shares,,,,25.0,,,,27.0,,,,29.0,,,,33.0,,,33.0,,38.0,,,,44.0,,,,54.0,,,,71.0,,,,119.0,,,,144.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardMaximumEmployeeSubscriptionRate / pure,,,,0.1,,,,0.1,,,,0.1,,,,0.1,,,0.1,,0.1,,,,0.1,,,,0.1,,,,0.1,,,,0.1,,,,0.1,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized / shares,,,,25000000.0,,,,25000000.0,,,,25000000.0,,,,25000000.0,,,25000000.0,,25000000.0,,,,25000000.0,,,,25000000.0,,,,25000000.0,,,,25000000.0,,,,28000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant / shares,,,,8000000.0,,,,7000000.0,,,,,,,,9000000.0,,,9000000.0,,8000000.0,,,,7000000.0,,,,,,,,5000000.0,,,,4000000.0,,,,9000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod / shares,,,,968000.0,,,,0.0,,,,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber / shares,,,,2202000.0,,,,4025000.0,,,,3276000.0,,,,2354000.0,,,2354000.0,,1306000.0,,,,559000.0,,,,400000.0,,,,300000.0,,,,200000.0,,,,0.0,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice / USD/shares,,,,28.0,,,,30.0,,,,16.0,,,,19.0,,,19.0,,20.0,,,,26.0,,,,27.0,,,,27.0,,,,26.0,,,,25.0,,,
ShareRepurchaseProgramExciseTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,,1000000.0,1000000.0
SharebasedCompensationArrangementBySharebasedPaymentAwardCompensationCost1 / USD,,,,43000000.0,29000000.0,42000000.0,49000000.0,44000000.0,16000000.0,29000000.0,39000000.0,55000000.0,18000000.0,31000000.0,44000000.0,49000000.0,19000000.0,34000000.0,49000000.0,48000000.0,56000000.0,27000000.0,50000000.0,66000000.0,,39000000.0,54000000.0,73000000.0,,43000000.0,65000000.0,84000000.0,,51000000.0,77000000.0,103000000.0,,55000000.0,84000000.0,111000000.0,,50000000.0,86000000.0,118000000.0
ShortTermLeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
StandardProductWarrantyAccrual / USD,38000000.0,38000000.0,38000000.0,38000000.0,51000000.0,51000000.0,51000000.0,51000000.0,53000000.0,53000000.0,53000000.0,53000000.0,44000000.0,44000000.0,44000000.0,44000000.0,45000000.0,45000000.0,44000000.0,45000000.0,45000000.0,45000000.0,45000000.0,46000000.0,45000000.0,38000000.0,38000000.0,38000000.0,38000000.0,33000000.0,33000000.0,33000000.0,33000000.0,34000000.0,34000000.0,34000000.0,34000000.0,32000000.0,32000000.0,32000000.0,32000000.0,36000000.0,36000000.0,36000000.0
StandardProductWarrantyAccrualCurrent / USD,24000000.0,27000000.0,30000000.0,34000000.0,36000000.0,39000000.0,42000000.0,34000000.0,34000000.0,33000000.0,23000000.0,23000000.0,22000000.0,23000000.0,24000000.0,24000000.0,26000000.0,26000000.0,24000000.0,26000000.0,25000000.0,25000000.0,24000000.0,24000000.0,23000000.0,22000000.0,19000000.0,19000000.0,20000000.0,21000000.0,21000000.0,21000000.0,21000000.0,21000000.0,19000000.0,19000000.0,20000000.0,20000000.0,20000000.0,20000000.0,22000000.0,22000000.0,20000000.0,20000000.0
StandardProductWarrantyAccrualNoncurrent / USD,18000000.0,19000000.0,18000000.0,17000000.0,15000000.0,13000000.0,12000000.0,19000000.0,19000000.0,18000000.0,22000000.0,21000000.0,21000000.0,21000000.0,21000000.0,21000000.0,21000000.0,20000000.0,21000000.0,21000000.0,20000000.0,19000000.0,18000000.0,17000000.0,15000000.0,13000000.0,12000000.0,14000000.0,13000000.0,14000000.0,13000000.0,14000000.0,13000000.0,14000000.0,14000000.0,13000000.0,12000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,13000000.0,12000000.0
