fact_unit,2015-08-06,2015-11-05,2016-03-03,2016-05-06,2016-08-04,2016-11-03,2017-02-28,2017-05-08,2017-08-09,2017-11-08,2018-02-27,2018-05-09,2018-08-03,2018-11-07,2019-02-22,2019-05-03,2019-08-02,2019-11-07,2020-02-21,2020-05-07,2020-08-06,2020-11-05,2021-02-19,2021-05-06,2021-08-05,2021-11-04,2022-02-17,2022-05-05,2022-08-04,2022-11-04,2023-02-16,2023-05-05,2023-08-04,2023-11-03,2024-02-29,2024-05-03,2024-08-02,2024-10-31,2025-02-20,2025-05-02,2025-08-08,2025-10-31
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod / shares,,,,,,,,,,,,,,,,,,,,1173000.0,1573000.0,1985000.0,,1313000.0,1816000.0,2262000.0,,1107000.0,1564000.0,2051000.0,,1700000.0,2484000.0,3287000.0,,1542000.0,2333000.0,3073000.0,,1142000.0,1881000.0,2573000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber / shares,,,,,,,,,,,,,,,,,,,,3695000.0,2991000.0,2739000.0,2458000.0,2432000.0,2130000.0,1882000.0,1730000.0,1585000.0,1462000.0,1353000.0,1347000.0,1248000.0,1152000.0,1097000.0,843000.0,764000.0,719000.0,690000.0,645000.0,564000.0,485000.0,476000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,,,,,,,,,,29.82,30.58,33.56,33.9,35.4,35.72,37.01,38.9,39.56,41.28,41.99,43.05,45.72,46.84,47.49,49.54,52.01,52.92,54.31,54.28,57.66,58.96,59.61
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue / USD,,,,,,,,,,,,,,,,,,,,,,,246400000.0,,,,213800000.0,,,,121000000.0,,,,51000000.0,,,,22900000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod / shares,,,,,,,,,,,,,,,,,,,,178000.0,249000.0,305000.0,362000.0,36000.0,209000.0,227000.0,648000.0,11000.0,26000.0,36000.0,417000.0,,1000.0,17000.0,261000.0,0.0,,,37000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue / USD,,,,,,,,,,,,,,,,,,,,,,,137600000.0,,,,83800000.0,,,,43500000.0,,,,47800000.0,,,,47800000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber / shares,,,,,,,,,,,,,,,,,,,,6304000.0,6304000.0,6304000.0,13460000.0,3428000.0,3428000.0,3428000.0,9527000.0,1999000.0,1999000.0,1999000.0,6304000.0,1426000.0,1426000.0,1426000.0,3428000.0,845000.0,845000.0,845000.0,1999000.0,645000.0,645000.0,645000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,,,,,,,,,,38.08,38.08,38.08,18.63,42.79,42.79,42.79,25.77,42.94,42.94,42.94,38.08,44.38,44.38,44.38,42.79,49.6,49.6,49.6,42.94,54.28,54.28,54.28
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,,,,,,,,,,21.67,27.28,27.29,14.08,37.54,40.2,38.52,17.78,42.03,37.04,37.79,29.71,24.17,30.63,31.28,36.72,26.52,30.71,28.73,37.04,30.72,40.1,39.31
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,,,,,,,,,,60.71,61.86,61.14,34.05,69.64,68.29,68.65,54.43,73.02,71.61,72.92,62.82,,8.74,70.64,68.77,18.0,,,72.94,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1 / USD,,,,,,,,,,,,,,,,,,,,,,,120600000.0,,,,79500000.0,,,,42900000.0,,,,47700000.0,,,,92300000.0,,,
ShortTermInvestments / USD,3000000.0,3000000.0,3000000.0,4500000.0,4500000.0,4500000.0,4500000.0,6600000.0,6600000.0,6600000.0,6600000.0,12300000.0,12300000.0,12300000.0,12300000.0,18900000.0,18900000.0,18900000.0,18900000.0,23600000.0,23600000.0,23600000.0,23600000.0,,,,,,,,,,,,0.0,40000000.0,40000000.0,40000000.0,40000000.0,,,
StockIssuedDuringPeriodSharesStockOptionsExercised / shares,,,,,,,,,,,,,,,,,,,,724000.0,1631000.0,2148000.0,4779000.0,309000.0,646000.0,968000.0,3976000.0,202000.0,360000.0,498000.0,2613000.0,132000.0,247000.0,306000.0,1168000.0,80000.0,126000.0,155000.0,536000.0,81000.0,160000.0,169000.0
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan / USD,,,11500000.0,,,,,,9200000.0,9200000.0,,,11900000.0,11900000.0,5000000.0,,11900000.0,11900000.0,17400000.0,,16600000.0,16600000.0,21900000.0,,17500000.0,17500000.0,28500000.0,,18400000.0,18400000.0,29600000.0,,18400000.0,18400000.0,30700000.0,,18200000.0,18200000.0,30100000.0,,19500000.0,19500000.0
StockIssuedDuringPeriodValueRestrictedStockAwardGross / USD,,,,,,,,-2000000.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-600000.0,-600000.0,-600000.0,3300000.0,100000.0,100000.0,100000.0,-600000.0,200000.0,200000.0,200000.0,0.0,0.0,0.0,0.0,0.0,,,
StockIssuedDuringPeriodValueShareBasedCompensationGross / USD,,,,,,45900000.0,,13900000.0,33300000.0,47900000.0,,20700000.0,35700000.0,54800000.0,,20700000.0,20700000.0,20700000.0,,17600000.0,17600000.0,17600000.0,,15300000.0,15300000.0,15300000.0,,11600000.0,11600000.0,11600000.0,,8500000.0,8500000.0,8500000.0,42700000.0,3200000.0,3200000.0,3200000.0,19900000.0,2100000.0,2100000.0,
StockRepurchaseProgramAuthorizedAmount1 / USD,,,,,,,,,,,,,,,,,,,,,500000000.0,500000000.0,,,,,,,,,,,,,,,,,,,4000000000.0,4000000000.0
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1 / USD,,,,,,,,,,,,,,,,,,,,,500000000.0,500000000.0,,305000000.0,999200000.0,749200000.0,,2250000000.0,2013700000.0,1904100000.0,1699900000.0,1586000000.0,1078300000.0,1554600000.0,1435500000.0,1287800000.0,1031300000.0,767400000.0,767400000.0,,,
StockRepurchasedAndRetiredDuringPeriodValue / USD,,,,,,,,,275000000.0,275000000.0,,,,,275000000.0,,,399600000.0,275000000.0,398000000.0,398000000.0,399600000.0,458600000.0,398000000.0,398000000.0,398000000.0,458600000.0,195100000.0,195100000.0,195100000.0,541700000.0,750200000.0,750200000.0,750200000.0,526000000.0,113900000.0,113900000.0,113900000.0,1300300000.0,147100000.0,147100000.0,147100000.0
StockholdersEquity / USD,410400000.0,410400000.0,410400000.0,425800000.0,425800000.0,425800000.0,425800000.0,562500000.0,562500000.0,562500000.0,562500000.0,486500000.0,486500000.0,486500000.0,486500000.0,792700000.0,792700000.0,792700000.0,792700000.0,772000000.0,772000000.0,772000000.0,772000000.0,-12900000.0,-12900000.0,-12900000.0,-12900000.0,81700000.0,81700000.0,81700000.0,81700000.0,-331800000.0,-331800000.0,-331800000.0,-331800000.0,62200000.0,62200000.0,62200000.0,,692100000.0,62200000.0,62200000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,410400000.0,410400000.0,410400000.0,681000000.0,681000000.0,681000000.0,681000000.0,714200000.0,714200000.0,714200000.0,714200000.0,546500000.0,546500000.0,546500000.0,681000000.0,546500000.0,546500000.0,546500000.0,714200000.0,824500000.0,824500000.0,824500000.0,546500000.0,782100000.0,782100000.0,782100000.0,824500000.0,-11800000.0,-11800000.0,-11800000.0,782100000.0,83200000.0,83200000.0,83200000.0,-11800000.0,-329300000.0,-329300000.0,-329300000.0,83200000.0,62200000.0,,
SubleaseIncome / USD,,,,,,,,,,,,,,,,500000.0,1600000.0,2200000.0,3000000.0,500000.0,1600000.0,2200000.0,3000000.0,900000.0,1800000.0,2300000.0,3000000.0,800000.0,1600000.0,2600000.0,3000000.0,1800000.0,3600000.0,6200000.0,4300000.0,2300000.0,4500000.0,8100000.0,8300000.0,2900000.0,4700000.0,7300000.0
UnrealizedGainLossOnDerivatives / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8600000.0,-7000000.0,,,-21700000.0,-6300000.0,,,9200000.0,-27600000.0,4600000.0,13800000.0,-6700000.0
UnrecognizedTaxBenefits / USD,,,,,,,,,,,,,,,,,,,2100000.0,,,,2100000.0,55500000.0,63600000.0,99300000.0,8400000.0,124400000.0,138300000.0,142200000.0,51800000.0,144200000.0,148800000.0,151800000.0,120700000.0,171300000.0,175200000.0,171800000.0,139700000.0,162400000.0,166700000.0,171900000.0
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,4000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,14900000.0,,,,19000000.0,,,,28200000.0,,,,30600000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,,,,,,,,,,,,,,,,,2700000.0,,,,2700000.0,,,,12600000.0,,,,21500000.0,,,,11800000.0,,,,23200000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,,,,,,,,,,,,,,,,4500000.0,,15700000.0,24400000.0,4500000.0,,,,22700000.0,,,,41000000.0,,,,7200000.0,,,,6800000.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,,,,,,,,,,,,,,,,,,,,,,,35300000.0,21000000.0,26100000.0,24900000.0,30500000.0,35900000.0,43900000.0,45900000.0,41500000.0,42500000.0,44000000.0,45900000.0,-47000000.0,48600000.0,48600000.0,43800000.0,-43000000.0,102500000.0,108500000.0,112000000.0
VariableLeaseCost / USD,,,,,,,,,,,,,,,,2500000.0,4600000.0,6500000.0,8800000.0,2500000.0,4600000.0,6500000.0,8800000.0,2300000.0,4700000.0,6700000.0,8800000.0,2700000.0,4800000.0,7400000.0,9200000.0,2700000.0,4900000.0,8800000.0,10400000.0,3800000.0,7600000.0,11200000.0,12000000.0,3700000.0,6700000.0,11000000.0
WeightedAverageNumberOfDilutedSharesOutstanding / shares,64635000.0,64999000.0,38826000.0,38826000.0,79872000.0,56153000.0,38826000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145321000.0,145179000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,64635000.0,64999000.0,38826000.0,38826000.0,79872000.0,56153000.0,38826000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141899000.0,141437000.0
