fact_unit,2012-05-09,2012-08-09,2012-11-13,2013-03-11,2013-05-10,2013-08-14,2013-11-08,2014-03-11,2014-05-07,2014-08-11,2014-11-10,2015-03-02,2015-05-07,2015-08-07,2015-11-06,2016-02-23,2016-05-09,2016-08-08,2016-11-09,2017-03-01,2017-05-08,2017-08-08,2017-11-07,2018-02-27,2018-05-10,2018-08-06,2018-11-05,2019-02-26,2019-05-09,2019-08-08,2019-11-07,2020-03-02,2020-05-07,2020-08-06,2020-11-05,2021-02-25,2021-05-06,2021-08-06,2021-11-05,2022-02-25,2022-05-10,2022-08-05,2022-11-04,2023-02-24,2023-05-05,2023-08-03,2023-11-03,2024-02-22,2024-05-09,2024-08-08,2024-11-07,2025-02-28,2025-05-08,2025-08-07,2025-11-06
SellingGeneralAndAdministrativeExpense / USD,13793000.0,30598000.0,46420000.0,47635000.0,17627000.0,38338000.0,59491000.0,64930000.0,27083000.0,55624000.0,83517000.0,85868000.0,32359000.0,71030000.0,113905000.0,116497000.0,46938000.0,102914000.0,158345000.0,163666000.0,61494000.0,125735000.0,193226000.0,222759000.0,78453000.0,158872000.0,240062000.0,265863000.0,89641000.0,182914000.0,276140000.0,327588000.0,101786000.0,213548000.0,332434000.0,373587000.0,125108000.0,239299000.0,355829000.0,457433000.0,136389000.0,288299000.0,457797000.0,484758000.0,237277000.0,469804000.0,667825000.0,648736000.0,211887000.0,406264000.0,601093000.0,872777000.0,198453000.0,392511000.0,599331000.0
ShareBasedCompensation / USD,714000.0,1369000.0,2154000.0,2939000.0,1550000.0,3323000.0,5369000.0,2866000.0,2576000.0,6426000.0,9791000.0,6826000.0,3208000.0,9099000.0,16524000.0,13150000.0,9134000.0,21387000.0,33350000.0,24620000.0,10964000.0,23694000.0,37520000.0,45833000.0,15776000.0,28703000.0,39920000.0,49244000.0,16596000.0,31406000.0,46736000.0,52407000.0,21856000.0,37553000.0,53024000.0,59188000.0,11881000.0,31320000.0,54794000.0,72036000.0,24553000.0,48451000.0,77638000.0,75238000.0,7112000.0,35005000.0,68292000.0,111655000.0,38579000.0,71689000.0,109536000.0,99909000.0,44791000.0,80475000.0,122599000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate / pure,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate / pure,,,,0.43,,,,0.43,,,,,,,,,,,,,,,,0.3407,,,,0.3185,,,,0.305,,,,0.338,,,,0.335,,,,0.369,,,,0.353,,,,0.467,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate / pure,,,,0.0178,,,,0.0205,,,,,,,,,,,,,,,,0.0183,,,,0.0149,,,,0.021,,,,0.027,,,,0.023,,,,0.005,,,,0.012,,,,0.026,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber / shares,,4458438.0,3794531.0,3708466.0,3265517.0,2681891.0,2384193.0,2555245.0,3008362.0,2784829.0,2708228.0,2406016.0,3329962.0,2952470.0,2753236.0,2446226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1694000.0,,1665000.0,1506000.0,1452000.0,,1080000.0,1065000.0,1046000.0,,677000.0,665000.0,658000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice / USD/shares,,3.43,3.32,3.72,5.1,5.79,6.03,5.89,9.76,9.74,9.87,9.83,15.56,15.01,15.08,15.95,,,,,,,,,,,,,,,,,,,,,,,,,,,66.24,,79.73,87.39,88.07,,124.97,127.51,128.05,,192.37,193.83,193.91
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,4000.0,,1000.0,2000.0,4000.0,,6000.0,12000.0,14000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod / shares,,35295.0,168595.0,218080.0,8625.0,49043.0,243918.0,335848.0,58741.0,104742.0,162829.0,189495.0,33922.0,124023.0,171222.0,304227.0,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,10000.0,,,1000.0,3000.0,,2000.0,7000.0,9000.0,,12000.0,16000.0,25000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132000.0,,108000.0,108000.0,114000.0,,79000.0,81000.0,81000.0,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue / USD,,48447000.0,48447000.0,13277000.0,66682000.0,66682000.0,66682000.0,19708000.0,122003000.0,122003000.0,122003000.0,48447000.0,183073000.0,183073000.0,183073000.0,66682000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,532497000.0,,376403000.0,218382000.0,253440000.0,,172730000.0,86552000.0,94480000.0,,20321000.0,22001000.0,14705000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber / shares,,6595136.0,6595136.0,3827312.0,6296709.0,6296709.0,6296709.0,6378584.0,5823536.0,5823536.0,5823536.0,6595136.0,6838746.0,6838746.0,6838746.0,6296709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2318000.0,,1923000.0,1923000.0,1923000.0,,1629000.0,1629000.0,1629000.0,,1206000.0,1206000.0,1206000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice / USD/shares,,4.65,4.65,2.3,7.51,7.51,7.51,3.79,13.99,13.99,13.99,4.65,20.98,20.98,20.98,7.51,,,,,,,,,,,,,,,,,,,,,,,,,,,77.79,,98.92,98.92,98.92,,125.88,125.88,125.88,,165.78,165.78,165.78
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28521000.0,,6519000.0,1613000.0,2739000.0,,689000.0,0.0,0.0,,0.0,0.0,0.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber / shares,,3079564.0,3026253.0,2432143.0,2084127.0,3613916.0,3392301.0,3010762.0,4269150.0,4183582.0,4101056.0,4074226.0,4741728.0,4570435.0,4634538.0,4690899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,280000.0,,272000.0,265000.0,270000.0,,239000.0,231000.0,231000.0,,132000.0,123000.0,115000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice / USD/shares,,11.32,11.4,12.84,12.15,17.17,18.14,20.19,25.72,26.22,26.58,26.82,40.53,41.6,42.26,42.51,,,,,,,,,,,,,,,,,,,,,,,,,,,272.07,,295.97,294.39,292.64,,303.14,302.61,302.02,,294.55,293.26,294.3
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice / USD/shares,,3.34,3.74,4.63,3.53,3.9,4.07,1.52,6.75,8.29,8.54,3.53,12.84,16.25,16.28,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3,,35.54,29.62,34.59,,41.25,42.37,43.83,,61.79,62.26,62.64
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.69,,,,332.74,,455.47,416.96,373.38,,419.95,384.47,393.62
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice / USD/shares,,15.53,10.68,2.98,16.8,14.67,10.74,5.3,18.17,22.72,24.41,11.35,28.22,28.59,33.32,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,341.3,333.32,,,317.56,304.41,,313.86,279.3,276.69,,303.29,305.41,296.29
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice / USD/shares,,16.8,16.8,5.77,,23.03,23.19,14.0,32.14,32.26,32.33,16.8,61.38,61.43,62.03,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,277.7,,299.0,298.44,295.73,,298.85,296.87,296.87,,,,
SharePrice / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.65,,,,659.65,,,,659.65,,,,315.6,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1 / USD,,60448000.0,59271000.0,53328000.0,59204000.0,57366000.0,67878000.0,74230000.0,69613000.0,94712000.0,91863000.0,91236000.0,152279000.0,165988000.0,163652000.0,153305000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,502221000.0,,369504000.0,216710000.0,250628000.0,,171999000.0,86552000.0,94480000.0,,20321000.0,22001000.0,14705000.0
ShortTermInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,60336000.0,60336000.0,60336000.0,60336000.0,60739000.0,60739000.0,60739000.0,60739000.0,,,
StockIssuedDuringPeriodSharesStockOptionsExercised / shares,,201858.0,831957.0,5600.0,776230.0,1502294.0,1917134.0,47600.0,323592.0,660833.0,828756.0,1552742.0,346499.0,862174.0,1086066.0,2156898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,445000.0,,72000.0,241000.0,292000.0,,370000.0,392000.0,409000.0,,373000.0,385000.0,390000.0
StockIssuedDuringPeriodValueAcquisitions / USD,,,,,,,,,,,,,,,,,,,,2788000.0,,,,5081000.0,,,,,,,,,,,,,,,,,,,2000000.0,2000000.0,,,2000000.0,2000000.0,,,,2000000.0,375000.0,375000.0,375000.0
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190000.0,,12384000.0,12384000.0,28350000.0,,12384000.0,12384000.0,28350000.0,,18466000.0,18466000.0,28350000.0,,15717000.0,15717000.0
StockIssuedDuringPeriodValueStockOptionsExercised / USD,,,,26000.0,,,,72000.0,,,,4965000.0,,,,9287000.0,,,,10598000.0,,,,20675000.0,,,,18028000.0,7649000.0,7649000.0,7649000.0,54097000.0,11890000.0,11890000.0,11890000.0,34679000.0,7141000.0,7141000.0,7141000.0,37047000.0,4424000.0,4424000.0,4424000.0,26449000.0,2884000.0,2884000.0,2884000.0,26313000.0,2525000.0,2525000.0,2525000.0,21851000.0,15251000.0,15251000.0,15251000.0
StockRepurchaseProgramAuthorizedAmount1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491500000.0,450100000.0,371600000.0,335100000.0,214500000.0,,450000000.0,437000000.0,277000000.0,82100000.0,
StockRepurchasedAndRetiredDuringPeriodValue / USD,,,,-5418000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120593000.0,120593000.0,120593000.0
StockRepurchasedDuringPeriodValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8510000.0,8510000.0,8510000.0,164924000.0,8510000.0,8510000.0,8510000.0,164924000.0,,,
StockholdersEquity / USD,95059000.0,95059000.0,95059000.0,16534000.0,286280000.0,286280000.0,286280000.0,66249000.0,376101000.0,376101000.0,376101000.0,376101000.0,464050000.0,464050000.0,464050000.0,464050000.0,613223000.0,613223000.0,613223000.0,613223000.0,781412000.0,781412000.0,781412000.0,781412000.0,974947000.0,974947000.0,974947000.0,974947000.0,1262596000.0,1262596000.0,1262596000.0,1262596000.0,1596145000.0,1596145000.0,1596145000.0,974947000.0,1596145000.0,1596145000.0,1596145000.0,1983018000.0,2487117000.0,2487117000.0,2487117000.0,2487117000.0,3001532000.0,3001532000.0,3001532000.0,3001532000.0,3470891000.0,3470891000.0,3470891000.0,3470891000.0,3629211000.0,3629211000.0,3629211000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,,,,,,,,,,,,95059000.0,,,,286280000.0,,,,376101000.0,,,,464050000.0,,,,613223000.0,974947000.0,974947000.0,974947000.0,781412000.0,1262596000.0,1262596000.0,1262596000.0,,,,,1262596000.0,1983018000.0,1983018000.0,1983018000.0,1596145000.0,2495837000.0,2495837000.0,2495837000.0,1983018000.0,3003010000.0,3003010000.0,3003010000.0,2495837000.0,3471470000.0,3471470000.0,3471470000.0
TreasuryStockSharesAcquired / shares,,,,986352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000.0,225000.0,543000.0,686000.0,30000.0,,543000.0,686000.0,396000.0,1556000.0,1801000.0
TreasuryStockValueAcquiredCostMethod / USD,,,,6400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8500000.0,49900000.0,128400000.0,164900000.0,8510000.0,,128400000.0,164900000.0,120600000.0,335100000.0,385000000.0
UndistributedEarningsOfForeignSubsidiaries / USD,,,,188700000.0,,,,249600.0,,,,340500000.0,,,,443200000.0,,,,571400000.0,,,,642149000.0,,,,700327000.0,,,,861893000.0,,,,1039000000.0,,,,1239100000.0,,,,1522000000.0,,,,1563000000.0,,,,1058000000.0,,,
UnrecognizedTaxBenefits / USD,,,,274000.0,,,,56000.0,,,,1271000.0,,,,1271000.0,,,,1271000.0,,,,200000.0,,,,,,,,,,,,,,,,,,,,2914000.0,,,,3317000.0,,,,8155000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromForeignCurrencyTranslation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524000.0,,,,524000.0,,,,97000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,6945000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued / USD,,,,3000.0,,,,55000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000.0,,,,700000.0,,,,1500000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromAcquisition / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,393000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,,178000.0,,,,178000.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,902000.0,,,,5310000.0,,,,4739000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromForeignCurrencyTranslation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29000.0,,,,197000.0,,,,197000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,1093000.0,,,,1093000.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,900000.0,,,,0.0,,,,1350000.0,,,,2447000.0,,,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528000.0,,,,1298000.0,,,,1121000.0,,,
UnrecordedUnconditionalPurchaseObligationBalanceSheetAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400000.0,3600000.0,2500000.0,5700000.0,5700000.0,7000000.0
WeightedAverageNumberOfDilutedSharesOutstanding / shares,,,,,33957000.0,40820.0,42729000.0,20473.0,47646000.0,47813000.0,48120000.0,43821000.0,49207000.0,49384000.0,49530000.0,48358000.0,51000000.0,51461000.0,51755000.0,49734000.0,52883000.0,52803000.0,53159000.0,51985873.0,53888747.0,54371284.0,54661196.0,53215000.0,56240539.0,56414986.0,56599638.0,54984173.0,57236427.0,57426563.0,57567339.0,56673000.0,58143000.0,58194000.0,58341000.0,57668000.0,58778000.0,58896000.0,58999000.0,58446000.0,58941000.0,58981000.0,59108000.0,59064000.0,59298000.0,59240000.0,59143000.0,59169000.0,58931000.0,58540000.0,58166000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,,,,,30197000.0,36987.0,38990000.0,17094.0,44812000.0,45151000.0,45492000.0,40190000.0,46797000.0,46933000.0,47058000.0,45754000.0,47886000.0,48237000.0,48506000.0,47189000.0,49714000.0,49688000.0,50172000.0,48720844.0,50958089.0,51431353.0,51806700.0,50309000.0,53078529.0,53299038.0,53485339.0,52077011.0,54245133.0,54464753.0,54603903.0,53623000.0,55287000.0,55494000.0,55625000.0,54719000.0,56170000.0,56317000.0,56429000.0,55727000.0,56915000.0,57078000.0,57194000.0,56511000.0,57702000.0,57848000.0,57850000.0,57291000.0,57837000.0,57716000.0,57445000.0
