fact_unit,2024-04-30,2024-07-24,2024-10-23,2025-02-06,2025-04-23,2025-07-23,2025-10-22
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffectDisposalGroupIncludingDiscontinuedOperations / USD,-21000000.0,-21000000.0,-7000000.0,21000000.0,-531000000.0,-603000000.0,-603000000.0
CommonStockDividendsPerShareDeclared / USD/shares,,,,0.25,,0.5,0.75
CommonStockParOrStatedValuePerShare / USD/shares,,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0
CommonStockSharesOutstanding / shares,,274085523.0,274085523.0,274085523.0,274085523.0,274085523.0,274085523.0
CommonStockValue / USD,,0.0,0.0,0.0,3000000.0,3000000.0,3000000.0
ComprehensiveIncomeNetOfTax / USD,1426000000.0,1255000000.0,981000000.0,-2936000000.0,-181000000.0,767000000.0,672000000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,-34000000.0,-34000000.0,-48000000.0,16000000.0,26000000.0,11000000.0,9000000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,1392000000.0,1220000000.0,933000000.0,-2920000000.0,-155000000.0,779000000.0,680000000.0
ContractWithCustomerAssetCumulativeCatchUpAdjustmentToRevenueChangeInMeasureOfProgress / USD,-1173000000.0,-2300000000.0,-3673000000.0,-5021000000.0,-1249000000.0,-2533000000.0,-3781000000.0
ContractWithCustomerAssetNetCurrent / USD,8339000000.0,8339000000.0,8339000000.0,8339000000.0,8621000000.0,8621000000.0,8621000000.0
ContractWithCustomerLiability / USD,15247000000.0,15247000000.0,15247000000.0,15247000000.0,17744000000.0,17744000000.0,17744000000.0
ContractWithCustomerLiabilityChangeInTimeframePerformanceObligationSatisfiedRevenueRecognized / USD,,,402000000.0,402000000.0,,,
ContractWithCustomerLiabilityCumulativeCatchUpAdjustmentToRevenueChangeInEstimateOfTransactionPrice / USD,,,-676000000.0,-379000000.0,,,-779000000.0
ContractWithCustomerLiabilityCurrent / USD,15074000000.0,15074000000.0,15074000000.0,15074000000.0,17587000000.0,17587000000.0,17587000000.0
ContractWithCustomerLiabilityNoncurrent / USD,173000000.0,173000000.0,173000000.0,173000000.0,157000000.0,157000000.0,157000000.0
ContractWithCustomerLiabilityRevenueRecognized / USD,2600000000.0,4960000000.0,6911000000.0,8331000000.0,2747000000.0,5283000000.0,7761000000.0
CostOfGoodsAndServicesSold / USD,5903000000.0,12876000000.0,20078000000.0,26196000000.0,6109000000.0,12611000000.0,20415000000.0
CurrentFederalTaxExpenseBenefit / USD,,,,-2000000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,426000000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,0.0,,,
DecommissioningLiabilityNoncurrent / USD,519000000.0,519000000.0,519000000.0,519000000.0,546000000.0,546000000.0,546000000.0
DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible / USD,,,,37000000.0,,,
DeferredCompensationLiabilityClassifiedNoncurrent / USD,3273000000.0,3273000000.0,3273000000.0,3273000000.0,3264000000.0,3264000000.0,3264000000.0
DeferredCostsCurrent / USD,1054000000.0,1054000000.0,1054000000.0,1054000000.0,769000000.0,769000000.0,769000000.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,0.0,,,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,-176000000.0,,,
DeferredIncomeTaxAssetsNet / USD,1582000000.0,1582000000.0,1582000000.0,1582000000.0,1639000000.0,1639000000.0,1639000000.0
DeferredIncomeTaxLiabilities / USD,,,,831000000.0,,,
DeferredIncomeTaxLiabilitiesNet / USD,382000000.0,382000000.0,382000000.0,382000000.0,827000000.0,827000000.0,827000000.0
DeferredIncomeTaxesAndOtherTaxLiabilitiesNoncurrent / USD,,,,803000000.0,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,0.0,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets / USD,,,,690000000.0,,,
DeferredTaxAssetsGross / USD,,,,11737000000.0,,,
DeferredTaxAssetsLiabilitiesNet / USD,,,,1200000000.0,,,
DeferredTaxAssetsNet / USD,,,,2031000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwards / USD,,,,6775000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwardsNotSubjectToExpiration / USD,,,,3373000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration / USD,,,,2349000000.0,,,
DeferredTaxAssetsOther / USD,,,,95000000.0,,,
DeferredTaxAssetsTaxCreditCarryforwards / USD,,,,806000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits / USD,,,,261000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions / USD,,,,702000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther / USD,,,,403000000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,,9706000000.0,,,
DeferredTaxLiabilitiesInvestments / USD,,,,588000000.0,,,
DeferredTaxLiabilitiesOther / USD,,,,146000000.0,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,,,97000000.0,,,
DeferredTaxLiabilitiesUndistributedForeignEarnings / USD,,287000000.0,287000000.0,103000000.0,,,
DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent / USD,,,,748000000.0,,,
DefinedBenefitPlanNetPeriodicBenefitCost / USD,,,,61000000.0,,,
DefinedContributionPlanEmployerDiscretionaryContributionAmount / USD,30000000.0,71000000.0,98000000.0,135000000.0,35000000.0,81000000.0,110000000.0
Depreciation / USD,176000000.0,347000000.0,531000000.0,779000000.0,188000000.0,379000000.0,715000000.0
DerivativeAssetsCurrent / USD,,,,76000000.0,,,
DerivativeAssetsNoncurrent / USD,,,,118000000.0,,,
DerivativeLiabilitiesCurrent / USD,,,,74000000.0,,,
DerivativeLiabilitiesNoncurrent / USD,,,,34000000.0,,,
DerivativeNotionalAmount / USD,39343000000.0,39343000000.0,39343000000.0,39343000000.0,40469000000.0,40469000000.0,40469000000.0
DividendsCommonStock / USD,,,,70000000.0,,138000000.0,205000000.0
EarningsPerShareBasic / USD/shares,,-1.7,-2.32,-10.0,-0.47,4.25,3.9
EarningsPerShareDiluted / USD/shares,,-1.7,-2.32,-10.0,-0.47,4.22,3.85
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations / USD,13000000.0,9000000.0,-22000000.0,-87000000.0,-32000000.0,-66000000.0,-48000000.0
EffectiveIncomeTaxRateContinuingOperations / pure,0.166,0.221,0.224,-0.1,0.205,0.221,0.224
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,,,,0.21,,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance / pure,,,,-0.385,,,
EffectiveIncomeTaxRateReconciliationCrossBorderTaxEffectAmount / USD,,,,-24000000.0,,,
EffectiveIncomeTaxRateReconciliationCrossBorderTaxEffectPercent / pure,,,,0.01,,,
EffectiveIncomeTaxRateReconciliationDispositionOfBusiness / pure,,,,0.0,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost / pure,,,,0.0,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,,,,-0.037,,,
EffectiveIncomeTaxRateReconciliationRepatriationOfForeignEarnings / pure,,,,0.0,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,,,0.013,,,
EffectiveIncomeTaxRateReconciliationTaxContingencies / pure,,,,0.013,,,
EffectiveIncomeTaxRateReconciliationTaxCreditsOther / pure,,,,-0.076,,,
EmployeeRelatedLiabilitiesCurrent / USD,,,,1619000000.0,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized / USD,,330000000.0,291000000.0,255000000.0,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,14000000.0,,59000000.0,,,
EntityCommonStockSharesOutstanding / shares,274085523.0,274802034.0,275652970.0,275900754.0,272934744.0,272223940.0,271320459.0
EntityPublicFloat / USD,,,,47100000000.0,,,
EnvironmentalRemediationExpense / USD,,,,19000000.0,,,
EquityMethodInvestments / USD,3555000000.0,3555000000.0,3555000000.0,3555000000.0,2149000000.0,2149000000.0,2149000000.0
FinanceLeaseLiability / USD,311000000.0,311000000.0,311000000.0,311000000.0,266000000.0,266000000.0,266000000.0
FinanceLeaseLiabilityCurrent / USD,,,,27000000.0,,,
FinanceLeaseLiabilityNoncurrent / USD,,,,284000000.0,,,
FinanceLeaseWeightedAverageDiscountRatePercent / pure,,,,0.029,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,,,,5456000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,236000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,,21000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,,85000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,,175000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,,228000000.0,,,
FiniteLivedIntangibleAssetsGross / USD,,,,6498000000.0,,,
FiniteLivedIntangibleAssetsNet / USD,,,,1042000000.0,,,
FiniteLivedIntangibleAssetsPeriodIncreaseDecrease / USD,-52000000.0,-117000000.0,-173000000.0,-230000000.0,-40000000.0,-73000000.0,-66000000.0
ForeignCurrencyTransactionGainLossBeforeTax / USD,,,,57000000.0,,,
GainLossFromComponentsExcludedFromAssessmentOfCashFlowHedgeEffectivenessNet / USD,-5000000.0,-9000000.0,-8000000.0,26000000.0,1000000.0,11000000.0,12000000.0
GainLossOnDerivativeInstrumentsNetPretax / USD,-22000000.0,-26000000.0,-5000000.0,47000000.0,-3000000.0,-13000000.0,-6000000.0
Goodwill / USD,4437000000.0,4437000000.0,4437000000.0,4164000000.0,4263000000.0,4263000000.0,4263000000.0
GoodwillAcquiredDuringPeriod / USD,,,,186000000.0,15000000.0,15000000.0,86000000.0
GoodwillForeignCurrencyTranslationGainLoss / USD,-34000000.0,-83000000.0,7000000.0,87000000.0,91000000.0,251000000.0,
GovernmentAssistanceAmount / USD,,,,56000000.0,,,
GovernmentAssistanceAmountCumulative / USD,,,,230000000.0,,,
GrossProfit / USD,919000000.0,2065000000.0,3116000000.0,3458000000.0,1150000000.0,2852000000.0,3962000000.0
ImpairmentOfLongLivedAssetsHeldForUse / USD,,,108000000.0,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,-1081000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,-415000000.0,-442000000.0,-458000000.0,-2474000000.0,-96000000.0,1507000000.0,1385000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,,-1393000000.0,,,
IncomeLossFromEquityMethodInvestments / USD,-70000000.0,-63000000.0,-66000000.0,60000000.0,44000000.0,45000000.0,44000000.0
IncomeTaxExpenseBenefit / USD,-69000000.0,53000000.0,222000000.0,248000000.0,10000000.0,333000000.0,310000000.0
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance / USD,,,,951000000.0,,,
IncomeTaxReconciliationDispositionOfBusiness / USD,,,,0.0,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,,,,-520000000.0,,,
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost / USD,,,,0.0,,,
IncomeTaxReconciliationOtherAdjustments / USD,,,,92000000.0,,,
IncomeTaxReconciliationRepatriationOfForeignEarnings / USD,,,,0.0,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes / USD,,,,-31000000.0,,,
IncomeTaxReconciliationTaxContingencies / USD,,,,-33000000.0,,,
IncomeTaxReconciliationTaxCreditsOther / USD,,,,187000000.0,,,
IncomeTaxesPaid / USD,,,,0.0,,,
IncomeTaxesPaidNet / USD,45000000.0,12000000.0,-28000000.0,91000000.0,58000000.0,173000000.0,299000000.0
IncomeTaxesReceivableNoncurrent / USD,,,,213000000.0,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities / USD,-306000000.0,-86000000.0,-210000000.0,643000000.0,-671000000.0,-290000000.0,604000000.0
IncreaseDecreaseInContractWithCustomerAsset / USD,36000000.0,5000000.0,68000000.0,-353000000.0,270000000.0,408000000.0,234000000.0
IncreaseDecreaseInContractWithCustomerLiability / USD,317000000.0,788000000.0,1008000000.0,1282000000.0,885000000.0,1596000000.0,1660000000.0
IncreaseDecreaseInDueFromRelatedParties / USD,12000000.0,1000000.0,-12000000.0,4000000.0,,,
IncreaseDecreaseInDueToRelatedParties / USD,10000000.0,54000000.0,110000000.0,124000000.0,-365000000.0,-384000000.0,-366000000.0
IncreaseDecreaseInInventories / USD,739000000.0,1165000000.0,1051000000.0,949000000.0,717000000.0,1288000000.0,1151000000.0
IncreaseDecreaseInOtherCurrentAssets / USD,110000000.0,112000000.0,198000000.0,,-67000000.0,-9000000.0,370000000.0
IncreaseDecreaseInOtherNoncurrentAssets / USD,75000000.0,252000000.0,530000000.0,,213000000.0,519000000.0,643000000.0
IncreaseDecreaseInOtherNoncurrentLiabilities / USD,-93000000.0,260000000.0,268000000.0,,61000000.0,193000000.0,266000000.0
IncreaseDecreaseInOtherReceivables / USD,-591000000.0,-282000000.0,-160000000.0,870000000.0,-303000000.0,-677000000.0,-24000000.0
IntangibleAssetsNetExcludingGoodwill / USD,1042000000.0,1042000000.0,1042000000.0,1042000000.0,813000000.0,813000000.0,813000000.0
InterestPaidNet / USD,,,,77000000.0,,,
InventoryFinishedGoods / USD,2514000000.0,2514000000.0,2514000000.0,2514000000.0,2490000000.0,2490000000.0,2490000000.0
InventoryNet / USD,8253000000.0,8253000000.0,8253000000.0,8253000000.0,8587000000.0,8587000000.0,8587000000.0
InventoryWorkInProcessAndRawMaterials / USD,4685000000.0,4685000000.0,4685000000.0,4685000000.0,5328000000.0,5328000000.0,5328000000.0
InvestmentIncomeNet / USD,,26000000.0,48000000.0,42000000.0,6000000.0,27000000.0,48000000.0
LeaseCost / USD,,,,340000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,850000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,256000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,188000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,60000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,86000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,114000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,146000000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,125000000.0,,,
Liabilities / USD,37741000000.0,37741000000.0,37741000000.0,37741000000.0,40892000000.0,40892000000.0,40892000000.0
LiabilitiesAndStockholdersEquity / USD,46121000000.0,46121000000.0,46121000000.0,46121000000.0,51485000000.0,51485000000.0,51485000000.0
LiabilitiesCurrent / USD,29306000000.0,29306000000.0,29306000000.0,29306000000.0,31685000000.0,31685000000.0,31685000000.0
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,1448000000.0,1448000000.0,1448000000.0,1448000000.0,,,0.0
LitigationReserveNoncurrent / USD,,,,604000000.0,,,
MinorityInterest / USD,964000000.0,964000000.0,964000000.0,964000000.0,1047000000.0,1047000000.0,1047000000.0
MinorityInterestPeriodIncreaseDecrease / USD,5000000.0,4000000.0,14000000.0,-48000000.0,18000000.0,7000000.0,555000000.0
NetCashProvidedByUsedInFinancingActivities / USD,704000000.0,942000000.0,656000000.0,811000000.0,1934000000.0,2904000000.0,3489000000.0
NetCashProvidedByUsedInInvestingActivities / USD,-41000000.0,-441000000.0,-477000000.0,-322000000.0,-285000000.0,252000000.0,138000000.0
NetCashProvidedByUsedInOperatingActivities / USD,-690000000.0,-978000000.0,-745000000.0,-114000000.0,-444000000.0,535000000.0,1662000000.0
NetIncomeLoss / USD,-315000000.0,-465000000.0,-635000000.0,-2736000000.0,-130000000.0,1164000000.0,1068000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,-32000000.0,-30000000.0,-45000000.0,14000000.0,24000000.0,10000000.0,7000000.0
NoncurrentAssets / USD,,,,5228000000.0,,,
NontradeReceivablesCurrent / USD,,,,,2328000000.0,2328000000.0,2328000000.0
NotesAndLoansReceivableNetCurrent / USD,,,,141000000.0,,,
NotesAndLoansReceivableNetNoncurrent / USD,,,,0.0,,,
NumberOfOperatingSegments / segment,,,,3.0,3.0,3.0,3.0
NumberOfReportableSegments / segment,,,,3.0,3.0,3.0,3.0
OperatingIncomeLoss / USD,-469000000.0,-811000000.0,-1118000000.0,-2881000000.0,-289000000.0,238000000.0,-122000000.0
OperatingLeaseCost / USD,76000000.0,159000000.0,238000000.0,225000000.0,76000000.0,135000000.0,193000000.0
OperatingLeaseLiability / USD,718000000.0,718000000.0,718000000.0,718000000.0,725000000.0,725000000.0,725000000.0
OperatingLeaseLiabilityCurrent / USD,,,,193000000.0,,,
OperatingLeaseLiabilityNoncurrent / USD,,,,525000000.0,,,
OperatingLeasePayments / USD,,,,229000000.0,,,
OperatingLeaseRightOfUseAsset / USD,668000000.0,668000000.0,668000000.0,668000000.0,671000000.0,671000000.0,671000000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,0.035,,,
OtherAssetsCurrent / USD,352000000.0,352000000.0,352000000.0,352000000.0,564000000.0,564000000.0,564000000.0
OtherAssetsMiscellaneousCurrent / USD,,,,7000000.0,,,
OtherAssetsMiscellaneousNoncurrent / USD,,,,202000000.0,,,
OtherAssetsNoncurrent / USD,2228000000.0,2228000000.0,2228000000.0,2228000000.0,2763000000.0,2763000000.0,2763000000.0
OtherCommitment / USD,78000000.0,70000000.0,71000000.0,73000000.0,7000000.0,8000000.0,16000000.0
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax / USD,90000000.0,145000000.0,99000000.0,-194000000.0,7000000.0,42000000.0,111000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax / USD,17000000.0,19000000.0,58000000.0,-22000000.0,8000000.0,51000000.0,30000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAndTax / USD,8000000.0,11000000.0,24000000.0,-111000000.0,13000000.0,36000000.0,19000000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,63000000.0,122000000.0,74000000.0,-254000000.0,11000000.0,-106000000.0,-7000000.0
OtherComprehensiveIncomeLossNetInvestmentHedgeGainLossBeforeReclassificationAndTax / USD,-5000000.0,-4000000.0,-6000000.0,16000000.0,2000000.0,4000000.0,-2000000.0
OtherComprehensiveIncomeLossNetOfTax / USD,1738000000.0,1715000000.0,1613000000.0,-198000000.0,-49000000.0,-395000000.0,-395000000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest / USD,3000000.0,4000000.0,3000000.0,-2000000.0,-2000000.0,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,-1659000000.0,-1575000000.0,-1481000000.0,-78000000.0,68000000.0,340000000.0,418000000.0
OtherLiabilitiesCurrent / USD,4352000000.0,4352000000.0,4352000000.0,4352000000.0,5496000000.0,5496000000.0,5496000000.0
OtherLiabilitiesNoncurrent / USD,4780000000.0,4780000000.0,4780000000.0,4780000000.0,5116000000.0,5116000000.0,5116000000.0
OtherNonoperatingIncomeExpense / USD,-64000000.0,129000000.0,307000000.0,370000000.0,73000000.0,954000000.0,1025000000.0
OtherOperatingActivitiesCashFlowStatement / USD,-104000000.0,-401000000.0,-240000000.0,302000000.0,68000000.0,-430000000.0,98000000.0
OtherPostretirementBenefitsExpenseReversalOfExpenseNoncash / USD,-83000000.0,-163000000.0,-235000000.0,-206000000.0,-47000000.0,-121000000.0,-189000000.0
OtherReceivableBeforeAllowanceForCreditLossNoncurrent / USD,190000000.0,190000000.0,190000000.0,190000000.0,247000000.0,247000000.0,247000000.0
OtherSundryLiabilitiesCurrent / USD,,,,257000000.0,,,
OtherSundryLiabilitiesNoncurrent / USD,,,,323000000.0,,,
PaymentsForProceedsFromOtherInvestingActivities / USD,-86000000.0,196000000.0,209000000.0,-191000000.0,9000000.0,-51000000.0,-94000000.0
PaymentsForRepurchaseOfCommonStock / USD,,,,,0.0,0.0,40000000.0
PaymentsForRestructuring / USD,67000000.0,118000000.0,167000000.0,240000000.0,61000000.0,135000000.0,198000000.0
PaymentsOfDividends / USD,,,,,0.0,0.0,0.0
PaymentsToAcquireEquityMethodInvestments / USD,18000000.0,40000000.0,77000000.0,393000000.0,91000000.0,108000000.0,110000000.0
PaymentsToAcquireProductiveAssets / USD,124000000.0,283000000.0,464000000.0,513000000.0,217000000.0,374000000.0,533000000.0
PensionExpenseReversalOfExpenseNoncash / USD,-99000000.0,-202000000.0,-304000000.0,0.0,-95000000.0,-186000000.0,-280000000.0
ProceedsFromDivestitureOfBusinesses / USD,,,,0.0,,639000000.0,639000000.0
ProceedsFromDivestitureOfBusinessesNetOfCashDivested / USD,,0.0,0.0,,,,
ProceedsFromPaymentsForOtherFinancingActivities / USD,-22000000.0,-46000000.0,-54000000.0,-151000000.0,-66000000.0,-36000000.0,620000000.0
ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess / USD,18000000.0,29000000.0,30000000.0,15000000.0,-23000000.0,-23000000.0,-23000000.0
ProceedsFromSaleOfEquityMethodInvestments / USD,13000000.0,33000000.0,220000000.0,340000000.0,29000000.0,31000000.0,32000000.0
ProceedsFromSaleOfPropertyPlantAndEquipment / USD,2000000.0,44000000.0,54000000.0,53000000.0,4000000.0,13000000.0,16000000.0
ProceedsFromStockOptionsExercised / USD,,50000000.0,111000000.0,130000000.0,,,
ProductWarrantyAccrualClassifiedCurrent / USD,,,,629000000.0,,,
ProductWarrantyAccrualNoncurrent / USD,,,,785000000.0,,,
ProfitLoss / USD,-346000000.0,-495000000.0,-680000000.0,-2722000000.0,-106000000.0,1174000000.0,1075000000.0
PropertyPlantAndEquipmentGross / USD,11907000000.0,11907000000.0,11907000000.0,,12207000000.0,12207000000.0,12207000000.0
ProvisionForDoubtfulAccounts / USD,-6000000.0,-2000000.0,5000000.0,9000000.0,-1000000.0,19000000.0,34000000.0
ReceivablesNetCurrent / USD,,,,,8177000000.0,8177000000.0,8177000000.0
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax / USD,54000000.0,128000000.0,190000000.0,4000000.0,54000000.0,230000000.0,298000000.0
ResearchAndDevelopmentExpense / USD,202000000.0,418000000.0,641000000.0,979000000.0,237000000.0,474000000.0,717000000.0
RestrictedCash / USD,,,,50000000.0,,,
RestructuringCharges / USD,46000000.0,105000000.0,146000000.0,111000000.0,78000000.0,117000000.0,180000000.0
RestructuringReserve / USD,283000000.0,283000000.0,283000000.0,434000000.0,276000000.0,276000000.0,276000000.0
RestructuringReserveCurrent / USD,,,,186000000.0,,,
RestructuringReserveTranslationAndOtherAdjustment / USD,5000000.0,3000000.0,5000000.0,-22000000.0,-4000000.0,88000000.0,108000000.0
RestructuringSettlementAndImpairmentProvisions / USD,113000000.0,211000000.0,316000000.0,314000000.0,147000000.0,210000000.0,417000000.0
RetainedEarningsAccumulatedDeficit / USD,,0.0,0.0,0.0,1611000000.0,1611000000.0,1611000000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,6822000000.0,14941000000.0,23194000000.0,29654000000.0,7260000000.0,15463000000.0,24376000000.0
RevenueRemainingPerformanceObligation / USD,116293000000.0,115476000000.0,117746000000.0,119023000000.0,123438000000.0,128650000000.0,135269000000.0
