fact_unit,2010-08-06,2010-10-29,2011-02-25,2011-04-28,2011-07-26,2011-10-25,2012-02-22,2012-04-19,2012-07-19,2012-10-19,2013-02-15,2013-04-19,2013-07-19,2013-10-18,2014-02-25,2014-04-24,2014-05-30,2014-07-31,2014-08-08,2014-10-29,2015-03-02,2015-05-11,2015-08-07,2015-11-06,2016-02-29,2016-05-10,2016-08-05,2016-11-08,2017-02-28,2017-05-04,2017-08-08,2017-11-09,2018-02-28,2018-05-10,2018-08-07,2018-11-07,2019-02-27,2019-05-08,2019-08-07,2019-11-06,2020-02-26,2020-04-15,2020-05-11,2020-08-05,2020-11-04,2021-02-19,2021-05-05,2021-08-04,2021-11-04,2022-02-22,2022-03-02,2022-05-04,2022-08-03,2022-11-02,2023-01-26,2023-02-15,2023-04-21,2023-05-03,2023-08-02,2023-11-01,2024-02-15,2024-03-28,2024-05-01,2024-07-31,2024-11-06,2025-02-12,2025-03-31,2025-04-30,2025-08-04,2025-11-05
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,1379246000.0,1379246000.0,1379246000.0,1433865000.0,1433865000.0,1433865000.0,1433865000.0,1489948000.0,1489948000.0,1489948000.0,1489948000.0,1522033000.0,1522033000.0,1522033000.0,1522033000.0,1615015000.0,1522033000.0,1615015000.0,1522033000.0,1615015000.0,1615015000.0,1388802000.0,1388802000.0,1388802000.0,1388802000.0,1396424000.0,1379377000.0,1379377000.0,1379377000.0,1550382000.0,1550382000.0,1550382000.0,1550382000.0,1631025000.0,1631025000.0,1631025000.0,1631025000.0,1777979000.0,1777979000.0,1777979000.0,1777979000.0,,1908370000.0,1908370000.0,1908370000.0,1908370000.0,2073016000.0,2073016000.0,2073016000.0,2073016000.0,,2165130000.0,2165130000.0,2165130000.0,,,,2391333000.0,2391333000.0,2391333000.0,,,2738553000.0,2738553000.0,2738553000.0,,,3191898000.0,3191898000.0,3191898000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-91860000.0,-91860000.0,-91860000.0,-164196000.0,-164196000.0,-164196000.0,-100642000.0,-222922000.0,-222922000.0,-222922000.0,139283000.0,60329000.0,60329000.0,60329000.0,74889000.0,85264000.0,74889000.0,85264000.0,74889000.0,85264000.0,60329000.0,116245000.0,116245000.0,116245000.0,85264000.0,-62413000.0,-421288000.0,-421288000.0,-421288000.0,-412412000.0,-412412000.0,-412412000.0,-412412000.0,-225668000.0,-225668000.0,-225668000.0,-225668000.0,-350682000.0,-350682000.0,-350682000.0,-350682000.0,,-395735000.0,-395735000.0,-395735000.0,-395735000.0,-326132000.0,-326132000.0,-326132000.0,-326132000.0,,-392450000.0,-392450000.0,-392450000.0,,-392450000.0,,-560662000.0,-560662000.0,-560662000.0,-560662000.0,,-528526000.0,-528526000.0,-528526000.0,-528526000.0,,-742062000.0,-742062000.0,-742062000.0
AdditionalPaidInCapitalCommonStock / USD,8658000.0,8658000.0,8658000.0,18835000.0,18835000.0,18835000.0,18835000.0,15194000.0,15194000.0,15194000.0,15194000.0,2761000.0,2761000.0,2761000.0,2761000.0,9957000.0,2761000.0,9957000.0,2761000.0,9957000.0,9957000.0,10447000.0,10447000.0,10447000.0,10447000.0,2059151000.0,2059151000.0,2059151000.0,2059151000.0,2084418000.0,2084418000.0,2084418000.0,2084418000.0,1863949000.0,1863949000.0,1863949000.0,1863949000.0,1368897000.0,1368897000.0,1368897000.0,1368897000.0,,1383446000.0,1383446000.0,1383446000.0,1383446000.0,1438038000.0,1438038000.0,1438038000.0,1438038000.0,,2920007000.0,2920007000.0,2920007000.0,,2920007000.0,,2940840000.0,2940840000.0,2940840000.0,2940840000.0,,2952517000.0,2952517000.0,2952517000.0,2952517000.0,,2985606000.0,2985606000.0,2985606000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,,,,,,,,,,,,,,,,,,,,6606000.0,10016000.0,,3863000.0,7868000.0,10473000.0,13556000.0,4517000.0,8560000.0,12882000.0,13696000.0,3945000.0,8216000.0,12477000.0,16251000.0,5737000.0,10728000.0,14015000.0,16505000.0,,7277000.0,12197000.0,16999000.0,18506000.0,3867000.0,9872000.0,14970000.0,21284000.0,,4674000.0,9778000.0,13981000.0,,19306000.0,,5384000.0,16808000.0,24213000.0,18818000.0,,9658000.0,20027000.0,31186000.0,31390000.0,,9057000.0,16382000.0,25105000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,2254000.0,2254000.0,2254000.0,2527000.0,2527000.0,2527000.0,2527000.0,2709000.0,2709000.0,2709000.0,2709000.0,1641000.0,1641000.0,1641000.0,1641000.0,1614000.0,1641000.0,1614000.0,1641000.0,1614000.0,1614000.0,1563000.0,1563000.0,1563000.0,1563000.0,4148000.0,3390000.0,3390000.0,3390000.0,15312000.0,15312000.0,15312000.0,15312000.0,10425000.0,10425000.0,10425000.0,10425000.0,4460000.0,4460000.0,4460000.0,4460000.0,,3711000.0,3711000.0,3711000.0,3711000.0,2083000.0,2083000.0,2083000.0,2083000.0,,2559000.0,2559000.0,2559000.0,,2559000.0,,2534000.0,2534000.0,2534000.0,2534000.0,,2808000.0,2808000.0,2808000.0,2808000.0,,5201000.0,5201000.0,5201000.0
AmortizationOfIntangibleAssets / USD,,,,,,,13200000.0,,,,13100000.0,,,,13100000.0,,13100000.0,,13100000.0,,10700000.0,19913000.0,40354000.0,61534000.0,8100000.0,16783000.0,9413000.0,14250000.0,5700000.0,5740000.0,11589000.0,17627000.0,16900000.0,7418000.0,14422000.0,21246000.0,19000000.0,6827000.0,13721000.0,20509000.0,25100000.0,,6100000.0,12216000.0,18563000.0,28000000.0,6429000.0,12800000.0,19111000.0,27100000.0,,6021000.0,11840000.0,17449000.0,,24900000.0,,7434000.0,14859000.0,22191000.0,25300000.0,,5886000.0,11605000.0,17263000.0,24700000.0,,5467000.0,11164000.0,16985000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,,390667.0,,,,222700.0,,,,468120.0,,468120.0,,468120.0,,662259.0,,,,1114041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51316.0,51316.0,103916.0,165159.0,,,,,0.0,,,,
AssetRetirementObligation / USD,,,,,,,14200000.0,,,,14900000.0,,,,16500000.0,,16500000.0,,16500000.0,,16900000.0,15085000.0,15085000.0,15085000.0,16930000.0,,,,15085000.0,,,,37230000.0,,,,36296000.0,,,,40450000.0,,,,,41489000.0,,,,60246000.0,,,,,,75872000.0,,,,,79213000.0,,,,,80101000.0,,,,
AssetRetirementObligationAccretionExpense / USD,,,,,,,,,,,,,,,,,,,,,,230000.0,600000.0,-932000.0,-323000.0,,,,1289000.0,,,,1354000.0,,,,1532000.0,,,,1500000.0,,,,,2035000.0,,,,2531000.0,,,,,,2098000.0,,,,,1996000.0,,,,,2421000.0,,,,
AssetRetirementObligationCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,4398000.0,,,,1016000.0,,,,,,3017000.0,,,,,579000.0,,,,,456000.0,,,,
AssetRetirementObligationForeignCurrencyTranslationGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45000.0,,,,-1918000.0,,,,-448000.0,,,,-415000.0,,,,,627000.0,,,,103000.0,,,,,,16000.0,,,,,239000.0,,,,,-1607000.0,,,,
AssetRetirementObligationLiabilitiesIncurred / USD,,,,,,,,,,,,,,,,,,,,,,,1025000.0,1025000.0,0.0,,,,3636000.0,,,,0.0,,,,3859000.0,,,,740000.0,,,,,14734000.0,,,,15750000.0,,,,,,4832000.0,,,,,2919000.0,,,,,11288000.0,,,,
AssetRetirementObligationLiabilitiesSettled / USD,,,,,,,,,,,,,,,,,,,,,,,,,333000.0,,,,0.0,,,,370000.0,,,,789000.0,,,,786000.0,,,,,3289000.0,,,,3980000.0,,,,,,3605000.0,,,,,4266000.0,,,,,3044000.0,,,,
AssetRetirementObligationsNoncurrent / USD,,,,,,,14213000.0,,,,14865000.0,,,,16517000.0,,16517000.0,,16517000.0,,16930000.0,,,,15085000.0,,,,37230000.0,,,,36296000.0,,,,40450000.0,,,,41489000.0,,,,,55848000.0,,,,74856000.0,,,,,,76196000.0,,,,,79522000.0,,,,,88703000.0,,94854000.0,94854000.0,94854000.0
Assets / USD,2771557000.0,2771557000.0,2771557000.0,3068081000.0,3068081000.0,3068081000.0,2771557000.0,3203824000.0,3203824000.0,3203824000.0,3068081000.0,3437291000.0,3437291000.0,3437291000.0,3203824000.0,3584797000.0,3203824000.0,3584797000.0,3203824000.0,3584797000.0,3437291000.0,5223103000.0,5223103000.0,5223103000.0,3584797000.0,9597954000.0,9597954000.0,9597954000.0,5202437000.0,8161207000.0,8161207000.0,8161207000.0,9597954000.0,7750772000.0,7750772000.0,7750772000.0,8161207000.0,7581674000.0,7581674000.0,7581674000.0,7750772000.0,,9860863000.0,9860863000.0,9860863000.0,7581674000.0,10450946000.0,10450946000.0,10450946000.0,9860863000.0,,10974118000.0,10974118000.0,10974118000.0,,10450946000.0,,15456522000.0,15456522000.0,15456522000.0,10974118000.0,,18270652000.0,18270652000.0,18270652000.0,15456522000.0,,16609649000.0,16609649000.0,16609649000.0
AssetsCurrent / USD,1032087000.0,1032087000.0,1032087000.0,1348198000.0,1348198000.0,1348198000.0,1348198000.0,1355620000.0,1355620000.0,1355620000.0,1355620000.0,1407313000.0,1407313000.0,1407313000.0,1407313000.0,1482915000.0,1407313000.0,1482915000.0,1407313000.0,1482915000.0,1482915000.0,3348850000.0,3348850000.0,3348850000.0,3348850000.0,1831003000.0,1831002000.0,1831002000.0,1831002000.0,3306618000.0,3306618000.0,3306618000.0,3306618000.0,2477563000.0,2477563000.0,2477563000.0,2477563000.0,1998421000.0,1998421000.0,1998421000.0,1998421000.0,,2225109000.0,2225109000.0,2225109000.0,2225109000.0,2206184000.0,2206184000.0,2206184000.0,2206184000.0,,2007981000.0,2007981000.0,1993681000.0,,1993681000.0,,5186917000.0,5186917000.0,5186917000.0,5186917000.0,,5216919000.0,5216919000.0,5216919000.0,5216919000.0,,3842262000.0,3842262000.0,3842262000.0
AvailableForSaleSecuritiesDebtSecurities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244530000.0,248775000.0,246517000.0,,246517000.0,246517000.0,246517000.0,,246517000.0,,260139000.0,260139000.0,260139000.0,260139000.0,,289307000.0,289307000.0,289307000.0,289307000.0,,313991000.0,313991000.0,313991000.0
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,246517000.0,,,,,260139000.0,,,,,289307000.0,,,,
BuildingsAndImprovementsGross / USD,,,,,,,204858000.0,,,,194731000.0,,,,198260000.0,,198260000.0,,198260000.0,,235929000.0,,,,214364000.0,,,,236577000.0,,,,256603000.0,,,,245482000.0,,,,251980000.0,,,,,337728000.0,,,,354679000.0,,,,,,383879000.0,,,,,492509000.0,,,,,699045000.0,,,,
BusinessCombinationAcquisitionRelatedCosts / USD,,,,,,,,,,,,,,,,,,4900000.0,,0.0,0.0,0.0,4843000.0,15104000.0,0.0,59523000.0,80657000.0,117171000.0,30158000.0,18558000.0,37588000.0,44337000.0,132299000.0,14281000.0,20760000.0,26395000.0,57384000.0,2201000.0,8712000.0,13016000.0,33954000.0,,5285000.0,10274000.0,14388000.0,19377000.0,2951000.0,8426000.0,14349000.0,20684000.0,,2162000.0,4076000.0,5629000.0,,17263000.0,,1724000.0,7099000.0,9244000.0,12670000.0,,5108000.0,11610000.0,21653000.0,16259000.0,,1907000.0,3488000.0,3927000.0
CapitalExpendituresIncurredButNotYetPaid / USD,,,,,,,,,,,,,,,,,,,,,,,,,13741000.0,,,,20373000.0,,,19354000.0,45826000.0,18874000.0,41536000.0,53421000.0,33622000.0,74906000.0,95080000.0,107385000.0,89188000.0,,111225000.0,170776000.0,174510000.0,134784000.0,176464000.0,180707000.0,167393000.0,199451000.0,,151604000.0,169532000.0,157743000.0,,139120000.0,,196661000.0,222533000.0,253183000.0,165677000.0,,347165000.0,408998000.0,434882000.0,296294000.0,,315895000.0,320773000.0,297222000.0
CashAndCashEquivalentsAtCarryingValue / USD,253303000.0,253303000.0,130551000.0,308791000.0,308791000.0,308791000.0,253303000.0,529650000.0,529650000.0,529650000.0,308791000.0,469416000.0,469416000.0,469416000.0,529650000.0,477696000.0,529650000.0,477696000.0,529650000.0,477696000.0,469416000.0,477239000.0,477239000.0,477239000.0,477696000.0,2489768000.0,2489768000.0,2489768000.0,477239000.0,213734000.0,213734000.0,213734000.0,2489768000.0,2269756000.0,2269756000.0,2269756000.0,213734000.0,692188000.0,1137303000.0,1137303000.0,2269756000.0,,555320000.0,613110000.0,613110000.0,,746724000.0,746724000.0,746724000.0,,,439272000.0,439272000.0,439272000.0,,,,1499142000.0,1499142000.0,1499142000.0,,,889900000.0,889900000.0,889900000.0,,,1192230000.0,1192230000.0,1192230000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555320000.0,555320000.0,1137303000.0,613110000.0,613110000.0,613110000.0,555320000.0,,746724000.0,746724000.0,746724000.0,,613110000.0,,439272000.0,439272000.0,439272000.0,746724000.0,,1499142000.0,1499142000.0,1499142000.0,439272000.0,,889900000.0,889900000.0,889900000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90046000.0,-157137000.0,-237497000.0,-581983000.0,-59882000.0,123586000.0,88963000.0,57790000.0,,-176865000.0,76848000.0,-151675000.0,,133614000.0,,24053000.0,491324000.0,943531000.0,-307452000.0,,87592000.0,100596000.0,102526000.0,1059870000.0,,1165913000.0,940327000.0,774619000.0
CommonStockDividendsPerShareDeclared / USD/shares,0.25,0.375,0.48,0.14,0.28,0.42,0.5,0.165,0.33,0.495,0.56,0.2,0.4,0.6,0.67,0.24,0.67,0.48,0.67,0.72,0.8,0.275,0.55,0.825,0.96,0.29,0.58,0.87,1.1,0.305,0.61,0.915,1.16,0.32,0.64,0.96,1.22,0.335,0.67,1.005,1.28,,0.3675,0.735,1.1025,1.34,0.385,0.77,1.155,1.47,,0.39,0.78,1.17,,1.54,,0.395,0.79,1.185,1.56,,0.4,0.8,1.2,1.58,,0.4,0.8,1.205
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,,0.01,,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,,,150000000.0,,,,150000000.0,,,,150000000.0,,,,150000000.0,,150000000.0,,150000000.0,,150000000.0,,,,150000000.0,,,,150000000.0,,,,150000000.0,,,,150000000.0,,,,150000000.0,,,,,150000000.0,,,,150000000.0,,,,,,150000000.0,,,,,150000000.0,,150000000.0,275000000.0,275000000.0,275000000.0,,275000000.0,275000000.0,275000000.0
CommonStockSharesIssued / shares,91509000.0,91509000.0,91509000.0,91594000.0,91594000.0,91594000.0,91594000.0,88841000.0,88841000.0,88841000.0,88841000.0,88899000.0,88899000.0,88899000.0,88899000.0,80053000.0,88899000.0,80053000.0,88899000.0,80053000.0,80053000.0,78031000.0,78031000.0,78031000.0,78031000.0,112219000.0,112219000.0,112219000.0,112219000.0,112524000.0,112524000.0,112524000.0,112524000.0,110547000.0,110547000.0,110547000.0,110547000.0,105616000.0,105616000.0,105616000.0,105616000.0,,106040000.0,106040000.0,106040000.0,106040000.0,106842000.0,106842000.0,106842000.0,106842000.0,,117015000.0,117015000.0,117015000.0,,117015000.0,,117168000.0,117168000.0,117168000.0,117168000.0,,117356000.0,117356000.0,117356000.0,117356000.0,,117560000.0,117560000.0,117560000.0
CommonStockSharesOutstanding / shares,91509000.0,91509000.0,91509000.0,91594000.0,91594000.0,91594000.0,91594000.0,88841000.0,88841000.0,88841000.0,88841000.0,88899000.0,88899000.0,88899000.0,88899000.0,80053000.0,88899000.0,80053000.0,88899000.0,80053000.0,80053000.0,78031000.0,78031000.0,78031000.0,78031000.0,112219000.0,112219000.0,112219000.0,112219000.0,112524000.0,112524000.0,112524000.0,112524000.0,110547000.0,110547000.0,110547000.0,110547000.0,105616000.0,105616000.0,105616000.0,105616000.0,,106040000.0,106040000.0,106040000.0,106040000.0,106842000.0,106842000.0,106842000.0,106842000.0,,117015000.0,117015000.0,117015000.0,,117015000.0,,117168000.0,117168000.0,117168000.0,117168000.0,,117356000.0,117356000.0,117356000.0,117356000.0,,117560000.0,117560000.0,117560000.0
CommonStockValue / USD,915000.0,915000.0,915000.0,916000.0,916000.0,916000.0,916000.0,888000.0,888000.0,888000.0,888000.0,889000.0,889000.0,889000.0,889000.0,801000.0,889000.0,801000.0,889000.0,801000.0,801000.0,780000.0,780000.0,780000.0,780000.0,1122000.0,1122000.0,1122000.0,1122000.0,1125000.0,1125000.0,1125000.0,1125000.0,1105000.0,1105000.0,1105000.0,1105000.0,1056000.0,1056000.0,1056000.0,1056000.0,,1061000.0,1061000.0,1061000.0,1061000.0,1069000.0,1069000.0,1069000.0,1069000.0,,1170000.0,1170000.0,1170000.0,,1170000.0,,1172000.0,1172000.0,1172000.0,1172000.0,,1174000.0,1174000.0,1174000.0,1174000.0,,1176000.0,1176000.0,1176000.0
ComprehensiveIncomeNetOfTax / USD,,,,,,,,185136000.0,322293000.0,370251000.0,251384000.0,142984000.0,137058000.0,275543000.0,377554000.0,49732000.0,377554000.0,137644000.0,377554000.0,268269000.0,336471000.0,47265000.0,62429000.0,33928000.0,444152000.0,-256754000.0,-158731000.0,-163346000.0,-45342000.0,317811000.0,-40803000.0,128442000.0,-23969000.0,116644000.0,270125000.0,435685000.0,652550000.0,182689000.0,358210000.0,475443000.0,241594000.0,,126713000.0,289038000.0,357542000.0,568548000.0,-23550000.0,157432000.0,288397000.0,488175000.0,,71695000.0,518408000.0,87192000.0,,445367000.0,,252214000.0,545468000.0,1232512000.0,57354000.0,,1285905000.0,1931339000.0,2050846000.0,2521604000.0,,-66231000.0,-294775000.0,-1195986000.0
