fact_unit,2021-05-14,2021-08-13,2021-11-12,2022-03-11,2022-05-13,2022-08-12,2022-11-10,2023-02-28,2023-05-10,2023-08-09,2023-11-08,2024-02-26,2024-05-08,2024-08-07,2024-11-06,2025-02-27,2025-05-07,2025-08-06,2025-11-05
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,,,,,,,,,,,,,,,,,,191355000.0,191355000.0
BusinessAcquisitionsProFormaNetIncomeLoss / USD,,-176626000.0,-230779000.0,-105353000.0,-23831000.0,-18880000.0,-13542000.0,-179415000.0,-99932000.0,-128437000.0,-104775000.0,25940000.0,,,,-184317000.0,,,
BusinessAcquisitionsProFormaRevenue / USD,,727082000.0,1156144000.0,1332476000.0,640800000.0,1397200000.0,2178004000.0,1625476000.0,625421000.0,1410684000.0,2123783000.0,3036661000.0,,,,2826090000.0,,,
BusinessCombinationAcquisitionRelatedCosts / USD,,,,,,,,,,,,,,,,-21279000.0,369000.0,,
CashAndCashEquivalentsAtCarryingValue / USD,396247000.0,317235000.0,317235000.0,317235000.0,1520504000.0,1520504000.0,1520504000.0,1520504000.0,1080484000.0,1080484000.0,1080484000.0,1080484000.0,502152000.0,502152000.0,502152000.0,502152000.0,741411000.0,697030000.0,697030000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,396247000.0,396247000.0,276119000.0,317235000.0,317235000.0,317235000.0,396247000.0,2570504000.0,2570504000.0,2570504000.0,317235000.0,1080484000.0,1080484000.0,1080484000.0,2570504000.0,502152000.0,502152000.0,502152000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,24474000.0,-181342000.0,-192444000.0,120128000.0,443840000.0,866508000.0,732382000.0,-79012000.0,-1157248000.0,-1618944000.0,-1626996000.0,2253269000.0,165409000.0,-204257000.0,-747993000.0,-1490020000.0,-65816000.0,-41703000.0,65444000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffectContinuingOperations / USD,,,,,,,,,,,,,,,,,,-41703000.0,65444000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffectDisposalGroupIncludingDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,,0.0,0.0
CommonStockParOrStatedValuePerShare / USD/shares,,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05
CommonStockSharesAuthorized / shares,,429600000.0,429600000.0,429600000.0,1700000000.0,1700000000.0,1700000000.0,1700000000.0,1700000000.0,1700000000.0,1700000000.0,1700000000.0,1700000000.0,1700000000.0,1700000000.0,1850000000.0,1850000000.0,1850000000.0,1850000000.0
CommonStockSharesIssued / shares,,226364401.0,226364401.0,226364401.0,375089360.0,375089360.0,375089360.0,375089360.0,373873683.0,373873683.0,373873683.0,373873683.0,339886712.0,339886712.0,339886712.0,339886712.0,340041739.0,340041739.0,340042000.0
CommonStockSharesOutstanding / shares,,226364401.0,226364401.0,226364401.0,375089360.0,375089360.0,375089360.0,375089360.0,373873683.0,373873683.0,373873683.0,373873683.0,339886712.0,339886712.0,339886712.0,339886712.0,340041739.0,340041739.0,340042000.0
CommonStockValue / USD,,7000.0,7000.0,7000.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0
ComprehensiveIncomeNetOfTax / USD,2761000.0,-16079000.0,-101211000.0,117518000.0,-11242000.0,-6007000.0,-24084000.0,-120443000.0,-128789000.0,-219902000.0,-207925000.0,-10612000.0,,,,-230674000.0,,520798000.0,991453000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,-54000.0,-320000.0,-546000.0,0.0,-54000.0,-113000.0,-149000.0,-747000.0,-41000.0,-92000.0,-201000.0,-108000.0,,,,-201000.0,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,,,,,,,,-121190000.0,-128830000.0,-219994000.0,-208126000.0,-10720000.0,5488000.0,82691000.0,174203000.0,-230875000.0,217561000.0,,
ContractWithCustomerLiabilityCurrent / USD,86886000.0,86886000.0,86886000.0,86886000.0,78930000.0,78930000.0,78930000.0,78930000.0,64018000.0,64018000.0,64018000.0,64018000.0,78559000.0,78559000.0,78559000.0,78559000.0,69839000.0,37053000.0,37053000.0
ContractWithCustomerLiabilityRevenueRecognized / USD,8100000.0,8200000.0,8200000.0,8200000.0,57700000.0,81400000.0,86900000.0,86900000.0,55800000.0,73400000.0,78100000.0,78600000.0,47600000.0,58800000.0,62500000.0,63600000.0,53000000.0,25300000.0,30600000.0
CostOfRevenue / USD,76453000.0,194504000.0,357564000.0,241274000.0,223061000.0,468914000.0,722966000.0,555578000.0,281780000.0,585709000.0,886697000.0,988095000.0,261960000.0,520535000.0,785584000.0,1256065000.0,294148000.0,246301000.0,367220000.0
CostsAndExpenses / USD,235042000.0,541135000.0,998333000.0,799733000.0,592412000.0,1226240000.0,1908143000.0,1513128000.0,753408000.0,1476284000.0,2140116000.0,2643088000.0,654358000.0,1273195000.0,1951133000.0,2864849000.0,718556000.0,641062000.0,941949000.0
CurrentFederalTaxExpenseBenefit / USD,,,,23703000.0,,,,20162000.0,,,,64585000.0,,,,74843000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,568000.0,,,,4027000.0,,,,1914000.0,,,,1548000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,,26159000.0,,,,28276000.0,,,,76733000.0,,,,89939000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,1888000.0,,,,4087000.0,,,,10234000.0,,,,13548000.0,,,
DebtInstrumentCarryingAmount / USD,,,,,,,,,,,,,,,,3151250000.0,,,
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet / USD,,,,44630000.0,,,,34742000.0,,,,30344000.0,,,,30344000.0,,,
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,-720000.0,,,,-29235000.0,,,,-52162000.0,,,,-74588000.0,,,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,-18146000.0,,,,-4013000.0,,,,-11204000.0,,,,-20863000.0,,,
DeferredIncomeTaxExpenseBenefit / USD,,,,-18965000.0,,,,-38048000.0,,,,-65760000.0,,,,-102169000.0,,,
DeferredIncomeTaxLiabilities / USD,,,,27202000.0,,,,28104000.0,,,,16776000.0,,,,15304000.0,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,-99000.0,,,,-4800000.0,,,,-2394000.0,,,,-6718000.0,,,
DeferredTaxAssetsCapitalLossCarryforwards / USD,,,,,,,,1074000.0,,,,17125000.0,,,,17688000.0,,,
DeferredTaxAssetsInProcessResearchAndDevelopment / USD,,,,,,,,0.0,,,,78315000.0,,,,142386000.0,,,
DeferredTaxAssetsLiabilitiesNet / USD,,,,14583000.0,,,,38439000.0,,,,150247000.0,,,,226973000.0,,,
DeferredTaxAssetsNet / USD,,,,41785000.0,,,,66543000.0,,,,167023000.0,,,,242277000.0,,,
DeferredTaxAssetsOperatingLossCarryforwards / USD,,,,3787000.0,,,,12042000.0,,,,30144000.0,,,,24817000.0,,,
DeferredTaxAssetsTaxCreditCarryforwards / USD,,,,2526000.0,,,,4835000.0,,,,11474000.0,,,,22896000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost / USD,,,,1955000.0,,,,14651000.0,,,,7439000.0,,,,11169000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities / USD,,,,4757000.0,,,,6374000.0,,,,7139000.0,,,,12558000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,,531000.0,,,,18842000.0,,,,40640000.0,,,,55822000.0,,,
DeferredTaxLiabilitiesOther / USD,,,,,,,,0.0,,,,693000.0,,,,6909000.0,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,,,6857000.0,,,,5433000.0,,,,1976000.0,,,,1587000.0,,,
Depreciation / USD,,,,7900000.0,,,,14200000.0,,,,25600000.0,,,,29300000.0,,,
DepreciationDepletionAndAmortization / USD,32279000.0,83704000.0,157223000.0,92806000.0,88817000.0,195973000.0,315409000.0,254951000.0,128989000.0,281677000.0,445507000.0,431063000.0,128208000.0,248100000.0,369897000.0,547084000.0,112667000.0,221208000.0,320843000.0
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax / USD,,,,,,,,,,,,,,,,,,0.0,0.0
DisposalGroupIncludingDiscontinuedOperationAssetsNoncurrent / USD,,,,,,,,,,,,,,,,,,937249000.0,937249000.0
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss / USD,,,,,,,,,,,,,,,,-127900000.0,,,
DisposalGroupNotDiscontinuedOperationLossGainOnWriteDown / USD,,,,,,,,,,,,,,,,127892000.0,1646000.0,,
EarningsPerShareBasic / USD/shares,0.01,-0.08,-0.5,0.36,-0.05,0.01,0.01,-0.58,-0.31,-0.37,-0.3,0.1,-0.01,0.21,0.51,-0.52,0.7,1.62,2.91
EarningsPerShareDiluted / USD/shares,0.01,-0.08,-0.5,0.36,-0.05,0.01,0.01,-0.58,-0.31,-0.37,-0.3,0.09,-0.01,0.2,0.5,-0.52,0.67,1.56,2.81
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,9000.0,65000.0,,-80000.0,-352000.0,-809000.0,141000.0,-362000.0,-7246000.0,-11379000.0,-3198000.0,1137000.0,592000.0,-2223000.0,-4477000.0,-2348000.0,-3406000.0,510000.0
EffectiveIncomeTaxRateReconciliationFdiiAmount / USD,,,,,,,,,,,,10477000.0,,,,17667000.0,,,
EffectiveIncomeTaxRateReconciliationGiltiAmount / USD,,,,,,,,0.0,,,,0.0,,,,2917000.0,,,
EmployeeRelatedLiabilitiesCurrentAndNoncurrent / USD,,,,39076000.0,,,,32862000.0,,,,24302000.0,,,,48263000.0,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions / USD,,,,,,,,,,,,,,,,145600000.0,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,,,,,,,,,,,24500000.0,,,,34300000.0,,,
EntityPublicFloat / USD,,,,15450000000.0,,,,7500000000.0,,,,5900000000.0,,,,23700000000.0,,,
EquitySecuritiesFvNiCost / USD,,,,,,,,,,,,,10100000.0,10100000.0,10100000.0,,,,
EquitySecuritiesFvNiCurrentAndNoncurrent / USD,,,,,,,,,33000000.0,33000000.0,33000000.0,10100000.0,,,,68100000.0,,,
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount / USD,,,,,,,,,,,,,,,,,68100000.0,68100000.0,68100000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueImpairmentLossCumulativeAmount / USD,,,,,,,,,,,,,,,,,28000000.0,48400000.0,78000000.0
FinanceLeaseInterestExpense / USD,,,,200000.0,,,,300000.0,,,,1500000.0,,,,2802000.0,,,
FinanceLeaseInterestPaymentOnLiability / USD,,,,,,,,,,,,,,,,2802000.0,,,
FinanceLeaseLiability / USD,,,,46084000.0,,,,67040000.0,,,,163857000.0,,,,156229000.0,,,
FinanceLeaseLiabilityCurrent / USD,,,,2821000.0,,,,21999000.0,,,,22304000.0,,,,22336000.0,,,
FinanceLeaseLiabilityNoncurrent / USD,,,,2340000.0,,,,24085000.0,,,,44736000.0,,,,133893000.0,,,
FinanceLeaseLiabilityPaymentsDue / USD,,,,48821000.0,,,,72831000.0,,,,192215000.0,,,,184133000.0,,,
FinanceLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,0.0,,,,0.0,,,,54893000.0,,,,31898000.0,,,
FinanceLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,23561000.0,,,,25019000.0,,,,27511000.0,,,,30481000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFive / USD,,,,975000.0,,,,3471000.0,,,,27446000.0,,,,30402000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFour / USD,,,,2885000.0,,,,9048000.0,,,,27446000.0,,,,30445000.0,,,
FinanceLeaseLiabilityPaymentsDueYearThree / USD,,,,6237000.0,,,,15868000.0,,,,27448000.0,,,,30448000.0,,,
FinanceLeaseLiabilityPaymentsDueYearTwo / USD,,,,15163000.0,,,,19425000.0,,,,27471000.0,,,,30459000.0,,,
FinanceLeaseLiabilityUndiscountedExcessAmount / USD,,,,2737000.0,,,,5791000.0,,,,28358000.0,,,,27904000.0,,,
FinanceLeasePrincipalPayments / USD,1669000.0,4356000.0,7342000.0,5663000.0,840000.0,4621000.0,9690000.0,9708000.0,6176000.0,12326000.0,18099000.0,15271000.0,,,,24083000.0,,,
FinanceLeaseRightOfUseAssetAmortization / USD,,,,,,,,,,,,,,,,24064000.0,,,
FinanceLeaseRightOfUseAssetBeforeAccumulatedAmortization / USD,,,,,,,,,,,,,,,,216493000.0,,,
FinanceLeaseWeightedAverageDiscountRatePercent / pure,,,,0.06,,,,0.05,,,,0.05,,,,0.056,,,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive / USD,,,,88336000.0,,,,213992000.0,,,,160550000.0,,,,107838000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,339254000.0,,,,339773000.0,,,,295810000.0,,,,229932000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,,313223000.0,,,,122490000.0,,,,49450000.0,,,,48495000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,,320537000.0,,,,324718000.0,,,,216621000.0,,,,93814000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,,320537000.0,,,,338820000.0,,,,274394000.0,,,,193981000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,,329084000.0,,,,338820000.0,,,,295810000.0,,,,222617000.0,,,
FiniteLivedIntangibleAssetsNet / USD,1086332000.0,1086332000.0,1086332000.0,1086332000.0,1709347000.0,1709347000.0,1709347000.0,1709347000.0,1677660000.0,1677660000.0,1677660000.0,1677660000.0,1292635000.0,1292635000.0,1292635000.0,1292635000.0,896677000.0,472851000.0,472851000.0
ForeignCurrencyTransactionGainLossBeforeTax / USD,49000.0,-203000.0,-1304000.0,-14000.0,1305000.0,-952000.0,,,,,,,,,,164000.0,-106000.0,,
GainsLossesOnExtinguishmentOfDebt / USD,0.0,0.0,0.0,0.0,-16852000.0,-16852000.0,,0.0,,,0.0,,,,,0.0,,,
GeneralAndAdministrativeExpense / USD,10810000.0,25980000.0,41256000.0,31712000.0,42962000.0,88012000.0,122116000.0,66431000.0,55245000.0,100988000.0,144988000.0,158699000.0,44571000.0,74982000.0,116231000.0,181627000.0,42398000.0,78815000.0,115023000.0
Goodwill / USD,249773000.0,249773000.0,249773000.0,137121000.0,966427000.0,966427000.0,966427000.0,249773000.0,1823755000.0,1823755000.0,1823755000.0,966427000.0,1842850000.0,1842850000.0,1842850000.0,1823755000.0,1803426000.0,1457685000.0,1457685000.0
GoodwillForeignCurrencyTranslationGainLoss / USD,-388000.0,-9846000.0,-28259000.0,296000.0,-13971000.0,-57723000.0,-97720000.0,-45899000.0,9944000.0,6955000.0,-10188000.0,-38710000.0,-15653000.0,-20937000.0,9449000.0,19095000.0,25313000.0,81616000.0,83204000.0
GoodwillImpairmentLoss / USD,,,,,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0
ImpairmentOfLongLivedAssetsHeldForUse / USD,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
ImpairmentOfLongLivedAssetsToBeDisposedOf / USD,,,,,,,27700000.0,53000000.0,,,27700000.0,53000000.0,,,,53000000.0,,,
IncomeLossFromContinuingOperations / USD,,,,,,,,,,,,,,,,,,560339000.0,993412000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,149797000.0,,,,-118296000.0,,,,193161000.0,,,,8660000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,7528000.0,-14886000.0,-109285000.0,126234000.0,-13755000.0,623000.0,17698000.0,-135706000.0,-157982000.0,-140614000.0,-139005000.0,46311000.0,-3353000.0,92449000.0,201674000.0,-205177000.0,267945000.0,609486000.0,1077215000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,,-23563000.0,,,,-17410000.0,,,,-146850000.0,,,,-213837000.0,,,
IncomeLossFromContinuingOperationsPerBasicShare / USD/shares,,,,,,,,,,,,,,,,,,1.66,2.95
IncomeLossFromContinuingOperationsPerDilutedShare / USD/shares,,,,,,,,,,,,,,,,,,1.6,2.85
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity / USD,,,,,,,,,,,,,,,,,,-14187000.0,-12840000.0
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare / USD/shares,,,,,,,,,,,,,,,,,,-0.04,-0.04
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare / USD/shares,,,,,,,,,,,,,,,,,,-0.04,-0.04
IncomeTaxExpenseBenefit / USD,2864000.0,2161000.0,-2324000.0,7194000.0,-3180000.0,-3166000.0,13767000.0,-9772000.0,-42684000.0,-3517000.0,-25570000.0,10973000.0,1165000.0,16610000.0,17196000.0,-12230000.0,31762000.0,49147000.0,83803000.0
IncomeTaxReconciliationForeignIncomeTaxRateDifferential / USD,,,,2887000.0,,,,8710000.0,,,,10563000.0,,,,27114000.0,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,,,,26509000.0,,,,-28498000.0,,,,9725000.0,,,,-43034000.0,,,
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost / USD,,,,1671000.0,,,,10347000.0,,,,-8807000.0,,,,22064000.0,,,
IncomeTaxReconciliationOtherReconcilingItems / USD,,,,1483000.0,,,,686000.0,,,,1964000.0,,,,4127000.0,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes / USD,,,,1412000.0,,,,-1137000.0,,,,1866000.0,,,,-1356000.0,,,
IncomeTaxReconciliationTaxCreditsResearch / USD,,,,1025000.0,,,,2561000.0,,,,6193000.0,,,,11803000.0,,,
IncomeTaxesPaidNet / USD,,,,,,32737000.0,72182000.0,12666000.0,4411000.0,19529000.0,58770000.0,90616000.0,1816000.0,6808000.0,12749000.0,86264000.0,3578000.0,32764000.0,61825000.0
IncreaseDecreaseInAccountsPayableTrade / USD,5352000.0,-5713000.0,-4205000.0,13534000.0,9370000.0,33936000.0,49345000.0,49120000.0,111604000.0,13773000.0,-7881000.0,98612000.0,9722000.0,-12265000.0,7955000.0,3479000.0,18056000.0,15453000.0,55575000.0
IncreaseDecreaseInAccountsReceivable / USD,3435000.0,-7708000.0,27062000.0,33524000.0,43917000.0,69881000.0,99999000.0,113234000.0,170250000.0,163416000.0,139350000.0,201948000.0,-65614000.0,-33271000.0,146796000.0,174829000.0,84836000.0,125185000.0,237530000.0
IncreaseDecreaseInContractWithCustomerLiability / USD,346000.0,15915000.0,30780000.0,6722000.0,-994000.0,-2327000.0,-7303000.0,35488000.0,-2630000.0,-9286000.0,-11905000.0,-13907000.0,,,,-14711000.0,,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities / USD,-2942000.0,-2839000.0,-2389000.0,5661000.0,-1339000.0,6752000.0,11211000.0,2783000.0,21138000.0,7795000.0,-2645000.0,3063000.0,15080000.0,1961000.0,34588000.0,-6412000.0,-19897000.0,-40760000.0,-47414000.0
IncreaseDecreaseInOtherNoncurrentAssets / USD,-53000.0,-2598000.0,-2572000.0,1485000.0,-472000.0,-5269000.0,-7729000.0,19092000.0,-1098000.0,-3033000.0,4616000.0,45938000.0,,,,77343000.0,,,
InterestAndDebtExpense / USD,18629000.0,37438000.0,57548000.0,73955000.0,35010000.0,54040000.0,72796000.0,77873000.0,32009000.0,68514000.0,117141000.0,103170000.0,74511000.0,125498000.0,,171863000.0,,,
InterestExpenseDebt / USD,,,,,,,,,,,,,,,,172181000.0,,,
InterestExpenseDebtExcludingAmortization / USD,,,,,,,,,,,,,,,,162150000.0,,,
InterestExpenseNonoperating / USD,,,,,,,,,,,,,,,204081000.0,,74182000.0,148343000.0,223280000.0
InterestPaidNet / USD,15837000.0,30236000.0,44687000.0,62278000.0,15662000.0,31767000.0,47021000.0,59360000.0,28865000.0,61867000.0,107650000.0,76695000.0,67006000.0,118948000.0,184600000.0,165959000.0,71189000.0,144986000.0,220140000.0
LeaseCost / USD,,,,7230000.0,,,,27715000.0,,,,46221000.0,,,,50340000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,91804000.0,,,,76989000.0,,,,62347000.0,,,,51411000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,15365000.0,,,,5495000.0,,,,694000.0,,,,70000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,21683000.0,,,,17289000.0,,,,16046000.0,,,,16808000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,12310000.0,,,,11247000.0,,,,4802000.0,,,,1204000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,13648000.0,,,,12864000.0,,,,11368000.0,,,,5523000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,13655000.0,,,,14535000.0,,,,13906000.0,,,,12509000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,15143000.0,,,,15559000.0,,,,15531000.0,,,,15297000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,10914000.0,,,,8502000.0,,,,5837000.0,,,,3989000.0,,,
Liabilities / USD,2312829000.0,2312829000.0,2312829000.0,2312829000.0,4025288000.0,4025288000.0,4025288000.0,4025288000.0,3945169000.0,3945169000.0,3945169000.0,3945169000.0,4102858000.0,4102858000.0,4102858000.0,4102858000.0,4779441000.0,4779441000.0,4779441000.0
LiabilitiesAndStockholdersEquity / USD,2154593000.0,2154593000.0,2154593000.0,2154593000.0,6163579000.0,6163579000.0,6163579000.0,6163579000.0,5847846000.0,5847846000.0,5847846000.0,5847846000.0,5359187000.0,5359187000.0,5359187000.0,5359187000.0,5869259000.0,5869259000.0,5869259000.0
LiabilitiesCurrent / USD,598052000.0,598052000.0,598052000.0,598052000.0,640097000.0,640097000.0,640097000.0,640097000.0,578958000.0,578958000.0,578958000.0,578958000.0,944122000.0,944122000.0,944122000.0,944122000.0,1057472000.0,1057472000.0,1057472000.0
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,,,,,,,,,,,,,,,,,,137113000.0,137113000.0
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent / USD,,,,,,,,,,,,,,,,,,1414000.0,1414000.0
LongTermDebt / USD,,,,3227644000.0,,,,3211722000.0,,,,3120906000.0,,,,3120906000.0,,,
LongTermDebtCurrent / USD,,,,25810000.0,,,,33310000.0,,,,215000000.0,,,,215000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,,,,1428750000.0,,,,1413750000.0,,,,1417500000.0,,,,2550000000.0,,,
