fact_unit,2020-05-08,2020-07-31,2020-10-28,2021-02-05,2021-04-28,2021-07-28,2021-10-26,2022-02-04,2022-04-27,2022-07-28,2022-10-27,2023-02-03,2023-04-27,2023-07-27,2023-10-26,2024-02-02,2024-04-25,2024-07-25,2024-10-31,2025-02-04,2025-04-24,2025-07-24,2025-10-30
PaymentsOfDebtIssuanceCosts / USD,0.0,0.0,0.0,0.0,43000000.0,43000000.0,43000000.0,0.0,2000000.0,2000000.0,11000000.0,43000000.0,,,0.0,25000000.0,,,6000000.0,0.0,,,0.0
PaymentsOfDividendsCommonStock / USD,,0.0,0.0,0.0,0.0,87000000.0,173000000.0,0.0,87000000.0,189000000.0,291000000.0,260000000.0,102000000.0,224000000.0,345000000.0,393000000.0,120000000.0,261000000.0,400000000.0,465000000.0,138000000.0,295000000.0,450000000.0
PaymentsOfDividendsMinorityInterest / USD,30000000.0,55000000.0,132000000.0,173000000.0,21000000.0,43000000.0,125000000.0,163000000.0,32000000.0,55000000.0,130000000.0,149000000.0,33000000.0,41000000.0,107000000.0,155000000.0,9000000.0,15000000.0,76000000.0,118000000.0,9000000.0,11000000.0,81000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,19000000.0,32000000.0,39000000.0,50000000.0,5000000.0,16000000.0,50000000.0,47000000.0,24000000.0,51000000.0,59000000.0,53000000.0,8000000.0,28000000.0,38000000.0,80000000.0,16000000.0,20000000.0,27000000.0,46000000.0,30000000.0,40000000.0,70000000.0
PaymentsToAcquireProductiveAssets / USD,28000000.0,63000000.0,98000000.0,172000000.0,39000000.0,75000000.0,112000000.0,145000000.0,44000000.0,84000000.0,115000000.0,183000000.0,30000000.0,57000000.0,81000000.0,156000000.0,25000000.0,62000000.0,96000000.0,115000000.0,31000000.0,55000000.0,87000000.0
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent / USD,590000000.0,590000000.0,590000000.0,590000000.0,654000000.0,654000000.0,654000000.0,654000000.0,558000000.0,558000000.0,558000000.0,558000000.0,392000000.0,392000000.0,392000000.0,392000000.0,462000000.0,462000000.0,462000000.0,462000000.0,434000000.0,434000000.0,434000000.0
PensionContributions / USD,10000000.0,18000000.0,25000000.0,34000000.0,10000000.0,20000000.0,28000000.0,32000000.0,13000000.0,18000000.0,23000000.0,64000000.0,12000000.0,21000000.0,28000000.0,37000000.0,14000000.0,24000000.0,32000000.0,34000000.0,12000000.0,24000000.0,34000000.0
PreferredStockParOrStatedValuePerShare / USD/shares,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
PreferredStockSharesAuthorized / shares,,125000000.0,125000000.0,125000000.0,125000000.0,125000000.0,125000000.0,125000000.0,125000000.0,125000000.0,125000000.0,125000000.0,125000000.0,125000000.0,125000000.0,125000000.0,125000000.0,125000000.0,125000000.0,125000000.0,125000000.0,125000000.0,125000000.0
PreferredStockSharesIssued / shares,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockSharesOutstanding / shares,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,
ProceedsFromDivestitureOfBusinessesAndInterestsInAffiliates / USD,,,,,,,,,,,0.0,0.0,,,61000000.0,0.0,,,,61000000.0,,,
ProceedsFromIssuanceOfLongTermDebt / USD,0.0,0.0,0.0,0.0,6300000000.0,6300000000.0,6300000000.0,0.0,199000000.0,199000000.0,199000000.0,6300000000.0,,,0.0,2030000000.0,,,747000000.0,0.0,,,0.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,9000000.0,16000000.0,18000000.0,-23000000.0,22000000.0,22000000.0,22000000.0,-4000000.0,-10000000.0,-18000000.0,-18000000.0,-9000000.0,-14000000.0,-27000000.0,-28000000.0,-19000000.0,-5000000.0,-16000000.0,-18000000.0,-30000000.0,-19000000.0,-21000000.0,-21000000.0
ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess / USD,,,,,36000000.0,1000000.0,510000000.0,6000000.0,-244000000.0,-70000000.0,-294000000.0,647000000.0,26000000.0,57000000.0,80000000.0,-304000000.0,-32000000.0,57000000.0,-90000000.0,113000000.0,3000000.0,323000000.0,325000000.0
ProceedsFromSaleOfProductiveAssets / USD,,,,,,,,,,,,,,,,,,,,,,0.0,1000000.0
ProceedsFromStockOptionsExercised / USD,,,,25000000.0,,,,10000000.0,,,,3000000.0,,,,4000000.0,,,,5000000.0,,,
ProductWarrantyAccrual / USD,47000000.0,47000000.0,47000000.0,47000000.0,27000000.0,27000000.0,27000000.0,27000000.0,25000000.0,25000000.0,25000000.0,25000000.0,20000000.0,20000000.0,20000000.0,20000000.0,12000000.0,12000000.0,12000000.0,12000000.0,16000000.0,16000000.0,16000000.0
ProfitLoss / USD,300000000.0,652000000.0,1013000000.0,1210000000.0,202000000.0,467000000.0,777000000.0,1267000000.0,352000000.0,731000000.0,1110000000.0,1056000000.0,353000000.0,701000000.0,1051000000.0,1420000000.0,352000000.0,759000000.0,1154000000.0,1369000000.0,374000000.0,824000000.0,1381000000.0
PropertyPlantAndEquipmentGross / USD,1803000000.0,1803000000.0,,1803000000.0,,,,1971000000.0,,,,1930000000.0,,,,1870000000.0,,,,1959000000.0,,,
PropertyPlantAndEquipmentNet / USD,721000000.0,721000000.0,721000000.0,678000000.0,774000000.0,774000000.0,774000000.0,721000000.0,774000000.0,774000000.0,774000000.0,774000000.0,719000000.0,719000000.0,719000000.0,774000000.0,727000000.0,727000000.0,727000000.0,719000000.0,701000000.0,701000000.0,701000000.0
ProvisionForDoubtfulAccounts / USD,,,,,,13000000.0,28000000.0,,16000000.0,15000000.0,27000000.0,,7000000.0,4000000.0,4000000.0,,6000000.0,18000000.0,21000000.0,,,,
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodBeforeTax / USD,,-5000000.0,-7000000.0,-11000000.0,-4000000.0,-7000000.0,-11000000.0,,-10000000.0,-13000000.0,-17000000.0,,1000000.0,-2000000.0,-83000000.0,,1000000.0,-8000000.0,-9000000.0,,-1000000.0,,
ReclassificationFromAociCurrentPeriodTax / USD,4000000.0,4000000.0,3000000.0,4000000.0,3000000.0,2000000.0,3000000.0,,1000000.0,2000000.0,3000000.0,,1000000.0,1000000.0,2000000.0,,0.0,2000000.0,2000000.0,,0.0,,
RedeemableNoncontrollingInterestEquityCarryingAmount / USD,,109000000.0,109000000.0,131000000.0,95000000.0,95000000.0,95000000.0,203000000.0,194000000.0,194000000.0,194000000.0,198000000.0,160000000.0,160000000.0,160000000.0,194000000.0,135000000.0,135000000.0,135000000.0,160000000.0,135000000.0,135000000.0,135000000.0
RepaymentsOfLongTermDebt / USD,,,0.0,0.0,,,750000000.0,0.0,0.0,0.0,0.0,1000000000.0,500000000.0,500000000.0,500000000.0,0.0,,,,500000000.0,,0.0,0.0
ResearchAndDevelopmentExpense / USD,39000000.0,79000000.0,118000000.0,181000000.0,38000000.0,75000000.0,112000000.0,163000000.0,35000000.0,74000000.0,113000000.0,152000000.0,37000000.0,75000000.0,112000000.0,159000000.0,35000000.0,71000000.0,107000000.0,150000000.0,36000000.0,75000000.0,115000000.0
RestrictedCash / USD,13000000.0,14000000.0,16000000.0,17000000.0,13000000.0,15000000.0,19000000.0,13000000.0,20000000.0,21000000.0,20000000.0,19000000.0,1843000000.0,13000000.0,8000000.0,1912000000.0,4000000.0,8000000.0,5000000.0,6000000.0,3000000.0,9000000.0,5000000.0
RestructuringCharges / USD,25000000.0,40000000.0,44000000.0,69000000.0,6000000.0,26000000.0,46000000.0,54000000.0,15000000.0,26000000.0,35000000.0,77000000.0,14000000.0,39000000.0,45000000.0,56000000.0,5000000.0,15000000.0,36000000.0,60000000.0,20000000.0,31000000.0,40000000.0
RestructuringReserve / USD,,,,,,,,,,,,,,,,47000000.0,48000000.0,48000000.0,48000000.0,41000000.0,37000000.0,37000000.0,37000000.0
RestructuringReserveTranslationAndOtherAdjustment / USD,,,,,,,,,,,,,,,,-66000000.0,-28000000.0,-42000000.0,-55000000.0,-60000000.0,-25000000.0,-52000000.0,-67000000.0
RetainedEarningsAccumulatedDeficit / USD,,0.0,0.0,0.0,-3076000000.0,-3076000000.0,-3076000000.0,-3106000000.0,-2256000000.0,-2256000000.0,-2256000000.0,-2256000000.0,-2865000000.0,-2865000000.0,-2865000000.0,-2865000000.0,-2005000000.0,-2005000000.0,-2005000000.0,-2005000000.0,-978000000.0,-978000000.0,-978000000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,6452000000.0,9765000000.0,12915000000.0,2966000000.0,5995000000.0,9263000000.0,13118000000.0,3408000000.0,7109000000.0,10729000000.0,12756000000.0,3414000000.0,6902000000.0,10246000000.0,14298000000.0,3346000000.0,7066000000.0,10589000000.0,13685000000.0,3437000000.0,7038000000.0,10586000000.0
RevenueRemainingPerformanceObligation / USD,16400000000.0,16400000000.0,16400000000.0,16400000000.0,17300000000.0,17500000000.0,17300000000.0,17100000000.0,17500000000.0,17700000000.0,16600000000.0,17200000000.0,17900000000.0,18300000000.0,17800000000.0,18000000000.0,18300000000.0,18200000000.0,18600000000.0,17600000000.0,18600000000.0,19300000000.0,19000000000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,157000000.0,,,,157000000.0,,,,126000000.0,,,,135000000.0,,,,145000000.0,,,
SelfInsuranceReserveNoncurrent / USD,,,,,,,,,,,,,,,,150000000.0,,,,139000000.0,,,
SellingGeneralAndAdministrativeExpense / USD,441000000.0,885000000.0,1329000000.0,1735000000.0,465000000.0,906000000.0,1387000000.0,1810000000.0,482000000.0,966000000.0,1445000000.0,1924000000.0,459000000.0,898000000.0,1315000000.0,1948000000.0,455000000.0,934000000.0,1386000000.0,1763000000.0,462000000.0,911000000.0,1366000000.0
ShareBasedCompensation / USD,7000000.0,16000000.0,29000000.0,38000000.0,11000000.0,27000000.0,44000000.0,37000000.0,14000000.0,31000000.0,48000000.0,63000000.0,13000000.0,28000000.0,41000000.0,65000000.0,15000000.0,34000000.0,49000000.0,67000000.0,16000000.0,36000000.0,52000000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue / USD/shares,,,,,,,,109.17,,,,54.29,,,,68.22,,,,81.67,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodIntrinsicValue / USD/shares,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate / pure,,,,0.022,,,,0.024,,,,0.018,,,,0.013,,,,0.012,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageVolatilityRate / pure,,,,0.18,,,,0.195,,,,0.255,,,,0.269,,,,0.268,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized / shares,,45000000.0,45000000.0,45000000.0,,,,45000000.0,,,,45000000.0,,,,45000000.0,,,,45000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant / shares,,28000000.0,28000000.0,28000000.0,26000000.0,26000000.0,26000000.0,26000000.0,24000000.0,24000000.0,24000000.0,24000000.0,23000000.0,23000000.0,23000000.0,22000000.0,20000000.0,20000000.0,19000000.0,19000000.0,18000000.0,18000000.0,18000000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod / shares,,0.0,0.0,9000.0,,,,1000.0,,,,0.0,,,,1000.0,,,,0.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice / USD/shares,,0.0,0.0,41.42,,,,80.97,,,,80.97,,,,50.4,,,,0.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross / shares,,0.0,0.0,0.0,,,,19000.0,,,,7000.0,,,,5000.0,,,,5000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue / USD/shares,,,,,,,,20.92,,,,10.38,,,,14.83,,,,20.14,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber / shares,,0.0,0.0,0.0,,,,454000.0,,,,376000.0,,,,290000.0,,,,188000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice / USD/shares,,0.0,0.0,0.0,,,,55.31,,,,58.31,,,,61.1,,,,62.94,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue / USD,,45000000.0,76000000.0,107000000.0,,,,202000000.0,,,,132000000.0,,,,163000000.0,,,,123000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber / shares,,8564000.0,8389000.0,7964000.0,,,,6846000.0,,,,7656000.0,,,,6761000.0,,,,4968000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice / USD/shares,,53.27,53.56,54.16,,,,57.62,,,,61.16,,,,65.37,,,,67.87,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue / USD,,46000000.0,78000000.0,115000000.0,,,,271000000.0,,,,141000000.0,,,,174000000.0,,,,128000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber / shares,,13231000.0,13026000.0,12506000.0,,,,11027000.0,,,,10098000.0,,,,7903000.0,,,,6043000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice / USD/shares,,59.57,59.83,60.3,,,,62.53,,,,65.03,,,,67.39,,,,71.43,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice / USD/shares,,0.0,45.88,45.39,,,,46.41,,,,51.53,,,,58.81,,,,55.49,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice / USD/shares,,0.0,0.0,0.0,,,,71.93,,,,81.85,,,,83.63,,,,91.94,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueVested / USD,,102000000.0,113000000.0,111000000.0,,,,167000000.0,,,,142000000.0,,,,148000000.0,,,,169000000.0,,,
ShortTermBorrowings / USD,34000000.0,34000000.0,34000000.0,34000000.0,701000000.0,701000000.0,701000000.0,701000000.0,24000000.0,24000000.0,24000000.0,24000000.0,139000000.0,139000000.0,139000000.0,139000000.0,32000000.0,32000000.0,32000000.0,32000000.0,51000000.0,51000000.0,51000000.0
ShortTermDebtWeightedAverageInterestRate / pure,,,,-0.002,,,,0.002,,,,-0.002,,,,0.047,,,,0.0,0.0,0.0,0.0
ShortTermDebtWeightedAverageInterestRateOverTime / pure,,,,-0.002,,,,-0.002,,,,0.0,,,,-0.003,,,,0.023,0.055,0.055,0.055
StockIssuedDuringPeriodSharesStockOptionsExercised / shares,,0.0,10000.0,57000.0,,,,96000.0,,,,93000.0,,,,106000.0,,,,69000.0,,,
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan / USD,,,,,,,,55000000.0,,,,55000000.0,,,,60000000.0,,,,59000000.0,,,
StockIssuedDuringPeriodValueShareBasedCompensation / USD,,,,,9000000.0,15000000.0,32000000.0,,9000000.0,26000000.0,43000000.0,,5000000.0,18000000.0,31000000.0,,10000000.0,20000000.0,35000000.0,,,,
StockRepurchaseProgramAuthorizedAmount1 / USD,,,,,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1 / USD,,,,,,,,,275000000.0,275000000.0,275000000.0,,1800000000.0,1700000000.0,1400000000.0,1200000000.0,900000000.0,600000000.0,400000000.0,200000000.0,200000000.0,200000000.0,200000000.0
StockRepurchasedDuringPeriodShares / shares,,,,,4700000.0,7300000.0,9700000.0,9700000.0,4700000.0,7300000.0,9700000.0,9700000.0,2600000.0,,,9700000.0,,,,11100000.0,3400000.0,6500000.0,8600000.0
StockRepurchasedDuringPeriodValue / USD,,,,,300000000.0,506000000.0,725000000.0,725000000.0,300000000.0,506000000.0,725000000.0,725000000.0,200000000.0,400000000.0,700000000.0,725000000.0,175000000.0,352000000.0,580000000.0,850000000.0,300000000.0,600000000.0,800000000.0
StockholdersEquity / USD,,1700000000.0,1700000000.0,1700000000.0,-3832000000.0,-3832000000.0,-3832000000.0,-3862000000.0,-3625000000.0,-3625000000.0,-3625000000.0,-3625000000.0,-4870000000.0,-4870000000.0,-4870000000.0,-4870000000.0,-4924000000.0,-4924000000.0,-4924000000.0,-4924000000.0,-4848000000.0,-4848000000.0,-4848000000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,2106000000.0,2106000000.0,2106000000.0,2532000000.0,2231000000.0,2231000000.0,2231000000.0,2012000000.0,-3395000000.0,-3395000000.0,-3395000000.0,2128000000.0,-3144000000.0,-3144000000.0,-3144000000.0,-3395000000.0,-4799000000.0,-4799000000.0,-4799000000.0,-3144000000.0,-4855000000.0,-4855000000.0,-4855000000.0
SupplierFinanceProgramObligation / USD,,,,,,,,,,,,,,,,564000000.0,,,627000000.0,627000000.0,714000000.0,714000000.0,714000000.0
SupplierFinanceProgramObligationDecreaseSettlement / USD,,,,,,,,,,,,,,,,,,,,2013000000.0,,,
SupplierFinanceProgramObligationIncrease / USD,,,,,,,,,,,,,,,,,,,,2118000000.0,,,
TaxCreditCarryforwardAmount / USD,,,,38000000.0,,,,46000000.0,,,,56000000.0,,,,58000000.0,,,,54000000.0,,,
TemporaryEquityDividendsAdjustment / USD,,,,,,1000000.0,1000000.0,17000000.0,10000000.0,11000000.0,11000000.0,9000000.0,10000000.0,11000000.0,11000000.0,11000000.0,8000000.0,9000000.0,9000000.0,14000000.0,8000000.0,9000000.0,9000000.0
TemporaryEquityNetIncome / USD,-3000000.0,,,,,,,4000000.0,3000000.0,5000000.0,7000000.0,12000000.0,9000000.0,11000000.0,13000000.0,11000000.0,3000000.0,5000000.0,7000000.0,15000000.0,3000000.0,5000000.0,5000000.0
TreasuryStockCommonShares / shares,,,,,0.0,7300000.0,9700000.0,9700000.0,9700000.0,9700000.0,9700000.0,9700000.0,20800000.0,20800000.0,20800000.0,20800000.0,30400000.0,30400000.0,30400000.0,30400000.0,41000000.0,41000000.0,41000000.0
TreasuryStockValue / USD,,,,,0.0,0.0,0.0,0.0,725000000.0,725000000.0,725000000.0,725000000.0,1575000000.0,1575000000.0,1575000000.0,1575000000.0,2382000000.0,2382000000.0,2382000000.0,2382000000.0,3390000000.0,3390000000.0,3390000000.0
TreasuryStockValueAcquiredCostMethod / USD,298000000.0,,,,,,,,,,,,,,,725000000.0,,,,850000000.0,302000000.0,605000000.0,807000000.0
UnamortizedDebtIssuanceExpense / USD,,46000000.0,45000000.0,43000000.0,43000000.0,43000000.0,43000000.0,43000000.0,51000000.0,51000000.0,51000000.0,51000000.0,42000000.0,42000000.0,42000000.0,42000000.0,42000000.0,42000000.0,42000000.0,42000000.0,45000000.0,45000000.0,45000000.0
UnbilledContractsReceivable / USD,,,,108000000.0,,,,104000000.0,,,,109000000.0,,,,103000000.0,,,,119000000.0,,,
UnbilledReceivablesCurrent / USD,108000000.0,108000000.0,108000000.0,108000000.0,104000000.0,104000000.0,104000000.0,104000000.0,109000000.0,109000000.0,109000000.0,109000000.0,103000000.0,103000000.0,103000000.0,103000000.0,119000000.0,119000000.0,119000000.0,119000000.0,,,
UndistributedEarningsOfForeignSubsidiaries / USD,,,,3500000000.0,,,,5100000000.0,,,,5500000000.0,,,,6100000000.0,,,,7200000000.0,,,
UnrecognizedTaxBenefits / USD,,,,392000000.0,,,,380000000.0,,,,379000000.0,,,,397000000.0,,,,392000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,,16000000.0,,,,15000000.0,,,,31000000.0,,,,22000000.0,,,,32000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,,,0.0,,,,19000000.0,,,,8000000.0,,,,7000000.0,,,,2000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,,3000000.0,,,,18000000.0,,,,16000000.0,,,,23000000.0,,,,25000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,1000000.0,,,,15000000.0,,,,41000000.0,,,,1000000.0,,,,3000000.0,,,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued / USD,,,,136000000.0,,,,141000000.0,,,,153000000.0,,,,152000000.0,,,,143000000.0,,,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesExpense / USD,,,,10000000.0,,,,8000000.0,,,,10000000.0,,,,2000000.0,,,,2000000.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,,,,397000000.0,,,,392000000.0,,,,386000000.0,,,,394000000.0,,,,149000000.0,,,
WeightedAverageNumberOfDilutedSharesOutstanding / shares,,433100000.0,433100000.0,433100000.0,433100000.0,433600000.0,434100000.0,433100000.0,433700000.0,432700000.0,432000000.0,434600000.0,427700000.0,425900000.0,424300000.0,431400000.0,417800000.0,416900000.0,415800000.0,423000000.0,408100000.0,406800000.0,405400000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,433100000.0,433100000.0,433100000.0,433100000.0,433100000.0,433100000.0,433100000.0,433100000.0,431600000.0,429800000.0,428500000.0,433200000.0,424200000.0,422800000.0,421300000.0,427700000.0,414300000.0,413500000.0,412600000.0,420000000.0,405200000.0,404000000.0,402700000.0
WorkersCompensationLiabilityNoncurrent / USD,,,,97000000.0,,,,113000000.0,,,,105000000.0,,,,91000000.0,,,,95000000.0,,,
