fact_unit,2017-08-04,2017-10-27,2018-02-16,2018-04-27,2018-08-03,2018-10-29,2019-02-27,2019-04-30,2019-08-02,2019-10-30,2020-02-26,2020-05-15,2020-06-05,2020-08-04,2020-11-03,2021-02-26,2021-04-30,2021-07-30,2021-11-05,2022-02-25,2022-05-06,2022-08-05,2022-11-04,2023-02-21,2023-05-05,2023-08-04,2023-11-03,2024-02-23,2024-05-03,2024-08-02,2024-11-01,2025-02-19,2025-05-02,2025-07-31,2025-10-31
AmortizationOfIntangibleAssets / USD,60100000.0,90800000.0,115400000.0,27600000.0,58100000.0,87600000.0,124200000.0,30900000.0,62400000.0,93400000.0,118900000.0,31400000.0,118900000.0,62300000.0,92600000.0,125800000.0,49300000.0,143100000.0,240100000.0,105300000.0,84200000.0,164500000.0,244800000.0,335100000.0,86200000.0,169800000.0,263600000.0,332900000.0,92400000.0,182100000.0,274300000.0,347600000.0,91600000.0,182800000.0,277800000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,,,700000.0,800000.0,800000.0,700000.0,2500000.0,700000.0,1800000.0,1800000.0,800000.0,3800000.0,3900000.0,7800000.0,1800000.0,900000.0,700000.0,700000.0,4400000.0,1600000.0,1800000.0,2100000.0,700000.0,2000000.0,1600000.0,1400000.0,1800000.0,400000.0,400000.0,500000.0
Assets / USD,4316000000.0,4316000000.0,4462000000.0,4621200000.0,4621200000.0,4621200000.0,4316000000.0,4487100000.0,4487100000.0,4487100000.0,4621200000.0,4628400000.0,4621200000.0,4628400000.0,4628400000.0,4487100000.0,16058600000.0,16058600000.0,16058600000.0,16058600000.0,15154500000.0,15154500000.0,15154500000.0,15154500000.0,14765900000.0,14765900000.0,14765900000.0,14765900000.0,15563500000.0,15563500000.0,15563500000.0,15563500000.0,18009800000.0,18009800000.0,18009800000.0
AssetsCurrent / USD,1188500000.0,1188500000.0,1188500000.0,1463600000.0,1463600000.0,1463600000.0,1463600000.0,1331200000.0,1331200000.0,1331200000.0,1331200000.0,1543900000.0,1331200000.0,1543900000.0,1543900000.0,1543900000.0,3862100000.0,3862100000.0,3862100000.0,3862100000.0,4114900000.0,4114900000.0,4114900000.0,4114900000.0,3967300000.0,3967300000.0,3967300000.0,3967300000.0,4050400000.0,4050400000.0,4050400000.0,4050400000.0,4163500000.0,4163500000.0,4163500000.0
BuildingsAndImprovementsGross / USD,,,122700000.0,,,,137400000.0,,,,140800000.0,,140800000.0,,,154600000.0,,,,278300000.0,,,,300300000.0,,,,298200000.0,,,,337100000.0,,,
BusinessCombinationContingentConsiderationLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,15200000.0,19600000.0,20500000.0,600000.0,600000.0,10300000.0,60300000.0,500000.0,,,1600000.0,1600000.0
BusinessCombinationContingentConsiderationLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,28700000.0,28800000.0,42000000.0,41700000.0,41600000.0,38100000.0,38400000.0,34500000.0,,,38200000.0,32300000.0
CashAndCashEquivalentsAtCarryingValue / USD,228300000.0,228300000.0,184200000.0,255800000.0,255800000.0,255800000.0,228300000.0,393300000.0,221200000.0,221200000.0,221200000.0,505500000.0,221200000.0,505500000.0,505500000.0,505500000.0,1750900000.0,1750900000.0,1750900000.0,1750900000.0,2109600000.0,2109600000.0,2109600000.0,2109600000.0,1613000000.0,1613000000.0,1613000000.0,1613000000.0,1595500000.0,1595500000.0,1595500000.0,1595500000.0,1541200000.0,1541200000.0,1541200000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,393300000.0,393300000.0,255800000.0,221200000.0,255800000.0,221200000.0,221200000.0,393300000.0,505500000.0,505500000.0,505500000.0,221200000.0,1750900000.0,1750900000.0,1750900000.0,505500000.0,2109600000.0,2109600000.0,2109600000.0,1750900000.0,1613000000.0,1613000000.0,1613000000.0,2109600000.0,1595500000.0,1595500000.0,1595500000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,-55500000.0,-124300000.0,137500000.0,42500000.0,137500000.0,96300000.0,185200000.0,-172100000.0,50200000.0,668100000.0,807800000.0,284300000.0,-111300000.0,1919000000.0,282100000.0,1245400000.0,-119400000.0,-800400000.0,-650100000.0,358700000.0,-493700000.0,-434900000.0,-415500000.0,-496600000.0,-143200000.0,-533000000.0,-218600000.0
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,-700000.0,-2700000.0,-4300000.0,-4800000.0,-1000000.0,1903800000.0,1902500000.0,-6600000.0,,,4400000.0,1943700000.0,,,,4400000.0,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,30400000.0,119500000.0,112300000.0,119800000.0,34800000.0,29500000.0,-600000.0,260800000.0,-4100000.0,-5100000.0,-5000000.0,-12300000.0,,,,-5100000.0,,,
CommitmentsAndContingencies / USD,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0
CommonStockSharesIssued / shares,150552360.0,150552360.0,150552360.0,198377237.0,198377237.0,198377237.0,198377237.0,201051291.0,201051291.0,201051291.0,201051291.0,206767529.0,201051291.0,206767529.0,206767529.0,206767529.0,420123978.0,420123978.0,420123978.0,420123978.0,423785571.0,423785571.0,423785571.0,423785571.0,426327805.0,426327805.0,426327805.0,426327805.0,428589061.0,428589061.0,428589061.0,428589061.0,430745964.0,430745964.0,430745964.0
CommonStockSharesOutstanding / shares,,,148654906.0,,,,196217971.0,,,,198169855.0,,198169855.0,,,205065744.0,,,,418627809.0,,,,407785207.0,,,,405117710.0,,,,403347394.0,,,
CommonStockValue / USD,1500000.0,1500000.0,1500000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2100000.0,2000000.0,2100000.0,2100000.0,2100000.0,4200000.0,4200000.0,4200000.0,4200000.0,4300000.0,4300000.0,4300000.0,4300000.0,4300000.0,4300000.0,4300000.0,4300000.0,4300000.0,4300000.0,4300000.0,4300000.0,4300000.0,4300000.0,4300000.0
ComprehensiveIncomeNetOfTax / USD,-23900000.0,-31600000.0,-481500000.0,17900000.0,-92600000.0,-34500000.0,-113400000.0,,,,161000000.0,49100000.0,161000000.0,88400000.0,86100000.0,221900000.0,-124900000.0,-251600000.0,-76300000.0,158300000.0,-189000000.0,95300000.0,175500000.0,236900000.0,73800000.0,-7200000.0,-45100000.0,508200000.0,186400000.0,329100000.0,459000000.0,394600000.0,127200000.0,274700000.0,634300000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,-100000.0,0.0,-2800000.0,100000.0,100000.0,100000.0,6700000.0,,,,100000.0,0.0,100000.0,0.0,0.0,0.0,-4000000.0,-3400000.0,-200000.0,0.0,-800000.0,-1300000.0,-300000.0,-500000.0,1400000.0,-2600000.0,-3600000.0,200000.0,3000000.0,4200000.0,6300000.0,-3400000.0,1500000.0,3100000.0,5600000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,-24000000.0,-31600000.0,-484300000.0,18000000.0,-92500000.0,-34400000.0,-106700000.0,88600000.0,88800000.0,148000000.0,161100000.0,49100000.0,161100000.0,88400000.0,86100000.0,221900000.0,-128900000.0,-255000000.0,-76500000.0,158300000.0,-189800000.0,94000000.0,175200000.0,236400000.0,75200000.0,-9800000.0,-48700000.0,508400000.0,189400000.0,333300000.0,465300000.0,391200000.0,128700000.0,277800000.0,639900000.0
ConstructionInProgressGross / USD,,,50800000.0,,,,23000000.0,,,,34200000.0,,34200000.0,,,32200000.0,,,,29100000.0,,,,39500000.0,,,,59300000.0,,,,80600000.0,,,
ContractWithCustomerAssetNet / USD,,,,0.0,0.0,0.0,0.0,19600000.0,19600000.0,19600000.0,19600000.0,29000000.0,19600000.0,29000000.0,29000000.0,29000000.0,60500000.0,60400000.0,60400000.0,60400000.0,60800000.0,60800000.0,60800000.0,60800000.0,70600000.0,70600000.0,70600000.0,70600000.0,85600000.0,85600000.0,85600000.0,85600000.0,111200000.0,111200000.0,111200000.0
ContractWithCustomerLiability / USD,,,,42700000.0,42700000.0,42700000.0,42700000.0,69600000.0,69600000.0,69600000.0,69600000.0,51700000.0,69600000.0,51700000.0,51700000.0,51700000.0,175700000.0,166200000.0,166200000.0,166200000.0,243500000.0,,,243500000.0,,,,306700000.0,,,,332200000.0,,,
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,51700000.0,,51700000.0,51700000.0,51700000.0,172000000.0,164600000.0,164600000.0,164600000.0,242100000.0,242100000.0,242100000.0,242100000.0,305600000.0,305600000.0,305600000.0,305600000.0,331200000.0,331200000.0,331200000.0,331200000.0,318600000.0,318600000.0,318600000.0
ContractWithCustomerLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,1400000.0,1400000.0,1400000.0,1100000.0,1100000.0,1100000.0,1100000.0,1000000.0,1000000.0,1000000.0,1000000.0,900000.0,900000.0,900000.0
CostOfGoodsAndServicesSoldDepreciation / USD,,,,,21300000.0,33200000.0,41100000.0,11400000.0,22800000.0,33900000.0,46600000.0,11800000.0,46600000.0,22800000.0,33300000.0,54600000.0,13900000.0,35700000.0,56000000.0,41200000.0,21300000.0,43300000.0,65500000.0,77400000.0,22300000.0,43200000.0,64400000.0,89200000.0,21600000.0,43700000.0,67200000.0,85200000.0,25600000.0,51300000.0,80600000.0
CostOfRevenue / USD,568700000.0,867100000.0,1347800000.0,307100000.0,670300000.0,1066000000.0,1222700000.0,387700000.0,806600000.0,1233600000.0,1477500000.0,389800000.0,1477500000.0,784500000.0,1159700000.0,1677300000.0,485800000.0,1130300000.0,1812800000.0,1239200000.0,677400000.0,1443800000.0,2254500000.0,2568300000.0,810900000.0,1681000000.0,2621400000.0,3163900000.0,965100000.0,1954100000.0,2953700000.0,3590700000.0,923800000.0,1935800000.0,2981800000.0
CurrentFederalTaxExpenseBenefit / USD,,,0.0,,,,-6600000.0,,,,64000000.0,,64000000.0,,,25600000.0,,,,-14600000.0,,,,6600000.0,,,,-33100000.0,,,,66500000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,46700000.0,,,,57800000.0,,,,49800000.0,,49800000.0,,,47800000.0,,,,45200000.0,,,,79600000.0,,,,109100000.0,,,,147400000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,1600000.0,,,,1300000.0,,,,3000000.0,,3000000.0,,,1500000.0,,,,2900000.0,,,,6700000.0,,,,5800000.0,,,,21500000.0,,,
DebtCurrent / USD,,,,,,,,,,,,,,,,,,,,,38800000.0,38800000.0,38800000.0,38800000.0,36500000.0,36500000.0,36500000.0,36500000.0,30600000.0,30600000.0,30600000.0,30600000.0,3100000.0,3100000.0,3100000.0
DebtInstrumentFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,2700000000.0,2800000000.0,2800000000.0,4900000000.0,5100000000.0,2800000000.0,4900000000.0,4900000000.0,4900000000.0
DebtInstrumentUnamortizedDiscount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,2100000.0,2100000.0,9900000.0,9900000.0,9900000.0,9900000.0,11000000.0,11000000.0,11000000.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,,-31500000.0,,,,-61400000.0,,,,-217500000.0,,-217500000.0,,,14400000.0,,,,-13200000.0,,,,-33400000.0,,,,-19500000.0,,,,-37300000.0,,,
DeferredFinanceCostsNet / USD,58900000.0,58900000.0,58900000.0,4900000.0,4900000.0,4900000.0,4900000.0,3300000.0,3300000.0,3300000.0,3300000.0,8100000.0,3300000.0,8100000.0,8100000.0,8100000.0,41400000.0,41400000.0,41400000.0,41400000.0,29500000.0,29500000.0,29500000.0,29500000.0,21800000.0,21800000.0,21800000.0,21800000.0,23400000.0,23400000.0,23400000.0,23400000.0,47000000.0,47000000.0,47000000.0
DeferredForeignIncomeTaxExpenseBenefit / USD,,,-22200000.0,,,,-19600000.0,,,,-30500000.0,,-30500000.0,,,-8500000.0,,,,-7900000.0,,,,-45200000.0,,,,-83200000.0,,,,-43000000.0,,,
DeferredIncomeTaxAssetsNet / USD,,,,,,,,,,,1300000.0,3000000.0,1300000.0,3000000.0,3000000.0,3000000.0,16100000.0,15600000.0,15600000.0,15600000.0,28000000.0,28000000.0,28000000.0,28000000.0,22300000.0,22300000.0,22300000.0,22300000.0,31500000.0,31500000.0,31500000.0,31500000.0,26100000.0,26100000.0,26100000.0
DeferredIncomeTaxExpenseBenefit / USD,-12000000.0,-45800000.0,-63500000.0,-6200000.0,-60100000.0,-68100000.0,-84400000.0,2800000.0,9200000.0,27500000.0,-249000000.0,-5100000.0,-249000000.0,6500000.0,,4000000.0,-1100000.0,25100000.0,,-21300000.0,,,,-83100000.0,,,,-103600000.0,,,,-85800000.0,,,
DeferredIncomeTaxLiabilities / USD,,,615500000.0,,,,358300000.0,,,,341800000.0,,341800000.0,,,319400000.0,,,,908000000.0,,,,887800000.0,,,,790100000.0,,,,769300000.0,,,
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,,,,265500000.0,251000000.0,265500000.0,251000000.0,251000000.0,251000000.0,873500000.0,702400000.0,702400000.0,702400000.0,708600000.0,708600000.0,708600000.0,708600000.0,610600000.0,610600000.0,610600000.0,610600000.0,612600000.0,612600000.0,612600000.0,612600000.0,757600000.0,757600000.0,757600000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,-9300000.0,,,,-3400000.0,,,,0.0,,0.0,,,-700000.0,,,,500000.0,,,,-2900000.0,,,,-900000.0,,,,-5500000.0,,,
DeferredTaxAssetsGross / USD,,,162900000.0,,,,169700000.0,,,,150100000.0,,150100000.0,,,139200000.0,,,,361900000.0,,,,313800000.0,,,,309100000.0,,,,303900000.0,,,
DeferredTaxAssetsInventory / USD,,,,,,,,,,,,,,,,4200000.0,,,,10400000.0,,,,12000000.0,,,,4900000.0,,,,5900000.0,,,
DeferredTaxAssetsOperatingLossCarryforwards / USD,,,58000000.0,,,,41800000.0,,,,22700000.0,,22700000.0,,,28400000.0,,,,101700000.0,,,,95900000.0,,,,107200000.0,,,,81300000.0,,,
DeferredTaxAssetsOther / USD,,,33100000.0,,,,19400000.0,,,,3900000.0,,3900000.0,,,1000000.0,,,,10700000.0,,,,30900000.0,,,,31800000.0,,,,32200000.0,,,
DeferredTaxAssetsOtherComprehensiveLoss / USD,,,,,,,,,,,1800000.0,,1800000.0,,,0.0,,,,18000000.0,,,,10200000.0,,,,100000.0,,,,13400000.0,,,
DeferredTaxAssetsTaxCreditCarryforwardsForeign / USD,,,11600000.0,,,,29800000.0,,,,53300000.0,,53300000.0,,,52200000.0,,,,74600000.0,,,,43800000.0,,,,53800000.0,,,,57900000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions / USD,,,20900000.0,,,,15600000.0,,,,17400000.0,,17400000.0,,,19300000.0,,,,62600000.0,,,,41700000.0,,,,25400000.0,,,,25300000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals / USD,,,38200000.0,,,,62400000.0,,,,51000000.0,,51000000.0,,,30800000.0,,,,72900000.0,,,,69300000.0,,,,78500000.0,,,,80100000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts / USD,,,,,,,,,,,,,,,,3300000.0,,,,11000000.0,,,,10000000.0,,,,7400000.0,,,,7800000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,33600000.0,,,,47900000.0,,,,72500000.0,,72500000.0,,,67900000.0,,,,140600000.0,,,,106400000.0,,,,107300000.0,,,,115700000.0,,,
DeferredTaxLiabilities / USD,,,486200000.0,,,,236500000.0,,,,264200000.0,,264200000.0,,,248100000.0,,,,686700000.0,,,,680400000.0,,,,588300000.0,,,,581100000.0,,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts / USD,,,17000000.0,,,,9300000.0,,,,9300000.0,,9300000.0,,,9300000.0,,,,16200000.0,,,,16200000.0,,,,21800000.0,,,,20200000.0,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets / USD,,,444300000.0,,,,322200000.0,,,,304800000.0,,304800000.0,,,280900000.0,,,,809900000.0,,,,742100000.0,,,,663600000.0,,,,635400000.0,,,
DeferredTaxLiabilitiesInvestments / USD,,,,,,,,,,,,,,,,,,,,0.0,,,,37400000.0,,,,36300000.0,,,,35700000.0,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,,28600000.0,,,,21000000.0,,,,19200000.0,,19200000.0,,,15500000.0,,,,49400000.0,,,,40900000.0,,,,36000000.0,,,,42500000.0,,,
DeferredTaxLiabilitiesUndistributedForeignEarnings / USD,,,94100000.0,,,,94100000.0,,,,5600000.0,,5600000.0,,,7800000.0,,,,32500000.0,,,,49600000.0,,,,32400000.0,,,,35500000.0,,,
DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent / USD,,,0.0,,,,4600000.0,,,,1400000.0,,1400000.0,,,2300000.0,,,,2300000.0,,,,10400000.0,,,,17800000.0,,,,18800000.0,,,
DefinedBenefitPlanFairValueOfPlanAssets / USD,,,262200000.0,,,,301800000.0,,,,269900000.0,,269900000.0,,,310200000.0,,,,679800000.0,,,,682400000.0,,,,460000000.0,,,,443500000.0,,,
DefinedContributionPlanCostRecognized / USD,,,17200000.0,,,,12800000.0,,,,13700000.0,,13700000.0,,,15900000.0,,,,19500000.0,,,,35900000.0,,,,40600000.0,,,,46600000.0,,,
DepreciationDepletionAndAmortization / USD,,,163000000.0,,,,172700000.0,,,,173800000.0,,173800000.0,,,,,,,146500000.0,,,,412500000.0,,,,422100000.0,,,,432800000.0,117200000.0,234100000.0,358400000.0
DividendsCommonStock / USD,,,,,,,,,,,,,,,,,,,,8200000.0,8200000.0,0.0,24300000.0,8200000.0,8200000.0,16200000.0,24300000.0,8200000.0,8100000.0,16200000.0,24300000.0,32400000.0,8100000.0,16100000.0,24200000.0
EarningsPerShareBasic / USD/shares,-0.09,-0.18,-2.35,-0.05,-0.94,-0.71,-0.25,0.21,0.51,0.87,0.1,0.23,0.1,0.45,0.66,1.34,-0.13,-0.62,-0.5,0.78,-0.22,0.34,0.65,-0.09,0.25,0.6,0.96,1.36,0.4,0.84,1.36,1.49,0.5,0.96,1.51
EarningsPerShareDiluted / USD/shares,-0.09,-0.18,-2.35,-0.05,-0.94,-0.71,-0.25,0.2,0.49,0.83,0.1,0.23,0.1,0.44,0.64,1.29,-0.13,-0.62,-0.5,0.76,-0.21,0.34,0.64,-0.09,0.25,0.59,0.94,1.34,0.39,0.83,1.34,1.47,0.5,0.95,1.49
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,-4100000.0,-7200000.0,15200000.0,5700000.0,15200000.0,6800000.0,-900000.0,-8600000.0,-9400000.0,-1900000.0,9900000.0,6800000.0,-17600000.0,-6800000.0,-17500000.0,40300000.0,-1100000.0,-51200000.0,-105800000.0,-14100000.0,6800000.0,-12500000.0,-26000000.0,-70000000.0,-19600000.0,-27400000.0,1000000.0
EffectiveIncomeTaxRateContinuingOperations / pure,0.634,0.552,0.04,0.189,0.229,0.248,0.505,0.356,0.284,0.265,1.163,0.203,1.163,0.181,0.18,0.229,0.638,-0.063,-0.175,0.117,0.105,0.092,0.066,-0.251,0.227,0.23,0.211,-0.042,0.228,0.241,0.233,0.202,0.202,0.199,0.216
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,,,0.35,0.35,0.35,0.35,0.35,,,,0.35,,0.35,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance / pure,,,0.005,,,,0.159,,,,0.011,,0.011,,,0.012,,,,0.043,,,,-0.048,,,,-0.054,,,,0.005,,,
EffectiveIncomeTaxRateReconciliationDispositionOfBusiness / pure,,,,,,,-0.171,,,,-0.046,,-0.046,,,0.013,,,,0.0,,,,-0.129,,,,0.03,,,,0.021,,,
EffectiveIncomeTaxRateReconciliationFdiiPercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,,,,0.016,,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential / pure,,,0.015,,,,0.199,,,,0.062,,0.062,,,0.022,,,,0.023,,,,-0.146,,,,0.01,,,,0.015,,,
EffectiveIncomeTaxRateReconciliationGiltiPercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,,,,0.003,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseAmortization / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost / pure,,,0.0,,,,0.0,,,,0.092,,0.092,,,0.03,,,,0.139,,,,-0.061,,,,-0.025,,,,-0.006,,,
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent / pure,,,0.001,,,,0.015,,,,0.007,,0.007,,,-0.002,,,,-0.071,,,,-0.118,,,,-0.024,,,,0.007,,,
EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes / pure,,,,,,,,,,,,,,,,,,,,0.0,,,,0.005,,,,-0.013,,,,0.0,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,,0.023,,,,0.04,,,,0.031,,0.031,,,0.003,,,,0.041,,,,-0.08,,,,0.011,,,,0.02,,,
EffectiveIncomeTaxRateReconciliationTaxCredits / pure,,,,,,,,,,,,,,,,0.006,,,,0.0,,,,-0.047,,,,0.008,,,,0.011,,,
EffectiveIncomeTaxRateReconciliationTaxExemptIncome / pure,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.033,,,,0.035,,,
